DOMNAME,AS4LOCAL,AS4VERS,VALPOS,DDLANGUAGE,VALUE,DDTEXT
KKBER,A,0000,290,D,,
KNFAK,A,0000,291,D,,
KNKLI,A,0000,292,D,,
KNKLI,A,0000,293,D,,
KUNAG,A,0000,294,D,,
KUNAG,A,0000,295,D,,
KUNIV,A,0000,296,D,,
KUNIV,A,0000,297,D,,
KUNNR,A,0000,298,D,,
KUNNR,A,0000,299,D,,
LCNUM,A,0000,300,D,,
LCNUM,A,0000,301,D,,
LFART,A,0000,302,D,,
LFART,A,0000,303,D,,
LGBZO,A,0000,304,D,,
LGBZO,A,0000,305,D,,
LGBZO,A,0000,306,D,,
LGNUM,A,0000,307,D,,
LGNUM,A,0000,308,D,,
LGTOR,A,0000,309,D,,
LGTOR,A,0000,310,D,,
LGTOR,A,0000,311,D,,
LIFSK,A,0000,312,D,,
LIFSK,A,0000,313,D,,
LPRIO,A,0000,314,D,,
LPRIO,A,0000,315,D,,
LSTEL,A,0000,316,D,,
LSTEL,A,0000,317,D,,
LSTEL,A,0000,318,D,,
MANDT,A,0000,319,D,,
OIC_DCITYC,A,0000,320,D,,
OIC_DCITYC,A,0000,321,D,,
OIC_DCITYC,A,0000,322,D,,
OIC_DCITYC,A,0000,323,D,,
OIC_DCOUNC,A,0000,324,D,,
OIC_DCOUNC,A,0000,325,D,,
OIC_DCOUNC,A,0000,326,D,,
OIC_DCOUNC,A,0000,327,D,,
OIC_DLAND1,A,0000,328,D,,
OIC_DLAND1,A,0000,329,D,,
OIC_DREGIO,A,0000,330,D,,
OIC_DREGIO,A,0000,331,D,,
OIC_DREGIO,A,0000,332,D,,
OIC_LIFNR,A,0000,333,D,,
OIC_LIFNR,A,0000,334,D,,
OIC_MOT,A,0000,335,D,,
OIC_MOT,A,0000,336,D,,
OIC_OCITYC,A,0000,337,D,,
OIC_OCITYC,A,0000,338,D,,
OIC_OCITYC,A,0000,339,D,,
OIC_OCITYC,A,0000,340,D,,
OIC_OCOUNC,A,0000,341,D,,
OIC_OCOUNC,A,0000,342,D,,
OIC_OCOUNC,A,0000,343,D,,
OIC_OCOUNC,A,0000,344,D,,
OIC_OLAND1,A,0000,345,D,,
OIC_OLAND1,A,0000,346,D,,
OIC_OREGIO,A,0000,347,D,,
OIC_OREGIO,A,0000,348,D,,
OIC_OREGIO,A,0000,349,D,,
PERFK,A,0000,350,D,,
PIOIV,A,0000,351,D,,
PROLI,A,0000,352,D,,
PROLI,A,0000,353,D,,
ROUTA,A,0000,354,D,,
ROUTA,A,0000,355,D,,
ROUTE,A,0000,356,D,,
ROUTE,A,0000,357,D,,
SBGRP,A,0000,358,D,,
SBGRP,A,0000,359,D,,
SBGRP,A,0000,360,D,,
SDABW,A,0000,361,D,,
SDABW,A,0000,362,D,,
SPAIV,A,0000,363,D,,
SPAIV,A,0000,364,D,,
STWAE,A,0000,365,D,,
STWAE,A,0000,366,D,,
TERNR,A,0000,367,D,,
TERNR,A,0000,368,D,,
TPSID,A,0000,369,D,,
TRAGR,A,0000,370,D,,
TRAGR,A,0000,371,D,,
TRATY,A,0000,372,D,,
TRATY,A,0000,373,D,,
TRMTYP,A,0000,374,D,,
TRMTYP,A,0000,375,D,,
TRSPG,A,0000,376,D,,
TRSPG,A,0000,377,D,,
VBELN,A,0000,378,D,,
VBELN,A,0000,379,D,,
VKBUR,A,0000,380,D,,
VKBUR,A,0000,381,D,,
VKOIV,A,0000,382,D,,
VKOIV,A,0000,383,D,,
VKORG,A,0000,384,D,,
VKORG,A,0000,385,D,,
VOLEH,A,0000,386,D,,
VOLEH,A,0000,387,D,,
VSART,A,0000,388,D,,
VSART,A,0000,389,D,,
VSBED,A,0000,390,D,,
VSBED,A,0000,391,D,,
VSTEL,A,0000,392,D,,
VSTEL,A,0000,393,D,,
VTWIV,A,0000,394,D,,
VTWIV,A,0000,395,D,,
WAERK,A,0000,396,D,,
WAERK,A,0000,397,D,,
WERKS,A,0000,398,D,,
WERKS,A,0000,399,D,,
MANDT,A,0000,1,D,,
VBELN_VL,A,0000,2,D,,
POSNR_VL,A,0000,3,D,,
PSTYV_VL,A,0000,4,D,,
ERNAM,A,0000,5,D,,
ERZET,A,0000,6,D,,
ERDAT,A,0000,7,D,,
MATNR,A,0000,8,D,,
MATWA,A,0000,9,D,,
MATKL,A,0000,10,D,,
WERKS_D,A,0000,11,D,,
LGORT_D,A,0000,12,D,,
CHARG_D,A,0000,13,D,,
LICHN,A,0000,14,D,,
KDMAT,A,0000,15,D,,
PRODH_D,A,0000,16,D,,
LFIMG,A,0000,17,D,,
MEINS,A,0000,18,D,,
VRKME,A,0000,19,D,,
UMVKZ,A,0000,20,D,,
UMVKN,A,0000,21,D,,
NTGEW_15,A,0000,22,D,,
BRGEW_15,A,0000,23,D,,
GEWEI,A,0000,24,D,,
VOLUM_15,A,0000,25,D,,
VOLEH,A,0000,26,D,,
KZTLF,A,0000,27,D,,
Value,A,0000,28,D,,
UEBTK,A,0000,29,D,,
Value,A,0000,30,D,,
UEBTO,A,0000,31,D,,
UNTTO,A,0000,32,D,,
CHSPL,A,0000,33,D,,
Value,A,0000,34,D,,
FAKSP,A,0000,35,D,,
MBDAT,A,0000,36,D,,
LGMNG,A,0000,37,D,,
ARKTX,A,0000,38,D,,
LGPBE,A,0000,39,D,,
VBELV,A,0000,40,D,,
POSNV,A,0000,41,D,,
VBTYP,A,0000,42,D,,
Value,A,0000,43,D,,
VGLOGSYS,A,0000,44,D,,
VGBEL,A,0000,45,D,,
VGPOS,A,0000,46,D,,
UPFLL,A,0000,47,D,,
Value,A,0000,48,D,,
UEPOS,A,0000,49,D,,
FKREL,A,0000,50,D,,
Value,A,0000,51,D,,
LADGR,A,0000,52,D,,
TRAGR,A,0000,53,D,,
KOMKZ,A,0000,54,D,,
Value,A,0000,55,D,,
LGNUM,A,0000,56,D,,
LNSPL_LIPS,A,0000,57,D,,
Value,A,0000,58,D,,
LGTYP,A,0000,59,D,,
LGPLA,A,0000,60,D,,
BWTEX,A,0000,61,D,,
Value,A,0000,62,D,,
BWART,A,0000,63,D,,
BWLVS,A,0000,64,D,,
LVS_KZDLG,A,0000,65,D,,
Value,A,0000,66,D,,
BDART,A,0000,67,D,,
PLART,A,0000,68,D,,
MTART,A,0000,69,D,,
XCHPF,A,0000,70,D,,
Value,A,0000,71,D,,
XCHAR,A,0000,72,D,,
Value,A,0000,73,D,,
VGREF,A,0000,74,D,,
Value,A,0000,75,D,,
POSAR,A,0000,76,D,,
Value,A,0000,77,D,,
BWTAR_D,A,0000,78,D,,
SUMBD,A,0000,79,D,,
Value,A,0000,80,D,,
MTVFP,A,0000,81,D,,
EANNR,A,0000,82,D,,
GSBER,A,0000,83,D,,
VKBUR,A,0000,84,D,,
VKGRP,A,0000,85,D,,
VTWEG,A,0000,86,D,,
SPART,A,0000,87,D,,
GRKOR,A,0000,88,D,,
FMENG,A,0000,89,D,,
Value,A,0000,90,D,,
ANTLF,A,0000,91,D,,
VBEAF,A,0000,92,D,,
VBEAV,A,0000,93,D,,
STAFO,A,0000,94,D,,
WAVWR,A,0000,95,D,,
KZWI1,A,0000,96,D,,
KZWI2,A,0000,97,D,,
KZWI3,A,0000,98,D,,
KZWI4,A,0000,99,D,,
KZWI5,A,0000,100,D,,
KZWI6,A,0000,101,D,,
SOBKZ,A,0000,102,D,,
AEDAT,A,0000,103,D,,
EAN11,A,0000,104,D,,
KVGR1,A,0000,105,D,,
KVGR2,A,0000,106,D,,
KVGR3,A,0000,107,D,,
KVGR4,A,0000,108,D,,
KVGR5,A,0000,109,D,,
MVGR1,A,0000,110,D,,
MVGR2,A,0000,111,D,,
MVGR3,A,0000,112,D,,
MVGR4,A,0000,113,D,,
MVGR5,A,0000,114,D,,
VPZUO,A,0000,115,D,,
Value,A,0000,116,D,,
VBTYP,A,0000,117,D,,
Value,A,0000,118,D,,
RFVGTYP,A,0000,119,D,,
Value,A,0000,120,D,,
KOSTL,A,0000,121,D,,
KOKRS,A,0000,122,D,,
RKEOBJNR,A,0000,123,D,,
PRCTR,A,0000,124,D,,
PS_PSP_PNR,A,0000,125,D,,
AUFNR,A,0000,126,D,,
CO_POSNR,A,0000,127,D,,
KDAUF,A,0000,128,D,,
KDPOS,A,0000,129,D,,
VPMAT,A,0000,130,D,,
VPWRK,A,0000,131,D,,
PRBME,A,0000,132,D,,
UMREFF,A,0000,133,D,,
KNTTP,A,0000,134,D,,
KZVBR,A,0000,135,D,,
Value,A,0000,136,D,,
FIPOS,A,0000,137,D,,
FISTL,A,0000,138,D,,
BP_GEBER,A,0000,139,D,,
PCKPF,A,0000,140,D,,
Value,A,0000,141,D,,
BEDAR,A,0000,142,D,,
CMPNT,A,0000,143,D,,
Value,A,0000,144,D,,
KCMENG,A,0000,145,D,,
KCBRGEW,A,0000,146,D,,
KCNTGEW,A,0000,147,D,,
KCVOLUM,A,0000,148,D,,
UECHA,A,0000,149,D,,
CUOBJ_VA,A,0000,150,D,,
CUOBJ_CH,A,0000,151,D,,
ANZSN,A,0000,152,D,,
SERAIL,A,0000,153,D,,
GEWEI,A,0000,154,D,,
VOLEH,A,0000,155,D,,
SERNR,A,0000,156,D,,
ABRLI,A,0000,157,D,,
ABART,A,0000,158,D,,
Value,A,0000,159,D,,
ABRVW,A,0000,160,D,,
QPLOS,A,0000,161,D,,
QTLOS,A,0000,162,D,,
NACHL,A,0000,163,D,,
Value,A,0000,164,D,,
MAGRV,A,0000,165,D,,
OBJKO,A,0000,166,D,,
OBJPO,A,0000,167,D,,
AESKD,A,0000,168,D,,
SHKZG_VA,A,0000,169,D,,
Value,A,0000,170,D,,
PROSA,A,0000,171,D,,
Value,A,0000,172,D,,
UEPVW,A,0000,173,D,,
Value,A,0000,174,D,,
EMPST,A,0000,175,D,,
ABTNR,A,0000,176,D,,
KOQUI,A,0000,177,D,,
Value,A,0000,178,D,,
STADAT,A,0000,179,D,,
WAKTION,A,0000,180,D,,
KNUMH_CH,A,0000,181,D,,
PREFE,A,0000,182,D,,
Value,A,0000,183,D,,
EXART,A,0000,184,D,,
CLINT,A,0000,185,D,,
CHMVS,A,0000,186,D,,
ABELN,A,0000,187,D,,
ABELP,A,0000,188,D,,
LFIMG_FLO,A,0000,189,D,,
LGMNG_FLO,A,0000,190,D,,
KCMENG_FLO,A,0000,191,D,,
KZUMW,A,0000,192,D,,
Value,A,0000,193,D,,
KMPMG,A,0000,194,D,,
AUREL,A,0000,195,D,,
Value,A,0000,196,D,,
KPEIN,A,0000,197,D,,
KMEIN,A,0000,198,D,,
NETPR,A,0000,199,D,,
NETWR,A,0000,200,D,,
KOWRR,A,0000,201,D,,
Value,A,0000,202,D,,
KZBEW,A,0000,203,D,,
Value,A,0000,204,D,,
MFRGR,A,0000,205,D,,
CHHPV,A,0000,206,D,,
Value,A,0000,207,D,,
ABSFORM_CM,A,0000,208,D,,
ABGES_CM,A,0000,209,D,,
MBUHR,A,0000,210,D,,
WKTNR,A,0000,211,D,,
WKTPS,A,0000,212,D,,
J_1BCFOP,A,0000,213,D,,
J_1BTAXLW1,A,0000,214,D,,
J_1BTAXLW2,A,0000,215,D,,
J_1BTXSDC_,A,0000,216,D,,
SITUA,A,0000,217,D,,
RSNUM,A,0000,218,D,,
RSPOS,A,0000,219,D,,
RSART,A,0000,220,D,,
KANNR,A,0000,221,D,,
KZFME,A,0000,222,D,,
Value,A,0000,223,D,,
ADGE_PROFL,A,0000,224,D,,
KCMENG_VME,A,0000,225,D,,
KCMENGVMEF,A,0000,226,D,,
KZBWS,A,0000,227,D,,
Value,A,0000,228,D,,
PS_INTNR,A,0000,229,D,,
EPRIO,A,0000,230,D,,
BF_RULES,A,0000,231,D,,
LVS_KZBEF,A,0000,232,D,,
Value,A,0000,233,D,,
MPROF,A,0000,234,D,,
EMATN,A,0000,235,D,,
LGBZO,A,0000,236,D,,
TSEGGUID_LIPS,A,0000,237,D,,
VERURPOS,A,0000,238,D,,
LIFEXPOS,A,0000,239,D,,
NO_ATP_CHECK,A,0000,240,D,,
Value,A,0000,241,D,,
NO_PICKING,A,0000,242,D,,
Value,A,0000,243,D,,
RBLVS,A,0000,244,D,,
BERID,A,0000,245,D,,
BESTQ,A,0000,246,D,,
Value,A,0000,247,D,,
BESTQ,A,0000,248,D,,
Value,A,0000,249,D,,
UMMAT,A,0000,250,D,,
UMWRK,A,0000,251,D,,
UMLGO,A,0000,252,D,,
UMCHA,A,0000,253,D,,
UMBAR,A,0000,254,D,,
UMSOK,A,0000,255,D,,
LVS_SONUM,A,0000,256,D,,
LVS_SONUM,A,0000,257,D,,
AKKUR,A,0000,258,D,,
AKMNG,A,0000,259,D,,
Value,A,0000,260,D,,
VKGRU,A,0000,261,D,,
SHKZG_UM,A,0000,262,D,,
Value,A,0000,263,D,,
MB_INSMK,A,0000,264,D,,
Value,A,0000,265,D,,
KZECH,A,0000,266,D,,
Value,A,0000,267,D,,
FLGWM,A,0000,268,D,,
Value,A,0000,269,D,,
BERKZ,A,0000,270,D,,
Value,A,0000,271,D,,
HUPOS,A,0000,272,D,,
Value,A,0000,273,D,,
NOWAB,A,0000,274,D,,
Value,A,0000,275,D,,
SAKNR,A,0000,276,D,,
KZEAR,A,0000,277,D,,
Value,A,0000,278,D,,
HSDAT,A,0000,279,D,,
VFDAT,A,0000,280,D,,
LFGJA,A,0000,281,D,,
LFBNR,A,0000,282,D,,
LFPOS,A,0000,283,D,,
MB_GRUND,A,0000,284,D,,
FOBWA,A,0000,285,D,,
DLVTP,A,0000,286,D,,
Value,A,0000,287,D,,
EXBWR,A,0000,288,D,,
BPMNG,A,0000,289,D,,
EXVKW,A,0000,290,D,,
CMPRE_FLT,A,0000,291,D,,
KZPOD,A,0000,292,D,,
Value,A,0000,293,D,,
LFDEZ,A,0000,294,D,,
Value,A,0000,295,D,,
LE_UMREV,A,0000,296,D,,
PODREL,A,0000,297,D,,
Value,A,0000,298,D,,
KZUML,A,0000,299,D,,
Value,A,0000,300,D,,
FKBER,A,0000,301,D,,
GM_GRANT_NBR,A,0000,302,D,,
KZWSO,A,0000,303,D,,
Value,A,0000,304,D,,
GMCONTROL,A,0000,305,D,,
Value,A,0000,306,D,,
POSTING_CHANGE,A,0000,307,D,,
Value,A,0000,308,D,,
UM_PS_PSP_PNR,A,0000,309,D,,
ETENS,A,0000,310,D,,
ELIKZ,A,0000,311,D,,
Value,A,0000,312,D,,
/SPE/DELIVERY_SCRAP_IND,A,0000,313,D,,
Value,A,0000,314,D,,
/SPE/RET_RMA,A,0000,315,D,,
/SPE/INSP_OUT_GUID_16,A,0000,316,D,,
/SPE/RET_FOLLOW_UP,A,0000,317,D,,
Value,A,0000,318,D,,
/SPE/RET_EXPIRY_DATE_EXT,A,0000,319,D,,
/SPE/RET_EXPIRY_DATE_INT,A,0000,320,D,,
/SPE/RET_RMA_COMPLETED,A,0000,321,D,,
Value,A,0000,322,D,,
ORMNG_VL,A,0000,323,D,,
/SPE/DE_ATP_TIMESTAMP,A,0000,324,D,,
/SPE/INB_ORIGIN_SYS,A,0000,325,D,,
Value,A,0000,326,D,,
/SPE/LIEFFZ,A,0000,327,D,,
/SPE/IMWRK_ITEM,A,0000,328,D,,
Value,A,0000,329,D,,
/SPE/DE_EXT_IDENT,A,0000,330,D,,
/SPE/INB_EXCEPT_CODE_WM,A,0000,331,D,,
/SPE/KEEP_QUANTITY,A,0000,332,D,,
/SPE/DE_ALTERNATE_PART_NR,A,0000,333,D,,
/SPE/MAT_SUBST,A,0000,334,D,,
Value,A,0000,335,D,,
/SPE/STRUC,A,0000,336,D,,
APOQUANFACTOR,A,0000,337,D,,
APOQUANDIVISOR,A,0000,338,D,,
HERKL,A,0000,339,D,,
/SPE/RET_EXPIRY_DATE_EXT_B,A,0000,340,D,,
/SPE/DE_DLV_VERSION,A,0000,341,D,,
/SPE/COMPL_MVT,A,0000,342,D,,
Value,A,0000,343,D,,
J_1BTAXLW4,A,0000,344,D,,
J_1BTAXLW5,A,0000,345,D,,
J_1BTAXLW3,A,0000,346,D,,
FM_BUDGET_PERIOD,A,0000,347,D,,
KBNKZ,A,0000,348,D,,
Value,A,0000,349,D,,
SITKZ,A,0000,350,D,,
Value,A,0000,351,D,,
/CWM/LFIMG,A,0000,352,D,,
/CWM/LFIME,A,0000,353,D,,
/CWM/PIKMG,A,0000,354,D,,
/CWM/PIKME,A,0000,355,D,,
/CWM/XENTER,A,0000,356,D,,
Value,A,0000,357,D,,
/CWM/XTAENTER,A,0000,358,D,,
Value,A,0000,359,D,,
/CWM/KCMENG,A,0000,360,D,,
/CWM/EBUMG,A,0000,361,D,,
OID_EXTBOL,A,0000,362,D,,
OID_MISCDL,A,0000,363,D,,
OID_PIPEV,A,0000,364,D,,
Value,A,0000,365,D,,
LIFNR,A,0000,366,D,,
OIC_DCITYC,A,0000,367,D,,
OIC_DCOUNC,A,0000,368,D,,
OIC_DREGIO,A,0000,369,D,,
OIC_DLAND1,A,0000,370,D,,
OIC_OCITYC,A,0000,371,D,,
OIC_OCOUNC,A,0000,372,D,,
OIC_OREGIO,A,0000,373,D,,
OIC_OLAND1,A,0000,374,D,,
OIC_PORGIN,A,0000,375,D,,
OIC_PDESTN,A,0000,376,D,,
OIC_PTRIP,A,0000,377,D,,
OIC_PBATCH,A,0000,378,D,,
OIC_MOT,A,0000,379,D,,
OIC_AORGIN,A,0000,380,D,,
OIC_ADESTN,A,0000,381,D,,
OIC_TRUCKN,A,0000,382,D,,
OIA_BASELO,A,0000,383,D,,
OIB_CMETH,A,0000,384,D,,
Value,A,0000,385,D,,
OIH_TAXFRO,A,0000,386,D,,
OIH_HANTYP,A,0000,387,D,,
OIH_TAXGRP,A,0000,388,D,,
OIH_TAXTO,A,0000,389,D,,
OIH_CERTF1,A,0000,390,D,,
OIH_OILCON,A,0000,391,D,,
Value,A,0000,392,D,,
OIH_DATFM1,A,0000,393,D,,
OIH_DATTO1,A,0000,394,D,,
OIH_EDBAL,A,0000,395,D,,
Value,A,0000,396,D,,
OIH_PRICIE,A,0000,397,D,,
Value,A,0000,398,D,,
OIH_INEX,A,0000,399,D,,
OIH_EDBALM,A,0000,400,D,,
Value,A,0000,401,D,,
OIH_TAXLOD,A,0000,402,D,,
OIH_TAXISS,A,0000,403,D,,
OIH_TAXINV,A,0000,404,D,,
OIC_CONTNR,A,0000,405,D,,
OIC_KMPOS,A,0000,406,D,,
OIC_LFTIM,A,0000,407,D,,
OIC_LFDAT,A,0000,408,D,,
OIA_EXGNUM,A,0000,409,D,,
OIA_EXGTYP,A,0000,410,D,,
OIA_FEETOT,A,0000,411,D,,
OIA_FEEDT,A,0000,412,D,,
OIA_NETCYC,A,0000,413,D,,
OIA_MATREF,A,0000,414,D,,
OID_FINAL,A,0000,415,D,,
Value,A,0000,416,D,,
OIC_WATIM,A,0000,417,D,,
OIC_WADAT,A,0000,418,D,,
OIH_LICTP,A,0000,419,D,,
OIH_LICIN,A,0000,420,D,,
OIH_LCFOL,A,0000,421,D,,
OIH_FOLQTY,A,0000,422,D,,
OIH_TRKNR,A,0000,423,D,,
OIH_TRKJR,A,0000,424,D,,
OIH_EXTNR,A,0000,425,D,,
OIH_ITMNR,A,0000,426,D,,
OIH_FTIND,A,0000,427,D,,
Value,A,0000,428,D,,
OIH_PRIOP,A,0000,429,D,,
Value,A,0000,430,D,,
OIH_TRIND,A,0000,431,D,,
Value,A,0000,432,D,,
OIH_GHNDL,A,0000,433,D,,
Value,A,0000,434,D,,
OIH_UMBAR,A,0000,435,D,,
OIA_SBREL,A,0000,436,D,,
OIA_SBMAT,A,0000,437,D,,
OIC_GNRULE,A,0000,438,D,,
OIC_TITLE,A,0000,439,D,,
Value,A,0000,440,D,,
OIA_IPMVAT,A,0000,441,D,,
Value,A,0000,442,D,,
OIA_FFTYP,A,0000,443,D,,
Value,A,0000,444,D,,
OII_CONWK,A,0000,445,D,,
OII_CONLG,A,0000,446,D,,
OIH_EDBAL_GI,A,0000,447,D,,
Value,A,0000,448,D,,
OIH_EDBALM_GI,A,0000,449,D,,
Value,A,0000,450,D,,
OIH_CERTF1_GI,A,0000,451,D,,
OIH_DATFM1_GI,A,0000,452,D,,
OIH_DATTO1_GI,A,0000,453,D,,
OIH_LICTP_GI,A,0000,454,D,,
OIH_LICIN_GI,A,0000,455,D,,
OIH_LCFOL_GI,A,0000,456,D,,
OIH_FOLQTY_GI,A,0000,457,D,,
OIH_HANTYP_GI,A,0000,458,D,,
OIH_TAXGRP,A,0000,459,D,,
OIH_TAXISS,A,0000,460,D,,
OIH_TAXINV,A,0000,461,D,,
OIO_SPROC,A,0000,462,D,,
WRF_CONS_ORDER,A,0000,463,D,,
Value,A,0000,464,D,,
Field,A,0000,465,D,,
ABELN,A,0000,466,D,,
ABELN,A,0000,467,D,,
ABELP,A,0000,468,D,,
ABELP,A,0000,469,D,,
ABELP,A,0000,470,D,,
ABFOR,A,0000,471,D,,
ABFOR,A,0000,472,D,,
ABRLI,A,0000,473,D,,
ABRLI,A,0000,474,D,,
ABRLI,A,0000,475,D,,
ABRLI,A,0000,476,D,,
ABRLI,A,0000,477,D,,
ABRVW,A,0000,478,D,,
ABRVW,A,0000,479,D,,
ABTNR,A,0000,480,D,,
ABTNR,A,0000,481,D,,
AKTNR,A,0000,482,D,,
AKTNR,A,0000,483,D,,
AUFNR,A,0000,484,D,,
AUFNR,A,0000,485,D,,
BEDAR_LF,A,0000,486,D,,
BEDAR_LF,A,0000,487,D,,
BERID,A,0000,488,D,,
BERID,A,0000,489,D,,
BWART,A,0000,490,D,,
BWART,A,0000,491,D,,
BWLVS,A,0000,492,D,,
BWLVS,A,0000,493,D,,
BWLVS,A,0000,494,D,,
BWTAR,A,0000,495,D,,
BWTAR,A,0000,496,D,,
CHARG,A,0000,497,D,,
CHARG,A,0000,498,D,,
CHARG,A,0000,499,D,,
CHARG,A,0000,500,D,,
CLINT,A,0000,501,D,,
CLINT,A,0000,502,D,,
EMATN,A,0000,503,D,,
EMATN,A,0000,504,D,,
FAKSP,A,0000,505,D,,
FAKSP,A,0000,506,D,,
GEWEI,A,0000,507,D,,
GEWEI,A,0000,508,D,,
GSBER,A,0000,509,D,,
GSBER,A,0000,510,D,,
J_1BCFOP,A,0000,511,D,,
J_1BCFOP,A,0000,512,D,,
J_1BTAXLW1,A,0000,513,D,,
J_1BTAXLW1,A,0000,514,D,,
J_1BTAXLW2,A,0000,515,D,,
J_1BTAXLW2,A,0000,516,D,,
J_1BTAXLW3,A,0000,517,D,,
J_1BTAXLW3,A,0000,518,D,,
J_1BTAXLW4,A,0000,519,D,,
J_1BTAXLW4,A,0000,520,D,,
J_1BTAXLW5,A,0000,521,D,,
J_1BTAXLW5,A,0000,522,D,,
J_1BTXSDC,A,0000,523,D,,
J_1BTXSDC,A,0000,524,D,,
KCGEWEI,A,0000,525,D,,
KCGEWEI,A,0000,526,D,,
KCVOLEH,A,0000,527,D,,
KCVOLEH,A,0000,528,D,,
KMEIN,A,0000,529,D,,
KMEIN,A,0000,530,D,,
KNTTP,A,0000,531,D,,
KNTTP,A,0000,532,D,,
KOKRS,A,0000,533,D,,
KOKRS,A,0000,534,D,,
KOSTL,A,0000,535,D,,
KOSTL,A,0000,536,D,,
KOSTL,A,0000,537,D,,
KOSTL,A,0000,538,D,,
KVGR1,A,0000,539,D,,
KVGR1,A,0000,540,D,,
KVGR2,A,0000,541,D,,
KVGR2,A,0000,542,D,,
KVGR3,A,0000,543,D,,
KVGR3,A,0000,544,D,,
KVGR4,A,0000,545,D,,
KVGR4,A,0000,546,D,,
KVGR5,A,0000,547,D,,
KVGR5,A,0000,548,D,,
LADGR,A,0000,549,D,,
LADGR,A,0000,550,D,,
LGBZO,A,0000,551,D,,
LGBZO,A,0000,552,D,,
LGBZO,A,0000,553,D,,
LGNUM,A,0000,554,D,,
LGNUM,A,0000,555,D,,
LGORT,A,0000,556,D,,
LGORT,A,0000,557,D,,
LGORT,A,0000,558,D,,
LGPLA,A,0000,559,D,,
LGPLA,A,0000,560,D,,
LGPLA,A,0000,561,D,,
LGPLA,A,0000,562,D,,
LGTYP,A,0000,563,D,,
LGTYP,A,0000,564,D,,
LGTYP,A,0000,565,D,,
MAGRV,A,0000,566,D,,
MAGRV,A,0000,567,D,,
MANDT,A,0000,568,D,,
MATKL,A,0000,569,D,,
MATKL,A,0000,570,D,,
MATNR,A,0000,571,D,,
MATNR,A,0000,572,D,,
MATWA,A,0000,573,D,,
MATWA,A,0000,574,D,,
MEINS,A,0000,575,D,,
MEINS,A,0000,576,D,,
MFRGR,A,0000,577,D,,
MFRGR,A,0000,578,D,,
MTART,A,0000,579,D,,
MTART,A,0000,580,D,,
MTVFP,A,0000,581,D,,
MTVFP,A,0000,582,D,,
MVGR1,A,0000,583,D,,
MVGR1,A,0000,584,D,,
MVGR2,A,0000,585,D,,
MVGR2,A,0000,586,D,,
MVGR3,A,0000,587,D,,
MVGR3,A,0000,588,D,,
MVGR4,A,0000,589,D,,
MVGR4,A,0000,590,D,,
MVGR5,A,0000,591,D,,
MVGR5,A,0000,592,D,,
OIC_DCITYC,A,0000,593,D,,
OIC_DCITYC,A,0000,594,D,,
OIC_DCITYC,A,0000,595,D,,
OIC_DCITYC,A,0000,596,D,,
OIC_DCOUNC,A,0000,597,D,,
OIC_DCOUNC,A,0000,598,D,,
OIC_DCOUNC,A,0000,599,D,,
OIC_DCOUNC,A,0000,600,D,,
OIC_DLAND1,A,0000,601,D,,
OIC_DLAND1,A,0000,602,D,,
OIC_DREGIO,A,0000,603,D,,
OIC_DREGIO,A,0000,604,D,,
OIC_DREGIO,A,0000,605,D,,
OIC_LIFNR,A,0000,606,D,,
OIC_LIFNR,A,0000,607,D,,
OIC_MOT,A,0000,608,D,,
OIC_MOT,A,0000,609,D,,
OIC_OCITYC,A,0000,610,D,,
OIC_OCITYC,A,0000,611,D,,
OIC_OCITYC,A,0000,612,D,,
OIC_OCITYC,A,0000,613,D,,
OIC_OCOUNC,A,0000,614,D,,
OIC_OCOUNC,A,0000,615,D,,
OIC_OCOUNC,A,0000,616,D,,
OIC_OCOUNC,A,0000,617,D,,
OIC_OLAND1,A,0000,618,D,,
OIC_OLAND1,A,0000,619,D,,
OIC_OREGIO,A,0000,620,D,,
OIC_OREGIO,A,0000,621,D,,
OIC_OREGIO,A,0000,622,D,,
OIEXGTYP,A,0000,623,D,,
OIEXGTYP,A,0000,624,D,,
OIHANTYP,A,0000,625,D,,
OIHANTYP,A,0000,626,D,,
OIH_LCFOL_GI,A,0000,627,D,,
OIH_LCFOL_GI,A,0000,628,D,,
OIH_LCFOL_GI,A,0000,629,D,,
OIH_LICIN_GI,A,0000,630,D,,
OIH_LICIN_GI,A,0000,631,D,,
OIH_LICTP_GI,A,0000,632,D,,
OIH_LICTP_GI,A,0000,633,D,,
OIINEX,A,0000,634,D,,
OIINEX,A,0000,635,D,,
OINETCYC,A,0000,636,D,,
OINETCYC,A,0000,637,D,,
OITAXFROM,A,0000,638,D,,
OITAXFROM,A,0000,639,D,,
OITAXGRP,A,0000,640,D,,
OITAXGRP,A,0000,641,D,,
OITAXTO,A,0000,642,D,,
OITAXTO,A,0000,643,D,,
OIUMBAR,A,0000,644,D,,
OIUMBAR,A,0000,645,D,,
POSNR,A,0000,646,D,,
POSNR,A,0000,647,D,,
POSNR,A,0000,648,D,,
POSNV,A,0000,649,D,,
POSNV,A,0000,650,D,,
POSNV,A,0000,651,D,,
PRBME,A,0000,652,D,,
PRBME,A,0000,653,D,,
PRODH,A,0000,654,D,,
PRODH,A,0000,655,D,,
PROFL,A,0000,656,D,,
PROFL,A,0000,657,D,,
PSTYV,A,0000,658,D,,
PSTYV,A,0000,659,D,,
QPLOS,A,0000,660,D,,
