TABNAME,FIELDNAME,AS4LOCAL,AS4VERS,FORTABLE,FORKEY,CHECKTABLE,CHECKFIELD
LFM1,LFM1,A,0000,,,LFM1,LFM1
LFM1,LFM1,A,0000,,,LFM1,LFM1
LFM1,LFM1,A,0000,,,SYST,LFM1
LFM1,LFM1,A,0000,,,LFM1,LFM1
LFM1,LFM1,A,0000,,,LFM1,LFM1
LFM1,LFM1,A,0000,,,LFM1,LFM1
LFM1,LFM1,A,0000,,,SYST,LFM1
LFM1,LFM1,A,0000,,,LFM1,LFM1
LFM1,LFM1,A,0000,,,SYST,LFM1
LFM1,LFM1,A,0000,,,*T001,LFM1
LFM1,LFM1,A,0000,,,LFM1,LFM1
LIKP,MANDT,A,0000,,,T000,MANDT
LIKP,VBELN,A,0000,,,VBUK,VBELN
LIKP,ERNAM,A,0000,,,,ERNAM
LIKP,ERZET,A,0000,,,,ERZET
LIKP,ERDAT,A,0000,,,,ERDAT
LIKP,BZIRK,A,0000,,,T171,BZIRK
LIKP,VSTEL,A,0000,,,TVST,VSTEL
LIKP,VKORG,A,0000,,,TVKO,VKORG
LIKP,LFART,A,0000,,,TVLK,LFART
LIKP,AUTLF,A,0000,,,,AUTLF
LIKP,Value,A,0000,,,Description,Value
LIKP,KZAZU,A,0000,,,,KZAZU
LIKP,Value,A,0000,,,Description,Value
LIKP,WADAT,A,0000,,,,WADAT
LIKP,LDDAT,A,0000,,,,LDDAT
LIKP,TDDAT,A,0000,,,,TDDAT
LIKP,LFDAT,A,0000,,,,LFDAT
LIKP,KODAT,A,0000,,,,KODAT
LIKP,ABLAD,A,0000,,,,ABLAD
LIKP,INCO1,A,0000,,,TINC,INCO1
LIKP,INCO2,A,0000,,,,INCO2
LIKP,EXPKZ,A,0000,,,,EXPKZ
LIKP,ROUTE,A,0000,,,TVRO,ROUTE
LIKP,FAKSK,A,0000,,,TVFS,FAKSK
LIKP,LIFSK,A,0000,,,TVLS,LIFSK
LIKP,VBTYP,A,0000,,,,VBTYP
LIKP,Value,A,0000,,,Description,Value
LIKP,KNFAK,A,0000,,,TFACD,KNFAK
LIKP,TPQUA,A,0000,,,,TPQUA
LIKP,TPGRP,A,0000,,,,TPGRP
LIKP,LPRIO,A,0000,,,TPRIO,LPRIO
LIKP,VSBED,A,0000,,,TVSB,VSBED
LIKP,KUNNR,A,0000,,,KNA1,KUNNR
LIKP,KUNAG,A,0000,,,KNA1,KUNAG
LIKP,KDGRP,A,0000,,,T151,KDGRP
LIKP,STZKL,A,0000,,,,STZKL
LIKP,STZZU,A,0000,,,,STZZU
LIKP,BTGEW,A,0000,,,,BTGEW
LIKP,NTGEW,A,0000,,,,NTGEW
LIKP,GEWEI,A,0000,,,T006,GEWEI
LIKP,VOLUM,A,0000,,,,VOLUM
LIKP,VOLEH,A,0000,,,T006,VOLEH
LIKP,ANZPK,A,0000,,,,ANZPK
LIKP,BEROT,A,0000,,,,BEROT
LIKP,LFUHR,A,0000,,,,LFUHR
LIKP,GRULG,A,0000,,,TVLG,GRULG
LIKP,LSTEL,A,0000,,,TVLA,LSTEL
LIKP,TRAGR,A,0000,,,TTGR,TRAGR
LIKP,FKARV,A,0000,,,TVFK,FKARV
LIKP,FKDAT,A,0000,,,,FKDAT
LIKP,PERFK,A,0000,,,TFACD,PERFK
LIKP,ROUTA,A,0000,,,TVRO,ROUTA
LIKP,STAFO,A,0000,,,,STAFO
LIKP,KALSM,A,0000,,,T683,KALSM
LIKP,KNUMV,A,0000,,,,KNUMV
LIKP,WAERK,A,0000,,,TCURC,WAERK
LIKP,VKBUR,A,0000,,,TVBUR,VKBUR
LIKP,VBEAK,A,0000,,,,VBEAK
LIKP,ZUKRL,A,0000,,,,ZUKRL
LIKP,VERUR,A,0000,,,,VERUR
LIKP,COMMN,A,0000,,,TQCOM,COMMN
LIKP,STWAE,A,0000,,,TCURC,STWAE
LIKP,STCUR,A,0000,,,,STCUR
LIKP,EXNUM,A,0000,,,EIKP,EXNUM
LIKP,AENAM,A,0000,,,,AENAM
LIKP,AEDAT,A,0000,,,,AEDAT
LIKP,LGNUM,A,0000,,,T300,LGNUM
LIKP,LISPL,A,0000,,,,LISPL
LIKP,Value,A,0000,,,Description,Value
LIKP,VKOIV,A,0000,,,TVKO,VKOIV
LIKP,VTWIV,A,0000,,,TVTW,VTWIV
LIKP,SPAIV,A,0000,,,TSPA,SPAIV
LIKP,FKAIV,A,0000,,,TVFK,FKAIV
LIKP,PIOIV,A,0000,,,TFACD,PIOIV
LIKP,FKDIV,A,0000,,,,FKDIV
LIKP,KUNIV,A,0000,,,KNA1,KUNIV
LIKP,KKBER,A,0000,,,T014,KKBER
LIKP,KNKLI,A,0000,,,KNA1,KNKLI
LIKP,GRUPP,A,0000,,,,GRUPP
LIKP,SBGRP,A,0000,,,T024B,SBGRP
LIKP,CTLPC,A,0000,,,T691A,CTLPC
LIKP,CMWAE,A,0000,,,TCURC,CMWAE
LIKP,AMTBL,A,0000,,,,AMTBL
LIKP,BOLNR,A,0000,,,,BOLNR
LIKP,LIFNR,A,0000,,,,LIFNR
LIKP,TRATY,A,0000,,,TVTY,TRATY
LIKP,TRAID,A,0000,,,,TRAID
LIKP,CMFRE,A,0000,,,,CMFRE
LIKP,CMNGV,A,0000,,,,CMNGV
LIKP,XABLN,A,0000,,,,XABLN
LIKP,BLDAT,A,0000,,,,BLDAT
LIKP,WADAT_IST,A,0000,,,,WADAT_IST
LIKP,TRSPG,A,0000,,,TTSG,TRSPG
LIKP,TPSID,A,0000,,,TQCOM,TPSID
LIKP,LIFEX,A,0000,,,,LIFEX
LIKP,TERNR,A,0000,,,AUFK,TERNR
LIKP,KALSM_CH,A,0000,,,T683,KALSM_CH
LIKP,KLIEF,A,0000,,,,KLIEF
LIKP,Value,A,0000,,,Description,Value
LIKP,KALSP,A,0000,,,T683,KALSP
LIKP,KNUMP,A,0000,,,,KNUMP
LIKP,NETWR,A,0000,,,,NETWR
LIKP,AULWE,A,0000,,,VALW,AULWE
LIKP,WERKS,A,0000,,,T001W,WERKS
LIKP,LCNUM,A,0000,,,AKKP,LCNUM
LIKP,ABSSC,A,0000,,,T691M,ABSSC
LIKP,KOUHR,A,0000,,,,KOUHR
LIKP,TDUHR,A,0000,,,,TDUHR
LIKP,LDUHR,A,0000,,,,LDUHR
LIKP,WAUHR,A,0000,,,,WAUHR
LIKP,LGTOR,A,0000,,,T30B,LGTOR
LIKP,LGBZO,A,0000,,,T30C,LGBZO
LIKP,AKWAE,A,0000,,,TCURC,AKWAE
LIKP,AKKUR,A,0000,,,,AKKUR
LIKP,AKPRZ,A,0000,,,,AKPRZ
LIKP,PROLI,A,0000,,,TDGC5,PROLI
LIKP,XBLNR,A,0000,,,,XBLNR
LIKP,HANDLE,A,0000,,,,HANDLE
LIKP,TSEGFL,A,0000,,,,TSEGFL
LIKP,Value,A,0000,,,Description,Value
LIKP,TSEGTP,A,0000,,,,TSEGTP
LIKP,TZONIS,A,0000,,,,TZONIS
LIKP,TZONRC,A,0000,,,,TZONRC
LIKP,CONT_DG,A,0000,,,,CONT_DG
LIKP,Value,A,0000,,,Description,Value
LIKP,VERURSYS,A,0000,,,,VERURSYS
LIKP,KZWAB,A,0000,,,,KZWAB
LIKP,Value,A,0000,,,Description,Value
LIKP,VLSTK,A,0000,,,,VLSTK
LIKP,Value,A,0000,,,Description,Value
LIKP,TCODE,A,0000,,,,TCODE
LIKP,VSART,A,0000,,,T173,VSART
LIKP,TRMTYP,A,0000,,,MARA,TRMTYP
LIKP,SDABW,A,0000,,,TVSAK,SDABW
LIKP,VBUND,A,0000,,,,VBUND
LIKP,XWOFF,A,0000,,,,XWOFF
LIKP,Value,A,0000,,,Description,Value
LIKP,DIRTA,A,0000,,,,DIRTA
LIKP,Value,A,0000,,,Description,Value
LIKP,PRVBE,A,0000,,,,PRVBE
LIKP,FOLAR,A,0000,,,,FOLAR
LIKP,PODAT,A,0000,,,,PODAT
LIKP,POTIM,A,0000,,,,POTIM
LIKP,VGANZ,A,0000,,,,VGANZ
LIKP,IMWRK,A,0000,,,,IMWRK
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_LOEKZ,A,0000,,,,SPE_LOEKZ
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_LOC_SEQ,A,0000,,,,SPE_LOC_SEQ
LIKP,SPE_ACC_APP_STS,A,0000,,,,SPE_ACC_APP_STS
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_SHP_INF_STS,A,0000,,,,SPE_SHP_INF_STS
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_RET_CANC,A,0000,,,,SPE_RET_CANC
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_WAUHR_IST,A,0000,,,,SPE_WAUHR_IST
LIKP,SPE_WAZONE_IST,A,0000,,,,SPE_WAZONE_IST
LIKP,SPE_REV_VLSTK,A,0000,,,,SPE_REV_VLSTK
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_LE_SCENARIO,A,0000,,,,SPE_LE_SCENARIO
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_ORIG_SYS,A,0000,,,,SPE_ORIG_SYS
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_CHNG_SYS,A,0000,,,,SPE_CHNG_SYS
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_GEOROUTE,A,0000,,,,SPE_GEOROUTE
LIKP,SPE_GEOROUTEIND,A,0000,,,,SPE_GEOROUTEIND
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_CARRIER_IND,A,0000,,,,SPE_CARRIER_IND
LIKP,SPE_GTS_REL,A,0000,,,,SPE_GTS_REL
LIKP,SPE_GTS_RT_CDE,A,0000,,,,SPE_GTS_RT_CDE
LIKP,SPE_REL_TMSTMP,A,0000,,,,SPE_REL_TMSTMP
LIKP,SPE_UNIT_SYSTEM,A,0000,,,,SPE_UNIT_SYSTEM
LIKP,SPE_INV_BFR_GI,A,0000,,,,SPE_INV_BFR_GI
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_QI_STATUS,A,0000,,,,SPE_QI_STATUS
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_RED_IND,A,0000,,,,SPE_RED_IND
LIKP,Value,A,0000,,,Description,Value
LIKP,SAKES,A,0000,,,,SAKES
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_LIFEX_TYPE,A,0000,,,,SPE_LIFEX_TYPE
LIKP,Value,A,0000,,,Description,Value
LIKP,SPE_TTYPE,A,0000,,,,SPE_TTYPE
LIKP,SPE_PRO_NUMBER,A,0000,,,,SPE_PRO_NUMBER
LIKP,LOC_GUID,A,0000,,,,LOC_GUID
LIKP,SPE_BILLING_IND,A,0000,,,,SPE_BILLING_IND
LIKP,Value,A,0000,,,Description,Value
LIKP,PRINTER_PROFILE,A,0000,,,,PRINTER_PROFILE
LIKP,MSR_ACTIVE,A,0000,,,,MSR_ACTIVE
LIKP,Value,A,0000,,,Description,Value
LIKP,PRTNR,A,0000,,,,PRTNR
LIKP,STGE_LOC_CHANGE,A,0000,,,,STGE_LOC_CHANGE
LIKP,Value,A,0000,,,Description,Value
LIKP,TM_CTRL_KEY,A,0000,,,,TM_CTRL_KEY
LIKP,DLV_SPLIT_INITIA,A,0000,,,,DLV_SPLIT_INITIA
LIKP,Value,A,0000,,,Description,Value
LIKP,DLV_VERSION,A,0000,,,,DLV_VERSION
LIKP,HANDOVERLOC,A,0000,,,,HANDOVERLOC
LIKP,HANDOVERDATE,A,0000,,,,HANDOVERDATE
LIKP,HANDOVERTIME,A,0000,,,,HANDOVERTIME
LIKP,HANDOVERTZONE,A,0000,,,,HANDOVERTZONE
LIKP,/BEV1/LULEINH,A,0000,,,,/BEV1/LULEINH
LIKP,/BEV1/RPFAESS,A,0000,,,,/BEV1/RPFAESS
LIKP,/BEV1/RPKIST,A,0000,,,,/BEV1/RPKIST
LIKP,/BEV1/RPCONT,A,0000,,,,/BEV1/RPCONT
LIKP,/BEV1/RPSONST,A,0000,,,,/BEV1/RPSONST
LIKP,/BEV1/RPFLGNR,A,0000,,,,/BEV1/RPFLGNR
LIKP,BORGR_GRP,A,0000,,,,BORGR_GRP
LIKP,OID_EXTBOL,A,0000,,,,OID_EXTBOL
LIKP,OID_MISCDL,A,0000,,,,OID_MISCDL
LIKP,OIC_TIME,A,0000,,,,OIC_TIME
LIKP,OIWATIM,A,0000,,,,OIWATIM
LIKP,OILDTIM,A,0000,,,,OILDTIM
LIKP,OIPIPEVAL,A,0000,,,,OIPIPEVAL
LIKP,Value,A,0000,,,Description,Value
LIKP,OIC_LIFNR,A,0000,,,LFA1,OIC_LIFNR
LIKP,OIC_DCITYC,A,0000,,,T005G,OIC_DCITYC
LIKP,OIC_DCOUNC,A,0000,,,T005E,OIC_DCOUNC
LIKP,OIC_DREGIO,A,0000,,,T005S,OIC_DREGIO
LIKP,OIC_DLAND1,A,0000,,,T005,OIC_DLAND1
LIKP,OIC_OCITYC,A,0000,,,T005G,OIC_OCITYC
LIKP,OIC_OCOUNC,A,0000,,,T005E,OIC_OCOUNC
LIKP,OIC_OREGIO,A,0000,,,T005S,OIC_OREGIO
LIKP,OIC_OLAND1,A,0000,,,T005,OIC_OLAND1
LIKP,OIC_PORGIN,A,0000,,,,OIC_PORGIN
LIKP,OIC_PDESTN,A,0000,,,,OIC_PDESTN
LIKP,OIC_PTRIP,A,0000,,,,OIC_PTRIP
LIKP,OIC_PBATCH,A,0000,,,,OIC_PBATCH
LIKP,OIC_MOT,A,0000,,,TVTR,OIC_MOT
LIKP,OIC_AORGIN,A,0000,,,,OIC_AORGIN
LIKP,OIC_ADESTN,A,0000,,,,OIC_ADESTN
LIKP,OIC_TRUCKN,A,0000,,,,OIC_TRUCKN
LIKP,OIA_BASELO,A,0000,,,,OIA_BASELO
LIKP,OICFKARTDI,A,0000,,,,OICFKARTDI
LIKP,OICSDP_DVERNO,A,0000,,,,OICSDP_DVERNO
LIKP,OIHNOTWERKS,A,0000,,,,OIHNOTWERKS
LIKP,OIHCOTDISCH,A,0000,,,,OIHCOTDISCH
LIKP,Value,A,0000,,,Description,Value
LIKP,PODKZ,A,0000,,,,PODKZ
LIKP,Value,A,0000,,,Description,Value
LIKP,OIO_HOLD,A,0000,,,,OIO_HOLD
LIKP,Value,A,0000,,,Description,Value
LIKP,OIO_HOLD_ORIG,A,0000,,,,OIO_HOLD_ORIG
LIKP,Value,A,0000,,,Description,Value
LIKP,Table,A,0000,,,Foreign key table,Table
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,T681V,LIKP
LIKP,LIKP,A,0000,,,T681V,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,T681V,LIKP
LIKP,LIKP,A,0000,,,T681V,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,T681V,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,T681V,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,SYST,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,SYST,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,SYST,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,SYST,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,SYST,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,SYST,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,SYST,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,SYST,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,SYST,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,SYST,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIKP,LIKP,A,0000,,,LIKP,LIKP
LIPS,MANDT,A,0000,,,T000,MANDT
LIPS,VBELN,A,0000,,,VBUK,VBELN
LIPS,POSNR,A,0000,,,VBUP,POSNR
LIPS,PSTYV,A,0000,,,TVPT,PSTYV
LIPS,ERNAM,A,0000,,,,ERNAM
LIPS,ERZET,A,0000,,,,ERZET
LIPS,ERDAT,A,0000,,,,ERDAT
LIPS,MATNR,A,0000,,,MARA,MATNR
LIPS,MATWA,A,0000,,,MARA,MATWA
LIPS,MATKL,A,0000,,,T023,MATKL
LIPS,WERKS,A,0000,,,T001W,WERKS
LIPS,LGORT,A,0000,,,T001L,LGORT
LIPS,CHARG,A,0000,,,MCHA,CHARG
LIPS,LICHN,A,0000,,,,LICHN
LIPS,KDMAT,A,0000,,,,KDMAT
LIPS,PRODH,A,0000,,,T179,PRODH
LIPS,LFIMG,A,0000,,,,LFIMG
LIPS,MEINS,A,0000,,,T006,MEINS
LIPS,VRKME,A,0000,,,T006,VRKME
LIPS,UMVKZ,A,0000,,,,UMVKZ
LIPS,UMVKN,A,0000,,,,UMVKN
LIPS,NTGEW,A,0000,,,,NTGEW
LIPS,BRGEW,A,0000,,,,BRGEW
LIPS,GEWEI,A,0000,,,T006,GEWEI
LIPS,VOLUM,A,0000,,,,VOLUM
LIPS,VOLEH,A,0000,,,T006,VOLEH
LIPS,KZTLF,A,0000,,,,KZTLF
LIPS,Value,A,0000,,,Description,Value
LIPS,UEBTK,A,0000,,,,UEBTK
LIPS,Value,A,0000,,,Description,Value
LIPS,UEBTO,A,0000,,,,UEBTO
LIPS,UNTTO,A,0000,,,,UNTTO
LIPS,CHSPL,A,0000,,,,CHSPL
LIPS,Value,A,0000,,,Description,Value
LIPS,FAKSP,A,0000,,,TVFS,FAKSP
LIPS,MBDAT,A,0000,,,,MBDAT
LIPS,LGMNG,A,0000,,,,LGMNG
LIPS,ARKTX,A,0000,,,,ARKTX
LIPS,LGPBE,A,0000,,,,LGPBE
LIPS,VBELV,A,0000,,,VBUK,VBELV
LIPS,POSNV,A,0000,,,VBUP,POSNV
LIPS,VBTYV,A,0000,,,,VBTYV
LIPS,Value,A,0000,,,Description,Value
LIPS,VGSYS,A,0000,,,TBDLS,VGSYS
LIPS,VGBEL,A,0000,,,VBUK,VGBEL
LIPS,VGPOS,A,0000,,,VBUP,VGPOS
LIPS,UPFLU,A,0000,,,,UPFLU
LIPS,Value,A,0000,,,Description,Value
LIPS,UEPOS,A,0000,,,VBUP,UEPOS
LIPS,FKREL,A,0000,,,,FKREL
LIPS,Value,A,0000,,,Description,Value
LIPS,LADGR,A,0000,,,TLGR,LADGR
LIPS,TRAGR,A,0000,,,TTGR,TRAGR
LIPS,KOMKZ,A,0000,,,,KOMKZ
LIPS,Value,A,0000,,,Description,Value
LIPS,LGNUM,A,0000,,,T300,LGNUM
LIPS,LISPL,A,0000,,,,LISPL
LIPS,Value,A,0000,,,Description,Value
LIPS,LGTYP,A,0000,,,T301,LGTYP
LIPS,LGPLA,A,0000,,,LAGP,LGPLA
LIPS,BWTEX,A,0000,,,,BWTEX
LIPS,Value,A,0000,,,Description,Value
LIPS,BWART,A,0000,,,T156,BWART
LIPS,BWLVS,A,0000,,,T333,BWLVS
LIPS,KZDLG,A,0000,,,,KZDLG
LIPS,Value,A,0000,,,Description,Value
LIPS,BDART,A,0000,,,,BDART
LIPS,PLART,A,0000,,,,PLART
LIPS,MTART,A,0000,,,T134,MTART
LIPS,XCHPF,A,0000,,,,XCHPF
LIPS,Value,A,0000,,,Description,Value
LIPS,XCHAR,A,0000,,,,XCHAR
LIPS,Value,A,0000,,,Description,Value
LIPS,VGREF,A,0000,,,,VGREF
LIPS,Value,A,0000,,,Description,Value
LIPS,POSAR,A,0000,,,,POSAR
LIPS,Value,A,0000,,,Description,Value
LIPS,BWTAR,A,0000,,,T149D,BWTAR
LIPS,SUMBD,A,0000,,,,SUMBD
LIPS,Value,A,0000,,,Description,Value
LIPS,MTVFP,A,0000,,,TMVF,MTVFP
LIPS,EANNR,A,0000,,,,EANNR
LIPS,GSBER,A,0000,,,TGSB,GSBER
LIPS,VKBUR,A,0000,,,TVBUR,VKBUR
LIPS,VKGRP,A,0000,,,TVKGR,VKGRP
LIPS,VTWEG,A,0000,,,TVTW,VTWEG
LIPS,SPART,A,0000,,,TSPA,SPART
LIPS,GRKOR,A,0000,,,,GRKOR
LIPS,FMENG,A,0000,,,,FMENG
LIPS,Value,A,0000,,,Description,Value
LIPS,ANTLF,A,0000,,,,ANTLF
LIPS,VBEAF,A,0000,,,,VBEAF
LIPS,VBEAV,A,0000,,,,VBEAV
LIPS,STAFO,A,0000,,,,STAFO
LIPS,WAVWR,A,0000,,,,WAVWR
LIPS,KZWI1,A,0000,,,,KZWI1
LIPS,KZWI2,A,0000,,,,KZWI2
LIPS,KZWI3,A,0000,,,,KZWI3
LIPS,KZWI4,A,0000,,,,KZWI4
LIPS,KZWI5,A,0000,,,,KZWI5
LIPS,KZWI6,A,0000,,,,KZWI6
LIPS,SOBKZ,A,0000,,,T148,SOBKZ
