ROLLNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DDTEXT
Value,A,0000,D,Value
OIH_TRIND,A,0000,D,OITRIND
Value,A,0000,D,Value
OIH_GHNDL,A,0000,D,OIGHNDL
Value,A,0000,D,Value
OIH_UMBAR,A,0000,D,OIUMBAR
OIA_SBREL,A,0000,D,OISBREL
OIA_SBMAT,A,0000,D,OIBASPROD
OIC_GNRULE,A,0000,D,OIGNRULE
OIC_TITLE,A,0000,D,OITITLE
Value,A,0000,D,Value
OIA_IPMVAT,A,0000,D,OIA_IPMVAT
Value,A,0000,D,Value
OIA_FFTYP,A,0000,D,OIA_FFTYP
Value,A,0000,D,Value
OII_CONWK,A,0000,D,OII_CONWK
OII_CONLG,A,0000,D,OII_CONLG
OIH_EDBAL_GI,A,0000,D,OIEDBAL_GI
Value,A,0000,D,Value
OIH_EDBALM_GI,A,0000,D,OIEDBALM_GI
Value,A,0000,D,Value
OIH_CERTF1_GI,A,0000,D,OICERTF1_GI
OIH_DATFM1_GI,A,0000,D,OIDATFM1_GI
OIH_DATTO1_GI,A,0000,D,OIDATTO1_GI
OIH_LICTP_GI,A,0000,D,OIH_LICTP_GI
OIH_LICIN_GI,A,0000,D,OIH_LICIN_GI
OIH_LCFOL_GI,A,0000,D,OIH_LCFOL_GI
OIH_FOLQTY_GI,A,0000,D,OIH_FOLQTY_GI
OIH_HANTYP_GI,A,0000,D,OIHANTYP_GI
OIH_TAXGRP,A,0000,D,OITAXGRP_GI
OIH_TAXISS,A,0000,D,OITAXISS_CC
OIH_TAXINV,A,0000,D,OITAXINV_CC
OIO_SPROC,A,0000,D,OIO_SPROC
WRF_CONS_ORDER,A,0000,D,CONS_ORDER
Value,A,0000,D,Value
Field,A,0000,D,Table
ABELN,A,0000,D,LIPS
ABELN,A,0000,D,LIPS
ABELP,A,0000,D,LIPS
ABELP,A,0000,D,LIPS
ABELP,A,0000,D,LIPS
ABFOR,A,0000,D,LIPS
ABFOR,A,0000,D,LIPS
ABRLI,A,0000,D,LIPS
ABRLI,A,0000,D,LIPS
ABRLI,A,0000,D,LIPS
ABRLI,A,0000,D,LIPS
ABRLI,A,0000,D,LIPS
ABRVW,A,0000,D,LIPS
ABRVW,A,0000,D,LIPS
ABTNR,A,0000,D,LIPS
ABTNR,A,0000,D,LIPS
AKTNR,A,0000,D,LIPS
AKTNR,A,0000,D,LIPS
AUFNR,A,0000,D,LIPS
AUFNR,A,0000,D,LIPS
BEDAR_LF,A,0000,D,LIPS
BEDAR_LF,A,0000,D,LIPS
BERID,A,0000,D,LIPS
BERID,A,0000,D,LIPS
BWART,A,0000,D,LIPS
BWART,A,0000,D,LIPS
BWLVS,A,0000,D,LIPS
BWLVS,A,0000,D,LIPS
BWLVS,A,0000,D,LIPS
BWTAR,A,0000,D,LIPS
BWTAR,A,0000,D,LIPS
CHARG,A,0000,D,LIPS
CHARG,A,0000,D,LIPS
CHARG,A,0000,D,LIPS
CHARG,A,0000,D,LIPS
CLINT,A,0000,D,LIPS
CLINT,A,0000,D,LIPS
EMATN,A,0000,D,LIPS
EMATN,A,0000,D,LIPS
FAKSP,A,0000,D,LIPS
FAKSP,A,0000,D,LIPS
GEWEI,A,0000,D,LIPS
GEWEI,A,0000,D,LIPS
GSBER,A,0000,D,LIPS
GSBER,A,0000,D,LIPS
J_1BCFOP,A,0000,D,LIPS
J_1BCFOP,A,0000,D,LIPS
J_1BTAXLW1,A,0000,D,LIPS
J_1BTAXLW1,A,0000,D,LIPS
J_1BTAXLW2,A,0000,D,LIPS
J_1BTAXLW2,A,0000,D,LIPS
J_1BTAXLW3,A,0000,D,LIPS
J_1BTAXLW3,A,0000,D,LIPS
J_1BTAXLW4,A,0000,D,LIPS
J_1BTAXLW4,A,0000,D,LIPS
J_1BTAXLW5,A,0000,D,LIPS
J_1BTAXLW5,A,0000,D,LIPS
J_1BTXSDC,A,0000,D,LIPS
J_1BTXSDC,A,0000,D,LIPS
KCGEWEI,A,0000,D,LIPS
KCGEWEI,A,0000,D,LIPS
KCVOLEH,A,0000,D,LIPS
KCVOLEH,A,0000,D,LIPS
KMEIN,A,0000,D,LIPS
KMEIN,A,0000,D,LIPS
KNTTP,A,0000,D,LIPS
KNTTP,A,0000,D,LIPS
KOKRS,A,0000,D,LIPS
KOKRS,A,0000,D,LIPS
KOSTL,A,0000,D,LIPS
KOSTL,A,0000,D,LIPS
KOSTL,A,0000,D,LIPS
KOSTL,A,0000,D,LIPS
KVGR1,A,0000,D,LIPS
KVGR1,A,0000,D,LIPS
KVGR2,A,0000,D,LIPS
KVGR2,A,0000,D,LIPS
KVGR3,A,0000,D,LIPS
KVGR3,A,0000,D,LIPS
KVGR4,A,0000,D,LIPS
KVGR4,A,0000,D,LIPS
KVGR5,A,0000,D,LIPS
KVGR5,A,0000,D,LIPS
LADGR,A,0000,D,LIPS
LADGR,A,0000,D,LIPS
LGBZO,A,0000,D,LIPS
LGBZO,A,0000,D,LIPS
LGBZO,A,0000,D,LIPS
LGNUM,A,0000,D,LIPS
LGNUM,A,0000,D,LIPS
LGORT,A,0000,D,LIPS
LGORT,A,0000,D,LIPS
LGORT,A,0000,D,LIPS
LGPLA,A,0000,D,LIPS
LGPLA,A,0000,D,LIPS
LGPLA,A,0000,D,LIPS
LGPLA,A,0000,D,LIPS
LGTYP,A,0000,D,LIPS
LGTYP,A,0000,D,LIPS
LGTYP,A,0000,D,LIPS
MAGRV,A,0000,D,LIPS
MAGRV,A,0000,D,LIPS
MANDT,A,0000,D,LIPS
MATKL,A,0000,D,LIPS
MATKL,A,0000,D,LIPS
MATNR,A,0000,D,LIPS
MATNR,A,0000,D,LIPS
MATWA,A,0000,D,LIPS
MATWA,A,0000,D,LIPS
MEINS,A,0000,D,LIPS
MEINS,A,0000,D,LIPS
MFRGR,A,0000,D,LIPS
MFRGR,A,0000,D,LIPS
MTART,A,0000,D,LIPS
MTART,A,0000,D,LIPS
MTVFP,A,0000,D,LIPS
MTVFP,A,0000,D,LIPS
MVGR1,A,0000,D,LIPS
MVGR1,A,0000,D,LIPS
MVGR2,A,0000,D,LIPS
MVGR2,A,0000,D,LIPS
MVGR3,A,0000,D,LIPS
MVGR3,A,0000,D,LIPS
MVGR4,A,0000,D,LIPS
MVGR4,A,0000,D,LIPS
MVGR5,A,0000,D,LIPS
MVGR5,A,0000,D,LIPS
OIC_DCITYC,A,0000,D,LIPS
OIC_DCITYC,A,0000,D,LIPS
OIC_DCITYC,A,0000,D,LIPS
OIC_DCITYC,A,0000,D,LIPS
OIC_DCOUNC,A,0000,D,LIPS
OIC_DCOUNC,A,0000,D,LIPS
OIC_DCOUNC,A,0000,D,LIPS
OIC_DCOUNC,A,0000,D,LIPS
OIC_DLAND1,A,0000,D,LIPS
OIC_DLAND1,A,0000,D,LIPS
OIC_DREGIO,A,0000,D,LIPS
OIC_DREGIO,A,0000,D,LIPS
OIC_DREGIO,A,0000,D,LIPS
OIC_LIFNR,A,0000,D,LIPS
OIC_LIFNR,A,0000,D,LIPS
OIC_MOT,A,0000,D,LIPS
OIC_MOT,A,0000,D,LIPS
OIC_OCITYC,A,0000,D,LIPS
OIC_OCITYC,A,0000,D,LIPS
OIC_OCITYC,A,0000,D,LIPS
OIC_OCITYC,A,0000,D,LIPS
OIC_OCOUNC,A,0000,D,LIPS
OIC_OCOUNC,A,0000,D,LIPS
OIC_OCOUNC,A,0000,D,LIPS
OIC_OCOUNC,A,0000,D,LIPS
OIC_OLAND1,A,0000,D,LIPS
OIC_OLAND1,A,0000,D,LIPS
OIC_OREGIO,A,0000,D,LIPS
OIC_OREGIO,A,0000,D,LIPS
OIC_OREGIO,A,0000,D,LIPS
OIEXGTYP,A,0000,D,LIPS
OIEXGTYP,A,0000,D,LIPS
OIHANTYP,A,0000,D,LIPS
OIHANTYP,A,0000,D,LIPS
OIH_LCFOL_GI,A,0000,D,LIPS
OIH_LCFOL_GI,A,0000,D,LIPS
OIH_LCFOL_GI,A,0000,D,LIPS
OIH_LICIN_GI,A,0000,D,LIPS
OIH_LICIN_GI,A,0000,D,LIPS
OIH_LICTP_GI,A,0000,D,LIPS
OIH_LICTP_GI,A,0000,D,LIPS
OIINEX,A,0000,D,LIPS
OIINEX,A,0000,D,LIPS
OINETCYC,A,0000,D,LIPS
OINETCYC,A,0000,D,LIPS
OITAXFROM,A,0000,D,LIPS
OITAXFROM,A,0000,D,LIPS
OITAXGRP,A,0000,D,LIPS
OITAXGRP,A,0000,D,LIPS
OITAXTO,A,0000,D,LIPS
OITAXTO,A,0000,D,LIPS
OIUMBAR,A,0000,D,LIPS
OIUMBAR,A,0000,D,LIPS
POSNR,A,0000,D,LIPS
POSNR,A,0000,D,LIPS
POSNR,A,0000,D,LIPS
POSNV,A,0000,D,LIPS
POSNV,A,0000,D,LIPS
POSNV,A,0000,D,LIPS
PRBME,A,0000,D,LIPS
PRBME,A,0000,D,LIPS
PRODH,A,0000,D,LIPS
PRODH,A,0000,D,LIPS
PROFL,A,0000,D,LIPS
PROFL,A,0000,D,LIPS
PSTYV,A,0000,D,LIPS
PSTYV,A,0000,D,LIPS
QPLOS,A,0000,D,LIPS
QPLOS,A,0000,D,LIPS
RULES,A,0000,D,LIPS
RULES,A,0000,D,LIPS
SERAIL,A,0000,D,LIPS
SERAIL,A,0000,D,LIPS
SERNR,A,0000,D,LIPS
SERNR,A,0000,D,LIPS
SOBKZ,A,0000,D,LIPS
SOBKZ,A,0000,D,LIPS
SPART,A,0000,D,LIPS
SPART,A,0000,D,LIPS
TRAGR,A,0000,D,LIPS
TRAGR,A,0000,D,LIPS
UECHA,A,0000,D,LIPS
UECHA,A,0000,D,LIPS
UECHA,A,0000,D,LIPS
UEPOS,A,0000,D,LIPS
UEPOS,A,0000,D,LIPS
UEPOS,A,0000,D,LIPS
VBELN,A,0000,D,LIPS
VBELN,A,0000,D,LIPS
VBELV,A,0000,D,LIPS
VBELV,A,0000,D,LIPS
VGBEL,A,0000,D,LIPS
VGBEL,A,0000,D,LIPS
VGPOS,A,0000,D,LIPS
VGPOS,A,0000,D,LIPS
VGPOS,A,0000,D,LIPS
VGSYS,A,0000,D,LIPS
VKBUR,A,0000,D,LIPS
VKBUR,A,0000,D,LIPS
VKGRP,A,0000,D,LIPS
VKGRP,A,0000,D,LIPS
VOLEH,A,0000,D,LIPS
VOLEH,A,0000,D,LIPS
VPMAT,A,0000,D,LIPS
VPMAT,A,0000,D,LIPS
VPWRK,A,0000,D,LIPS
VPWRK,A,0000,D,LIPS
VRKME,A,0000,D,LIPS
VRKME,A,0000,D,LIPS
VTWEG,A,0000,D,LIPS
VTWEG,A,0000,D,LIPS
WERKS,A,0000,D,LIPS
WERKS,A,0000,D,LIPS
WKTNR,A,0000,D,LIPS
WKTNR,A,0000,D,LIPS
WKTPS,A,0000,D,LIPS
WKTPS,A,0000,D,LIPS
WKTPS,A,0000,D,LIPS
MANDT,A,0000,D,MANDT
LGNUM,A,0000,D,LGNUM
LVS_LQNUM,A,0000,D,LQNUM
MATNR,A,0000,D,MATNR
WERKS_D,A,0000,D,WERKS
CHARG_D,A,0000,D,CHARG
BESTQ,A,0000,D,BESTQ
Value,A,0000,D,Value
SOBKZ,A,0000,D,SOBKZ
LVS_SONUM,A,0000,D,SONUM
LGTYP,A,0000,D,LGTYP
LGPLA,A,0000,D,LGPLA
LVS_PLPOS,A,0000,D,PLPOS
LQUA_SKZUE,A,0000,D,SKZUE
Value,A,0000,D,Value
LQUA_SKZUA,A,0000,D,SKZUA
Value,A,0000,D,Value
LQUA_SKZSE,A,0000,D,SKZSE
Value,A,0000,D,Value
LQUA_SKZSA,A,0000,D,SKZSA
Value,A,0000,D,Value
LQUA_SKZSI,A,0000,D,SKZSI
Value,A,0000,D,Value
LVS_SPGRU,A,0000,D,SPGRU
LVS_ZEUGN,A,0000,D,ZEUGN
LQUA_BDATU,A,0000,D,BDATU
LQUA_BZEIT,A,0000,D,BZEIT
LQUA_BTANR,A,0000,D,BTANR
LQUA_BTAPS,A,0000,D,BTAPS
LQUA_EDATU,A,0000,D,EDATU
LQUA_EZEIT,A,0000,D,EZEIT
LQUA_ADATU,A,0000,D,ADATU
LQUA_AZEIT,A,0000,D,AZEIT
LQUA_ZDATU,A,0000,D,ZDATU
LVS_WDATU,A,0000,D,WDATU
LVS_WENUM,A,0000,D,WENUM
LVS_WEPOS,A,0000,D,WEPOS
LVS_LETYP,A,0000,D,LETYP
MEINS,A,0000,D,MEINS
LQUA_GESME,A,0000,D,GESME
LQUA_VERME,A,0000,D,VERME
LQUA_EINME,A,0000,D,EINME
LQUA_AUSME,A,0000,D,AUSME
LQUA_MGEWI,A,0000,D,MGEWI
GEWEI,A,0000,D,GEWEI
TBNUM,A,0000,D,TBNUM
LVS_IVNUM,A,0000,D,IVNUM
LVS_IVPOS,A,0000,D,IVPOS
LVS_BETYP,A,0000,D,BETYP
LVS_BENUM,A,0000,D,BENUM
LENUM,A,0000,D,LENUM
QPLOS,A,0000,D,QPLOS
VFDAT,A,0000,D,VFDAT
LQUA_QKAPV,A,0000,D,QKAPV
KOBER,A,0000,D,KOBER
LGORT_D,A,0000,D,LGORT
LQUA_VIRGO,A,0000,D,VIRGO
Value,A,0000,D,Value
LQUA_TRAME,A,0000,D,TRAME
LQUA_KZHUQ,A,0000,D,KZHUQ
Value,A,0000,D,Value
VBELN_VL,A,0000,D,VBELN
POSNR_VL,A,0000,D,POSNR
LQUA_IDATU,A,0000,D,IDATU
MSR_INSP_GUID,A,0000,D,MSR_INSP_GUID
Field,A,0000,D,Table
LENUM,A,0000,D,LQUA
LENUM,A,0000,D,LQUA
LETYP,A,0000,D,LQUA
LETYP,A,0000,D,LQUA
LETYP,A,0000,D,LQUA
LGNUM,A,0000,D,LQUA
LGNUM,A,0000,D,LQUA
LGORT,A,0000,D,LQUA
LGORT,A,0000,D,LQUA
LGORT,A,0000,D,LQUA
LGPLA,A,0000,D,LQUA
LGPLA,A,0000,D,LQUA
LGPLA,A,0000,D,LQUA
LGPLA,A,0000,D,LQUA
LGTYP,A,0000,D,LQUA
LGTYP,A,0000,D,LQUA
LGTYP,A,0000,D,LQUA
MATNR,A,0000,D,LQUA
MATNR,A,0000,D,LQUA
SOBKZ,A,0000,D,LQUA
SOBKZ,A,0000,D,LQUA
SPGRU,A,0000,D,LQUA
SPGRU,A,0000,D,LQUA
SPGRU,A,0000,D,LQUA
WERKS,A,0000,D,LQUA
WERKS,A,0000,D,LQUA
MANDT,A,0000,D,MANDT
LGNUM,A,0000,D,LGNUM
TANUM,A,0000,D,TANUM
BWART,A,0000,D,BWART
BWLVS,A,0000,D,BWLVS
TBPRI,A,0000,D,TBPRI
LVS_TRART,A,0000,D,TRART
LTAK_BDATU,A,0000,D,BDATU
LTAK_BZEIT,A,0000,D,BZEIT
LVS_BNAME,A,0000,D,BNAME
LVS_REFNR,A,0000,D,REFNR
TBNUM,A,0000,D,TBNUM
UBNUM,A,0000,D,UBNUM
VBELN,A,0000,D,VBELN
LTAK_KQUIT,A,0000,D,KQUIT
Value,A,0000,D,Value
LTAK_QDATU,A,0000,D,QDATU
MBLNR,A,0000,D,MBLNR
MJAHR,A,0000,D,MJAHR
LVS_BETYP,A,0000,D,BETYP
LVS_BENUM,A,0000,D,BENUM
LVS_DRUKZ,A,0000,D,DRUKZ
LTAK_DRUCK,A,0000,D,DRUCK
Value,A,0000,D,Value
LSAM_TEILK,A,0000,D,TEILK
Value,A,0000,D,Value
LTAK_KR2SO,A,0000,D,KR2SO
Value,A,0000,D,Value
LTAK_KR2KU,A,0000,D,KR2KU
Value,A,0000,D,Value
LTAK_KDISO,A,0000,D,KDISO
Value,A,0000,D,Value
LVS_KZPLA,A,0000,D,KZPLA
Value,A,0000,D,Value
LVS_PLDAT,A,0000,D,PLDAT
RSNUM,A,0000,D,RSNUM
LVS_LZNUM,A,0000,D,LZNUM
BDART,A,0000,D,BDART
PKNUM,A,0000,D,PKNUM
PKPOS,A,0000,D,PKPOS
LVS_KZLEI,A,0000,D,KZLEI
Value,A,0000,D,Value
LVS_KISTZ,A,0000,D,KISTZ
Value,A,0000,D,Value
LVS_KISTP,A,0000,D,KISTP
Value,A,0000,D,Value
LTAK_PERNR,A,0000,D,PERNR
LTAK_SOLWM,A,0000,D,SOLWM
LTAK_SOLEX,A,0000,D,SOLEX
LTAK_ISTWM,A,0000,D,ISTWM
LVS_ZEIEI,A,0000,D,ZEIEI
LTAK_HRSTS,A,0000,D,HRSTS
Value,A,0000,D,Value
LTAK_STDAT,A,0000,D,STDAT
LTAK_ENDAT,A,0000,D,ENDAT
LTAK_STUZT,A,0000,D,STUZT
LTAK_ENUZT,A,0000,D,ENUZT
LTAK_L2SKA,A,0000,D,L2SKA
Value,A,0000,D,Value
LTAK_MINWM,A,0000,D,MINWM
Value,A,0000,D,Value
LGTOR,A,0000,D,LGTOR
LGBZO,A,0000,D,LGBZO
LVS_KZVEP,A,0000,D,KZVEP
Value,A,0000,D,Value
LVS_SWABW,A,0000,D,SWABW
LVS_AUSFB,A,0000,D,AUSFB
LTAK_SPEZI,A,0000,D,SPEZI
Value,A,0000,D,Value
VBTYP,A,0000,D,VBTYP
Value,A,0000,D,Value
LRF_QUEUE,A,0000,D,QUEUE
LVS_KGVNQ,A,0000,D,KGVNQ
Value,A,0000,D,Value
TAPRI,A,0000,D,TAPRI
LTAK_KVQUI,A,0000,D,KVQUI
Value,A,0000,D,Value
LTAK_HUCON,A,0000,D,HUCON
Value,A,0000,D,Value
LTAK_CNTPS,A,0000,D,NOITM
LTAK_KZTRM,A,0000,D,KZTRM
Value,A,0000,D,Value
LTAK_LATER,A,0000,D,LATER
Value,A,0000,D,Value
LTAK_PASSD,A,0000,D,PASSD
Value,A,0000,D,Value
LVS_MULTL,A,0000,D,MULTL
Value,A,0000,D,Value
Field,A,0000,D,Table
AUSFB,A,0000,D,LTAK
AUSFB,A,0000,D,LTAK
AUSFB,A,0000,D,LTAK
BETYP,A,0000,D,LTAK
BETYP,A,0000,D,LTAK
BETYP,A,0000,D,LTAK
BWART,A,0000,D,LTAK
BWART,A,0000,D,LTAK
BWLVS,A,0000,D,LTAK
BWLVS,A,0000,D,LTAK
BWLVS,A,0000,D,LTAK
DRUKZ,A,0000,D,LTAK
DRUKZ,A,0000,D,LTAK
DRUKZ,A,0000,D,LTAK
LGNUM,A,0000,D,LTAK
LGNUM,A,0000,D,LTAK
REFNR,A,0000,D,LTAK
REFNR,A,0000,D,LTAK
REFNR,A,0000,D,LTAK
TRART,A,0000,D,LTAK
TRART,A,0000,D,LTAK
TRART,A,0000,D,LTAK
MANDT,A,0000,D,MANDT
LGNUM,A,0000,D,LGNUM
TANUM,A,0000,D,TANUM
TAPOS,A,0000,D,TAPOS
TBPOS,A,0000,D,TBPOS
POSNR,A,0000,D,POSNR
MATNR,A,0000,D,MATNR
WERKS_D,A,0000,D,WERKS
CHARG_D,A,0000,D,CHARG
BESTQ,A,0000,D,BESTQ
Value,A,0000,D,Value
SOBKZ,A,0000,D,SOBKZ
LVS_SONUM,A,0000,D,SONUM
STOFF,A,0000,D,STOFF
MEINS,A,0000,D,MEINS
LRMEI,A,0000,D,ALTME
UMREZ,A,0000,D,UMREZ
UMREN,A,0000,D,UMREN
LVS_LETYP,A,0000,D,LETYP
LTAP_KZFEH,A,0000,D,KZFEH
Value,A,0000,D,Value
T310_LANUM,A,0000,D,LANUM
LTAP_KZQUI,A,0000,D,KZQUI
Value,A,0000,D,Value
LVS_KZNKO,A,0000,D,KZNKO
Value,A,0000,D,Value
LTAP_NULKO,A,0000,D,NULKO
Value,A,0000,D,Value
LTAP_KZINV,A,0000,D,KZINV
Value,A,0000,D,Value
LVS_IVNUM,A,0000,D,IVNUM
LTAP_PQUIT,A,0000,D,PQUIT
Value,A,0000,D,Value
LTAP_QDATU,A,0000,D,QDATU
LTAP_QZEIT,A,0000,D,QZEIT
LTAP_QNAME,A,0000,D,QNAME
LTAP_BRGEW,A,0000,D,BRGEW
GEWEI,A,0000,D,GEWEI
MBLPO,A,0000,D,MBPOS
WEMPF,A,0000,D,WEMPF
ABLAD,A,0000,D,ABLAD
LVS_WDATU,A,0000,D,WDATU
LVS_WENUM,A,0000,D,WENUM
LVS_WEPOS,A,0000,D,WEPOS
LVS_ZEUGN,A,0000,D,ZEUGN
LVS_LDEST,A,0000,D,LDEST
LTAP_VORGA,A,0000,D,VORGA
LTAP_VLTYP,A,0000,D,VLTYP
LTAP_VLBER,A,0000,D,VLBER
LTAP_VLPLA,A,0000,D,VLPLA
LVS_KZDYN,A,0000,D,VKDYN
Value,A,0000,D,Value
LTAP_VPPOS,A,0000,D,VPPOS
LTAP_VANZL,A,0000,D,VANZL
LTAP_VANBR,A,0000,D,VANBR
Value,A,0000,D,Value
LTAP_VSOLM,A,0000,D,VSOLM
LTAP_VISTM,A,0000,D,VISTM
LTAP_VDIFM,A,0000,D,VDIFM
LTAP_VSOLA,A,0000,D,VSOLA
LTAP_VISTA,A,0000,D,VISTA
LTAP_VDIFA,A,0000,D,VDIFA
LVS_LQNUM,A,0000,D,VLQNR
LTAP_VAPPC,A,0000,D,VAPPC
Value,A,0000,D,Value
LTAP_NLTYP,A,0000,D,NLTYP
LTAP_NLBER,A,0000,D,NLBER
LTAP_NLPLA,A,0000,D,NLPLA
LVS_KZDYN,A,0000,D,NKDYN
Value,A,0000,D,Value
LTAP_NPPOS,A,0000,D,NPPOS
LTAP_NANZL,A,0000,D,NANZL
LTAP_NANBR,A,0000,D,NANBR
Value,A,0000,D,Value
LTAP_NSOLM,A,0000,D,NSOLM
LTAP_NISTM,A,0000,D,NISTM
LTAP_NDIFM,A,0000,D,NDIFM
LTAP_NSOLA,A,0000,D,NSOLA
LTAP_NISTA,A,0000,D,NISTA
LTAP_NDIFA,A,0000,D,NDIFA
LVS_LQNUM,A,0000,D,NLQNR
LTAP_NAPPC,A,0000,D,NAPPC
Value,A,0000,D,Value
LTAP_RLTYP,A,0000,D,RLTYP
LTAP_RLBER,A,0000,D,RLBER
LTAP_RLPLA,A,0000,D,RLPLA
LTAP_RPPOS,A,0000,D,RPPOS
LTAP_RSOLM,A,0000,D,RSOLM
LTAP_RISTM,A,0000,D,RISTM
LTAP_RDIFM,A,0000,D,RDIFM
LTAP_RSOLA,A,0000,D,RSOLA
LTAP_RISTA,A,0000,D,RISTA
LTAP_RDIFA,A,0000,D,RDIFA
LVS_LQNUM,A,0000,D,RLQNR
LTAP_RAPPC,A,0000,D,RAPPC
Value,A,0000,D,Value
LTAP_DLTYP,A,0000,D,DLTYP
LTAP_DLPLA,A,0000,D,DLPLA
LTAP_DLQNR,A,0000,D,DLQNR
LTAP_DMENG,A,0000,D,DMENG
LTAP_DMENA,A,0000,D,DMENA
LVS_KZDIF,A,0000,D,KZDIF
MAKTX,A,0000,D,MAKTX
LVS_DRUCK,A,0000,D,DRUCK
Value,A,0000,D,Value
LTAP_VLENR,A,0000,D,VLENR
LTAP_NLENR,A,0000,D,NLENR
LTAP_DLENR,A,0000,D,DLENR
LTAP_VLEST,A,0000,D,VLEST
Value,A,0000,D,Value
LTAP_NLEST,A,0000,D,NLEST
Value,A,0000,D,Value
LTAP_LELAS,A,0000,D,LELAS
Value,A,0000,D,Value
LTAP_HOMVE,A,0000,D,HOMVE
Value,A,0000,D,Value
LTAP_POSTY,A,0000,D,POSTY
Value,A,0000,D,Value
LTAP_ORPOS,A,0000,D,ORPOS
LTAP_VSUMM,A,0000,D,VSUMM
Value,A,0000,D,Value
LTAP_VBLCH,A,0000,D,VBLCH
Value,A,0000,D,Value
LTAP_NSUMM,A,0000,D,NSUMM
Value,A,0000,D,Value
LTAP_NBLCH,A,0000,D,NBLCH
Value,A,0000,D,Value
RSPOS,A,0000,D,RSPOS
VFDAT,A,0000,D,VFDAT
LTAP_VKAPV,A,0000,D,VKAPV
LTAP_VKAPA,A,0000,D,VKAPA
Value,A,0000,D,Value
LTAP_NKAPA,A,0000,D,NKAPA
Value,A,0000,D,Value
LTAP_RKAPA,A,0000,D,RKAPA
Value,A,0000,D,Value
LTAP_KZSUB,A,0000,D,KZSUB
Value,A,0000,D,Value
QPLOS,A,0000,D,QPLOS
QPLOA,A,0000,D,QPLOA
LTAP_KZSTI,A,0000,D,KZSTI
Value,A,0000,D,Value
RSART,A,0000,D,RSART
LVS_KZECH,A,0000,D,KZECH
Value,A,0000,D,Value
KOBER,A,0000,D,KOBER
LGORT_D,A,0000,D,LGORT
LTAP_SOLPO,A,0000,D,SOLPO
LVS_ZEIEI,A,0000,D,ZEIEI
LVS_2SKREL,A,0000,D,L2SKR
Value,A,0000,D,Value
VOLUM,A,0000,D,VOLUM
VOLEH,A,0000,D,VOLEH
LVS_KZBEF,A,0000,D,KZBEF
Value,A,0000,D,Value
LVS_IMREL,A,0000,D,IMREL
Value,A,0000,D,Value
LTAP_NWIRM,A,0000,D,NWIRM
LTAP_WIRME,A,0000,D,WIRME
LVS_NPLEI,A,0000,D,NPLEI
Value,A,0000,D,Value
KBNKZ,A,0000,D,KBNKZ
Value,A,0000,D,Value
LVS_STOAN,A,0000,D,STOAN
Value,A,0000,D,Value
LVS_KGVNQ,A,0000,D,KGVNQ
Value,A,0000,D,Value
LTAP_PVQUI,A,0000,D,PVQUI
Value,A,0000,D,Value
LTAP_EDATU,A,0000,D,EDATU
LTAP_EZEIT,A,0000,D,EZEIT
LTAP_ENAME,A,0000,D,ENAME
KZFME,A,0000,D,KZFME
Value,A,0000,D,Value
LTAP_QUSUB,A,0000,D,QUSUB
Value,A,0000,D,Value
LTAP_FHUTA,A,0000,D,FHUTA
Value,A,0000,D,Value
VLEIN_NEST,A,0000,D,VNEST
Value,A,0000,D,Value
VHILM,A,0000,D,VHILM
LTAP_VDUMM,A,0000,D,VDUMM
Value,A,0000,D,Value
LTAP_NDUMM,A,0000,D,NDUMM
Value,A,0000,D,Value
LTAP_VSERI,A,0000,D,VSERI
Value,A,0000,D,Value
LTAP_HUPIK,A,0000,D,HUPIK
Value,A,0000,D,Value
EXIDV,A,0000,D,NXIDV
LTAP_NOLIS,A,0000,D,NOLIS
Value,A,0000,D,Value
LTAP_NPIPO,A,0000,D,NPIPO
Value,A,0000,D,Value
LTAP_PIPAR,A,0000,D,PIPAR
Value,A,0000,D,Value
PCKPF,A,0000,D,PCKPF
Value,A,0000,D,Value
LTAP_KZTRM,A,0000,D,KZTRM
Value,A,0000,D,Value
LTAP_PASSD,A,0000,D,PASSD
Value,A,0000,D,Value
VBELN_VL,A,0000,D,VBELN
LTAP_KZXDK,A,0000,D,KZXDK
Value,A,0000,D,Value
LTAP_KZVAS,A,0000,D,KZVAS
Value,A,0000,D,Value
MSR_INSP_GUID,A,0000,D,FROM_INSP_GUID
MSR_INSP_GUID,A,0000,D,TO_INSP_GUID
MSR_INSP_GUID,A,0000,D,DIFF_INSP_GUID
MSR_INSP_GUID,A,0000,D,RETURN_INSP_GUID
/CWM/IND_CATCH,A,0000,D,/CWM/IND_CATCH
Value,A,0000,D,Value
/CWM/ACT_QTY,A,0000,D,/CWM/ACT_QTY
/CWM/ACT_UOM,A,0000,D,/CWM/ACT_UOM
/CWM/TGT_QTY,A,0000,D,/CWM/TGT_QTY
/CWM/TGT_UOM,A,0000,D,/CWM/TGT_UOM
/CWM/HU_NEW_QTY,A,0000,D,/CWM/HU_NEW_QTY
/CWM/HU_OLD_QTY,A,0000,D,/CWM/HU_OLD_QTY
/CWM/VEMEH,A,0000,D,/CWM/VEMEH
/CWM/XCWMAT,A,0000,D,/CWM/XCWMAT
Value,A,0000,D,Value
/CWM/MEINS,A,0000,D,/CWM/MEINS
/CWM/IND_DELUPD,A,0000,D,/CWM/IND_DELUPD
Value,A,0000,D,Value
