TABNAME,FIELDNAME,AS4LOCAL,AS4VERS,POSITION,KEYFLAG,DATATYPE,LENG,DECIMALS,DOMNAME,ROLLNAME
MKPF,LFSNR,A,0000,38,,CHAR,16,0,LFSNR1,LFSNR1
MKPF,OIB_BLTIME,A,0000,39,,TIMS,6,0,OIB_BLTIME,OIB_BLTIME
MKPF,Table,A,0000,40,,Foreign key field,Check table,Check field,Field,Field
MKPF,MKPF,A,0000,41,,MANDT,T003 Document Types,MANDT,BLART,BLART
MKPF,MKPF,A,0000,42,,BLART,T003 Document Types,BLART,BLART,BLART
MKPF,MKPF,A,0000,43,,MANDT,T003 Document Types,MANDT,BLAUM,BLAUM
MKPF,MKPF,A,0000,44,,BLAUM,T003 Document Types,BLART,BLAUM,BLAUM
MKPF,MKPF,A,0000,45,,MANDT,T000 Clients,MANDT,MANDT,MANDT
MKPF,MKPF,A,0000,46,,VGART,T158V Inv. Mngmt - General: Transaction/Event Types Allowed,VGART,VGART,VGART
MLCD,MANDT,A,0000,1,X,CLNT,3,0,MANDT,MANDT
MLCD,KALNR,A,0000,2,,NUMC,12,0,CK_KALNR,CK_KALNR
MLCD,BDATJ,A,0000,3,,NUMC,4,0,BDATJ,BDATJ
MLCD,POPER,A,0000,4,,NUMC,3,0,POPER,POPER
MLCD,UNTPER,A,0000,5,,NUMC,3,0,CK_UNTPER,CK_UNTPER
MLCD,CATEG,A,0000,6,,CHAR,2,0,CKML_CATEG,CKML_CATEG
MLCD,Value,A,0000,7,,AB,Beginning Inventory,PC,Value,Value
MLCD,PTYP,A,0000,8,,CHAR,4,0,CK_PTYP_BVALT,CK_PTYP_BVALT
MLCD,BVALT,A,0000,9,,NUMC,12,0,CKML_ALPROCNR,CKML_ALPROCNR
MLCD,CURTP,A,0000,10,,CHAR,2,0,CURTP,CURTP
MLCD,Value,A,0000,11,,00,Document currency,10,Value,Value
MLCD,LBKUM,A,0000,12,,QUAN,15,3,CK_LBKUM,CK_LBKUM
MLCD,MEINS,A,0000,13,,UNIT,3,0,CKML_MEINS,CKML_MEINS
MLCD,SALK3,A,0000,14,,CURR,15,2,CK_SALK3_1,CK_SALK3_1
MLCD,ESTPRD,A,0000,15,,CURR,15,2,CKML_ESTPRD,CKML_ESTPRD
MLCD,ESTKDM,A,0000,16,,CURR,15,2,CKML_ESTKDM,CKML_ESTKDM
MLCD,MSTPRD,A,0000,17,,CURR,15,2,CKML_MSTPRD,CKML_MSTPRD
MLCD,MSTKDM,A,0000,18,,CURR,15,2,CKML_MSTKDM,CKML_MSTKDM
MLCD,WAERS,A,0000,19,,CUKY,5,0,WAERS,WAERS
MLCD,TPPRD,A,0000,20,,CURR,15,2,CKML_TPPRD,CKML_TPPRD
MLCD,ESTKDM_ST,A,0000,21,,CURR,15,2,CKML_ESTKDM_ST,CKML_ESTKDM_ST
MSEG,MANDT,A,0000,1,X,CLNT,3,0,MANDT,MANDT
MSEG,MBLNR,A,0000,2,,CHAR,10,0,MBLNR,MBLNR
MSEG,MJAHR,A,0000,3,,NUMC,4,0,MJAHR,MJAHR
MSEG,ZEILE,A,0000,4,,NUMC,4,0,MBLPO,MBLPO
MSEG,LINE_ID,A,0000,5,,NUMC,6,0,MB_LINE_ID,MB_LINE_ID
MSEG,PARENT_ID,A,0000,6,,NUMC,6,0,MB_PARENT_ID,MB_PARENT_ID
MSEG,LINE_DEPTH,A,0000,7,,NUMC,2,0,MB_LINE_DEPTH,MB_LINE_DEPTH
MSEG,MAA_URZEI,A,0000,8,,NUMC,4,0,MAA_URZEI,MAA_URZEI
MSEG,BWART,A,0000,9,,CHAR,3,0,BWART,BWART
MSEG,XAUTO,A,0000,10,,CHAR,1,0,MB_XAUTO,MB_XAUTO
MSEG,Value,A,0000,11,,NULL,No automatically created item,X,Value,Value
MSEG,MATNR,A,0000,12,,CHAR,18,0,MATNR,MATNR
MSEG,WERKS,A,0000,13,,CHAR,4,0,WERKS_D,WERKS_D
MSEG,LGORT,A,0000,14,,CHAR,4,0,LGORT_D,LGORT_D
MSEG,CHARG,A,0000,15,,CHAR,10,0,CHARG_D,CHARG_D
MSEG,INSMK,A,0000,16,,CHAR,1,0,MB_INSMK,MB_INSMK
MSEG,Value,A,0000,17,,X,Quality inspection,S,Value,Value
MSEG,ZUSCH,A,0000,18,,CHAR,1,0,DZUSCH,DZUSCH
MSEG,ZUSTD,A,0000,19,,CHAR,1,0,DZUSTD,DZUSTD
MSEG,Value,A,0000,20,,X,Yes,NULL,Value,Value
MSEG,SOBKZ,A,0000,21,,CHAR,1,0,SOBKZ,SOBKZ
MSEG,LIFNR,A,0000,22,,CHAR,10,0,ELIFN,ELIFN
MSEG,KUNNR,A,0000,23,,CHAR,10,0,EKUNN,EKUNN
MSEG,KDAUF,A,0000,24,,CHAR,10,0,KDAUF,KDAUF
MSEG,KDPOS,A,0000,25,,NUMC,6,0,KDPOS,KDPOS
MSEG,KDEIN,A,0000,26,,NUMC,4,0,KDEIN,KDEIN
MSEG,PLPLA,A,0000,27,,CHAR,10,0,PLPLA,PLPLA
MSEG,SHKZG,A,0000,28,,CHAR,1,0,SHKZG,SHKZG
MSEG,Value,A,0000,29,,H,Credit,S,Value,Value
MSEG,WAERS,A,0000,30,,CUKY,5,0,WAERS,WAERS
MSEG,DMBTR,A,0000,31,,CURR,13,2,DMBTR,DMBTR
MSEG,BNBTR,A,0000,32,,CURR,13,2,BNBTR,BNBTR
MSEG,BUALT,A,0000,33,,CURR,13,2,BUALT,BUALT
MSEG,SHKUM,A,0000,34,,CHAR,1,0,SHKUM,SHKUM
MSEG,Value,A,0000,35,,H,Credit,S,Value,Value
MSEG,DMBUM,A,0000,36,,CURR,13,2,DMBUM,DMBUM
MSEG,BWTAR,A,0000,37,,CHAR,10,0,BWTAR_D,BWTAR_D
MSEG,MENGE,A,0000,38,,QUAN,13,3,MENGE_D,MENGE_D
MSEG,MEINS,A,0000,39,,UNIT,3,0,MEINS,MEINS
MSEG,ERFMG,A,0000,40,,QUAN,13,3,ERFMG,ERFMG
MSEG,ERFME,A,0000,41,,UNIT,3,0,ERFME,ERFME
MSEG,BPMNG,A,0000,42,,QUAN,13,3,BPMNG,BPMNG
MSEG,BPRME,A,0000,43,,UNIT,3,0,BBPRM,BBPRM
MSEG,EBELN,A,0000,44,,CHAR,10,0,BSTNR,BSTNR
MSEG,EBELP,A,0000,45,,NUMC,5,0,EBELP,EBELP
MSEG,LFBJA,A,0000,46,,NUMC,4,0,LFBJA,LFBJA
MSEG,LFBNR,A,0000,47,,CHAR,10,0,LFBNR,LFBNR
MSEG,LFPOS,A,0000,48,,NUMC,4,0,LFPOS,LFPOS
MSEG,SJAHR,A,0000,49,,NUMC,4,0,MJAHR,MJAHR
MSEG,SMBLN,A,0000,50,,CHAR,10,0,MBLNR,MBLNR
MSEG,SMBLP,A,0000,51,,NUMC,4,0,MBLPO,MBLPO
MSEG,ELIKZ,A,0000,52,,CHAR,1,0,ELIKZ,ELIKZ
MSEG,Value,A,0000,53,,X,Yes,NULL,Value,Value
MSEG,SGTXT,A,0000,54,,CHAR,50,0,SGTXT,SGTXT
MSEG,EQUNR,A,0000,55,,CHAR,18,0,EQUNR,EQUNR
MSEG,WEMPF,A,0000,56,,CHAR,12,0,WEMPF,WEMPF
MSEG,ABLAD,A,0000,57,,CHAR,25,0,ABLAD,ABLAD
MSEG,GSBER,A,0000,58,,CHAR,4,0,GSBER,GSBER
MSEG,KOKRS,A,0000,59,,CHAR,4,0,KOKRS,KOKRS
MSEG,PARGB,A,0000,60,,CHAR,4,0,PARGB,PARGB
MSEG,PARBU,A,0000,61,,CHAR,4,0,PARBU,PARBU
MSEG,KOSTL,A,0000,62,,CHAR,10,0,KOSTL,KOSTL
MSEG,PROJN,A,0000,63,,CHAR,16,0,PROJN,PROJN
MSEG,AUFNR,A,0000,64,,CHAR,12,0,AUFNR,AUFNR
MSEG,ANLN1,A,0000,65,,CHAR,12,0,ANLN1,ANLN1
MSEG,ANLN2,A,0000,66,,CHAR,4,0,ANLN2,ANLN2
MSEG,XSKST,A,0000,67,,CHAR,1,0,XSKST,XSKST
MSEG,Value,A,0000,68,,X,Yes,NULL,Value,Value
MSEG,XSAUF,A,0000,69,,CHAR,1,0,XSAUF,XSAUF
MSEG,Value,A,0000,70,,X,Yes,NULL,Value,Value
MSEG,XSPRO,A,0000,71,,CHAR,1,0,XSPRO,XSPRO
MSEG,Value,A,0000,72,,X,Yes,NULL,Value,Value
MSEG,XSERG,A,0000,73,,CHAR,1,0,XSERG,XSERG
MSEG,Value,A,0000,74,,X,Yes,NULL,Value,Value
MSEG,GJAHR,A,0000,75,,NUMC,4,0,GJAHR,GJAHR
MSEG,XRUEM,A,0000,76,,CHAR,1,0,XRUEM,XRUEM
MSEG,Value,A,0000,77,,X,Yes,NULL,Value,Value
MSEG,XRUEJ,A,0000,78,,CHAR,1,0,XRUEJ,XRUEJ
MSEG,Value,A,0000,79,,X,Yes,NULL,Value,Value
MSEG,BUKRS,A,0000,80,,CHAR,4,0,BUKRS,BUKRS
MSEG,BELNR,A,0000,81,,CHAR,10,0,BELNR_D,BELNR_D
MSEG,BUZEI,A,0000,82,,NUMC,3,0,BUZEI,BUZEI
MSEG,BELUM,A,0000,83,,CHAR,10,0,BELNR_D,BELNR_D
MSEG,BUZUM,A,0000,84,,NUMC,3,0,BUZEI,BUZEI
MSEG,RSNUM,A,0000,85,,NUMC,10,0,RSNUM,RSNUM
MSEG,RSPOS,A,0000,86,,NUMC,4,0,RSPOS,RSPOS
MSEG,KZEAR,A,0000,87,,CHAR,1,0,KZEAR,KZEAR
MSEG,Value,A,0000,88,,X,Yes,NULL,Value,Value
MSEG,PBAMG,A,0000,89,,QUAN,13,3,MENGE_D,MENGE_D
MSEG,KZSTR,A,0000,90,,CHAR,1,0,KZSTR,KZSTR
MSEG,Value,A,0000,91,,NULL,Not relevant,2,Value,Value
MSEG,UMMAT,A,0000,92,,CHAR,18,0,UMMAT,UMMAT
MSEG,UMWRK,A,0000,93,,CHAR,4,0,UMWRK,UMWRK
MSEG,UMLGO,A,0000,94,,CHAR,4,0,UMLGO,UMLGO
MSEG,UMCHA,A,0000,95,,CHAR,10,0,UMCHA,UMCHA
MSEG,UMZST,A,0000,96,,CHAR,1,0,UMZST,UMZST
MSEG,UMZUS,A,0000,97,,CHAR,1,0,UMZUS,UMZUS
MSEG,UMBAR,A,0000,98,,CHAR,10,0,UMBAR,UMBAR
MSEG,UMSOK,A,0000,99,,CHAR,1,0,UMSOK,UMSOK
MSEG,KZBEW,A,0000,100,,CHAR,1,0,KZBEW,KZBEW
MSEG,Value,A,0000,101,,NULL,Goods movement w/o reference,B,Value,Value
MSEG,KZVBR,A,0000,102,,CHAR,1,0,KZVBR,KZVBR
MSEG,Value,A,0000,103,,NULL,No consumption,V,Value,Value
MSEG,KZZUG,A,0000,104,,CHAR,1,0,KZZUG,KZZUG
MSEG,Value,A,0000,105,,NULL,Normal receipt,X,Value,Value
MSEG,WEUNB,A,0000,106,,CHAR,1,0,WEUNB,WEUNB
MSEG,Value,A,0000,107,,X,Yes,NULL,Value,Value
MSEG,PALAN,A,0000,108,,DEC,11,0,PALAN,PALAN
MSEG,LGNUM,A,0000,109,,CHAR,3,0,LGNUM,LGNUM
MSEG,LGTYP,A,0000,110,,CHAR,3,0,LGTYP,LGTYP
MSEG,LGPLA,A,0000,111,,CHAR,10,0,LGPLA,LGPLA
MSEG,BESTQ,A,0000,112,,CHAR,1,0,BESTQ,BESTQ
MSEG,Value,A,0000,113,,NULL,Available Stock,Q,Value,Value
MSEG,BWLVS,A,0000,114,,NUMC,3,0,BWLVS,BWLVS
MSEG,TBNUM,A,0000,115,,NUMC,10,0,TBNUM,TBNUM
MSEG,TBPOS,A,0000,116,,NUMC,4,0,TBPOS,TBPOS
MSEG,XBLVS,A,0000,117,,CHAR,1,0,XBLVS,XBLVS
MSEG,Value,A,0000,118,,X,Yes,NULL,Value,Value
MSEG,VSCHN,A,0000,119,,CHAR,1,0,T333_VSCHN,T333_VSCHN
MSEG,Value,A,0000,120,,X,Yes,NULL,Value,Value
MSEG,NSCHN,A,0000,121,,CHAR,1,0,T333_NSCHN,T333_NSCHN
MSEG,Value,A,0000,122,,X,Yes,NULL,Value,Value
MSEG,DYPLA,A,0000,123,,CHAR,1,0,DYPLA,DYPLA
MSEG,Value,A,0000,124,,X,Yes,NULL,Value,Value
MSEG,UBNUM,A,0000,125,,NUMC,10,0,UBNUM,UBNUM
MSEG,TBPRI,A,0000,126,,CHAR,1,0,TBPRI,TBPRI
MSEG,TANUM,A,0000,127,,NUMC,10,0,TANUM,TANUM
MSEG,WEANZ,A,0000,128,,NUMC,3,0,WEANZ,WEANZ
MSEG,GRUND,A,0000,129,,NUMC,4,0,MB_GRBEW,MB_GRBEW
MSEG,EVERS,A,0000,130,,CHAR,2,0,EVERS,EVERS
MSEG,EVERE,A,0000,131,,CHAR,2,0,EVERE,EVERE
MSEG,IMKEY,A,0000,132,,CHAR,8,0,IMKEY,IMKEY
MSEG,KSTRG,A,0000,133,,CHAR,12,0,KSTRG,KSTRG
MSEG,PAOBJNR,A,0000,134,,NUMC,10,0,RKEOBJNR,RKEOBJNR
MSEG,PRCTR,A,0000,135,,CHAR,10,0,PRCTR,PRCTR
MSEG,PS_PSP_PNR,A,0000,136,,NUMC,8,0,PS_PSP_PNR,PS_PSP_PNR
MSEG,NPLNR,A,0000,137,,CHAR,12,0,NPLNR,NPLNR
MSEG,AUFPL,A,0000,138,,NUMC,10,0,CO_AUFPL,CO_AUFPL
MSEG,APLZL,A,0000,139,,NUMC,8,0,CIM_COUNT,CIM_COUNT
MSEG,AUFPS,A,0000,140,,NUMC,4,0,CO_POSNR,CO_POSNR
MSEG,VPTNR,A,0000,141,,CHAR,10,0,JV_PART,JV_PART
MSEG,FIPOS,A,0000,142,,CHAR,14,0,FIPOS,FIPOS
MSEG,SAKTO,A,0000,143,,CHAR,10,0,SAKNR,SAKNR
MSEG,BSTMG,A,0000,144,,QUAN,13,3,MB_BSTMG,MB_BSTMG
MSEG,BSTME,A,0000,145,,UNIT,3,0,BSTME,BSTME
MSEG,XWSBR,A,0000,146,,CHAR,1,0,XWSBR,XWSBR
MSEG,Value,A,0000,147,,X,Yes,NULL,Value,Value
MSEG,EMLIF,A,0000,148,,CHAR,10,0,EMLIF,EMLIF
MSEG,EXBWR,A,0000,149,,CURR,13,2,EXBWR,EXBWR
MSEG,VKWRT,A,0000,150,,CURR,13,2,VKWRT,VKWRT
MSEG,AKTNR,A,0000,151,,CHAR,10,0,WAKTION,WAKTION
MSEG,ZEKKN,A,0000,152,,NUMC,2,0,DZEKKN,DZEKKN
MSEG,VFDAT,A,0000,153,,DATS,8,0,VFDAT,VFDAT
MSEG,CUOBJ_CH,A,0000,154,,NUMC,18,0,CUOBJ_CH,CUOBJ_CH
MSEG,EXVKW,A,0000,155,,CURR,13,2,EXVKW,EXVKW
MSEG,PPRCTR,A,0000,156,,CHAR,10,0,PPRCTR,PPRCTR
MSEG,RSART,A,0000,157,,CHAR,1,0,RSART,RSART
MSEG,GEBER,A,0000,158,,CHAR,10,0,BP_GEBER,BP_GEBER
MSEG,FISTL,A,0000,159,,CHAR,16,0,FISTL,FISTL
MSEG,MATBF,A,0000,160,,CHAR,18,0,MATBF,MATBF
MSEG,UMMAB,A,0000,161,,CHAR,18,0,UMMAT,UMMAT
MSEG,BUSTM,A,0000,162,,CHAR,4,0,BUSTM,BUSTM
MSEG,BUSTW,A,0000,163,,CHAR,4,0,BUSTW,BUSTW
MSEG,MENGU,A,0000,164,,CHAR,1,0,MENGU,MENGU
MSEG,Value,A,0000,165,,X,Yes,NULL,Value,Value
MSEG,WERTU,A,0000,166,,CHAR,1,0,WERTU,WERTU
MSEG,Value,A,0000,167,,X,Yes,NULL,Value,Value
MSEG,LBKUM,A,0000,168,,QUAN,13,3,LBKUM_MSEG,LBKUM_MSEG
MSEG,SALK3,A,0000,169,,CURR,13,2,SALK3_MSEG,SALK3_MSEG
MSEG,VPRSV,A,0000,170,,CHAR,1,0,VPRSV,VPRSV
MSEG,Value,A,0000,171,,S,Standard price,V,Value,Value
MSEG,FKBER,A,0000,172,,CHAR,16,0,FKBER,FKBER
MSEG,DABRBZ,A,0000,173,,DATS,8,0,DABRBEZ,DABRBEZ
MSEG,VKWRA,A,0000,174,,CURR,13,2,VKWRA,VKWRA
MSEG,DABRZ,A,0000,175,,DATS,8,0,DABRBEZ,DABRBEZ
MSEG,XBEAU,A,0000,176,,CHAR,1,0,XBEAU,XBEAU
MSEG,Value,A,0000,177,,X,Yes,NULL,Value,Value
MSEG,LSMNG,A,0000,178,,QUAN,13,3,LSMNG,LSMNG
MSEG,LSMEH,A,0000,179,,UNIT,3,0,LSMEH,LSMEH
MSEG,KZBWS,A,0000,180,,CHAR,1,0,KZBWS,KZBWS
MSEG,Value,A,0000,181,,NULL,No stock valuation,M,Value,Value
MSEG,QINSPST,A,0000,182,,CHAR,1,0,QINSPST,QINSPST
MSEG,Value,A,0000,183,,1,Inspection active (insp. lot created),2,Value,Value
MSEG,URZEI,A,0000,184,,NUMC,4,0,URZEI,URZEI
MSEG,J_1BEXBASE,A,0000,185,,CURR,13,2,J_1BEXBASE,J_1BEXBASE
MSEG,MWSKZ,A,0000,186,,CHAR,2,0,MWSKZ,MWSKZ
MSEG,TXJCD,A,0000,187,,CHAR,15,0,TXJCD,TXJCD
MSEG,EMATN,A,0000,188,,CHAR,18,0,EMATN,EMATN
MSEG,J_1AGIRUPD,A,0000,189,,CHAR,1,0,J_1AGIRUPD,J_1AGIRUPD
MSEG,Value,A,0000,190,,NULL,Goods issue revaluation not relevant,1,Value,Value
MSEG,VKMWS,A,0000,191,,CHAR,2,0,MWSKZ,MWSKZ
MSEG,HSDAT,A,0000,192,,DATS,8,0,HSDAT,HSDAT
MSEG,BERKZ,A,0000,193,,CHAR,1,0,BERKZ,BERKZ
MSEG,Value,A,0000,194,,NULL,Not relevant for WM,1,Value,Value
MSEG,MAT_KDAUF,A,0000,195,,CHAR,10,0,MAT_KDAUF,MAT_KDAUF
MSEG,MAT_KDPOS,A,0000,196,,NUMC,6,0,MAT_KDPOS,MAT_KDPOS
MSEG,MAT_PSPNR,A,0000,197,,NUMC,8,0,MAT_PSPNR,MAT_PSPNR
MSEG,XWOFF,A,0000,198,,CHAR,1,0,XWOFF,XWOFF
MSEG,Value,A,0000,199,,X,Yes,NULL,Value,Value
MSEG,BEMOT,A,0000,200,,CHAR,2,0,BEMOT,BEMOT
MSEG,PRZNR,A,0000,201,,CHAR,12,0,CO_PRZNR,CO_PRZNR
MSEG,LLIEF,A,0000,202,,CHAR,10,0,LLIEF,LLIEF
MSEG,LSTAR,A,0000,203,,CHAR,6,0,LSTAR,LSTAR
MSEG,XOBEW,A,0000,204,,CHAR,1,0,XOBEW,XOBEW
MSEG,Value,A,0000,205,,X,Yes,NULL,Value,Value
MSEG,GRANT_NBR,A,0000,206,,CHAR,20,0,GM_GRANT_NBR,GM_GRANT_NBR
MSEG,ZUSTD_T156M,A,0000,207,,CHAR,1,0,BAMOK_MSEG,BAMOK_MSEG
MSEG,Value,A,0000,208,,NULL,Restricted-Use Stock,1,Value,Value
MSEG,SPE_GTS_STOCK_TY,A,0000,209,,CHAR,1,0,/SPE/GTS_STOCK_TYPE,/SPE/GTS_STOCK_TYPE
MSEG,Value,A,0000,210,,NULL,Normal Stock,1,Value,Value
MSEG,KBLNR,A,0000,211,,CHAR,10,0,KBLNR_FI,KBLNR_FI
MSEG,KBLPOS,A,0000,212,,NUMC,3,0,KBLPOS,KBLPOS
MSEG,XMACC,A,0000,213,,CHAR,1,0,XMACC,XMACC
MSEG,VGART_MKPF,A,0000,214,,CHAR,2,0,VGART,VGART
MSEG,BUDAT_MKPF,A,0000,215,,DATS,8,0,BUDAT,BUDAT
MSEG,CPUDT_MKPF,A,0000,216,,DATS,8,0,CPUDT,CPUDT
MSEG,CPUTM_MKPF,A,0000,217,,TIMS,6,0,CPUTM,CPUTM
MSEG,USNAM_MKPF,A,0000,218,,CHAR,12,0,USNAM,USNAM
MSEG,XBLNR_MKPF,A,0000,219,,CHAR,16,0,XBLNR,XBLNR
MSEG,TCODE2_MKPF,A,0000,220,,CHAR,20,0,TCODE,TCODE
MSEG,VBELN_IM,A,0000,221,,CHAR,10,0,VBELN_VL,VBELN_VL
MSEG,VBELP_IM,A,0000,222,,NUMC,6,0,POSNR_VL,POSNR_VL
MSEG,/BEV2/ED_KZ_VER,A,0000,223,,CHAR,1,0,/BEV2/EDKZ_VER,/BEV2/EDKZ_VER
MSEG,Value,A,0000,224,,NULL,Not Yet Processed,NULL,Value,Value
MSEG,/BEV2/ED_USER,A,0000,225,,CHAR,12,0,USNAM,USNAM
MSEG,/BEV2/ED_AEDAT,A,0000,226,,DATS,8,0,AEDAT,AEDAT
MSEG,/BEV2/ED_AETIM,A,0000,227,,TIMS,6,0,SYUZEIT,SYUZEIT
MSEG,/CWM/MENGE,A,0000,228,,QUAN,13,3,/CWM/MENGE,/CWM/MENGE
MSEG,/CWM/MEINS,A,0000,229,,UNIT,3,0,/CWM/MEINS,/CWM/MEINS
MSEG,/CWM/ERFMG,A,0000,230,,QUAN,13,3,/CWM/ERFMG,/CWM/ERFMG
MSEG,/CWM/ERFME,A,0000,231,,UNIT,3,0,/CWM/ERFME,/CWM/ERFME
MSEG,/CWM/BUSTW,A,0000,232,,CHAR,4,0,BUSTW,BUSTW
MSEG,/CWM/SMBLU,A,0000,233,,NUMC,4,0,URZEI,URZEI
MSEG,/CWM/FI,A,0000,234,,INT1,3,0,INT1,INT1
MSEG,/CWM/TY2TQ,A,0000,235,,CHAR,1,0,/CWM/TY2TQ,/CWM/TY2TQ
MSEG,Value,A,0000,236,,A,Parallel Unit of Measure and Valuation Unit of Measure,B,Value,Value
MSEG,/CWM/UMTY2TQ,A,0000,237,,CHAR,1,0,/CWM/TY2TQ,/CWM/TY2TQ
MSEG,Value,A,0000,238,,A,Parallel Unit of Measure and Valuation Unit of Measure,B,Value,Value
MSEG,DISUB_OWNER,A,0000,239,,CHAR,10,0,OWNER_D,OWNER_D
MSEG,OINAVNW,A,0000,240,,CURR,13,2,NAVNW,NAVNW
MSEG,OICONDCOD,A,0000,241,,CHAR,2,0,JV_CONDCOD,JV_CONDCOD
MSEG,CONDI,A,0000,242,,CHAR,2,0,JV_CONDCOD,JV_CONDCOD
MSEG,OIKNUMV,A,0000,243,,CHAR,10,0,KNUMV,KNUMV
MSEG,OIEXGPTR,A,0000,244,,CHAR,10,0,OIA_EXGPTR,OIA_EXGPTR
MSEG,OIMATPST,A,0000,245,,CHAR,1,0,OIA_MATPST,OIA_MATPST
MSEG,Value,A,0000,246,,1,Material external,2,Value,Value
MSEG,OIMATIE,A,0000,247,,CHAR,1,0,OIA_MATIE,OIA_MATIE
MSEG,Value,A,0000,248,,NULL,Externally-posted material,X,Value,Value
MSEG,OIEXGTYP,A,0000,249,,CHAR,4,0,OIA_EXGTYP,OIA_EXGTYP
MSEG,OIFEETOT,A,0000,250,,CURR,13,2,OIA_FEETOT,OIA_FEETOT
MSEG,OIFEEPST,A,0000,251,,CHAR,1,0,OIA_FEEPST,OIA_FEEPST
MSEG,Value,A,0000,252,,1,External,2,Value,Value
MSEG,OIFEEDT,A,0000,253,,DATS,8,0,OIA_FEEDT,OIA_FEEDT
MSEG,OIMATREF,A,0000,254,,CHAR,20,0,OIA_MATREF,OIA_MATREF
MSEG,OIEXGNUM,A,0000,255,,CHAR,10,0,OIA_EXGNUM,OIA_EXGNUM
MSEG,OINETCYC,A,0000,256,,CHAR,1,0,OIA_NETCYC,OIA_NETCYC
MSEG,OIJ1BNFFIM,A,0000,257,,CHAR,1,0,OIH_J1B_NFFI,OIH_J1B_NFFI
MSEG,Value,A,0000,258,,X,Yes,NULL,Value,Value
MSEG,OITRKNR,A,0000,259,,CHAR,10,0,OIH_TRKNR,OIH_TRKNR
MSEG,OITRKJR,A,0000,260,,NUMC,4,0,OIH_TRKJR,OIH_TRKJR
MSEG,OIEXTNR,A,0000,261,,CHAR,18,0,OIH_EXTNR,OIH_EXTNR
MSEG,OIITMNR,A,0000,262,,NUMC,5,0,OIH_ITMNR,OIH_ITMNR
MSEG,OIFTIND,A,0000,263,,CHAR,1,0,OIH_FTIND,OIH_FTIND
MSEG,Value,A,0000,264,,X,Final transfer indicator,,Value,Value
MSEG,OIPRIOP,A,0000,265,,CHAR,1,0,OIH_PRIOP,OIH_PRIOP
MSEG,Value,A,0000,266,,1,G/L calculation based on the sending plant (from GI),2,Value,Value
MSEG,OITRIND,A,0000,267,,CHAR,1,0,OIH_TRIND,OIH_TRIND
MSEG,Value,A,0000,268,,NULL,SAP standard procedure,1,Value,Value
MSEG,OIGHNDL,A,0000,269,,CHAR,1,0,OIH_GHNDL,OIH_GHNDL
MSEG,Value,A,0000,270,,NULL,Post transit gain only on final transfer,1,Value,Value
MSEG,OIUMBAR,A,0000,271,,CHAR,10,0,OIH_UMBAR,OIH_UMBAR
MSEG,OISBREL,A,0000,272,,NUMC,3,0,OIA_SBREL,OIA_SBREL
MSEG,OIBASPROD,A,0000,273,,CHAR,18,0,OIA_SBMAT,OIA_SBMAT
MSEG,OIBASVAL,A,0000,274,,CURR,13,2,OIA_BASVAL,OIA_BASVAL
MSEG,OIGLERF,A,0000,275,,QUAN,13,3,ERFMG,ERFMG
MSEG,OIGLSKU,A,0000,276,,QUAN,13,3,MENGE_D,MENGE_D
MSEG,OIGLBPR,A,0000,277,,QUAN,13,3,BPMNG,BPMNG
MSEG,OIGLBST,A,0000,278,,QUAN,13,3,MB_BSTMG,MB_BSTMG
MSEG,OIGLCALC,A,0000,279,,CHAR,1,0,SHKZG,SHKZG
MSEG,Value,A,0000,280,,H,Credit,S,Value,Value
MSEG,OIBBSWQTY,A,0000,281,,FLTP,16,16,OIB_ADQNT,OIB_ADQNT
MSEG,OIASTBW,A,0000,282,,CHAR,1,0,XSTBW,XSTBW
MSEG,Value,A,0000,283,,X,Yes,NULL,Value,Value
MSEG,OIVBELN,A,0000,284,,CHAR,10,0,VBELN_VL,VBELN_VL
MSEG,OIPOSNR,A,0000,285,,NUMC,6,0,POSNR_VL,POSNR_VL
MSEG,OIPIPEVAL,A,0000,286,,CHAR,1,0,OID_PIPEV,OID_PIPEV
MSEG,Value,A,0000,287,,X,Yes,NULL,Value,Value
MSEG,OIC_LIFNR,A,0000,288,,CHAR,10,0,LIFNR,LIFNR
MSEG,OIC_DCITYC,A,0000,289,,CHAR,4,0,OIC_DCITYC,OIC_DCITYC
MSEG,OIC_DCOUNC,A,0000,290,,CHAR,3,0,OIC_DCOUNC,OIC_DCOUNC
MSEG,OIC_DREGIO,A,0000,291,,CHAR,3,0,OIC_DREGIO,OIC_DREGIO
MSEG,OIC_DLAND1,A,0000,292,,CHAR,3,0,OIC_DLAND1,OIC_DLAND1
MSEG,OIC_OCITYC,A,0000,293,,CHAR,4,0,OIC_OCITYC,OIC_OCITYC
MSEG,OIC_OCOUNC,A,0000,294,,CHAR,3,0,OIC_OCOUNC,OIC_OCOUNC
MSEG,OIC_OREGIO,A,0000,295,,CHAR,3,0,OIC_OREGIO,OIC_OREGIO
MSEG,OIC_OLAND1,A,0000,296,,CHAR,3,0,OIC_OLAND1,OIC_OLAND1
MSEG,OIC_PORGIN,A,0000,297,,CHAR,15,0,OIC_PORGIN,OIC_PORGIN
MSEG,OIC_PDESTN,A,0000,298,,CHAR,15,0,OIC_PDESTN,OIC_PDESTN
MSEG,OIC_PTRIP,A,0000,299,,CHAR,16,0,OIC_PTRIP,OIC_PTRIP
