DOMNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DATATYPE,LENG,OUTPUTLEN,DECIMALS,SIGNFLAG
ABRLI,A,0000,D,ABRLI,VBLB Sales document: Release order data,VBLB Sales document: Release order data,ABRLI,
ABRLI,A,0000,D,ABART,VBLB Sales document: Release order data,VBLB Sales document: Release order data,ABART,
ABRLI,A,0000,D,MANDT,VBLB Sales document: Release order data,VBLB Sales document: Release order data,MANDT,
ABRLI,A,0000,D,VGBEL,VBLB Sales document: Release order data,VBLB Sales document: Release order data,VBELN,
ABRLI,A,0000,D,VGPOS,VBLB Sales document: Release order data,VBLB Sales document: Release order data,POSNR,
ABRVW,A,0000,D,MANDT,TVLV Check table for release orders: Usage ID,TVLV Check table for release orders: Usage ID,MANDT,
ABRVW,A,0000,D,ABRVW,TVLV Check table for release orders: Usage ID,TVLV Check table for release orders: Usage ID,ABRVW,
ABTNR,A,0000,D,MANDT,TSAB Contact persons: standard departments,TSAB Contact persons: standard departments,MANDT,
ABTNR,A,0000,D,ABTNR,TSAB Contact persons: standard departments,TSAB Contact persons: standard departments,ABTNR,
AKTNR,A,0000,D,MANDT,"WAKH Promotion Header Data, IS-R","WAKH Promotion Header Data, IS-R",MANDT,
AKTNR,A,0000,D,AKTNR,"WAKH Promotion Header Data, IS-R","WAKH Promotion Header Data, IS-R",AKTNR,
AUFNR,A,0000,D,MANDT,AUFK Order master data,AUFK Order master data,MANDT,
AUFNR,A,0000,D,AUFNR,AUFK Order master data,AUFK Order master data,AUFNR,
BEDAR_LF,A,0000,D,MANDT,T459K Control table for customer requirements,T459K Control table for customer requirements,MANDT,
BEDAR_LF,A,0000,D,BEDAR_LF,T459K Control table for customer requirements,T459K Control table for customer requirements,BEDAR,
BERID,A,0000,D,MANDT,MDLV Customizing MRP Area,MDLV Customizing MRP Area,MANDT,
BERID,A,0000,D,BERID,MDLV Customizing MRP Area,MDLV Customizing MRP Area,BERID,
BWART,A,0000,D,MANDT,T156 Movement Type,T156 Movement Type,MANDT,
BWART,A,0000,D,BWART,T156 Movement Type,T156 Movement Type,BWART,
BWLVS,A,0000,D,BWLVS,T333 WM Movement Types,T333 WM Movement Types,BWLVS,
BWLVS,A,0000,D,MANDT,T333 WM Movement Types,T333 WM Movement Types,MANDT,
BWLVS,A,0000,D,LGNUM,T333 WM Movement Types,T333 WM Movement Types,LGNUM,
BWTAR,A,0000,D,MANDT,T149D Global Valuation Types,T149D Global Valuation Types,MANDT,
BWTAR,A,0000,D,BWTAR,T149D Global Valuation Types,T149D Global Valuation Types,BWTAR,
CHARG,A,0000,D,MANDT,MCHA Batches,MCHA Batches,MANDT,
CHARG,A,0000,D,MATNR,MCHA Batches,MCHA Batches,MATNR,
CHARG,A,0000,D,WERKS,MCHA Batches,MCHA Batches,WERKS,
CHARG,A,0000,D,CHARG,MCHA Batches,MCHA Batches,CHARG,
CLINT,A,0000,D,MANDT,KLAH Class Header Data,KLAH Class Header Data,MANDT,
CLINT,A,0000,D,CLINT,KLAH Class Header Data,KLAH Class Header Data,CLINT,
EMATN,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
EMATN,A,0000,D,EMATN,MARA General Material Data,MARA General Material Data,MATNR,
FAKSP,A,0000,D,MANDT,TVFS Billing: Reasons for Blocking,TVFS Billing: Reasons for Blocking,MANDT,
FAKSP,A,0000,D,FAKSP,TVFS Billing: Reasons for Blocking,TVFS Billing: Reasons for Blocking,FAKSP,
GEWEI,A,0000,D,GEWEI,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
GEWEI,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
GSBER,A,0000,D,MANDT,TGSB Business Areas,TGSB Business Areas,MANDT,
GSBER,A,0000,D,GSBER,TGSB Business Areas,TGSB Business Areas,GSBER,
J_1BCFOP,A,0000,D,MANDT,J_1BAG CFOP,J_1BAG CFOP,MANDT,
J_1BCFOP,A,0000,D,J_1BCFOP,J_1BAG CFOP,J_1BAG CFOP,CFOP,
J_1BTAXLW1,A,0000,D,MANDT,J_1BATL1 Tax Law ICMS,J_1BATL1 Tax Law ICMS,MANDT,
J_1BTAXLW1,A,0000,D,J_1BTAXLW1,J_1BATL1 Tax Law ICMS,J_1BATL1 Tax Law ICMS,TAXLAW,
J_1BTAXLW2,A,0000,D,J_1BTAXLW2,J_1BATL2 Tax Law IPI,J_1BATL2 Tax Law IPI,TAXLAW,
J_1BTAXLW2,A,0000,D,MANDT,J_1BATL2 Tax Law IPI,J_1BATL2 Tax Law IPI,MANDT,
J_1BTAXLW3,A,0000,D,MANDT,J_1BATL3 Tax Laws ISS,J_1BATL3 Tax Laws ISS,MANDT,
J_1BTAXLW3,A,0000,D,J_1BTAXLW3,J_1BATL3 Tax Laws ISS,J_1BATL3 Tax Laws ISS,TAXLAW,
J_1BTAXLW4,A,0000,D,MANDT,J_1BATL4A Tax Laws COFINS,J_1BATL4A Tax Laws COFINS,MANDT,
J_1BTAXLW4,A,0000,D,J_1BTAXLW4,J_1BATL4A Tax Laws COFINS,J_1BATL4A Tax Laws COFINS,TAXLAW,
J_1BTAXLW5,A,0000,D,J_1BTAXLW5,J_1BATL5 Tax Laws PIS,J_1BATL5 Tax Laws PIS,TAXLAW,
J_1BTAXLW5,A,0000,D,MANDT,J_1BATL5 Tax Laws PIS,J_1BATL5 Tax Laws PIS,MANDT,
J_1BTXSDC,A,0000,D,MANDT,J_1BTXSDC SD tax codes,J_1BTXSDC SD tax codes,MANDT,
J_1BTXSDC,A,0000,D,J_1BTXSDC,J_1BTXSDC SD tax codes,J_1BTXSDC SD tax codes,TAXCODE,
KCGEWEI,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
KCGEWEI,A,0000,D,KCGEWEI,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
KCVOLEH,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
KCVOLEH,A,0000,D,KCVOLEH,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
KMEIN,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
KMEIN,A,0000,D,KMEIN,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
KNTTP,A,0000,D,MANDT,T163K Account Assignment Categories in Purchasing Document,T163K Account Assignment Categories in Purchasing Document,MANDT,
KNTTP,A,0000,D,KNTTP,T163K Account Assignment Categories in Purchasing Document,T163K Account Assignment Categories in Purchasing Document,KNTTP,
KOKRS,A,0000,D,MANDT,TKA01 Controlling Areas,TKA01 Controlling Areas,MANDT,
KOKRS,A,0000,D,KOKRS,TKA01 Controlling Areas,TKA01 Controlling Areas,KOKRS,
KOSTL,A,0000,D,MANDT,CSKS Cost Center Master Data,CSKS Cost Center Master Data,MANDT,
KOSTL,A,0000,D,KOKRS,CSKS Cost Center Master Data,CSKS Cost Center Master Data,KOKRS,
KOSTL,A,0000,D,KOSTL,CSKS Cost Center Master Data,CSKS Cost Center Master Data,KOSTL,
KOSTL,A,0000,D,AEDAT,CSKS Cost Center Master Data,CSKS Cost Center Master Data,DATBI,
KVGR1,A,0000,D,MANDT,TVV1 Customer Group 1,TVV1 Customer Group 1,MANDT,
KVGR1,A,0000,D,KVGR1,TVV1 Customer Group 1,TVV1 Customer Group 1,KVGR1,
KVGR2,A,0000,D,MANDT,TVV2 Customer Group 2,TVV2 Customer Group 2,MANDT,
KVGR2,A,0000,D,KVGR2,TVV2 Customer Group 2,TVV2 Customer Group 2,KVGR2,
KVGR3,A,0000,D,MANDT,TVV3 Customer Group 3,TVV3 Customer Group 3,MANDT,
KVGR3,A,0000,D,KVGR3,TVV3 Customer Group 3,TVV3 Customer Group 3,KVGR3,
KVGR4,A,0000,D,MANDT,TVV4 Customer Group 4,TVV4 Customer Group 4,MANDT,
KVGR4,A,0000,D,KVGR4,TVV4 Customer Group 4,TVV4 Customer Group 4,KVGR4,
KVGR5,A,0000,D,MANDT,TVV5 Customer Group 5,TVV5 Customer Group 5,MANDT,
KVGR5,A,0000,D,KVGR5,TVV5 Customer Group 5,TVV5 Customer Group 5,KVGR5,
LADGR,A,0000,D,MANDT,TLGR Routes: Loading Groups,TLGR Routes: Loading Groups,MANDT,
LADGR,A,0000,D,LADGR,TLGR Routes: Loading Groups,TLGR Routes: Loading Groups,LADGR,
LGBZO,A,0000,D,MANDT,T30C WM Materials Staging Zones,T30C WM Materials Staging Zones,MANDT,
LGBZO,A,0000,D,LGNUM,T30C WM Materials Staging Zones,T30C WM Materials Staging Zones,LGNUM,
LGBZO,A,0000,D,LGBZO,T30C WM Materials Staging Zones,T30C WM Materials Staging Zones,LGBZO,
LGNUM,A,0000,D,MANDT,T300 WM Warehouse Numbers,T300 WM Warehouse Numbers,MANDT,
LGNUM,A,0000,D,LGNUM,T300 WM Warehouse Numbers,T300 WM Warehouse Numbers,LGNUM,
LGORT,A,0000,D,LGORT,T001L Storage Locations,T001L Storage Locations,LGORT,
LGORT,A,0000,D,MANDT,T001L Storage Locations,T001L Storage Locations,MANDT,
LGORT,A,0000,D,WERKS,T001L Storage Locations,T001L Storage Locations,WERKS,
LGPLA,A,0000,D,MANDT,LAGP Storage bins,LAGP Storage bins,MANDT,
LGPLA,A,0000,D,LGNUM,LAGP Storage bins,LAGP Storage bins,LGNUM,
LGPLA,A,0000,D,LGTYP,LAGP Storage bins,LAGP Storage bins,LGTYP,
LGPLA,A,0000,D,LGPLA,LAGP Storage bins,LAGP Storage bins,LGPLA,
LGTYP,A,0000,D,LGTYP,T301 WM Storage Types,T301 WM Storage Types,LGTYP,
LGTYP,A,0000,D,MANDT,T301 WM Storage Types,T301 WM Storage Types,MANDT,
LGTYP,A,0000,D,LGNUM,T301 WM Storage Types,T301 WM Storage Types,LGNUM,
MAGRV,A,0000,D,MANDT,TVEGR Material Group: Packaging Materials,TVEGR Material Group: Packaging Materials,MANDT,
MAGRV,A,0000,D,MAGRV,TVEGR Material Group: Packaging Materials,TVEGR Material Group: Packaging Materials,MAGRV,
MANDT,A,0000,D,MANDT,T000 Clients,T000 Clients,MANDT,
MATKL,A,0000,D,MANDT,T023 Material Groups,T023 Material Groups,MANDT,
MATKL,A,0000,D,MATKL,T023 Material Groups,T023 Material Groups,MATKL,
MATNR,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
MATNR,A,0000,D,MATNR,MARA General Material Data,MARA General Material Data,MATNR,
MATWA,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
MATWA,A,0000,D,MATWA,MARA General Material Data,MARA General Material Data,MATNR,
MEINS,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
MEINS,A,0000,D,MEINS,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
MFRGR,A,0000,D,MANDT,TMFG Material freight groups,TMFG Material freight groups,MANDT,
MFRGR,A,0000,D,MFRGR,TMFG Material freight groups,TMFG Material freight groups,MFRGR,
MTART,A,0000,D,MANDT,T134 Material Types,T134 Material Types,MANDT,
MTART,A,0000,D,MTART,T134 Material Types,T134 Material Types,MTART,
MTVFP,A,0000,D,MTVFP,TMVF Availability Check Control,TMVF Availability Check Control,MTVFP,
MTVFP,A,0000,D,MANDT,TMVF Availability Check Control,TMVF Availability Check Control,MANDT,
MVGR1,A,0000,D,MANDT,TVM1 Material Pricing Group 1,TVM1 Material Pricing Group 1,MANDT,
MVGR1,A,0000,D,MVGR1,TVM1 Material Pricing Group 1,TVM1 Material Pricing Group 1,MVGR1,
MVGR2,A,0000,D,MANDT,TVM2 Material Pricing Group 2,TVM2 Material Pricing Group 2,MANDT,
MVGR2,A,0000,D,MVGR2,TVM2 Material Pricing Group 2,TVM2 Material Pricing Group 2,MVGR2,
MVGR3,A,0000,D,MANDT,TVM3 Material Pricing Group 3,TVM3 Material Pricing Group 3,MANDT,
MVGR3,A,0000,D,MVGR3,TVM3 Material Pricing Group 3,TVM3 Material Pricing Group 3,MVGR3,
MVGR4,A,0000,D,MANDT,TVM4 Material Pricing Group 4,TVM4 Material Pricing Group 4,MANDT,
MVGR4,A,0000,D,MVGR4,TVM4 Material Pricing Group 4,TVM4 Material Pricing Group 4,MVGR4,
MVGR5,A,0000,D,MANDT,TVM5 Material Pricing Group 5,TVM5 Material Pricing Group 5,MANDT,
MVGR5,A,0000,D,MVGR5,TVM5 Material Pricing Group 5,TVM5 Material Pricing Group 5,MVGR5,
OIC_DCITYC,A,0000,D,MANDT,T005G City,T005G City,MANDT,
OIC_DCITYC,A,0000,D,OIC_DLAND1,T005G City,T005G City,LAND1,
OIC_DCITYC,A,0000,D,OIC_DREGIO,T005G City,T005G City,REGIO,
OIC_DCITYC,A,0000,D,OIC_DCITYC,T005G City,T005G City,CITYC,
OIC_DCOUNC,A,0000,D,OIC_DREGIO,T005E County,T005E County,REGIO,
OIC_DCOUNC,A,0000,D,OIC_DCOUNC,T005E County,T005E County,COUNC,
OIC_DCOUNC,A,0000,D,MANDT,T005E County,T005E County,MANDT,
OIC_DCOUNC,A,0000,D,OIC_DLAND1,T005E County,T005E County,LAND1,
OIC_DLAND1,A,0000,D,MANDT,T005 Countries,T005 Countries,MANDT,
OIC_DLAND1,A,0000,D,OIC_DLAND1,T005 Countries,T005 Countries,LAND1,
OIC_DREGIO,A,0000,D,OIC_DREGIO,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,BLAND,
OIC_DREGIO,A,0000,D,MANDT,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,MANDT,
OIC_DREGIO,A,0000,D,OIC_DLAND1,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,LAND1,
OIC_LIFNR,A,0000,D,OIC_LIFNR,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),LIFNR,
OIC_LIFNR,A,0000,D,MANDT,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),MANDT,
OIC_MOT,A,0000,D,OIC_MOT,TVTR Routes: Modes of Transport,TVTR Routes: Modes of Transport,VKTRA,
OIC_MOT,A,0000,D,MANDT,TVTR Routes: Modes of Transport,TVTR Routes: Modes of Transport,MANDT,
OIC_OCITYC,A,0000,D,MANDT,T005G City,T005G City,MANDT,
OIC_OCITYC,A,0000,D,OIC_OLAND1,T005G City,T005G City,LAND1,
OIC_OCITYC,A,0000,D,OIC_OREGIO,T005G City,T005G City,REGIO,
OIC_OCITYC,A,0000,D,OIC_OCITYC,T005G City,T005G City,CITYC,
OIC_OCOUNC,A,0000,D,OIC_OCOUNC,T005E County,T005E County,COUNC,
OIC_OCOUNC,A,0000,D,MANDT,T005E County,T005E County,MANDT,
OIC_OCOUNC,A,0000,D,OIC_OLAND1,T005E County,T005E County,LAND1,
OIC_OCOUNC,A,0000,D,OIC_OREGIO,T005E County,T005E County,REGIO,
OIC_OLAND1,A,0000,D,MANDT,T005 Countries,T005 Countries,MANDT,
OIC_OLAND1,A,0000,D,OIC_OLAND1,T005 Countries,T005 Countries,LAND1,
OIC_OREGIO,A,0000,D,MANDT,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,MANDT,
OIC_OREGIO,A,0000,D,OIC_OLAND1,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,LAND1,
OIC_OREGIO,A,0000,D,OIC_OREGIO,T005S Taxes: Region (Province) Key,T005S Taxes: Region (Province) Key,BLAND,
OIEXGTYP,A,0000,D,MANDT,TOIA2 Exchange types,TOIA2 Exchange types,MANDT,
OIEXGTYP,A,0000,D,OIEXGTYP,TOIA2 Exchange types,TOIA2 Exchange types,EXGTYP,
OIHANTYP,A,0000,D,MANDT,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),MANDT,
OIHANTYP,A,0000,D,OIHANTYP,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),HANTYP,
OIH_LCFOL_GI,A,0000,D,OIH_LICTP_GI,OIHL License Master Data,OIHL License Master Data,LICTP,
OIH_LCFOL_GI,A,0000,D,MANDT,OIHL License Master Data,OIHL License Master Data,MANDT,
OIH_LCFOL_GI,A,0000,D,OIH_LCFOL_GI,OIHL License Master Data,OIHL License Master Data,LICIN,
OIH_LICIN_GI,A,0000,D,MANDT,OIHL License Master Data,OIHL License Master Data,MANDT,
OIH_LICIN_GI,A,0000,D,OIH_LICIN_GI,OIHL License Master Data,OIHL License Master Data,LICIN,
OIH_LICTP_GI,A,0000,D,MANDT,OIH20 License types,OIH20 License types,MANDT,
OIH_LICTP_GI,A,0000,D,OIH_LICTP_GI,OIH20 License types,OIH20 License types,LICTP,
OIINEX,A,0000,D,MANDT,OIH16 Internal/external price conditions,OIH16 Internal/external price conditions,MANDT,
OIINEX,A,0000,D,OIINEX,OIH16 Internal/external price conditions,OIH16 Internal/external price conditions,INEX,
OINETCYC,A,0000,D,OINETCYC,T008 Blocking Reasons for Automatic Payment Transcations,T008 Blocking Reasons for Automatic Payment Transcations,ZAHLS,
OINETCYC,A,0000,D,MANDT,T008 Blocking Reasons for Automatic Payment Transcations,T008 Blocking Reasons for Automatic Payment Transcations,MANDT,
OITAXFROM,A,0000,D,MANDT,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),MANDT,
OITAXFROM,A,0000,D,OITAXFROM,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),TAXKEY,
OITAXGRP,A,0000,D,MANDT,OIH2 Excise duty tax group (IS-Oil TDP standard/core object),OIH2 Excise duty tax group (IS-Oil TDP standard/core object),MANDT,
OITAXGRP,A,0000,D,OITAXGRP,OIH2 Excise duty tax group (IS-Oil TDP standard/core object),OIH2 Excise duty tax group (IS-Oil TDP standard/core object),TAXGRP,
OITAXTO,A,0000,D,OITAXTO,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),TAXKEY,
OITAXTO,A,0000,D,MANDT,OIH4 Excise duty tax status (IS-Oil TDP standard/core object),OIH4 Excise duty tax status (IS-Oil TDP standard/core object),MANDT,
OIUMBAR,A,0000,D,MANDT,T149D Global Valuation Types,T149D Global Valuation Types,MANDT,
OIUMBAR,A,0000,D,OIUMBAR,T149D Global Valuation Types,T149D Global Valuation Types,BWTAR,
POSNR,A,0000,D,VBELN,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,VBELN,
POSNR,A,0000,D,POSNR,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,POSNR,
POSNR,A,0000,D,MANDT,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,MANDT,
POSNV,A,0000,D,MANDT,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,MANDT,
POSNV,A,0000,D,VBELV,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,VBELN,
POSNV,A,0000,D,POSNV,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,POSNR,
PRBME,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
PRBME,A,0000,D,PRBME,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
PRODH,A,0000,D,PRODH,T179 Materials: Product Hierarchies,T179 Materials: Product Hierarchies,PRODH,
PRODH,A,0000,D,MANDT,T179 Materials: Product Hierarchies,T179 Materials: Product Hierarchies,MANDT,
PROFL,A,0000,D,MANDT,TDG41 DG: DG Indicator Profiles for Material Master,TDG41 DG: DG Indicator Profiles for Material Master,MANDT,
PROFL,A,0000,D,PROFL,TDG41 DG: DG Indicator Profiles for Material Master,TDG41 DG: DG Indicator Profiles for Material Master,PROFL,
PSTYV,A,0000,D,MANDT,TVPT Sales documents: Item categories,TVPT Sales documents: Item categories,MANDT,
PSTYV,A,0000,D,PSTYV,TVPT Sales documents: Item categories,TVPT Sales documents: Item categories,PSTYV,
QPLOS,A,0000,D,MANDT,QALS Inspection lot record,QALS Inspection lot record,MANDANT,
QPLOS,A,0000,D,QPLOS,QALS Inspection lot record,QALS Inspection lot record,PRUEFLOS,
RULES,A,0000,D,MANDT,T434R Stock determination rule,T434R Stock determination rule,MANDT,
RULES,A,0000,D,RULES,T434R Stock determination rule,T434R Stock determination rule,RULES,
SERAIL,A,0000,D,MANDT,T377P Serial Number Management Profiles,T377P Serial Number Management Profiles,MANDT,
SERAIL,A,0000,D,SERAIL,T377P Serial Number Management Profiles,T377P Serial Number Management Profiles,SERAIL,
SERNR,A,0000,D,MANDT,SNUM BOM explosion number,SNUM BOM explosion number,MANDT,
SERNR,A,0000,D,SERNR,SNUM BOM explosion number,SNUM BOM explosion number,SERNR,
SOBKZ,A,0000,D,MANDT,T148 Special Stock Indicator,T148 Special Stock Indicator,MANDT,
SOBKZ,A,0000,D,SOBKZ,T148 Special Stock Indicator,T148 Special Stock Indicator,SOBKZ,
SPART,A,0000,D,MANDT,TSPA Organizational Unit: Sales Divisions,TSPA Organizational Unit: Sales Divisions,MANDT,
SPART,A,0000,D,SPART,TSPA Organizational Unit: Sales Divisions,TSPA Organizational Unit: Sales Divisions,SPART,
TRAGR,A,0000,D,MANDT,TTGR Delivery Scheduling: Transportation Groups,TTGR Delivery Scheduling: Transportation Groups,MANDT,
TRAGR,A,0000,D,TRAGR,TTGR Delivery Scheduling: Transportation Groups,TTGR Delivery Scheduling: Transportation Groups,TRAGR,
UECHA,A,0000,D,MANDT,LIPS SD document: Delivery: Item data,LIPS SD document: Delivery: Item data,MANDT,
UECHA,A,0000,D,VBELN,LIPS SD document: Delivery: Item data,LIPS SD document: Delivery: Item data,VBELN,
UECHA,A,0000,D,UECHA,LIPS SD document: Delivery: Item data,LIPS SD document: Delivery: Item data,POSNR,
UEPOS,A,0000,D,MANDT,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,MANDT,
UEPOS,A,0000,D,VBELN,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,VBELN,
UEPOS,A,0000,D,UEPOS,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,POSNR,
VBELN,A,0000,D,MANDT,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,MANDT,
VBELN,A,0000,D,VBELN,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,VBELN,
VBELV,A,0000,D,VBELV,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,VBELN,
VBELV,A,0000,D,MANDT,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,MANDT,
VGBEL,A,0000,D,MANDT,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,MANDT,
VGBEL,A,0000,D,VGBEL,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,VBELN,
VGPOS,A,0000,D,VGPOS,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,POSNR,
VGPOS,A,0000,D,MANDT,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,MANDT,
VGPOS,A,0000,D,VGBEL,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,VBELN,
VGSYS,A,0000,D,VGSYS,TBDLS Logical system,TBDLS Logical system,LOGSYS,
VKBUR,A,0000,D,MANDT,TVBUR Organizational Unit: Sales Offices,TVBUR Organizational Unit: Sales Offices,MANDT,
VKBUR,A,0000,D,VKBUR,TVBUR Organizational Unit: Sales Offices,TVBUR Organizational Unit: Sales Offices,VKBUR,
VKGRP,A,0000,D,VKGRP,TVKGR Organizational Unit: Sales Groups,TVKGR Organizational Unit: Sales Groups,VKGRP,
VKGRP,A,0000,D,MANDT,TVKGR Organizational Unit: Sales Groups,TVKGR Organizational Unit: Sales Groups,MANDT,
VOLEH,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
VOLEH,A,0000,D,VOLEH,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
VPMAT,A,0000,D,VPMAT,MARA General Material Data,MARA General Material Data,MATNR,
VPMAT,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
VPWRK,A,0000,D,MANDT,T001W Plants/Branches,T001W Plants/Branches,MANDT,
VPWRK,A,0000,D,VPWRK,T001W Plants/Branches,T001W Plants/Branches,WERKS,
VRKME,A,0000,D,MANDT,T006 Units of Measurement,T006 Units of Measurement,MANDT,
VRKME,A,0000,D,VRKME,T006 Units of Measurement,T006 Units of Measurement,MSEHI,
VTWEG,A,0000,D,MANDT,TVTW Organizational Unit: Distribution Channels,TVTW Organizational Unit: Distribution Channels,MANDT,
VTWEG,A,0000,D,VTWEG,TVTW Organizational Unit: Distribution Channels,TVTW Organizational Unit: Distribution Channels,VTWEG,
WERKS,A,0000,D,MANDT,T001W Plants/Branches,T001W Plants/Branches,MANDT,
WERKS,A,0000,D,WERKS,T001W Plants/Branches,T001W Plants/Branches,WERKS,
WKTNR,A,0000,D,MANDT,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,MANDT,
WKTNR,A,0000,D,WKTNR,VBUK Sales Document: Header Status and Administrative Data,VBUK Sales Document: Header Status and Administrative Data,VBELN,
WKTPS,A,0000,D,MANDT,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,MANDT,
WKTPS,A,0000,D,WKTNR,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,VBELN,
WKTPS,A,0000,D,WKTPS,VBUP Sales Document: Item Status,VBUP Sales Document: Item Status,POSNR,
MANDT,A,0000,D,CLNT,3,3,0,
LGNUM,A,0000,D,CHAR,3,3,0,
LVS_LQNUM,A,0000,D,NUMC,10,10,0,
MATNR,A,0000,D,CHAR,18,18,0,
WERKS_D,A,0000,D,CHAR,4,4,0,
CHARG_D,A,0000,D,CHAR,10,10,0,
BESTQ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Available Stock,Available Stock,Q,
SOBKZ,A,0000,D,CHAR,1,1,0,
LVS_SONUM,A,0000,D,CHAR,16,16,0,
LGTYP,A,0000,D,CHAR,3,3,0,
LGPLA,A,0000,D,CHAR,10,10,0,
LVS_PLPOS,A,0000,D,CHAR,2,2,0,
LQUA_SKZUE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LQUA_SKZUA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LQUA_SKZSE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LQUA_SKZSA,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LQUA_SKZSI,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
LVS_SPGRU,A,0000,D,CHAR,1,1,0,
LVS_ZEUGN,A,0000,D,CHAR,10,10,0,
LQUA_BDATU,A,0000,D,DATS,8,8,0,
LQUA_BZEIT,A,0000,D,TIMS,6,6,0,
LQUA_BTANR,A,0000,D,NUMC,10,10,0,
LQUA_BTAPS,A,0000,D,NUMC,4,4,0,
LQUA_EDATU,A,0000,D,DATS,8,8,0,
LQUA_EZEIT,A,0000,D,TIMS,6,6,0,
LQUA_ADATU,A,0000,D,DATS,8,8,0,
LQUA_AZEIT,A,0000,D,TIMS,6,6,0,
LQUA_ZDATU,A,0000,D,DATS,8,8,0,
LVS_WDATU,A,0000,D,DATS,8,8,0,
LVS_WENUM,A,0000,D,CHAR,10,10,0,
LVS_WEPOS,A,0000,D,NUMC,4,4,0,
LVS_LETYP,A,0000,D,CHAR,3,3,0,
