MANDT,VBELN,POSNR,MATNR,KWMENG,VRKME,NETWR,WERKS
100,8000009818,000030,MAT000412,640,ST,7750.4,1200
100,8000009819,000010,MAT000242,2780,ST,47232.2,1100
100,8000009819,000020,MAT000238,4009,ST,43818.37,1100
100,8000009820,000010,MAT000239,642,ST,13706.7,1200
100,8000009820,000020,MAT000258,3360,ST,83966.4,1000
100,8000009821,000010,MAT000086,3555,ST,9669.6,1200
100,8000009821,000020,MAT000428,3117,ST,56324.19,1200
100,8000009821,000030,MAT000315,1543,ST,35427.28,1200
100,8000009822,000010,MAT000231,1823,ST,22131.22,1100
100,8000009822,000020,MAT000440,3835,ST,87936.55,1200
100,8000009823,000010,MAT000077,4079,ST,101118.41,1200
100,8000009824,000010,MAT000071,110,ST,1846.9,1100
100,8000009824,000020,MAT000238,3464,ST,19329.12,1200
100,8000009825,000010,MAT000010,3752,ST,72301.04,1000
100,8000009825,000020,MAT000242,612,ST,4332.96,1200
100,8000009825,000030,MAT000012,4214,ST,74461.38,1100
100,8000009826,000010,MAT000220,1920,ST,21408.0,1100
100,8000009826,000020,MAT000383,4702,ST,101657.24,1200
100,8000009826,000030,MAT000471,3375,ST,6007.5,1100
100,8000009827,000010,MAT000117,2140,ST,33491.0,1000
100,8000009827,000020,MAT000357,3658,ST,64600.28,1200
100,8000009828,000010,MAT000148,3293,ST,47517.99,1200
100,8000009828,000020,MAT000012,560,ST,8736.0,1100
100,8000009828,000030,MAT000077,2884,ST,42279.44,1100
100,8000009829,000010,MAT000419,1695,ST,11170.05,1200
100,8000009829,000020,MAT000148,2387,ST,4010.16,1100
100,8000009829,000030,MAT000019,2326,ST,10304.18,1100
100,8000009829,000040,MAT000080,1512,ST,29272.32,1200
100,8000009830,000010,MAT000219,4195,ST,35951.15,1000
100,8000009830,000020,MAT000266,120,ST,948.0,1200
100,8000009831,000010,MAT000238,4631,ST,108087.54,1000
100,8000009831,000020,MAT000272,2861,ST,5865.05,1200
100,8000009831,000030,MAT000451,3488,ST,77224.32,1000
100,8000009832,000010,MAT000312,1323,ST,14791.14,1000
100,8000009832,000020,MAT000168,2780,ST,22962.8,1200
100,8000009832,000030,MAT000335,3334,ST,36774.02,1100
100,8000009832,000040,MAT000412,2167,ST,32114.94,1000
100,8000009832,000050,MAT000293,399,ST,6675.27,1200
100,8000009833,000010,MAT000412,2456,ST,8203.04,1200
100,8000009833,000020,MAT000002,895,ST,5522.15,1000
100,8000009833,000030,MAT000311,270,ST,4806.0,1000
100,8000009834,000010,MAT000222,1754,ST,2753.78,1000
100,8000009834,000020,MAT000117,1165,ST,28938.6,1200
100,8000009834,000030,MAT000221,2198,ST,24573.64,1100
100,8000009835,000010,MAT000016,4211,ST,46531.55,1000
100,8000009836,000010,MAT000347,231,ST,3552.78,1200
100,8000009837,000010,MAT000417,1282,ST,30550.06,1100
100,8000009837,000020,MAT000197,3909,ST,15753.27,1000
100,8000009837,000030,MAT000174,2222,ST,43084.58,1200
100,8000009838,000010,MAT000069,816,ST,1844.16,1000
100,8000009838,000020,MAT000104,897,ST,15652.65,1000
100,8000009839,000010,MAT000095,2742,ST,47244.66,1100
100,8000009839,000020,MAT000231,1702,ST,28865.92,1200
100,8000009840,000010,MAT000310,3954,ST,89123.16,1100
100,8000009840,000020,MAT000016,2057,ST,44513.48,1200
100,8000009840,000030,MAT000104,3308,ST,22759.04,1000
100,8000009841,000010,MAT000111,2609,ST,46779.37,1000
100,8000009842,000010,MAT000412,3864,ST,93276.96,1100
100,8000009842,000020,MAT000419,3237,ST,6441.63,1100
100,8000009842,000030,MAT000358,1716,ST,33238.92,1200
100,8000009843,000010,MAT000109,3511,ST,14219.55,1000
100,8000009843,000020,MAT000262,3282,ST,20512.5,1200
100,8000009843,000030,MAT000066,3139,ST,48937.01,1100
100,8000009844,000010,MAT000343,3821,ST,66752.87,1000
100,8000009844,000020,MAT000426,4849,ST,46404.93,1000
100,8000009844,000030,MAT000178,944,ST,19078.24,1100
100,8000009844,000040,MAT000416,66,ST,572.88,1100
100,8000009844,000050,MAT000413,1767,ST,38467.59,1200
100,8000009845,000010,MAT000135,4929,ST,49832.19,1200
100,8000009846,000010,MAT000154,4539,ST,108164.37,1200
100,8000009847,000010,MAT000109,391,ST,5047.81,1100
100,8000009847,000020,MAT000242,1239,ST,18138.96,1100
100,8000009848,000010,MAT000417,1472,ST,9744.64,1200
100,8000009848,000020,MAT000176,4725,ST,104942.25,1000
100,8000009848,000030,MAT000173,2848,ST,50608.96,1100
100,8000009848,000040,MAT000403,2526,ST,14196.12,1200
100,8000009849,000010,MAT000012,1479,ST,20794.74,1100
100,8000009849,000020,MAT000242,3736,ST,61942.88,1000
100,8000009850,000010,MAT000011,4463,ST,80601.78,1100
100,8000009851,000010,MAT000173,4727,ST,74970.22,1200
100,8000009851,000020,MAT000086,3280,ST,33521.6,1100
100,8000009851,000030,MAT000238,2711,ST,32098.24,1200
100,8000009852,000010,MAT000201,1387,ST,33717.97,1000
100,8000009852,000020,MAT000471,1040,ST,22557.6,1100
100,8000009853,000010,MAT000376,1523,ST,22616.55,1000
100,8000009853,000020,MAT000019,555,ST,4756.35,1100
100,8000009853,000030,MAT000263,3998,ST,20429.78,1200
100,8000009854,000010,MAT000206,2777,ST,21382.9,1200
100,8000009854,000020,MAT000358,4720,ST,99780.8,1000
100,8000009855,000010,MAT000080,2064,ST,40371.84,1100
100,8000009855,000020,MAT000191,1775,ST,17732.25,1000
100,8000009855,000030,MAT000312,1510,ST,21064.5,1000
100,8000009856,000010,MAT000205,3366,ST,76239.9,1200
100,8000009856,000020,MAT000238,932,ST,8658.28,1200
100,8000009857,000010,MAT000113,1180,ST,15812.0,1200
100,8000009857,000020,MAT000282,1261,ST,9230.52,1000
100,8000009857,000030,MAT000250,3570,ST,7497.0,1200
100,8000009858,000010,MAT000335,2271,ST,40946.13,1100
100,8000009858,000020,MAT000311,395,ST,8551.75,1000
100,8000009858,000030,MAT000154,1122,ST,5408.04,1200
100,8000009859,000010,MAT000365,3030,ST,32996.7,1200
100,8000009859,000020,MAT000011,538,ST,10028.32,1000
100,8000009859,000030,MAT000181,3352,ST,17430.4,1000
100,8000009859,000040,MAT000201,3347,ST,10676.93,1100
100,8000009860,000010,MAT000281,624,ST,4056.0,1000
100,8000009860,000020,MAT000239,2400,ST,59136.0,1100
100,8000009861,000010,MAT000016,1066,ST,15051.92,1000
100,8000009861,000020,MAT000500,1302,ST,8645.28,1200
100,8000009861,000030,MAT000238,3007,ST,6314.7,1100
100,8000009862,000010,MAT000235,3920,ST,64915.2,1100
100,8000009862,000020,MAT000367,269,ST,4594.52,1200
100,8000009863,000010,MAT000404,2292,ST,32638.08,1200
100,8000009863,000020,MAT000195,3204,ST,25824.24,1200
100,8000009863,000030,MAT000344,3820,ST,6379.4,1100
100,8000009864,000010,MAT000293,1498,ST,13482.0,1000
100,8000009864,000020,MAT000113,2010,ST,10653.0,1100
100,8000009865,000010,MAT000216,345,ST,5923.65,1100
100,8000009865,000020,MAT000347,3994,ST,99091.14,1000
100,8000009865,000030,MAT000413,2397,ST,54723.51,1200
100,8000009865,000040,MAT000206,559,ST,1950.91,1100
100,8000009865,000050,MAT000069,2757,ST,10890.15,1100
100,8000009866,000010,MAT000416,4587,ST,36650.13,1200
100,8000009866,000020,MAT000412,4593,ST,69354.3,1000
100,8000009866,000030,MAT000201,4890,ST,14523.3,1100
100,8000009866,000040,MAT000117,4627,ST,51035.81,1100
100,8000009867,000010,MAT000471,3831,ST,80029.59,1200
100,8000009867,000020,MAT000069,4558,ST,30948.82,1000
100,8000009867,000030,MAT000178,946,ST,12146.64,1000
100,8000009868,000010,MAT000206,2010,ST,17828.7,1200
100,8000009868,000020,MAT000281,52,ST,328.12,1200
100,8000009868,000030,MAT000419,2113,ST,37505.75,1000
100,8000009869,000010,MAT000205,1762,ST,41636.06,1000
100,8000009869,000020,MAT000093,894,ST,13141.8,1100
100,8000009870,000010,MAT000249,3544,ST,34908.4,1000
100,8000009870,000020,MAT000009,915,ST,19709.1,1100
100,8000009870,000030,MAT000365,513,ST,1482.57,1100
100,8000009870,000040,MAT000417,4224,ST,48744.96,1000
100,8000009870,000050,MAT000499,618,ST,12520.68,1200
100,8000009871,000010,MAT000221,2248,ST,8317.6,1200
100,8000009871,000020,MAT000367,250,ST,487.5,1000
100,8000009871,000030,MAT000272,81,ST,1363.23,1000
100,8000009872,000010,MAT000065,4483,ST,95218.92,1200
100,8000009873,000010,MAT000095,4521,ST,63520.05,1200
100,8000009873,000020,MAT000222,2839,ST,23563.7,1100
100,8000009873,000030,MAT000148,1016,ST,24170.64,1200
100,8000009874,000010,MAT000315,4588,ST,23674.08,1200
100,8000009874,000020,MAT000174,2445,ST,41858.4,1200
100,8000009874,000030,MAT000297,4537,ST,27811.81,1200
100,8000009875,000010,MAT000419,1425,ST,10060.5,1200
100,8000009875,000020,MAT000282,1826,ST,33105.38,1000
100,8000009876,000010,MAT000200,1686,ST,9492.18,1100
100,8000009877,000010,MAT000183,2026,ST,4599.02,1100
100,8000009877,000020,MAT000154,3156,ST,57123.6,1200
100,8000009877,000030,MAT000239,312,ST,7750.08,1100
100,8000009878,000010,MAT000001,1120,ST,23217.6,1000
100,8000009878,000020,MAT000282,1827,ST,15967.98,1100
100,8000009878,000030,MAT000433,1695,ST,25848.75,1000
100,8000009879,000010,MAT000176,4318,ST,31650.94,1100
100,8000009879,000020,MAT000491,3597,ST,75213.27,1000
100,8000009879,000030,MAT000019,297,ST,6070.68,1100
100,8000009879,000040,MAT000354,2183,ST,24253.13,1100
100,8000009880,000010,MAT000015,2068,ST,47564.0,1100
100,8000009881,000010,MAT000262,1385,ST,17270.95,1200
100,8000009881,000020,MAT000412,1022,ST,2984.24,1000
100,8000009882,000010,MAT000238,2821,ST,51906.4,1200
100,8000009882,000020,MAT000017,916,ST,13969.0,1000
100,8000009882,000030,MAT000294,3348,ST,49349.52,1100
100,8000009882,000040,MAT000175,3113,ST,41153.86,1000
100,8000009882,000050,MAT000497,2475,ST,10023.75,1200
100,8000009883,000010,MAT000312,3664,ST,10369.12,1100
100,8000009884,000010,MAT000250,4827,ST,34947.48,1100
100,8000009884,000020,MAT000019,3056,ST,43059.04,1200
100,8000009884,000030,MAT000018,1457,ST,31835.45,1000
100,8000009885,000010,MAT000124,3286,ST,31085.56,1200
100,8000009885,000020,MAT000069,1520,ST,28682.4,1200
100,8000009886,000010,MAT000002,1764,ST,23531.76,1200
100,8000009886,000020,MAT000175,2434,ST,34514.12,1200
100,8000009886,000030,MAT000238,3313,ST,70666.29,1000
100,8000009887,000010,MAT000007,3132,ST,25337.88,1100
100,8000009888,000010,MAT000205,477,ST,4235.76,1200
100,8000009889,000010,MAT000122,1213,ST,24611.77,1000
100,8000009889,000020,MAT000345,3974,ST,95892.62,1000
100,8000009889,000030,MAT000487,3388,ST,11891.88,1000
100,8000009889,000040,MAT000483,1505,ST,6652.1,1000
100,8000009890,000010,MAT000358,3552,ST,68340.48,1200
100,8000009890,000020,MAT000266,2918,ST,60577.68,1200
100,8000009890,000030,MAT000403,561,ST,7915.71,1000
100,8000009891,000010,MAT000221,4810,ST,72582.9,1000
100,8000009891,000020,MAT000221,1491,ST,24452.4,1200
100,8000009891,000030,MAT000003,3668,ST,27436.64,1200
100,8000009892,000010,MAT000195,507,ST,12168.0,1000
100,8000009892,000020,MAT000375,3770,ST,34156.2,1000
100,8000009892,000030,MAT000016,2430,ST,19561.5,1200
100,8000009892,000040,MAT000294,2146,ST,51096.26,1000
100,8000009893,000010,MAT000499,2536,ST,36036.56,1100
100,8000009894,000010,MAT000173,3184,ST,42506.4,1200
100,8000009894,000020,MAT000500,3677,ST,50632.29,1100
100,8000009894,000030,MAT000117,2063,ST,39011.33,1200
100,8000009895,000010,MAT000451,236,ST,4783.72,1100
100,8000009895,000020,MAT000431,3633,ST,84176.61,1200
100,8000009895,000030,MAT000335,3905,ST,76381.8,1000
100,8000009896,000010,MAT000419,4697,ST,23062.27,1000
100,8000009896,000020,MAT000301,4827,ST,82010.73,1200
100,8000009897,000010,MAT000272,3345,ST,76901.55,1100
100,8000009897,000020,MAT000005,850,ST,15691.0,1100
100,8000009898,000010,MAT000174,504,ST,5256.72,1100
100,8000009898,000020,MAT000297,1122,ST,10950.72,1000
100,8000009899,000010,MAT000341,564,ST,10642.68,1100
100,8000009899,000020,MAT000275,2833,ST,54790.22,1000
100,8000009900,000010,MAT000311,2881,ST,38951.12,1200
100,8000009900,000020,MAT000192,4864,ST,79720.96,1100
100,8000009901,000010,MAT000175,3633,ST,45630.48,1100
100,8000009901,000020,MAT000468,4672,ST,110726.4,1100
100,8000009902,000010,MAT000007,4435,ST,104178.15,1200
100,8000009902,000020,MAT000231,4091,ST,68401.52,1200
100,8000009902,000030,MAT000065,4390,ST,13740.7,1000
100,8000009903,000010,MAT000201,4413,ST,73123.41,1000
100,8000009903,000020,MAT000416,4614,ST,7705.38,1100
100,8000009903,000030,MAT000011,3156,ST,10320.12,1200
100,8000009903,000040,MAT000491,3715,ST,11405.05,1200
100,8000009904,000010,MAT000080,4252,ST,57487.04,1100
100,8000009904,000020,MAT000125,1697,ST,34635.77,1200
100,8000009905,000010,MAT000200,3632,ST,67228.32,1100
100,8000009905,000020,MAT000077,621,ST,1142.64,1000
100,8000009905,000030,MAT000080,3337,ST,6940.96,1200
100,8000009906,000010,MAT000093,3455,ST,73349.65,1000
100,8000009906,000020,MAT000154,3475,ST,74017.5,1200
100,8000009906,000030,MAT000206,1226,ST,29755.02,1000
100,8000009906,000040,MAT000206,2881,ST,57936.91,1100
100,8000009907,000010,MAT000006,4194,ST,89499.96,1100
100,8000009907,000020,MAT000451,2861,ST,28896.1,1100
100,8000009908,000010,MAT000310,485,ST,6940.35,1200
100,8000009909,000010,MAT000345,3197,ST,36957.32,1100
100,8000009909,000020,MAT000007,2054,ST,20519.46,1200
100,8000009910,000010,MAT000468,4544,ST,82064.64,1000
100,8000009910,000020,MAT000071,3343,ST,81535.77,1000
100,8000009910,000030,MAT000311,4073,ST,79179.12,1000
100,8000009910,000040,MAT000403,4539,ST,37265.19,1100
100,8000009911,000010,MAT000411,4114,ST,87710.48,1200
100,8000009911,000020,MAT000143,4780,ST,65390.4,1200
100,8000009912,000010,MAT000167,2065,ST,30582.65,1100
100,8000009912,000020,MAT000144,794,ST,17626.8,1100
100,8000009912,000030,MAT000231,4344,ST,58209.6,1100
100,8000009912,000040,MAT000159,1452,ST,32292.48,1000
100,8000009913,000010,MAT000015,1585,ST,39197.05,1000
100,8000009913,000020,MAT000166,4138,ST,71794.3,1200
100,8000009913,000030,MAT000154,3955,ST,20289.15,1000
100,8000009914,000010,MAT000069,4600,ST,28888.0,1000
100,8000009914,000020,MAT000012,3203,ST,35233.0,1000
100,8000009914,000030,MAT000108,3443,ST,42658.77,1200
100,8000009915,000010,MAT000304,1267,ST,11555.04,1100
100,8000009915,000020,MAT000324,3052,ST,40042.24,1000
100,8000009915,000030,MAT000219,667,ST,9064.53,1200
100,8000009915,000040,MAT000135,852,ST,9167.52,1100
100,8000009916,000010,MAT000357,4599,ST,66271.59,1000
100,8000009916,000020,MAT000263,3147,ST,11423.61,1000
100,8000009916,000030,MAT000181,3138,ST,27237.84,1100
100,8000009916,000040,MAT000220,2847,ST,30605.25,1200
100,8000009917,000010,MAT000144,1982,ST,35002.12,1100
100,8000009917,000020,MAT000125,570,ST,1744.2,1200
100,8000009917,000030,MAT000413,2614,ST,11475.46,1000
100,8000009917,000040,MAT000194,448,ST,11025.28,1000
100,8000009918,000010,MAT000383,4447,ST,16720.72,1000
100,8000009918,000020,MAT000191,476,ST,3774.68,1200
100,8000009919,000010,MAT000282,1127,ST,11630.64,1100
100,8000009919,000020,MAT000083,2368,ST,58679.04,1200
100,8000009919,000030,MAT000297,3693,ST,72345.87,1200
100,8000009920,000010,MAT000344,1016,ST,14376.4,1200
100,8000009920,000020,MAT000066,2427,ST,17765.64,1200
100,8000009921,000010,MAT000324,1069,ST,4340.14,1200
100,8000009921,000020,MAT000235,2595,ST,5683.05,1000
100,8000009921,000030,MAT000064,156,ST,2876.64,1000
100,8000009921,000040,MAT000402,1984,ST,22716.8,1100
100,8000009922,000010,MAT000017,430,ST,5701.8,1000
100,8000009922,000020,MAT000013,2059,ST,44062.6,1100
100,8000009923,000010,MAT000065,4144,ST,23082.08,1200
100,8000009923,000020,MAT000017,1585,ST,23600.65,1000
100,8000009923,000030,MAT000281,1744,ST,13236.96,1200
100,8000009923,000040,MAT000194,3100,ST,18321.0,1100
100,8000009924,000010,MAT000372,4529,ST,60371.57,1000
100,8000009924,000020,MAT000206,1218,ST,2265.48,1000
100,8000009925,000010,MAT000371,3885,ST,15384.6,1200
100,8000009925,000020,MAT000431,828,ST,2177.64,1000
100,8000009926,000010,MAT000383,3577,ST,19959.66,1200
100,8000009927,000010,MAT000383,1442,ST,26864.46,1000
100,8000009927,000020,MAT000152,1607,ST,24105.0,1000
100,8000009928,000010,MAT000341,130,ST,1890.2,1200
100,8000009928,000020,MAT000082,3817,ST,27482.4,1200
100,8000009929,000010,MAT000008,3593,ST,72255.23,1200
100,8000009929,000020,MAT000016,280,ST,6283.2,1000
100,8000009930,000010,MAT000003,4620,ST,58027.2,1000
100,8000009930,000020,MAT000108,1181,ST,6507.31,1100
100,8000009930,000030,MAT000148,2491,ST,18059.75,1100
100,8000009931,000010,MAT000468,1432,ST,21637.52,1000
100,8000009931,000020,MAT000280,2324,ST,17011.68,1200
100,8000009931,000030,MAT000009,1878,ST,45372.48,1100
100,8000009931,000040,MAT000404,609,ST,12667.2,1100
100,8000009932,000010,MAT000012,1714,ST,20910.8,1100
100,8000009932,000020,MAT000262,228,ST,2106.72,1000
100,8000009933,000010,MAT000004,2097,ST,18663.3,1100
100,8000009933,000020,MAT000104,93,ST,898.38,1200
100,8000009934,000010,MAT000083,934,ST,8910.36,1100
100,8000009934,000020,MAT000071,2636,ST,43072.24,1000
100,8000009934,000030,MAT000222,1969,ST,35481.38,1000
100,8000009934,000040,MAT000274,3059,ST,14530.25,1000
100,8000009935,000010,MAT000220,1909,ST,5364.29,1000
100,8000009936,000010,MAT000095,1965,ST,19964.4,1000
100,8000009936,000020,MAT000016,1982,ST,11079.38,1000
100,8000009936,000030,MAT000017,2515,ST,12273.2,1000
100,8000009936,000040,MAT000166,3194,ST,18269.68,1200
100,8000009937,000010,MAT000231,3325,ST,66101.0,1200
100,8000009937,000020,MAT000012,1310,ST,28872.4,1200
100,8000009937,000030,MAT000403,454,ST,10728.02,1000
100,8000009938,000010,MAT000117,2558,ST,60726.92,1100
100,8000009938,000020,MAT000222,441,ST,1393.56,1100
100,8000009939,000010,MAT000219,2639,ST,35995.96,1100
100,8000009939,000020,MAT000014,583,ST,4401.65,1000
100,8000009939,000030,MAT000417,656,ST,15402.88,1200
100,8000009939,000040,MAT000312,1981,ST,4417.63,1000
100,8000009939,000050,MAT000014,1749,ST,43462.65,1000
100,8000009940,000010,MAT000013,3051,ST,22790.97,1000
100,8000009940,000020,MAT000001,4315,ST,13678.55,1200
100,8000009941,000010,MAT000421,3927,ST,80189.34,1200
100,8000009941,000020,MAT000135,2170,ST,36412.6,1200
100,8000009941,000030,MAT000001,4589,ST,11701.95,1200
100,8000009941,000040,MAT000111,1341,ST,19028.79,1200
100,8000009942,000010,MAT000194,3926,ST,67213.12,1000
100,8000009942,000020,MAT000111,3593,ST,6036.24,1100
100,8000009942,000030,MAT000301,3717,ST,78577.38,1200
100,8000009943,000010,MAT000013,568,ST,10093.36,1100
100,8000009943,000020,MAT000213,4540,ST,10623.6,1100
100,8000009944,000010,MAT000426,4506,ST,105215.1,1200
100,8000009944,000020,MAT000176,3958,ST,73302.16,1100
100,8000009944,000030,MAT000358,559,ST,5796.83,1100
100,8000009944,000040,MAT000213,638,ST,8402.46,1000
100,8000009944,000050,MAT000221,947,ST,3911.11,1000
100,8000009945,000010,MAT000006,4880,ST,110288.0,1000
100,8000009945,000020,MAT000199,1317,ST,29408.61,1200
100,8000009946,000010,MAT000468,1047,ST,17191.74,1200
100,8000009947,000010,MAT000343,1730,ST,24012.4,1000
100,8000009947,000020,MAT000080,858,ST,10373.22,1200
100,8000009948,000010,MAT000095,2496,ST,30625.92,1000
100,8000009948,000020,MAT000166,595,ST,12126.1,1200
100,8000009948,000030,MAT000221,2666,ST,54119.8,1200
100,8000009948,000040,MAT000070,804,ST,16626.72,1000
100,8000009949,000010,MAT000012,2355,ST,8525.1,1200
100,8000009949,000020,MAT000197,4934,ST,67891.84,1100
100,8000009950,000010,MAT000009,3939,ST,34741.98,1200
100,8000009950,000020,MAT000011,3103,ST,41735.35,1000
100,8000009950,000030,MAT000294,2036,ST,44710.56,1000
100,8000009951,000010,MAT000414,156,ST,2801.76,1000
100,8000009952,000010,MAT000003,4823,ST,23246.86,1100
100,8000009952,000020,MAT000290,1783,ST,16617.56,1100
100,8000009952,000030,MAT000189,4046,ST,7040.04,1100
100,8000009953,000010,MAT000019,1841,ST,39268.53,1200
100,8000009953,000020,MAT000417,4284,ST,65245.32,1000
100,8000009953,000030,MAT000191,4623,ST,96343.32,1000
100,8000009953,000040,MAT000383,1270,ST,30721.3,1100
100,8000009954,000010,MAT000375,2463,ST,22437.93,1200
100,8000009954,000020,MAT000005,3161,ST,13971.62,1000
100,8000009955,000010,MAT000274,4707,ST,65380.23,1200
100,8000009955,000020,MAT000324,435,ST,7412.4,1200
100,8000009955,000030,MAT000297,863,ST,9121.91,1100
100,8000009956,000010,MAT000402,1784,ST,34145.76,1000
100,8000009956,000020,MAT000144,1653,ST,8248.47,1200
100,8000009957,000010,MAT000428,4699,ST,77721.46,1000
100,8000009957,000020,MAT000211,2789,ST,22005.21,1000
100,8000009958,000010,MAT000242,3072,ST,18339.84,1100
100,8000009958,000020,MAT000143,1133,ST,2673.88,1200
100,8000009958,000030,MAT000367,286,ST,549.12,1200
100,8000009959,000010,MAT000297,2692,ST,44256.48,1000
100,8000009959,000020,MAT000422,119,ST,1255.45,1100
100,8000009960,000010,MAT000500,3661,ST,90939.24,1100
100,8000009960,000020,MAT000189,1237,ST,11269.07,1000
100,8000009960,000030,MAT000012,3125,ST,46250.0,1200
100,8000009961,000010,MAT000412,4987,ST,45980.14,1000
100,8000009961,000020,MAT000109,2319,ST,17925.87,1200
100,8000009961,000030,MAT000491,3526,ST,52255.32,1200
100,8000009961,000040,MAT000372,517,ST,2362.69,1200
100,8000009962,000010,MAT000451,1644,ST,15519.36,1100
100,8000009962,000020,MAT000272,3052,ST,30886.24,1000
100,8000009962,000030,MAT000002,1786,ST,12948.5,1100
100,8000009962,000040,MAT000201,3314,ST,39038.92,1100
100,8000009963,000010,MAT000324,294,ST,2810.64,1100
100,8000009964,000010,MAT000011,4103,ST,64211.95,1000
100,8000009965,000010,MAT000428,943,ST,13720.65,1200
100,8000009965,000020,MAT000275,1086,ST,23544.48,1200
100,8000009965,000030,MAT000095,2392,ST,14902.16,1000
100,8000009965,000040,MAT000358,2689,ST,60179.82,1000
100,8000009966,000010,MAT000124,1269,ST,19656.81,1000
100,8000009967,000010,MAT000426,615,ST,2816.7,1100
100,8000009967,000020,MAT000148,3943,ST,92502.78,1200
100,8000009968,000010,MAT000066,3113,ST,25557.73,1000
100,8000009968,000020,MAT000281,4048,ST,15463.36,1200
100,8000009968,000030,MAT000213,2558,ST,45557.98,1100
100,8000009969,000010,MAT000083,1571,ST,13604.86,1100
100,8000009969,000020,MAT000355,2838,ST,22249.92,1100
100,8000009969,000030,MAT000272,2368,ST,20199.04,1100
100,8000009970,000010,MAT000371,4745,ST,93429.05,1100
100,8000009970,000020,MAT000066,3418,ST,70889.32,1000
100,8000009970,000030,MAT000122,864,ST,8899.2,1200
100,8000009971,000010,MAT000262,3086,ST,73292.5,1100
100,8000009971,000020,MAT000422,1540,ST,25949.0,1100
100,8000009971,000030,MAT000324,2412,ST,12735.36,1000
100,8000009971,000040,MAT000070,378,ST,5061.42,1000
100,8000009972,000010,MAT000183,687,ST,7495.17,1000
100,8000009973,000010,MAT000315,1244,ST,22416.88,1000
100,8000009973,000020,MAT000080,4904,ST,106907.2,1200
100,8000009974,000010,MAT000275,2783,ST,10241.44,1200
100,8000009974,000020,MAT000178,127,ST,1684.02,1200
100,8000009974,000030,MAT000075,3484,ST,68181.88,1100
100,8000009975,000010,MAT000111,962,ST,17594.98,1000
100,8000009975,000020,MAT000093,1861,ST,42263.31,1100
100,8000009976,000010,MAT000451,2370,ST,16637.4,1200
100,8000009976,000020,MAT000402,2561,ST,9629.36,1100
100,8000009977,000010,MAT000179,2298,ST,47683.5,1000
100,8000009978,000010,MAT000352,4592,ST,31547.04,1000
100,8000009978,000020,MAT000304,1606,ST,15481.84,1200
100,8000009979,000010,MAT000451,3051,ST,52416.18,1200
100,8000009979,000020,MAT000007,3945,ST,76217.4,1200
100,8000009979,000030,MAT000082,1363,ST,12444.19,1100
100,8000009980,000010,MAT000082,2846,ST,50687.26,1100
100,8000009980,000020,MAT000266,667,ST,5896.28,1000
100,8000009980,000030,MAT000402,2037,ST,41106.66,1200
100,8000009980,000040,MAT000497,1318,ST,14432.1,1200
100,8000009981,000010,MAT000005,493,ST,12172.17,1200
100,8000009981,000020,MAT000358,3021,ST,20844.9,1100
100,8000009982,000010,MAT000135,2891,ST,28736.54,1200
100,8000009983,000010,MAT000168,3569,ST,82550.97,1200
100,8000009984,000010,MAT000095,2153,ST,39593.67,1100
100,8000009984,000020,MAT000065,128,ST,931.84,1100
100,8000009985,000010,MAT000206,4076,ST,69699.6,1100
100,8000009986,000010,MAT000018,3220,ST,14618.8,1200
100,8000009986,000020,MAT000152,2402,ST,19792.48,1000
100,8000009987,000010,MAT000238,1505,ST,2392.95,1000
100,8000009987,000020,MAT000183,429,ST,8798.79,1100
100,8000009987,000030,MAT000411,4912,ST,55996.8,1200
100,8000009987,000040,MAT000153,2195,ST,35888.25,1000
100,8000009987,000050,MAT000487,116,ST,2200.52,1000
100,8000009988,000010,MAT000222,1780,ST,10697.8,1000
100,8000009988,000020,MAT000166,2747,ST,9999.08,1200
100,8000009988,000030,MAT000471,4067,ST,80201.24,1100
100,8000009989,000010,MAT000474,4659,ST,87635.79,1000
100,8000009989,000020,MAT000261,715,ST,8730.15,1100
100,8000009989,000030,MAT000213,3039,ST,62269.11,1200
100,8000009989,000040,MAT000011,2311,ST,10491.94,1000
100,8000009989,000050,MAT000422,2621,ST,35802.86,1100
100,8000009990,000010,MAT000474,2804,ST,18478.36,1200
100,8000009990,000020,MAT000011,1425,ST,3306.0,1100
100,8000009990,000030,MAT000014,2473,ST,19413.05,1000
100,8000009991,000010,MAT000376,1983,ST,27682.68,1100
100,8000009991,000020,MAT000375,3105,ST,10929.6,1100
100,8000009991,000030,MAT000315,856,ST,10674.32,1100
100,8000009991,000040,MAT000258,1977,ST,10497.87,1100
100,8000009992,000010,MAT000211,4135,ST,85305.05,1200
100,8000009992,000020,MAT000372,4159,ST,97861.27,1000
100,8000009993,000010,MAT000125,3776,ST,72914.56,1200
100,8000009994,000010,MAT000220,4764,ST,24582.24,1200
100,8000009994,000020,MAT000148,308,ST,3381.84,1100
100,8000009995,000010,MAT000200,4493,ST,23453.46,1000
100,8000009996,000010,MAT000153,4702,ST,85341.3,1100
100,8000009996,000020,MAT000015,3343,ST,32193.09,1000
100,8000009996,000030,MAT000304,1454,ST,31217.38,1100
100,8000009996,000040,MAT000242,1680,ST,25351.2,1200
100,8000009997,000010,MAT000019,3576,ST,61578.72,1000
100,8000009998,000010,MAT000416,1793,ST,6472.73,1200
100,8000009998,000020,MAT000124,2686,ST,37953.18,1000
100,8000009998,000030,MAT000261,870,ST,10431.3,1100
