MANDT,VBELN,POSNR,MATNR,FKIMG,VRKME,NETWR
100,9000009986,000020,MAT000281,3619,ST,70027.65
100,9000009986,000030,MAT000012,4618,ST,45902.92
100,9000009987,000010,MAT000304,1249,ST,8268.38
100,9000009987,000020,MAT000213,754,ST,16014.96
100,9000009988,000010,MAT000262,3393,ST,7702.11
100,9000009988,000020,MAT000201,2056,ST,5859.6
100,9000009989,000010,MAT000416,1691,ST,36102.85
100,9000009989,000020,MAT000124,419,ST,7596.47
100,9000009989,000030,MAT000191,3165,ST,41778.0
100,9000009990,000010,MAT000064,3063,ST,17091.54
100,9000009991,000010,MAT000014,2971,ST,69135.17
100,9000009991,000020,MAT000258,2601,ST,49106.88
100,9000009991,000030,MAT000281,2430,ST,52439.4
100,9000009992,000010,MAT000008,3784,ST,49683.92
100,9000009992,000020,MAT000195,1058,ST,8548.64
100,9000009993,000010,MAT000069,2910,ST,28750.8
100,9000009993,000020,MAT000239,3298,ST,34200.26
100,9000009993,000030,MAT000402,3327,ST,7119.78
100,9000009994,000010,MAT000290,1451,ST,21358.72
100,9000009994,000020,MAT000071,2089,ST,19803.72
100,9000009994,000030,MAT000324,1191,ST,31251.84
100,9000009995,000010,MAT000304,1395,ST,19306.8
100,9000009995,000020,MAT000412,2543,ST,38272.15
100,9000009995,000030,MAT000064,2896,ST,50216.64
100,9000009996,000010,MAT000104,4657,ST,73487.46
100,9000009996,000020,MAT000071,581,ST,8296.68
100,9000009996,000030,MAT000355,4530,ST,125888.7
100,9000009997,000010,MAT000345,1046,ST,19748.48
100,9000009997,000020,MAT000304,1555,ST,31162.2
100,9000009998,000010,MAT000474,2374,ST,33141.04
100,9000009998,000020,MAT000199,2107,ST,19574.03
100,9000009998,000030,MAT000189,98,ST,1058.4
100,9000009998,000040,MAT000329,2326,ST,39844.38
100,9000009999,000010,MAT000199,2926,ST,69989.92
100,9000009999,000020,MAT000004,3219,ST,8305.02
100,9000009999,000030,MAT000004,599,ST,11950.05
100,9000009999,000040,MAT000018,4674,ST,98013.78
100,9000009999,000050,MAT000083,2475,ST,24774.75
100,9000010000,000010,MAT000176,710,ST,19439.8
100,9000010000,000020,MAT000365,3284,ST,16288.64
100,9000010001,000010,MAT000347,4764,ST,18913.08
100,9000010002,000010,MAT000175,3225,ST,84430.5
100,9000010003,000010,MAT000015,1850,ST,51097.0
100,9000010003,000020,MAT000154,2209,ST,57146.83
100,9000010003,000030,MAT000341,573,ST,8291.31
100,9000010004,000010,MAT000015,2555,ST,6080.9
100,9000010004,000020,MAT000365,791,ST,10496.57
100,9000010004,000030,MAT000154,3950,ST,40171.5
100,9000010004,000040,MAT000199,3325,ST,72252.25
100,9000010005,000010,MAT000372,835,ST,22503.25
100,9000010006,000010,MAT000266,3150,ST,80041.5
100,9000010007,000010,MAT000197,1602,ST,42292.8
100,9000010007,000020,MAT000275,2211,ST,22662.75
100,9000010008,000010,MAT000347,3114,ST,87939.36
100,9000010008,000020,MAT000075,741,ST,3223.35
100,9000010008,000030,MAT000167,2008,ST,5783.04
100,9000010008,000040,MAT000471,4877,ST,72764.84
100,9000010008,000050,MAT000238,2424,ST,25621.68
100,9000010009,000010,MAT000195,46,ST,619.62
100,9000010009,000020,MAT000310,1607,ST,38118.04
100,9000010010,000010,MAT000383,2298,ST,29276.52
100,9000010011,000010,MAT000403,2378,ST,54955.58
100,9000010011,000020,MAT000412,1372,ST,34766.48
100,9000010011,000030,MAT000290,4204,ST,56880.12
100,9000010011,000040,MAT000403,677,ST,20235.53
100,9000010012,000010,MAT000219,10,ST,292.4
100,9000010012,000020,MAT000250,4445,ST,130994.15
100,9000010013,000010,MAT000006,1459,ST,5704.69
100,9000010013,000020,MAT000174,1982,ST,35140.86
100,9000010014,000010,MAT000301,3141,ST,43251.57
100,9000010014,000020,MAT000135,4124,ST,13403.0
100,9000010015,000010,MAT000421,305,ST,4337.1
100,9000010016,000010,MAT000006,4828,ST,104960.72
100,9000010016,000020,MAT000153,2915,ST,68852.3
100,9000010016,000030,MAT000077,2885,ST,43390.4
100,9000010018,000010,MAT000312,4051,ST,17824.4
100,9000010018,000020,MAT000005,573,ST,5953.47
100,9000010019,000010,MAT000290,896,ST,20446.72
100,9000010019,000020,MAT000500,1464,ST,13483.44
100,9000010019,000030,MAT000148,1540,ST,38453.8
100,9000010019,000040,MAT000379,1829,ST,11888.5
100,9000010020,000010,MAT000206,2281,ST,33827.23
100,9000010021,000010,MAT000297,1537,ST,17491.06
100,9000010021,000020,MAT000213,2585,ST,61988.3
100,9000010021,000030,MAT000310,1845,ST,48320.55
100,9000010022,000010,MAT000414,2383,ST,15656.31
100,9000010022,000020,MAT000153,538,ST,3825.18
100,9000010023,000010,MAT000122,875,ST,4331.25
100,9000010023,000020,MAT000159,4040,ST,99464.8
100,9000010023,000030,MAT000249,4974,ST,136934.22
100,9000010024,000010,MAT000376,3582,ST,59783.58
100,9000010024,000020,MAT000290,1085,ST,3971.1
100,9000010025,000010,MAT000065,4550,ST,64883.0
100,9000010025,000020,MAT000416,1641,ST,33279.48
100,9000010025,000030,MAT000453,1839,ST,32403.18
100,9000010026,000010,MAT000153,584,ST,13180.88
100,9000010026,000020,MAT000272,2098,ST,27148.12
100,9000010026,000030,MAT000222,3758,ST,94739.18
100,9000010026,000040,MAT000329,1489,ST,35929.57
100,9000010027,000010,MAT000168,3907,ST,43172.35
100,9000010027,000020,MAT000167,2578,ST,47770.34
100,9000010028,000010,MAT000152,3914,ST,101764.0
100,9000010029,000010,MAT000289,2414,ST,63126.1
100,9000010029,000020,MAT000017,224,ST,6260.8
100,9000010029,000030,MAT000144,2420,ST,25434.2
100,9000010029,000040,MAT000324,1626,ST,13447.02
100,9000010030,000010,MAT000082,96,ST,592.32
100,9000010031,000010,MAT000109,3667,ST,87127.92
100,9000010031,000020,MAT000258,4315,ST,129363.7
100,9000010032,000010,MAT000255,3537,ST,96206.4
100,9000010032,000020,MAT000154,2537,ST,22503.19
100,9000010032,000030,MAT000166,403,ST,3461.77
100,9000010032,000040,MAT000011,4357,ST,105918.67
100,9000010034,000010,MAT000144,2462,ST,36412.98
100,9000010034,000020,MAT000219,4124,ST,120709.48
100,9000010034,000030,MAT000194,3899,ST,101646.93
100,9000010035,000010,MAT000304,3511,ST,85598.18
100,9000010035,000020,MAT000175,4982,ST,49122.52
100,9000010036,000010,MAT000117,4688,ST,45286.08
100,9000010036,000020,MAT000324,4123,ST,14059.43
100,9000010036,000030,MAT000018,4643,ST,56087.44
100,9000010037,000010,MAT000367,2470,ST,36753.6
100,9000010037,000020,MAT000345,2130,ST,46945.2
100,9000010038,000010,MAT000100,1291,ST,5499.66
100,9000010038,000020,MAT000250,1504,ST,27974.4
100,9000010039,000010,MAT000281,2061,ST,29307.42
100,9000010039,000020,MAT000135,342,ST,1857.06
100,9000010040,000010,MAT000014,3207,ST,82195.41
100,9000010041,000010,MAT000383,2138,ST,47420.84
100,9000010041,000020,MAT000239,2366,ST,64047.62
100,9000010041,000030,MAT000071,1601,ST,33220.75
100,9000010041,000040,MAT000200,1552,ST,36984.16
100,9000010042,000010,MAT000173,3609,ST,57202.65
100,9000010042,000020,MAT000301,2258,ST,45137.42
100,9000010042,000030,MAT000171,3407,ST,58157.49
100,9000010042,000040,MAT000239,1320,ST,4382.4
100,9000010042,000050,MAT000403,889,ST,22465.03
100,9000010043,000010,MAT000016,4232,ST,101694.96
100,9000010043,000020,MAT000487,4462,ST,44798.48
100,9000010043,000030,MAT000070,4124,ST,112502.72
100,9000010044,000010,MAT000355,1228,ST,11936.16
100,9000010044,000020,MAT000069,4469,ST,11351.26
100,9000010045,000010,MAT000064,3528,ST,82237.68
100,9000010045,000020,MAT000289,2016,ST,25542.72
100,9000010045,000030,MAT000324,773,ST,17523.91
100,9000010045,000040,MAT000206,3990,ST,37585.8
100,9000010046,000010,MAT000433,2170,ST,8853.6
100,9000010047,000010,MAT000471,1365,ST,26303.55
100,9000010047,000020,MAT000289,3488,ST,13847.36
100,9000010047,000030,MAT000213,2240,ST,17404.8
100,9000010048,000010,MAT000009,94,ST,1500.24
100,9000010048,000020,MAT000404,151,ST,4004.52
100,9000010048,000030,MAT000174,384,ST,10886.4
100,9000010048,000040,MAT000261,4176,ST,55958.4
100,9000010049,000010,MAT000261,2830,ST,42704.7
100,9000010049,000020,MAT000219,1029,ST,26887.77
100,9000010049,000030,MAT000206,1542,ST,29945.64
100,9000010050,000010,MAT000239,90,ST,1050.3
100,9000010051,000010,MAT000411,1544,ST,34230.48
100,9000010051,000020,MAT000009,4692,ST,36269.16
100,9000010052,000010,MAT000201,2336,ST,21654.72
100,9000010052,000020,MAT000416,1064,ST,10342.08
100,9000010052,000030,MAT000357,1388,ST,22943.64
100,9000010052,000040,MAT000312,4522,ST,126525.56
100,9000010053,000010,MAT000154,894,ST,3415.08
100,9000010053,000020,MAT000275,2680,ST,15383.2
100,9000010053,000030,MAT000282,4578,ST,25041.66
100,9000010053,000040,MAT000117,2471,ST,72968.63
100,9000010054,000010,MAT000071,779,ST,18929.7
100,9000010054,000020,MAT000016,135,ST,2623.05
100,9000010054,000030,MAT000412,2421,ST,53770.41
100,9000010055,000010,MAT000355,3716,ST,61314.0
100,9000010055,000020,MAT000258,248,ST,6448.0
100,9000010056,000010,MAT000011,352,ST,8560.64
100,9000010056,000020,MAT000007,1842,ST,33855.96
100,9000010056,000030,MAT000414,4129,ST,56567.3
100,9000010056,000040,MAT000017,2020,ST,41167.6
100,9000010057,000010,MAT000383,4806,ST,34170.66
100,9000010057,000020,MAT000235,760,ST,15861.2
100,9000010057,000030,MAT000294,2709,ST,50170.68
100,9000010057,000040,MAT000293,4082,ST,114459.28
100,9000010058,000010,MAT000083,132,ST,3548.16
100,9000010058,000020,MAT000471,4325,ST,63404.5
100,9000010059,000010,MAT000261,2674,ST,66021.06
100,9000010059,000020,MAT000069,3087,ST,72050.58
100,9000010060,000010,MAT000113,2041,ST,53923.22
100,9000010060,000020,MAT000080,3634,ST,9593.76
100,9000010060,000030,MAT000071,2712,ST,40164.72
100,9000010061,000010,MAT000080,2650,ST,21730.0
100,9000010062,000010,MAT000427,573,ST,11465.73
100,9000010062,000020,MAT000347,1367,ST,33081.4
100,9000010063,000010,MAT000383,3972,ST,46631.28
100,9000010063,000020,MAT000205,4888,ST,81971.76
100,9000010064,000010,MAT000419,184,ST,5497.92
100,9000010065,000010,MAT000365,1845,ST,48449.7
100,9000010065,000020,MAT000310,3491,ST,10054.08
100,9000010066,000010,MAT000375,83,ST,1091.45
100,9000010066,000020,MAT000471,2707,ST,25120.96
100,9000010067,000010,MAT000181,435,ST,10126.8
100,9000010067,000020,MAT000173,2767,ST,30021.95
100,9000010068,000010,MAT000419,3909,ST,57227.76
100,9000010068,000020,MAT000150,4272,ST,29861.28
100,9000010068,000030,MAT000016,3873,ST,38381.43
100,9000010068,000040,MAT000372,659,ST,12619.85
100,9000010068,000050,MAT000086,10,ST,74.2
100,9000010070,000010,MAT000487,3305,ST,89962.1
100,9000010071,000010,MAT000181,1735,ST,31941.35
100,9000010071,000020,MAT000487,2909,ST,77728.48
100,9000010071,000030,MAT000011,4251,ST,19129.5
100,9000010071,000040,MAT000205,1232,ST,28409.92
100,9000010072,000010,MAT000178,34,ST,832.32
100,9000010072,000020,MAT000500,282,ST,6144.78
100,9000010073,000010,MAT000371,364,ST,7469.28
100,9000010074,000010,MAT000487,574,ST,3237.36
100,9000010074,000020,MAT000426,4341,ST,60904.23
100,9000010074,000030,MAT000238,4005,ST,88029.9
100,9000010074,000040,MAT000301,3494,ST,43325.6
100,9000010075,000010,MAT000197,1522,ST,39906.84
100,9000010075,000020,MAT000471,4140,ST,104907.6
100,9000010077,000010,MAT000261,654,ST,19358.4
100,9000010077,000020,MAT000012,3071,ST,53957.47
100,9000010077,000030,MAT000231,735,ST,18286.8
100,9000010078,000010,MAT000416,428,ST,9561.52
100,9000010079,000010,MAT000019,2534,ST,50021.16
100,9000010079,000020,MAT000168,1054,ST,26402.7
100,9000010080,000010,MAT000222,4824,ST,103281.84
100,9000010080,000020,MAT000249,2024,ST,25401.2
100,9000010080,000030,MAT000117,1132,ST,32703.48
100,9000010080,000040,MAT000008,995,ST,15890.15
100,9000010080,000050,MAT000483,2952,ST,58980.96
100,9000010081,000010,MAT000261,2656,ST,46851.84
100,9000010081,000020,MAT000497,1301,ST,3070.36
100,9000010081,000030,MAT000001,1888,ST,22410.56
100,9000010081,000040,MAT000324,3365,ST,100075.1
100,9000010083,000010,MAT000402,3041,ST,8545.21
100,9000010083,000020,MAT000500,900,ST,9567.0
100,9000010083,000030,MAT000453,4747,ST,65176.31
100,9000010084,000010,MAT000421,4979,ST,56511.65
100,9000010084,000020,MAT000077,1170,ST,4340.7
100,9000010084,000030,MAT000262,504,ST,7847.28
100,9000010084,000040,MAT000183,4928,ST,54602.24
100,9000010085,000010,MAT000422,4035,ST,35427.3
100,9000010086,000010,MAT000499,1117,ST,21502.25
100,9000010086,000020,MAT000125,2683,ST,48454.98
100,9000010086,000030,MAT000433,4278,ST,29518.2
100,9000010087,000010,MAT000294,1707,ST,30674.79
100,9000010087,000020,MAT000070,492,ST,9397.2
100,9000010087,000030,MAT000205,3026,ST,29654.8
100,9000010088,000010,MAT000192,3549,ST,104766.48
100,9000010088,000020,MAT000168,3194,ST,60334.66
100,9000010088,000030,MAT000487,4426,ST,67540.76
100,9000010089,000010,MAT000117,4261,ST,33065.36
100,9000010089,000020,MAT000383,2363,ST,49646.63
100,9000010089,000030,MAT000341,1518,ST,5176.38
100,9000010090,000010,MAT000453,3802,ST,105467.48
100,9000010090,000020,MAT000065,3197,ST,33984.11
100,9000010091,000010,MAT000143,4015,ST,20315.9
100,9000010091,000020,MAT000376,880,ST,22167.2
100,9000010091,000030,MAT000290,873,ST,4888.8
100,9000010092,000010,MAT000274,2140,ST,17376.8
100,9000010092,000020,MAT000468,960,ST,8572.8
100,9000010092,000030,MAT000487,3726,ST,31894.56
100,9000010092,000040,MAT000176,626,ST,1721.5
100,9000010093,000010,MAT000148,2060,ST,7457.2
100,9000010093,000020,MAT000272,4315,ST,77195.35
100,9000010094,000010,MAT000417,1893,ST,55673.13
100,9000010094,000020,MAT000301,4560,ST,42909.6
100,9000010094,000030,MAT000017,2071,ST,26570.93
100,9000010095,000010,MAT000263,4226,ST,12466.7
100,9000010095,000020,MAT000111,1632,ST,35659.2
100,9000010095,000030,MAT000003,4156,ST,99411.52
100,9000010096,000010,MAT000324,2875,ST,17652.5
100,9000010097,000010,MAT000499,4334,ST,58552.34
100,9000010097,000020,MAT000239,2241,ST,37850.49
100,9000010097,000030,MAT000150,2652,ST,34343.4
100,9000010098,000010,MAT000211,2840,ST,69722.0
100,9000010098,000020,MAT000108,503,ST,13108.18
100,9000010098,000030,MAT000016,3809,ST,53287.91
100,9000010098,000040,MAT000468,3105,ST,81692.55
100,9000010099,000010,MAT000311,2526,ST,57087.6
100,9000010099,000020,MAT000414,2501,ST,21358.54
100,9000010099,000030,MAT000111,4392,ST,100357.2
100,9000010099,000040,MAT000231,2312,ST,5525.68
100,9000010099,000050,MAT000497,3400,ST,90372.0
100,9000010100,000010,MAT000135,3465,ST,101351.25
100,9000010100,000020,MAT000013,1378,ST,10031.84
100,9000010100,000030,MAT000152,1028,ST,22955.24
100,9000010101,000010,MAT000148,184,ST,4230.16
100,9000010101,000020,MAT000219,15,ST,114.45
100,9000010101,000030,MAT000148,3567,ST,69485.16
100,9000010101,000040,MAT000419,737,ST,16744.64
100,9000010102,000010,MAT000235,292,ST,6120.32
100,9000010102,000020,MAT000433,4147,ST,91482.82
100,9000010102,000030,MAT000341,3401,ST,57476.9
100,9000010103,000010,MAT000422,3350,ST,66162.5
100,9000010103,000020,MAT000077,207,ST,4727.88
100,9000010103,000030,MAT000167,4334,ST,99335.28
100,9000010104,000010,MAT000427,3280,ST,33193.6
100,9000010104,000020,MAT000345,3762,ST,96532.92
100,9000010105,000010,MAT000344,4087,ST,110103.78
100,9000010105,000020,MAT000159,2180,ST,30738.0
100,9000010107,000010,MAT000375,4035,ST,26590.65
100,9000010108,000010,MAT000274,1771,ST,51642.36
100,9000010108,000020,MAT000440,3674,ST,73773.92
100,9000010109,000010,MAT000077,4050,ST,55525.5
100,9000010109,000020,MAT000153,4570,ST,50224.3
100,9000010110,000010,MAT000016,3199,ST,60685.03
100,9000010111,000010,MAT000014,2272,ST,61071.36
100,9000010111,000020,MAT000344,3796,ST,96798.0
100,9000010112,000010,MAT000358,2586,ST,41660.46
100,9000010112,000020,MAT000012,4707,ST,31019.13
100,9000010113,000010,MAT000357,88,ST,1517.12
100,9000010113,000020,MAT000281,3346,ST,42393.82
100,9000010113,000030,MAT000171,2627,ST,27872.47
100,9000010113,000040,MAT000122,3065,ST,83551.9
100,9000010114,000010,MAT000206,709,ST,12606.02
100,9000010115,000010,MAT000197,416,ST,9168.64
100,9000010116,000010,MAT000341,4948,ST,59079.12
100,9000010117,000010,MAT000263,464,ST,1781.76
100,9000010117,000020,MAT000001,1181,ST,16108.84
100,9000010118,000010,MAT000355,3006,ST,8056.08
100,9000010118,000020,MAT000312,119,ST,2673.93
100,9000010118,000030,MAT000100,3880,ST,21184.8
100,9000010119,000010,MAT000365,1837,ST,35252.03
100,9000010119,000020,MAT000189,4164,ST,28273.56
100,9000010120,000010,MAT000231,3249,ST,26089.47
100,9000010120,000020,MAT000367,1756,ST,52153.2
100,9000010120,000030,MAT000178,3816,ST,23048.64
100,9000010120,000040,MAT000167,4299,ST,10532.55
100,9000010121,000010,MAT000375,529,ST,10146.22
100,9000010121,000020,MAT000294,4398,ST,126618.42
100,9000010121,000030,MAT000077,2576,ST,68650.4
100,9000010121,000040,MAT000176,3078,ST,56481.3
100,9000010121,000050,MAT000453,3683,ST,80105.25
100,9000010122,000010,MAT000222,894,ST,12113.7
100,9000010123,000010,MAT000375,1552,ST,16730.56
100,9000010123,000020,MAT000468,4862,ST,107352.96
100,9000010123,000030,MAT000483,1746,ST,48207.06
100,9000010123,000040,MAT000324,671,ST,17385.61
100,9000010124,000010,MAT000497,2130,ST,10458.3
100,9000010124,000020,MAT000354,4535,ST,102491.0
100,9000010126,000010,MAT000416,1758,ST,13712.4
100,9000010126,000020,MAT000231,4589,ST,132897.44
100,9000010127,000010,MAT000200,4888,ST,63592.88
100,9000010127,000020,MAT000324,2485,ST,31410.4
100,9000010128,000010,MAT000200,1393,ST,30158.45
100,9000010128,000020,MAT000011,1164,ST,13886.52
100,9000010129,000010,MAT000231,3026,ST,89115.7
100,9000010130,000010,MAT000261,1641,ST,5398.89
100,9000010130,000020,MAT000167,1670,ST,32247.7
100,9000010131,000010,MAT000335,3194,ST,33473.12
100,9000010131,000020,MAT000427,781,ST,22305.36
100,9000010131,000030,MAT000205,2595,ST,11002.8
100,9000010131,000040,MAT000200,2549,ST,29491.93
100,9000010131,000050,MAT000148,2262,ST,25718.94
100,9000010132,000010,MAT000402,1986,ST,45916.32
100,9000010132,000020,MAT000100,698,ST,1465.8
100,9000010132,000030,MAT000173,1311,ST,31870.41
100,9000010132,000040,MAT000365,1021,ST,8515.14
100,9000010133,000010,MAT000428,4677,ST,33393.78
100,9000010133,000020,MAT000375,2981,ST,35861.43
100,9000010134,000010,MAT000249,4212,ST,11119.68
100,9000010135,000010,MAT000200,4752,ST,93186.72
100,9000010135,000020,MAT000304,322,ST,4994.22
100,9000010135,000030,MAT000335,1919,ST,31030.23
100,9000010136,000010,MAT000117,1496,ST,5864.32
100,9000010136,000020,MAT000077,2487,ST,69984.18
100,9000010137,000010,MAT000341,523,ST,10972.54
100,9000010137,000020,MAT000220,4194,ST,36529.74
100,9000010138,000010,MAT000275,3542,ST,70414.96
100,9000010138,000020,MAT000344,3098,ST,37795.6
100,9000010138,000030,MAT000468,2441,ST,24947.02
100,9000010138,000040,MAT000086,1098,ST,29887.56
100,9000010139,000010,MAT000178,724,ST,13466.4
100,9000010139,000020,MAT000465,740,ST,6970.8
100,9000010139,000030,MAT000070,4327,ST,86540.0
100,9000010140,000010,MAT000289,1871,ST,9860.17
100,9000010140,000020,MAT000086,2489,ST,62747.69
100,9000010141,000010,MAT000124,4915,ST,129657.7
100,9000010141,000020,MAT000404,3744,ST,64733.76
100,9000010141,000030,MAT000104,1151,ST,11648.12
100,9000010143,000010,MAT000008,4498,ST,47004.1
100,9000010143,000020,MAT000219,4815,ST,75499.2
100,9000010143,000030,MAT000500,256,ST,760.32
100,9000010143,000040,MAT000222,4715,ST,30270.3
100,9000010144,000010,MAT000011,940,ST,21103.0
100,9000010144,000020,MAT000367,4973,ST,12482.23
100,9000010144,000030,MAT000200,814,ST,12918.18
100,9000010145,000010,MAT000075,3627,ST,106960.23
100,9000010145,000020,MAT000414,4575,ST,89532.75
100,9000010146,000010,MAT000344,837,ST,12320.64
100,9000010146,000020,MAT000004,789,ST,15133.02
100,9000010146,000030,MAT000280,176,ST,1585.76
100,9000010147,000010,MAT000135,3672,ST,25483.68
100,9000010148,000010,MAT000197,86,ST,248.54
100,9000010148,000020,MAT000095,2600,ST,64948.0
100,9000010150,000010,MAT000192,382,ST,2922.3
100,9000010150,000020,MAT000171,3809,ST,95948.71
100,9000010150,000030,MAT000011,70,ST,1114.4
100,9000010151,000010,MAT000262,3982,ST,25524.62
100,9000010152,000010,MAT000263,1690,ST,9649.9
100,9000010152,000020,MAT000419,4486,ST,18078.58
100,9000010152,000030,MAT000344,981,ST,2884.14
100,9000010153,000010,MAT000238,1648,ST,22857.76
100,9000010154,000010,MAT000263,943,ST,12466.46
100,9000010154,000020,MAT000238,1022,ST,5815.18
100,9000010154,000030,MAT000007,1058,ST,22101.62
100,9000010155,000010,MAT000301,3897,ST,12938.04
100,9000010155,000020,MAT000355,3827,ST,49253.49
100,9000010155,000030,MAT000168,3935,ST,49148.15
100,9000010156,000010,MAT000329,3945,ST,47537.25
100,9000010156,000020,MAT000191,4752,ST,108678.24
100,9000010157,000010,MAT000122,2598,ST,57363.84
100,9000010157,000020,MAT000125,4861,ST,71505.31
100,9000010157,000030,MAT000347,3219,ST,80635.95
100,9000010157,000040,MAT000345,4327,ST,70140.67
100,9000010158,000010,MAT000352,552,ST,16079.76
100,9000010158,000020,MAT000109,2160,ST,45576.0
100,9000010158,000030,MAT000347,3786,ST,50921.7
100,9000010159,000010,MAT000372,61,ST,1798.89
100,9000010159,000020,MAT000281,2970,ST,85031.1
100,9000010159,000030,MAT000100,809,ST,21543.67
100,9000010159,000040,MAT000474,1231,ST,13491.76
100,9000010160,000010,MAT000065,2495,ST,70259.2
100,9000010160,000020,MAT000274,110,ST,1795.2
100,9000010161,000010,MAT000192,5000,ST,135850.0
100,9000010161,000020,MAT000175,13,ST,77.87
100,9000010162,000010,MAT000343,4599,ST,13383.09
100,9000010163,000010,MAT000263,1218,ST,4129.02
100,9000010163,000020,MAT000071,1795,ST,50008.7
100,9000010163,000030,MAT000383,1302,ST,34646.22
100,9000010164,000010,MAT000274,4081,ST,122266.76
100,9000010165,000010,MAT000275,4342,ST,88620.22
100,9000010166,000010,MAT000113,1640,ST,18368.0
100,9000010166,000020,MAT000153,4805,ST,32770.1
100,9000010166,000030,MAT000487,2874,ST,49289.1
100,9000010167,000010,MAT000135,4110,ST,92105.1
100,9000010167,000020,MAT000005,4846,ST,112669.5
100,9000010167,000030,MAT000104,2563,ST,53207.88
100,9000010167,000040,MAT000499,454,ST,6750.98
100,9000010168,000010,MAT000216,777,ST,21010.08
100,9000010168,000020,MAT000222,4711,ST,40608.82
100,9000010168,000030,MAT000249,1448,ST,27526.48
100,9000010169,000010,MAT000077,2350,ST,65659.0
100,9000010170,000010,MAT000297,2018,ST,46676.34
100,9000010170,000020,MAT000216,3234,ST,8052.66
100,9000010170,000030,MAT000007,1319,ST,18149.44
100,9000010171,000010,MAT000249,4884,ST,23980.44
100,9000010171,000020,MAT000419,1029,ST,28914.9
100,9000010171,000030,MAT000003,2001,ST,41800.89
100,9000010172,000010,MAT000411,4980,ST,86801.4
100,9000010172,000020,MAT000249,678,ST,15960.12
100,9000010172,000030,MAT000066,3366,ST,18378.36
100,9000010174,000010,MAT000111,1632,ST,38090.88
100,9000010174,000020,MAT000122,4796,ST,140666.68
100,9000010174,000030,MAT000417,841,ST,23699.38
100,9000010174,000040,MAT000471,829,ST,13139.65
100,9000010175,000010,MAT000315,3359,ST,50049.1
100,9000010176,000010,MAT000216,1525,ST,42776.25
100,9000010176,000020,MAT000412,3686,ST,21120.78
100,9000010178,000010,MAT000372,463,ST,2694.66
100,9000010178,000020,MAT000166,484,ST,4114.0
100,9000010178,000030,MAT000009,795,ST,16885.8
100,9000010179,000010,MAT000083,3940,ST,46886.0
100,9000010179,000020,MAT000082,2164,ST,51156.96
100,9000010179,000030,MAT000015,1275,ST,36694.5
100,9000010179,000040,MAT000195,4263,ST,75838.77
100,9000010180,000010,MAT000009,4331,ST,86446.76
100,9000010180,000020,MAT000082,2052,ST,12763.44
100,9000010181,000010,MAT000487,4151,ST,99748.53
100,9000010181,000020,MAT000191,802,ST,21958.76
100,9000010182,000010,MAT000341,2701,ST,65121.11
100,9000010182,000020,MAT000154,1179,ST,25949.79
100,9000010182,000030,MAT000194,611,ST,17517.37
100,9000010183,000010,MAT000144,2187,ST,61564.05
100,9000010183,000020,MAT000194,2387,ST,27617.59
100,9000010184,000010,MAT000166,1139,ST,5512.76
100,9000010184,000020,MAT000311,2258,ST,58188.66
100,9000010184,000030,MAT000159,1481,ST,12410.78
100,9000010185,000010,MAT000220,1699,ST,26402.46
100,9000010185,000020,MAT000016,4471,ST,28703.82
100,9000010186,000010,MAT000289,2378,ST,42304.62
100,9000010186,000020,MAT000347,3905,ST,116525.2
100,9000010186,000030,MAT000358,4074,ST,20329.26
100,9000010186,000040,MAT000181,2348,ST,60179.24
100,9000010187,000010,MAT000266,1314,ST,31995.9
100,9000010187,000020,MAT000007,3692,ST,26065.52
100,9000010188,000010,MAT000008,4598,ST,124651.78
100,9000010188,000020,MAT000297,1921,ST,27047.68
100,9000010188,000030,MAT000019,4252,ST,79554.92
100,9000010189,000010,MAT000383,115,ST,476.1
100,9000010189,000020,MAT000497,12,ST,131.4
100,9000010189,000030,MAT000143,3385,ST,86283.65
100,9000010190,000010,MAT000004,2897,ST,69643.88
100,9000010190,000020,MAT000487,2837,ST,70584.56
100,9000010190,000030,MAT000263,185,ST,4123.65
100,9000010190,000040,MAT000077,1420,ST,11416.8
100,9000010191,000010,MAT000178,479,ST,5278.58
100,9000010191,000020,MAT000173,477,ST,8404.74
100,9000010191,000030,MAT000281,4315,ST,79439.15
100,9000010191,000040,MAT000012,701,ST,12400.69
100,9000010192,000010,MAT000154,4742,ST,21860.62
100,9000010192,000020,MAT000144,4375,ST,16100.0
100,9000010192,000030,MAT000211,3155,ST,15838.1
100,9000010193,000010,MAT000289,3757,ST,85359.04
100,9000010194,000010,MAT000258,4366,ST,17464.0
100,9000010194,000020,MAT000403,2414,ST,33723.58
100,9000010195,000010,MAT000426,2482,ST,14470.06
100,9000010195,000020,MAT000001,2418,ST,12235.08
100,9000010196,000010,MAT000335,2933,ST,55287.05
100,9000010196,000020,MAT000411,2796,ST,24632.76
100,9000010196,000030,MAT000357,4918,ST,98064.92
100,9000010197,000010,MAT000183,2587,ST,75980.19
100,9000010197,000020,MAT000341,807,ST,16236.84
100,9000010198,000010,MAT000315,222,ST,5663.22
100,9000010198,000020,MAT000413,2294,ST,9864.2
100,9000010198,000030,MAT000192,4347,ST,57597.75
100,9000010199,000010,MAT000379,3086,ST,74094.86
100,9000010199,000020,MAT000179,333,ST,3063.6
100,9000010199,000030,MAT000173,3297,ST,65577.33
100,9000010200,000010,MAT000004,2711,ST,53623.58
