MANDT,TKNUM,ABESSION,WAESSION,WAERS
100,0000001172,SETTLE1172,3360.05,EUR
100,0000001173,SETTLE1173,3895.76,EUR
100,0000001174,SETTLE1174,4064.88,EUR
100,0000001175,SETTLE1175,3856.62,EUR
100,0000001176,SETTLE1176,2855.58,EUR
100,0000001177,SETTLE1177,604.02,EUR
100,0000001178,SETTLE1178,3696.22,EUR
100,0000001179,SETTLE1179,437.71,EUR
100,0000001180,SETTLE1180,589.51,EUR
100,0000001181,SETTLE1181,383.29,EUR
100,0000001182,SETTLE1182,263.49,EUR
100,0000001183,SETTLE1183,1243.78,EUR
100,0000001184,SETTLE1184,2625.37,EUR
100,0000001185,SETTLE1185,4640.01,EUR
100,0000001186,SETTLE1186,1826.46,EUR
100,0000001187,SETTLE1187,4555.32,EUR
100,0000001188,SETTLE1188,1670.5,EUR
100,0000001189,SETTLE1189,2796.46,EUR
100,0000001190,SETTLE1190,1809.86,EUR
100,0000001191,SETTLE1191,3226.97,EUR
100,0000001192,SETTLE1192,3525.72,EUR
100,0000001193,SETTLE1193,4030.15,EUR
100,0000001194,SETTLE1194,4456.74,EUR
100,0000001195,SETTLE1195,2383.81,EUR
100,0000001196,SETTLE1196,4775.88,EUR
100,0000001197,SETTLE1197,3933.72,EUR
100,0000001198,SETTLE1198,3776.23,EUR
100,0000001199,SETTLE1199,2237.69,EUR
100,0000001200,SETTLE1200,3440.63,EUR
100,0000001201,SETTLE1201,516.55,EUR
100,0000001202,SETTLE1202,1285.04,EUR
100,0000001203,SETTLE1203,546.8,EUR
100,0000001204,SETTLE1204,2575.33,EUR
100,0000001205,SETTLE1205,2115.26,EUR
100,0000001206,SETTLE1206,1890.65,EUR
100,0000001207,SETTLE1207,944.0,EUR
100,0000001208,SETTLE1208,647.77,EUR
100,0000001209,SETTLE1209,449.16,EUR
100,0000001210,SETTLE1210,4540.95,EUR
100,0000001211,SETTLE1211,1780.0,EUR
100,0000001212,SETTLE1212,330.08,EUR
100,0000001213,SETTLE1213,149.93,EUR
100,0000001214,SETTLE1214,4533.96,EUR
100,0000001215,SETTLE1215,931.28,EUR
100,0000001216,SETTLE1216,265.37,EUR
100,0000001217,SETTLE1217,668.26,EUR
100,0000001218,SETTLE1218,3723.84,EUR
100,0000001219,SETTLE1219,2667.8,EUR
100,0000001220,SETTLE1220,3848.33,EUR
100,0000001221,SETTLE1221,790.29,EUR
100,0000001222,SETTLE1222,4032.44,EUR
100,0000001223,SETTLE1223,1402.96,EUR
100,0000001224,SETTLE1224,1100.07,EUR
100,0000001225,SETTLE1225,4146.04,EUR
100,0000001226,SETTLE1226,3420.1,EUR
100,0000001227,SETTLE1227,3265.74,EUR
100,0000001228,SETTLE1228,3326.72,EUR
100,0000001229,SETTLE1229,2446.94,EUR
100,0000001230,SETTLE1230,3922.86,EUR
100,0000001231,SETTLE1231,729.65,EUR
100,0000001232,SETTLE1232,3045.11,EUR
100,0000001233,SETTLE1233,3175.62,EUR
100,0000001234,SETTLE1234,4357.55,EUR
100,0000001235,SETTLE1235,471.84,EUR
100,0000001236,SETTLE1236,172.77,EUR
100,0000001237,SETTLE1237,3996.46,EUR
100,0000001238,SETTLE1238,300.18,EUR
100,0000001239,SETTLE1239,443.8,EUR
100,0000001240,SETTLE1240,1771.0,EUR
100,0000001241,SETTLE1241,272.83,EUR
100,0000001242,SETTLE1242,1027.72,EUR
100,0000001243,SETTLE1243,2751.1,EUR
100,0000001244,SETTLE1244,2280.23,EUR
100,0000001245,SETTLE1245,2955.13,EUR
100,0000001246,SETTLE1246,4585.65,EUR
100,0000001247,SETTLE1247,4579.88,EUR
100,0000001248,SETTLE1248,2034.29,EUR
100,0000001249,SETTLE1249,835.95,EUR
100,0000001250,SETTLE1250,2826.03,EUR
100,0000001251,SETTLE1251,3386.86,EUR
100,0000001252,SETTLE1252,795.37,EUR
100,0000001253,SETTLE1253,3486.44,EUR
100,0000001254,SETTLE1254,3539.73,EUR
100,0000001255,SETTLE1255,207.49,EUR
100,0000001256,SETTLE1256,4719.71,EUR
100,0000001257,SETTLE1257,2600.74,EUR
100,0000001258,SETTLE1258,4361.97,EUR
100,0000001259,SETTLE1259,3884.89,EUR
100,0000001260,SETTLE1260,2557.62,EUR
100,0000001261,SETTLE1261,3437.81,EUR
100,0000001262,SETTLE1262,2375.96,EUR
100,0000001263,SETTLE1263,237.69,EUR
100,0000001264,SETTLE1264,622.16,EUR
100,0000001265,SETTLE1265,3872.54,EUR
100,0000001266,SETTLE1266,552.99,EUR
100,0000001267,SETTLE1267,3300.29,EUR
100,0000001268,SETTLE1268,4151.97,EUR
100,0000001269,SETTLE1269,4549.86,EUR
100,0000001270,SETTLE1270,1119.4,EUR
100,0000001271,SETTLE1271,1774.07,EUR
100,0000001272,SETTLE1272,2435.65,EUR
100,0000001273,SETTLE1273,2129.09,EUR
100,0000001274,SETTLE1274,831.37,EUR
100,0000001275,SETTLE1275,2147.24,EUR
100,0000001276,SETTLE1276,1964.68,EUR
100,0000001277,SETTLE1277,1657.01,EUR
100,0000001278,SETTLE1278,3167.81,EUR
100,0000001279,SETTLE1279,4406.57,EUR
100,0000001280,SETTLE1280,2810.48,EUR
100,0000001281,SETTLE1281,3810.73,EUR
100,0000001282,SETTLE1282,3726.97,EUR
100,0000001283,SETTLE1283,4285.67,EUR
100,0000001284,SETTLE1284,567.44,EUR
100,0000001285,SETTLE1285,4323.42,EUR
100,0000001286,SETTLE1286,1291.6,EUR
100,0000001287,SETTLE1287,2689.07,EUR
100,0000001288,SETTLE1288,4431.19,EUR
100,0000001289,SETTLE1289,901.5,EUR
100,0000001290,SETTLE1290,747.29,EUR
100,0000001291,SETTLE1291,4176.79,EUR
100,0000001292,SETTLE1292,3043.6,EUR
100,0000001293,SETTLE1293,4373.44,EUR
100,0000001294,SETTLE1294,600.09,EUR
100,0000001295,SETTLE1295,759.73,EUR
100,0000001296,SETTLE1296,3391.0,EUR
100,0000001297,SETTLE1297,2106.39,EUR
100,0000001298,SETTLE1298,2738.11,EUR
100,0000001299,SETTLE1299,2921.83,EUR
100,0000001300,SETTLE1300,2936.5,EUR
100,0000001301,SETTLE1301,710.8,EUR
100,0000001302,SETTLE1302,2647.59,EUR
100,0000001303,SETTLE1303,4067.33,EUR
100,0000001304,SETTLE1304,436.57,EUR
100,0000001305,SETTLE1305,786.94,EUR
100,0000001306,SETTLE1306,3753.99,EUR
100,0000001307,SETTLE1307,4706.95,EUR
100,0000001308,SETTLE1308,2826.26,EUR
100,0000001309,SETTLE1309,3659.99,EUR
100,0000001310,SETTLE1310,911.8,EUR
100,0000001311,SETTLE1311,382.56,EUR
100,0000001312,SETTLE1312,1775.78,EUR
100,0000001313,SETTLE1313,4817.01,EUR
100,0000001314,SETTLE1314,3692.38,EUR
100,0000001315,SETTLE1315,2944.49,EUR
100,0000001316,SETTLE1316,3252.48,EUR
100,0000001317,SETTLE1317,3842.53,EUR
100,0000001318,SETTLE1318,3796.95,EUR
100,0000001319,SETTLE1319,3026.5,EUR
100,0000001320,SETTLE1320,2300.82,EUR
100,0000001321,SETTLE1321,2593.81,EUR
100,0000001322,SETTLE1322,2139.64,EUR
100,0000001323,SETTLE1323,3106.78,EUR
100,0000001324,SETTLE1324,2012.47,EUR
100,0000001325,SETTLE1325,571.17,EUR
100,0000001326,SETTLE1326,4227.83,EUR
100,0000001327,SETTLE1327,1986.0,EUR
100,0000001328,SETTLE1328,115.32,EUR
100,0000001329,SETTLE1329,2007.92,EUR
100,0000001330,SETTLE1330,3985.44,EUR
100,0000001331,SETTLE1331,4244.55,EUR
100,0000001332,SETTLE1332,3350.61,EUR
100,0000001333,SETTLE1333,425.42,EUR
100,0000001334,SETTLE1334,922.19,EUR
100,0000001335,SETTLE1335,2314.74,EUR
100,0000001336,SETTLE1336,131.2,EUR
100,0000001337,SETTLE1337,4320.73,EUR
100,0000001338,SETTLE1338,2656.91,EUR
100,0000001339,SETTLE1339,609.39,EUR
100,0000001340,SETTLE1340,4469.42,EUR
100,0000001341,SETTLE1341,1839.8,EUR
100,0000001342,SETTLE1342,800.46,EUR
100,0000001343,SETTLE1343,3009.58,EUR
100,0000001344,SETTLE1344,519.0,EUR
100,0000001345,SETTLE1345,2415.39,EUR
100,0000001346,SETTLE1346,3799.99,EUR
100,0000001347,SETTLE1347,1232.66,EUR
100,0000001348,SETTLE1348,2882.95,EUR
100,0000001349,SETTLE1349,2888.67,EUR
100,0000001350,SETTLE1350,4828.65,EUR
100,0000001351,SETTLE1351,1309.49,EUR
100,0000001352,SETTLE1352,3344.18,EUR
100,0000001353,SETTLE1353,3044.13,EUR
100,0000001354,SETTLE1354,2220.93,EUR
100,0000001355,SETTLE1355,1231.58,EUR
100,0000001356,SETTLE1356,2422.37,EUR
100,0000001357,SETTLE1357,2951.11,EUR
100,0000001358,SETTLE1358,2720.16,EUR
100,0000001359,SETTLE1359,792.03,EUR
100,0000001360,SETTLE1360,4000.57,EUR
100,0000001361,SETTLE1361,4323.06,EUR
100,0000001362,SETTLE1362,3819.46,EUR
100,0000001363,SETTLE1363,2496.72,EUR
100,0000001364,SETTLE1364,1542.25,EUR
100,0000001365,SETTLE1365,3464.18,EUR
100,0000001366,SETTLE1366,1901.35,EUR
100,0000001367,SETTLE1367,702.3,EUR
100,0000001368,SETTLE1368,4428.61,EUR
100,0000001369,SETTLE1369,3538.06,EUR
100,0000001370,SETTLE1370,4005.08,EUR
100,0000001371,SETTLE1371,2333.32,EUR
100,0000001372,SETTLE1372,3566.7,EUR
100,0000001373,SETTLE1373,2553.35,EUR
100,0000001374,SETTLE1374,1350.34,EUR
100,0000001375,SETTLE1375,2366.21,EUR
100,0000001376,SETTLE1376,993.24,EUR
100,0000001377,SETTLE1377,2710.76,EUR
100,0000001378,SETTLE1378,3392.75,EUR
100,0000001379,SETTLE1379,1890.91,EUR
100,0000001380,SETTLE1380,4754.51,EUR
100,0000001381,SETTLE1381,1149.26,EUR
100,0000001382,SETTLE1382,2342.21,EUR
100,0000001383,SETTLE1383,125.71,EUR
100,0000001384,SETTLE1384,4316.49,EUR
100,0000001385,SETTLE1385,4070.77,EUR
100,0000001386,SETTLE1386,3561.37,EUR
100,0000001387,SETTLE1387,3328.45,EUR
100,0000001388,SETTLE1388,4983.29,EUR
100,0000001389,SETTLE1389,3648.83,EUR
100,0000001390,SETTLE1390,1107.63,EUR
100,0000001391,SETTLE1391,3635.49,EUR
100,0000001392,SETTLE1392,4469.74,EUR
100,0000001393,SETTLE1393,4982.68,EUR
100,0000001394,SETTLE1394,604.46,EUR
100,0000001395,SETTLE1395,344.43,EUR
100,0000001396,SETTLE1396,1212.33,EUR
100,0000001397,SETTLE1397,2410.27,EUR
100,0000001398,SETTLE1398,1232.99,EUR
100,0000001399,SETTLE1399,4564.18,EUR
100,0000001400,SETTLE1400,4246.85,EUR
100,0000001401,SETTLE1401,521.68,EUR
100,0000001402,SETTLE1402,4582.23,EUR
100,0000001403,SETTLE1403,4860.66,EUR
100,0000001404,SETTLE1404,2912.07,EUR
100,0000001405,SETTLE1405,1407.82,EUR
100,0000001406,SETTLE1406,2563.08,EUR
100,0000001407,SETTLE1407,3040.35,EUR
100,0000001408,SETTLE1408,2191.82,EUR
100,0000001409,SETTLE1409,4280.37,EUR
100,0000001410,SETTLE1410,4887.8,EUR
100,0000001411,SETTLE1411,4092.76,EUR
100,0000001412,SETTLE1412,3875.76,EUR
100,0000001413,SETTLE1413,3229.41,EUR
100,0000001414,SETTLE1414,1924.02,EUR
100,0000001415,SETTLE1415,134.87,EUR
100,0000001416,SETTLE1416,1032.45,EUR
100,0000001417,SETTLE1417,422.32,EUR
100,0000001418,SETTLE1418,4299.1,EUR
100,0000001419,SETTLE1419,2110.97,EUR
100,0000001420,SETTLE1420,1295.11,EUR
100,0000001421,SETTLE1421,3602.16,EUR
100,0000001422,SETTLE1422,2766.99,EUR
100,0000001423,SETTLE1423,1942.54,EUR
100,0000001424,SETTLE1424,1038.17,EUR
100,0000001425,SETTLE1425,3619.61,EUR
100,0000001426,SETTLE1426,3145.84,EUR
100,0000001427,SETTLE1427,416.92,EUR
100,0000001428,SETTLE1428,4152.8,EUR
100,0000001429,SETTLE1429,104.85,EUR
100,0000001430,SETTLE1430,2373.1,EUR
100,0000001431,SETTLE1431,1644.11,EUR
100,0000001432,SETTLE1432,893.19,EUR
100,0000001433,SETTLE1433,4809.23,EUR
100,0000001434,SETTLE1434,3749.16,EUR
100,0000001435,SETTLE1435,4638.82,EUR
100,0000001436,SETTLE1436,3121.25,EUR
100,0000001437,SETTLE1437,2904.96,EUR
100,0000001438,SETTLE1438,1310.04,EUR
100,0000001439,SETTLE1439,1726.66,EUR
100,0000001440,SETTLE1440,517.17,EUR
100,0000001441,SETTLE1441,3750.88,EUR
100,0000001442,SETTLE1442,566.5,EUR
100,0000001443,SETTLE1443,3105.28,EUR
100,0000001444,SETTLE1444,1981.78,EUR
100,0000001445,SETTLE1445,4079.73,EUR
100,0000001446,SETTLE1446,1771.13,EUR
100,0000001447,SETTLE1447,2228.84,EUR
100,0000001448,SETTLE1448,727.1,EUR
100,0000001449,SETTLE1449,3338.87,EUR
100,0000001450,SETTLE1450,4632.92,EUR
100,0000001451,SETTLE1451,1045.03,EUR
100,0000001452,SETTLE1452,2625.34,EUR
100,0000001453,SETTLE1453,4065.3,EUR
100,0000001454,SETTLE1454,1808.53,EUR
100,0000001455,SETTLE1455,4874.06,EUR
100,0000001456,SETTLE1456,4717.84,EUR
100,0000001457,SETTLE1457,3852.38,EUR
100,0000001458,SETTLE1458,4537.93,EUR
100,0000001459,SETTLE1459,1732.88,EUR
100,0000001460,SETTLE1460,3806.52,EUR
100,0000001461,SETTLE1461,215.55,EUR
100,0000001462,SETTLE1462,2048.84,EUR
100,0000001463,SETTLE1463,3799.27,EUR
100,0000001464,SETTLE1464,4837.99,EUR
100,0000001465,SETTLE1465,179.28,EUR
100,0000001466,SETTLE1466,1056.01,EUR
100,0000001467,SETTLE1467,2091.07,EUR
100,0000001468,SETTLE1468,4363.9,EUR
100,0000001469,SETTLE1469,3006.83,EUR
100,0000001470,SETTLE1470,4518.98,EUR
100,0000001471,SETTLE1471,703.82,EUR
100,0000001472,SETTLE1472,2664.09,EUR
100,0000001473,SETTLE1473,1397.47,EUR
100,0000001474,SETTLE1474,1725.82,EUR
100,0000001475,SETTLE1475,1175.88,EUR
100,0000001476,SETTLE1476,1634.2,EUR
100,0000001477,SETTLE1477,4304.67,EUR
100,0000001478,SETTLE1478,1693.12,EUR
100,0000001479,SETTLE1479,859.72,EUR
100,0000001480,SETTLE1480,919.05,EUR
100,0000001481,SETTLE1481,4586.19,EUR
100,0000001482,SETTLE1482,1248.58,EUR
100,0000001483,SETTLE1483,2517.6,EUR
100,0000001484,SETTLE1484,3690.63,EUR
100,0000001485,SETTLE1485,1369.16,EUR
100,0000001486,SETTLE1486,1350.9,EUR
100,0000001487,SETTLE1487,3964.99,EUR
100,0000001488,SETTLE1488,421.23,EUR
100,0000001489,SETTLE1489,894.64,EUR
100,0000001490,SETTLE1490,635.71,EUR
100,0000001491,SETTLE1491,1619.76,EUR
100,0000001492,SETTLE1492,1620.02,EUR
100,0000001493,SETTLE1493,2089.51,EUR
100,0000001494,SETTLE1494,2997.55,EUR
100,0000001495,SETTLE1495,3451.92,EUR
100,0000001496,SETTLE1496,4089.0,EUR
100,0000001497,SETTLE1497,3924.07,EUR
100,0000001498,SETTLE1498,2055.18,EUR
100,0000001499,SETTLE1499,1167.89,EUR
100,0000001500,SETTLE1500,1977.78,EUR
100,0000001501,SETTLE1501,1446.5,EUR
100,0000001502,SETTLE1502,1471.07,EUR
100,0000001503,SETTLE1503,1266.13,EUR
100,0000001504,SETTLE1504,1755.55,EUR
100,0000001505,SETTLE1505,3116.33,EUR
100,0000001506,SETTLE1506,4272.29,EUR
100,0000001507,SETTLE1507,1144.06,EUR
100,0000001508,SETTLE1508,2642.04,EUR
100,0000001509,SETTLE1509,819.83,EUR
100,0000001510,SETTLE1510,332.22,EUR
100,0000001511,SETTLE1511,1108.81,EUR
100,0000001512,SETTLE1512,566.79,EUR
100,0000001513,SETTLE1513,3655.81,EUR
100,0000001514,SETTLE1514,3411.63,EUR
100,0000001515,SETTLE1515,139.06,EUR
100,0000001516,SETTLE1516,2952.34,EUR
100,0000001517,SETTLE1517,4964.32,EUR
100,0000001518,SETTLE1518,2019.18,EUR
100,0000001519,SETTLE1519,2022.34,EUR
100,0000001520,SETTLE1520,1081.33,EUR
100,0000001521,SETTLE1521,4872.9,EUR
100,0000001522,SETTLE1522,3047.95,EUR
100,0000001523,SETTLE1523,1019.13,EUR
100,0000001524,SETTLE1524,2340.07,EUR
100,0000001525,SETTLE1525,4027.88,EUR
100,0000001526,SETTLE1526,3776.81,EUR
100,0000001527,SETTLE1527,1784.85,EUR
100,0000001528,SETTLE1528,642.35,EUR
100,0000001529,SETTLE1529,2638.31,EUR
100,0000001530,SETTLE1530,3760.8,EUR
100,0000001531,SETTLE1531,4778.66,EUR
100,0000001532,SETTLE1532,627.03,EUR
100,0000001533,SETTLE1533,2904.26,EUR
100,0000001534,SETTLE1534,3107.68,EUR
100,0000001535,SETTLE1535,3626.92,EUR
100,0000001536,SETTLE1536,3684.89,EUR
100,0000001537,SETTLE1537,4918.52,EUR
100,0000001538,SETTLE1538,3962.88,EUR
100,0000001539,SETTLE1539,1083.19,EUR
100,0000001540,SETTLE1540,3998.75,EUR
100,0000001541,SETTLE1541,1093.09,EUR
100,0000001542,SETTLE1542,4227.56,EUR
100,0000001543,SETTLE1543,3454.45,EUR
100,0000001544,SETTLE1544,4805.57,EUR
100,0000001545,SETTLE1545,2323.56,EUR
100,0000001546,SETTLE1546,3465.9,EUR
100,0000001547,SETTLE1547,2974.24,EUR
100,0000001548,SETTLE1548,913.07,EUR
100,0000001549,SETTLE1549,2614.54,EUR
100,0000001550,SETTLE1550,688.93,EUR
100,0000001551,SETTLE1551,2852.12,EUR
100,0000001552,SETTLE1552,3946.13,EUR
100,0000001553,SETTLE1553,3727.59,EUR
100,0000001554,SETTLE1554,1931.17,EUR
100,0000001555,SETTLE1555,3192.54,EUR
100,0000001556,SETTLE1556,3177.69,EUR
100,0000001557,SETTLE1557,1790.14,EUR
100,0000001558,SETTLE1558,2341.53,EUR
100,0000001559,SETTLE1559,1343.26,EUR
100,0000001560,SETTLE1560,1057.39,EUR
100,0000001561,SETTLE1561,3916.95,EUR
100,0000001562,SETTLE1562,3314.63,EUR
100,0000001563,SETTLE1563,4616.55,EUR
100,0000001564,SETTLE1564,4049.41,EUR
100,0000001565,SETTLE1565,339.14,EUR
100,0000001566,SETTLE1566,4125.1,EUR
100,0000001567,SETTLE1567,4696.16,EUR
100,0000001568,SETTLE1568,2772.34,EUR
100,0000001569,SETTLE1569,3622.8,EUR
100,0000001570,SETTLE1570,768.93,EUR
100,0000001571,SETTLE1571,420.95,EUR
100,0000001572,SETTLE1572,1675.14,EUR
100,0000001573,SETTLE1573,4227.18,EUR
100,0000001574,SETTLE1574,4168.13,EUR
100,0000001575,SETTLE1575,666.7,EUR
100,0000001576,SETTLE1576,4804.83,EUR
100,0000001577,SETTLE1577,1103.91,EUR
100,0000001578,SETTLE1578,736.16,EUR
100,0000001579,SETTLE1579,1222.17,EUR
100,0000001580,SETTLE1580,1372.49,EUR
100,0000001581,SETTLE1581,4489.47,EUR
100,0000001582,SETTLE1582,2116.11,EUR
100,0000001583,SETTLE1583,1621.28,EUR
100,0000001584,SETTLE1584,168.98,EUR
100,0000001585,SETTLE1585,773.66,EUR
100,0000001586,SETTLE1586,729.23,EUR
100,0000001587,SETTLE1587,3318.53,EUR
100,0000001588,SETTLE1588,4334.94,EUR
100,0000001589,SETTLE1589,681.34,EUR
100,0000001590,SETTLE1590,4067.95,EUR
100,0000001591,SETTLE1591,2038.18,EUR
100,0000001592,SETTLE1592,4189.22,EUR
100,0000001593,SETTLE1593,2220.06,EUR
100,0000001594,SETTLE1594,595.68,EUR
100,0000001595,SETTLE1595,4244.38,EUR
100,0000001596,SETTLE1596,4901.78,EUR
100,0000001597,SETTLE1597,3731.89,EUR
100,0000001598,SETTLE1598,3580.06,EUR
100,0000001599,SETTLE1599,3291.87,EUR
100,0000001600,SETTLE1600,3443.49,EUR
100,0000001601,SETTLE1601,3355.75,EUR
100,0000001602,SETTLE1602,4382.41,EUR
100,0000001603,SETTLE1603,4354.95,EUR
100,0000001604,SETTLE1604,2237.27,EUR
100,0000001605,SETTLE1605,528.31,EUR
100,0000001606,SETTLE1606,4915.32,EUR
100,0000001607,SETTLE1607,4499.38,EUR
100,0000001608,SETTLE1608,2108.63,EUR
100,0000001609,SETTLE1609,3216.48,EUR
100,0000001610,SETTLE1610,4913.02,EUR
100,0000001611,SETTLE1611,2705.57,EUR
100,0000001612,SETTLE1612,1636.47,EUR
100,0000001613,SETTLE1613,142.22,EUR
100,0000001614,SETTLE1614,2415.18,EUR
100,0000001615,SETTLE1615,1200.19,EUR
100,0000001616,SETTLE1616,1009.31,EUR
100,0000001617,SETTLE1617,4179.95,EUR
100,0000001618,SETTLE1618,3387.61,EUR
100,0000001619,SETTLE1619,3901.61,EUR
100,0000001620,SETTLE1620,2851.76,EUR
100,0000001621,SETTLE1621,3754.35,EUR
100,0000001622,SETTLE1622,3865.9,EUR
100,0000001623,SETTLE1623,1410.62,EUR
100,0000001624,SETTLE1624,1445.05,EUR
100,0000001625,SETTLE1625,3888.16,EUR
100,0000001626,SETTLE1626,1659.6,EUR
100,0000001627,SETTLE1627,4860.28,EUR
100,0000001628,SETTLE1628,4042.86,EUR
100,0000001629,SETTLE1629,414.86,EUR
100,0000001630,SETTLE1630,1642.41,EUR
100,0000001631,SETTLE1631,649.82,EUR
100,0000001632,SETTLE1632,3665.06,EUR
100,0000001633,SETTLE1633,3011.39,EUR
100,0000001634,SETTLE1634,4621.97,EUR
100,0000001635,SETTLE1635,3420.79,EUR
100,0000001636,SETTLE1636,3145.02,EUR
100,0000001637,SETTLE1637,2268.69,EUR
100,0000001638,SETTLE1638,1453.57,EUR
100,0000001639,SETTLE1639,4015.72,EUR
100,0000001640,SETTLE1640,2413.23,EUR
100,0000001641,SETTLE1641,4060.89,EUR
100,0000001642,SETTLE1642,335.0,EUR
100,0000001643,SETTLE1643,210.42,EUR
100,0000001644,SETTLE1644,1185.11,EUR
100,0000001645,SETTLE1645,3161.83,EUR
100,0000001646,SETTLE1646,4601.35,EUR
100,0000001647,SETTLE1647,2802.36,EUR
100,0000001648,SETTLE1648,889.22,EUR
100,0000001649,SETTLE1649,2077.77,EUR
100,0000001650,SETTLE1650,957.48,EUR
100,0000001651,SETTLE1651,1248.56,EUR
100,0000001652,SETTLE1652,286.53,EUR
100,0000001653,SETTLE1653,614.14,EUR
100,0000001654,SETTLE1654,1241.81,EUR
100,0000001655,SETTLE1655,1968.43,EUR
100,0000001656,SETTLE1656,3214.96,EUR
100,0000001657,SETTLE1657,2128.65,EUR
100,0000001658,SETTLE1658,4486.65,EUR
100,0000001659,SETTLE1659,4215.14,EUR
100,0000001660,SETTLE1660,4545.32,EUR
100,0000001661,SETTLE1661,280.01,EUR
100,0000001662,SETTLE1662,3641.22,EUR
100,0000001663,SETTLE1663,2105.12,EUR
100,0000001664,SETTLE1664,3647.04,EUR
100,0000001665,SETTLE1665,3032.36,EUR
100,0000001666,SETTLE1666,4634.99,EUR
100,0000001667,SETTLE1667,2990.7,EUR
100,0000001668,SETTLE1668,4628.97,EUR
100,0000001669,SETTLE1669,4697.26,EUR
100,0000001670,SETTLE1670,1422.12,EUR
100,0000001671,SETTLE1671,1094.73,EUR
100,0000001672,SETTLE1672,3502.65,EUR
100,0000001673,SETTLE1673,1179.41,EUR
100,0000001674,SETTLE1674,3752.45,EUR
100,0000001675,SETTLE1675,3905.38,EUR
100,0000001676,SETTLE1676,2164.66,EUR
100,0000001677,SETTLE1677,4602.62,EUR
100,0000001678,SETTLE1678,4382.84,EUR
100,0000001679,SETTLE1679,1919.44,EUR
100,0000001680,SETTLE1680,1265.65,EUR
100,0000001681,SETTLE1681,1919.51,EUR
100,0000001682,SETTLE1682,2191.51,EUR
100,0000001683,SETTLE1683,1083.1,EUR
100,0000001684,SETTLE1684,4605.46,EUR
100,0000001685,SETTLE1685,2561.75,EUR
100,0000001686,SETTLE1686,4852.65,EUR
100,0000001687,SETTLE1687,3343.68,EUR
100,0000001688,SETTLE1688,1607.89,EUR
100,0000001689,SETTLE1689,1084.48,EUR
100,0000001690,SETTLE1690,2486.83,EUR
100,0000001691,SETTLE1691,3898.42,EUR
100,0000001692,SETTLE1692,4789.82,EUR
100,0000001693,SETTLE1693,2931.98,EUR
100,0000001694,SETTLE1694,3194.58,EUR
100,0000001695,SETTLE1695,1517.22,EUR
100,0000001696,SETTLE1696,684.15,EUR
100,0000001697,SETTLE1697,1461.56,EUR
100,0000001698,SETTLE1698,384.79,EUR
100,0000001699,SETTLE1699,2584.71,EUR
100,0000001700,SETTLE1700,3664.04,EUR
100,0000001701,SETTLE1701,2753.03,EUR
100,0000001702,SETTLE1702,4363.5,EUR
100,0000001703,SETTLE1703,2284.59,EUR
100,0000001704,SETTLE1704,4851.69,EUR
100,0000001705,SETTLE1705,3412.72,EUR
100,0000001706,SETTLE1706,178.33,EUR
100,0000001707,SETTLE1707,1577.51,EUR
100,0000001708,SETTLE1708,1335.99,EUR
100,0000001709,SETTLE1709,2462.74,EUR
100,0000001710,SETTLE1710,4412.33,EUR
100,0000001711,SETTLE1711,3853.63,EUR
100,0000001712,SETTLE1712,1285.55,EUR
100,0000001713,SETTLE1713,1625.59,EUR
100,0000001714,SETTLE1714,4328.49,EUR
100,0000001715,SETTLE1715,2847.81,EUR
100,0000001716,SETTLE1716,2954.57,EUR
100,0000001717,SETTLE1717,4450.22,EUR
100,0000001718,SETTLE1718,4081.66,EUR
100,0000001719,SETTLE1719,4699.53,EUR
100,0000001720,SETTLE1720,3506.31,EUR
100,0000001721,SETTLE1721,4680.31,EUR
100,0000001722,SETTLE1722,4886.94,EUR
100,0000001723,SETTLE1723,4275.54,EUR
100,0000001724,SETTLE1724,2033.65,EUR
100,0000001725,SETTLE1725,4695.29,EUR
100,0000001726,SETTLE1726,4112.63,EUR
100,0000001727,SETTLE1727,1041.58,EUR
100,0000001728,SETTLE1728,3003.0,EUR
100,0000001729,SETTLE1729,1915.46,EUR
100,0000001730,SETTLE1730,623.46,EUR
100,0000001731,SETTLE1731,2820.42,EUR
100,0000001732,SETTLE1732,951.71,EUR
100,0000001733,SETTLE1733,1936.07,EUR
100,0000001734,SETTLE1734,758.79,EUR
100,0000001735,SETTLE1735,1630.91,EUR
100,0000001736,SETTLE1736,2051.77,EUR
100,0000001737,SETTLE1737,4987.68,EUR
100,0000001738,SETTLE1738,2629.6,EUR
100,0000001739,SETTLE1739,3951.0,EUR
100,0000001740,SETTLE1740,1989.6,EUR
100,0000001741,SETTLE1741,2498.25,EUR
100,0000001742,SETTLE1742,4810.15,EUR
100,0000001743,SETTLE1743,2841.61,EUR
100,0000001744,SETTLE1744,1237.82,EUR
100,0000001745,SETTLE1745,1724.13,EUR
100,0000001746,SETTLE1746,3829.32,EUR
100,0000001747,SETTLE1747,931.47,EUR
100,0000001748,SETTLE1748,896.18,EUR
100,0000001749,SETTLE1749,1358.02,EUR
100,0000001750,SETTLE1750,855.75,EUR
100,0000001751,SETTLE1751,2198.2,EUR
100,0000001752,SETTLE1752,373.93,EUR
100,0000001753,SETTLE1753,1672.48,EUR
100,0000001754,SETTLE1754,996.32,EUR
100,0000001755,SETTLE1755,3922.12,EUR
100,0000001756,SETTLE1756,3285.05,EUR
100,0000001757,SETTLE1757,3535.27,EUR
