MANDT,KOKRS,PESSION,KUNNR,MATNR,VKORG,WERKS,PERDE,GJAHR,VV010,TWAER
100,1000,0000002733,0000000057,000000000000100021,1000,0009,009,2023,2801.3,EUR
100,1000,0000002734,0000000133,000000000000100114,2000,0002,010,2024,4903.41,EUR
100,1000,0000002735,0000000431,000000000000100429,1000,0003,011,2023,4319.27,EUR
100,1000,0000002736,0000000312,000000000000100303,2000,0004,012,2024,9762.17,EUR
100,1000,0000002737,0000000479,000000000000100326,1000,0005,001,2023,3660.39,EUR
100,1000,0000002738,0000000022,000000000000100055,1000,0001,002,2024,7995.8,EUR
100,1000,0000002739,0000000156,000000000000100379,1000,0010,003,2023,2330.93,EUR
100,1000,0000002740,0000000381,000000000000100413,2000,0006,004,2024,5580.58,EUR
100,1000,0000002741,0000000116,000000000000100259,2000,0007,005,2023,2946.5,EUR
100,1000,0000002742,0000000351,000000000000100002,2000,0002,006,2024,404.34,EUR
100,1000,0000002743,0000000431,000000000000100400,2000,0010,007,2023,9524.98,EUR
100,1000,0000002744,0000000095,000000000000100418,2000,0010,008,2024,4564.34,EUR
100,1000,0000002745,0000000278,000000000000100439,2000,0007,009,2023,9109.34,EUR
100,1000,0000002746,0000000049,000000000000100190,1000,0003,010,2024,3992.1,EUR
100,1000,0000002747,0000000087,000000000000100255,2000,0009,011,2023,8681.6,EUR
100,1000,0000002748,0000000392,000000000000100456,1000,0004,012,2024,1372.42,EUR
100,1000,0000002749,0000000005,000000000000100320,1000,0010,001,2023,8286.92,EUR
100,1000,0000002750,0000000387,000000000000100158,1000,0009,002,2024,8838.74,EUR
100,1000,0000002751,0000000008,000000000000100258,1000,0004,003,2023,8148.73,EUR
100,1000,0000002752,0000000320,000000000000100356,2000,0009,004,2024,8706.88,EUR
100,1000,0000002753,0000000240,000000000000100310,2000,0005,005,2023,1280.73,EUR
100,1000,0000002754,0000000412,000000000000100014,2000,0004,006,2024,4038.46,EUR
100,1000,0000002755,0000000384,000000000000100076,2000,0009,007,2023,6782.03,EUR
100,1000,0000002756,0000000075,000000000000100431,1000,0010,008,2024,7796.45,EUR
100,1000,0000002757,0000000489,000000000000100455,2000,0005,009,2023,2223.48,EUR
100,1000,0000002758,0000000313,000000000000100485,1000,0002,010,2024,3862.52,EUR
100,1000,0000002759,0000000494,000000000000100022,1000,0001,011,2023,4771.92,EUR
100,1000,0000002760,0000000018,000000000000100460,2000,0008,012,2024,999.39,EUR
100,1000,0000002761,0000000351,000000000000100364,2000,0008,001,2023,6682.76,EUR
100,1000,0000002762,0000000149,000000000000100355,1000,0010,002,2024,8099.59,EUR
100,1000,0000002763,0000000473,000000000000100214,2000,0006,003,2023,2264.61,EUR
100,1000,0000002764,0000000150,000000000000100052,2000,0010,004,2024,3557.88,EUR
100,1000,0000002765,0000000299,000000000000100337,2000,0002,005,2023,577.77,EUR
100,1000,0000002766,0000000437,000000000000100221,1000,0003,006,2024,3241.81,EUR
100,1000,0000002767,0000000134,000000000000100151,1000,0003,007,2023,8834.38,EUR
100,1000,0000002768,0000000172,000000000000100433,2000,0007,008,2024,2981.9,EUR
100,1000,0000002769,0000000290,000000000000100338,2000,0001,009,2023,3331.13,EUR
100,1000,0000002770,0000000380,000000000000100026,2000,0001,010,2024,9430.66,EUR
100,1000,0000002771,0000000100,000000000000100061,1000,0010,011,2023,2863.87,EUR
100,1000,0000002772,0000000332,000000000000100018,1000,0009,012,2024,9836.43,EUR
100,1000,0000002773,0000000278,000000000000100018,1000,0006,001,2023,8854.11,EUR
100,1000,0000002774,0000000354,000000000000100278,1000,0007,002,2024,1266.13,EUR
100,1000,0000002775,0000000413,000000000000100359,1000,0003,003,2023,1982.76,EUR
100,1000,0000002776,0000000255,000000000000100485,2000,0008,004,2024,4035.05,EUR
100,1000,0000002777,0000000065,000000000000100472,2000,0010,005,2023,3927.13,EUR
100,1000,0000002778,0000000020,000000000000100383,2000,0002,006,2024,3859.23,EUR
100,1000,0000002779,0000000314,000000000000100241,1000,0002,007,2023,5419.71,EUR
100,1000,0000002780,0000000471,000000000000100073,2000,0007,008,2024,1111.83,EUR
100,1000,0000002781,0000000333,000000000000100006,2000,0004,009,2023,3049.96,EUR
100,1000,0000002782,0000000282,000000000000100254,2000,0006,010,2024,8070.51,EUR
100,1000,0000002783,0000000121,000000000000100189,1000,0005,011,2023,4834.91,EUR
100,1000,0000002784,0000000190,000000000000100156,1000,0003,012,2024,829.57,EUR
100,1000,0000002785,0000000368,000000000000100026,1000,0008,001,2023,7327.41,EUR
100,1000,0000002786,0000000106,000000000000100161,1000,0006,002,2024,4644.33,EUR
100,1000,0000002787,0000000448,000000000000100247,1000,0001,003,2023,6130.75,EUR
100,1000,0000002788,0000000293,000000000000100438,2000,0003,004,2024,4216.16,EUR
100,1000,0000002789,0000000130,000000000000100264,2000,0003,005,2023,7723.05,EUR
100,1000,0000002790,0000000159,000000000000100417,2000,0004,006,2024,5029.7,EUR
100,1000,0000002791,0000000108,000000000000100295,1000,0008,007,2023,7066.17,EUR
100,1000,0000002792,0000000394,000000000000100148,2000,0009,008,2024,8016.92,EUR
100,1000,0000002793,0000000040,000000000000100255,2000,0002,009,2023,5275.09,EUR
100,1000,0000002794,0000000373,000000000000100011,2000,0001,010,2024,576.15,EUR
100,1000,0000002795,0000000213,000000000000100122,1000,0001,011,2023,9854.84,EUR
100,1000,0000002796,0000000432,000000000000100423,1000,0001,012,2024,280.34,EUR
100,1000,0000002797,0000000481,000000000000100315,1000,0007,001,2023,3184.46,EUR
100,1000,0000002798,0000000340,000000000000100499,1000,0010,002,2024,3327.46,EUR
100,1000,0000002799,0000000317,000000000000100320,2000,0001,003,2023,8678.46,EUR
100,1000,0000002800,0000000219,000000000000100493,1000,0003,004,2024,8563.94,EUR
100,1000,0000002801,0000000289,000000000000100404,2000,0010,005,2023,1948.76,EUR
100,1000,0000002802,0000000269,000000000000100391,2000,0002,006,2024,1126.31,EUR
100,1000,0000002803,0000000450,000000000000100289,2000,0008,007,2023,5729.83,EUR
100,1000,0000002804,0000000357,000000000000100064,1000,0006,008,2024,8537.02,EUR
100,1000,0000002805,0000000393,000000000000100087,2000,0004,009,2023,4894.25,EUR
100,1000,0000002806,0000000161,000000000000100237,1000,0005,010,2024,6302.65,EUR
100,1000,0000002807,0000000175,000000000000100217,1000,0005,011,2023,7826.33,EUR
100,1000,0000002808,0000000371,000000000000100488,2000,0001,012,2024,9024.57,EUR
100,1000,0000002809,0000000375,000000000000100322,1000,0010,001,2023,9499.75,EUR
100,1000,0000002810,0000000131,000000000000100495,1000,0004,002,2024,8515.12,EUR
100,1000,0000002811,0000000231,000000000000100094,1000,0007,003,2023,2966.18,EUR
100,1000,0000002812,0000000284,000000000000100023,1000,0005,004,2024,8798.03,EUR
100,1000,0000002813,0000000046,000000000000100197,2000,0001,005,2023,4448.92,EUR
100,1000,0000002814,0000000283,000000000000100490,1000,0003,006,2024,9712.52,EUR
100,1000,0000002815,0000000412,000000000000100153,2000,0006,007,2023,6482.21,EUR
100,1000,0000002816,0000000003,000000000000100094,1000,0007,008,2024,3949.35,EUR
100,1000,0000002817,0000000236,000000000000100099,2000,0004,009,2023,6428.57,EUR
100,1000,0000002818,0000000257,000000000000100193,2000,0004,010,2024,3516.7,EUR
100,1000,0000002819,0000000112,000000000000100120,2000,0006,011,2023,4734.58,EUR
100,1000,0000002820,0000000015,000000000000100168,1000,0010,012,2024,312.72,EUR
100,1000,0000002821,0000000095,000000000000100388,1000,0007,001,2023,7167.25,EUR
100,1000,0000002822,0000000108,000000000000100469,1000,0001,002,2024,4402.83,EUR
100,1000,0000002823,0000000319,000000000000100307,1000,0007,003,2023,646.62,EUR
100,1000,0000002824,0000000004,000000000000100364,2000,0010,004,2024,6886.67,EUR
100,1000,0000002825,0000000074,000000000000100333,1000,0003,005,2023,3171.86,EUR
100,1000,0000002826,0000000223,000000000000100155,1000,0008,006,2024,6774.48,EUR
100,1000,0000002827,0000000096,000000000000100066,1000,0001,007,2023,6378.58,EUR
100,1000,0000002828,0000000360,000000000000100117,1000,0004,008,2024,4215.22,EUR
100,1000,0000002829,0000000465,000000000000100135,2000,0001,009,2023,6586.52,EUR
100,1000,0000002830,0000000353,000000000000100370,1000,0005,010,2024,6986.31,EUR
100,1000,0000002831,0000000090,000000000000100241,2000,0002,011,2023,4791.64,EUR
100,1000,0000002832,0000000485,000000000000100476,1000,0009,012,2024,5223.17,EUR
100,1000,0000002833,0000000387,000000000000100222,2000,0010,001,2023,7750.32,EUR
100,1000,0000002834,0000000351,000000000000100437,2000,0009,002,2024,1703.2,EUR
100,1000,0000002835,0000000484,000000000000100012,2000,0009,003,2023,4106.38,EUR
100,1000,0000002836,0000000067,000000000000100065,2000,0010,004,2024,4259.37,EUR
100,1000,0000002837,0000000193,000000000000100103,2000,0010,005,2023,2485.39,EUR
100,1000,0000002838,0000000308,000000000000100298,1000,0002,006,2024,6051.31,EUR
100,1000,0000002839,0000000296,000000000000100083,2000,0009,007,2023,730.26,EUR
100,1000,0000002840,0000000323,000000000000100371,2000,0004,008,2024,7147.84,EUR
100,1000,0000002841,0000000090,000000000000100340,1000,0005,009,2023,3894.35,EUR
100,1000,0000002842,0000000479,000000000000100384,2000,0007,010,2024,6813.66,EUR
100,1000,0000002843,0000000102,000000000000100156,1000,0004,011,2023,8340.35,EUR
100,1000,0000002844,0000000010,000000000000100034,2000,0002,012,2024,927.95,EUR
100,1000,0000002845,0000000098,000000000000100104,1000,0004,001,2023,7083.82,EUR
100,1000,0000002846,0000000212,000000000000100134,1000,0005,002,2024,1701.89,EUR
100,1000,0000002847,0000000227,000000000000100317,1000,0003,003,2023,8654.76,EUR
100,1000,0000002848,0000000495,000000000000100294,2000,0006,004,2024,4186.35,EUR
100,1000,0000002849,0000000247,000000000000100453,1000,0001,005,2023,8367.88,EUR
100,1000,0000002850,0000000022,000000000000100263,1000,0009,006,2024,4929.66,EUR
100,1000,0000002851,0000000401,000000000000100006,1000,0008,007,2023,8295.88,EUR
100,1000,0000002852,0000000363,000000000000100499,1000,0008,008,2024,3041.32,EUR
100,1000,0000002853,0000000060,000000000000100250,1000,0008,009,2023,9803.73,EUR
100,1000,0000002854,0000000210,000000000000100142,2000,0002,010,2024,6622.45,EUR
100,1000,0000002855,0000000033,000000000000100432,1000,0006,011,2023,9153.35,EUR
100,1000,0000002856,0000000419,000000000000100037,1000,0005,012,2024,1608.2,EUR
100,1000,0000002857,0000000124,000000000000100451,2000,0007,001,2023,7379.87,EUR
100,1000,0000002858,0000000438,000000000000100448,2000,0002,002,2024,3230.49,EUR
100,1000,0000002859,0000000030,000000000000100088,2000,0001,003,2023,2777.38,EUR
100,1000,0000002860,0000000337,000000000000100419,1000,0001,004,2024,3299.46,EUR
100,1000,0000002861,0000000262,000000000000100013,1000,0004,005,2023,9954.95,EUR
100,1000,0000002862,0000000475,000000000000100273,1000,0005,006,2024,3332.77,EUR
100,1000,0000002863,0000000033,000000000000100496,1000,0010,007,2023,3277.02,EUR
100,1000,0000002864,0000000457,000000000000100469,1000,0004,008,2024,9526.96,EUR
100,1000,0000002865,0000000238,000000000000100219,1000,0005,009,2023,6816.81,EUR
100,1000,0000002866,0000000088,000000000000100196,1000,0009,010,2024,497.42,EUR
100,1000,0000002867,0000000211,000000000000100348,2000,0004,011,2023,3460.38,EUR
100,1000,0000002868,0000000414,000000000000100281,1000,0009,012,2024,8935.13,EUR
100,1000,0000002869,0000000170,000000000000100131,1000,0005,001,2023,5749.94,EUR
100,1000,0000002870,0000000068,000000000000100364,1000,0009,002,2024,7378.68,EUR
100,1000,0000002871,0000000098,000000000000100216,1000,0006,003,2023,3143.48,EUR
100,1000,0000002872,0000000030,000000000000100225,1000,0009,004,2024,1163.04,EUR
100,1000,0000002873,0000000137,000000000000100291,1000,0007,005,2023,4148.46,EUR
100,1000,0000002874,0000000267,000000000000100074,1000,0006,006,2024,599.17,EUR
100,1000,0000002875,0000000039,000000000000100434,1000,0004,007,2023,5275.73,EUR
100,1000,0000002876,0000000199,000000000000100040,1000,0008,008,2024,3929.16,EUR
100,1000,0000002877,0000000362,000000000000100230,2000,0005,009,2023,1197.74,EUR
100,1000,0000002878,0000000115,000000000000100254,1000,0003,010,2024,1908.79,EUR
100,1000,0000002879,0000000234,000000000000100055,1000,0006,011,2023,9410.68,EUR
100,1000,0000002880,0000000378,000000000000100359,2000,0004,012,2024,9872.77,EUR
100,1000,0000002881,0000000382,000000000000100154,1000,0010,001,2023,1202.02,EUR
100,1000,0000002882,0000000459,000000000000100312,1000,0007,002,2024,5773.97,EUR
100,1000,0000002883,0000000089,000000000000100486,2000,0003,003,2023,8070.94,EUR
100,1000,0000002884,0000000340,000000000000100337,1000,0006,004,2024,9422.43,EUR
100,1000,0000002885,0000000335,000000000000100450,1000,0004,005,2023,3845.44,EUR
100,1000,0000002886,0000000301,000000000000100337,2000,0010,006,2024,6836.24,EUR
100,1000,0000002887,0000000372,000000000000100171,2000,0001,007,2023,1065.2,EUR
100,1000,0000002888,0000000360,000000000000100248,1000,0008,008,2024,2768.28,EUR
100,1000,0000002889,0000000449,000000000000100275,1000,0008,009,2023,7902.86,EUR
100,1000,0000002890,0000000445,000000000000100299,2000,0005,010,2024,9857.54,EUR
100,1000,0000002891,0000000226,000000000000100394,2000,0001,011,2023,9542.72,EUR
100,1000,0000002892,0000000078,000000000000100187,2000,0008,012,2024,5721.91,EUR
100,1000,0000002893,0000000051,000000000000100031,1000,0005,001,2023,916.18,EUR
100,1000,0000002894,0000000154,000000000000100482,2000,0003,002,2024,3018.31,EUR
100,1000,0000002895,0000000328,000000000000100246,2000,0005,003,2023,8881.27,EUR
100,1000,0000002896,0000000212,000000000000100030,2000,0010,004,2024,6344.18,EUR
100,1000,0000002897,0000000376,000000000000100186,1000,0005,005,2023,3978.03,EUR
100,1000,0000002898,0000000075,000000000000100027,1000,0010,006,2024,4336.71,EUR
100,1000,0000002899,0000000459,000000000000100270,2000,0007,007,2023,6969.89,EUR
100,1000,0000002900,0000000281,000000000000100092,2000,0009,008,2024,563.68,EUR
100,1000,0000002901,0000000294,000000000000100377,2000,0002,009,2023,9144.45,EUR
100,1000,0000002902,0000000267,000000000000100102,2000,0005,010,2024,1649.53,EUR
100,1000,0000002903,0000000064,000000000000100475,1000,0007,011,2023,7690.96,EUR
100,1000,0000002904,0000000385,000000000000100164,1000,0004,012,2024,139.6,EUR
100,1000,0000002905,0000000391,000000000000100356,1000,0006,001,2023,5471.91,EUR
100,1000,0000002906,0000000148,000000000000100243,1000,0001,002,2024,4004.4,EUR
100,1000,0000002907,0000000183,000000000000100459,1000,0001,003,2023,2211.15,EUR
100,1000,0000002908,0000000473,000000000000100203,2000,0007,004,2024,7427.49,EUR
100,1000,0000002909,0000000409,000000000000100014,1000,0004,005,2023,8600.99,EUR
100,1000,0000002910,0000000215,000000000000100220,2000,0002,006,2024,1058.27,EUR
100,1000,0000002911,0000000183,000000000000100455,2000,0008,007,2023,3222.56,EUR
100,1000,0000002912,0000000226,000000000000100365,1000,0004,008,2024,3646.46,EUR
100,1000,0000002913,0000000069,000000000000100011,1000,0001,009,2023,5657.58,EUR
100,1000,0000002914,0000000073,000000000000100270,1000,0004,010,2024,9122.5,EUR
100,1000,0000002915,0000000462,000000000000100352,1000,0002,011,2023,6469.61,EUR
100,1000,0000002916,0000000281,000000000000100243,2000,0010,012,2024,8369.91,EUR
100,1000,0000002917,0000000082,000000000000100040,2000,0004,001,2023,5693.1,EUR
100,1000,0000002918,0000000385,000000000000100441,1000,0002,002,2024,7288.39,EUR
100,1000,0000002919,0000000036,000000000000100353,1000,0008,003,2023,5117.36,EUR
100,1000,0000002920,0000000180,000000000000100117,2000,0002,004,2024,5239.56,EUR
100,1000,0000002921,0000000009,000000000000100480,2000,0006,005,2023,3888.28,EUR
100,1000,0000002922,0000000297,000000000000100377,1000,0010,006,2024,9009.86,EUR
100,1000,0000002923,0000000206,000000000000100157,1000,0008,007,2023,8862.0,EUR
100,1000,0000002924,0000000197,000000000000100496,1000,0009,008,2024,1896.31,EUR
100,1000,0000002925,0000000275,000000000000100058,2000,0002,009,2023,8010.46,EUR
100,1000,0000002926,0000000033,000000000000100177,2000,0008,010,2024,9317.26,EUR
100,1000,0000002927,0000000447,000000000000100210,2000,0004,011,2023,8685.77,EUR
100,1000,0000002928,0000000362,000000000000100359,1000,0003,012,2024,4444.99,EUR
100,1000,0000002929,0000000349,000000000000100153,2000,0008,001,2023,6520.59,EUR
100,1000,0000002930,0000000366,000000000000100147,1000,0005,002,2024,9809.27,EUR
100,1000,0000002931,0000000427,000000000000100176,2000,0003,003,2023,220.56,EUR
100,1000,0000002932,0000000157,000000000000100309,2000,0004,004,2024,2200.33,EUR
100,1000,0000002933,0000000057,000000000000100321,2000,0002,005,2023,2476.02,EUR
100,1000,0000002934,0000000334,000000000000100489,2000,0008,006,2024,4651.89,EUR
100,1000,0000002935,0000000052,000000000000100195,2000,0008,007,2023,578.85,EUR
100,1000,0000002936,0000000006,000000000000100257,1000,0006,008,2024,8750.77,EUR
100,1000,0000002937,0000000033,000000000000100058,1000,0008,009,2023,9996.56,EUR
100,1000,0000002938,0000000270,000000000000100217,1000,0005,010,2024,815.6,EUR
100,1000,0000002939,0000000402,000000000000100376,1000,0001,011,2023,3911.41,EUR
100,1000,0000002940,0000000384,000000000000100347,2000,0008,012,2024,8790.68,EUR
100,1000,0000002941,0000000414,000000000000100479,2000,0005,001,2023,9540.4,EUR
100,1000,0000002942,0000000309,000000000000100175,2000,0005,002,2024,787.51,EUR
100,1000,0000002943,0000000222,000000000000100382,2000,0002,003,2023,895.51,EUR
100,1000,0000002944,0000000149,000000000000100318,1000,0009,004,2024,181.67,EUR
100,1000,0000002945,0000000053,000000000000100489,1000,0008,005,2023,5797.41,EUR
100,1000,0000002946,0000000450,000000000000100132,2000,0008,006,2024,2793.32,EUR
100,1000,0000002947,0000000487,000000000000100442,2000,0008,007,2023,9924.15,EUR
100,1000,0000002948,0000000200,000000000000100132,1000,0001,008,2024,4483.54,EUR
100,1000,0000002949,0000000079,000000000000100342,2000,0009,009,2023,628.25,EUR
100,1000,0000002950,0000000189,000000000000100108,2000,0006,010,2024,5543.36,EUR
100,1000,0000002951,0000000313,000000000000100242,1000,0007,011,2023,6278.8,EUR
100,1000,0000002952,0000000406,000000000000100344,2000,0006,012,2024,6307.72,EUR
100,1000,0000002953,0000000149,000000000000100194,1000,0010,001,2023,9200.06,EUR
100,1000,0000002954,0000000248,000000000000100037,2000,0010,002,2024,1620.12,EUR
100,1000,0000002955,0000000311,000000000000100134,1000,0010,003,2023,5555.12,EUR
100,1000,0000002956,0000000045,000000000000100074,1000,0003,004,2024,7911.77,EUR
100,1000,0000002957,0000000180,000000000000100053,1000,0006,005,2023,5407.73,EUR
100,1000,0000002958,0000000260,000000000000100035,2000,0005,006,2024,9639.35,EUR
100,1000,0000002959,0000000228,000000000000100260,1000,0001,007,2023,7056.45,EUR
100,1000,0000002960,0000000116,000000000000100101,2000,0006,008,2024,6610.41,EUR
100,1000,0000002961,0000000437,000000000000100383,2000,0003,009,2023,8499.87,EUR
100,1000,0000002962,0000000369,000000000000100118,1000,0009,010,2024,4460.02,EUR
100,1000,0000002963,0000000307,000000000000100041,1000,0004,011,2023,9491.77,EUR
100,1000,0000002964,0000000196,000000000000100028,2000,0006,012,2024,7440.77,EUR
100,1000,0000002965,0000000106,000000000000100411,1000,0004,001,2023,1534.47,EUR
100,1000,0000002966,0000000325,000000000000100234,2000,0006,002,2024,8240.87,EUR
100,1000,0000002967,0000000500,000000000000100353,2000,0006,003,2023,2105.79,EUR
100,1000,0000002968,0000000154,000000000000100414,1000,0001,004,2024,8873.77,EUR
100,1000,0000002969,0000000411,000000000000100382,2000,0001,005,2023,2071.49,EUR
100,1000,0000002970,0000000438,000000000000100373,2000,0004,006,2024,1850.68,EUR
100,1000,0000002971,0000000032,000000000000100026,1000,0005,007,2023,7988.67,EUR
100,1000,0000002972,0000000115,000000000000100274,1000,0003,008,2024,6890.93,EUR
100,1000,0000002973,0000000325,000000000000100482,2000,0006,009,2023,6727.96,EUR
100,1000,0000002974,0000000080,000000000000100158,2000,0001,010,2024,1802.68,EUR
100,1000,0000002975,0000000080,000000000000100027,1000,0006,011,2023,1036.77,EUR
100,1000,0000002976,0000000270,000000000000100456,2000,0010,012,2024,5779.62,EUR
100,1000,0000002977,0000000290,000000000000100218,2000,0010,001,2023,3027.55,EUR
100,1000,0000002978,0000000447,000000000000100466,1000,0002,002,2024,9734.26,EUR
100,1000,0000002979,0000000461,000000000000100041,1000,0001,003,2023,9182.21,EUR
100,1000,0000002980,0000000167,000000000000100082,1000,0005,004,2024,9442.1,EUR
100,1000,0000002981,0000000428,000000000000100036,2000,0004,005,2023,9193.23,EUR
100,1000,0000002982,0000000147,000000000000100260,2000,0002,006,2024,8950.2,EUR
100,1000,0000002983,0000000354,000000000000100303,2000,0009,007,2023,5021.19,EUR
100,1000,0000002984,0000000160,000000000000100453,1000,0003,008,2024,2063.19,EUR
100,1000,0000002985,0000000192,000000000000100237,2000,0001,009,2023,5443.12,EUR
100,1000,0000002986,0000000402,000000000000100128,1000,0006,010,2024,5748.38,EUR
100,1000,0000002987,0000000294,000000000000100218,1000,0008,011,2023,6253.19,EUR
100,1000,0000002988,0000000461,000000000000100393,2000,0009,012,2024,3588.87,EUR
100,1000,0000002989,0000000111,000000000000100091,1000,0002,001,2023,9556.23,EUR
100,1000,0000002990,0000000239,000000000000100307,1000,0001,002,2024,2251.32,EUR
100,1000,0000002991,0000000378,000000000000100200,1000,0009,003,2023,5921.99,EUR
100,1000,0000002992,0000000238,000000000000100289,1000,0010,004,2024,7301.23,EUR
100,1000,0000002993,0000000240,000000000000100464,2000,0008,005,2023,1979.01,EUR
100,1000,0000002994,0000000158,000000000000100274,2000,0006,006,2024,3464.37,EUR
100,1000,0000002995,0000000401,000000000000100478,1000,0005,007,2023,9084.76,EUR
100,1000,0000002996,0000000278,000000000000100046,2000,0009,008,2024,6806.81,EUR
100,1000,0000002997,0000000406,000000000000100111,1000,0006,009,2023,2801.53,EUR
100,1000,0000002998,0000000390,000000000000100407,1000,0004,010,2024,5665.93,EUR
100,1000,0000002999,0000000147,000000000000100332,2000,0005,011,2023,8784.29,EUR
100,1000,0000003000,0000000171,000000000000100247,2000,0003,012,2024,4311.73,EUR
100,1000,0000003001,0000000284,000000000000100060,2000,0003,001,2023,4609.42,EUR
100,1000,0000003002,0000000106,000000000000100420,1000,0002,002,2024,1424.74,EUR
100,1000,0000003003,0000000198,000000000000100105,1000,0005,003,2023,3066.07,EUR
100,1000,0000003004,0000000160,000000000000100280,2000,0006,004,2024,4851.44,EUR
100,1000,0000003005,0000000406,000000000000100268,2000,0002,005,2023,2579.27,EUR
100,1000,0000003006,0000000335,000000000000100190,1000,0010,006,2024,2217.94,EUR
100,1000,0000003007,0000000379,000000000000100246,1000,0005,007,2023,3672.0,EUR
100,1000,0000003008,0000000274,000000000000100365,1000,0009,008,2024,9832.18,EUR
100,1000,0000003009,0000000343,000000000000100047,1000,0003,009,2023,8742.65,EUR
100,1000,0000003010,0000000440,000000000000100260,2000,0005,010,2024,3799.18,EUR
100,1000,0000003011,0000000389,000000000000100377,1000,0004,011,2023,6219.23,EUR
100,1000,0000003012,0000000219,000000000000100030,1000,0006,012,2024,7932.71,EUR
100,1000,0000003013,0000000139,000000000000100272,2000,0002,001,2023,8666.46,EUR
100,1000,0000003014,0000000232,000000000000100296,2000,0009,002,2024,4885.68,EUR
100,1000,0000003015,0000000430,000000000000100033,2000,0002,003,2023,6169.01,EUR
100,1000,0000003016,0000000182,000000000000100103,2000,0008,004,2024,5213.55,EUR
100,1000,0000003017,0000000431,000000000000100358,2000,0003,005,2023,2272.17,EUR
100,1000,0000003018,0000000405,000000000000100115,2000,0005,006,2024,326.87,EUR
100,1000,0000003019,0000000022,000000000000100170,1000,0009,007,2023,3287.14,EUR
100,1000,0000003020,0000000410,000000000000100404,2000,0004,008,2024,7707.59,EUR
100,1000,0000003021,0000000463,000000000000100062,1000,0005,009,2023,1613.99,EUR
100,1000,0000003022,0000000274,000000000000100240,2000,0010,010,2024,6447.25,EUR
100,1000,0000003023,0000000234,000000000000100312,2000,0004,011,2023,7630.33,EUR
100,1000,0000003024,0000000135,000000000000100075,2000,0002,012,2024,6711.34,EUR
100,1000,0000003025,0000000132,000000000000100399,1000,0006,001,2023,3421.52,EUR
100,1000,0000003026,0000000066,000000000000100425,1000,0003,002,2024,7654.61,EUR
100,1000,0000003027,0000000494,000000000000100223,2000,0008,003,2023,3403.7,EUR
100,1000,0000003028,0000000403,000000000000100463,2000,0009,004,2024,536.59,EUR
100,1000,0000003029,0000000341,000000000000100263,1000,0003,005,2023,787.65,EUR
100,1000,0000003030,0000000231,000000000000100448,2000,0010,006,2024,8441.41,EUR
100,1000,0000003031,0000000404,000000000000100230,1000,0006,007,2023,1850.41,EUR
100,1000,0000003032,0000000278,000000000000100399,1000,0002,008,2024,5757.17,EUR
100,1000,0000003033,0000000359,000000000000100440,2000,0008,009,2023,1963.73,EUR
100,1000,0000003034,0000000253,000000000000100289,2000,0002,010,2024,6153.89,EUR
100,1000,0000003035,0000000363,000000000000100194,1000,0003,011,2023,1306.15,EUR
100,1000,0000003036,0000000107,000000000000100073,2000,0004,012,2024,6027.74,EUR
100,1000,0000003037,0000000361,000000000000100014,2000,0002,001,2023,8547.09,EUR
100,1000,0000003038,0000000496,000000000000100324,1000,0001,002,2024,3785.06,EUR
100,1000,0000003039,0000000432,000000000000100466,2000,0010,003,2023,521.5,EUR
100,1000,0000003040,0000000222,000000000000100408,2000,0009,004,2024,1216.73,EUR
100,1000,0000003041,0000000396,000000000000100152,2000,0009,005,2023,3787.76,EUR
100,1000,0000003042,0000000270,000000000000100422,1000,0006,006,2024,2646.25,EUR
100,1000,0000003043,0000000300,000000000000100429,2000,0007,007,2023,6416.46,EUR
100,1000,0000003044,0000000353,000000000000100181,1000,0005,008,2024,5056.66,EUR
100,1000,0000003045,0000000178,000000000000100467,2000,0004,009,2023,7101.65,EUR
100,1000,0000003046,0000000173,000000000000100136,1000,0007,010,2024,7512.8,EUR
100,1000,0000003047,0000000361,000000000000100313,1000,0005,011,2023,8460.68,EUR
100,1000,0000003048,0000000392,000000000000100144,1000,0002,012,2024,8314.12,EUR
100,1000,0000003049,0000000333,000000000000100360,1000,0001,001,2023,3023.74,EUR
100,1000,0000003050,0000000052,000000000000100246,2000,0002,002,2024,1650.31,EUR
100,1000,0000003051,0000000441,000000000000100491,1000,0004,003,2023,6115.1,EUR
100,1000,0000003052,0000000104,000000000000100046,1000,0008,004,2024,8292.76,EUR
100,1000,0000003053,0000000094,000000000000100131,1000,0008,005,2023,3992.81,EUR
100,1000,0000003054,0000000049,000000000000100392,1000,0005,006,2024,8618.44,EUR
100,1000,0000003055,0000000017,000000000000100288,1000,0001,007,2023,2437.3,EUR
100,1000,0000003056,0000000039,000000000000100040,2000,0003,008,2024,5526.65,EUR
100,1000,0000003057,0000000457,000000000000100208,1000,0004,009,2023,5776.34,EUR
100,1000,0000003058,0000000057,000000000000100336,1000,0008,010,2024,2845.88,EUR
100,1000,0000003059,0000000004,000000000000100340,2000,0007,011,2023,8708.87,EUR
100,1000,0000003060,0000000031,000000000000100353,2000,0003,012,2024,9802.4,EUR
100,1000,0000003061,0000000351,000000000000100143,2000,0004,001,2023,4304.69,EUR
100,1000,0000003062,0000000473,000000000000100405,2000,0004,002,2024,6253.16,EUR
100,1000,0000003063,0000000244,000000000000100030,1000,0005,003,2023,7125.61,EUR
100,1000,0000003064,0000000490,000000000000100211,2000,0009,004,2024,8810.52,EUR
