MANDT,DOCNUM,MESTYP,IDOCTP,STATUS,CREDAT,CRETIM,SNDPRT,SNDPRN,RCVPRT,RCVPRN
100,0000000000000545,MATMAS,MATMAS05,12,20220124,223149,LS,SAPCLNT100,LS,EXT005
100,0000000000000546,MATMAS,MATMAS05,13,20240510,105604,LS,SAPCLNT100,LS,EXT001
100,0000000000000547,MATMAS,MATMAS05,14,20220210,194828,LS,SAPCLNT100,LS,EXT002
100,0000000000000548,MATMAS,MATMAS05,15,20231221,153522,LS,SAPCLNT100,LS,EXT003
100,0000000000000549,MATMAS,MATMAS05,12,20240118,012833,LS,SAPCLNT100,LS,EXT004
100,0000000000000550,MATMAS,MATMAS05,13,20220511,094647,LS,SAPCLNT100,LS,EXT005
100,0000000000000551,MATMAS,MATMAS05,14,20220612,180708,LS,SAPCLNT100,LS,EXT001
100,0000000000000552,MATMAS,MATMAS05,15,20240807,212938,LS,SAPCLNT100,LS,EXT002
100,0000000000000553,MATMAS,MATMAS05,12,20220801,050755,LS,SAPCLNT100,LS,EXT003
100,0000000000000554,MATMAS,MATMAS05,13,20240202,094118,LS,SAPCLNT100,LS,EXT004
100,0000000000000555,MATMAS,MATMAS05,14,20230818,081548,LS,SAPCLNT100,LS,EXT005
100,0000000000000556,MATMAS,MATMAS05,15,20221109,232341,LS,SAPCLNT100,LS,EXT001
100,0000000000000557,MATMAS,MATMAS05,12,20231120,060813,LS,SAPCLNT100,LS,EXT002
100,0000000000000558,MATMAS,MATMAS05,13,20220412,000206,LS,SAPCLNT100,LS,EXT003
100,0000000000000559,MATMAS,MATMAS05,14,20220820,005952,LS,SAPCLNT100,LS,EXT004
100,0000000000000560,MATMAS,MATMAS05,15,20220119,230332,LS,SAPCLNT100,LS,EXT005
100,0000000000000561,MATMAS,MATMAS05,12,20220415,164109,LS,SAPCLNT100,LS,EXT001
100,0000000000000562,MATMAS,MATMAS05,13,20240428,214650,LS,SAPCLNT100,LS,EXT002
100,0000000000000563,MATMAS,MATMAS05,14,20230807,162832,LS,SAPCLNT100,LS,EXT003
100,0000000000000564,MATMAS,MATMAS05,15,20220807,221140,LS,SAPCLNT100,LS,EXT004
100,0000000000000565,MATMAS,MATMAS05,12,20240218,161417,LS,SAPCLNT100,LS,EXT005
100,0000000000000566,MATMAS,MATMAS05,13,20240528,173702,LS,SAPCLNT100,LS,EXT001
100,0000000000000567,MATMAS,MATMAS05,14,20240318,062413,LS,SAPCLNT100,LS,EXT002
100,0000000000000568,MATMAS,MATMAS05,15,20220822,150512,LS,SAPCLNT100,LS,EXT003
100,0000000000000569,MATMAS,MATMAS05,12,20230808,130647,LS,SAPCLNT100,LS,EXT004
100,0000000000000570,MATMAS,MATMAS05,13,20230812,101832,LS,SAPCLNT100,LS,EXT005
100,0000000000000571,MATMAS,MATMAS05,14,20230614,033939,LS,SAPCLNT100,LS,EXT001
100,0000000000000572,MATMAS,MATMAS05,15,20230414,132043,LS,SAPCLNT100,LS,EXT002
100,0000000000000573,MATMAS,MATMAS05,12,20220728,032350,LS,SAPCLNT100,LS,EXT003
100,0000000000000574,MATMAS,MATMAS05,13,20240601,173143,LS,SAPCLNT100,LS,EXT004
100,0000000000000575,MATMAS,MATMAS05,14,20220328,230522,LS,SAPCLNT100,LS,EXT005
100,0000000000000576,MATMAS,MATMAS05,15,20220128,085908,LS,SAPCLNT100,LS,EXT001
100,0000000000000577,MATMAS,MATMAS05,12,20240518,042829,LS,SAPCLNT100,LS,EXT002
100,0000000000000578,MATMAS,MATMAS05,13,20220502,161259,LS,SAPCLNT100,LS,EXT003
100,0000000000000579,MATMAS,MATMAS05,14,20220716,072850,LS,SAPCLNT100,LS,EXT004
100,0000000000000580,MATMAS,MATMAS05,15,20240417,044343,LS,SAPCLNT100,LS,EXT005
100,0000000000000581,MATMAS,MATMAS05,12,20220804,192528,LS,SAPCLNT100,LS,EXT001
100,0000000000000582,MATMAS,MATMAS05,13,20220221,163920,LS,SAPCLNT100,LS,EXT002
100,0000000000000583,MATMAS,MATMAS05,14,20241217,234529,LS,SAPCLNT100,LS,EXT003
100,0000000000000584,MATMAS,MATMAS05,15,20240930,162652,LS,SAPCLNT100,LS,EXT004
100,0000000000000585,MATMAS,MATMAS05,12,20241022,142106,LS,SAPCLNT100,LS,EXT005
100,0000000000000586,MATMAS,MATMAS05,13,20231208,040328,LS,SAPCLNT100,LS,EXT001
100,0000000000000587,MATMAS,MATMAS05,14,20241011,041219,LS,SAPCLNT100,LS,EXT002
100,0000000000000588,MATMAS,MATMAS05,15,20230130,135043,LS,SAPCLNT100,LS,EXT003
100,0000000000000589,MATMAS,MATMAS05,12,20230127,043603,LS,SAPCLNT100,LS,EXT004
100,0000000000000590,MATMAS,MATMAS05,13,20240626,215936,LS,SAPCLNT100,LS,EXT005
100,0000000000000591,MATMAS,MATMAS05,14,20240127,075027,LS,SAPCLNT100,LS,EXT001
100,0000000000000592,MATMAS,MATMAS05,15,20230715,151845,LS,SAPCLNT100,LS,EXT002
100,0000000000000593,MATMAS,MATMAS05,12,20231108,034038,LS,SAPCLNT100,LS,EXT003
100,0000000000000594,MATMAS,MATMAS05,13,20240612,142828,LS,SAPCLNT100,LS,EXT004
100,0000000000000595,MATMAS,MATMAS05,14,20220204,112715,LS,SAPCLNT100,LS,EXT005
100,0000000000000596,MATMAS,MATMAS05,15,20240321,223556,LS,SAPCLNT100,LS,EXT001
100,0000000000000597,MATMAS,MATMAS05,12,20220507,155031,LS,SAPCLNT100,LS,EXT002
100,0000000000000598,MATMAS,MATMAS05,13,20220113,232208,LS,SAPCLNT100,LS,EXT003
100,0000000000000599,MATMAS,MATMAS05,14,20231021,151122,LS,SAPCLNT100,LS,EXT004
100,0000000000000600,MATMAS,MATMAS05,15,20240708,060459,LS,SAPCLNT100,LS,EXT005
100,0000000000000601,MATMAS,MATMAS05,12,20230924,070124,LS,SAPCLNT100,LS,EXT001
100,0000000000000602,MATMAS,MATMAS05,13,20240118,061514,LS,SAPCLNT100,LS,EXT002
100,0000000000000603,MATMAS,MATMAS05,14,20231101,060359,LS,SAPCLNT100,LS,EXT003
100,0000000000000604,MATMAS,MATMAS05,15,20240816,022429,LS,SAPCLNT100,LS,EXT004
100,0000000000000605,MATMAS,MATMAS05,12,20240807,152515,LS,SAPCLNT100,LS,EXT005
100,0000000000000606,MATMAS,MATMAS05,13,20241009,194428,LS,SAPCLNT100,LS,EXT001
100,0000000000000607,MATMAS,MATMAS05,14,20230308,152017,LS,SAPCLNT100,LS,EXT002
100,0000000000000608,MATMAS,MATMAS05,15,20230726,003031,LS,SAPCLNT100,LS,EXT003
100,0000000000000609,MATMAS,MATMAS05,12,20240421,160007,LS,SAPCLNT100,LS,EXT004
100,0000000000000610,MATMAS,MATMAS05,13,20240119,210016,LS,SAPCLNT100,LS,EXT005
100,0000000000000611,MATMAS,MATMAS05,14,20221130,182516,LS,SAPCLNT100,LS,EXT001
100,0000000000000612,MATMAS,MATMAS05,15,20231219,025212,LS,SAPCLNT100,LS,EXT002
100,0000000000000613,MATMAS,MATMAS05,12,20240505,221905,LS,SAPCLNT100,LS,EXT003
100,0000000000000614,MATMAS,MATMAS05,13,20241231,084014,LS,SAPCLNT100,LS,EXT004
100,0000000000000615,MATMAS,MATMAS05,14,20220725,121045,LS,SAPCLNT100,LS,EXT005
100,0000000000000616,MATMAS,MATMAS05,15,20220810,014200,LS,SAPCLNT100,LS,EXT001
100,0000000000000617,MATMAS,MATMAS05,12,20221211,012140,LS,SAPCLNT100,LS,EXT002
100,0000000000000618,MATMAS,MATMAS05,13,20240901,073339,LS,SAPCLNT100,LS,EXT003
100,0000000000000619,MATMAS,MATMAS05,14,20230312,210410,LS,SAPCLNT100,LS,EXT004
100,0000000000000620,MATMAS,MATMAS05,15,20230814,105549,LS,SAPCLNT100,LS,EXT005
100,0000000000000621,MATMAS,MATMAS05,12,20221216,115148,LS,SAPCLNT100,LS,EXT001
100,0000000000000622,MATMAS,MATMAS05,13,20220110,134323,LS,SAPCLNT100,LS,EXT002
100,0000000000000623,MATMAS,MATMAS05,14,20231116,164548,LS,SAPCLNT100,LS,EXT003
100,0000000000000624,MATMAS,MATMAS05,15,20220127,034248,LS,SAPCLNT100,LS,EXT004
100,0000000000000625,MATMAS,MATMAS05,12,20220201,143606,LS,SAPCLNT100,LS,EXT005
100,0000000000000626,MATMAS,MATMAS05,13,20220216,184653,LS,SAPCLNT100,LS,EXT001
100,0000000000000627,MATMAS,MATMAS05,14,20230325,122547,LS,SAPCLNT100,LS,EXT002
100,0000000000000628,MATMAS,MATMAS05,15,20220223,085843,LS,SAPCLNT100,LS,EXT003
100,0000000000000629,MATMAS,MATMAS05,12,20231021,230250,LS,SAPCLNT100,LS,EXT004
100,0000000000000630,MATMAS,MATMAS05,13,20230113,194007,LS,SAPCLNT100,LS,EXT005
100,0000000000000631,MATMAS,MATMAS05,14,20240815,064700,LS,SAPCLNT100,LS,EXT001
100,0000000000000632,MATMAS,MATMAS05,15,20220612,030442,LS,SAPCLNT100,LS,EXT002
100,0000000000000633,MATMAS,MATMAS05,12,20221031,185928,LS,SAPCLNT100,LS,EXT003
100,0000000000000634,MATMAS,MATMAS05,13,20230925,025043,LS,SAPCLNT100,LS,EXT004
100,0000000000000635,MATMAS,MATMAS05,14,20230607,081313,LS,SAPCLNT100,LS,EXT005
100,0000000000000636,MATMAS,MATMAS05,15,20230829,132735,LS,SAPCLNT100,LS,EXT001
100,0000000000000637,MATMAS,MATMAS05,12,20240610,170622,LS,SAPCLNT100,LS,EXT002
100,0000000000000638,MATMAS,MATMAS05,13,20220617,110744,LS,SAPCLNT100,LS,EXT003
100,0000000000000639,MATMAS,MATMAS05,14,20230319,002322,LS,SAPCLNT100,LS,EXT004
100,0000000000000640,MATMAS,MATMAS05,15,20240127,222221,LS,SAPCLNT100,LS,EXT005
100,0000000000000641,MATMAS,MATMAS05,12,20230426,090517,LS,SAPCLNT100,LS,EXT001
100,0000000000000642,MATMAS,MATMAS05,13,20220115,080734,LS,SAPCLNT100,LS,EXT002
100,0000000000000643,MATMAS,MATMAS05,14,20220430,203154,LS,SAPCLNT100,LS,EXT003
100,0000000000000644,MATMAS,MATMAS05,15,20230308,153827,LS,SAPCLNT100,LS,EXT004
100,0000000000000645,MATMAS,MATMAS05,12,20230109,161823,LS,SAPCLNT100,LS,EXT005
100,0000000000000646,MATMAS,MATMAS05,13,20220607,204214,LS,SAPCLNT100,LS,EXT001
100,0000000000000647,MATMAS,MATMAS05,14,20230208,022945,LS,SAPCLNT100,LS,EXT002
100,0000000000000648,MATMAS,MATMAS05,15,20231004,094510,LS,SAPCLNT100,LS,EXT003
100,0000000000000649,MATMAS,MATMAS05,12,20240728,103112,LS,SAPCLNT100,LS,EXT004
100,0000000000000650,MATMAS,MATMAS05,13,20220821,161806,LS,SAPCLNT100,LS,EXT005
100,0000000000000651,MATMAS,MATMAS05,14,20240908,105246,LS,SAPCLNT100,LS,EXT001
100,0000000000000652,MATMAS,MATMAS05,15,20230407,014429,LS,SAPCLNT100,LS,EXT002
100,0000000000000653,MATMAS,MATMAS05,12,20241111,192919,LS,SAPCLNT100,LS,EXT003
100,0000000000000654,MATMAS,MATMAS05,13,20230816,030739,LS,SAPCLNT100,LS,EXT004
100,0000000000000655,MATMAS,MATMAS05,14,20240131,111448,LS,SAPCLNT100,LS,EXT005
100,0000000000000656,MATMAS,MATMAS05,15,20240513,191359,LS,SAPCLNT100,LS,EXT001
100,0000000000000657,MATMAS,MATMAS05,12,20240723,135455,LS,SAPCLNT100,LS,EXT002
100,0000000000000658,MATMAS,MATMAS05,13,20230123,173744,LS,SAPCLNT100,LS,EXT003
100,0000000000000659,MATMAS,MATMAS05,14,20240612,083949,LS,SAPCLNT100,LS,EXT004
100,0000000000000660,MATMAS,MATMAS05,15,20230510,041810,LS,SAPCLNT100,LS,EXT005
100,0000000000000661,MATMAS,MATMAS05,12,20231126,152414,LS,SAPCLNT100,LS,EXT001
100,0000000000000662,MATMAS,MATMAS05,13,20220929,200032,LS,SAPCLNT100,LS,EXT002
100,0000000000000663,MATMAS,MATMAS05,14,20230526,110552,LS,SAPCLNT100,LS,EXT003
100,0000000000000664,MATMAS,MATMAS05,15,20240126,033437,LS,SAPCLNT100,LS,EXT004
100,0000000000000665,MATMAS,MATMAS05,12,20230506,184434,LS,SAPCLNT100,LS,EXT005
100,0000000000000666,MATMAS,MATMAS05,13,20240907,220442,LS,SAPCLNT100,LS,EXT001
100,0000000000000667,MATMAS,MATMAS05,14,20220621,003902,LS,SAPCLNT100,LS,EXT002
100,0000000000000668,MATMAS,MATMAS05,15,20231024,151554,LS,SAPCLNT100,LS,EXT003
100,0000000000000669,MATMAS,MATMAS05,12,20240227,060919,LS,SAPCLNT100,LS,EXT004
100,0000000000000670,MATMAS,MATMAS05,13,20240206,043522,LS,SAPCLNT100,LS,EXT005
100,0000000000000671,MATMAS,MATMAS05,14,20231207,040324,LS,SAPCLNT100,LS,EXT001
100,0000000000000672,MATMAS,MATMAS05,15,20240829,234547,LS,SAPCLNT100,LS,EXT002
100,0000000000000673,MATMAS,MATMAS05,12,20230212,201525,LS,SAPCLNT100,LS,EXT003
100,0000000000000674,MATMAS,MATMAS05,13,20230505,092633,LS,SAPCLNT100,LS,EXT004
100,0000000000000675,MATMAS,MATMAS05,14,20241027,040201,LS,SAPCLNT100,LS,EXT005
100,0000000000000676,MATMAS,MATMAS05,15,20230529,094521,LS,SAPCLNT100,LS,EXT001
100,0000000000000677,MATMAS,MATMAS05,12,20241128,154714,LS,SAPCLNT100,LS,EXT002
100,0000000000000678,MATMAS,MATMAS05,13,20221114,103317,LS,SAPCLNT100,LS,EXT003
100,0000000000000679,MATMAS,MATMAS05,14,20220406,054343,LS,SAPCLNT100,LS,EXT004
100,0000000000000680,MATMAS,MATMAS05,15,20230808,155537,LS,SAPCLNT100,LS,EXT005
100,0000000000000681,MATMAS,MATMAS05,12,20240417,072324,LS,SAPCLNT100,LS,EXT001
100,0000000000000682,MATMAS,MATMAS05,13,20241127,180907,LS,SAPCLNT100,LS,EXT002
100,0000000000000683,MATMAS,MATMAS05,14,20221125,163139,LS,SAPCLNT100,LS,EXT003
100,0000000000000684,MATMAS,MATMAS05,15,20241116,033814,LS,SAPCLNT100,LS,EXT004
100,0000000000000685,MATMAS,MATMAS05,12,20231220,130033,LS,SAPCLNT100,LS,EXT005
100,0000000000000686,MATMAS,MATMAS05,13,20220705,230827,LS,SAPCLNT100,LS,EXT001
100,0000000000000687,MATMAS,MATMAS05,14,20230911,061551,LS,SAPCLNT100,LS,EXT002
100,0000000000000688,MATMAS,MATMAS05,15,20220528,065310,LS,SAPCLNT100,LS,EXT003
100,0000000000000689,MATMAS,MATMAS05,12,20240603,143504,LS,SAPCLNT100,LS,EXT004
100,0000000000000690,MATMAS,MATMAS05,13,20230302,122426,LS,SAPCLNT100,LS,EXT005
100,0000000000000691,MATMAS,MATMAS05,14,20231002,100128,LS,SAPCLNT100,LS,EXT001
100,0000000000000692,MATMAS,MATMAS05,15,20221123,061158,LS,SAPCLNT100,LS,EXT002
100,0000000000000693,MATMAS,MATMAS05,12,20221025,135120,LS,SAPCLNT100,LS,EXT003
100,0000000000000694,MATMAS,MATMAS05,13,20230526,074228,LS,SAPCLNT100,LS,EXT004
100,0000000000000695,MATMAS,MATMAS05,14,20221022,132619,LS,SAPCLNT100,LS,EXT005
100,0000000000000696,MATMAS,MATMAS05,15,20221031,093858,LS,SAPCLNT100,LS,EXT001
100,0000000000000697,MATMAS,MATMAS05,12,20230924,013740,LS,SAPCLNT100,LS,EXT002
100,0000000000000698,MATMAS,MATMAS05,13,20230815,205623,LS,SAPCLNT100,LS,EXT003
100,0000000000000699,MATMAS,MATMAS05,14,20220429,123155,LS,SAPCLNT100,LS,EXT004
100,0000000000000700,MATMAS,MATMAS05,15,20240303,094711,LS,SAPCLNT100,LS,EXT005
100,0000000000000701,MATMAS,MATMAS05,12,20221020,181036,LS,SAPCLNT100,LS,EXT001
100,0000000000000702,MATMAS,MATMAS05,13,20230301,075025,LS,SAPCLNT100,LS,EXT002
100,0000000000000703,MATMAS,MATMAS05,14,20220715,231907,LS,SAPCLNT100,LS,EXT003
100,0000000000000704,MATMAS,MATMAS05,15,20230330,234928,LS,SAPCLNT100,LS,EXT004
100,0000000000000705,MATMAS,MATMAS05,12,20231129,224153,LS,SAPCLNT100,LS,EXT005
100,0000000000000706,MATMAS,MATMAS05,13,20231126,200519,LS,SAPCLNT100,LS,EXT001
100,0000000000000707,MATMAS,MATMAS05,14,20241129,162049,LS,SAPCLNT100,LS,EXT002
100,0000000000000708,MATMAS,MATMAS05,15,20220730,093525,LS,SAPCLNT100,LS,EXT003
100,0000000000000709,MATMAS,MATMAS05,12,20230127,161757,LS,SAPCLNT100,LS,EXT004
100,0000000000000710,MATMAS,MATMAS05,13,20230127,124756,LS,SAPCLNT100,LS,EXT005
100,0000000000000711,MATMAS,MATMAS05,14,20240331,051822,LS,SAPCLNT100,LS,EXT001
100,0000000000000712,MATMAS,MATMAS05,15,20230310,115104,LS,SAPCLNT100,LS,EXT002
100,0000000000000713,MATMAS,MATMAS05,12,20221101,203156,LS,SAPCLNT100,LS,EXT003
100,0000000000000714,MATMAS,MATMAS05,13,20220124,071143,LS,SAPCLNT100,LS,EXT004
100,0000000000000715,MATMAS,MATMAS05,14,20240111,195730,LS,SAPCLNT100,LS,EXT005
100,0000000000000716,MATMAS,MATMAS05,15,20220826,203818,LS,SAPCLNT100,LS,EXT001
100,0000000000000717,MATMAS,MATMAS05,12,20230504,202534,LS,SAPCLNT100,LS,EXT002
100,0000000000000718,MATMAS,MATMAS05,13,20240928,190417,LS,SAPCLNT100,LS,EXT003
100,0000000000000719,MATMAS,MATMAS05,14,20220724,163632,LS,SAPCLNT100,LS,EXT004
100,0000000000000720,MATMAS,MATMAS05,15,20240518,231129,LS,SAPCLNT100,LS,EXT005
100,0000000000000721,MATMAS,MATMAS05,12,20220911,132905,LS,SAPCLNT100,LS,EXT001
100,0000000000000722,MATMAS,MATMAS05,13,20220207,135051,LS,SAPCLNT100,LS,EXT002
100,0000000000000723,MATMAS,MATMAS05,14,20220401,125640,LS,SAPCLNT100,LS,EXT003
100,0000000000000724,MATMAS,MATMAS05,15,20220713,221726,LS,SAPCLNT100,LS,EXT004
100,0000000000000725,MATMAS,MATMAS05,12,20240327,014025,LS,SAPCLNT100,LS,EXT005
100,0000000000000726,MATMAS,MATMAS05,13,20220821,115704,LS,SAPCLNT100,LS,EXT001
100,0000000000000727,MATMAS,MATMAS05,14,20220104,035116,LS,SAPCLNT100,LS,EXT002
100,0000000000000728,MATMAS,MATMAS05,15,20230302,164858,LS,SAPCLNT100,LS,EXT003
100,0000000000000729,MATMAS,MATMAS05,12,20230428,150504,LS,SAPCLNT100,LS,EXT004
100,0000000000000730,MATMAS,MATMAS05,13,20220920,144207,LS,SAPCLNT100,LS,EXT005
100,0000000000000731,MATMAS,MATMAS05,14,20231103,114217,LS,SAPCLNT100,LS,EXT001
100,0000000000000732,MATMAS,MATMAS05,15,20241212,034859,LS,SAPCLNT100,LS,EXT002
100,0000000000000733,MATMAS,MATMAS05,12,20221201,060851,LS,SAPCLNT100,LS,EXT003
100,0000000000000734,MATMAS,MATMAS05,13,20240505,200808,LS,SAPCLNT100,LS,EXT004
100,0000000000000735,MATMAS,MATMAS05,14,20231014,062737,LS,SAPCLNT100,LS,EXT005
100,0000000000000736,MATMAS,MATMAS05,15,20231212,005731,LS,SAPCLNT100,LS,EXT001
100,0000000000000737,MATMAS,MATMAS05,12,20240823,035758,LS,SAPCLNT100,LS,EXT002
100,0000000000000738,MATMAS,MATMAS05,13,20231025,070845,LS,SAPCLNT100,LS,EXT003
100,0000000000000739,MATMAS,MATMAS05,14,20240210,231343,LS,SAPCLNT100,LS,EXT004
100,0000000000000740,MATMAS,MATMAS05,15,20230123,154242,LS,SAPCLNT100,LS,EXT005
100,0000000000000741,MATMAS,MATMAS05,12,20241128,172011,LS,SAPCLNT100,LS,EXT001
100,0000000000000742,MATMAS,MATMAS05,13,20230620,161803,LS,SAPCLNT100,LS,EXT002
100,0000000000000743,MATMAS,MATMAS05,14,20220821,011123,LS,SAPCLNT100,LS,EXT003
100,0000000000000744,MATMAS,MATMAS05,15,20240310,141859,LS,SAPCLNT100,LS,EXT004
100,0000000000000745,MATMAS,MATMAS05,12,20220114,111609,LS,SAPCLNT100,LS,EXT005
100,0000000000000746,MATMAS,MATMAS05,13,20231209,112843,LS,SAPCLNT100,LS,EXT001
100,0000000000000747,MATMAS,MATMAS05,14,20241001,161940,LS,SAPCLNT100,LS,EXT002
100,0000000000000748,MATMAS,MATMAS05,15,20230901,140106,LS,SAPCLNT100,LS,EXT003
100,0000000000000749,MATMAS,MATMAS05,12,20230811,123653,LS,SAPCLNT100,LS,EXT004
100,0000000000000750,MATMAS,MATMAS05,13,20230308,032745,LS,SAPCLNT100,LS,EXT005
100,0000000000000751,MATMAS,MATMAS05,14,20240821,214545,LS,SAPCLNT100,LS,EXT001
100,0000000000000752,MATMAS,MATMAS05,15,20220830,201437,LS,SAPCLNT100,LS,EXT002
100,0000000000000753,MATMAS,MATMAS05,12,20240810,022050,LS,SAPCLNT100,LS,EXT003
100,0000000000000754,MATMAS,MATMAS05,13,20231024,082848,LS,SAPCLNT100,LS,EXT004
100,0000000000000755,MATMAS,MATMAS05,14,20220120,080519,LS,SAPCLNT100,LS,EXT005
100,0000000000000756,MATMAS,MATMAS05,15,20220601,203306,LS,SAPCLNT100,LS,EXT001
100,0000000000000757,MATMAS,MATMAS05,12,20240326,094135,LS,SAPCLNT100,LS,EXT002
100,0000000000000758,MATMAS,MATMAS05,13,20220311,001409,LS,SAPCLNT100,LS,EXT003
100,0000000000000759,MATMAS,MATMAS05,14,20230222,144015,LS,SAPCLNT100,LS,EXT004
100,0000000000000760,MATMAS,MATMAS05,15,20220121,145557,LS,SAPCLNT100,LS,EXT005
100,0000000000000761,MATMAS,MATMAS05,12,20221018,221850,LS,SAPCLNT100,LS,EXT001
100,0000000000000762,MATMAS,MATMAS05,13,20230920,021112,LS,SAPCLNT100,LS,EXT002
100,0000000000000763,MATMAS,MATMAS05,14,20230527,140540,LS,SAPCLNT100,LS,EXT003
100,0000000000000764,MATMAS,MATMAS05,15,20230721,063549,LS,SAPCLNT100,LS,EXT004
100,0000000000000765,MATMAS,MATMAS05,12,20240508,145513,LS,SAPCLNT100,LS,EXT005
100,0000000000000766,MATMAS,MATMAS05,13,20241209,111253,LS,SAPCLNT100,LS,EXT001
100,0000000000000767,MATMAS,MATMAS05,14,20240416,000946,LS,SAPCLNT100,LS,EXT002
100,0000000000000768,MATMAS,MATMAS05,15,20240604,012229,LS,SAPCLNT100,LS,EXT003
100,0000000000000769,MATMAS,MATMAS05,12,20231014,101629,LS,SAPCLNT100,LS,EXT004
100,0000000000000770,MATMAS,MATMAS05,13,20220906,064539,LS,SAPCLNT100,LS,EXT005
100,0000000000000771,MATMAS,MATMAS05,14,20220504,192420,LS,SAPCLNT100,LS,EXT001
100,0000000000000772,MATMAS,MATMAS05,15,20240704,093231,LS,SAPCLNT100,LS,EXT002
100,0000000000000773,MATMAS,MATMAS05,12,20221028,000340,LS,SAPCLNT100,LS,EXT003
100,0000000000000774,MATMAS,MATMAS05,13,20240625,032608,LS,SAPCLNT100,LS,EXT004
100,0000000000000775,MATMAS,MATMAS05,14,20220729,175725,LS,SAPCLNT100,LS,EXT005
100,0000000000000776,MATMAS,MATMAS05,15,20230903,061157,LS,SAPCLNT100,LS,EXT001
100,0000000000000777,MATMAS,MATMAS05,12,20230521,190455,LS,SAPCLNT100,LS,EXT002
100,0000000000000778,MATMAS,MATMAS05,13,20240212,221616,LS,SAPCLNT100,LS,EXT003
100,0000000000000779,MATMAS,MATMAS05,14,20220122,080945,LS,SAPCLNT100,LS,EXT004
100,0000000000000780,MATMAS,MATMAS05,15,20220118,174510,LS,SAPCLNT100,LS,EXT005
100,0000000000000781,MATMAS,MATMAS05,12,20240420,162830,LS,SAPCLNT100,LS,EXT001
100,0000000000000782,MATMAS,MATMAS05,13,20220619,213102,LS,SAPCLNT100,LS,EXT002
100,0000000000000783,MATMAS,MATMAS05,14,20220629,005511,LS,SAPCLNT100,LS,EXT003
100,0000000000000784,MATMAS,MATMAS05,15,20220426,233135,LS,SAPCLNT100,LS,EXT004
100,0000000000000785,MATMAS,MATMAS05,12,20221011,202630,LS,SAPCLNT100,LS,EXT005
100,0000000000000786,MATMAS,MATMAS05,13,20221110,031559,LS,SAPCLNT100,LS,EXT001
100,0000000000000787,MATMAS,MATMAS05,14,20230503,152436,LS,SAPCLNT100,LS,EXT002
100,0000000000000788,MATMAS,MATMAS05,15,20230830,045716,LS,SAPCLNT100,LS,EXT003
100,0000000000000789,MATMAS,MATMAS05,12,20240918,034508,LS,SAPCLNT100,LS,EXT004
100,0000000000000790,MATMAS,MATMAS05,13,20231017,075945,LS,SAPCLNT100,LS,EXT005
100,0000000000000791,MATMAS,MATMAS05,14,20220311,071602,LS,SAPCLNT100,LS,EXT001
100,0000000000000792,MATMAS,MATMAS05,15,20220123,101630,LS,SAPCLNT100,LS,EXT002
100,0000000000000793,MATMAS,MATMAS05,12,20231209,091255,LS,SAPCLNT100,LS,EXT003
100,0000000000000794,MATMAS,MATMAS05,13,20230206,185052,LS,SAPCLNT100,LS,EXT004
100,0000000000000795,MATMAS,MATMAS05,14,20220227,021010,LS,SAPCLNT100,LS,EXT005
100,0000000000000796,MATMAS,MATMAS05,15,20221022,200016,LS,SAPCLNT100,LS,EXT001
100,0000000000000797,MATMAS,MATMAS05,12,20220511,165328,LS,SAPCLNT100,LS,EXT002
100,0000000000000798,MATMAS,MATMAS05,13,20240820,152925,LS,SAPCLNT100,LS,EXT003
100,0000000000000799,MATMAS,MATMAS05,14,20220224,193615,LS,SAPCLNT100,LS,EXT004
100,0000000000000800,MATMAS,MATMAS05,15,20230507,140902,LS,SAPCLNT100,LS,EXT005
100,0000000000000801,MATMAS,MATMAS05,12,20241007,133357,LS,SAPCLNT100,LS,EXT001
100,0000000000000802,MATMAS,MATMAS05,13,20240627,210649,LS,SAPCLNT100,LS,EXT002
100,0000000000000803,MATMAS,MATMAS05,14,20240207,100950,LS,SAPCLNT100,LS,EXT003
100,0000000000000804,MATMAS,MATMAS05,15,20220604,134808,LS,SAPCLNT100,LS,EXT004
100,0000000000000805,MATMAS,MATMAS05,12,20221121,075150,LS,SAPCLNT100,LS,EXT005
100,0000000000000806,MATMAS,MATMAS05,13,20220624,155434,LS,SAPCLNT100,LS,EXT001
100,0000000000000807,MATMAS,MATMAS05,14,20220924,082755,LS,SAPCLNT100,LS,EXT002
100,0000000000000808,MATMAS,MATMAS05,15,20220907,102532,LS,SAPCLNT100,LS,EXT003
100,0000000000000809,MATMAS,MATMAS05,12,20220713,150623,LS,SAPCLNT100,LS,EXT004
100,0000000000000810,MATMAS,MATMAS05,13,20240120,201408,LS,SAPCLNT100,LS,EXT005
100,0000000000000811,MATMAS,MATMAS05,14,20231118,190314,LS,SAPCLNT100,LS,EXT001
100,0000000000000812,MATMAS,MATMAS05,15,20230423,055055,LS,SAPCLNT100,LS,EXT002
100,0000000000000813,MATMAS,MATMAS05,12,20241009,054559,LS,SAPCLNT100,LS,EXT003
100,0000000000000814,MATMAS,MATMAS05,13,20220331,114959,LS,SAPCLNT100,LS,EXT004
100,0000000000000815,MATMAS,MATMAS05,14,20231128,001652,LS,SAPCLNT100,LS,EXT005
100,0000000000000816,MATMAS,MATMAS05,15,20220424,201649,LS,SAPCLNT100,LS,EXT001
100,0000000000000817,MATMAS,MATMAS05,12,20240218,140401,LS,SAPCLNT100,LS,EXT002
