MANDT,VBELN,POSNR,MATNR,LFIMG,VRKME,WERKS
100,1800008977,000020,MAT000183,429,ST,1100
100,1800008977,000030,MAT000411,4912,ST,1200
100,1800008977,000040,MAT000153,2195,ST,1000
100,1800008977,000050,MAT000487,116,ST,1000
100,1800008978,000010,MAT000222,1780,ST,1000
100,1800008978,000020,MAT000166,2747,ST,1200
100,1800008978,000030,MAT000471,4067,ST,1100
100,1800008979,000010,MAT000474,4659,ST,1000
100,1800008979,000020,MAT000261,715,ST,1100
100,1800008979,000030,MAT000213,3039,ST,1200
100,1800008979,000040,MAT000011,2311,ST,1000
100,1800008979,000050,MAT000422,2621,ST,1100
100,1800008980,000010,MAT000474,2804,ST,1200
100,1800008980,000020,MAT000011,1425,ST,1100
100,1800008980,000030,MAT000014,2473,ST,1000
100,1800008981,000010,MAT000211,4135,ST,1200
100,1800008981,000020,MAT000372,4159,ST,1000
100,1800008982,000010,MAT000125,3776,ST,1200
100,1800008983,000010,MAT000220,4764,ST,1200
100,1800008983,000020,MAT000148,308,ST,1100
100,1800008984,000010,MAT000200,4493,ST,1000
100,1800008985,000010,MAT000153,4702,ST,1100
100,1800008985,000020,MAT000015,3343,ST,1000
100,1800008985,000030,MAT000304,1454,ST,1100
100,1800008985,000040,MAT000242,1680,ST,1200
100,1800008986,000010,MAT000019,3576,ST,1000
100,1800008987,000010,MAT000416,1793,ST,1200
100,1800008987,000020,MAT000124,2686,ST,1000
100,1800008987,000030,MAT000261,870,ST,1100
100,1800008987,000040,MAT000189,2585,ST,1100
100,1800008988,000010,MAT000199,1915,ST,1200
100,1800008988,000020,MAT000500,3841,ST,1200
100,1800008989,000010,MAT000500,1594,ST,1000
100,1800008989,000020,MAT000069,815,ST,1200
100,1800008989,000030,MAT000297,3141,ST,1200
100,1800008990,000010,MAT000175,381,ST,1100
100,1800008990,000020,MAT000255,2158,ST,1200
100,1800008991,000010,MAT000003,2098,ST,1000
100,1800008991,000020,MAT000171,638,ST,1000
100,1800008991,000030,MAT000192,1320,ST,1200
100,1800008991,000040,MAT000192,2589,ST,1000
100,1800008992,000010,MAT000083,3090,ST,1000
100,1800008992,000020,MAT000231,210,ST,1000
100,1800008993,000010,MAT000148,4353,ST,1000
100,1800008993,000020,MAT000402,2517,ST,1000
100,1800008993,000030,MAT000122,3720,ST,1200
100,1800008994,000010,MAT000014,201,ST,1100
100,1800008994,000020,MAT000192,4852,ST,1000
100,1800008994,000030,MAT000199,3218,ST,1000
100,1800008995,000010,MAT000016,735,ST,1000
100,1800008995,000020,MAT000239,3728,ST,1100
100,1800008996,000010,MAT000411,4739,ST,1200
100,1800008996,000020,MAT000280,1701,ST,1000
100,1800008996,000030,MAT000064,358,ST,1100
100,1800008996,000040,MAT000199,620,ST,1000
100,1800008997,000010,MAT000095,4327,ST,1200
100,1800008997,000020,MAT000205,3678,ST,1200
100,1800008997,000030,MAT000222,3921,ST,1100
100,1800008998,000010,MAT000403,953,ST,1000
100,1800008998,000020,MAT000371,483,ST,1200
100,1800008998,000030,MAT000275,496,ST,1000
100,1800008999,000010,MAT000465,2984,ST,1100
100,1800008999,000020,MAT000297,1738,ST,1000
100,1800009000,000010,MAT000095,1042,ST,1000
100,1800009000,000020,MAT000083,2216,ST,1100
100,1800009000,000030,MAT000355,1132,ST,1000
100,1800009000,000040,MAT000117,4866,ST,1000
100,1800009001,000010,MAT000018,3271,ST,1000
100,1800009001,000020,MAT000195,879,ST,1100
100,1800009001,000030,MAT000066,3892,ST,1100
100,1800009002,000010,MAT000419,617,ST,1200
100,1800009002,000020,MAT000499,2930,ST,1000
100,1800009002,000030,MAT000274,4371,ST,1100
100,1800009003,000010,MAT000239,4704,ST,1000
100,1800009003,000020,MAT000143,2094,ST,1100
100,1800009003,000030,MAT000018,3561,ST,1000
100,1800009004,000010,MAT000249,2203,ST,1100
100,1800009004,000020,MAT000293,4777,ST,1100
100,1800009004,000030,MAT000152,2425,ST,1000
100,1800009005,000010,MAT000075,2835,ST,1200
100,1800009005,000020,MAT000175,1995,ST,1000
100,1800009005,000030,MAT000080,3293,ST,1000
100,1800009006,000010,MAT000250,855,ST,1000
100,1800009006,000020,MAT000310,4608,ST,1200
100,1800009006,000030,MAT000239,1399,ST,1200
100,1800009007,000010,MAT000344,560,ST,1000
100,1800009007,000020,MAT000301,2817,ST,1200
100,1800009008,000010,MAT000238,4968,ST,1200
100,1800009008,000020,MAT000109,2412,ST,1200
100,1800009008,000030,MAT000483,3730,ST,1100
100,1800009009,000010,MAT000367,748,ST,1100
100,1800009009,000020,MAT000345,3815,ST,1000
100,1800009010,000010,MAT000008,742,ST,1200
100,1800009011,000010,MAT000371,4457,ST,1200
100,1800009012,000010,MAT000468,2626,ST,1200
100,1800009012,000020,MAT000376,2921,ST,1100
100,1800009012,000030,MAT000065,4271,ST,1000
100,1800009013,000010,MAT000124,3191,ST,1200
100,1800009014,000010,MAT000191,742,ST,1200
100,1800009014,000020,MAT000077,4730,ST,1200
100,1800009015,000010,MAT000013,1150,ST,1100
100,1800009015,000020,MAT000082,3653,ST,1000
100,1800009015,000030,MAT000152,281,ST,1200
100,1800009015,000040,MAT000191,3095,ST,1100
100,1800009016,000010,MAT000431,2034,ST,1000
100,1800009016,000020,MAT000200,4710,ST,1100
100,1800009016,000030,MAT000205,2855,ST,1000
100,1800009016,000040,MAT000124,4063,ST,1100
100,1800009017,000010,MAT000262,2099,ST,1000
100,1800009017,000020,MAT000294,3044,ST,1000
100,1800009017,000030,MAT000367,3692,ST,1000
100,1800009017,000040,MAT000231,46,ST,1100
100,1800009018,000010,MAT000343,1887,ST,1100
100,1800009018,000020,MAT000468,2319,ST,1100
100,1800009018,000030,MAT000355,2248,ST,1200
100,1800009019,000010,MAT000289,2387,ST,1000
100,1800009019,000020,MAT000402,3386,ST,1200
100,1800009020,000010,MAT000113,361,ST,1200
100,1800009020,000020,MAT000367,3462,ST,1000
100,1800009020,000030,MAT000069,4511,ST,1000
100,1800009021,000010,MAT000404,39,ST,1100
100,1800009021,000020,MAT000019,2649,ST,1200
100,1800009022,000010,MAT000414,3059,ST,1000
100,1800009022,000020,MAT000411,822,ST,1200
100,1800009022,000030,MAT000199,4891,ST,1200
100,1800009022,000040,MAT000168,3986,ST,1200
100,1800009022,000050,MAT000261,4499,ST,1000
100,1800009023,000010,MAT000113,3094,ST,1100
100,1800009023,000020,MAT000211,3115,ST,1200
100,1800009024,000010,MAT000013,2672,ST,1000
100,1800009025,000010,MAT000152,4426,ST,1100
100,1800009025,000020,MAT000266,2025,ST,1200
100,1800009025,000030,MAT000213,741,ST,1100
100,1800009025,000040,MAT000175,4861,ST,1100
100,1800009025,000050,MAT000343,298,ST,1000
100,1800009026,000010,MAT000159,3103,ST,1200
100,1800009026,000020,MAT000222,3255,ST,1100
100,1800009026,000030,MAT000086,2457,ST,1200
100,1800009027,000010,MAT000108,1109,ST,1200
100,1800009027,000020,MAT000379,1184,ST,1200
100,1800009027,000030,MAT000345,3812,ST,1100
100,1800009027,000040,MAT000064,916,ST,1000
100,1800009028,000010,MAT000335,2523,ST,1100
100,1800009028,000020,MAT000093,3305,ST,1000
100,1800009028,000030,MAT000281,1492,ST,1000
100,1800009029,000010,MAT000258,852,ST,1100
100,1800009029,000020,MAT000304,834,ST,1100
100,1800009030,000010,MAT000451,708,ST,1200
100,1800009031,000010,MAT000093,4266,ST,1000
100,1800009031,000020,MAT000499,2945,ST,1100
100,1800009031,000030,MAT000250,118,ST,1200
100,1800009031,000040,MAT000419,4300,ST,1000
100,1800009031,000050,MAT000124,4958,ST,1100
100,1800009032,000010,MAT000148,810,ST,1100
100,1800009032,000020,MAT000152,3390,ST,1200
100,1800009032,000030,MAT000219,2834,ST,1100
100,1800009033,000010,MAT000367,308,ST,1100
100,1800009033,000020,MAT000402,4863,ST,1200
100,1800009034,000010,MAT000125,653,ST,1100
100,1800009035,000010,MAT000416,824,ST,1200
100,1800009035,000020,MAT000219,2086,ST,1200
100,1800009036,000010,MAT000125,800,ST,1000
100,1800009036,000020,MAT000304,4522,ST,1100
100,1800009036,000030,MAT000367,3905,ST,1200
100,1800009036,000040,MAT000280,2211,ST,1200
100,1800009037,000010,MAT000453,4149,ST,1100
100,1800009037,000020,MAT000274,183,ST,1200
100,1800009037,000030,MAT000194,1145,ST,1200
100,1800009038,000010,MAT000005,766,ST,1000
100,1800009038,000020,MAT000010,4532,ST,1100
100,1800009038,000030,MAT000006,4340,ST,1100
100,1800009038,000040,MAT000082,4561,ST,1200
100,1800009039,000010,MAT000275,278,ST,1200
100,1800009040,000010,MAT000007,185,ST,1100
100,1800009040,000020,MAT000066,4908,ST,1200
100,1800009040,000030,MAT000238,1759,ST,1000
100,1800009041,000010,MAT000093,4217,ST,1100
100,1800009042,000010,MAT000222,3876,ST,1200
100,1800009042,000020,MAT000357,4933,ST,1100
100,1800009042,000030,MAT000262,4028,ST,1100
100,1800009042,000040,MAT000453,4717,ST,1000
100,1800009042,000050,MAT000402,4430,ST,1100
100,1800009043,000010,MAT000080,1410,ST,1200
100,1800009043,000020,MAT000238,3521,ST,1200
100,1800009043,000030,MAT000178,1546,ST,1200
100,1800009044,000010,MAT000301,4025,ST,1200
100,1800009044,000020,MAT000122,2544,ST,1200
100,1800009044,000030,MAT000153,4548,ST,1000
100,1800009045,000010,MAT000086,2822,ST,1000
100,1800009045,000020,MAT000258,2350,ST,1100
100,1800009045,000030,MAT000100,1205,ST,1200
100,1800009046,000010,MAT000341,68,ST,1100
100,1800009046,000020,MAT000150,1276,ST,1200
100,1800009046,000030,MAT000310,1872,ST,1100
100,1800009047,000010,MAT000272,3988,ST,1200
100,1800009047,000020,MAT000166,3453,ST,1000
100,1800009048,000010,MAT000219,1124,ST,1100
100,1800009048,000020,MAT000335,607,ST,1000
100,1800009048,000030,MAT000417,35,ST,1000
100,1800009048,000040,MAT000427,1252,ST,1100
100,1800009048,000050,MAT000371,4199,ST,1000
100,1800009049,000010,MAT000199,3048,ST,1200
100,1800009050,000010,MAT000372,971,ST,1000
100,1800009050,000020,MAT000010,2895,ST,1200
100,1800009051,000010,MAT000497,2988,ST,1200
100,1800009051,000020,MAT000345,1991,ST,1200
100,1800009051,000030,MAT000069,4933,ST,1000
100,1800009051,000040,MAT000315,3254,ST,1000
100,1800009052,000010,MAT000376,1157,ST,1200
100,1800009053,000010,MAT000211,4851,ST,1000
100,1800009053,000020,MAT000357,4208,ST,1100
100,1800009054,000010,MAT000255,1622,ST,1100
100,1800009054,000020,MAT000183,1995,ST,1000
100,1800009055,000010,MAT000421,2282,ST,1000
100,1800009055,000020,MAT000125,1596,ST,1100
100,1800009056,000010,MAT000411,853,ST,1100
100,1800009057,000010,MAT000173,2069,ST,1000
100,1800009057,000020,MAT000195,248,ST,1200
100,1800009057,000030,MAT000153,2818,ST,1000
100,1800009058,000010,MAT000201,826,ST,1200
100,1800009059,000010,MAT000371,2533,ST,1000
100,1800009059,000020,MAT000171,166,ST,1200
100,1800009060,000010,MAT000231,937,ST,1100
100,1800009060,000020,MAT000499,606,ST,1200
100,1800009060,000030,MAT000272,3272,ST,1200
100,1800009060,000040,MAT000144,4485,ST,1000
100,1800009061,000010,MAT000310,742,ST,1100
100,1800009061,000020,MAT000426,337,ST,1200
100,1800009061,000030,MAT000427,4125,ST,1100
100,1800009061,000040,MAT000358,3788,ST,1200
100,1800009062,000010,MAT000301,467,ST,1100
100,1800009062,000020,MAT000453,93,ST,1100
100,1800009063,000010,MAT000004,4987,ST,1100
100,1800009063,000020,MAT000487,2765,ST,1000
100,1800009064,000010,MAT000077,1288,ST,1200
100,1800009065,000010,MAT000404,4505,ST,1100
100,1800009065,000020,MAT000355,1293,ST,1200
100,1800009065,000030,MAT000152,1474,ST,1000
100,1800009066,000010,MAT000379,2147,ST,1100
100,1800009067,000010,MAT000275,1763,ST,1200
100,1800009067,000020,MAT000192,3359,ST,1100
100,1800009067,000030,MAT000004,2695,ST,1100
100,1800009067,000040,MAT000124,2874,ST,1000
100,1800009068,000010,MAT000250,2091,ST,1200
100,1800009068,000020,MAT000201,1251,ST,1200
100,1800009069,000010,MAT000011,572,ST,1000
100,1800009069,000020,MAT000143,2151,ST,1100
100,1800009069,000030,MAT000301,1027,ST,1000
100,1800009070,000010,MAT000491,2182,ST,1100
100,1800009070,000020,MAT000018,682,ST,1000
100,1800009071,000010,MAT000379,4990,ST,1000
100,1800009071,000020,MAT000383,3677,ST,1100
100,1800009071,000030,MAT000206,2012,ST,1200
100,1800009072,000010,MAT000168,4185,ST,1100
100,1800009073,000010,MAT000255,3152,ST,1200
100,1800009073,000020,MAT000108,1987,ST,1100
100,1800009073,000030,MAT000197,1134,ST,1000
100,1800009073,000040,MAT000431,4049,ST,1000
100,1800009073,000050,MAT000239,865,ST,1100
100,1800009074,000010,MAT000064,2604,ST,1100
100,1800009074,000020,MAT000002,417,ST,1000
100,1800009074,000030,MAT000075,4389,ST,1100
100,1800009075,000010,MAT000174,4491,ST,1200
100,1800009076,000010,MAT000422,3894,ST,1000
100,1800009076,000020,MAT000211,4134,ST,1000
100,1800009076,000030,MAT000005,3286,ST,1000
100,1800009077,000010,MAT000422,4410,ST,1000
100,1800009077,000020,MAT000231,1215,ST,1100
100,1800009078,000010,MAT000015,1930,ST,1200
100,1800009078,000020,MAT000175,1212,ST,1200
100,1800009078,000030,MAT000113,4537,ST,1000
100,1800009078,000040,MAT000261,2869,ST,1000
100,1800009078,000050,MAT000376,2726,ST,1100
100,1800009079,000010,MAT000016,2090,ST,1200
100,1800009079,000020,MAT000113,4466,ST,1100
100,1800009080,000010,MAT000402,3592,ST,1100
100,1800009080,000020,MAT000440,840,ST,1100
100,1800009081,000010,MAT000497,2842,ST,1000
100,1800009081,000020,MAT000159,14,ST,1100
100,1800009081,000030,MAT000258,4824,ST,1000
100,1800009082,000010,MAT000071,3891,ST,1200
100,1800009082,000020,MAT000255,3308,ST,1100
100,1800009083,000010,MAT000355,1423,ST,1200
100,1800009083,000020,MAT000197,3093,ST,1100
100,1800009083,000030,MAT000290,1788,ST,1100
100,1800009083,000040,MAT000261,956,ST,1000
100,1800009084,000010,MAT000012,1815,ST,1100
100,1800009084,000020,MAT000143,4508,ST,1100
100,1800009084,000030,MAT000195,363,ST,1000
100,1800009084,000040,MAT000355,1567,ST,1100
100,1800009085,000010,MAT000080,494,ST,1200
100,1800009086,000010,MAT000242,1832,ST,1000
100,1800009086,000020,MAT000075,962,ST,1100
100,1800009087,000010,MAT000006,899,ST,1000
100,1800009088,000010,MAT000304,3563,ST,1000
100,1800009088,000020,MAT000205,4142,ST,1100
100,1800009088,000030,MAT000275,4390,ST,1100
100,1800009089,000010,MAT000250,252,ST,1100
100,1800009089,000020,MAT000019,202,ST,1100
100,1800009090,000010,MAT000275,2550,ST,1200
100,1800009090,000020,MAT000474,1737,ST,1000
100,1800009090,000030,MAT000376,4659,ST,1000
100,1800009091,000010,MAT000066,4061,ST,1100
100,1800009091,000020,MAT000422,1865,ST,1100
100,1800009092,000010,MAT000335,1868,ST,1100
100,1800009092,000020,MAT000491,3020,ST,1200
100,1800009092,000030,MAT000016,829,ST,1100
100,1800009092,000040,MAT000417,1112,ST,1100
100,1800009093,000010,MAT000117,3706,ST,1200
100,1800009093,000020,MAT000242,4380,ST,1000
100,1800009093,000030,MAT000358,919,ST,1100
100,1800009094,000010,MAT000192,780,ST,1000
100,1800009094,000020,MAT000294,98,ST,1000
100,1800009094,000030,MAT000143,2900,ST,1000
100,1800009094,000040,MAT000417,3016,ST,1200
100,1800009095,000010,MAT000017,4193,ST,1000
100,1800009095,000020,MAT000192,4172,ST,1100
100,1800009096,000010,MAT000211,3283,ST,1100
100,1800009096,000020,MAT000066,4531,ST,1000
100,1800009097,000010,MAT000167,1137,ST,1100
100,1800009098,000010,MAT000499,228,ST,1100
100,1800009098,000020,MAT000304,4305,ST,1100
100,1800009099,000010,MAT000341,2391,ST,1200
100,1800009099,000020,MAT000471,2575,ST,1000
100,1800009100,000010,MAT000263,3109,ST,1100
100,1800009100,000020,MAT000125,2146,ST,1200
100,1800009101,000010,MAT000197,1466,ST,1000
100,1800009102,000010,MAT000357,538,ST,1200
100,1800009102,000020,MAT000365,872,ST,1100
100,1800009103,000010,MAT000411,1257,ST,1100
100,1800009104,000010,MAT000294,3435,ST,1000
100,1800009104,000020,MAT000310,3351,ST,1200
100,1800009105,000010,MAT000417,1865,ST,1000
100,1800009105,000020,MAT000231,1042,ST,1200
100,1800009106,000010,MAT000255,1313,ST,1100
100,1800009106,000020,MAT000166,953,ST,1100
100,1800009106,000030,MAT000213,2551,ST,1100
100,1800009107,000010,MAT000070,3408,ST,1100
100,1800009108,000010,MAT000104,4879,ST,1000
100,1800009108,000020,MAT000016,4670,ST,1000
100,1800009109,000010,MAT000304,4548,ST,1200
100,1800009110,000010,MAT000497,3224,ST,1200
100,1800009110,000020,MAT000104,46,ST,1200
100,1800009111,000010,MAT000266,503,ST,1200
100,1800009111,000020,MAT000109,3423,ST,1100
100,1800009112,000010,MAT000487,285,ST,1100
100,1800009112,000020,MAT000013,2035,ST,1000
100,1800009113,000010,MAT000231,4028,ST,1200
100,1800009113,000020,MAT000483,531,ST,1200
100,1800009113,000030,MAT000166,3534,ST,1100
100,1800009113,000040,MAT000013,3871,ST,1200
100,1800009113,000050,MAT000176,3491,ST,1000
100,1800009114,000010,MAT000310,235,ST,1200
100,1800009114,000020,MAT000171,4072,ST,1000
100,1800009114,000030,MAT000411,4590,ST,1000
100,1800009115,000010,MAT000117,4476,ST,1100
100,1800009116,000010,MAT000179,566,ST,1200
100,1800009116,000020,MAT000289,3603,ST,1200
100,1800009116,000030,MAT000413,2560,ST,1000
100,1800009116,000040,MAT000365,4483,ST,1000
100,1800009117,000010,MAT000183,3645,ST,1000
100,1800009117,000020,MAT000216,685,ST,1200
100,1800009118,000010,MAT000004,1967,ST,1000
100,1800009119,000010,MAT000168,384,ST,1100
100,1800009119,000020,MAT000343,323,ST,1100
100,1800009119,000030,MAT000191,2075,ST,1200
100,1800009119,000040,MAT000176,3988,ST,1200
100,1800009120,000010,MAT000261,396,ST,1100
100,1800009121,000010,MAT000258,195,ST,1000
100,1800009121,000020,MAT000181,2265,ST,1100
100,1800009121,000030,MAT000262,4294,ST,1200
100,1800009121,000040,MAT000152,2057,ST,1200
100,1800009122,000010,MAT000181,465,ST,1200
100,1800009123,000010,MAT000297,2909,ST,1100
100,1800009124,000010,MAT000412,3112,ST,1200
100,1800009124,000020,MAT000310,3589,ST,1200
100,1800009124,000030,MAT000417,1298,ST,1100
100,1800009125,000010,MAT000166,3875,ST,1100
100,1800009125,000020,MAT000402,1029,ST,1000
100,1800009126,000010,MAT000249,773,ST,1200
100,1800009126,000020,MAT000017,1412,ST,1000
100,1800009126,000030,MAT000077,4317,ST,1000
100,1800009127,000010,MAT000002,2929,ST,1200
100,1800009127,000020,MAT000153,2566,ST,1200
100,1800009127,000030,MAT000080,3512,ST,1000
100,1800009127,000040,MAT000135,3774,ST,1000
100,1800009128,000010,MAT000272,2589,ST,1000
100,1800009128,000020,MAT000152,672,ST,1000
100,1800009128,000030,MAT000311,2732,ST,1100
100,1800009129,000010,MAT000200,4134,ST,1200
100,1800009129,000020,MAT000315,3739,ST,1200
100,1800009129,000030,MAT000006,4348,ST,1100
100,1800009130,000010,MAT000379,1089,ST,1200
100,1800009130,000020,MAT000125,2600,ST,1100
100,1800009130,000030,MAT000144,2674,ST,1000
100,1800009130,000040,MAT000355,4869,ST,1000
100,1800009131,000010,MAT000143,4685,ST,1100
100,1800009131,000020,MAT000433,272,ST,1100
100,1800009131,000030,MAT000191,3489,ST,1000
100,1800009131,000040,MAT000451,3977,ST,1000
100,1800009131,000050,MAT000011,4447,ST,1200
100,1800009132,000010,MAT000201,4066,ST,1100
100,1800009132,000020,MAT000176,3127,ST,1100
100,1800009132,000030,MAT000491,4198,ST,1100
100,1800009133,000010,MAT000304,4941,ST,1200
100,1800009133,000020,MAT000222,3579,ST,1000
100,1800009134,000010,MAT000451,1969,ST,1000
100,1800009135,000010,MAT000231,3193,ST,1200
100,1800009136,000010,MAT000290,2116,ST,1000
100,1800009136,000020,MAT000354,4155,ST,1100
100,1800009137,000010,MAT000211,3923,ST,1000
100,1800009138,000010,MAT000017,96,ST,1200
100,1800009138,000020,MAT000206,1280,ST,1000
100,1800009138,000030,MAT000344,1300,ST,1200
100,1800009139,000010,MAT000255,1083,ST,1200
100,1800009140,000010,MAT000003,4450,ST,1000
100,1800009140,000020,MAT000080,687,ST,1000
100,1800009141,000010,MAT000015,1968,ST,1100
100,1800009141,000020,MAT000001,3737,ST,1000
100,1800009141,000030,MAT000219,1177,ST,1000
100,1800009142,000010,MAT000071,2402,ST,1100
100,1800009142,000020,MAT000261,3528,ST,1000
100,1800009142,000030,MAT000367,2837,ST,1200
100,1800009143,000010,MAT000383,3358,ST,1100
100,1800009143,000020,MAT000474,1264,ST,1200
100,1800009144,000010,MAT000005,3763,ST,1200
100,1800009145,000010,MAT000379,1555,ST,1200
100,1800009145,000020,MAT000355,1234,ST,1100
100,1800009145,000030,MAT000011,2199,ST,1000
100,1800009146,000010,MAT000315,4677,ST,1100
100,1800009147,000010,MAT000358,209,ST,1000
100,1800009147,000020,MAT000312,1106,ST,1200
100,1800009148,000010,MAT000183,4735,ST,1000
100,1800009149,000010,MAT000371,4344,ST,1000
100,1800009149,000020,MAT000412,3450,ST,1000
100,1800009149,000030,MAT000499,485,ST,1000
100,1800009150,000010,MAT000301,843,ST,1100
100,1800009150,000020,MAT000150,4867,ST,1000
100,1800009151,000010,MAT000179,4113,ST,1100
100,1800009151,000020,MAT000189,4722,ST,1200
100,1800009151,000030,MAT000168,3104,ST,1000
100,1800009152,000010,MAT000014,1446,ST,1200
100,1800009153,000010,MAT000345,2724,ST,1000
100,1800009154,000010,MAT000080,3463,ST,1200
100,1800009154,000020,MAT000367,2175,ST,1200
100,1800009154,000030,MAT000135,1790,ST,1100
100,1800009154,000040,MAT000235,1347,ST,1200
100,1800009155,000010,MAT000070,2881,ST,1100
100,1800009156,000010,MAT000167,3763,ST,1100
100,1800009156,000020,MAT000166,2803,ST,1200
100,1800009156,000030,MAT000183,1799,ST,1200
100,1800009156,000040,MAT000311,4944,ST,1000
100,1800009157,000010,MAT000168,2737,ST,1000
100,1800009157,000020,MAT000222,1394,ST,1100
100,1800009157,000030,MAT000402,1300,ST,1100
100,1800009157,000040,MAT000093,49,ST,1000
100,1800009158,000010,MAT000189,1645,ST,1100
100,1800009158,000020,MAT000220,1708,ST,1100
100,1800009159,000010,MAT000483,2225,ST,1200
100,1800009159,000020,MAT000274,846,ST,1200
100,1800009159,000030,MAT000343,3818,ST,1100
100,1800009159,000040,MAT000274,4897,ST,1200
100,1800009160,000010,MAT000199,1534,ST,1200
100,1800009160,000020,MAT000199,642,ST,1200
100,1800009160,000030,MAT000220,1391,ST,1200
100,1800009160,000040,MAT000191,1741,ST,1000
100,1800009161,000010,MAT000315,2522,ST,1000
100,1800009161,000020,MAT000329,1841,ST,1100
100,1800009162,000010,MAT000150,763,ST,1000
100,1800009162,000020,MAT000262,3369,ST,1200
100,1800009163,000010,MAT000311,4327,ST,1100
100,1800009163,000020,MAT000008,2284,ST,1200
100,1800009163,000030,MAT000341,1115,ST,1000
100,1800009163,000040,MAT000474,82,ST,1000
100,1800009164,000010,MAT000272,2517,ST,1200
100,1800009164,000020,MAT000135,4429,ST,1200
100,1800009164,000030,MAT000125,4105,ST,1000
100,1800009164,000040,MAT000266,837,ST,1000
100,1800009165,000010,MAT000150,799,ST,1000
100,1800009165,000020,MAT000069,4767,ST,1200
100,1800009165,000030,MAT000497,1701,ST,1200
100,1800009166,000010,MAT000413,4394,ST,1100
100,1800009166,000020,MAT000315,1108,ST,1200
100,1800009166,000030,MAT000015,4495,ST,1100
100,1800009166,000040,MAT000282,1445,ST,1100
100,1800009167,000010,MAT000376,2961,ST,1100
100,1800009168,000010,MAT000255,293,ST,1100
100,1800009168,000020,MAT000183,2809,ST,1000
100,1800009169,000010,MAT000195,254,ST,1100
100,1800009169,000020,MAT000343,4497,ST,1100
100,1800009169,000030,MAT000064,1102,ST,1100
100,1800009170,000010,MAT000311,4473,ST,1000
100,1800009170,000020,MAT000468,3581,ST,1000
100,1800009171,000010,MAT000206,4219,ST,1200
100,1800009171,000020,MAT000354,3658,ST,1100
100,1800009172,000010,MAT000304,1186,ST,1000
100,1800009172,000020,MAT000003,4865,ST,1100
100,1800009173,000010,MAT000281,3563,ST,1000
100,1800009173,000020,MAT000213,1594,ST,1000
100,1800009174,000010,MAT000082,3444,ST,1200
100,1800009174,000020,MAT000014,186,ST,1100
100,1800009174,000030,MAT000017,2686,ST,1000
100,1800009174,000040,MAT000109,2904,ST,1000
100,1800009174,000050,MAT000250,3522,ST,1000
100,1800009175,000010,MAT000220,638,ST,1200
100,1800009175,000020,MAT000080,4367,ST,1000
100,1800009176,000010,MAT000483,4694,ST,1200
100,1800009176,000020,MAT000294,1661,ST,1200
100,1800009177,000010,MAT000200,449,ST,1200
100,1800009177,000020,MAT000077,155,ST,1100
100,1800009177,000030,MAT000431,3059,ST,1000
100,1800009178,000010,MAT000150,1861,ST,1200
100,1800009178,000020,MAT000343,1876,ST,1000
100,1800009178,000030,MAT000404,324,ST,1200
100,1800009179,000010,MAT000352,2698,ST,1000
100,1800009179,000020,MAT000167,2409,ST,1200
100,1800009180,000010,MAT000201,1331,ST,1200
100,1800009180,000020,MAT000144,1486,ST,1000
100,1800009181,000010,MAT000171,654,ST,1200
100,1800009181,000020,MAT000294,4232,ST,1200
100,1800009181,000030,MAT000197,1230,ST,1100
100,1800009181,000040,MAT000195,1185,ST,1000
100,1800009182,000010,MAT000499,3432,ST,1200
100,1800009182,000020,MAT000431,3645,ST,1200
100,1800009182,000030,MAT000167,3554,ST,1100
100,1800009183,000010,MAT000347,213,ST,1100
100,1800009184,000010,MAT000242,3738,ST,1000
100,1800009184,000020,MAT000104,3832,ST,1000
100,1800009185,000010,MAT000275,380,ST,1200
100,1800009185,000020,MAT000171,225,ST,1200
100,1800009185,000030,MAT000191,4798,ST,1100
100,1800009186,000010,MAT000222,649,ST,1000
100,1800009186,000020,MAT000007,597,ST,1100
100,1800009187,000010,MAT000220,3139,ST,1200
100,1800009187,000020,MAT000221,3119,ST,1100
100,1800009187,000030,MAT000066,2360,ST,1200
100,1800009188,000010,MAT000422,337,ST,1100
100,1800009188,000020,MAT000176,4367,ST,1200
100,1800009188,000030,MAT000197,4857,ST,1000
100,1800009188,000040,MAT000100,247,ST,1200
100,1800009189,000010,MAT000263,4798,ST,1100
100,1800009189,000020,MAT000341,4644,ST,1000
100,1800009189,000030,MAT000290,1591,ST,1000
100,1800009190,000010,MAT000016,1160,ST,1200
100,1800009190,000020,MAT000175,4509,ST,1000
100,1800009190,000030,MAT000293,2366,ST,1200
100,1800009191,000010,MAT000168,1459,ST,1100
100,1800009191,000020,MAT000124,1371,ST,1200
100,1800009192,000010,MAT000007,4056,ST,1000
100,1800009192,000020,MAT000413,1541,ST,1100
100,1800009192,000030,MAT000487,4654,ST,1200
100,1800009192,000040,MAT000194,1307,ST,1200
100,1800009192,000050,MAT000428,525,ST,1000
100,1800009193,000010,MAT000143,801,ST,1200
100,1800009194,000010,MAT000421,2146,ST,1200
100,1800009194,000020,MAT000474,1205,ST,1100
100,1800009194,000030,MAT000500,2228,ST,1000
100,1800009195,000010,MAT000189,2755,ST,1200
100,1800009195,000020,MAT000411,4283,ST,1000
100,1800009196,000010,MAT000499,1485,ST,1100
100,1800009196,000020,MAT000403,1477,ST,1100
100,1800009196,000030,MAT000173,2123,ST,1100
100,1800009197,000010,MAT000220,213,ST,1000
