MANDT,AUFPL,APLZL,MGVRG,MEINH,DAESSION
100,0000001599,00000002,14.745,EA,8
100,0000001599,00000003,70.068,EA,60
100,0000001600,00000001,52.17,EA,7
100,0000001600,00000002,77.897,EA,23
100,0000001600,00000003,62.786,EA,31
100,0000001601,00000001,29.628,EA,23
100,0000001601,00000002,81.81,EA,11
100,0000001601,00000003,27.337,EA,16
100,0000001602,00000001,80.702,EA,48
100,0000001602,00000002,8.48,EA,41
100,0000001603,00000001,39.533,EA,59
100,0000001603,00000002,52.427,EA,48
100,0000001603,00000003,47.105,EA,45
100,0000001604,00000001,30.396,EA,47
100,0000001604,00000002,1.037,EA,46
100,0000001604,00000003,19.949,EA,16
100,0000001605,00000001,53.367,EA,6
100,0000001605,00000002,64.539,EA,29
100,0000001605,00000003,29.879,EA,24
100,0000001606,00000001,54.139,EA,57
100,0000001606,00000002,67.108,EA,53
100,0000001606,00000003,26.408,EA,54
100,0000001607,00000001,54.077,EA,4
100,0000001607,00000002,86.62,EA,23
100,0000001607,00000003,36.613,EA,18
100,0000001607,00000004,19.263,EA,30
100,0000001608,00000001,21.226,EA,38
100,0000001608,00000002,60.012,EA,19
100,0000001608,00000003,69.361,EA,37
100,0000001608,00000004,78.201,EA,22
100,0000001609,00000001,90.67,EA,15
100,0000001609,00000002,86.438,EA,14
100,0000001610,00000001,67.582,EA,58
100,0000001610,00000002,83.873,EA,20
100,0000001610,00000003,75.552,EA,39
100,0000001611,00000001,12.534,EA,38
100,0000001611,00000002,67.479,EA,33
100,0000001612,00000001,46.98,EA,21
100,0000001612,00000002,89.289,EA,10
100,0000001612,00000003,63.396,EA,59
100,0000001612,00000004,26.98,EA,33
100,0000001613,00000001,7.749,EA,55
100,0000001613,00000002,88.858,EA,30
100,0000001614,00000001,12.591,EA,28
100,0000001614,00000002,29.353,EA,10
100,0000001614,00000003,61.577,EA,3
100,0000001614,00000004,99.716,EA,48
100,0000001615,00000001,5.362,EA,35
100,0000001615,00000002,51.599,EA,6
100,0000001616,00000001,98.101,EA,17
100,0000001616,00000002,77.271,EA,52
100,0000001616,00000003,45.882,EA,8
100,0000001617,00000001,45.227,EA,7
100,0000001617,00000002,73.041,EA,58
100,0000001618,00000001,7.555,EA,14
100,0000001618,00000002,81.982,EA,15
100,0000001618,00000003,77.744,EA,55
100,0000001618,00000004,63.421,EA,48
100,0000001619,00000001,55.989,EA,34
100,0000001619,00000002,60.894,EA,11
100,0000001619,00000003,98.899,EA,10
100,0000001619,00000004,20.514,EA,27
100,0000001620,00000001,4.299,EA,24
100,0000001620,00000002,95.485,EA,23
100,0000001620,00000003,50.498,EA,18
100,0000001620,00000004,62.061,EA,8
100,0000001621,00000001,88.985,EA,35
100,0000001621,00000002,61.147,EA,29
100,0000001621,00000003,30.184,EA,36
100,0000001622,00000001,97.52,EA,16
100,0000001622,00000002,47.355,EA,40
100,0000001622,00000003,45.918,EA,58
100,0000001622,00000004,65.957,EA,54
100,0000001623,00000001,17.004,EA,32
100,0000001623,00000002,88.196,EA,27
100,0000001623,00000003,33.36,EA,51
100,0000001624,00000001,14.104,EA,50
100,0000001624,00000002,58.742,EA,34
100,0000001624,00000003,37.837,EA,7
100,0000001624,00000004,70.111,EA,1
100,0000001625,00000001,44.833,EA,30
100,0000001625,00000002,57.563,EA,7
100,0000001625,00000003,96.023,EA,17
100,0000001626,00000001,12.678,EA,43
100,0000001626,00000002,94.991,EA,30
100,0000001627,00000001,37.001,EA,9
100,0000001627,00000002,12.152,EA,49
100,0000001627,00000003,53.907,EA,20
100,0000001628,00000001,71.819,EA,55
100,0000001628,00000002,54.613,EA,10
100,0000001628,00000003,64.729,EA,5
100,0000001628,00000004,79.876,EA,39
100,0000001629,00000001,34.395,EA,30
100,0000001629,00000002,80.103,EA,28
100,0000001630,00000001,6.751,EA,60
100,0000001630,00000002,49.236,EA,54
100,0000001630,00000003,48.339,EA,40
100,0000001631,00000001,79.732,EA,22
100,0000001631,00000002,96.486,EA,18
100,0000001631,00000003,89.036,EA,11
100,0000001631,00000004,2.112,EA,58
100,0000001632,00000001,67.909,EA,33
100,0000001632,00000002,93.203,EA,38
100,0000001633,00000001,56.178,EA,30
100,0000001633,00000002,45.17,EA,27
100,0000001633,00000003,55.588,EA,21
100,0000001634,00000001,95.038,EA,17
100,0000001634,00000002,95.96,EA,44
100,0000001634,00000003,18.635,EA,41
100,0000001635,00000001,12.747,EA,59
100,0000001635,00000002,47.983,EA,37
100,0000001635,00000003,76.281,EA,24
100,0000001635,00000004,72.276,EA,27
100,0000001636,00000001,98.987,EA,50
100,0000001636,00000002,83.019,EA,34
100,0000001636,00000003,24.847,EA,14
100,0000001637,00000001,44.362,EA,29
100,0000001637,00000002,73.374,EA,27
100,0000001637,00000003,13.177,EA,16
100,0000001637,00000004,23.315,EA,39
100,0000001638,00000001,30.469,EA,38
100,0000001638,00000002,98.518,EA,4
100,0000001639,00000001,84.123,EA,48
100,0000001639,00000002,2.111,EA,60
100,0000001639,00000003,84.344,EA,56
100,0000001639,00000004,46.773,EA,43
100,0000001640,00000001,48.603,EA,58
100,0000001640,00000002,76.869,EA,44
100,0000001640,00000003,99.28,EA,31
100,0000001641,00000001,84.412,EA,10
100,0000001641,00000002,8.801,EA,50
100,0000001641,00000003,76.514,EA,16
100,0000001641,00000004,78.25,EA,40
100,0000001642,00000001,62.116,EA,46
100,0000001642,00000002,56.404,EA,25
100,0000001642,00000003,19.214,EA,51
100,0000001642,00000004,99.35,EA,34
100,0000001643,00000001,75.43,EA,57
100,0000001643,00000002,71.211,EA,53
100,0000001643,00000003,7.43,EA,55
100,0000001644,00000001,30.375,EA,43
100,0000001644,00000002,66.88,EA,55
100,0000001644,00000003,54.118,EA,60
100,0000001644,00000004,66.342,EA,48
100,0000001645,00000001,68.895,EA,6
100,0000001645,00000002,28.315,EA,14
100,0000001646,00000001,98.431,EA,26
100,0000001646,00000002,22.994,EA,45
100,0000001647,00000001,7.991,EA,50
100,0000001647,00000002,92.571,EA,17
100,0000001647,00000003,2.055,EA,60
100,0000001648,00000001,35.807,EA,13
100,0000001648,00000002,22.225,EA,45
100,0000001648,00000003,24.129,EA,30
100,0000001649,00000001,6.087,EA,25
100,0000001649,00000002,36.443,EA,54
100,0000001650,00000001,79.322,EA,36
100,0000001650,00000002,2.137,EA,5
100,0000001650,00000003,94.117,EA,35
100,0000001650,00000004,47.635,EA,42
100,0000001651,00000001,70.554,EA,7
100,0000001651,00000002,8.258,EA,18
100,0000001651,00000003,55.163,EA,23
100,0000001652,00000001,36.043,EA,5
100,0000001652,00000002,66.562,EA,22
100,0000001653,00000001,43.074,EA,2
100,0000001653,00000002,11.77,EA,21
100,0000001653,00000003,2.707,EA,20
100,0000001653,00000004,30.494,EA,28
100,0000001654,00000001,18.356,EA,9
100,0000001654,00000002,84.405,EA,39
100,0000001654,00000003,9.375,EA,19
100,0000001655,00000001,81.922,EA,54
100,0000001655,00000002,42.397,EA,24
100,0000001655,00000003,11.32,EA,13
100,0000001655,00000004,19.402,EA,18
100,0000001656,00000001,94.112,EA,60
100,0000001656,00000002,16.913,EA,1
100,0000001656,00000003,50.283,EA,18
100,0000001657,00000001,25.331,EA,32
100,0000001657,00000002,35.874,EA,5
100,0000001657,00000003,78.214,EA,54
100,0000001658,00000001,61.918,EA,49
100,0000001658,00000002,25.767,EA,50
100,0000001659,00000001,41.842,EA,30
100,0000001659,00000002,53.358,EA,52
100,0000001659,00000003,26.461,EA,55
100,0000001660,00000001,59.141,EA,60
100,0000001660,00000002,39.659,EA,3
100,0000001660,00000003,57.715,EA,56
100,0000001661,00000001,41.956,EA,50
100,0000001661,00000002,82.831,EA,49
100,0000001661,00000003,2.117,EA,21
100,0000001661,00000004,40.594,EA,6
100,0000001662,00000001,52.665,EA,34
100,0000001662,00000002,77.755,EA,17
100,0000001663,00000001,33.846,EA,12
100,0000001663,00000002,44.55,EA,14
100,0000001663,00000003,46.231,EA,15
100,0000001663,00000004,65.118,EA,41
100,0000001664,00000001,66.704,EA,6
100,0000001664,00000002,82.366,EA,42
100,0000001665,00000001,82.137,EA,26
100,0000001665,00000002,16.7,EA,32
100,0000001666,00000001,88.346,EA,59
100,0000001666,00000002,82.715,EA,9
100,0000001666,00000003,79.603,EA,24
100,0000001666,00000004,1.661,EA,40
100,0000001667,00000001,77.013,EA,28
100,0000001667,00000002,73.248,EA,48
100,0000001667,00000003,15.392,EA,41
100,0000001668,00000001,53.142,EA,11
100,0000001668,00000002,16.537,EA,48
100,0000001668,00000003,33.933,EA,38
100,0000001669,00000001,33.981,EA,24
100,0000001669,00000002,70.75,EA,24
100,0000001669,00000003,39.233,EA,34
100,0000001670,00000001,95.469,EA,6
100,0000001670,00000002,75.313,EA,7
100,0000001670,00000003,85.233,EA,39
100,0000001671,00000001,91.522,EA,19
100,0000001671,00000002,59.701,EA,39
100,0000001671,00000003,57.951,EA,56
100,0000001672,00000001,1.918,EA,40
100,0000001672,00000002,56.279,EA,59
100,0000001672,00000003,96.722,EA,45
100,0000001672,00000004,51.272,EA,31
100,0000001673,00000001,84.475,EA,46
100,0000001673,00000002,32.115,EA,43
100,0000001673,00000003,84.077,EA,14
100,0000001673,00000004,16.015,EA,48
100,0000001674,00000001,47.591,EA,53
100,0000001674,00000002,17.191,EA,12
100,0000001674,00000003,34.558,EA,33
100,0000001675,00000001,42.215,EA,40
100,0000001675,00000002,50.251,EA,29
100,0000001676,00000001,47.822,EA,28
100,0000001676,00000002,63.965,EA,42
100,0000001676,00000003,28.139,EA,48
100,0000001676,00000004,30.964,EA,57
100,0000001677,00000001,28.848,EA,23
100,0000001677,00000002,17.993,EA,17
100,0000001677,00000003,45.577,EA,59
100,0000001677,00000004,52.675,EA,56
100,0000001678,00000001,9.477,EA,48
100,0000001678,00000002,91.365,EA,46
100,0000001678,00000003,61.346,EA,5
100,0000001679,00000001,88.308,EA,44
100,0000001679,00000002,36.092,EA,44
100,0000001679,00000003,29.953,EA,12
100,0000001680,00000001,77.393,EA,28
100,0000001680,00000002,98.517,EA,1
100,0000001681,00000001,89.96,EA,54
100,0000001681,00000002,81.657,EA,25
100,0000001682,00000001,20.758,EA,51
100,0000001682,00000002,31.513,EA,44
100,0000001682,00000003,95.722,EA,23
100,0000001682,00000004,93.086,EA,53
100,0000001683,00000001,6.941,EA,44
100,0000001683,00000002,7.817,EA,20
100,0000001683,00000003,8.496,EA,1
100,0000001683,00000004,55.577,EA,46
100,0000001684,00000001,3.458,EA,26
100,0000001684,00000002,42.881,EA,22
100,0000001684,00000003,35.556,EA,56
100,0000001684,00000004,87.748,EA,4
100,0000001685,00000001,74.603,EA,38
100,0000001685,00000002,87.31,EA,4
100,0000001685,00000003,67.852,EA,45
100,0000001686,00000001,51.797,EA,8
100,0000001686,00000002,24.887,EA,57
100,0000001686,00000003,22.086,EA,28
100,0000001686,00000004,95.531,EA,41
100,0000001687,00000001,38.033,EA,47
100,0000001687,00000002,89.983,EA,9
100,0000001688,00000001,38.174,EA,16
100,0000001688,00000002,77.519,EA,16
100,0000001689,00000001,72.691,EA,38
100,0000001689,00000002,72.206,EA,20
100,0000001689,00000003,67.469,EA,49
100,0000001689,00000004,44.29,EA,22
100,0000001690,00000001,72.832,EA,34
100,0000001690,00000002,52.722,EA,10
100,0000001691,00000001,36.858,EA,52
100,0000001691,00000002,9.3,EA,58
100,0000001692,00000001,19.608,EA,23
100,0000001692,00000002,86.099,EA,7
100,0000001692,00000003,90.049,EA,5
100,0000001692,00000004,59.491,EA,14
100,0000001693,00000001,60.973,EA,56
100,0000001693,00000002,39.438,EA,19
100,0000001694,00000001,70.088,EA,35
100,0000001694,00000002,57.727,EA,9
100,0000001694,00000003,50.374,EA,12
100,0000001694,00000004,91.588,EA,16
100,0000001695,00000001,86.488,EA,53
100,0000001695,00000002,94.297,EA,52
100,0000001695,00000003,67.38,EA,13
100,0000001696,00000001,17.952,EA,15
100,0000001696,00000002,86.327,EA,44
100,0000001696,00000003,24.265,EA,11
100,0000001697,00000001,96.214,EA,5
100,0000001697,00000002,81.163,EA,60
100,0000001698,00000001,77.48,EA,53
100,0000001698,00000002,36.171,EA,35
100,0000001699,00000001,53.047,EA,21
100,0000001699,00000002,34.015,EA,40
100,0000001700,00000001,26.224,EA,58
100,0000001700,00000002,87.34,EA,27
100,0000001700,00000003,46.061,EA,44
100,0000001701,00000001,18.19,EA,58
100,0000001701,00000002,81.87,EA,31
100,0000001701,00000003,13.136,EA,34
100,0000001702,00000001,89.87,EA,18
100,0000001702,00000002,85.277,EA,57
100,0000001702,00000003,75.664,EA,16
100,0000001703,00000001,57.895,EA,44
100,0000001703,00000002,14.897,EA,16
100,0000001703,00000003,99.56,EA,8
100,0000001703,00000004,88.538,EA,47
100,0000001704,00000001,28.152,EA,5
100,0000001704,00000002,43.991,EA,30
100,0000001704,00000003,75.6,EA,14
100,0000001704,00000004,91.476,EA,57
100,0000001705,00000001,15.046,EA,12
100,0000001705,00000002,28.755,EA,23
100,0000001706,00000001,9.797,EA,9
100,0000001706,00000002,96.4,EA,40
100,0000001706,00000003,19.583,EA,1
100,0000001707,00000001,16.211,EA,20
100,0000001707,00000002,10.108,EA,20
100,0000001707,00000003,16.021,EA,40
100,0000001708,00000001,73.973,EA,44
100,0000001708,00000002,19.306,EA,48
100,0000001708,00000003,34.649,EA,38
100,0000001708,00000004,8.397,EA,30
100,0000001709,00000001,48.365,EA,2
100,0000001709,00000002,93.219,EA,40
100,0000001709,00000003,71.984,EA,50
100,0000001709,00000004,90.002,EA,8
100,0000001710,00000001,46.84,EA,32
100,0000001710,00000002,36.543,EA,35
100,0000001710,00000003,48.533,EA,11
100,0000001711,00000001,61.197,EA,1
100,0000001711,00000002,96.753,EA,5
100,0000001712,00000001,63.768,EA,7
100,0000001712,00000002,70.568,EA,3
100,0000001712,00000003,74.164,EA,26
100,0000001712,00000004,53.046,EA,52
100,0000001713,00000001,5.71,EA,42
100,0000001713,00000002,15.775,EA,46
100,0000001713,00000003,26.76,EA,35
100,0000001714,00000001,50.957,EA,38
100,0000001714,00000002,17.414,EA,52
100,0000001714,00000003,35.365,EA,30
100,0000001714,00000004,99.136,EA,26
100,0000001715,00000001,93.168,EA,5
100,0000001715,00000002,86.181,EA,27
100,0000001716,00000001,19.7,EA,44
100,0000001716,00000002,72.889,EA,20
100,0000001716,00000003,13.178,EA,46
100,0000001717,00000001,76.281,EA,25
100,0000001717,00000002,96.184,EA,49
100,0000001717,00000003,90.459,EA,20
100,0000001717,00000004,88.162,EA,46
100,0000001718,00000001,50.287,EA,24
100,0000001718,00000002,20.472,EA,36
100,0000001719,00000001,10.72,EA,22
100,0000001719,00000002,95.549,EA,17
100,0000001719,00000003,87.896,EA,52
100,0000001719,00000004,88.403,EA,23
100,0000001720,00000001,48.582,EA,58
100,0000001720,00000002,13.902,EA,37
100,0000001721,00000001,3.369,EA,12
100,0000001721,00000002,77.864,EA,9
100,0000001722,00000001,80.714,EA,43
100,0000001722,00000002,45.386,EA,58
100,0000001722,00000003,26.87,EA,34
100,0000001722,00000004,39.796,EA,4
100,0000001723,00000001,86.154,EA,19
100,0000001723,00000002,89.973,EA,19
100,0000001723,00000003,42.218,EA,17
100,0000001723,00000004,51.804,EA,2
100,0000001724,00000001,38.592,EA,8
100,0000001724,00000002,38.363,EA,19
100,0000001724,00000003,18.554,EA,8
100,0000001724,00000004,53.69,EA,9
100,0000001725,00000001,39.783,EA,49
100,0000001725,00000002,43.555,EA,1
100,0000001726,00000001,26.75,EA,33
100,0000001726,00000002,93.652,EA,5
100,0000001727,00000001,79.737,EA,26
100,0000001727,00000002,68.951,EA,34
100,0000001727,00000003,66.521,EA,12
100,0000001727,00000004,33.987,EA,32
100,0000001728,00000001,14.193,EA,44
100,0000001728,00000002,91.782,EA,30
100,0000001728,00000003,15.298,EA,32
100,0000001728,00000004,2.944,EA,16
100,0000001729,00000001,1.032,EA,28
100,0000001729,00000002,57.416,EA,52
100,0000001729,00000003,42.044,EA,10
100,0000001729,00000004,3.002,EA,19
100,0000001730,00000001,16.246,EA,51
100,0000001730,00000002,11.251,EA,42
100,0000001730,00000003,71.593,EA,13
100,0000001731,00000001,96.714,EA,43
100,0000001731,00000002,79.162,EA,47
100,0000001732,00000001,71.725,EA,59
100,0000001732,00000002,61.943,EA,21
100,0000001732,00000003,16.199,EA,44
100,0000001732,00000004,9.311,EA,21
100,0000001733,00000001,19.967,EA,58
100,0000001733,00000002,57.336,EA,28
100,0000001733,00000003,4.934,EA,24
100,0000001734,00000001,87.221,EA,39
100,0000001734,00000002,22.497,EA,6
100,0000001734,00000003,83.975,EA,46
100,0000001735,00000001,62.341,EA,38
100,0000001735,00000002,48.992,EA,33
100,0000001735,00000003,36.073,EA,16
100,0000001736,00000001,36.013,EA,51
100,0000001736,00000002,65.046,EA,11
100,0000001737,00000001,42.591,EA,48
100,0000001737,00000002,69.223,EA,56
100,0000001737,00000003,15.716,EA,49
100,0000001738,00000001,13.047,EA,3
100,0000001738,00000002,60.463,EA,52
100,0000001739,00000001,18.896,EA,50
100,0000001739,00000002,48.037,EA,17
100,0000001739,00000003,22.266,EA,8
100,0000001739,00000004,18.807,EA,47
100,0000001740,00000001,64.062,EA,1
100,0000001740,00000002,14.435,EA,50
100,0000001741,00000001,18.896,EA,51
100,0000001741,00000002,9.36,EA,11
100,0000001741,00000003,93.651,EA,53
100,0000001741,00000004,51.345,EA,59
100,0000001742,00000001,56.193,EA,9
100,0000001742,00000002,64.314,EA,56
100,0000001742,00000003,50.88,EA,1
100,0000001743,00000001,1.87,EA,54
100,0000001743,00000002,87.803,EA,33
100,0000001743,00000003,69.391,EA,38
100,0000001743,00000004,85.355,EA,56
100,0000001744,00000001,51.346,EA,20
100,0000001744,00000002,9.723,EA,14
100,0000001744,00000003,70.348,EA,33
100,0000001744,00000004,97.594,EA,25
100,0000001745,00000001,3.851,EA,40
100,0000001745,00000002,14.91,EA,26
100,0000001746,00000001,49.315,EA,19
100,0000001746,00000002,45.259,EA,15
100,0000001746,00000003,66.305,EA,56
100,0000001747,00000001,66.571,EA,28
100,0000001747,00000002,26.172,EA,9
100,0000001747,00000003,97.088,EA,7
100,0000001748,00000001,6.317,EA,28
100,0000001748,00000002,48.005,EA,22
100,0000001749,00000001,40.441,EA,26
100,0000001749,00000002,49.551,EA,45
100,0000001749,00000003,30.423,EA,22
100,0000001749,00000004,14.482,EA,59
100,0000001750,00000001,79.566,EA,34
100,0000001750,00000002,76.414,EA,33
100,0000001751,00000001,83.703,EA,13
100,0000001751,00000002,57.689,EA,40
100,0000001751,00000003,93.331,EA,43
100,0000001751,00000004,68.463,EA,50
100,0000001752,00000001,34.786,EA,3
100,0000001752,00000002,21.573,EA,60
100,0000001752,00000003,12.64,EA,45
100,0000001753,00000001,18.995,EA,6
100,0000001753,00000002,1.1,EA,4
100,0000001754,00000001,26.817,EA,25
100,0000001754,00000002,55.281,EA,9
100,0000001754,00000003,51.846,EA,53
100,0000001755,00000001,25.206,EA,48
100,0000001755,00000002,66.251,EA,35
100,0000001755,00000003,89.002,EA,21
100,0000001755,00000004,12.241,EA,12
100,0000001756,00000001,72.434,EA,53
100,0000001756,00000002,16.026,EA,27
100,0000001756,00000003,45.597,EA,5
100,0000001757,00000001,66.126,EA,44
100,0000001757,00000002,92.788,EA,47
100,0000001757,00000003,46.219,EA,58
100,0000001757,00000004,6.704,EA,57
100,0000001758,00000001,44.661,EA,3
100,0000001758,00000002,83.263,EA,55
100,0000001759,00000001,76.524,EA,39
100,0000001759,00000002,91.117,EA,31
100,0000001759,00000003,80.529,EA,50
100,0000001760,00000001,93.894,EA,35
100,0000001760,00000002,90.598,EA,34
100,0000001761,00000001,96.932,EA,24
100,0000001761,00000002,53.7,EA,38
100,0000001761,00000003,99.866,EA,59
100,0000001761,00000004,80.222,EA,16
100,0000001762,00000001,54.699,EA,37
100,0000001762,00000002,48.147,EA,46
100,0000001763,00000001,16.119,EA,14
100,0000001763,00000002,6.199,EA,15
100,0000001763,00000003,54.267,EA,3
100,0000001763,00000004,67.115,EA,54
100,0000001764,00000001,20.779,EA,45
100,0000001764,00000002,10.622,EA,2
100,0000001764,00000003,89.798,EA,23
100,0000001765,00000001,20.885,EA,26
100,0000001765,00000002,20.038,EA,15
100,0000001766,00000001,45.768,EA,24
100,0000001766,00000002,83.977,EA,29
100,0000001766,00000003,43.625,EA,53
100,0000001766,00000004,16.246,EA,16
100,0000001767,00000001,27.518,EA,12
100,0000001767,00000002,65.535,EA,40
100,0000001767,00000003,52.251,EA,48
100,0000001767,00000004,25.311,EA,28
100,0000001768,00000001,45.932,EA,51
100,0000001768,00000002,84.185,EA,27
100,0000001769,00000001,90.73,EA,27
100,0000001769,00000002,61.631,EA,31
100,0000001770,00000001,92.398,EA,23
100,0000001770,00000002,33.455,EA,53
100,0000001770,00000003,8.141,EA,28
100,0000001770,00000004,48.306,EA,45
100,0000001771,00000001,51.238,EA,48
100,0000001771,00000002,98.882,EA,2
100,0000001771,00000003,59.242,EA,19
100,0000001772,00000001,52.831,EA,13
100,0000001772,00000002,95.023,EA,20
100,0000001772,00000003,85.201,EA,32
100,0000001772,00000004,74.898,EA,51
100,0000001773,00000001,17.226,EA,32
100,0000001773,00000002,84.888,EA,43
100,0000001773,00000003,54.51,EA,10
100,0000001773,00000004,8.931,EA,30
100,0000001774,00000001,21.367,EA,28
100,0000001774,00000002,44.243,EA,41
100,0000001774,00000003,35.17,EA,45
100,0000001775,00000001,73.636,EA,44
100,0000001775,00000002,41.813,EA,25
100,0000001775,00000003,43.92,EA,46
100,0000001775,00000004,34.568,EA,53
100,0000001776,00000001,76.949,EA,44
100,0000001776,00000002,52.654,EA,43
100,0000001776,00000003,98.133,EA,60
100,0000001776,00000004,14.117,EA,13
100,0000001777,00000001,78.28,EA,43
100,0000001777,00000002,97.545,EA,4
100,0000001777,00000003,26.019,EA,15
100,0000001778,00000001,79.587,EA,42
100,0000001778,00000002,97.816,EA,22
100,0000001778,00000003,78.576,EA,16
100,0000001779,00000001,80.289,EA,52
100,0000001779,00000002,80.31,EA,45
100,0000001779,00000003,72.097,EA,22
100,0000001779,00000004,36.64,EA,38
100,0000001780,00000001,38.325,EA,48
100,0000001780,00000002,52.985,EA,32
100,0000001780,00000003,12.6,EA,13
100,0000001780,00000004,62.735,EA,35
100,0000001781,00000001,80.516,EA,11
100,0000001781,00000002,40.222,EA,54
100,0000001781,00000003,42.336,EA,38
100,0000001782,00000001,20.34,EA,57
100,0000001782,00000002,71.055,EA,36
100,0000001782,00000003,24.383,EA,21
100,0000001782,00000004,86.115,EA,8
100,0000001783,00000001,87.498,EA,44
100,0000001783,00000002,25.025,EA,33
100,0000001783,00000003,43.528,EA,3
100,0000001783,00000004,21.812,EA,45
100,0000001784,00000001,81.075,EA,41
100,0000001784,00000002,32.264,EA,53
100,0000001785,00000001,11.575,EA,50
100,0000001785,00000002,81.332,EA,41
100,0000001785,00000003,75.587,EA,44
100,0000001785,00000004,21.692,EA,33
100,0000001786,00000001,71.282,EA,60
100,0000001786,00000002,34.771,EA,9
100,0000001786,00000003,76.12,EA,2
100,0000001787,00000001,78.754,EA,39
100,0000001787,00000002,28.354,EA,13
100,0000001787,00000003,47.682,EA,8
100,0000001787,00000004,73.476,EA,2
100,0000001788,00000001,63.129,EA,1
100,0000001788,00000002,18.491,EA,22
100,0000001788,00000003,5.037,EA,24
100,0000001788,00000004,61.841,EA,15
100,0000001789,00000001,33.014,EA,26
100,0000001789,00000002,42.451,EA,25
100,0000001789,00000003,76.804,EA,26
100,0000001790,00000001,49.887,EA,50
100,0000001790,00000002,7.119,EA,36
100,0000001790,00000003,7.577,EA,10
100,0000001791,00000001,79.944,EA,9
100,0000001791,00000002,87.919,EA,33
100,0000001791,00000003,75.074,EA,28
100,0000001792,00000001,14.535,EA,12
100,0000001792,00000002,40.766,EA,49
100,0000001792,00000003,11.202,EA,28
100,0000001793,00000001,12.885,EA,24
100,0000001793,00000002,95.237,EA,3
100,0000001794,00000001,29.563,EA,35
100,0000001794,00000002,30.728,EA,45
100,0000001795,00000001,81.841,EA,19
100,0000001795,00000002,78.233,EA,32
100,0000001796,00000001,84.738,EA,41
100,0000001796,00000002,25.637,EA,60
100,0000001797,00000001,51.023,EA,30
100,0000001797,00000002,94.526,EA,16
100,0000001797,00000003,83.077,EA,30
100,0000001798,00000001,79.422,EA,2
100,0000001798,00000002,7.052,EA,42
100,0000001798,00000003,27.254,EA,13
100,0000001798,00000004,91.607,EA,25
100,0000001799,00000001,35.577,EA,43
100,0000001799,00000002,95.299,EA,17
100,0000001800,00000001,66.462,EA,33
100,0000001800,00000002,54.591,EA,28
100,0000001800,00000003,30.064,EA,48
100,0000001800,00000004,2.506,EA,44
100,0000001801,00000001,53.575,EA,48
100,0000001801,00000002,42.603,EA,17
100,0000001801,00000003,44.556,EA,50
100,0000001801,00000004,65.488,EA,47
100,0000001802,00000001,79.781,EA,28
100,0000001802,00000002,13.599,EA,47
100,0000001802,00000003,68.722,EA,47
100,0000001802,00000004,86.295,EA,35
100,0000001803,00000001,75.469,EA,44
100,0000001803,00000002,18.44,EA,5
100,0000001803,00000003,34.95,EA,27
100,0000001803,00000004,83.967,EA,10
100,0000001804,00000001,63.78,EA,24
100,0000001804,00000002,68.508,EA,49
100,0000001804,00000003,1.111,EA,5
100,0000001805,00000001,57.245,EA,23
100,0000001805,00000002,92.617,EA,14
100,0000001806,00000001,61.97,EA,29
100,0000001806,00000002,30.072,EA,5
100,0000001806,00000003,36.195,EA,8
100,0000001806,00000004,14.533,EA,1
100,0000001807,00000001,1.311,EA,42
100,0000001807,00000002,2.017,EA,43
100,0000001808,00000001,53.657,EA,38
100,0000001808,00000002,8.192,EA,15
100,0000001809,00000001,20.292,EA,41
100,0000001809,00000002,56.222,EA,25
100,0000001810,00000001,31.067,EA,4
100,0000001810,00000002,66.19,EA,56
100,0000001810,00000003,54.487,EA,31
100,0000001810,00000004,32.989,EA,5
100,0000001811,00000001,75.07,EA,53
100,0000001811,00000002,85.203,EA,23
100,0000001811,00000003,94.256,EA,26
100,0000001811,00000004,32.416,EA,22
100,0000001812,00000001,90.487,EA,52
100,0000001812,00000002,37.651,EA,27
100,0000001813,00000001,57.749,EA,35
100,0000001813,00000002,44.574,EA,26
100,0000001814,00000001,52.438,EA,53
100,0000001814,00000002,32.129,EA,30
100,0000001814,00000003,98.163,EA,19
100,0000001815,00000001,1.528,EA,59
100,0000001815,00000002,56.013,EA,34
100,0000001815,00000003,71.355,EA,2
100,0000001816,00000001,92.931,EA,22
100,0000001816,00000002,52.014,EA,6
100,0000001817,00000001,82.881,EA,35
100,0000001817,00000002,89.185,EA,29
100,0000001818,00000001,90.844,EA,7
100,0000001818,00000002,68.052,EA,30
100,0000001818,00000003,36.367,EA,19
100,0000001819,00000001,86.563,EA,48
100,0000001819,00000002,36.322,EA,36
100,0000001819,00000003,49.465,EA,35
100,0000001819,00000004,4.894,EA,16
100,0000001820,00000001,29.517,EA,8
100,0000001820,00000002,52.928,EA,33
100,0000001820,00000003,84.091,EA,22
100,0000001820,00000004,64.978,EA,13
100,0000001821,00000001,26.323,EA,47
100,0000001821,00000002,94.69,EA,56
100,0000001822,00000001,75.423,EA,21
100,0000001822,00000002,5.626,EA,58
100,0000001822,00000003,65.209,EA,6
100,0000001823,00000001,68.815,EA,20
100,0000001823,00000002,16.832,EA,23
100,0000001824,00000001,33.861,EA,39
100,0000001824,00000002,1.501,EA,26
100,0000001824,00000003,31.445,EA,41
100,0000001824,00000004,2.184,EA,3
100,0000001825,00000001,66.349,EA,36
100,0000001825,00000002,28.349,EA,20
100,0000001825,00000003,46.675,EA,7
100,0000001826,00000001,23.93,EA,29
