MANDT,LGNUM,TESSION,TAESSION,MATNR,WERKS,VSOLA,MEINS
100,001,0000000321,0001,000000000000100332,0002,23.696,KG
100,002,0000000321,0002,000000000000100082,0003,72.588,KG
100,003,0000000321,0003,000000000000100875,0005,35.914,KG
100,001,0000000322,0001,000000000000100702,0002,23.22,KG
100,002,0000000322,0002,000000000000100731,0005,5.628,KG
100,003,0000000322,0003,000000000000100467,0002,49.175,KG
100,001,0000000323,0001,000000000000100255,0004,85.332,KG
100,002,0000000323,0002,000000000000100798,0009,87.18,KG
100,003,0000000323,0003,000000000000100363,0002,44.839,KG
100,001,0000000324,0001,000000000000100096,0007,25.764,KG
100,002,0000000324,0002,000000000000100888,0010,31.17,KG
100,003,0000000324,0003,000000000000100719,0009,33.654,KG
100,001,0000000325,0001,000000000000100731,0008,67.359,KG
100,002,0000000325,0002,000000000000100649,0007,31.445,KG
100,003,0000000325,0003,000000000000100867,0010,72.494,KG
100,001,0000000326,0001,000000000000100792,0001,68.887,KG
100,002,0000000326,0002,000000000000100141,0001,24.722,KG
100,003,0000000326,0003,000000000000100203,0008,58.946,KG
100,001,0000000327,0001,000000000000100492,0002,73.228,KG
100,002,0000000327,0002,000000000000100285,0002,96.486,KG
100,003,0000000327,0003,000000000000100517,0006,83.124,KG
100,001,0000000328,0001,000000000000100204,0007,6.012,KG
100,002,0000000328,0002,000000000000100305,0004,44.623,KG
100,003,0000000328,0003,000000000000100761,0001,70.58,KG
100,001,0000000329,0001,000000000000100913,0009,42.184,KG
100,002,0000000329,0002,000000000000100091,0009,4.417,KG
100,003,0000000329,0003,000000000000100434,0008,65.399,KG
100,001,0000000330,0001,000000000000100318,0010,97.003,KG
100,002,0000000330,0002,000000000000100111,0001,48.294,KG
100,003,0000000330,0003,000000000000100493,0007,53.105,KG
100,001,0000000331,0001,000000000000100929,0004,84.758,KG
100,002,0000000331,0002,000000000000100452,0006,97.323,KG
100,003,0000000331,0003,000000000000100997,0001,23.412,KG
100,001,0000000332,0001,000000000000100216,0010,34.327,KG
100,002,0000000332,0002,000000000000100547,0004,44.673,KG
100,003,0000000332,0003,000000000000100280,0009,98.042,KG
100,001,0000000333,0001,000000000000100590,0009,43.89,KG
100,002,0000000333,0002,000000000000100969,0004,66.529,KG
100,003,0000000333,0003,000000000000100810,0002,59.987,KG
100,001,0000000334,0001,000000000000100656,0008,25.756,KG
100,002,0000000334,0002,000000000000100027,0002,65.856,KG
100,003,0000000334,0003,000000000000100727,0009,74.596,KG
100,001,0000000335,0001,000000000000100510,0006,47.274,KG
100,002,0000000335,0002,000000000000100283,0009,47.961,KG
100,003,0000000335,0003,000000000000100150,0009,48.983,KG
100,001,0000000336,0001,000000000000100824,0004,34.006,KG
100,002,0000000336,0002,000000000000100907,0001,90.549,KG
100,003,0000000336,0003,000000000000100380,0005,91.012,KG
100,001,0000000337,0001,000000000000100626,0003,32.357,KG
100,002,0000000337,0002,000000000000100741,0004,81.968,KG
100,003,0000000337,0003,000000000000100122,0002,42.645,KG
100,001,0000000338,0001,000000000000100894,0003,83.808,KG
100,002,0000000338,0002,000000000000100981,0006,82.104,KG
100,003,0000000338,0003,000000000000100609,0010,30.94,KG
100,001,0000000339,0001,000000000000100406,0001,18.828,KG
100,002,0000000339,0002,000000000000100203,0001,65.2,KG
100,003,0000000339,0003,000000000000100727,0002,59.582,KG
100,001,0000000340,0001,000000000000100005,0001,80.718,KG
100,002,0000000340,0002,000000000000100221,0009,69.771,KG
100,003,0000000340,0003,000000000000100863,0001,89.837,KG
100,001,0000000341,0001,000000000000100535,0007,75.209,KG
100,002,0000000341,0002,000000000000100792,0010,88.438,KG
100,003,0000000341,0003,000000000000100133,0007,48.159,KG
100,001,0000000342,0001,000000000000100343,0007,18.567,KG
100,002,0000000342,0002,000000000000100448,0008,20.373,KG
100,003,0000000342,0003,000000000000100848,0001,43.506,KG
100,001,0000000343,0001,000000000000100342,0003,20.306,KG
100,002,0000000343,0002,000000000000100667,0002,67.15,KG
100,003,0000000343,0003,000000000000100740,0006,69.939,KG
100,001,0000000344,0001,000000000000100629,0007,4.385,KG
100,002,0000000344,0002,000000000000100840,0010,84.131,KG
100,003,0000000344,0003,000000000000100831,0001,41.832,KG
100,001,0000000345,0001,000000000000100438,0010,57.559,KG
100,002,0000000345,0002,000000000000100392,0006,13.956,KG
100,003,0000000345,0003,000000000000100622,0004,61.461,KG
100,001,0000000346,0001,000000000000100072,0003,23.748,KG
100,002,0000000346,0002,000000000000100501,0010,60.009,KG
100,003,0000000346,0003,000000000000100363,0003,59.069,KG
100,001,0000000347,0001,000000000000100725,0005,94.964,KG
100,002,0000000347,0002,000000000000100923,0010,82.814,KG
100,003,0000000347,0003,000000000000100102,0006,96.59,KG
100,001,0000000348,0001,000000000000100826,0008,69.236,KG
100,002,0000000348,0002,000000000000100206,0007,67.884,KG
100,003,0000000348,0003,000000000000100639,0005,73.64,KG
100,001,0000000349,0001,000000000000100209,0008,58.625,KG
100,002,0000000349,0002,000000000000100694,0008,15.276,KG
100,003,0000000349,0003,000000000000100644,0008,56.314,KG
100,001,0000000350,0001,000000000000100215,0002,93.602,KG
100,002,0000000350,0002,000000000000100566,0006,61.689,KG
100,003,0000000350,0003,000000000000100487,0006,31.072,KG
100,001,0000000351,0001,000000000000100418,0006,76.953,KG
100,002,0000000351,0002,000000000000100767,0007,47.717,KG
100,003,0000000351,0003,000000000000100650,0006,64.011,KG
100,001,0000000352,0001,000000000000100128,0003,38.966,KG
100,002,0000000352,0002,000000000000100802,0005,83.315,KG
100,003,0000000352,0003,000000000000100880,0008,36.932,KG
100,001,0000000353,0001,000000000000100286,0008,52.747,KG
100,002,0000000353,0002,000000000000100450,0008,79.163,KG
100,003,0000000353,0003,000000000000100618,0007,87.567,KG
100,001,0000000354,0001,000000000000100514,0003,67.397,KG
100,002,0000000354,0002,000000000000100718,0003,92.345,KG
100,003,0000000354,0003,000000000000100790,0004,34.323,KG
100,001,0000000355,0001,000000000000100343,0007,8.469,KG
100,002,0000000355,0002,000000000000100787,0006,76.125,KG
100,003,0000000355,0003,000000000000100279,0001,59.144,KG
100,001,0000000356,0001,000000000000100267,0010,29.456,KG
100,002,0000000356,0002,000000000000100886,0002,52.338,KG
100,003,0000000356,0003,000000000000100046,0006,82.991,KG
100,001,0000000357,0001,000000000000100776,0010,40.353,KG
100,002,0000000357,0002,000000000000100548,0002,89.145,KG
100,003,0000000357,0003,000000000000100438,0004,86.056,KG
100,001,0000000358,0001,000000000000100454,0007,87.419,KG
100,002,0000000358,0002,000000000000100567,0004,64.572,KG
100,003,0000000358,0003,000000000000100230,0009,90.662,KG
100,001,0000000359,0001,000000000000100643,0007,47.421,KG
100,002,0000000359,0002,000000000000100271,0009,99.795,KG
100,003,0000000359,0003,000000000000100748,0010,47.918,KG
100,001,0000000360,0001,000000000000100516,0003,32.724,KG
100,002,0000000360,0002,000000000000100748,0003,23.146,KG
100,003,0000000360,0003,000000000000100857,0008,17.699,KG
100,001,0000000361,0001,000000000000100487,0003,71.528,KG
100,002,0000000361,0002,000000000000100007,0004,21.472,KG
100,003,0000000361,0003,000000000000100800,0001,8.004,KG
100,001,0000000362,0001,000000000000100876,0001,74.898,KG
100,002,0000000362,0002,000000000000100586,0008,92.559,KG
100,003,0000000362,0003,000000000000100975,0004,37.124,KG
100,001,0000000363,0001,000000000000100146,0001,27.397,KG
100,002,0000000363,0002,000000000000100811,0009,84.978,KG
100,003,0000000363,0003,000000000000100302,0006,46.882,KG
100,001,0000000364,0001,000000000000100084,0002,22.67,KG
100,002,0000000364,0002,000000000000100743,0007,64.974,KG
100,003,0000000364,0003,000000000000100979,0007,27.065,KG
100,001,0000000365,0001,000000000000100053,0002,21.765,KG
100,002,0000000365,0002,000000000000100495,0003,16.097,KG
100,003,0000000365,0003,000000000000100044,0002,89.053,KG
100,001,0000000366,0001,000000000000100517,0002,10.314,KG
100,002,0000000366,0002,000000000000100779,0009,45.072,KG
100,003,0000000366,0003,000000000000100067,0003,39.405,KG
100,001,0000000367,0001,000000000000100816,0003,58.83,KG
100,002,0000000367,0002,000000000000100912,0002,40.084,KG
100,003,0000000367,0003,000000000000100739,0003,85.258,KG
100,001,0000000368,0001,000000000000100611,0009,12.488,KG
100,002,0000000368,0002,000000000000100335,0001,59.211,KG
100,003,0000000368,0003,000000000000100795,0009,7.807,KG
100,001,0000000369,0001,000000000000100588,0009,24.226,KG
100,002,0000000369,0002,000000000000100120,0008,68.948,KG
100,003,0000000369,0003,000000000000100928,0004,21.023,KG
100,001,0000000370,0001,000000000000100761,0008,74.505,KG
100,002,0000000370,0002,000000000000100976,0002,6.042,KG
100,003,0000000370,0003,000000000000100140,0010,38.111,KG
100,001,0000000371,0001,000000000000100632,0007,27.895,KG
100,002,0000000371,0002,000000000000100038,0007,12.825,KG
100,003,0000000371,0003,000000000000100683,0007,3.672,KG
100,001,0000000372,0001,000000000000100788,0007,73.845,KG
100,002,0000000372,0002,000000000000100835,0003,11.422,KG
100,003,0000000372,0003,000000000000100922,0007,66.94,KG
100,001,0000000373,0001,000000000000100700,0006,63.515,KG
100,002,0000000373,0002,000000000000100675,0010,84.072,KG
100,003,0000000373,0003,000000000000100698,0010,39.956,KG
100,001,0000000374,0001,000000000000100380,0008,34.035,KG
100,002,0000000374,0002,000000000000100732,0007,11.743,KG
100,003,0000000374,0003,000000000000100571,0001,65.114,KG
100,001,0000000375,0001,000000000000100931,0005,16.776,KG
100,002,0000000375,0002,000000000000100915,0002,83.393,KG
100,003,0000000375,0003,000000000000100815,0006,50.605,KG
100,001,0000000376,0001,000000000000100588,0010,22.25,KG
100,002,0000000376,0002,000000000000100606,0008,18.913,KG
100,003,0000000376,0003,000000000000100984,0010,71.486,KG
100,001,0000000377,0001,000000000000100051,0010,8.396,KG
100,002,0000000377,0002,000000000000100642,0010,69.404,KG
100,003,0000000377,0003,000000000000100189,0007,12.282,KG
100,001,0000000378,0001,000000000000100033,0001,76.941,KG
100,002,0000000378,0002,000000000000100941,0003,90.149,KG
100,003,0000000378,0003,000000000000100931,0003,89.43,KG
100,001,0000000379,0001,000000000000100312,0006,41.708,KG
100,002,0000000379,0002,000000000000100960,0003,23.836,KG
100,003,0000000379,0003,000000000000100494,0006,4.286,KG
100,001,0000000380,0001,000000000000100333,0008,26.104,KG
100,002,0000000380,0002,000000000000100050,0005,34.799,KG
100,003,0000000380,0003,000000000000100835,0001,3.771,KG
100,001,0000000381,0001,000000000000100435,0005,96.545,KG
100,002,0000000381,0002,000000000000100663,0003,3.822,KG
100,003,0000000381,0003,000000000000100971,0008,44.29,KG
100,001,0000000382,0001,000000000000100538,0002,41.648,KG
100,002,0000000382,0002,000000000000100732,0009,58.225,KG
100,003,0000000382,0003,000000000000100358,0004,2.833,KG
100,001,0000000383,0001,000000000000100221,0006,66.535,KG
100,002,0000000383,0002,000000000000100030,0005,68.883,KG
100,003,0000000383,0003,000000000000100589,0004,80.357,KG
100,001,0000000384,0001,000000000000100320,0009,20.324,KG
100,002,0000000384,0002,000000000000100999,0006,33.63,KG
100,003,0000000384,0003,000000000000100484,0002,99.963,KG
100,001,0000000385,0001,000000000000100828,0003,26.839,KG
100,002,0000000385,0002,000000000000100915,0008,96.043,KG
100,003,0000000385,0003,000000000000100080,0007,87.669,KG
100,001,0000000386,0001,000000000000100214,0007,53.646,KG
100,002,0000000386,0002,000000000000100455,0009,37.092,KG
100,003,0000000386,0003,000000000000100241,0005,21.46,KG
100,001,0000000387,0001,000000000000100613,0001,46.127,KG
100,002,0000000387,0002,000000000000100426,0009,23.363,KG
100,003,0000000387,0003,000000000000100482,0010,69.002,KG
100,001,0000000388,0001,000000000000100582,0006,29.445,KG
100,002,0000000388,0002,000000000000100529,0006,69.428,KG
100,003,0000000388,0003,000000000000100534,0010,24.945,KG
100,001,0000000389,0001,000000000000100628,0009,94.102,KG
100,002,0000000389,0002,000000000000100122,0009,92.645,KG
100,003,0000000389,0003,000000000000100010,0005,67.834,KG
100,001,0000000390,0001,000000000000100111,0004,18.708,KG
100,002,0000000390,0002,000000000000100161,0005,39.29,KG
100,003,0000000390,0003,000000000000100277,0005,27.868,KG
100,001,0000000391,0001,000000000000100400,0004,3.149,KG
100,002,0000000391,0002,000000000000100224,0002,41.933,KG
100,003,0000000391,0003,000000000000100487,0006,15.564,KG
100,001,0000000392,0001,000000000000100827,0010,69.18,KG
100,002,0000000392,0002,000000000000100164,0003,78.092,KG
100,003,0000000392,0003,000000000000100653,0002,66.952,KG
100,001,0000000393,0001,000000000000100808,0006,18.882,KG
100,002,0000000393,0002,000000000000100230,0002,91.698,KG
100,003,0000000393,0003,000000000000100668,0010,56.937,KG
100,001,0000000394,0001,000000000000100211,0002,58.324,KG
100,002,0000000394,0002,000000000000100981,0003,86.143,KG
100,003,0000000394,0003,000000000000100104,0005,78.5,KG
100,001,0000000395,0001,000000000000100569,0003,26.084,KG
100,002,0000000395,0002,000000000000100102,0005,69.01,KG
100,003,0000000395,0003,000000000000100860,0010,12.727,KG
100,001,0000000396,0001,000000000000100917,0008,24.271,KG
100,002,0000000396,0002,000000000000100188,0003,72.404,KG
100,003,0000000396,0003,000000000000100381,0009,7.457,KG
100,001,0000000397,0001,000000000000100770,0004,97.497,KG
100,002,0000000397,0002,000000000000100259,0009,40.614,KG
100,003,0000000397,0003,000000000000100765,0005,7.094,KG
100,001,0000000398,0001,000000000000100770,0006,68.33,KG
100,002,0000000398,0002,000000000000100365,0010,84.273,KG
100,003,0000000398,0003,000000000000100649,0008,84.674,KG
100,001,0000000399,0001,000000000000100908,0007,37.857,KG
100,002,0000000399,0002,000000000000100162,0007,59.424,KG
100,003,0000000399,0003,000000000000100210,0003,97.815,KG
100,001,0000000400,0001,000000000000100246,0007,75.255,KG
100,002,0000000400,0002,000000000000100466,0010,77.65,KG
100,003,0000000400,0003,000000000000100139,0001,92.906,KG
100,001,0000000401,0001,000000000000100838,0006,5.443,KG
100,002,0000000401,0002,000000000000100100,0003,10.379,KG
100,003,0000000401,0003,000000000000100707,0008,83.033,KG
100,001,0000000402,0001,000000000000100583,0004,45.191,KG
100,002,0000000402,0002,000000000000100828,0010,87.032,KG
100,003,0000000402,0003,000000000000100315,0002,60.069,KG
100,001,0000000403,0001,000000000000100312,0008,8.21,KG
100,002,0000000403,0002,000000000000100727,0003,59.664,KG
100,003,0000000403,0003,000000000000100196,0006,21.808,KG
100,001,0000000404,0001,000000000000100955,0008,8.436,KG
100,002,0000000404,0002,000000000000100271,0001,49.135,KG
100,003,0000000404,0003,000000000000100943,0003,18.021,KG
100,001,0000000405,0001,000000000000100557,0002,94.958,KG
100,002,0000000405,0002,000000000000100938,0010,54.516,KG
100,003,0000000405,0003,000000000000100048,0008,93.183,KG
100,001,0000000406,0001,000000000000100490,0006,6.319,KG
100,002,0000000406,0002,000000000000100365,0010,80.65,KG
100,003,0000000406,0003,000000000000100947,0006,79.97,KG
100,001,0000000407,0001,000000000000100460,0008,14.357,KG
100,002,0000000407,0002,000000000000100023,0008,60.785,KG
100,003,0000000407,0003,000000000000100901,0001,76.052,KG
100,001,0000000408,0001,000000000000100779,0004,64.494,KG
100,002,0000000408,0002,000000000000100169,0009,67.159,KG
100,003,0000000408,0003,000000000000100644,0010,23.205,KG
100,001,0000000409,0001,000000000000100570,0004,29.114,KG
100,002,0000000409,0002,000000000000100180,0002,53.187,KG
100,003,0000000409,0003,000000000000100522,0004,4.818,KG
100,001,0000000410,0001,000000000000100572,0002,55.257,KG
100,002,0000000410,0002,000000000000100714,0003,68.003,KG
100,003,0000000410,0003,000000000000100606,0001,90.373,KG
100,001,0000000411,0001,000000000000100788,0009,14.888,KG
100,002,0000000411,0002,000000000000100505,0006,77.132,KG
100,003,0000000411,0003,000000000000100369,0002,3.975,KG
100,001,0000000412,0001,000000000000100993,0001,47.229,KG
100,002,0000000412,0002,000000000000100703,0005,17.021,KG
100,003,0000000412,0003,000000000000100156,0007,15.193,KG
100,001,0000000413,0001,000000000000100181,0006,66.617,KG
100,002,0000000413,0002,000000000000100045,0009,24.225,KG
100,003,0000000413,0003,000000000000100261,0010,29.327,KG
100,001,0000000414,0001,000000000000100035,0007,24.667,KG
100,002,0000000414,0002,000000000000100526,0006,11.823,KG
100,003,0000000414,0003,000000000000100521,0005,62.62,KG
100,001,0000000415,0001,000000000000100174,0002,15.464,KG
100,002,0000000415,0002,000000000000100772,0009,86.411,KG
100,003,0000000415,0003,000000000000100902,0005,86.98,KG
100,001,0000000416,0001,000000000000100379,0006,87.657,KG
100,002,0000000416,0002,000000000000100606,0005,35.991,KG
100,003,0000000416,0003,000000000000100262,0002,83.195,KG
100,001,0000000417,0001,000000000000100673,0006,78.968,KG
100,002,0000000417,0002,000000000000100689,0007,25.662,KG
100,003,0000000417,0003,000000000000100528,0009,29.402,KG
100,001,0000000418,0001,000000000000100615,0008,57.663,KG
100,002,0000000418,0002,000000000000100956,0004,58.01,KG
100,003,0000000418,0003,000000000000100196,0003,38.624,KG
100,001,0000000419,0001,000000000000100047,0008,52.908,KG
100,002,0000000419,0002,000000000000100925,0006,62.647,KG
100,003,0000000419,0003,000000000000100739,0001,31.738,KG
100,001,0000000420,0001,000000000000100841,0003,75.376,KG
100,002,0000000420,0002,000000000000100800,0010,91.192,KG
100,003,0000000420,0003,000000000000100178,0009,7.759,KG
100,001,0000000421,0001,000000000000100614,0010,16.241,KG
100,002,0000000421,0002,000000000000100640,0008,86.827,KG
100,003,0000000421,0003,000000000000100768,0009,27.42,KG
100,001,0000000422,0001,000000000000100899,0008,14.227,KG
100,002,0000000422,0002,000000000000100597,0004,81.577,KG
100,003,0000000422,0003,000000000000100941,0003,69.335,KG
100,001,0000000423,0001,000000000000100081,0003,72.658,KG
100,002,0000000423,0002,000000000000100321,0007,21.596,KG
100,003,0000000423,0003,000000000000100318,0006,8.867,KG
100,001,0000000424,0001,000000000000100619,0003,76.94,KG
100,002,0000000424,0002,000000000000100249,0004,66.305,KG
100,003,0000000424,0003,000000000000100138,0004,40.206,KG
100,001,0000000425,0001,000000000000100321,0009,68.136,KG
100,002,0000000425,0002,000000000000100305,0010,76.166,KG
100,003,0000000425,0003,000000000000100299,0001,73.749,KG
100,001,0000000426,0001,000000000000100073,0003,2.458,KG
100,002,0000000426,0002,000000000000100558,0001,55.227,KG
100,003,0000000426,0003,000000000000100215,0010,84.941,KG
100,001,0000000427,0001,000000000000100055,0002,36.025,KG
100,002,0000000427,0002,000000000000100268,0005,62.232,KG
100,003,0000000427,0003,000000000000100988,0009,13.343,KG
100,001,0000000428,0001,000000000000100476,0005,7.143,KG
100,002,0000000428,0002,000000000000100457,0007,22.966,KG
100,003,0000000428,0003,000000000000100522,0006,16.867,KG
100,001,0000000429,0001,000000000000100635,0001,79.107,KG
100,002,0000000429,0002,000000000000100857,0009,37.541,KG
100,003,0000000429,0003,000000000000100745,0006,70.019,KG
100,001,0000000430,0001,000000000000100325,0001,82.588,KG
100,002,0000000430,0002,000000000000100405,0003,64.655,KG
100,003,0000000430,0003,000000000000100844,0009,65.11,KG
100,001,0000000431,0001,000000000000100398,0005,86.928,KG
100,002,0000000431,0002,000000000000100683,0005,10.408,KG
100,003,0000000431,0003,000000000000100515,0001,82.353,KG
100,001,0000000432,0001,000000000000100180,0005,53.631,KG
100,002,0000000432,0002,000000000000100237,0001,12.645,KG
100,003,0000000432,0003,000000000000100883,0008,17.954,KG
100,001,0000000433,0001,000000000000100299,0009,40.6,KG
100,002,0000000433,0002,000000000000100985,0005,90.836,KG
100,003,0000000433,0003,000000000000100936,0010,80.304,KG
100,001,0000000434,0001,000000000000100472,0001,41.042,KG
100,002,0000000434,0002,000000000000100835,0005,54.08,KG
100,003,0000000434,0003,000000000000100088,0005,45.796,KG
100,001,0000000435,0001,000000000000100588,0003,46.748,KG
100,002,0000000435,0002,000000000000100084,0010,43.902,KG
100,003,0000000435,0003,000000000000100945,0001,48.128,KG
100,001,0000000436,0001,000000000000100607,0006,24.077,KG
100,002,0000000436,0002,000000000000100706,0002,54.18,KG
100,003,0000000436,0003,000000000000100733,0006,64.694,KG
100,001,0000000437,0001,000000000000100615,0003,13.35,KG
100,002,0000000437,0002,000000000000100777,0007,39.531,KG
100,003,0000000437,0003,000000000000100626,0008,99.784,KG
100,001,0000000438,0001,000000000000100835,0010,38.21,KG
100,002,0000000438,0002,000000000000100475,0002,40.769,KG
100,003,0000000438,0003,000000000000100919,0001,3.022,KG
100,001,0000000439,0001,000000000000100985,0007,54.205,KG
100,002,0000000439,0002,000000000000100608,0005,10.256,KG
100,003,0000000439,0003,000000000000100719,0010,8.209,KG
100,001,0000000440,0001,000000000000100263,0003,59.46,KG
100,002,0000000440,0002,000000000000100949,0008,99.056,KG
100,003,0000000440,0003,000000000000100118,0008,2.144,KG
100,001,0000000441,0001,000000000000100606,0004,41.126,KG
100,002,0000000441,0002,000000000000100919,0004,85.317,KG
100,003,0000000441,0003,000000000000100607,0003,64.776,KG
100,001,0000000442,0001,000000000000100000,0007,73.862,KG
100,002,0000000442,0002,000000000000100381,0002,35.52,KG
100,003,0000000442,0003,000000000000100070,0004,77.979,KG
100,001,0000000443,0001,000000000000100235,0001,73.15,KG
100,002,0000000443,0002,000000000000100288,0010,42.737,KG
100,003,0000000443,0003,000000000000100023,0003,58.151,KG
100,001,0000000444,0001,000000000000100295,0001,31.432,KG
100,002,0000000444,0002,000000000000100391,0009,45.458,KG
100,003,0000000444,0003,000000000000100157,0005,81.929,KG
100,001,0000000445,0001,000000000000100904,0002,14.571,KG
100,002,0000000445,0002,000000000000100507,0010,33.611,KG
100,003,0000000445,0003,000000000000100133,0010,64.533,KG
100,001,0000000446,0001,000000000000100599,0009,24.981,KG
100,002,0000000446,0002,000000000000100713,0008,74.085,KG
100,003,0000000446,0003,000000000000100300,0005,75.254,KG
100,001,0000000447,0001,000000000000100084,0003,86.673,KG
100,002,0000000447,0002,000000000000100008,0007,91.057,KG
100,003,0000000447,0003,000000000000100734,0005,13.282,KG
100,001,0000000448,0001,000000000000100233,0001,54.976,KG
100,002,0000000448,0002,000000000000100389,0005,27.129,KG
100,003,0000000448,0003,000000000000100673,0008,38.543,KG
100,001,0000000449,0001,000000000000100944,0006,27.525,KG
100,002,0000000449,0002,000000000000100173,0003,59.783,KG
100,003,0000000449,0003,000000000000100224,0006,20.872,KG
100,001,0000000450,0001,000000000000100795,0006,3.425,KG
100,002,0000000450,0002,000000000000100708,0008,24.556,KG
100,003,0000000450,0003,000000000000100956,0005,57.957,KG
100,001,0000000451,0001,000000000000100537,0003,64.701,KG
100,002,0000000451,0002,000000000000100674,0009,87.339,KG
100,003,0000000451,0003,000000000000100330,0007,68.446,KG
100,001,0000000452,0001,000000000000100318,0004,27.022,KG
100,002,0000000452,0002,000000000000100788,0009,96.719,KG
100,003,0000000452,0003,000000000000100747,0006,15.741,KG
100,001,0000000453,0001,000000000000100690,0009,77.428,KG
100,002,0000000453,0002,000000000000100859,0009,86.089,KG
100,003,0000000453,0003,000000000000100774,0008,92.124,KG
100,001,0000000454,0001,000000000000100080,0004,89.877,KG
100,002,0000000454,0002,000000000000100917,0009,16.913,KG
100,003,0000000454,0003,000000000000100950,0003,24.057,KG
100,001,0000000455,0001,000000000000100419,0006,86.877,KG
100,002,0000000455,0002,000000000000100380,0002,95.489,KG
100,003,0000000455,0003,000000000000100832,0007,2.588,KG
100,001,0000000456,0001,000000000000100714,0004,6.897,KG
100,002,0000000456,0002,000000000000100232,0009,51.27,KG
100,003,0000000456,0003,000000000000100511,0004,17.753,KG
100,001,0000000457,0001,000000000000100782,0006,47.081,KG
100,002,0000000457,0002,000000000000100067,0009,95.127,KG
100,003,0000000457,0003,000000000000100810,0010,28.206,KG
100,001,0000000458,0001,000000000000100488,0008,63.9,KG
100,002,0000000458,0002,000000000000100814,0008,74.691,KG
100,003,0000000458,0003,000000000000100850,0009,2.076,KG
100,001,0000000459,0001,000000000000100595,0010,29.312,KG
100,002,0000000459,0002,000000000000100489,0002,43.15,KG
100,003,0000000459,0003,000000000000100991,0009,86.959,KG
100,001,0000000460,0001,000000000000100734,0008,22.698,KG
100,002,0000000460,0002,000000000000100330,0008,3.154,KG
100,003,0000000460,0003,000000000000100540,0002,41.655,KG
100,001,0000000461,0001,000000000000100652,0002,50.242,KG
100,002,0000000461,0002,000000000000100297,0005,79.19,KG
100,003,0000000461,0003,000000000000100482,0008,53.299,KG
100,001,0000000462,0001,000000000000100470,0002,34.664,KG
100,002,0000000462,0002,000000000000100330,0006,15.017,KG
100,003,0000000462,0003,000000000000100548,0007,5.278,KG
100,001,0000000463,0001,000000000000100282,0006,91.658,KG
100,002,0000000463,0002,000000000000100654,0005,79.195,KG
100,003,0000000463,0003,000000000000100226,0001,13.274,KG
100,001,0000000464,0001,000000000000100704,0009,7.165,KG
100,002,0000000464,0002,000000000000100311,0010,1.608,KG
100,003,0000000464,0003,000000000000100041,0002,83.343,KG
100,001,0000000465,0001,000000000000100455,0001,2.124,KG
100,002,0000000465,0002,000000000000100286,0003,73.118,KG
100,003,0000000465,0003,000000000000100557,0003,27.169,KG
100,001,0000000466,0001,000000000000100133,0010,59.829,KG
100,002,0000000466,0002,000000000000100036,0001,41.083,KG
100,003,0000000466,0003,000000000000100635,0004,91.766,KG
100,001,0000000467,0001,000000000000100268,0008,79.007,KG
100,002,0000000467,0002,000000000000100779,0005,56.587,KG
100,003,0000000467,0003,000000000000100623,0004,7.292,KG
100,001,0000000468,0001,000000000000100317,0008,33.745,KG
100,002,0000000468,0002,000000000000100067,0007,65.742,KG
100,003,0000000468,0003,000000000000100968,0010,77.924,KG
100,001,0000000469,0001,000000000000100507,0002,29.725,KG
100,002,0000000469,0002,000000000000100930,0007,99.596,KG
100,003,0000000469,0003,000000000000100579,0005,24.07,KG
100,001,0000000470,0001,000000000000100126,0005,1.599,KG
100,002,0000000470,0002,000000000000100277,0003,71.464,KG
100,003,0000000470,0003,000000000000100639,0010,17.096,KG
100,001,0000000471,0001,000000000000100189,0005,73.585,KG
100,002,0000000471,0002,000000000000100876,0010,21.663,KG
100,003,0000000471,0003,000000000000100397,0003,82.03,KG
100,001,0000000472,0001,000000000000100801,0006,41.936,KG
100,002,0000000472,0002,000000000000100615,0009,41.26,KG
100,003,0000000472,0003,000000000000100791,0007,21.357,KG
100,001,0000000473,0001,000000000000100510,0002,29.591,KG
100,002,0000000473,0002,000000000000100136,0007,55.45,KG
100,003,0000000473,0003,000000000000100505,0001,56.538,KG
100,001,0000000474,0001,000000000000100498,0009,85.157,KG
100,002,0000000474,0002,000000000000100906,0008,20.258,KG
100,003,0000000474,0003,000000000000100130,0002,52.556,KG
100,001,0000000475,0001,000000000000100791,0009,44.428,KG
100,002,0000000475,0002,000000000000100967,0004,15.788,KG
100,003,0000000475,0003,000000000000100104,0010,37.506,KG
100,001,0000000476,0001,000000000000100737,0006,15.53,KG
100,002,0000000476,0002,000000000000100621,0004,13.061,KG
100,003,0000000476,0003,000000000000100557,0008,96.563,KG
100,001,0000000477,0001,000000000000100960,0006,73.756,KG
100,002,0000000477,0002,000000000000100156,0008,90.77,KG
100,003,0000000477,0003,000000000000100174,0006,29.587,KG
100,001,0000000478,0001,000000000000100451,0003,10.742,KG
100,002,0000000478,0002,000000000000100542,0007,65.927,KG
100,003,0000000478,0003,000000000000100166,0009,19.159,KG
100,001,0000000479,0001,000000000000100616,0010,96.143,KG
100,002,0000000479,0002,000000000000100731,0007,92.816,KG
100,003,0000000479,0003,000000000000100308,0008,36.064,KG
100,001,0000000480,0001,000000000000100130,0010,48.934,KG
100,002,0000000480,0002,000000000000100402,0002,38.43,KG
100,003,0000000480,0003,000000000000100660,0009,38.244,KG
100,001,0000000481,0001,000000000000100576,0006,65.926,KG
