MANDT,AUFNR,AUTYP,BUKRS,WERKS,KOSTL,ERDAT,ERNAM
100,1004582,10,1000,1000,1200,20250521,SYSTEM
100,1004583,10,1000,1100,1300,20241113,SYSTEM
100,1004584,10,1000,1200,1000,20240810,SYSTEM
100,1004585,10,1000,1200,1000,20221119,SYSTEM
100,1004586,10,1000,1000,1000,20220523,SYSTEM
100,1004587,10,1000,1100,1100,20220220,SYSTEM
100,1004588,10,1000,1100,1000,20230930,SYSTEM
100,1004589,10,1000,1100,1200,20241210,SYSTEM
100,1004590,10,1000,1100,1200,20240911,SYSTEM
100,1004591,10,1000,1000,1000,20230202,SYSTEM
100,1004592,10,1000,1000,1100,20240519,SYSTEM
100,1004593,10,1000,1200,1400,20240129,SYSTEM
100,1004594,10,1000,1100,1200,20221225,SYSTEM
100,1004595,10,1000,1100,1300,20240810,SYSTEM
100,1004596,10,1000,1100,1000,20230731,SYSTEM
100,1004597,10,1000,1100,1300,20250803,SYSTEM
100,1004598,10,1000,1000,1200,20241225,SYSTEM
100,1004599,10,1000,1200,1100,20220416,SYSTEM
100,1004600,10,1000,1100,1000,20241225,SYSTEM
100,1004601,10,1000,1000,1200,20241014,SYSTEM
100,1004602,10,1000,1100,1100,20241124,SYSTEM
100,1004603,10,1000,1200,1100,20250920,SYSTEM
100,1004604,10,1000,1000,1200,20220117,SYSTEM
100,1004605,10,1000,1200,1000,20250127,SYSTEM
100,1004606,10,1000,1100,1100,20240116,SYSTEM
100,1004607,10,1000,1200,1400,20241007,SYSTEM
100,1004608,10,1000,1100,1000,20241022,SYSTEM
100,1004609,10,1000,1100,1400,20220818,SYSTEM
100,1004610,10,1000,1100,1300,20241209,SYSTEM
100,1004611,10,1000,1000,1100,20220911,SYSTEM
100,1004612,10,1000,1100,1400,20230312,SYSTEM
100,1004613,10,1000,1200,1000,20250108,SYSTEM
100,1004614,10,1000,1000,1000,20220526,SYSTEM
100,1004615,10,1000,1200,1200,20220217,SYSTEM
100,1004616,10,1000,1100,1100,20250305,SYSTEM
100,1004617,10,1000,1200,1100,20231217,SYSTEM
100,1004618,10,1000,1200,1300,20231020,SYSTEM
100,1004619,10,1000,1100,1000,20230726,SYSTEM
100,1004620,10,1000,1000,1100,20251001,SYSTEM
100,1004621,10,1000,1100,1400,20230311,SYSTEM
100,1004622,10,1000,1000,1000,20230222,SYSTEM
100,1004623,10,1000,1200,1100,20231026,SYSTEM
100,1004624,10,1000,1100,1200,20250113,SYSTEM
100,1004625,10,1000,1100,1200,20240420,SYSTEM
100,1004626,10,1000,1000,1000,20220731,SYSTEM
100,1004627,10,1000,1100,1300,20230628,SYSTEM
100,1004628,10,1000,1000,1400,20230703,SYSTEM
100,1004629,10,1000,1100,1400,20241025,SYSTEM
100,1004630,10,1000,1100,1000,20230219,SYSTEM
100,1004631,10,1000,1000,1300,20250629,SYSTEM
100,1004632,10,1000,1100,1000,20240518,SYSTEM
100,1004633,10,1000,1000,1100,20240826,SYSTEM
100,1004634,10,1000,1000,1200,20250614,SYSTEM
100,1004635,10,1000,1100,1100,20251006,SYSTEM
100,1004636,10,1000,1100,1100,20230528,SYSTEM
100,1004637,10,1000,1100,1400,20251112,SYSTEM
100,1004638,10,1000,1200,1100,20230226,SYSTEM
100,1004639,10,1000,1100,1400,20240219,SYSTEM
100,1004640,10,1000,1100,1400,20250220,SYSTEM
100,1004641,10,1000,1000,1100,20241128,SYSTEM
100,1004642,10,1000,1100,1200,20250216,SYSTEM
100,1004643,10,1000,1100,1100,20231218,SYSTEM
100,1004644,10,1000,1200,1000,20240713,SYSTEM
100,1004645,10,1000,1000,1400,20241008,SYSTEM
100,1004646,10,1000,1200,1000,20250719,SYSTEM
100,1004647,10,1000,1200,1100,20230424,SYSTEM
100,1004648,10,1000,1200,1400,20251123,SYSTEM
100,1004649,10,1000,1200,1200,20230307,SYSTEM
100,1004650,10,1000,1200,1300,20230630,SYSTEM
100,1004651,10,1000,1100,1400,20250805,SYSTEM
100,1004652,10,1000,1100,1000,20240626,SYSTEM
100,1004653,10,1000,1000,1200,20230218,SYSTEM
100,1004654,10,1000,1100,1100,20250429,SYSTEM
100,1004655,10,1000,1100,1000,20230918,SYSTEM
100,1004656,10,1000,1000,1400,20240411,SYSTEM
100,1004657,10,1000,1100,1200,20230211,SYSTEM
100,1004658,10,1000,1000,1200,20220329,SYSTEM
100,1004659,10,1000,1200,1200,20221225,SYSTEM
100,1004660,10,1000,1000,1000,20231117,SYSTEM
100,1004661,10,1000,1200,1200,20221119,SYSTEM
100,1004662,10,1000,1000,1200,20231223,SYSTEM
100,1004663,10,1000,1200,1400,20230303,SYSTEM
100,1004664,10,1000,1200,1300,20231224,SYSTEM
100,1004665,10,1000,1000,1100,20250704,SYSTEM
100,1004666,10,1000,1000,1100,20250712,SYSTEM
100,1004667,10,1000,1000,1000,20240109,SYSTEM
100,1004668,10,1000,1000,1100,20241108,SYSTEM
100,1004669,10,1000,1000,1300,20221106,SYSTEM
100,1004670,10,1000,1100,1400,20250603,SYSTEM
100,1004671,10,1000,1100,1100,20240419,SYSTEM
100,1004672,10,1000,1000,1200,20231015,SYSTEM
100,1004673,10,1000,1100,1000,20220309,SYSTEM
100,1004674,10,1000,1000,1200,20251215,SYSTEM
100,1004675,10,1000,1200,1100,20220122,SYSTEM
100,1004676,10,1000,1100,1000,20221221,SYSTEM
100,1004677,10,1000,1200,1400,20240407,SYSTEM
100,1004678,10,1000,1200,1400,20220922,SYSTEM
100,1004679,10,1000,1100,1100,20230215,SYSTEM
100,1004680,10,1000,1100,1300,20221120,SYSTEM
100,1004681,10,1000,1100,1000,20220521,SYSTEM
100,1004682,10,1000,1000,1000,20220918,SYSTEM
100,1004683,10,1000,1200,1000,20240506,SYSTEM
100,1004684,10,1000,1000,1300,20240628,SYSTEM
100,1004685,10,1000,1000,1100,20240512,SYSTEM
100,1004686,10,1000,1200,1200,20231014,SYSTEM
100,1004687,10,1000,1100,1100,20221014,SYSTEM
100,1004688,10,1000,1100,1000,20220907,SYSTEM
100,1004689,10,1000,1100,1400,20231015,SYSTEM
100,1004690,10,1000,1100,1200,20250317,SYSTEM
100,1004691,10,1000,1100,1300,20230910,SYSTEM
100,1004692,10,1000,1100,1200,20250112,SYSTEM
100,1004693,10,1000,1200,1300,20221111,SYSTEM
100,1004694,10,1000,1000,1100,20221003,SYSTEM
100,1004695,10,1000,1200,1100,20240115,SYSTEM
100,1004696,10,1000,1000,1000,20230825,SYSTEM
100,1004697,10,1000,1100,1200,20230524,SYSTEM
100,1004698,10,1000,1000,1300,20251107,SYSTEM
100,1004699,10,1000,1200,1000,20230207,SYSTEM
100,1004700,10,1000,1100,1300,20240519,SYSTEM
100,1004701,10,1000,1100,1000,20221224,SYSTEM
100,1004702,10,1000,1200,1400,20230107,SYSTEM
100,1004703,10,1000,1000,1200,20250701,SYSTEM
100,1004704,10,1000,1100,1400,20220705,SYSTEM
100,1004705,10,1000,1000,1200,20220306,SYSTEM
100,1004706,10,1000,1000,1200,20241108,SYSTEM
100,1004707,10,1000,1000,1300,20240407,SYSTEM
100,1004708,10,1000,1200,1000,20220110,SYSTEM
100,1004709,10,1000,1200,1300,20220125,SYSTEM
100,1004710,10,1000,1100,1300,20221222,SYSTEM
100,1004711,10,1000,1100,1000,20230510,SYSTEM
100,1004712,10,1000,1200,1400,20251215,SYSTEM
100,1004713,10,1000,1200,1000,20221109,SYSTEM
100,1004714,10,1000,1000,1400,20241216,SYSTEM
100,1004715,10,1000,1100,1300,20230402,SYSTEM
100,1004716,10,1000,1200,1300,20220606,SYSTEM
100,1004717,10,1000,1000,1400,20231113,SYSTEM
100,1004718,10,1000,1100,1300,20250410,SYSTEM
100,1004719,10,1000,1100,1400,20220910,SYSTEM
100,1004720,10,1000,1200,1300,20240106,SYSTEM
100,1004721,10,1000,1000,1100,20251122,SYSTEM
100,1004722,10,1000,1200,1100,20251230,SYSTEM
100,1004723,10,1000,1100,1000,20230515,SYSTEM
100,1004724,10,1000,1000,1200,20230903,SYSTEM
100,1004725,10,1000,1200,1200,20220904,SYSTEM
100,1004726,10,1000,1100,1100,20240501,SYSTEM
100,1004727,10,1000,1200,1400,20220609,SYSTEM
100,1004728,10,1000,1200,1300,20230804,SYSTEM
100,1004729,10,1000,1100,1200,20251230,SYSTEM
100,1004730,10,1000,1000,1100,20230817,SYSTEM
100,1004731,10,1000,1000,1400,20240419,SYSTEM
100,1004732,10,1000,1100,1400,20220401,SYSTEM
100,1004733,10,1000,1200,1000,20230605,SYSTEM
100,1004734,10,1000,1000,1000,20230326,SYSTEM
100,1004735,10,1000,1200,1400,20250521,SYSTEM
100,1004736,10,1000,1100,1100,20230501,SYSTEM
100,1004737,10,1000,1000,1300,20240827,SYSTEM
100,1004738,10,1000,1000,1100,20221127,SYSTEM
100,1004739,10,1000,1000,1300,20231017,SYSTEM
100,1004740,10,1000,1000,1100,20240316,SYSTEM
100,1004741,10,1000,1200,1400,20240108,SYSTEM
100,1004742,10,1000,1000,1400,20240130,SYSTEM
100,1004743,10,1000,1200,1400,20241004,SYSTEM
100,1004744,10,1000,1000,1100,20230102,SYSTEM
100,1004745,10,1000,1200,1000,20230922,SYSTEM
100,1004746,10,1000,1200,1200,20231227,SYSTEM
100,1004747,10,1000,1100,1100,20250729,SYSTEM
100,1004748,10,1000,1100,1200,20230915,SYSTEM
100,1004749,10,1000,1200,1400,20230421,SYSTEM
100,1004750,10,1000,1200,1300,20230626,SYSTEM
100,1004751,10,1000,1100,1300,20231016,SYSTEM
100,1004752,10,1000,1100,1100,20250105,SYSTEM
100,1004753,10,1000,1100,1100,20241103,SYSTEM
100,1004754,10,1000,1000,1200,20251002,SYSTEM
100,1004755,10,1000,1100,1100,20220531,SYSTEM
100,1004756,10,1000,1000,1000,20240510,SYSTEM
100,1004757,10,1000,1200,1100,20240306,SYSTEM
100,1004758,10,1000,1200,1200,20251107,SYSTEM
100,1004759,10,1000,1200,1000,20241026,SYSTEM
100,1004760,10,1000,1100,1400,20230918,SYSTEM
100,1004761,10,1000,1100,1300,20230213,SYSTEM
100,1004762,10,1000,1000,1300,20230117,SYSTEM
100,1004763,10,1000,1200,1400,20220630,SYSTEM
100,1004764,10,1000,1000,1200,20220105,SYSTEM
100,1004765,10,1000,1200,1400,20240825,SYSTEM
100,1004766,10,1000,1200,1300,20231126,SYSTEM
100,1004767,10,1000,1200,1200,20230809,SYSTEM
100,1004768,10,1000,1200,1400,20221020,SYSTEM
100,1004769,10,1000,1200,1100,20250225,SYSTEM
100,1004770,10,1000,1100,1300,20220805,SYSTEM
100,1004771,10,1000,1000,1300,20240308,SYSTEM
100,1004772,10,1000,1000,1100,20231002,SYSTEM
100,1004773,10,1000,1000,1000,20221004,SYSTEM
100,1004774,10,1000,1100,1000,20220417,SYSTEM
100,1004775,10,1000,1200,1400,20240416,SYSTEM
100,1004776,10,1000,1200,1200,20230224,SYSTEM
100,1004777,10,1000,1200,1300,20250921,SYSTEM
100,1004778,10,1000,1000,1300,20250216,SYSTEM
100,1004779,10,1000,1000,1400,20250212,SYSTEM
100,1004780,10,1000,1200,1200,20231226,SYSTEM
100,1004781,10,1000,1100,1400,20250411,SYSTEM
100,1004782,10,1000,1100,1200,20221004,SYSTEM
100,1004783,10,1000,1000,1200,20230225,SYSTEM
100,1004784,10,1000,1200,1200,20220820,SYSTEM
100,1004785,10,1000,1000,1100,20220514,SYSTEM
100,1004786,10,1000,1200,1400,20220328,SYSTEM
100,1004787,10,1000,1100,1100,20221202,SYSTEM
100,1004788,10,1000,1000,1300,20220812,SYSTEM
100,1004789,10,1000,1100,1400,20251208,SYSTEM
100,1004790,10,1000,1200,1200,20230218,SYSTEM
100,1004791,10,1000,1000,1200,20251110,SYSTEM
100,1004792,10,1000,1200,1300,20251101,SYSTEM
100,1004793,10,1000,1100,1200,20251223,SYSTEM
100,1004794,10,1000,1000,1200,20220822,SYSTEM
100,1004795,10,1000,1000,1300,20220623,SYSTEM
100,1004796,10,1000,1100,1000,20230615,SYSTEM
100,1004797,10,1000,1200,1000,20251027,SYSTEM
100,1004798,10,1000,1100,1000,20220928,SYSTEM
100,1004799,10,1000,1200,1400,20240512,SYSTEM
100,1004800,10,1000,1100,1200,20231008,SYSTEM
100,1004801,10,1000,1200,1000,20251105,SYSTEM
100,1004802,10,1000,1200,1200,20231006,SYSTEM
100,1004803,10,1000,1200,1300,20240522,SYSTEM
100,1004804,10,1000,1100,1400,20251027,SYSTEM
100,1004805,10,1000,1100,1300,20240303,SYSTEM
100,1004806,10,1000,1100,1000,20220610,SYSTEM
100,1004807,10,1000,1000,1300,20250601,SYSTEM
100,1004808,10,1000,1100,1100,20240805,SYSTEM
100,1004809,10,1000,1100,1300,20230904,SYSTEM
100,1004810,10,1000,1200,1400,20250521,SYSTEM
100,1004811,10,1000,1000,1200,20220409,SYSTEM
100,1004812,10,1000,1100,1300,20250106,SYSTEM
100,1004813,10,1000,1000,1000,20221012,SYSTEM
100,1004814,10,1000,1200,1200,20250921,SYSTEM
100,1004815,10,1000,1200,1000,20230129,SYSTEM
100,1004816,10,1000,1200,1300,20220611,SYSTEM
100,1004817,10,1000,1100,1100,20220226,SYSTEM
100,1004818,10,1000,1200,1300,20240614,SYSTEM
100,1004819,10,1000,1200,1300,20241221,SYSTEM
100,1004820,10,1000,1000,1300,20220621,SYSTEM
100,1004821,10,1000,1100,1300,20240420,SYSTEM
100,1004822,10,1000,1100,1400,20220323,SYSTEM
100,1004823,10,1000,1100,1300,20230328,SYSTEM
100,1004824,10,1000,1200,1100,20240214,SYSTEM
100,1004825,10,1000,1000,1200,20240730,SYSTEM
100,1004826,10,1000,1200,1200,20221127,SYSTEM
100,1004827,10,1000,1000,1200,20220626,SYSTEM
100,1004828,10,1000,1100,1400,20221209,SYSTEM
100,1004829,10,1000,1000,1200,20251109,SYSTEM
100,1004830,10,1000,1100,1400,20230704,SYSTEM
100,1004831,10,1000,1100,1300,20240704,SYSTEM
100,1004832,10,1000,1000,1000,20251127,SYSTEM
100,1004833,10,1000,1200,1300,20220624,SYSTEM
100,1004834,10,1000,1100,1300,20251118,SYSTEM
100,1004835,10,1000,1000,1300,20240128,SYSTEM
100,1004836,10,1000,1000,1100,20220220,SYSTEM
100,1004837,10,1000,1000,1400,20220629,SYSTEM
100,1004838,10,1000,1200,1000,20250221,SYSTEM
100,1004839,10,1000,1200,1000,20221108,SYSTEM
100,1004840,10,1000,1000,1100,20220718,SYSTEM
100,1004841,10,1000,1000,1000,20230117,SYSTEM
100,1004842,10,1000,1000,1400,20230426,SYSTEM
100,1004843,10,1000,1100,1000,20250502,SYSTEM
100,1004844,10,1000,1200,1300,20250625,SYSTEM
100,1004845,10,1000,1100,1000,20220121,SYSTEM
100,1004846,10,1000,1200,1300,20231007,SYSTEM
100,1004847,10,1000,1200,1100,20231116,SYSTEM
100,1004848,10,1000,1100,1200,20250325,SYSTEM
100,1004849,10,1000,1100,1300,20230904,SYSTEM
100,1004850,10,1000,1200,1300,20240606,SYSTEM
100,1004851,10,1000,1100,1000,20230907,SYSTEM
100,1004852,10,1000,1100,1100,20231027,SYSTEM
100,1004853,10,1000,1200,1200,20251110,SYSTEM
100,1004854,10,1000,1000,1300,20221118,SYSTEM
100,1004855,10,1000,1200,1200,20220920,SYSTEM
100,1004856,10,1000,1100,1000,20221205,SYSTEM
100,1004857,10,1000,1200,1000,20240302,SYSTEM
100,1004858,10,1000,1100,1000,20250512,SYSTEM
100,1004859,10,1000,1200,1300,20220517,SYSTEM
100,1004860,10,1000,1000,1400,20250506,SYSTEM
100,1004861,10,1000,1000,1100,20240405,SYSTEM
100,1004862,10,1000,1100,1400,20230220,SYSTEM
100,1004863,10,1000,1000,1400,20250501,SYSTEM
100,1004864,10,1000,1000,1200,20230831,SYSTEM
100,1004865,10,1000,1200,1200,20250717,SYSTEM
100,1004866,10,1000,1200,1200,20220124,SYSTEM
100,1004867,10,1000,1000,1300,20230830,SYSTEM
100,1004868,10,1000,1000,1300,20230315,SYSTEM
100,1004869,10,1000,1000,1100,20240918,SYSTEM
100,1004870,10,1000,1200,1100,20221118,SYSTEM
100,1004871,10,1000,1200,1200,20251202,SYSTEM
100,1004872,10,1000,1000,1100,20241231,SYSTEM
100,1004873,10,1000,1000,1400,20221018,SYSTEM
100,1004874,10,1000,1000,1000,20230528,SYSTEM
100,1004875,10,1000,1100,1200,20240616,SYSTEM
100,1004876,10,1000,1200,1200,20220611,SYSTEM
100,1004877,10,1000,1200,1000,20230804,SYSTEM
100,1004878,10,1000,1000,1000,20250529,SYSTEM
100,1004879,10,1000,1100,1100,20240512,SYSTEM
100,1004880,10,1000,1100,1100,20251201,SYSTEM
100,1004881,10,1000,1000,1300,20241231,SYSTEM
100,1004882,10,1000,1100,1400,20250813,SYSTEM
100,1004883,10,1000,1200,1000,20220515,SYSTEM
100,1004884,10,1000,1100,1200,20230122,SYSTEM
100,1004885,10,1000,1000,1400,20250923,SYSTEM
100,1004886,10,1000,1100,1400,20230222,SYSTEM
100,1004887,10,1000,1200,1100,20250404,SYSTEM
100,1004888,10,1000,1000,1100,20220604,SYSTEM
100,1004889,10,1000,1200,1300,20221110,SYSTEM
100,1004890,10,1000,1000,1300,20220729,SYSTEM
100,1004891,10,1000,1000,1200,20251128,SYSTEM
100,1004892,10,1000,1100,1000,20240701,SYSTEM
100,1004893,10,1000,1000,1100,20220921,SYSTEM
100,1004894,10,1000,1200,1300,20250915,SYSTEM
100,1004895,10,1000,1100,1300,20240825,SYSTEM
100,1004896,10,1000,1200,1400,20240507,SYSTEM
100,1004897,10,1000,1100,1400,20220321,SYSTEM
100,1004898,10,1000,1200,1200,20241121,SYSTEM
100,1004899,10,1000,1100,1400,20250404,SYSTEM
100,1004900,10,1000,1100,1000,20230831,SYSTEM
100,1004901,10,1000,1000,1400,20251020,SYSTEM
100,1004902,10,1000,1200,1200,20230603,SYSTEM
100,1004903,10,1000,1200,1400,20240126,SYSTEM
100,1004904,10,1000,1200,1300,20250118,SYSTEM
100,1004905,10,1000,1000,1200,20240708,SYSTEM
100,1004906,10,1000,1200,1000,20251114,SYSTEM
100,1004907,10,1000,1100,1300,20220720,SYSTEM
100,1004908,10,1000,1100,1100,20240831,SYSTEM
100,1004909,10,1000,1100,1400,20221014,SYSTEM
100,1004910,10,1000,1000,1100,20241212,SYSTEM
100,1004911,10,1000,1100,1200,20230722,SYSTEM
100,1004912,10,1000,1100,1300,20240721,SYSTEM
100,1004913,10,1000,1200,1000,20231220,SYSTEM
100,1004914,10,1000,1000,1100,20240215,SYSTEM
100,1004915,10,1000,1000,1400,20230710,SYSTEM
100,1004916,10,1000,1000,1000,20220325,SYSTEM
100,1004917,10,1000,1200,1300,20230711,SYSTEM
100,1004918,10,1000,1000,1400,20251111,SYSTEM
100,1004919,10,1000,1000,1300,20230916,SYSTEM
100,1004920,10,1000,1200,1100,20231020,SYSTEM
100,1004921,10,1000,1000,1100,20220407,SYSTEM
100,1004922,10,1000,1000,1000,20230103,SYSTEM
100,1004923,10,1000,1000,1300,20250111,SYSTEM
100,1004924,10,1000,1000,1400,20221209,SYSTEM
100,1004925,10,1000,1100,1000,20240727,SYSTEM
100,1004926,10,1000,1100,1000,20240806,SYSTEM
100,1004927,10,1000,1000,1400,20250403,SYSTEM
100,1004928,10,1000,1000,1200,20241228,SYSTEM
100,1004929,10,1000,1100,1200,20220722,SYSTEM
100,1004930,10,1000,1000,1100,20250903,SYSTEM
100,1004931,10,1000,1100,1400,20231004,SYSTEM
100,1004932,10,1000,1100,1300,20250504,SYSTEM
100,1004933,10,1000,1200,1000,20240101,SYSTEM
100,1004934,10,1000,1200,1100,20221210,SYSTEM
100,1004935,10,1000,1100,1200,20250805,SYSTEM
100,1004936,10,1000,1000,1300,20220630,SYSTEM
100,1004937,10,1000,1200,1100,20230110,SYSTEM
100,1004938,10,1000,1000,1000,20240421,SYSTEM
100,1004939,10,1000,1100,1100,20221204,SYSTEM
100,1004940,10,1000,1000,1000,20240128,SYSTEM
100,1004941,10,1000,1100,1000,20250327,SYSTEM
100,1004942,10,1000,1100,1300,20250321,SYSTEM
100,1004943,10,1000,1000,1100,20231231,SYSTEM
100,1004944,10,1000,1100,1300,20240125,SYSTEM
100,1004945,10,1000,1000,1300,20250204,SYSTEM
100,1004946,10,1000,1000,1300,20220414,SYSTEM
100,1004947,10,1000,1200,1400,20230510,SYSTEM
100,1004948,10,1000,1000,1100,20240114,SYSTEM
100,1004949,10,1000,1100,1300,20240925,SYSTEM
100,1004950,10,1000,1100,1100,20240104,SYSTEM
100,1004951,10,1000,1200,1300,20220509,SYSTEM
100,1004952,10,1000,1100,1300,20231217,SYSTEM
100,1004953,10,1000,1100,1200,20230512,SYSTEM
100,1004954,10,1000,1000,1300,20220906,SYSTEM
100,1004955,10,1000,1100,1400,20230724,SYSTEM
100,1004956,10,1000,1200,1000,20230903,SYSTEM
100,1004957,10,1000,1000,1200,20240424,SYSTEM
100,1004958,10,1000,1100,1000,20230730,SYSTEM
100,1004959,10,1000,1100,1300,20230730,SYSTEM
100,1004960,10,1000,1200,1200,20241004,SYSTEM
100,1004961,10,1000,1000,1200,20241206,SYSTEM
100,1004962,10,1000,1100,1200,20230111,SYSTEM
100,1004963,10,1000,1100,1400,20251108,SYSTEM
100,1004964,10,1000,1100,1000,20220509,SYSTEM
100,1004965,10,1000,1200,1100,20230123,SYSTEM
100,1004966,10,1000,1200,1300,20220729,SYSTEM
100,1004967,10,1000,1000,1200,20250422,SYSTEM
100,1004968,10,1000,1200,1100,20240309,SYSTEM
100,1004969,10,1000,1100,1300,20231126,SYSTEM
100,1004970,10,1000,1200,1000,20251006,SYSTEM
100,1004971,10,1000,1100,1400,20250522,SYSTEM
100,1004972,10,1000,1100,1300,20250616,SYSTEM
100,1004973,10,1000,1100,1000,20240820,SYSTEM
100,1004974,10,1000,1100,1000,20250201,SYSTEM
100,1004975,10,1000,1000,1300,20230606,SYSTEM
100,1004976,10,1000,1200,1300,20250721,SYSTEM
100,1004977,10,1000,1200,1300,20250809,SYSTEM
100,1004978,10,1000,1200,1400,20241003,SYSTEM
100,1004979,10,1000,1100,1000,20250406,SYSTEM
100,1004980,10,1000,1100,1100,20230707,SYSTEM
100,1004981,10,1000,1100,1200,20221126,SYSTEM
100,1004982,10,1000,1200,1400,20230503,SYSTEM
100,1004983,10,1000,1200,1300,20220605,SYSTEM
100,1004984,10,1000,1100,1100,20241030,SYSTEM
100,1004985,10,1000,1200,1200,20220105,SYSTEM
100,1004986,10,1000,1000,1400,20251025,SYSTEM
100,1004987,10,1000,1000,1000,20220124,SYSTEM
100,1004988,10,1000,1100,1100,20220924,SYSTEM
100,1004989,10,1000,1200,1000,20240117,SYSTEM
100,1004990,10,1000,1200,1100,20230608,SYSTEM
100,1004991,10,1000,1000,1000,20220830,SYSTEM
100,1004992,10,1000,1200,1300,20221011,SYSTEM
100,1004993,10,1000,1100,1400,20240822,SYSTEM
100,1004994,10,1000,1200,1300,20251127,SYSTEM
100,1004995,10,1000,1000,1000,20230527,SYSTEM
100,1004996,10,1000,1200,1100,20220807,SYSTEM
100,1004997,10,1000,1200,1300,20220717,SYSTEM
100,1004998,10,1000,1000,1100,20250924,SYSTEM
100,1004999,10,1000,1100,1300,20251116,SYSTEM
100,1005000,10,1000,1100,1200,20240130,SYSTEM
100,1005001,10,1000,1200,1000,20221008,SYSTEM
100,1005002,10,1000,1100,1400,20240520,SYSTEM
100,1005003,10,1000,1200,1200,20240624,SYSTEM
100,1005004,10,1000,1000,1100,20230514,SYSTEM
100,1005005,10,1000,1200,1300,20231208,SYSTEM
100,1005006,10,1000,1100,1200,20220410,SYSTEM
100,1005007,10,1000,1000,1000,20230831,SYSTEM
100,1005008,10,1000,1100,1200,20230205,SYSTEM
100,1005009,10,1000,1000,1000,20250702,SYSTEM
100,1005010,10,1000,1100,1000,20231115,SYSTEM
100,1005011,10,1000,1000,1000,20251228,SYSTEM
100,1005012,10,1000,1000,1100,20230313,SYSTEM
100,1005013,10,1000,1000,1200,20220102,SYSTEM
100,1005014,10,1000,1100,1300,20240520,SYSTEM
100,1005015,10,1000,1000,1400,20220501,SYSTEM
100,1005016,10,1000,1000,1300,20240924,SYSTEM
100,1005017,10,1000,1200,1100,20251115,SYSTEM
100,1005018,10,1000,1100,1300,20250730,SYSTEM
100,1005019,10,1000,1200,1200,20250310,SYSTEM
100,1005020,10,1000,1000,1300,20220509,SYSTEM
100,1005021,10,1000,1000,1400,20220611,SYSTEM
100,1005022,10,1000,1200,1200,20240422,SYSTEM
100,1005023,10,1000,1200,1200,20251003,SYSTEM
100,1005024,10,1000,1200,1100,20221009,SYSTEM
100,1005025,10,1000,1100,1200,20240312,SYSTEM
100,1005026,10,1000,1000,1400,20231012,SYSTEM
100,1005027,10,1000,1000,1100,20240511,SYSTEM
100,1005028,10,1000,1200,1100,20250927,SYSTEM
100,1005029,10,1000,1000,1100,20251008,SYSTEM
100,1005030,10,1000,1100,1100,20240601,SYSTEM
100,1005031,10,1000,1200,1000,20250911,SYSTEM
100,1005032,10,1000,1100,1300,20230826,SYSTEM
100,1005033,10,1000,1200,1400,20230620,SYSTEM
100,1005034,10,1000,1000,1200,20220518,SYSTEM
100,1005035,10,1000,1100,1200,20251229,SYSTEM
100,1005036,10,1000,1100,1300,20220630,SYSTEM
100,1005037,10,1000,1100,1000,20240828,SYSTEM
100,1005038,10,1000,1200,1000,20230718,SYSTEM
100,1005039,10,1000,1100,1400,20240107,SYSTEM
100,1005040,10,1000,1200,1000,20251202,SYSTEM
100,1005041,10,1000,1000,1000,20240719,SYSTEM
100,1005042,10,1000,1000,1200,20231227,SYSTEM
100,1005043,10,1000,1000,1100,20250925,SYSTEM
100,1005044,10,1000,1200,1200,20250305,SYSTEM
100,1005045,10,1000,1200,1300,20250824,SYSTEM
100,1005046,10,1000,1000,1100,20240323,SYSTEM
100,1005047,10,1000,1200,1000,20220120,SYSTEM
100,1005048,10,1000,1000,1100,20231116,SYSTEM
100,1005049,10,1000,1200,1000,20230121,SYSTEM
100,1005050,10,1000,1200,1200,20240508,SYSTEM
100,1005051,10,1000,1000,1300,20221207,SYSTEM
100,1005052,10,1000,1100,1300,20220407,SYSTEM
100,1005053,10,1000,1100,1100,20240110,SYSTEM
100,1005054,10,1000,1200,1400,20220805,SYSTEM
100,1005055,10,1000,1100,1100,20241204,SYSTEM
100,1005056,10,1000,1000,1300,20240727,SYSTEM
100,1005057,10,1000,1000,1400,20230314,SYSTEM
100,1005058,10,1000,1000,1200,20250615,SYSTEM
100,1005059,10,1000,1000,1200,20241127,SYSTEM
100,1005060,10,1000,1100,1000,20240717,SYSTEM
100,1005061,10,1000,1200,1100,20231202,SYSTEM
100,1005062,10,1000,1200,1300,20230715,SYSTEM
100,1005063,10,1000,1000,1200,20240606,SYSTEM
100,1005064,10,1000,1000,1100,20230616,SYSTEM
100,1005065,10,1000,1000,1400,20240408,SYSTEM
100,1005066,10,1000,1000,1000,20251016,SYSTEM
100,1005067,10,1000,1000,1200,20230114,SYSTEM
100,1005068,10,1000,1200,1100,20250508,SYSTEM
100,1005069,10,1000,1200,1200,20250111,SYSTEM
100,1005070,10,1000,1200,1400,20250116,SYSTEM
100,1005071,10,1000,1200,1200,20240629,SYSTEM
100,1005072,10,1000,1200,1000,20221111,SYSTEM
100,1005073,10,1000,1000,1300,20250804,SYSTEM
100,1005074,10,1000,1200,1200,20230118,SYSTEM
100,1005075,10,1000,1000,1200,20220329,SYSTEM
100,1005076,10,1000,1200,1400,20231007,SYSTEM
100,1005077,10,1000,1000,1100,20250601,SYSTEM
100,1005078,10,1000,1200,1300,20240327,SYSTEM
100,1005079,10,1000,1000,1200,20240614,SYSTEM
