MANDT,BUKRS,KUNNR,UMSKS,AUGDT,AUGBL,GJAHR,BELNR,DMBTR,WAERS
100,1000,0000000415,,20240314,0010001504,2023,0010001504,3148.04,EUR
100,2000,0000000483,,20240108,0010001505,2024,0010001505,2025.93,EUR
100,1000,0000000413,,20220505,0010001506,2023,0010001506,511.06,EUR
100,2000,0000000159,,20241022,0010001507,2024,0010001507,3990.11,EUR
100,1000,0000000047,,20240727,0010001508,2023,0010001508,4860.46,EUR
100,2000,0000000032,,20241219,0010001509,2024,0010001509,2215.47,EUR
100,1000,0000000278,,20230509,0010001510,2023,0010001510,4654.45,EUR
100,2000,0000000062,,20240906,0010001511,2024,0010001511,3049.87,EUR
100,1000,0000000257,,20230208,0010001512,2023,0010001512,3572.66,EUR
100,2000,0000000241,,20240210,0010001513,2024,0010001513,1031.03,EUR
100,1000,0000000369,,20230427,0010001514,2023,0010001514,4864.53,EUR
100,2000,0000000060,,20220516,0010001515,2024,0010001515,3603.98,EUR
100,1000,0000000364,,20230424,0010001516,2023,0010001516,4855.65,EUR
100,2000,0000000358,,20220106,0010001517,2024,0010001517,1101.29,EUR
100,1000,0000000244,,20240820,0010001518,2023,0010001518,1200.36,EUR
100,2000,0000000499,,20220922,0010001519,2024,0010001519,3736.5,EUR
100,1000,0000000071,,20231029,0010001520,2023,0010001520,3988.78,EUR
100,2000,0000000440,,20220131,0010001521,2024,0010001521,4287.11,EUR
100,1000,0000000492,,20220406,0010001522,2023,0010001522,675.04,EUR
100,2000,0000000257,,20240912,0010001523,2024,0010001523,3281.23,EUR
100,1000,0000000305,,20230318,0010001524,2023,0010001524,3505.31,EUR
100,2000,0000000025,,20241008,0010001525,2024,0010001525,2236.6,EUR
100,1000,0000000083,,20231008,0010001526,2023,0010001526,1828.11,EUR
100,2000,0000000331,,20220611,0010001527,2024,0010001527,3172.97,EUR
100,1000,0000000277,,20220226,0010001528,2023,0010001528,1228.04,EUR
100,2000,0000000010,,20240309,0010001529,2024,0010001529,286.54,EUR
100,1000,0000000377,,20240701,0010001530,2023,0010001530,1562.68,EUR
100,2000,0000000297,,20240613,0010001531,2024,0010001531,1699.78,EUR
100,1000,0000000444,,20230725,0010001532,2023,0010001532,3010.31,EUR
100,2000,0000000294,,20240525,0010001533,2024,0010001533,3711.23,EUR
100,1000,0000000375,,20231207,0010001534,2023,0010001534,827.42,EUR
100,2000,0000000487,,20240708,0010001535,2024,0010001535,3577.98,EUR
100,1000,0000000056,,20230624,0010001536,2023,0010001536,969.4,EUR
100,2000,0000000081,,20221020,0010001537,2024,0010001537,4078.57,EUR
100,1000,0000000293,,20240120,0010001538,2023,0010001538,2174.56,EUR
100,2000,0000000026,,20230216,0010001539,2024,0010001539,3380.01,EUR
100,1000,0000000262,,20231015,0010001540,2023,0010001540,844.11,EUR
100,2000,0000000344,,20220504,0010001541,2024,0010001541,1340.92,EUR
100,1000,0000000483,,20230620,0010001542,2023,0010001542,2505.83,EUR
100,2000,0000000436,,20220823,0010001543,2024,0010001543,3010.35,EUR
100,1000,0000000119,,20221227,0010001544,2023,0010001544,3726.69,EUR
100,2000,0000000193,,20230606,0010001545,2024,0010001545,630.24,EUR
100,1000,0000000058,,20240622,0010001546,2023,0010001546,2585.86,EUR
100,2000,0000000476,,20230109,0010001547,2024,0010001547,4672.34,EUR
100,1000,0000000085,,20240621,0010001548,2023,0010001548,336.73,EUR
100,2000,0000000490,,20240929,0010001549,2024,0010001549,4254.87,EUR
100,1000,0000000223,,20230830,0010001550,2023,0010001550,3003.13,EUR
100,2000,0000000268,,20220209,0010001551,2024,0010001551,502.94,EUR
100,1000,0000000337,,20230902,0010001552,2023,0010001552,3420.33,EUR
100,2000,0000000030,,20240117,0010001553,2024,0010001553,3685.21,EUR
100,1000,0000000135,,20230415,0010001554,2023,0010001554,1138.51,EUR
100,2000,0000000399,,20230917,0010001555,2024,0010001555,3577.69,EUR
100,1000,0000000476,,20230611,0010001556,2023,0010001556,4565.09,EUR
100,2000,0000000099,,20220205,0010001557,2024,0010001557,518.13,EUR
100,1000,0000000354,,20240209,0010001558,2023,0010001558,3423.27,EUR
100,2000,0000000396,,20220925,0010001559,2024,0010001559,312.66,EUR
100,1000,0000000203,,20231012,0010001560,2023,0010001560,2126.98,EUR
100,2000,0000000429,,20230306,0010001561,2024,0010001561,4860.91,EUR
100,1000,0000000487,,20241206,0010001562,2023,0010001562,1883.78,EUR
100,2000,0000000455,,20221222,0010001563,2024,0010001563,3503.73,EUR
100,1000,0000000041,,20240522,0010001564,2023,0010001564,1879.47,EUR
100,2000,0000000494,,20221201,0010001565,2024,0010001565,505.82,EUR
100,1000,0000000452,,20220817,0010001566,2023,0010001566,3354.22,EUR
100,2000,0000000024,,20221126,0010001567,2024,0010001567,2527.35,EUR
100,1000,0000000434,,20230209,0010001568,2023,0010001568,4508.06,EUR
100,2000,0000000107,,20231002,0010001569,2024,0010001569,3292.29,EUR
100,1000,0000000030,,20240327,0010001570,2023,0010001570,2663.07,EUR
100,2000,0000000079,,20230731,0010001571,2024,0010001571,1913.47,EUR
100,1000,0000000299,,20230202,0010001572,2023,0010001572,1179.77,EUR
100,2000,0000000087,,20240721,0010001573,2024,0010001573,4048.77,EUR
100,1000,0000000245,,20240119,0010001574,2023,0010001574,3992.24,EUR
100,2000,0000000275,,20240616,0010001575,2024,0010001575,4928.09,EUR
100,1000,0000000150,,20220206,0010001576,2023,0010001576,2910.7,EUR
100,2000,0000000340,,20220622,0010001577,2024,0010001577,2591.79,EUR
100,1000,0000000091,,20230911,0010001578,2023,0010001578,2778.28,EUR
100,2000,0000000081,,20241027,0010001579,2024,0010001579,4581.35,EUR
100,1000,0000000017,,20240608,0010001580,2023,0010001580,282.35,EUR
100,2000,0000000061,,20220711,0010001581,2024,0010001581,177.14,EUR
100,1000,0000000198,,20221223,0010001582,2023,0010001582,2372.46,EUR
100,2000,0000000036,,20220407,0010001583,2024,0010001583,550.25,EUR
100,1000,0000000217,,20230219,0010001584,2023,0010001584,4843.4,EUR
100,2000,0000000454,,20231122,0010001585,2024,0010001585,3227.27,EUR
100,1000,0000000500,,20230225,0010001586,2023,0010001586,859.12,EUR
100,2000,0000000455,,20230912,0010001587,2024,0010001587,2979.45,EUR
100,1000,0000000037,,20220818,0010001588,2023,0010001588,1756.59,EUR
100,2000,0000000016,,20231014,0010001589,2024,0010001589,4720.34,EUR
100,1000,0000000111,,20241230,0010001590,2023,0010001590,4560.15,EUR
100,2000,0000000258,,20230430,0010001591,2024,0010001591,4534.91,EUR
100,1000,0000000069,,20240819,0010001592,2023,0010001592,4462.68,EUR
100,2000,0000000424,,20220216,0010001593,2024,0010001593,4089.29,EUR
100,1000,0000000179,,20240724,0010001594,2023,0010001594,1294.61,EUR
100,2000,0000000464,,20230104,0010001595,2024,0010001595,4015.0,EUR
100,1000,0000000020,,20231204,0010001596,2023,0010001596,4899.3,EUR
100,2000,0000000215,,20220514,0010001597,2024,0010001597,1172.86,EUR
100,1000,0000000061,,20220626,0010001598,2023,0010001598,4786.93,EUR
100,2000,0000000223,,20221207,0010001599,2024,0010001599,4499.76,EUR
100,1000,0000000222,,20220401,0010001600,2023,0010001600,1888.51,EUR
100,2000,0000000258,,20230606,0010001601,2024,0010001601,2209.16,EUR
100,1000,0000000463,,20220707,0010001602,2023,0010001602,4403.8,EUR
100,2000,0000000475,,20240623,0010001603,2024,0010001603,613.4,EUR
100,1000,0000000146,,20220516,0010001604,2023,0010001604,2969.74,EUR
100,2000,0000000116,,20220706,0010001605,2024,0010001605,3033.06,EUR
100,1000,0000000400,,20240307,0010001606,2023,0010001606,943.56,EUR
100,2000,0000000375,,20231004,0010001607,2024,0010001607,3636.32,EUR
100,1000,0000000059,,20240825,0010001608,2023,0010001608,1719.95,EUR
100,2000,0000000092,,20240526,0010001609,2024,0010001609,317.08,EUR
100,1000,0000000218,,20230326,0010001610,2023,0010001610,3820.6,EUR
100,2000,0000000171,,20220914,0010001611,2024,0010001611,2492.68,EUR
100,1000,0000000394,,20221205,0010001612,2023,0010001612,1567.41,EUR
100,2000,0000000182,,20221203,0010001613,2024,0010001613,3405.58,EUR
100,1000,0000000205,,20220412,0010001614,2023,0010001614,2107.03,EUR
100,2000,0000000315,,20241114,0010001615,2024,0010001615,1623.59,EUR
100,1000,0000000281,,20231018,0010001616,2023,0010001616,271.6,EUR
100,2000,0000000362,,20240107,0010001617,2024,0010001617,1857.67,EUR
100,1000,0000000238,,20221002,0010001618,2023,0010001618,1095.52,EUR
100,2000,0000000399,,20221212,0010001619,2024,0010001619,3730.33,EUR
100,1000,0000000020,,20240721,0010001620,2023,0010001620,1835.14,EUR
100,2000,0000000232,,20241214,0010001621,2024,0010001621,737.6,EUR
100,1000,0000000422,,20240504,0010001622,2023,0010001622,4669.16,EUR
100,2000,0000000181,,20220606,0010001623,2024,0010001623,2745.34,EUR
100,1000,0000000484,,20231120,0010001624,2023,0010001624,4968.73,EUR
100,2000,0000000336,,20220305,0010001625,2024,0010001625,204.82,EUR
100,1000,0000000101,,20240309,0010001626,2023,0010001626,2079.25,EUR
100,2000,0000000024,,20240612,0010001627,2024,0010001627,1069.99,EUR
100,1000,0000000131,,20230411,0010001628,2023,0010001628,3986.7,EUR
100,2000,0000000022,,20240322,0010001629,2024,0010001629,1679.66,EUR
100,1000,0000000058,,20231008,0010001630,2023,0010001630,405.86,EUR
100,2000,0000000291,,20240511,0010001631,2024,0010001631,2107.84,EUR
100,1000,0000000297,,20221216,0010001632,2023,0010001632,3318.44,EUR
100,2000,0000000458,,20221103,0010001633,2024,0010001633,1283.4,EUR
100,1000,0000000171,,20241215,0010001634,2023,0010001634,1962.86,EUR
100,2000,0000000377,,20241022,0010001635,2024,0010001635,1865.71,EUR
100,1000,0000000457,,20240723,0010001636,2023,0010001636,530.73,EUR
100,2000,0000000382,,20241231,0010001637,2024,0010001637,4219.86,EUR
100,1000,0000000371,,20230721,0010001638,2023,0010001638,783.53,EUR
100,2000,0000000108,,20221120,0010001639,2024,0010001639,4551.45,EUR
100,1000,0000000108,,20220525,0010001640,2023,0010001640,2626.54,EUR
100,2000,0000000216,,20220813,0010001641,2024,0010001641,2689.32,EUR
100,1000,0000000219,,20230209,0010001642,2023,0010001642,2775.83,EUR
100,2000,0000000284,,20240831,0010001643,2024,0010001643,2786.81,EUR
100,1000,0000000419,,20241107,0010001644,2023,0010001644,351.42,EUR
100,2000,0000000414,,20240928,0010001645,2024,0010001645,3042.04,EUR
100,1000,0000000106,,20220414,0010001646,2023,0010001646,4491.99,EUR
100,2000,0000000315,,20240221,0010001647,2024,0010001647,3903.16,EUR
100,1000,0000000115,,20220123,0010001648,2023,0010001648,4648.82,EUR
100,2000,0000000475,,20220322,0010001649,2024,0010001649,2766.58,EUR
100,1000,0000000272,,20221116,0010001650,2023,0010001650,1764.77,EUR
100,2000,0000000273,,20231120,0010001651,2024,0010001651,103.44,EUR
100,1000,0000000166,,20230101,0010001652,2023,0010001652,4388.13,EUR
100,2000,0000000013,,20221215,0010001653,2024,0010001653,2471.52,EUR
100,1000,0000000421,,20240114,0010001654,2023,0010001654,4862.12,EUR
100,2000,0000000372,,20240423,0010001655,2024,0010001655,3965.81,EUR
100,1000,0000000485,,20230428,0010001656,2023,0010001656,807.02,EUR
100,2000,0000000341,,20240918,0010001657,2024,0010001657,3123.72,EUR
100,1000,0000000148,,20230902,0010001658,2023,0010001658,4012.57,EUR
100,2000,0000000458,,20220908,0010001659,2024,0010001659,4553.01,EUR
100,1000,0000000084,,20230515,0010001660,2023,0010001660,4584.41,EUR
100,2000,0000000212,,20220802,0010001661,2024,0010001661,2126.89,EUR
100,1000,0000000054,,20231017,0010001662,2023,0010001662,1234.52,EUR
100,2000,0000000092,,20220729,0010001663,2024,0010001663,4029.99,EUR
100,1000,0000000037,,20221215,0010001664,2023,0010001664,206.28,EUR
100,2000,0000000183,,20230219,0010001665,2024,0010001665,1983.23,EUR
100,1000,0000000220,,20220812,0010001666,2023,0010001666,4711.21,EUR
100,2000,0000000116,,20220506,0010001667,2024,0010001667,553.5,EUR
100,1000,0000000389,,20241026,0010001668,2023,0010001668,1508.68,EUR
100,2000,0000000224,,20230722,0010001669,2024,0010001669,3021.19,EUR
100,1000,0000000485,,20240128,0010001670,2023,0010001670,2383.45,EUR
100,2000,0000000194,,20220129,0010001671,2024,0010001671,3498.53,EUR
100,1000,0000000092,,20221104,0010001672,2023,0010001672,3202.2,EUR
100,2000,0000000084,,20231211,0010001673,2024,0010001673,2019.47,EUR
100,1000,0000000074,,20240306,0010001674,2023,0010001674,3740.66,EUR
100,2000,0000000206,,20230410,0010001675,2024,0010001675,2554.86,EUR
100,1000,0000000377,,20220929,0010001676,2023,0010001676,552.98,EUR
100,2000,0000000392,,20220822,0010001677,2024,0010001677,1646.48,EUR
100,1000,0000000240,,20220729,0010001678,2023,0010001678,1363.89,EUR
100,2000,0000000308,,20220727,0010001679,2024,0010001679,2807.12,EUR
100,1000,0000000413,,20240524,0010001680,2023,0010001680,3011.72,EUR
100,2000,0000000351,,20230927,0010001681,2024,0010001681,368.03,EUR
100,1000,0000000103,,20230319,0010001682,2023,0010001682,433.92,EUR
100,2000,0000000062,,20230225,0010001683,2024,0010001683,4913.9,EUR
100,1000,0000000278,,20240419,0010001684,2023,0010001684,3604.26,EUR
100,2000,0000000289,,20220425,0010001685,2024,0010001685,1232.89,EUR
100,1000,0000000349,,20230718,0010001686,2023,0010001686,227.8,EUR
100,2000,0000000313,,20220621,0010001687,2024,0010001687,4489.96,EUR
100,1000,0000000328,,20230814,0010001688,2023,0010001688,4844.78,EUR
100,2000,0000000327,,20220926,0010001689,2024,0010001689,3399.77,EUR
100,1000,0000000493,,20230225,0010001690,2023,0010001690,741.32,EUR
100,2000,0000000085,,20231029,0010001691,2024,0010001691,3878.67,EUR
100,1000,0000000140,,20221023,0010001692,2023,0010001692,1243.9,EUR
100,2000,0000000099,,20240210,0010001693,2024,0010001693,2730.08,EUR
100,1000,0000000129,,20230507,0010001694,2023,0010001694,371.47,EUR
100,2000,0000000091,,20220512,0010001695,2024,0010001695,312.97,EUR
100,1000,0000000006,,20240117,0010001696,2023,0010001696,2135.39,EUR
100,2000,0000000481,,20230227,0010001697,2024,0010001697,809.5,EUR
100,1000,0000000089,,20220118,0010001698,2023,0010001698,3439.26,EUR
100,2000,0000000123,,20220521,0010001699,2024,0010001699,3549.05,EUR
100,1000,0000000329,,20231215,0010001700,2023,0010001700,1933.28,EUR
100,2000,0000000347,,20220123,0010001701,2024,0010001701,669.29,EUR
100,1000,0000000497,,20240424,0010001702,2023,0010001702,4172.63,EUR
100,2000,0000000342,,20241007,0010001703,2024,0010001703,556.37,EUR
100,1000,0000000116,,20240306,0010001704,2023,0010001704,577.8,EUR
100,2000,0000000157,,20241006,0010001705,2024,0010001705,431.13,EUR
100,1000,0000000361,,20230925,0010001706,2023,0010001706,204.29,EUR
100,2000,0000000320,,20220304,0010001707,2024,0010001707,4830.44,EUR
100,1000,0000000320,,20230613,0010001708,2023,0010001708,328.65,EUR
100,2000,0000000207,,20230617,0010001709,2024,0010001709,3999.69,EUR
100,1000,0000000003,,20240519,0010001710,2023,0010001710,252.72,EUR
100,2000,0000000233,,20240826,0010001711,2024,0010001711,2211.45,EUR
100,1000,0000000170,,20220504,0010001712,2023,0010001712,4467.92,EUR
100,2000,0000000236,,20240527,0010001713,2024,0010001713,2123.4,EUR
100,1000,0000000174,,20231015,0010001714,2023,0010001714,2249.89,EUR
100,2000,0000000223,,20221025,0010001715,2024,0010001715,2599.35,EUR
100,1000,0000000269,,20241006,0010001716,2023,0010001716,2284.71,EUR
100,2000,0000000258,,20220121,0010001717,2024,0010001717,703.78,EUR
100,1000,0000000441,,20231026,0010001718,2023,0010001718,1056.52,EUR
100,2000,0000000371,,20220824,0010001719,2024,0010001719,815.73,EUR
100,1000,0000000343,,20220502,0010001720,2023,0010001720,2731.61,EUR
100,2000,0000000414,,20230719,0010001721,2024,0010001721,3460.3,EUR
100,1000,0000000344,,20220805,0010001722,2023,0010001722,786.23,EUR
100,2000,0000000145,,20240528,0010001723,2024,0010001723,3082.51,EUR
100,1000,0000000037,,20230128,0010001724,2023,0010001724,4218.77,EUR
100,2000,0000000218,,20230522,0010001725,2024,0010001725,2009.69,EUR
100,1000,0000000090,,20220605,0010001726,2023,0010001726,3799.96,EUR
100,2000,0000000241,,20220406,0010001727,2024,0010001727,4349.69,EUR
100,1000,0000000463,,20230513,0010001728,2023,0010001728,967.85,EUR
100,2000,0000000485,,20221118,0010001729,2024,0010001729,667.9,EUR
100,1000,0000000222,,20221213,0010001730,2023,0010001730,2527.96,EUR
100,2000,0000000079,,20220325,0010001731,2024,0010001731,320.04,EUR
100,1000,0000000034,,20230217,0010001732,2023,0010001732,3637.12,EUR
100,2000,0000000427,,20240923,0010001733,2024,0010001733,4225.59,EUR
100,1000,0000000126,,20230324,0010001734,2023,0010001734,457.51,EUR
100,2000,0000000051,,20240318,0010001735,2024,0010001735,1619.38,EUR
100,1000,0000000356,,20220427,0010001736,2023,0010001736,1682.37,EUR
100,2000,0000000041,,20240702,0010001737,2024,0010001737,3049.86,EUR
100,1000,0000000295,,20220304,0010001738,2023,0010001738,2542.97,EUR
100,2000,0000000044,,20230120,0010001739,2024,0010001739,1921.34,EUR
100,1000,0000000490,,20220412,0010001740,2023,0010001740,2686.01,EUR
100,2000,0000000296,,20240302,0010001741,2024,0010001741,4612.99,EUR
100,1000,0000000500,,20230204,0010001742,2023,0010001742,4678.41,EUR
100,2000,0000000258,,20240409,0010001743,2024,0010001743,4944.02,EUR
100,1000,0000000330,,20220930,0010001744,2023,0010001744,3297.37,EUR
100,2000,0000000387,,20221128,0010001745,2024,0010001745,918.89,EUR
100,1000,0000000018,,20240301,0010001746,2023,0010001746,2929.0,EUR
100,2000,0000000491,,20231029,0010001747,2024,0010001747,2501.64,EUR
100,1000,0000000365,,20240622,0010001748,2023,0010001748,517.39,EUR
100,2000,0000000092,,20230215,0010001749,2024,0010001749,1891.03,EUR
100,1000,0000000097,,20220711,0010001750,2023,0010001750,2834.64,EUR
100,2000,0000000175,,20240614,0010001751,2024,0010001751,217.48,EUR
100,1000,0000000277,,20220808,0010001752,2023,0010001752,514.44,EUR
100,2000,0000000039,,20240930,0010001753,2024,0010001753,3836.35,EUR
100,1000,0000000438,,20241109,0010001754,2023,0010001754,746.41,EUR
100,2000,0000000014,,20241013,0010001755,2024,0010001755,4844.17,EUR
100,1000,0000000014,,20240310,0010001756,2023,0010001756,1105.37,EUR
100,2000,0000000105,,20220724,0010001757,2024,0010001757,3946.99,EUR
100,1000,0000000329,,20240711,0010001758,2023,0010001758,3554.87,EUR
100,2000,0000000390,,20230629,0010001759,2024,0010001759,886.03,EUR
100,1000,0000000281,,20230527,0010001760,2023,0010001760,3659.74,EUR
100,2000,0000000440,,20230819,0010001761,2024,0010001761,2163.56,EUR
100,1000,0000000463,,20240729,0010001762,2023,0010001762,1700.31,EUR
100,2000,0000000103,,20230109,0010001763,2024,0010001763,1912.5,EUR
100,1000,0000000462,,20220929,0010001764,2023,0010001764,779.47,EUR
100,2000,0000000078,,20240817,0010001765,2024,0010001765,2214.85,EUR
100,1000,0000000417,,20230925,0010001766,2023,0010001766,2182.4,EUR
100,2000,0000000258,,20220615,0010001767,2024,0010001767,1555.97,EUR
100,1000,0000000195,,20220713,0010001768,2023,0010001768,444.96,EUR
100,2000,0000000085,,20241215,0010001769,2024,0010001769,4124.04,EUR
100,1000,0000000063,,20230401,0010001770,2023,0010001770,249.1,EUR
100,2000,0000000331,,20230405,0010001771,2024,0010001771,575.85,EUR
100,1000,0000000367,,20240306,0010001772,2023,0010001772,1886.28,EUR
100,2000,0000000084,,20230218,0010001773,2024,0010001773,175.93,EUR
100,1000,0000000264,,20240609,0010001774,2023,0010001774,3284.49,EUR
100,2000,0000000043,,20230101,0010001775,2024,0010001775,1355.02,EUR
100,1000,0000000396,,20241115,0010001776,2023,0010001776,4865.84,EUR
100,2000,0000000004,,20220408,0010001777,2024,0010001777,4254.73,EUR
100,1000,0000000243,,20231205,0010001778,2023,0010001778,1996.95,EUR
100,2000,0000000374,,20220927,0010001779,2024,0010001779,2167.03,EUR
100,1000,0000000183,,20240113,0010001780,2023,0010001780,2094.89,EUR
100,2000,0000000207,,20221104,0010001781,2024,0010001781,2299.24,EUR
100,1000,0000000396,,20220205,0010001782,2023,0010001782,4809.49,EUR
100,2000,0000000405,,20241121,0010001783,2024,0010001783,2462.98,EUR
100,1000,0000000194,,20220927,0010001784,2023,0010001784,3468.12,EUR
100,2000,0000000391,,20221026,0010001785,2024,0010001785,4691.56,EUR
100,1000,0000000423,,20241020,0010001786,2023,0010001786,3279.32,EUR
100,2000,0000000368,,20230414,0010001787,2024,0010001787,2334.16,EUR
100,1000,0000000416,,20241129,0010001788,2023,0010001788,1176.91,EUR
100,2000,0000000436,,20230627,0010001789,2024,0010001789,143.82,EUR
100,1000,0000000230,,20220923,0010001790,2023,0010001790,1556.39,EUR
100,2000,0000000064,,20230103,0010001791,2024,0010001791,2169.48,EUR
100,1000,0000000336,,20230323,0010001792,2023,0010001792,597.15,EUR
100,2000,0000000329,,20240321,0010001793,2024,0010001793,122.39,EUR
100,1000,0000000334,,20220707,0010001794,2023,0010001794,3808.81,EUR
100,2000,0000000341,,20220917,0010001795,2024,0010001795,2255.02,EUR
100,1000,0000000445,,20221113,0010001796,2023,0010001796,1851.48,EUR
100,2000,0000000387,,20240325,0010001797,2024,0010001797,4821.8,EUR
100,1000,0000000124,,20231214,0010001798,2023,0010001798,2041.63,EUR
100,2000,0000000431,,20220113,0010001799,2024,0010001799,182.37,EUR
100,1000,0000000045,,20220705,0010001800,2023,0010001800,3732.72,EUR
100,2000,0000000200,,20241220,0010001801,2024,0010001801,3750.55,EUR
100,1000,0000000068,,20240615,0010001802,2023,0010001802,4096.77,EUR
100,2000,0000000159,,20230408,0010001803,2024,0010001803,1949.88,EUR
100,1000,0000000369,,20230310,0010001804,2023,0010001804,2393.88,EUR
100,2000,0000000345,,20220406,0010001805,2024,0010001805,2993.33,EUR
100,1000,0000000320,,20230718,0010001806,2023,0010001806,3743.9,EUR
100,2000,0000000461,,20231208,0010001807,2024,0010001807,1784.29,EUR
100,1000,0000000121,,20241116,0010001808,2023,0010001808,1364.6,EUR
100,2000,0000000494,,20220124,0010001809,2024,0010001809,575.08,EUR
100,1000,0000000229,,20240616,0010001810,2023,0010001810,1053.72,EUR
100,2000,0000000370,,20240407,0010001811,2024,0010001811,445.08,EUR
100,1000,0000000364,,20240505,0010001812,2023,0010001812,2261.44,EUR
100,2000,0000000052,,20231125,0010001813,2024,0010001813,1663.83,EUR
100,1000,0000000465,,20220209,0010001814,2023,0010001814,3636.83,EUR
100,2000,0000000345,,20240606,0010001815,2024,0010001815,181.12,EUR
100,1000,0000000110,,20220403,0010001816,2023,0010001816,916.29,EUR
100,2000,0000000107,,20231216,0010001817,2024,0010001817,1445.66,EUR
100,1000,0000000171,,20230531,0010001818,2023,0010001818,781.0,EUR
100,2000,0000000136,,20220204,0010001819,2024,0010001819,4165.4,EUR
100,1000,0000000427,,20240528,0010001820,2023,0010001820,1021.08,EUR
100,2000,0000000396,,20240621,0010001821,2024,0010001821,854.33,EUR
100,1000,0000000289,,20240213,0010001822,2023,0010001822,2834.77,EUR
100,2000,0000000284,,20221010,0010001823,2024,0010001823,3543.59,EUR
100,1000,0000000059,,20230428,0010001824,2023,0010001824,2519.76,EUR
100,2000,0000000356,,20221022,0010001825,2024,0010001825,2676.07,EUR
100,1000,0000000202,,20240630,0010001826,2023,0010001826,4460.67,EUR
100,2000,0000000154,,20231004,0010001827,2024,0010001827,3567.49,EUR
100,1000,0000000244,,20240710,0010001828,2023,0010001828,4031.71,EUR
100,2000,0000000033,,20230310,0010001829,2024,0010001829,3050.06,EUR
100,1000,0000000089,,20240707,0010001830,2023,0010001830,1313.78,EUR
100,2000,0000000394,,20230604,0010001831,2024,0010001831,3379.92,EUR
100,1000,0000000324,,20241227,0010001832,2023,0010001832,4958.38,EUR
100,2000,0000000064,,20240101,0010001833,2024,0010001833,4077.49,EUR
100,1000,0000000034,,20240122,0010001834,2023,0010001834,1348.52,EUR
100,2000,0000000026,,20230828,0010001835,2024,0010001835,4935.92,EUR
100,1000,0000000198,,20220616,0010001836,2023,0010001836,4719.12,EUR
100,2000,0000000152,,20230421,0010001837,2024,0010001837,1455.79,EUR
100,1000,0000000399,,20231025,0010001838,2023,0010001838,4715.72,EUR
100,2000,0000000334,,20231201,0010001839,2024,0010001839,435.44,EUR
100,1000,0000000014,,20240823,0010001840,2023,0010001840,4992.92,EUR
100,2000,0000000235,,20230420,0010001841,2024,0010001841,1718.93,EUR
100,1000,0000000023,,20221019,0010001842,2023,0010001842,4951.84,EUR
100,2000,0000000336,,20220630,0010001843,2024,0010001843,4939.11,EUR
100,1000,0000000112,,20241206,0010001844,2023,0010001844,1390.84,EUR
100,2000,0000000461,,20221116,0010001845,2024,0010001845,2513.88,EUR
100,1000,0000000108,,20241116,0010001846,2023,0010001846,2020.01,EUR
100,2000,0000000091,,20231031,0010001847,2024,0010001847,2411.75,EUR
100,1000,0000000198,,20240510,0010001848,2023,0010001848,1080.78,EUR
100,2000,0000000417,,20230729,0010001849,2024,0010001849,2469.9,EUR
100,1000,0000000435,,20240111,0010001850,2023,0010001850,2126.77,EUR
100,2000,0000000387,,20230523,0010001851,2024,0010001851,3939.46,EUR
100,1000,0000000225,,20240725,0010001852,2023,0010001852,4375.18,EUR
100,2000,0000000369,,20230603,0010001853,2024,0010001853,4492.9,EUR
100,1000,0000000379,,20220717,0010001854,2023,0010001854,4195.17,EUR
100,2000,0000000216,,20220505,0010001855,2024,0010001855,4007.27,EUR
100,1000,0000000361,,20220402,0010001856,2023,0010001856,2675.71,EUR
100,2000,0000000241,,20230206,0010001857,2024,0010001857,2961.79,EUR
100,1000,0000000142,,20220812,0010001858,2023,0010001858,2934.13,EUR
100,2000,0000000257,,20221230,0010001859,2024,0010001859,1152.87,EUR
100,1000,0000000480,,20230212,0010001860,2023,0010001860,4923.99,EUR
100,2000,0000000098,,20240712,0010001861,2024,0010001861,3148.95,EUR
100,1000,0000000373,,20241204,0010001862,2023,0010001862,4155.53,EUR
100,2000,0000000102,,20240417,0010001863,2024,0010001863,4142.1,EUR
100,1000,0000000113,,20220221,0010001864,2023,0010001864,4599.38,EUR
100,2000,0000000349,,20240307,0010001865,2024,0010001865,4757.72,EUR
100,1000,0000000329,,20220719,0010001866,2023,0010001866,4224.52,EUR
100,2000,0000000273,,20240826,0010001867,2024,0010001867,1854.97,EUR
100,1000,0000000284,,20240113,0010001868,2023,0010001868,1776.51,EUR
100,2000,0000000273,,20241019,0010001869,2024,0010001869,4968.86,EUR
100,1000,0000000322,,20240603,0010001870,2023,0010001870,1950.67,EUR
100,2000,0000000179,,20220329,0010001871,2024,0010001871,4987.22,EUR
100,1000,0000000018,,20241116,0010001872,2023,0010001872,474.25,EUR
100,2000,0000000406,,20240531,0010001873,2024,0010001873,2714.61,EUR
100,1000,0000000255,,20220314,0010001874,2023,0010001874,2981.44,EUR
100,2000,0000000257,,20240303,0010001875,2024,0010001875,1639.6,EUR
100,1000,0000000446,,20220627,0010001876,2023,0010001876,770.35,EUR
100,2000,0000000164,,20230814,0010001877,2024,0010001877,1054.6,EUR
100,1000,0000000018,,20241229,0010001878,2023,0010001878,4257.06,EUR
100,2000,0000000259,,20220412,0010001879,2024,0010001879,3854.64,EUR
100,1000,0000000429,,20230302,0010001880,2023,0010001880,3725.68,EUR
100,2000,0000000256,,20230703,0010001881,2024,0010001881,2776.94,EUR
