MANDT,AUFNR,POSNR,MATNR,PSMNG,MEINS,WERKS
100,1003547,0001,MAT000290,663,ST,1100
100,1003548,0001,MAT000421,6295,ST,1200
100,1003549,0001,MAT000413,5741,ST,1100
100,1003550,0001,MAT000014,4647,ST,1200
100,1003551,0001,MAT000189,7875,ST,1100
100,1003552,0001,MAT000221,2088,ST,1200
100,1003553,0001,MAT000205,9253,ST,1000
100,1003554,0001,MAT000343,2461,ST,1200
100,1003555,0001,MAT000125,7554,ST,1000
100,1003556,0001,MAT000148,3713,ST,1200
100,1003557,0001,MAT000290,5542,ST,1200
100,1003558,0001,MAT000109,5867,ST,1100
100,1003559,0001,MAT000216,5195,ST,1000
100,1003560,0001,MAT000173,8113,ST,1200
100,1003561,0001,MAT000255,4159,ST,1200
100,1003562,0001,MAT000255,322,ST,1000
100,1003563,0001,MAT000003,5912,ST,1200
100,1003564,0001,MAT000347,6202,ST,1200
100,1003565,0001,MAT000006,421,ST,1000
100,1003566,0001,MAT000014,100,ST,1200
100,1003567,0001,MAT000200,3321,ST,1000
100,1003568,0001,MAT000499,5306,ST,1200
100,1003569,0001,MAT000010,3293,ST,1000
100,1003570,0001,MAT000416,6040,ST,1200
100,1003571,0001,MAT000468,3350,ST,1200
100,1003572,0001,MAT000206,4113,ST,1200
100,1003573,0001,MAT000329,5739,ST,1100
100,1003574,0001,MAT000011,1535,ST,1100
100,1003575,0001,MAT000005,647,ST,1000
100,1003576,0001,MAT000179,4747,ST,1100
100,1003577,0001,MAT000311,1877,ST,1000
100,1003578,0001,MAT000070,6468,ST,1200
100,1003579,0001,MAT000483,5756,ST,1100
100,1003580,0001,MAT000242,5144,ST,1200
100,1003581,0001,MAT000297,9105,ST,1100
100,1003582,0001,MAT000192,9012,ST,1200
100,1003583,0001,MAT000427,3445,ST,1000
100,1003584,0001,MAT000280,6633,ST,1200
100,1003585,0001,MAT000411,7445,ST,1000
100,1003586,0001,MAT000497,5034,ST,1100
100,1003587,0001,MAT000355,1512,ST,1100
100,1003588,0001,MAT000500,5886,ST,1000
100,1003589,0001,MAT000242,6413,ST,1000
100,1003590,0001,MAT000249,2302,ST,1100
100,1003591,0001,MAT000487,2298,ST,1000
100,1003592,0001,MAT000200,2431,ST,1000
100,1003593,0001,MAT000003,408,ST,1100
100,1003594,0001,MAT000280,9083,ST,1200
100,1003595,0001,MAT000242,850,ST,1200
100,1003596,0001,MAT000471,9653,ST,1000
100,1003597,0001,MAT000065,7808,ST,1100
100,1003598,0001,MAT000070,6600,ST,1000
100,1003599,0001,MAT000266,8044,ST,1200
100,1003600,0001,MAT000468,8918,ST,1200
100,1003601,0001,MAT000191,2926,ST,1200
100,1003602,0001,MAT000189,3566,ST,1200
100,1003603,0001,MAT000403,8980,ST,1100
100,1003604,0001,MAT000471,1105,ST,1200
100,1003605,0001,MAT000341,4561,ST,1000
100,1003606,0001,MAT000192,3157,ST,1100
100,1003607,0001,MAT000497,7373,ST,1200
100,1003608,0001,MAT000216,9293,ST,1100
100,1003609,0001,MAT000483,2790,ST,1200
100,1003610,0001,MAT000412,9837,ST,1000
100,1003611,0001,MAT000109,5736,ST,1000
100,1003612,0001,MAT000002,4908,ST,1200
100,1003613,0001,MAT000345,371,ST,1000
100,1003614,0001,MAT000222,8736,ST,1100
100,1003615,0001,MAT000274,7980,ST,1200
100,1003616,0001,MAT000238,765,ST,1000
100,1003617,0001,MAT000422,9820,ST,1200
100,1003618,0001,MAT000238,2543,ST,1100
100,1003619,0001,MAT000109,6462,ST,1100
100,1003620,0001,MAT000431,3607,ST,1200
100,1003621,0001,MAT000358,5274,ST,1000
100,1003622,0001,MAT000002,3336,ST,1100
100,1003623,0001,MAT000150,3129,ST,1200
100,1003624,0001,MAT000471,4402,ST,1000
100,1003625,0001,MAT000431,9818,ST,1200
100,1003626,0001,MAT000001,5799,ST,1000
100,1003627,0001,MAT000242,8042,ST,1000
100,1003628,0001,MAT000500,5708,ST,1100
100,1003629,0001,MAT000144,6614,ST,1200
100,1003630,0001,MAT000080,2758,ST,1100
100,1003631,0001,MAT000371,9414,ST,1100
100,1003632,0001,MAT000221,9773,ST,1000
100,1003633,0001,MAT000113,5434,ST,1000
100,1003634,0001,MAT000290,7409,ST,1200
100,1003635,0001,MAT000152,1471,ST,1200
100,1003636,0001,MAT000255,2133,ST,1200
100,1003637,0001,MAT000483,8595,ST,1000
100,1003638,0001,MAT000216,3218,ST,1200
100,1003639,0001,MAT000168,3539,ST,1000
100,1003640,0001,MAT000383,4879,ST,1000
100,1003641,0001,MAT000255,4310,ST,1200
100,1003642,0001,MAT000440,7892,ST,1100
100,1003643,0001,MAT000419,3425,ST,1000
100,1003644,0001,MAT000282,5849,ST,1000
100,1003645,0001,MAT000491,1013,ST,1100
100,1003646,0001,MAT000002,5795,ST,1000
100,1003647,0001,MAT000152,6099,ST,1000
100,1003648,0001,MAT000275,6547,ST,1000
100,1003649,0001,MAT000194,216,ST,1100
100,1003650,0001,MAT000179,2714,ST,1200
100,1003651,0001,MAT000372,7129,ST,1200
100,1003652,0001,MAT000109,9961,ST,1000
100,1003653,0001,MAT000312,2464,ST,1200
100,1003654,0001,MAT000010,1286,ST,1200
100,1003655,0001,MAT000191,6096,ST,1100
100,1003656,0001,MAT000104,9317,ST,1200
100,1003657,0001,MAT000083,5093,ST,1200
100,1003658,0001,MAT000412,4795,ST,1200
100,1003659,0001,MAT000083,4856,ST,1200
100,1003660,0001,MAT000289,1585,ST,1000
100,1003661,0001,MAT000324,9272,ST,1000
100,1003662,0001,MAT000383,542,ST,1000
100,1003663,0001,MAT000468,1521,ST,1200
100,1003664,0001,MAT000173,9006,ST,1100
100,1003665,0001,MAT000440,8832,ST,1200
100,1003666,0001,MAT000135,6337,ST,1100
100,1003667,0001,MAT000173,7796,ST,1000
100,1003668,0001,MAT000069,7992,ST,1000
100,1003669,0001,MAT000012,3745,ST,1000
100,1003670,0001,MAT000297,3680,ST,1100
100,1003671,0001,MAT000238,1446,ST,1100
100,1003672,0001,MAT000275,7504,ST,1100
100,1003673,0001,MAT000281,1600,ST,1000
100,1003674,0001,MAT000220,1445,ST,1100
100,1003675,0001,MAT000010,2371,ST,1200
100,1003676,0001,MAT000376,1009,ST,1200
100,1003677,0001,MAT000008,7027,ST,1200
100,1003678,0001,MAT000093,2893,ST,1200
100,1003679,0001,MAT000201,8026,ST,1000
100,1003680,0001,MAT000419,7397,ST,1200
100,1003681,0001,MAT000012,1045,ST,1100
100,1003682,0001,MAT000412,6004,ST,1200
100,1003683,0001,MAT000403,4901,ST,1100
100,1003684,0001,MAT000109,901,ST,1000
100,1003685,0001,MAT000468,7877,ST,1200
100,1003686,0001,MAT000009,5012,ST,1000
100,1003687,0001,MAT000343,1732,ST,1100
100,1003688,0001,MAT000468,4121,ST,1000
100,1003689,0001,MAT000071,8564,ST,1000
100,1003690,0001,MAT000344,3618,ST,1100
100,1003691,0001,MAT000011,9845,ST,1000
100,1003692,0001,MAT000275,6980,ST,1000
100,1003693,0001,MAT000468,299,ST,1000
100,1003694,0001,MAT000071,8456,ST,1000
100,1003695,0001,MAT000086,9306,ST,1200
100,1003696,0001,MAT000150,5053,ST,1200
100,1003697,0001,MAT000497,4898,ST,1200
100,1003698,0001,MAT000357,2616,ST,1100
100,1003699,0001,MAT000219,1046,ST,1200
100,1003700,0001,MAT000474,5887,ST,1200
100,1003701,0001,MAT000113,2734,ST,1100
100,1003702,0001,MAT000315,233,ST,1000
100,1003703,0001,MAT000211,8829,ST,1200
100,1003704,0001,MAT000347,5842,ST,1200
100,1003705,0001,MAT000179,8783,ST,1200
100,1003706,0001,MAT000213,4268,ST,1000
100,1003707,0001,MAT000015,8792,ST,1100
100,1003708,0001,MAT000231,1138,ST,1200
100,1003709,0001,MAT000001,9644,ST,1000
100,1003710,0001,MAT000104,625,ST,1200
100,1003711,0001,MAT000402,2969,ST,1100
100,1003712,0001,MAT000083,2277,ST,1000
100,1003713,0001,MAT000071,3972,ST,1200
100,1003714,0001,MAT000266,9907,ST,1200
100,1003715,0001,MAT000144,5573,ST,1000
100,1003716,0001,MAT000372,4723,ST,1100
100,1003717,0001,MAT000239,3764,ST,1100
100,1003718,0001,MAT000315,7938,ST,1200
100,1003719,0001,MAT000183,4390,ST,1000
100,1003720,0001,MAT000422,2607,ST,1000
100,1003721,0001,MAT000249,7085,ST,1200
100,1003722,0001,MAT000294,3987,ST,1100
100,1003723,0001,MAT000174,2754,ST,1100
100,1003724,0001,MAT000010,5060,ST,1000
100,1003725,0001,MAT000440,3530,ST,1100
100,1003726,0001,MAT000166,1789,ST,1200
100,1003727,0001,MAT000199,7256,ST,1200
100,1003728,0001,MAT000166,6664,ST,1100
100,1003729,0001,MAT000347,8951,ST,1000
100,1003730,0001,MAT000311,7145,ST,1100
100,1003731,0001,MAT000111,9270,ST,1100
100,1003732,0001,MAT000404,9177,ST,1000
100,1003733,0001,MAT000064,1732,ST,1000
100,1003734,0001,MAT000220,8712,ST,1200
100,1003735,0001,MAT000433,9158,ST,1000
100,1003736,0001,MAT000111,3215,ST,1200
100,1003737,0001,MAT000206,3355,ST,1200
100,1003738,0001,MAT000016,4397,ST,1200
100,1003739,0001,MAT000471,7949,ST,1000
100,1003740,0001,MAT000231,8587,ST,1000
100,1003741,0001,MAT000173,5030,ST,1100
100,1003742,0001,MAT000175,2427,ST,1000
100,1003743,0001,MAT000266,5717,ST,1100
100,1003744,0001,MAT000358,542,ST,1000
100,1003745,0001,MAT000293,4209,ST,1100
100,1003746,0001,MAT000345,5435,ST,1000
100,1003747,0001,MAT000144,3817,ST,1200
100,1003748,0001,MAT000219,115,ST,1100
100,1003749,0001,MAT000150,2369,ST,1100
100,1003750,0001,MAT000417,7175,ST,1100
100,1003751,0001,MAT000006,2717,ST,1200
100,1003752,0001,MAT000153,829,ST,1100
100,1003753,0001,MAT000122,2427,ST,1000
100,1003754,0001,MAT000066,1070,ST,1000
100,1003755,0001,MAT000282,2047,ST,1200
100,1003756,0001,MAT000272,819,ST,1000
100,1003757,0001,MAT000219,4849,ST,1000
100,1003758,0001,MAT000341,1250,ST,1100
100,1003759,0001,MAT000168,7198,ST,1200
100,1003760,0001,MAT000261,9513,ST,1000
100,1003761,0001,MAT000275,3085,ST,1100
100,1003762,0001,MAT000109,525,ST,1200
100,1003763,0001,MAT000483,6788,ST,1200
100,1003764,0001,MAT000015,2629,ST,1100
100,1003765,0001,MAT000402,7980,ST,1000
100,1003766,0001,MAT000358,1347,ST,1200
100,1003767,0001,MAT000071,8917,ST,1000
100,1003768,0001,MAT000324,5138,ST,1200
100,1003769,0001,MAT000219,2520,ST,1000
100,1003770,0001,MAT000201,542,ST,1100
100,1003771,0001,MAT000075,6106,ST,1000
100,1003772,0001,MAT000086,7671,ST,1000
100,1003773,0001,MAT000249,3503,ST,1100
100,1003774,0001,MAT000250,7476,ST,1000
100,1003775,0001,MAT000071,2699,ST,1100
100,1003776,0001,MAT000258,430,ST,1100
100,1003777,0001,MAT000471,8092,ST,1200
100,1003778,0001,MAT000135,4592,ST,1200
100,1003779,0001,MAT000453,2621,ST,1000
100,1003780,0001,MAT000018,6032,ST,1000
100,1003781,0001,MAT000354,1700,ST,1100
100,1003782,0001,MAT000426,8947,ST,1200
100,1003783,0001,MAT000235,7074,ST,1000
100,1003784,0001,MAT000181,415,ST,1200
100,1003785,0001,MAT000367,3662,ST,1200
100,1003786,0001,MAT000166,1355,ST,1000
100,1003787,0001,MAT000189,7143,ST,1200
100,1003788,0001,MAT000154,4849,ST,1100
100,1003789,0001,MAT000221,9484,ST,1000
100,1003790,0001,MAT000150,5865,ST,1200
100,1003791,0001,MAT000175,925,ST,1000
100,1003792,0001,MAT000301,5497,ST,1100
100,1003793,0001,MAT000419,8605,ST,1200
100,1003794,0001,MAT000403,7170,ST,1200
100,1003795,0001,MAT000201,9912,ST,1000
100,1003796,0001,MAT000422,7272,ST,1200
100,1003797,0001,MAT000250,8231,ST,1000
100,1003798,0001,MAT000238,7645,ST,1100
100,1003799,0001,MAT000191,7875,ST,1100
100,1003800,0001,MAT000403,4213,ST,1000
100,1003801,0001,MAT000411,6423,ST,1000
100,1003802,0001,MAT000315,6624,ST,1000
100,1003803,0001,MAT000471,3036,ST,1100
100,1003804,0001,MAT000371,2982,ST,1100
100,1003805,0001,MAT000357,7024,ST,1200
100,1003806,0001,MAT000004,4533,ST,1100
100,1003807,0001,MAT000352,5393,ST,1000
100,1003808,0001,MAT000018,8221,ST,1200
100,1003809,0001,MAT000231,6066,ST,1100
100,1003810,0001,MAT000487,8804,ST,1200
100,1003811,0001,MAT000263,6360,ST,1200
100,1003812,0001,MAT000015,5184,ST,1000
100,1003813,0001,MAT000250,6370,ST,1000
100,1003814,0001,MAT000124,386,ST,1200
100,1003815,0001,MAT000453,7995,ST,1200
100,1003816,0001,MAT000404,6423,ST,1200
100,1003817,0001,MAT000148,1942,ST,1100
100,1003818,0001,MAT000178,733,ST,1200
100,1003819,0001,MAT000135,8831,ST,1100
100,1003820,0001,MAT000071,8976,ST,1100
100,1003821,0001,MAT000083,8026,ST,1000
100,1003822,0001,MAT000213,6111,ST,1200
100,1003823,0001,MAT000077,5991,ST,1100
100,1003824,0001,MAT000266,911,ST,1200
100,1003825,0001,MAT000192,2896,ST,1200
100,1003826,0001,MAT000266,8208,ST,1200
100,1003827,0001,MAT000249,5698,ST,1100
100,1003828,0001,MAT000135,5191,ST,1000
100,1003829,0001,MAT000109,9863,ST,1100
100,1003830,0001,MAT000150,7276,ST,1000
100,1003831,0001,MAT000367,6851,ST,1200
100,1003832,0001,MAT000221,599,ST,1100
100,1003833,0001,MAT000167,598,ST,1100
100,1003834,0001,MAT000183,1004,ST,1100
100,1003835,0001,MAT000347,164,ST,1100
100,1003836,0001,MAT000148,6570,ST,1200
100,1003837,0001,MAT000018,3771,ST,1000
100,1003838,0001,MAT000216,884,ST,1100
100,1003839,0001,MAT000095,4429,ST,1000
100,1003840,0001,MAT000365,6828,ST,1200
100,1003841,0001,MAT000266,6279,ST,1100
100,1003842,0001,MAT000113,6819,ST,1100
100,1003843,0001,MAT000297,7962,ST,1000
100,1003844,0001,MAT000344,6279,ST,1000
100,1003845,0001,MAT000421,5699,ST,1000
100,1003846,0001,MAT000016,3988,ST,1000
100,1003847,0001,MAT000427,7256,ST,1200
100,1003848,0001,MAT000012,4907,ST,1200
100,1003849,0001,MAT000003,6103,ST,1100
100,1003850,0001,MAT000413,9676,ST,1000
100,1003851,0001,MAT000417,5626,ST,1200
100,1003852,0001,MAT000282,3750,ST,1100
100,1003853,0001,MAT000012,1879,ST,1000
100,1003854,0001,MAT000200,8371,ST,1100
100,1003855,0001,MAT000357,7886,ST,1100
100,1003856,0001,MAT000178,8903,ST,1200
100,1003857,0001,MAT000440,4502,ST,1100
100,1003858,0001,MAT000003,2243,ST,1200
100,1003859,0001,MAT000069,6890,ST,1100
100,1003860,0001,MAT000367,2283,ST,1100
100,1003861,0001,MAT000335,3320,ST,1000
100,1003862,0001,MAT000124,883,ST,1000
100,1003863,0001,MAT000345,5437,ST,1000
100,1003864,0001,MAT000304,4688,ST,1200
100,1003865,0001,MAT000007,8007,ST,1100
100,1003866,0001,MAT000412,9367,ST,1000
100,1003867,0001,MAT000403,7207,ST,1100
100,1003868,0001,MAT000221,7150,ST,1200
100,1003869,0001,MAT000402,5425,ST,1200
100,1003870,0001,MAT000358,2019,ST,1000
100,1003871,0001,MAT000195,1392,ST,1000
100,1003872,0001,MAT000069,1039,ST,1100
100,1003873,0001,MAT000064,9514,ST,1000
100,1003874,0001,MAT000148,7552,ST,1200
100,1003875,0001,MAT000012,1551,ST,1200
100,1003876,0001,MAT000304,1076,ST,1100
100,1003877,0001,MAT000491,1778,ST,1000
100,1003878,0001,MAT000412,5955,ST,1000
100,1003879,0001,MAT000176,7951,ST,1200
100,1003880,0001,MAT000304,830,ST,1000
100,1003881,0001,MAT000016,1992,ST,1200
100,1003882,0001,MAT000191,4744,ST,1000
100,1003883,0001,MAT000483,9133,ST,1200
100,1003884,0001,MAT000075,5250,ST,1100
100,1003885,0001,MAT000075,5912,ST,1000
100,1003886,0001,MAT000242,8518,ST,1200
100,1003887,0001,MAT000122,3517,ST,1100
100,1003888,0001,MAT000315,1923,ST,1100
100,1003889,0001,MAT000122,2226,ST,1000
100,1003890,0001,MAT000402,8380,ST,1000
100,1003891,0001,MAT000125,9470,ST,1200
100,1003892,0001,MAT000135,9327,ST,1100
100,1003893,0001,MAT000077,2750,ST,1100
100,1003894,0001,MAT000001,9248,ST,1100
100,1003895,0001,MAT000365,3752,ST,1100
100,1003896,0001,MAT000143,284,ST,1200
100,1003897,0001,MAT000124,392,ST,1100
100,1003898,0001,MAT000421,530,ST,1200
100,1003899,0001,MAT000274,2641,ST,1000
100,1003900,0001,MAT000329,2615,ST,1100
100,1003901,0001,MAT000294,3734,ST,1000
100,1003902,0001,MAT000095,6024,ST,1200
100,1003903,0001,MAT000171,5463,ST,1000
100,1003904,0001,MAT000255,4930,ST,1100
100,1003905,0001,MAT000148,1557,ST,1100
100,1003906,0001,MAT000004,6546,ST,1000
100,1003907,0001,MAT000355,2979,ST,1000
100,1003908,0001,MAT000148,6024,ST,1000
100,1003909,0001,MAT000166,3436,ST,1200
100,1003910,0001,MAT000011,7763,ST,1200
100,1003911,0001,MAT000095,4139,ST,1100
100,1003912,0001,MAT000468,3404,ST,1100
100,1003913,0001,MAT000144,7068,ST,1000
100,1003914,0001,MAT000211,4918,ST,1000
100,1003915,0001,MAT000483,6342,ST,1200
100,1003916,0001,MAT000341,7462,ST,1200
100,1003917,0001,MAT000199,2163,ST,1100
100,1003918,0001,MAT000487,531,ST,1200
100,1003919,0001,MAT000372,6257,ST,1100
100,1003920,0001,MAT000143,8777,ST,1000
100,1003921,0001,MAT000095,4848,ST,1000
100,1003922,0001,MAT000221,6093,ST,1200
100,1003923,0001,MAT000412,9772,ST,1200
100,1003924,0001,MAT000005,7112,ST,1200
100,1003925,0001,MAT000005,8651,ST,1000
100,1003926,0001,MAT000289,6925,ST,1000
100,1003927,0001,MAT000471,7139,ST,1000
100,1003928,0001,MAT000014,7895,ST,1100
100,1003929,0001,MAT000199,119,ST,1100
100,1003930,0001,MAT000500,5413,ST,1200
100,1003931,0001,MAT000238,4596,ST,1200
100,1003932,0001,MAT000297,5377,ST,1200
100,1003933,0001,MAT000414,6772,ST,1200
100,1003934,0001,MAT000080,2881,ST,1000
100,1003935,0001,MAT000343,2512,ST,1100
100,1003936,0001,MAT000008,1696,ST,1200
100,1003937,0001,MAT000329,4570,ST,1100
100,1003938,0001,MAT000194,2921,ST,1100
100,1003939,0001,MAT000117,2915,ST,1200
100,1003940,0001,MAT000122,2520,ST,1000
100,1003941,0001,MAT000174,6151,ST,1200
100,1003942,0001,MAT000474,1701,ST,1000
100,1003943,0001,MAT000152,1005,ST,1200
100,1003944,0001,MAT000235,6456,ST,1000
100,1003945,0001,MAT000275,1538,ST,1000
100,1003946,0001,MAT000376,2989,ST,1200
100,1003947,0001,MAT000167,5528,ST,1100
100,1003948,0001,MAT000171,8068,ST,1200
100,1003949,0001,MAT000017,3839,ST,1000
100,1003950,0001,MAT000205,5908,ST,1100
100,1003951,0001,MAT000315,2081,ST,1000
100,1003952,0001,MAT000011,8650,ST,1200
100,1003953,0001,MAT000108,591,ST,1200
100,1003954,0001,MAT000416,4136,ST,1200
100,1003955,0001,MAT000431,6044,ST,1100
100,1003956,0001,MAT000135,1205,ST,1100
100,1003957,0001,MAT000411,2037,ST,1000
100,1003958,0001,MAT000108,4586,ST,1000
100,1003959,0001,MAT000315,7478,ST,1000
100,1003960,0001,MAT000453,5921,ST,1000
100,1003961,0001,MAT000343,9913,ST,1200
100,1003962,0001,MAT000012,4848,ST,1100
100,1003963,0001,MAT000080,7125,ST,1000
100,1003964,0001,MAT000421,2391,ST,1100
100,1003965,0001,MAT000077,875,ST,1000
100,1003966,0001,MAT000372,4488,ST,1100
100,1003967,0001,MAT000416,6140,ST,1000
100,1003968,0001,MAT000412,1773,ST,1100
100,1003969,0001,MAT000255,7923,ST,1100
100,1003970,0001,MAT000354,3848,ST,1000
100,1003971,0001,MAT000231,3188,ST,1200
100,1003972,0001,MAT000301,1119,ST,1200
100,1003973,0001,MAT000500,6921,ST,1000
100,1003974,0001,MAT000465,6877,ST,1100
100,1003975,0001,MAT000255,9408,ST,1100
100,1003976,0001,MAT000100,806,ST,1000
100,1003977,0001,MAT000282,8696,ST,1100
100,1003978,0001,MAT000002,1793,ST,1100
100,1003979,0001,MAT000440,1158,ST,1200
100,1003980,0001,MAT000402,1651,ST,1100
100,1003981,0001,MAT000238,6116,ST,1200
100,1003982,0001,MAT000281,7089,ST,1000
100,1003983,0001,MAT000266,7954,ST,1000
100,1003984,0001,MAT000117,9961,ST,1000
100,1003985,0001,MAT000258,7973,ST,1000
100,1003986,0001,MAT000249,8086,ST,1200
100,1003987,0001,MAT000086,9106,ST,1200
100,1003988,0001,MAT000301,1618,ST,1000
100,1003989,0001,MAT000500,7642,ST,1200
100,1003990,0001,MAT000001,2873,ST,1200
100,1003991,0001,MAT000086,4583,ST,1200
100,1003992,0001,MAT000266,7479,ST,1100
100,1003993,0001,MAT000018,2775,ST,1100
100,1003994,0001,MAT000263,6468,ST,1100
100,1003995,0001,MAT000159,6834,ST,1000
100,1003996,0001,MAT000301,3793,ST,1000
100,1003997,0001,MAT000194,4100,ST,1100
100,1003998,0001,MAT000154,2464,ST,1200
100,1003999,0001,MAT000104,6584,ST,1000
100,1004000,0001,MAT000194,2164,ST,1000
100,1004001,0001,MAT000345,3096,ST,1100
100,1004002,0001,MAT000009,1270,ST,1000
100,1004003,0001,MAT000154,1730,ST,1200
100,1004004,0001,MAT000383,1599,ST,1000
100,1004005,0001,MAT000113,1394,ST,1000
100,1004006,0001,MAT000239,6612,ST,1000
100,1004007,0001,MAT000402,5040,ST,1100
100,1004008,0001,MAT000001,2241,ST,1000
100,1004009,0001,MAT000083,9474,ST,1100
100,1004010,0001,MAT000124,2402,ST,1200
100,1004011,0001,MAT000197,4562,ST,1100
100,1004012,0001,MAT000468,2017,ST,1100
100,1004013,0001,MAT000372,4501,ST,1000
100,1004014,0001,MAT000453,1225,ST,1100
100,1004015,0001,MAT000216,8160,ST,1200
100,1004016,0001,MAT000427,860,ST,1100
100,1004017,0001,MAT000294,5211,ST,1200
100,1004018,0001,MAT000005,9209,ST,1200
100,1004019,0001,MAT000329,3985,ST,1000
100,1004020,0001,MAT000075,5847,ST,1200
100,1004021,0001,MAT000250,8288,ST,1100
100,1004022,0001,MAT000416,4429,ST,1000
100,1004023,0001,MAT000431,5939,ST,1200
100,1004024,0001,MAT000422,2196,ST,1100
100,1004025,0001,MAT000411,7083,ST,1200
100,1004026,0001,MAT000150,8296,ST,1000
100,1004027,0001,MAT000404,3382,ST,1100
100,1004028,0001,MAT000235,3273,ST,1000
100,1004029,0001,MAT000017,2972,ST,1000
100,1004030,0001,MAT000411,6727,ST,1200
100,1004031,0001,MAT000282,5163,ST,1000
100,1004032,0001,MAT000500,9439,ST,1000
100,1004033,0001,MAT000474,1424,ST,1000
100,1004034,0001,MAT000205,5296,ST,1000
100,1004035,0001,MAT000433,2333,ST,1100
100,1004036,0001,MAT000013,2417,ST,1200
100,1004037,0001,MAT000376,1330,ST,1100
100,1004038,0001,MAT000255,9873,ST,1000
100,1004039,0001,MAT000111,6662,ST,1100
100,1004040,0001,MAT000194,7905,ST,1100
100,1004041,0001,MAT000065,1562,ST,1100
100,1004042,0001,MAT000192,2220,ST,1100
100,1004043,0001,MAT000483,1719,ST,1200
100,1004044,0001,MAT000064,9055,ST,1200
100,1004045,0001,MAT000065,9135,ST,1100
100,1004046,0001,MAT000487,6638,ST,1100
100,1004047,0001,MAT000183,5271,ST,1200
100,1004048,0001,MAT000383,2305,ST,1000
100,1004049,0001,MAT000258,534,ST,1100
100,1004050,0001,MAT000379,1256,ST,1200
100,1004051,0001,MAT000414,4224,ST,1200
100,1004052,0001,MAT000468,3102,ST,1100
100,1004053,0001,MAT000372,5891,ST,1200
100,1004054,0001,MAT000197,2613,ST,1000
100,1004055,0001,MAT000108,6401,ST,1000
100,1004056,0001,MAT000335,2482,ST,1200
100,1004057,0001,MAT000431,5363,ST,1200
100,1004058,0001,MAT000355,5282,ST,1200
100,1004059,0001,MAT000006,6686,ST,1200
100,1004060,0001,MAT000238,1014,ST,1000
100,1004061,0001,MAT000086,8459,ST,1200
100,1004062,0001,MAT000167,3290,ST,1000
100,1004063,0001,MAT000383,3398,ST,1000
100,1004064,0001,MAT000213,8832,ST,1000
100,1004065,0001,MAT000255,5196,ST,1200
100,1004066,0001,MAT000422,2201,ST,1100
100,1004067,0001,MAT000335,3418,ST,1200
100,1004068,0001,MAT000343,8900,ST,1000
100,1004069,0001,MAT000200,3722,ST,1200
100,1004070,0001,MAT000199,3004,ST,1100
100,1004071,0001,MAT000426,7534,ST,1000
100,1004072,0001,MAT000414,3987,ST,1000
100,1004073,0001,MAT000093,2055,ST,1000
100,1004074,0001,MAT000301,3811,ST,1000
100,1004075,0001,MAT000005,8430,ST,1000
100,1004076,0001,MAT000301,825,ST,1000
100,1004077,0001,MAT000419,9387,ST,1100
100,1004078,0001,MAT000275,6517,ST,1200
100,1004079,0001,MAT000125,6109,ST,1000
100,1004080,0001,MAT000166,7074,ST,1000
100,1004081,0001,MAT000413,9718,ST,1000
100,1004082,0001,MAT000199,1885,ST,1200
100,1004083,0001,MAT000453,5125,ST,1100
100,1004084,0001,MAT000219,9566,ST,1000
100,1004085,0001,MAT000255,1489,ST,1000
100,1004086,0001,MAT000125,690,ST,1200
100,1004087,0001,MAT000416,8934,ST,1000
100,1004088,0001,MAT000249,9835,ST,1200
100,1004089,0001,MAT000261,9650,ST,1100
100,1004090,0001,MAT000125,6059,ST,1000
100,1004091,0001,MAT000174,5271,ST,1200
100,1004092,0001,MAT000008,9865,ST,1000
100,1004093,0001,MAT000471,8739,ST,1100
100,1004094,0001,MAT000144,8580,ST,1200
100,1004095,0001,MAT000093,7755,ST,1000
100,1004096,0001,MAT000197,5971,ST,1000
100,1004097,0001,MAT000125,1158,ST,1200
100,1004098,0001,MAT000004,7310,ST,1000
100,1004099,0001,MAT000144,7550,ST,1200
100,1004100,0001,MAT000003,6930,ST,1200
100,1004101,0001,MAT000335,1859,ST,1100
100,1004102,0001,MAT000255,4741,ST,1200
100,1004103,0001,MAT000367,4351,ST,1000
100,1004104,0001,MAT000413,541,ST,1000
100,1004105,0001,MAT000167,6666,ST,1000
100,1004106,0001,MAT000483,8003,ST,1200
100,1004107,0001,MAT000083,419,ST,1200
100,1004108,0001,MAT000082,1929,ST,1000
100,1004109,0001,MAT000010,517,ST,1200
100,1004110,0001,MAT000371,5607,ST,1000
100,1004111,0001,MAT000173,3887,ST,1000
100,1004112,0001,MAT000001,4688,ST,1100
100,1004113,0001,MAT000192,9348,ST,1200
100,1004114,0001,MAT000375,5516,ST,1000
100,1004115,0001,MAT000347,919,ST,1100
100,1004116,0001,MAT000219,8101,ST,1100
100,1004117,0001,MAT000294,8212,ST,1000
100,1004118,0001,MAT000183,8555,ST,1100
100,1004119,0001,MAT000341,2928,ST,1000
100,1004120,0001,MAT000293,7996,ST,1200
100,1004121,0001,MAT000003,8995,ST,1100
100,1004122,0001,MAT000008,2802,ST,1000
100,1004123,0001,MAT000483,4539,ST,1000
100,1004124,0001,MAT000183,727,ST,1200
100,1004125,0001,MAT000379,9105,ST,1100
100,1004126,0001,MAT000315,352,ST,1200
100,1004127,0001,MAT000355,9367,ST,1000
100,1004128,0001,MAT000219,9613,ST,1000
100,1004129,0001,MAT000178,3239,ST,1100
