MANDT,TKNUM,TPNUM,VBELN
100,0000000931,0002,0080001861
100,0000000932,0001,0080001862
100,0000000932,0002,0080001863
100,0000000933,0001,0080001864
100,0000000933,0002,0080001865
100,0000000934,0001,0080001866
100,0000000934,0002,0080001867
100,0000000935,0001,0080001868
100,0000000935,0002,0080001869
100,0000000936,0001,0080001870
100,0000000936,0002,0080001871
100,0000000937,0001,0080001872
100,0000000937,0002,0080001873
100,0000000938,0001,0080001874
100,0000000938,0002,0080001875
100,0000000939,0001,0080001876
100,0000000939,0002,0080001877
100,0000000940,0001,0080001878
100,0000000940,0002,0080001879
100,0000000941,0001,0080001880
100,0000000941,0002,0080001881
100,0000000942,0001,0080001882
100,0000000942,0002,0080001883
100,0000000943,0001,0080001884
100,0000000943,0002,0080001885
100,0000000944,0001,0080001886
100,0000000944,0002,0080001887
100,0000000945,0001,0080001888
100,0000000945,0002,0080001889
100,0000000946,0001,0080001890
100,0000000946,0002,0080001891
100,0000000947,0001,0080001892
100,0000000947,0002,0080001893
100,0000000948,0001,0080001894
100,0000000948,0002,0080001895
100,0000000949,0001,0080001896
100,0000000949,0002,0080001897
100,0000000950,0001,0080001898
100,0000000950,0002,0080001899
100,0000000951,0001,0080001900
100,0000000951,0002,0080001901
100,0000000952,0001,0080001902
100,0000000952,0002,0080001903
100,0000000953,0001,0080001904
100,0000000953,0002,0080001905
100,0000000954,0001,0080001906
100,0000000954,0002,0080001907
100,0000000955,0001,0080001908
100,0000000955,0002,0080001909
100,0000000956,0001,0080001910
100,0000000956,0002,0080001911
100,0000000957,0001,0080001912
100,0000000957,0002,0080001913
100,0000000958,0001,0080001914
100,0000000958,0002,0080001915
100,0000000959,0001,0080001916
100,0000000959,0002,0080001917
100,0000000960,0001,0080001918
100,0000000960,0002,0080001919
100,0000000961,0001,0080001920
100,0000000961,0002,0080001921
100,0000000962,0001,0080001922
100,0000000962,0002,0080001923
100,0000000963,0001,0080001924
100,0000000963,0002,0080001925
100,0000000964,0001,0080001926
100,0000000964,0002,0080001927
100,0000000965,0001,0080001928
100,0000000965,0002,0080001929
100,0000000966,0001,0080001930
100,0000000966,0002,0080001931
100,0000000967,0001,0080001932
100,0000000967,0002,0080001933
100,0000000968,0001,0080001934
100,0000000968,0002,0080001935
100,0000000969,0001,0080001936
100,0000000969,0002,0080001937
100,0000000970,0001,0080001938
100,0000000970,0002,0080001939
100,0000000971,0001,0080001940
100,0000000971,0002,0080001941
100,0000000972,0001,0080001942
100,0000000972,0002,0080001943
100,0000000973,0001,0080001944
100,0000000973,0002,0080001945
100,0000000974,0001,0080001946
100,0000000974,0002,0080001947
100,0000000975,0001,0080001948
100,0000000975,0002,0080001949
100,0000000976,0001,0080001950
100,0000000976,0002,0080001951
100,0000000977,0001,0080001952
100,0000000977,0002,0080001953
100,0000000978,0001,0080001954
100,0000000978,0002,0080001955
100,0000000979,0001,0080001956
100,0000000979,0002,0080001957
100,0000000980,0001,0080001958
100,0000000980,0002,0080001959
100,0000000981,0001,0080001960
100,0000000981,0002,0080001961
100,0000000982,0001,0080001962
100,0000000982,0002,0080001963
100,0000000983,0001,0080001964
100,0000000983,0002,0080001965
100,0000000984,0001,0080001966
100,0000000984,0002,0080001967
100,0000000985,0001,0080001968
100,0000000985,0002,0080001969
100,0000000986,0001,0080001970
100,0000000986,0002,0080001971
100,0000000987,0001,0080001972
100,0000000987,0002,0080001973
100,0000000988,0001,0080001974
100,0000000988,0002,0080001975
100,0000000989,0001,0080001976
100,0000000989,0002,0080001977
100,0000000990,0001,0080001978
100,0000000990,0002,0080001979
100,0000000991,0001,0080001980
100,0000000991,0002,0080001981
100,0000000992,0001,0080001982
100,0000000992,0002,0080001983
100,0000000993,0001,0080001984
100,0000000993,0002,0080001985
100,0000000994,0001,0080001986
100,0000000994,0002,0080001987
100,0000000995,0001,0080001988
100,0000000995,0002,0080001989
100,0000000996,0001,0080001990
100,0000000996,0002,0080001991
100,0000000997,0001,0080001992
100,0000000997,0002,0080001993
100,0000000998,0001,0080001994
100,0000000998,0002,0080001995
100,0000000999,0001,0080001996
100,0000000999,0002,0080001997
100,0000001000,0001,0080001998
100,0000001000,0002,0080001999
100,0000001001,0001,0080002000
100,0000001001,0002,0080002001
100,0000001002,0001,0080002002
100,0000001002,0002,0080002003
100,0000001003,0001,0080002004
100,0000001003,0002,0080002005
100,0000001004,0001,0080002006
100,0000001004,0002,0080002007
100,0000001005,0001,0080002008
100,0000001005,0002,0080002009
100,0000001006,0001,0080002010
100,0000001006,0002,0080002011
100,0000001007,0001,0080002012
100,0000001007,0002,0080002013
100,0000001008,0001,0080002014
100,0000001008,0002,0080002015
100,0000001009,0001,0080002016
100,0000001009,0002,0080002017
100,0000001010,0001,0080002018
100,0000001010,0002,0080002019
100,0000001011,0001,0080002020
100,0000001011,0002,0080002021
100,0000001012,0001,0080002022
100,0000001012,0002,0080002023
100,0000001013,0001,0080002024
100,0000001013,0002,0080002025
100,0000001014,0001,0080002026
100,0000001014,0002,0080002027
100,0000001015,0001,0080002028
100,0000001015,0002,0080002029
100,0000001016,0001,0080002030
100,0000001016,0002,0080002031
100,0000001017,0001,0080002032
100,0000001017,0002,0080002033
100,0000001018,0001,0080002034
100,0000001018,0002,0080002035
100,0000001019,0001,0080002036
100,0000001019,0002,0080002037
100,0000001020,0001,0080002038
100,0000001020,0002,0080002039
100,0000001021,0001,0080002040
100,0000001021,0002,0080002041
100,0000001022,0001,0080002042
100,0000001022,0002,0080002043
100,0000001023,0001,0080002044
100,0000001023,0002,0080002045
100,0000001024,0001,0080002046
100,0000001024,0002,0080002047
100,0000001025,0001,0080002048
100,0000001025,0002,0080002049
100,0000001026,0001,0080002050
100,0000001026,0002,0080002051
100,0000001027,0001,0080002052
100,0000001027,0002,0080002053
100,0000001028,0001,0080002054
100,0000001028,0002,0080002055
100,0000001029,0001,0080002056
100,0000001029,0002,0080002057
100,0000001030,0001,0080002058
100,0000001030,0002,0080002059
100,0000001031,0001,0080002060
100,0000001031,0002,0080002061
100,0000001032,0001,0080002062
100,0000001032,0002,0080002063
100,0000001033,0001,0080002064
100,0000001033,0002,0080002065
100,0000001034,0001,0080002066
100,0000001034,0002,0080002067
100,0000001035,0001,0080002068
100,0000001035,0002,0080002069
100,0000001036,0001,0080002070
100,0000001036,0002,0080002071
100,0000001037,0001,0080002072
100,0000001037,0002,0080002073
100,0000001038,0001,0080002074
100,0000001038,0002,0080002075
100,0000001039,0001,0080002076
100,0000001039,0002,0080002077
100,0000001040,0001,0080002078
100,0000001040,0002,0080002079
100,0000001041,0001,0080002080
100,0000001041,0002,0080002081
100,0000001042,0001,0080002082
100,0000001042,0002,0080002083
100,0000001043,0001,0080002084
100,0000001043,0002,0080002085
100,0000001044,0001,0080002086
100,0000001044,0002,0080002087
100,0000001045,0001,0080002088
100,0000001045,0002,0080002089
100,0000001046,0001,0080002090
100,0000001046,0002,0080002091
100,0000001047,0001,0080002092
100,0000001047,0002,0080002093
100,0000001048,0001,0080002094
100,0000001048,0002,0080002095
100,0000001049,0001,0080002096
100,0000001049,0002,0080002097
100,0000001050,0001,0080002098
100,0000001050,0002,0080002099
100,0000001051,0001,0080002100
100,0000001051,0002,0080002101
100,0000001052,0001,0080002102
100,0000001052,0002,0080002103
100,0000001053,0001,0080002104
100,0000001053,0002,0080002105
100,0000001054,0001,0080002106
100,0000001054,0002,0080002107
100,0000001055,0001,0080002108
100,0000001055,0002,0080002109
100,0000001056,0001,0080002110
100,0000001056,0002,0080002111
100,0000001057,0001,0080002112
100,0000001057,0002,0080002113
100,0000001058,0001,0080002114
100,0000001058,0002,0080002115
100,0000001059,0001,0080002116
100,0000001059,0002,0080002117
100,0000001060,0001,0080002118
100,0000001060,0002,0080002119
100,0000001061,0001,0080002120
100,0000001061,0002,0080002121
100,0000001062,0001,0080002122
100,0000001062,0002,0080002123
100,0000001063,0001,0080002124
100,0000001063,0002,0080002125
100,0000001064,0001,0080002126
100,0000001064,0002,0080002127
100,0000001065,0001,0080002128
100,0000001065,0002,0080002129
100,0000001066,0001,0080002130
100,0000001066,0002,0080002131
100,0000001067,0001,0080002132
100,0000001067,0002,0080002133
100,0000001068,0001,0080002134
100,0000001068,0002,0080002135
100,0000001069,0001,0080002136
100,0000001069,0002,0080002137
100,0000001070,0001,0080002138
100,0000001070,0002,0080002139
100,0000001071,0001,0080002140
100,0000001071,0002,0080002141
100,0000001072,0001,0080002142
100,0000001072,0002,0080002143
100,0000001073,0001,0080002144
100,0000001073,0002,0080002145
100,0000001074,0001,0080002146
100,0000001074,0002,0080002147
100,0000001075,0001,0080002148
100,0000001075,0002,0080002149
100,0000001076,0001,0080002150
100,0000001076,0002,0080002151
100,0000001077,0001,0080002152
100,0000001077,0002,0080002153
100,0000001078,0001,0080002154
100,0000001078,0002,0080002155
100,0000001079,0001,0080002156
100,0000001079,0002,0080002157
100,0000001080,0001,0080002158
100,0000001080,0002,0080002159
100,0000001081,0001,0080002160
100,0000001081,0002,0080002161
100,0000001082,0001,0080002162
100,0000001082,0002,0080002163
100,0000001083,0001,0080002164
100,0000001083,0002,0080002165
100,0000001084,0001,0080002166
100,0000001084,0002,0080002167
100,0000001085,0001,0080002168
100,0000001085,0002,0080002169
100,0000001086,0001,0080002170
100,0000001086,0002,0080002171
100,0000001087,0001,0080002172
100,0000001087,0002,0080002173
100,0000001088,0001,0080002174
100,0000001088,0002,0080002175
100,0000001089,0001,0080002176
100,0000001089,0002,0080002177
100,0000001090,0001,0080002178
100,0000001090,0002,0080002179
100,0000001091,0001,0080002180
100,0000001091,0002,0080002181
100,0000001092,0001,0080002182
100,0000001092,0002,0080002183
100,0000001093,0001,0080002184
100,0000001093,0002,0080002185
100,0000001094,0001,0080002186
100,0000001094,0002,0080002187
100,0000001095,0001,0080002188
100,0000001095,0002,0080002189
100,0000001096,0001,0080002190
100,0000001096,0002,0080002191
100,0000001097,0001,0080002192
100,0000001097,0002,0080002193
100,0000001098,0001,0080002194
100,0000001098,0002,0080002195
100,0000001099,0001,0080002196
100,0000001099,0002,0080002197
100,0000001100,0001,0080002198
100,0000001100,0002,0080002199
100,0000001101,0001,0080002200
100,0000001101,0002,0080002201
100,0000001102,0001,0080002202
100,0000001102,0002,0080002203
100,0000001103,0001,0080002204
100,0000001103,0002,0080002205
100,0000001104,0001,0080002206
100,0000001104,0002,0080002207
100,0000001105,0001,0080002208
100,0000001105,0002,0080002209
100,0000001106,0001,0080002210
100,0000001106,0002,0080002211
100,0000001107,0001,0080002212
100,0000001107,0002,0080002213
100,0000001108,0001,0080002214
100,0000001108,0002,0080002215
100,0000001109,0001,0080002216
100,0000001109,0002,0080002217
100,0000001110,0001,0080002218
100,0000001110,0002,0080002219
100,0000001111,0001,0080002220
100,0000001111,0002,0080002221
100,0000001112,0001,0080002222
100,0000001112,0002,0080002223
100,0000001113,0001,0080002224
100,0000001113,0002,0080002225
100,0000001114,0001,0080002226
100,0000001114,0002,0080002227
100,0000001115,0001,0080002228
100,0000001115,0002,0080002229
100,0000001116,0001,0080002230
100,0000001116,0002,0080002231
100,0000001117,0001,0080002232
100,0000001117,0002,0080002233
100,0000001118,0001,0080002234
100,0000001118,0002,0080002235
100,0000001119,0001,0080002236
100,0000001119,0002,0080002237
100,0000001120,0001,0080002238
100,0000001120,0002,0080002239
100,0000001121,0001,0080002240
100,0000001121,0002,0080002241
100,0000001122,0001,0080002242
100,0000001122,0002,0080002243
100,0000001123,0001,0080002244
100,0000001123,0002,0080002245
100,0000001124,0001,0080002246
100,0000001124,0002,0080002247
100,0000001125,0001,0080002248
100,0000001125,0002,0080002249
100,0000001126,0001,0080002250
100,0000001126,0002,0080002251
100,0000001127,0001,0080002252
100,0000001127,0002,0080002253
100,0000001128,0001,0080002254
100,0000001128,0002,0080002255
100,0000001129,0001,0080002256
100,0000001129,0002,0080002257
100,0000001130,0001,0080002258
100,0000001130,0002,0080002259
100,0000001131,0001,0080002260
100,0000001131,0002,0080002261
100,0000001132,0001,0080002262
100,0000001132,0002,0080002263
100,0000001133,0001,0080002264
100,0000001133,0002,0080002265
100,0000001134,0001,0080002266
100,0000001134,0002,0080002267
100,0000001135,0001,0080002268
100,0000001135,0002,0080002269
100,0000001136,0001,0080002270
100,0000001136,0002,0080002271
100,0000001137,0001,0080002272
100,0000001137,0002,0080002273
100,0000001138,0001,0080002274
100,0000001138,0002,0080002275
100,0000001139,0001,0080002276
100,0000001139,0002,0080002277
100,0000001140,0001,0080002278
100,0000001140,0002,0080002279
100,0000001141,0001,0080002280
100,0000001141,0002,0080002281
100,0000001142,0001,0080002282
100,0000001142,0002,0080002283
100,0000001143,0001,0080002284
100,0000001143,0002,0080002285
100,0000001144,0001,0080002286
100,0000001144,0002,0080002287
100,0000001145,0001,0080002288
100,0000001145,0002,0080002289
100,0000001146,0001,0080002290
100,0000001146,0002,0080002291
100,0000001147,0001,0080002292
100,0000001147,0002,0080002293
100,0000001148,0001,0080002294
100,0000001148,0002,0080002295
100,0000001149,0001,0080002296
100,0000001149,0002,0080002297
100,0000001150,0001,0080002298
100,0000001150,0002,0080002299
100,0000001151,0001,0080002300
100,0000001151,0002,0080002301
100,0000001152,0001,0080002302
100,0000001152,0002,0080002303
100,0000001153,0001,0080002304
100,0000001153,0002,0080002305
100,0000001154,0001,0080002306
100,0000001154,0002,0080002307
100,0000001155,0001,0080002308
100,0000001155,0002,0080002309
100,0000001156,0001,0080002310
100,0000001156,0002,0080002311
100,0000001157,0001,0080002312
100,0000001157,0002,0080002313
100,0000001158,0001,0080002314
100,0000001158,0002,0080002315
100,0000001159,0001,0080002316
100,0000001159,0002,0080002317
100,0000001160,0001,0080002318
100,0000001160,0002,0080002319
100,0000001161,0001,0080002320
100,0000001161,0002,0080002321
100,0000001162,0001,0080002322
100,0000001162,0002,0080002323
100,0000001163,0001,0080002324
100,0000001163,0002,0080002325
100,0000001164,0001,0080002326
100,0000001164,0002,0080002327
100,0000001165,0001,0080002328
100,0000001165,0002,0080002329
100,0000001166,0001,0080002330
100,0000001166,0002,0080002331
100,0000001167,0001,0080002332
100,0000001167,0002,0080002333
100,0000001168,0001,0080002334
100,0000001168,0002,0080002335
100,0000001169,0001,0080002336
100,0000001169,0002,0080002337
100,0000001170,0001,0080002338
100,0000001170,0002,0080002339
100,0000001171,0001,0080002340
100,0000001171,0002,0080002341
100,0000001172,0001,0080002342
100,0000001172,0002,0080002343
100,0000001173,0001,0080002344
100,0000001173,0002,0080002345
100,0000001174,0001,0080002346
100,0000001174,0002,0080002347
100,0000001175,0001,0080002348
100,0000001175,0002,0080002349
100,0000001176,0001,0080002350
100,0000001176,0002,0080002351
100,0000001177,0001,0080002352
100,0000001177,0002,0080002353
100,0000001178,0001,0080002354
100,0000001178,0002,0080002355
100,0000001179,0001,0080002356
100,0000001179,0002,0080002357
100,0000001180,0001,0080002358
100,0000001180,0002,0080002359
100,0000001181,0001,0080002360
100,0000001181,0002,0080002361
100,0000001182,0001,0080002362
100,0000001182,0002,0080002363
100,0000001183,0001,0080002364
100,0000001183,0002,0080002365
100,0000001184,0001,0080002366
100,0000001184,0002,0080002367
100,0000001185,0001,0080002368
100,0000001185,0002,0080002369
100,0000001186,0001,0080002370
100,0000001186,0002,0080002371
100,0000001187,0001,0080002372
100,0000001187,0002,0080002373
100,0000001188,0001,0080002374
100,0000001188,0002,0080002375
100,0000001189,0001,0080002376
100,0000001189,0002,0080002377
100,0000001190,0001,0080002378
100,0000001190,0002,0080002379
100,0000001191,0001,0080002380
100,0000001191,0002,0080002381
100,0000001192,0001,0080002382
100,0000001192,0002,0080002383
100,0000001193,0001,0080002384
100,0000001193,0002,0080002385
100,0000001194,0001,0080002386
100,0000001194,0002,0080002387
100,0000001195,0001,0080002388
100,0000001195,0002,0080002389
100,0000001196,0001,0080002390
100,0000001196,0002,0080002391
100,0000001197,0001,0080002392
100,0000001197,0002,0080002393
100,0000001198,0001,0080002394
100,0000001198,0002,0080002395
100,0000001199,0001,0080002396
100,0000001199,0002,0080002397
100,0000001200,0001,0080002398
100,0000001200,0002,0080002399
100,0000001201,0001,0080002400
100,0000001201,0002,0080002401
100,0000001202,0001,0080002402
100,0000001202,0002,0080002403
100,0000001203,0001,0080002404
100,0000001203,0002,0080002405
100,0000001204,0001,0080002406
100,0000001204,0002,0080002407
100,0000001205,0001,0080002408
100,0000001205,0002,0080002409
100,0000001206,0001,0080002410
100,0000001206,0002,0080002411
100,0000001207,0001,0080002412
100,0000001207,0002,0080002413
100,0000001208,0001,0080002414
100,0000001208,0002,0080002415
100,0000001209,0001,0080002416
100,0000001209,0002,0080002417
100,0000001210,0001,0080002418
100,0000001210,0002,0080002419
100,0000001211,0001,0080002420
100,0000001211,0002,0080002421
100,0000001212,0001,0080002422
100,0000001212,0002,0080002423
100,0000001213,0001,0080002424
100,0000001213,0002,0080002425
100,0000001214,0001,0080002426
100,0000001214,0002,0080002427
100,0000001215,0001,0080002428
100,0000001215,0002,0080002429
100,0000001216,0001,0080002430
100,0000001216,0002,0080002431
100,0000001217,0001,0080002432
100,0000001217,0002,0080002433
100,0000001218,0001,0080002434
100,0000001218,0002,0080002435
100,0000001219,0001,0080002436
100,0000001219,0002,0080002437
100,0000001220,0001,0080002438
100,0000001220,0002,0080002439
100,0000001221,0001,0080002440
100,0000001221,0002,0080002441
100,0000001222,0001,0080002442
100,0000001222,0002,0080002443
100,0000001223,0001,0080002444
100,0000001223,0002,0080002445
100,0000001224,0001,0080002446
100,0000001224,0002,0080002447
100,0000001225,0001,0080002448
100,0000001225,0002,0080002449
100,0000001226,0001,0080002450
100,0000001226,0002,0080002451
100,0000001227,0001,0080002452
100,0000001227,0002,0080002453
100,0000001228,0001,0080002454
100,0000001228,0002,0080002455
100,0000001229,0001,0080002456
100,0000001229,0002,0080002457
100,0000001230,0001,0080002458
100,0000001230,0002,0080002459
100,0000001231,0001,0080002460
100,0000001231,0002,0080002461
100,0000001232,0001,0080002462
100,0000001232,0002,0080002463
100,0000001233,0001,0080002464
100,0000001233,0002,0080002465
100,0000001234,0001,0080002466
100,0000001234,0002,0080002467
100,0000001235,0001,0080002468
100,0000001235,0002,0080002469
100,0000001236,0001,0080002470
100,0000001236,0002,0080002471
100,0000001237,0001,0080002472
100,0000001237,0002,0080002473
100,0000001238,0001,0080002474
100,0000001238,0002,0080002475
100,0000001239,0001,0080002476
100,0000001239,0002,0080002477
100,0000001240,0001,0080002478
100,0000001240,0002,0080002479
100,0000001241,0001,0080002480
100,0000001241,0002,0080002481
100,0000001242,0001,0080002482
100,0000001242,0002,0080002483
100,0000001243,0001,0080002484
100,0000001243,0002,0080002485
100,0000001244,0001,0080002486
100,0000001244,0002,0080002487
100,0000001245,0001,0080002488
100,0000001245,0002,0080002489
100,0000001246,0001,0080002490
100,0000001246,0002,0080002491
100,0000001247,0001,0080002492
100,0000001247,0002,0080002493
100,0000001248,0001,0080002494
100,0000001248,0002,0080002495
100,0000001249,0001,0080002496
100,0000001249,0002,0080002497
100,0000001250,0001,0080002498
100,0000001250,0002,0080002499
100,0000001251,0001,0080002500
100,0000001251,0002,0080002501
100,0000001252,0001,0080002502
100,0000001252,0002,0080002503
100,0000001253,0001,0080002504
100,0000001253,0002,0080002505
100,0000001254,0001,0080002506
100,0000001254,0002,0080002507
100,0000001255,0001,0080002508
100,0000001255,0002,0080002509
100,0000001256,0001,0080002510
100,0000001256,0002,0080002511
100,0000001257,0001,0080002512
100,0000001257,0002,0080002513
100,0000001258,0001,0080002514
100,0000001258,0002,0080002515
100,0000001259,0001,0080002516
100,0000001259,0002,0080002517
100,0000001260,0001,0080002518
100,0000001260,0002,0080002519
100,0000001261,0001,0080002520
100,0000001261,0002,0080002521
100,0000001262,0001,0080002522
100,0000001262,0002,0080002523
100,0000001263,0001,0080002524
100,0000001263,0002,0080002525
100,0000001264,0001,0080002526
100,0000001264,0002,0080002527
100,0000001265,0001,0080002528
100,0000001265,0002,0080002529
100,0000001266,0001,0080002530
100,0000001266,0002,0080002531
100,0000001267,0001,0080002532
100,0000001267,0002,0080002533
100,0000001268,0001,0080002534
100,0000001268,0002,0080002535
100,0000001269,0001,0080002536
100,0000001269,0002,0080002537
100,0000001270,0001,0080002538
100,0000001270,0002,0080002539
100,0000001271,0001,0080002540
100,0000001271,0002,0080002541
100,0000001272,0001,0080002542
100,0000001272,0002,0080002543
100,0000001273,0001,0080002544
100,0000001273,0002,0080002545
100,0000001274,0001,0080002546
100,0000001274,0002,0080002547
100,0000001275,0001,0080002548
100,0000001275,0002,0080002549
100,0000001276,0001,0080002550
100,0000001276,0002,0080002551
100,0000001277,0001,0080002552
100,0000001277,0002,0080002553
100,0000001278,0001,0080002554
100,0000001278,0002,0080002555
100,0000001279,0001,0080002556
100,0000001279,0002,0080002557
100,0000001280,0001,0080002558
100,0000001280,0002,0080002559
100,0000001281,0001,0080002560
100,0000001281,0002,0080002561
100,0000001282,0001,0080002562
100,0000001282,0002,0080002563
100,0000001283,0001,0080002564
100,0000001283,0002,0080002565
100,0000001284,0001,0080002566
100,0000001284,0002,0080002567
100,0000001285,0001,0080002568
100,0000001285,0002,0080002569
100,0000001286,0001,0080002570
100,0000001286,0002,0080002571
100,0000001287,0001,0080002572
100,0000001287,0002,0080002573
100,0000001288,0001,0080002574
100,0000001288,0002,0080002575
100,0000001289,0001,0080002576
100,0000001289,0002,0080002577
100,0000001290,0001,0080002578
100,0000001290,0002,0080002579
100,0000001291,0001,0080002580
100,0000001291,0002,0080002581
100,0000001292,0001,0080002582
100,0000001292,0002,0080002583
100,0000001293,0001,0080002584
100,0000001293,0002,0080002585
100,0000001294,0001,0080002586
100,0000001294,0002,0080002587
100,0000001295,0001,0080002588
100,0000001295,0002,0080002589
100,0000001296,0001,0080002590
100,0000001296,0002,0080002591
100,0000001297,0001,0080002592
100,0000001297,0002,0080002593
100,0000001298,0001,0080002594
100,0000001298,0002,0080002595
100,0000001299,0001,0080002596
100,0000001299,0002,0080002597
100,0000001300,0001,0080002598
100,0000001300,0002,0080002599
100,0000001301,0001,0080002600
100,0000001301,0002,0080002601
100,0000001302,0001,0080002602
100,0000001302,0002,0080002603
100,0000001303,0001,0080002604
100,0000001303,0002,0080002605
100,0000001304,0001,0080002606
100,0000001304,0002,0080002607
100,0000001305,0001,0080002608
100,0000001305,0002,0080002609
100,0000001306,0001,0080002610
100,0000001306,0002,0080002611
100,0000001307,0001,0080002612
100,0000001307,0002,0080002613
100,0000001308,0001,0080002614
100,0000001308,0002,0080002615
100,0000001309,0001,0080002616
100,0000001309,0002,0080002617
100,0000001310,0001,0080002618
100,0000001310,0002,0080002619
100,0000001311,0001,0080002620
100,0000001311,0002,0080002621
100,0000001312,0001,0080002622
100,0000001312,0002,0080002623
100,0000001313,0001,0080002624
100,0000001313,0002,0080002625
100,0000001314,0001,0080002626
100,0000001314,0002,0080002627
100,0000001315,0001,0080002628
100,0000001315,0002,0080002629
100,0000001316,0001,0080002630
100,0000001316,0002,0080002631
100,0000001317,0001,0080002632
100,0000001317,0002,0080002633
100,0000001318,0001,0080002634
100,0000001318,0002,0080002635
100,0000001319,0001,0080002636
100,0000001319,0002,0080002637
100,0000001320,0001,0080002638
100,0000001320,0002,0080002639
100,0000001321,0001,0080002640
100,0000001321,0002,0080002641
100,0000001322,0001,0080002642
100,0000001322,0002,0080002643
100,0000001323,0001,0080002644
100,0000001323,0002,0080002645
100,0000001324,0001,0080002646
100,0000001324,0002,0080002647
100,0000001325,0001,0080002648
100,0000001325,0002,0080002649
100,0000001326,0001,0080002650
100,0000001326,0002,0080002651
100,0000001327,0001,0080002652
100,0000001327,0002,0080002653
100,0000001328,0001,0080002654
100,0000001328,0002,0080002655
100,0000001329,0001,0080002656
100,0000001329,0002,0080002657
100,0000001330,0001,0080002658
100,0000001330,0002,0080002659
100,0000001331,0001,0080002660
100,0000001331,0002,0080002661
100,0000001332,0001,0080002662
100,0000001332,0002,0080002663
100,0000001333,0001,0080002664
100,0000001333,0002,0080002665
100,0000001334,0001,0080002666
100,0000001334,0002,0080002667
100,0000001335,0001,0080002668
100,0000001335,0002,0080002669
100,0000001336,0001,0080002670
100,0000001336,0002,0080002671
100,0000001337,0001,0080002672
100,0000001337,0002,0080002673
100,0000001338,0001,0080002674
100,0000001338,0002,0080002675
100,0000001339,0001,0080002676
100,0000001339,0002,0080002677
100,0000001340,0001,0080002678
100,0000001340,0002,0080002679
100,0000001341,0001,0080002680
100,0000001341,0002,0080002681
100,0000001342,0001,0080002682
100,0000001342,0002,0080002683
100,0000001343,0001,0080002684
100,0000001343,0002,0080002685
100,0000001344,0001,0080002686
100,0000001344,0002,0080002687
100,0000001345,0001,0080002688
100,0000001345,0002,0080002689
100,0000001346,0001,0080002690
100,0000001346,0002,0080002691
100,0000001347,0001,0080002692
100,0000001347,0002,0080002693
100,0000001348,0001,0080002694
100,0000001348,0002,0080002695
100,0000001349,0001,0080002696
100,0000001349,0002,0080002697
100,0000001350,0001,0080002698
100,0000001350,0002,0080002699
100,0000001351,0001,0080002700
100,0000001351,0002,0080002701
100,0000001352,0001,0080002702
100,0000001352,0002,0080002703
100,0000001353,0001,0080002704
100,0000001353,0002,0080002705
100,0000001354,0001,0080002706
100,0000001354,0002,0080002707
100,0000001355,0001,0080002708
100,0000001355,0002,0080002709
100,0000001356,0001,0080002710
100,0000001356,0002,0080002711
100,0000001357,0001,0080002712
100,0000001357,0002,0080002713
100,0000001358,0001,0080002714
100,0000001358,0002,0080002715
100,0000001359,0001,0080002716
100,0000001359,0002,0080002717
100,0000001360,0001,0080002718
100,0000001360,0002,0080002719
100,0000001361,0001,0080002720
100,0000001361,0002,0080002721
100,0000001362,0001,0080002722
100,0000001362,0002,0080002723
100,0000001363,0001,0080002724
100,0000001363,0002,0080002725
100,0000001364,0001,0080002726
100,0000001364,0002,0080002727
100,0000001365,0001,0080002728
100,0000001365,0002,0080002729
100,0000001366,0001,0080002730
100,0000001366,0002,0080002731
100,0000001367,0001,0080002732
100,0000001367,0002,0080002733
100,0000001368,0001,0080002734
100,0000001368,0002,0080002735
100,0000001369,0001,0080002736
100,0000001369,0002,0080002737
100,0000001370,0001,0080002738
100,0000001370,0002,0080002739
100,0000001371,0001,0080002740
100,0000001371,0002,0080002741
100,0000001372,0001,0080002742
100,0000001372,0002,0080002743
100,0000001373,0001,0080002744
100,0000001373,0002,0080002745
100,0000001374,0001,0080002746
100,0000001374,0002,0080002747
100,0000001375,0001,0080002748
100,0000001375,0002,0080002749
100,0000001376,0001,0080002750
100,0000001376,0002,0080002751
100,0000001377,0001,0080002752
100,0000001377,0002,0080002753
100,0000001378,0001,0080002754
100,0000001378,0002,0080002755
100,0000001379,0001,0080002756
100,0000001379,0002,0080002757
100,0000001380,0001,0080002758
100,0000001380,0002,0080002759
100,0000001381,0001,0080002760
100,0000001381,0002,0080002761
100,0000001382,0001,0080002762
100,0000001382,0002,0080002763
100,0000001383,0001,0080002764
100,0000001383,0002,0080002765
100,0000001384,0001,0080002766
100,0000001384,0002,0080002767
100,0000001385,0001,0080002768
100,0000001385,0002,0080002769
100,0000001386,0001,0080002770
100,0000001386,0002,0080002771
100,0000001387,0001,0080002772
100,0000001387,0002,0080002773
100,0000001388,0001,0080002774
100,0000001388,0002,0080002775
100,0000001389,0001,0080002776
100,0000001389,0002,0080002777
100,0000001390,0001,0080002778
100,0000001390,0002,0080002779
100,0000001391,0001,0080002780
100,0000001391,0002,0080002781
100,0000001392,0001,0080002782
100,0000001392,0002,0080002783
100,0000001393,0001,0080002784
100,0000001393,0002,0080002785
100,0000001394,0001,0080002786
100,0000001394,0002,0080002787
100,0000001395,0001,0080002788
100,0000001395,0002,0080002789
100,0000001396,0001,0080002790
100,0000001396,0002,0080002791
