MANDT,OBJECTCLAS,OBJECTID,CHANGENR,USERNAME,UDATE,UTIME,TCODE
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002841,0000002841,USER040,20220814,225201,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002842,0000002842,USER041,20241007,172651,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002843,0000002843,USER042,20230901,010251,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002844,0000002844,USER043,20230219,064434,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002845,0000002845,USER044,20220528,210348,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002846,0000002846,USER045,20240623,191159,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002847,0000002847,USER046,20230124,055528,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002848,0000002848,USER047,20230703,234227,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002849,0000002849,USER048,20240622,125021,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002850,0000002850,USER049,20220326,082358,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002851,0000002851,USER000,20230115,195355,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002852,0000002852,USER001,20221006,012137,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002853,0000002853,USER002,20220510,094546,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002854,0000002854,USER003,20220720,080935,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002855,0000002855,USER004,20221008,140112,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002856,0000002856,USER005,20240719,112307,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002857,0000002857,USER006,20230122,010916,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002858,0000002858,USER007,20230521,100324,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002859,0000002859,USER008,20240512,014451,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002860,0000002860,USER009,20231117,121557,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002861,0000002861,USER010,20220503,073215,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002862,0000002862,USER011,20240924,185931,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002863,0000002863,USER012,20231126,090038,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002864,0000002864,USER013,20231231,061114,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002865,0000002865,USER014,20220325,124717,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002866,0000002866,USER015,20230512,073616,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002867,0000002867,USER016,20230119,120836,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002868,0000002868,USER017,20230619,005741,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002869,0000002869,USER018,20240605,023255,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002870,0000002870,USER019,20240314,184442,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002871,0000002871,USER020,20221217,161055,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002872,0000002872,USER021,20241115,091405,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002873,0000002873,USER022,20221130,012124,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002874,0000002874,USER023,20220925,024527,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002875,0000002875,USER024,20230925,225256,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002876,0000002876,USER025,20220110,220108,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002877,0000002877,USER026,20220721,021900,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002878,0000002878,USER027,20231031,200749,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002879,0000002879,USER028,20241029,084426,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002880,0000002880,USER029,20240203,145146,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002881,0000002881,USER030,20221017,001123,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002882,0000002882,USER031,20220104,010609,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002883,0000002883,USER032,20231210,224327,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002884,0000002884,USER033,20230602,174223,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002885,0000002885,USER034,20220704,184936,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002886,0000002886,USER035,20230713,221926,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002887,0000002887,USER036,20240607,060153,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002888,0000002888,USER037,20240509,041948,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002889,0000002889,USER038,20240905,014700,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002890,0000002890,USER039,20230324,164439,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002891,0000002891,USER040,20230922,053801,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002892,0000002892,USER041,20241114,183501,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002893,0000002893,USER042,20230713,193459,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002894,0000002894,USER043,20230612,093452,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002895,0000002895,USER044,20230816,022802,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002896,0000002896,USER045,20241206,213708,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002897,0000002897,USER046,20220626,171501,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002898,0000002898,USER047,20240717,230803,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002899,0000002899,USER048,20221019,022759,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002900,0000002900,USER049,20230623,064754,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002901,0000002901,USER000,20240624,045516,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002902,0000002902,USER001,20230505,204736,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002903,0000002903,USER002,20240115,031918,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002904,0000002904,USER003,20240313,092556,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002905,0000002905,USER004,20230710,133047,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002906,0000002906,USER005,20231108,043436,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002907,0000002907,USER006,20231207,115557,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002908,0000002908,USER007,20220206,044334,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002909,0000002909,USER008,20230423,120945,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002910,0000002910,USER009,20230427,195214,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002911,0000002911,USER010,20220727,034415,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002912,0000002912,USER011,20220322,010345,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002913,0000002913,USER012,20230510,193603,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002914,0000002914,USER013,20241014,053601,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002915,0000002915,USER014,20230731,023029,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002916,0000002916,USER015,20221026,064302,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002917,0000002917,USER016,20231216,184050,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002918,0000002918,USER017,20220425,183515,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002919,0000002919,USER018,20240212,060536,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002920,0000002920,USER019,20230814,015753,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002921,0000002921,USER020,20241201,092036,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002922,0000002922,USER021,20240610,211724,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002923,0000002923,USER022,20220402,163356,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002924,0000002924,USER023,20230227,151808,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002925,0000002925,USER024,20240601,170056,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002926,0000002926,USER025,20240407,052911,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002927,0000002927,USER026,20220204,190736,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002928,0000002928,USER027,20230129,215018,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002929,0000002929,USER028,20240910,152603,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002930,0000002930,USER029,20230825,125727,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002931,0000002931,USER030,20240727,200836,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002932,0000002932,USER031,20230907,165243,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002933,0000002933,USER032,20231029,081454,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002934,0000002934,USER033,20220320,131441,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002935,0000002935,USER034,20220515,154817,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002936,0000002936,USER035,20230501,132532,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002937,0000002937,USER036,20230207,140747,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002938,0000002938,USER037,20220105,010249,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002939,0000002939,USER038,20221208,230653,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002940,0000002940,USER039,20220703,165553,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002941,0000002941,USER040,20240219,050009,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002942,0000002942,USER041,20241019,050413,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002943,0000002943,USER042,20240128,080633,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002944,0000002944,USER043,20231231,191104,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002945,0000002945,USER044,20220603,165158,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002946,0000002946,USER045,20240501,085827,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002947,0000002947,USER046,20240319,181825,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002948,0000002948,USER047,20221222,170625,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002949,0000002949,USER048,20220515,053254,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002950,0000002950,USER049,20221115,105737,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002951,0000002951,USER000,20230702,222059,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002952,0000002952,USER001,20230926,184326,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002953,0000002953,USER002,20241213,130134,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002954,0000002954,USER003,20230811,200032,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002955,0000002955,USER004,20220217,102805,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002956,0000002956,USER005,20240126,084852,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002957,0000002957,USER006,20241201,155827,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002958,0000002958,USER007,20220606,213222,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002959,0000002959,USER008,20231028,182442,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002960,0000002960,USER009,20220511,065625,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002961,0000002961,USER010,20240502,140857,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002962,0000002962,USER011,20221202,071824,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002963,0000002963,USER012,20230707,171919,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002964,0000002964,USER013,20230601,130008,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002965,0000002965,USER014,20231006,045928,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002966,0000002966,USER015,20220731,020638,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002967,0000002967,USER016,20231118,144026,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002968,0000002968,USER017,20230913,132734,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002969,0000002969,USER018,20230531,024244,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002970,0000002970,USER019,20230114,074005,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002971,0000002971,USER020,20240105,054209,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002972,0000002972,USER021,20230303,044930,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973,0000002973,USER022,20230116,051031,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002974,0000002974,USER023,20240519,200004,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002975,0000002975,USER024,20231119,163105,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002976,0000002976,USER025,20231003,194753,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002977,0000002977,USER026,20220210,042929,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002978,0000002978,USER027,20221101,111913,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002979,0000002979,USER028,20220416,053409,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002980,0000002980,USER029,20240310,065853,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002981,0000002981,USER030,20240607,184910,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002982,0000002982,USER031,20240516,145343,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002983,0000002983,USER032,20220412,205447,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002984,0000002984,USER033,20221108,223500,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002985,0000002985,USER034,20241008,162021,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002986,0000002986,USER035,20241105,133952,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002987,0000002987,USER036,20241219,130150,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002988,0000002988,USER037,20220325,163814,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002989,0000002989,USER038,20240203,185646,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002990,0000002990,USER039,20220927,082832,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002991,0000002991,USER040,20230307,072936,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002992,0000002992,USER041,20221123,050817,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002993,0000002993,USER042,20240316,174851,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002994,0000002994,USER043,20241129,180029,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002995,0000002995,USER044,20220116,132218,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002996,0000002996,USER045,20220612,094450,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002997,0000002997,USER046,20241118,110619,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002998,0000002998,USER047,20241214,042556,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000002999,0000002999,USER048,20220309,110137,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003000,0000003000,USER049,20240527,180929,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003001,0000003001,USER000,20241118,152324,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003002,0000003002,USER001,20241004,152818,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003003,0000003003,USER002,20230502,233406,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003004,0000003004,USER003,20240714,185620,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003005,0000003005,USER004,20230202,145953,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003006,0000003006,USER005,20220227,172710,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003007,0000003007,USER006,20231215,143955,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003008,0000003008,USER007,20220606,190414,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003009,0000003009,USER008,20241008,211542,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003010,0000003010,USER009,20240125,172206,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003011,0000003011,USER010,20220528,022348,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003012,0000003012,USER011,20220222,113442,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003013,0000003013,USER012,20231118,004929,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003014,0000003014,USER013,20220402,054817,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003015,0000003015,USER014,20240920,114553,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003016,0000003016,USER015,20220404,212136,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003017,0000003017,USER016,20221219,230754,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003018,0000003018,USER017,20241201,154353,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003019,0000003019,USER018,20220321,095118,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003020,0000003020,USER019,20241218,031016,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003021,0000003021,USER020,20240930,211150,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003022,0000003022,USER021,20240913,012907,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003023,0000003023,USER022,20230327,003948,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003024,0000003024,USER023,20240611,012307,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003025,0000003025,USER024,20240708,130821,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003026,0000003026,USER025,20230131,160658,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003027,0000003027,USER026,20240224,161035,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003028,0000003028,USER027,20220122,113847,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003029,0000003029,USER028,20220417,112805,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003030,0000003030,USER029,20221017,050350,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003031,0000003031,USER030,20231213,190731,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003032,0000003032,USER031,20241125,161214,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003033,0000003033,USER032,20240307,072621,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003034,0000003034,USER033,20230126,201600,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003035,0000003035,USER034,20220918,205344,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003036,0000003036,USER035,20230221,044013,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003037,0000003037,USER036,20241119,095045,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003038,0000003038,USER037,20240421,111220,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003039,0000003039,USER038,20220215,035251,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003040,0000003040,USER039,20220222,190429,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003041,0000003041,USER040,20220712,204557,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003042,0000003042,USER041,20220523,185146,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003043,0000003043,USER042,20240327,223256,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003044,0000003044,USER043,20240404,054907,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003045,0000003045,USER044,20240906,150846,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003046,0000003046,USER045,20230401,195701,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003047,0000003047,USER046,20240101,221223,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003048,0000003048,USER047,20241003,205411,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003049,0000003049,USER048,20240706,010856,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003050,0000003050,USER049,20220726,225540,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003051,0000003051,USER000,20240922,170601,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003052,0000003052,USER001,20241027,203241,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003053,0000003053,USER002,20220908,093548,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003054,0000003054,USER003,20240622,095533,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003055,0000003055,USER004,20230605,050321,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003056,0000003056,USER005,20230613,065017,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003057,0000003057,USER006,20240917,052250,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003058,0000003058,USER007,20220422,014047,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003059,0000003059,USER008,20240903,072908,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003060,0000003060,USER009,20220520,062125,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003061,0000003061,USER010,20231222,231550,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003062,0000003062,USER011,20220622,232319,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003063,0000003063,USER012,20220630,055604,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003064,0000003064,USER013,20230703,031453,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003065,0000003065,USER014,20220501,175143,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003066,0000003066,USER015,20230416,175801,MM02
100,MATERIAL,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003067,0000003067,USER016,20230915,064124,MM02
100,VERKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003068,0000003068,USER017,20241206,235646,MM02
100,EINKBELEG,000000000000000000000000000000000000000000000000000000000000000000000000000000000000003069,0000003069,USER018,20240324,104031,MM02
