MANDT,RSNUM,RSPOS,AUFNR,MATNR,BDMNG,MEINS,WERKS
100,RES0019449,0010,1003542,MAT000052,1192.72,KG,1100
100,RES0019450,0001,1003542,MAT000387,415.58,KG,1100
100,RES0019451,0002,1003542,MAT000405,303.94,KG,1100
100,RES0019452,0003,1003543,MAT000473,3225.0,KG,1100
100,RES0019453,0004,1003543,MAT000393,1815.97,KG,1100
100,RES0019454,0005,1003543,MAT000022,3552.8,KG,1100
100,RES0019455,0006,1003543,MAT000196,1366.46,KG,1100
100,RES0019456,0007,1003543,MAT000252,1433.66,KG,1100
100,RES0019457,0008,1003544,MAT000351,1725.93,KG,1200
100,RES0019458,0009,1003544,MAT000366,1503.27,KG,1200
100,RES0019459,0010,1003544,MAT000269,295.81,KG,1200
100,RES0019460,0001,1003544,MAT000025,1133.86,KG,1200
100,RES0019461,0002,1003545,MAT000277,1687.05,KG,1000
100,RES0019462,0003,1003545,MAT000123,1646.25,KG,1000
100,RES0019463,0004,1003545,MAT000298,1869.59,KG,1000
100,RES0019464,0005,1003545,MAT000234,1711.87,KG,1000
100,RES0019465,0006,1003545,MAT000045,419.08,KG,1000
100,RES0019466,0007,1003545,MAT000021,174.86,KG,1000
100,RES0019467,0008,1003545,MAT000260,918.6,KG,1000
100,RES0019468,0009,1003546,MAT000494,1523.72,KG,1000
100,RES0019469,0010,1003546,MAT000448,208.41,KG,1000
100,RES0019470,0001,1003546,MAT000452,232.68,KG,1000
100,RES0019471,0002,1003546,MAT000459,45.21,KG,1000
100,RES0019472,0003,1003546,MAT000097,589.68,KG,1000
100,RES0019473,0004,1003546,MAT000380,1153.76,KG,1000
100,RES0019474,0005,1003546,MAT000398,245.31,KG,1000
100,RES0019475,0006,1003547,MAT000384,98.26,KG,1100
100,RES0019476,0007,1003547,MAT000460,322.35,KG,1100
100,RES0019477,0008,1003547,MAT000394,3.51,KG,1100
100,RES0019478,0009,1003547,MAT000042,309.69,KG,1100
100,RES0019479,0010,1003547,MAT000032,161.57,KG,1100
100,RES0019480,0001,1003547,MAT000400,199.5,KG,1100
100,RES0019481,0002,1003547,MAT000496,278.79,KG,1100
100,RES0019482,0003,1003548,MAT000393,2547.59,KG,1200
100,RES0019483,0004,1003548,MAT000048,1670.06,KG,1200
100,RES0019484,0005,1003548,MAT000362,2868.0,KG,1200
100,RES0019485,0006,1003548,MAT000489,2771.06,KG,1200
100,RES0019486,0007,1003549,MAT000202,13778.97,KG,1100
100,RES0019487,0008,1003549,MAT000359,9632.25,KG,1100
100,RES0019488,0009,1003549,MAT000048,27623.4,KG,1100
100,RES0019489,0010,1003549,MAT000452,18446.41,KG,1100
100,RES0019490,0001,1003549,MAT000348,8944.48,KG,1100
100,RES0019491,0002,1003549,MAT000182,5158.29,KG,1100
100,RES0019492,0003,1003550,MAT000459,2287.25,KG,1200
100,RES0019493,0004,1003550,MAT000370,916.85,KG,1200
100,RES0019494,0005,1003550,MAT000273,9789.37,KG,1200
100,RES0019495,0006,1003550,MAT000387,5587.09,KG,1200
100,RES0019496,0007,1003551,MAT000277,2040.41,KG,1100
100,RES0019497,0008,1003551,MAT000470,2030.17,KG,1100
100,RES0019498,0009,1003551,MAT000044,1649.03,KG,1100
100,RES0019499,0010,1003551,MAT000459,1850.62,KG,1100
100,RES0019500,0001,1003551,MAT000051,2847.6,KG,1100
100,RES0019501,0002,1003551,MAT000043,3207.49,KG,1100
100,RES0019502,0003,1003552,MAT000450,8391.25,KG,1200
100,RES0019503,0004,1003552,MAT000382,4377.28,KG,1200
100,RES0019504,0005,1003552,MAT000212,4334.9,KG,1200
100,RES0019505,0006,1003552,MAT000115,4845.83,KG,1200
100,RES0019506,0007,1003553,MAT000185,4210.11,KG,1000
100,RES0019507,0008,1003553,MAT000406,1599.84,KG,1000
100,RES0019508,0009,1003553,MAT000314,2803.66,KG,1000
100,RES0019509,0010,1003553,MAT000390,3904.77,KG,1000
100,RES0019510,0001,1003553,MAT000223,3055.34,KG,1000
100,RES0019511,0002,1003553,MAT000437,646.78,KG,1000
100,RES0019512,0003,1003553,MAT000208,1389.8,KG,1000
100,RES0019513,0004,1003553,MAT000480,3304.25,KG,1000
100,RES0019514,0005,1003554,MAT000028,5421.09,KG,1200
100,RES0019515,0006,1003554,MAT000498,3833.25,KG,1200
100,RES0019516,0007,1003554,MAT000034,2130.24,KG,1200
100,RES0019517,0008,1003554,MAT000395,5772.28,KG,1200
100,RES0019518,0009,1003554,MAT000348,4830.2,KG,1200
100,RES0019519,0010,1003554,MAT000400,2827.2,KG,1200
100,RES0019520,0001,1003554,MAT000387,2060.6,KG,1200
100,RES0019521,0002,1003555,MAT000137,2859.19,KG,1000
100,RES0019522,0003,1003555,MAT000241,16114.95,KG,1000
100,RES0019523,0004,1003555,MAT000437,27645.37,KG,1000
100,RES0019524,0005,1003556,MAT000387,1759.59,KG,1200
100,RES0019525,0006,1003556,MAT000485,234.29,KG,1200
100,RES0019526,0007,1003556,MAT000241,1339.28,KG,1200
100,RES0019527,0008,1003556,MAT000123,818.35,KG,1200
100,RES0019528,0009,1003556,MAT000079,1709.47,KG,1200
100,RES0019529,0010,1003556,MAT000334,852.5,KG,1200
100,RES0019530,0001,1003556,MAT000149,1256.48,KG,1200
100,RES0019531,0002,1003557,MAT000384,821.32,KG,1200
100,RES0019532,0003,1003557,MAT000460,2694.52,KG,1200
100,RES0019533,0004,1003557,MAT000394,29.37,KG,1200
100,RES0019534,0005,1003557,MAT000042,2588.67,KG,1200
100,RES0019535,0006,1003557,MAT000032,1350.59,KG,1200
100,RES0019536,0007,1003557,MAT000400,1667.59,KG,1200
100,RES0019537,0008,1003557,MAT000496,2330.41,KG,1200
100,RES0019538,0009,1003558,MAT000478,448.24,KG,1100
100,RES0019539,0010,1003558,MAT000351,538.0,KG,1100
100,RES0019540,0001,1003558,MAT000227,2846.08,KG,1100
100,RES0019541,0002,1003558,MAT000384,1305.41,KG,1100
100,RES0019542,0003,1003558,MAT000207,767.99,KG,1100
100,RES0019543,0004,1003559,MAT000043,7899.52,KG,1000
100,RES0019544,0005,1003559,MAT000460,1469.15,KG,1000
100,RES0019545,0006,1003559,MAT000244,778.21,KG,1000
100,RES0019546,0007,1003559,MAT000123,12296.57,KG,1000
100,RES0019547,0008,1003559,MAT000441,10402.99,KG,1000
100,RES0019548,0009,1003560,MAT000051,11822.26,KG,1200
100,RES0019549,0010,1003560,MAT000234,39815.36,KG,1200
100,RES0019550,0001,1003560,MAT000430,5305.09,KG,1200
100,RES0019551,0002,1003560,MAT000084,15407.4,KG,1200
100,RES0019552,0003,1003560,MAT000302,37719.77,KG,1200
100,RES0019553,0004,1003560,MAT000038,4664.98,KG,1200
100,RES0019554,0005,1003561,MAT000051,5445.79,KG,1200
100,RES0019555,0006,1003561,MAT000334,4167.73,KG,1200
100,RES0019556,0007,1003561,MAT000448,2818.14,KG,1200
100,RES0019557,0008,1003561,MAT000366,5238.68,KG,1200
100,RES0019558,0009,1003561,MAT000480,4462.61,KG,1200
100,RES0019559,0010,1003561,MAT000461,4633.96,KG,1200
100,RES0019560,0001,1003562,MAT000051,421.63,KG,1000
100,RES0019561,0002,1003562,MAT000334,322.68,KG,1000
100,RES0019562,0003,1003562,MAT000448,218.19,KG,1000
100,RES0019563,0004,1003562,MAT000366,405.59,KG,1000
100,RES0019564,0005,1003562,MAT000480,345.51,KG,1000
100,RES0019565,0006,1003562,MAT000461,358.77,KG,1000
100,RES0019566,0007,1003563,MAT000162,22674.88,KG,1200
100,RES0019567,0008,1003563,MAT000420,14724.43,KG,1200
100,RES0019568,0009,1003563,MAT000025,28700.4,KG,1200
100,RES0019569,0010,1003563,MAT000232,17821.72,KG,1200
100,RES0019570,0001,1003563,MAT000039,10882.22,KG,1200
100,RES0019571,0002,1003563,MAT000098,14356.7,KG,1200
100,RES0019572,0003,1003564,MAT000478,18832.37,KG,1200
100,RES0019573,0004,1003564,MAT000456,9245.94,KG,1200
100,RES0019574,0005,1003564,MAT000121,30097.07,KG,1200
100,RES0019575,0006,1003564,MAT000406,16202.73,KG,1200
100,RES0019576,0007,1003564,MAT000291,20500.71,KG,1200
100,RES0019577,0008,1003565,MAT000286,23.95,KG,1000
100,RES0019578,0009,1003565,MAT000252,550.46,KG,1000
100,RES0019579,0010,1003565,MAT000331,399.19,KG,1000
100,RES0019580,0001,1003565,MAT000084,515.77,KG,1000
100,RES0019581,0002,1003565,MAT000452,365.13,KG,1000
100,RES0019582,0003,1003565,MAT000476,959.54,KG,1000
100,RES0019583,0004,1003565,MAT000328,117.25,KG,1000
100,RES0019584,0005,1003565,MAT000116,171.56,KG,1000
100,RES0019585,0006,1003566,MAT000459,49.22,KG,1200
100,RES0019586,0007,1003566,MAT000370,19.73,KG,1200
100,RES0019587,0008,1003566,MAT000273,210.66,KG,1200
100,RES0019588,0009,1003566,MAT000387,120.23,KG,1200
100,RES0019589,0010,1003567,MAT000410,9881.97,KG,1000
100,RES0019590,0001,1003567,MAT000362,10218.38,KG,1000
100,RES0019591,0002,1003567,MAT000441,11322.62,KG,1000
100,RES0019592,0003,1003568,MAT000437,844.72,KG,1200
100,RES0019593,0004,1003568,MAT000052,1921.83,KG,1200
100,RES0019594,0005,1003568,MAT000387,669.62,KG,1200
100,RES0019595,0006,1003568,MAT000405,489.74,KG,1200
100,RES0019596,0007,1003569,MAT000202,164.32,KG,1000
100,RES0019597,0008,1003569,MAT000480,1395.24,KG,1000
100,RES0019598,0009,1003569,MAT000196,1551.66,KG,1000
100,RES0019599,0010,1003569,MAT000165,1563.19,KG,1000
100,RES0019600,0001,1003569,MAT000031,583.52,KG,1000
100,RES0019601,0002,1003569,MAT000321,278.26,KG,1000
100,RES0019602,0003,1003569,MAT000039,832.47,KG,1000
100,RES0019603,0004,1003570,MAT000273,6947.81,KG,1200
100,RES0019604,0005,1003570,MAT000028,5661.9,KG,1200
100,RES0019605,0006,1003570,MAT000448,315.89,KG,1200
100,RES0019606,0007,1003570,MAT000049,5036.15,KG,1200
100,RES0019607,0008,1003571,MAT000223,3040.12,KG,1200
100,RES0019608,0009,1003571,MAT000204,1523.24,KG,1200
100,RES0019609,0010,1003571,MAT000094,3418.01,KG,1200
100,RES0019610,0001,1003572,MAT000137,5018.68,KG,1200
100,RES0019611,0002,1003572,MAT000498,1866.89,KG,1200
100,RES0019612,0003,1003572,MAT000203,1694.14,KG,1200
100,RES0019613,0004,1003572,MAT000269,5113.28,KG,1200
100,RES0019614,0005,1003572,MAT000079,8180.35,KG,1200
100,RES0019615,0006,1003572,MAT000030,9702.98,KG,1200
100,RES0019616,0007,1003573,MAT000407,11968.68,KG,1100
100,RES0019617,0008,1003573,MAT000229,11813.73,KG,1100
100,RES0019618,0009,1003573,MAT000309,7524.98,KG,1100
100,RES0019619,0010,1003574,MAT000470,5515.72,KG,1100
100,RES0019620,0001,1003574,MAT000049,7403.46,KG,1100
100,RES0019621,0002,1003574,MAT000085,1381.96,KG,1100
100,RES0019622,0003,1003574,MAT000476,5805.98,KG,1100
100,RES0019623,0004,1003574,MAT000035,109.6,KG,1100
100,RES0019624,0005,1003574,MAT000450,5588.17,KG,1100
100,RES0019625,0006,1003574,MAT000207,7099.22,KG,1100
100,RES0019626,0007,1003575,MAT000273,326.54,KG,1000
100,RES0019627,0008,1003575,MAT000450,1021.87,KG,1000
100,RES0019628,0009,1003575,MAT000023,1240.69,KG,1000
100,RES0019629,0010,1003575,MAT000051,974.96,KG,1000
100,RES0019630,0001,1003575,MAT000441,283.84,KG,1000
100,RES0019631,0002,1003576,MAT000489,5871.09,KG,1100
100,RES0019632,0003,1003576,MAT000110,10521.25,KG,1100
100,RES0019633,0004,1003576,MAT000330,5716.34,KG,1100
100,RES0019634,0005,1003576,MAT000030,6734.09,KG,1100
100,RES0019635,0006,1003576,MAT000084,5089.26,KG,1100
100,RES0019636,0007,1003576,MAT000334,9006.48,KG,1100
100,RES0019637,0008,1003576,MAT000441,9646.85,KG,1100
100,RES0019638,0009,1003576,MAT000196,7330.79,KG,1100
100,RES0019639,0010,1003577,MAT000037,6418.21,KG,1000
100,RES0019640,0001,1003577,MAT000452,8298.97,KG,1000
100,RES0019641,0002,1003577,MAT000494,112.06,KG,1000
100,RES0019642,0003,1003577,MAT000236,4062.2,KG,1000
100,RES0019643,0004,1003578,MAT000046,10536.37,KG,1200
100,RES0019644,0005,1003578,MAT000029,9647.02,KG,1200
100,RES0019645,0006,1003578,MAT000232,14735.4,KG,1200
100,RES0019646,0007,1003578,MAT000234,1210.16,KG,1200
100,RES0019647,0008,1003578,MAT000227,5043.1,KG,1200
100,RES0019648,0009,1003579,MAT000409,14848.18,KG,1100
100,RES0019649,0010,1003579,MAT000049,21423.83,KG,1100
100,RES0019650,0001,1003579,MAT000306,14631.18,KG,1100
100,RES0019651,0002,1003579,MAT000036,20364.15,KG,1100
100,RES0019652,0003,1003579,MAT000492,666.54,KG,1100
100,RES0019653,0004,1003579,MAT000478,892.18,KG,1100
100,RES0019654,0005,1003579,MAT000393,21911.94,KG,1100
100,RES0019655,0006,1003579,MAT000346,3822.56,KG,1100
100,RES0019656,0007,1003580,MAT000284,20764.78,KG,1200
100,RES0019657,0008,1003580,MAT000472,25440.17,KG,1200
100,RES0019658,0009,1003580,MAT000033,14658.86,KG,1200
100,RES0019659,0010,1003580,MAT000395,23029.69,KG,1200
100,RES0019660,0001,1003580,MAT000307,16241.15,KG,1200
100,RES0019661,0002,1003580,MAT000227,13836.33,KG,1200
100,RES0019662,0003,1003581,MAT000460,2980.98,KG,1100
100,RES0019663,0004,1003581,MAT000420,2472.92,KG,1100
100,RES0019664,0005,1003581,MAT000359,4068.11,KG,1100
100,RES0019665,0006,1003581,MAT000455,3723.03,KG,1100
100,RES0019666,0007,1003581,MAT000052,2052.27,KG,1100
100,RES0019667,0008,1003581,MAT000026,601.84,KG,1100
100,RES0019668,0009,1003582,MAT000243,39332.87,KG,1200
100,RES0019669,0010,1003582,MAT000309,5193.62,KG,1200
100,RES0019670,0001,1003582,MAT000165,24289.14,KG,1200
100,RES0019671,0002,1003582,MAT000204,711.05,KG,1200
100,RES0019672,0003,1003582,MAT000052,5655.93,KG,1200
100,RES0019673,0004,1003582,MAT000489,8111.7,KG,1200
100,RES0019674,0005,1003582,MAT000241,21734.24,KG,1200
100,RES0019675,0006,1003583,MAT000088,716.56,KG,1000
100,RES0019676,0007,1003583,MAT000437,298.34,KG,1000
100,RES0019677,0008,1003583,MAT000298,370.68,KG,1000
100,RES0019678,0009,1003584,MAT000116,10404.52,KG,1200
100,RES0019679,0010,1003584,MAT000164,13703.78,KG,1200
100,RES0019680,0001,1003584,MAT000240,5886.79,KG,1200
100,RES0019681,0002,1003584,MAT000079,20507.25,KG,1200
100,RES0019682,0003,1003584,MAT000128,11012.11,KG,1200
100,RES0019683,0004,1003585,MAT000115,9395.59,KG,1000
100,RES0019684,0005,1003585,MAT000473,12325.94,KG,1000
100,RES0019685,0006,1003585,MAT000105,6721.35,KG,1000
100,RES0019686,0007,1003585,MAT000288,4341.18,KG,1000
100,RES0019687,0008,1003585,MAT000034,8030.92,KG,1000
100,RES0019688,0009,1003586,MAT000234,15944.69,KG,1100
100,RES0019689,0010,1003586,MAT000208,1862.08,KG,1100
100,RES0019690,0001,1003586,MAT000492,12502.44,KG,1100
100,RES0019691,0002,1003586,MAT000346,24015.2,KG,1100
100,RES0019692,0003,1003586,MAT000445,1549.97,KG,1100
100,RES0019693,0004,1003586,MAT000296,24971.16,KG,1100
100,RES0019694,0005,1003586,MAT000164,23632.11,KG,1100
100,RES0019695,0006,1003586,MAT000392,3380.33,KG,1100
100,RES0019696,0007,1003587,MAT000137,858.82,KG,1100
100,RES0019697,0008,1003587,MAT000088,51.71,KG,1100
100,RES0019698,0009,1003587,MAT000395,872.42,KG,1100
100,RES0019699,0010,1003587,MAT000042,899.49,KG,1100
100,RES0019700,0001,1003587,MAT000424,2372.63,KG,1100
100,RES0019701,0002,1003588,MAT000473,2542.16,KG,1000
100,RES0019702,0003,1003588,MAT000393,1431.48,KG,1000
100,RES0019703,0004,1003588,MAT000022,2800.56,KG,1000
100,RES0019704,0005,1003588,MAT000196,1077.14,KG,1000
100,RES0019705,0006,1003588,MAT000252,1130.11,KG,1000
100,RES0019706,0007,1003589,MAT000284,25887.36,KG,1000
100,RES0019707,0008,1003589,MAT000472,31716.13,KG,1000
100,RES0019708,0009,1003589,MAT000033,18275.13,KG,1000
100,RES0019709,0010,1003589,MAT000395,28711.0,KG,1000
100,RES0019710,0001,1003589,MAT000307,20247.76,KG,1000
100,RES0019711,0002,1003589,MAT000227,17249.69,KG,1000
100,RES0019712,0003,1003590,MAT000284,8254.97,KG,1100
100,RES0019713,0004,1003590,MAT000269,6036.53,KG,1100
100,RES0019714,0005,1003590,MAT000030,2936.89,KG,1100
100,RES0019715,0006,1003590,MAT000472,3850.79,KG,1100
100,RES0019716,0007,1003590,MAT000115,6751.08,KG,1100
100,RES0019717,0008,1003591,MAT000496,437.54,KG,1000
100,RES0019718,0009,1003591,MAT000052,348.84,KG,1000
100,RES0019719,0010,1003591,MAT000047,184.07,KG,1000
100,RES0019720,0001,1003591,MAT000115,244.05,KG,1000
100,RES0019721,0002,1003592,MAT000410,7233.68,KG,1000
100,RES0019722,0003,1003592,MAT000362,7479.94,KG,1000
100,RES0019723,0004,1003592,MAT000441,8288.25,KG,1000
100,RES0019724,0005,1003593,MAT000162,1564.84,KG,1100
100,RES0019725,0006,1003593,MAT000420,1016.16,KG,1100
100,RES0019726,0007,1003593,MAT000025,1980.68,KG,1100
100,RES0019727,0008,1003593,MAT000232,1229.92,KG,1100
100,RES0019728,0009,1003593,MAT000039,751.01,KG,1100
100,RES0019729,0010,1003593,MAT000098,990.79,KG,1100
100,RES0019730,0001,1003594,MAT000116,14247.59,KG,1200
100,RES0019731,0002,1003594,MAT000164,18765.48,KG,1200
100,RES0019732,0003,1003594,MAT000240,8061.16,KG,1200
100,RES0019733,0004,1003594,MAT000079,28081.91,KG,1200
100,RES0019734,0005,1003594,MAT000128,15079.6,KG,1200
100,RES0019735,0006,1003595,MAT000284,3431.2,KG,1200
100,RES0019736,0007,1003595,MAT000472,4203.76,KG,1200
100,RES0019737,0008,1003595,MAT000033,2422.25,KG,1200
100,RES0019738,0009,1003595,MAT000395,3805.45,KG,1200
100,RES0019739,0010,1003595,MAT000307,2683.7,KG,1200
100,RES0019740,0001,1003595,MAT000227,2286.33,KG,1200
100,RES0019741,0002,1003596,MAT000204,15769.14,KG,1000
100,RES0019742,0003,1003596,MAT000398,9056.44,KG,1000
100,RES0019743,0004,1003596,MAT000208,1849.51,KG,1000
100,RES0019744,0005,1003596,MAT000048,5462.63,KG,1000
100,RES0019745,0006,1003596,MAT000028,7445.36,KG,1000
100,RES0019746,0007,1003596,MAT000260,14549.0,KG,1000
100,RES0019747,0008,1003597,MAT000041,17291.6,KG,1100
100,RES0019748,0009,1003597,MAT000040,3367.59,KG,1100
100,RES0019749,0010,1003597,MAT000162,8517.75,KG,1100
100,RES0019750,0001,1003597,MAT000460,6233.13,KG,1100
100,RES0019751,0002,1003597,MAT000028,7714.3,KG,1100
100,RES0019752,0003,1003597,MAT000286,14959.35,KG,1100
100,RES0019753,0004,1003598,MAT000046,10751.4,KG,1000
100,RES0019754,0005,1003598,MAT000029,9843.9,KG,1000
100,RES0019755,0006,1003598,MAT000232,15036.12,KG,1000
100,RES0019756,0007,1003598,MAT000234,1234.86,KG,1000
100,RES0019757,0008,1003598,MAT000227,5146.02,KG,1000
100,RES0019758,0009,1003599,MAT000398,2685.89,KG,1200
100,RES0019759,0010,1003599,MAT000394,1671.54,KG,1200
100,RES0019760,0001,1003599,MAT000030,966.89,KG,1200
100,RES0019761,0002,1003599,MAT000393,1614.43,KG,1200
100,RES0019762,0003,1003599,MAT000123,2194.4,KG,1200
100,RES0019763,0004,1003599,MAT000298,3854.68,KG,1200
100,RES0019764,0005,1003599,MAT000079,3584.41,KG,1200
100,RES0019765,0006,1003599,MAT000498,2970.65,KG,1200
100,RES0019766,0007,1003600,MAT000223,8093.09,KG,1200
100,RES0019767,0008,1003600,MAT000204,4055.01,KG,1200
100,RES0019768,0009,1003600,MAT000094,9099.04,KG,1200
100,RES0019769,0010,1003601,MAT000052,5766.56,KG,1200
100,RES0019770,0001,1003601,MAT000436,6177.37,KG,1200
100,RES0019771,0002,1003601,MAT000036,400.86,KG,1200
100,RES0019772,0003,1003601,MAT000097,3087.52,KG,1200
100,RES0019773,0004,1003601,MAT000029,5174.05,KG,1200
100,RES0019774,0005,1003601,MAT000400,2346.65,KG,1200
100,RES0019775,0006,1003601,MAT000162,5316.83,KG,1200
100,RES0019776,0007,1003602,MAT000277,923.95,KG,1200
100,RES0019777,0008,1003602,MAT000470,919.31,KG,1200
100,RES0019778,0009,1003602,MAT000044,746.72,KG,1200
100,RES0019779,0010,1003602,MAT000459,838.01,KG,1200
100,RES0019780,0001,1003602,MAT000051,1289.47,KG,1200
100,RES0019781,0002,1003602,MAT000043,1452.43,KG,1200
100,RES0019782,0003,1003603,MAT000027,5267.67,KG,1100
100,RES0019783,0004,1003603,MAT000035,16874.32,KG,1100
100,RES0019784,0005,1003603,MAT000406,10768.82,KG,1100
100,RES0019785,0006,1003603,MAT000441,11689.27,KG,1100
100,RES0019786,0007,1003603,MAT000123,17693.29,KG,1100
100,RES0019787,0008,1003603,MAT000360,17062.9,KG,1100
100,RES0019788,0009,1003603,MAT000212,16282.54,KG,1100
100,RES0019789,0010,1003604,MAT000204,1805.13,KG,1200
100,RES0019790,0001,1003604,MAT000398,1036.71,KG,1200
100,RES0019791,0002,1003604,MAT000208,211.72,KG,1200
100,RES0019792,0003,1003604,MAT000048,625.32,KG,1200
100,RES0019793,0004,1003604,MAT000028,852.29,KG,1200
100,RES0019794,0005,1003604,MAT000260,1665.46,KG,1200
100,RES0019795,0006,1003605,MAT000493,7762.82,KG,1000
100,RES0019796,0007,1003605,MAT000020,6427.36,KG,1000
100,RES0019797,0008,1003605,MAT000388,3443.1,KG,1000
100,RES0019798,0009,1003605,MAT000048,4420.07,KG,1000
100,RES0019799,0010,1003605,MAT000088,1195.89,KG,1000
100,RES0019800,0001,1003606,MAT000243,13778.73,KG,1100
100,RES0019801,0002,1003606,MAT000309,1819.38,KG,1100
100,RES0019802,0003,1003606,MAT000165,8508.75,KG,1100
100,RES0019803,0004,1003606,MAT000204,249.09,KG,1100
100,RES0019804,0005,1003606,MAT000052,1981.33,KG,1100
100,RES0019805,0006,1003606,MAT000489,2841.62,KG,1100
100,RES0019806,0007,1003606,MAT000241,7613.74,KG,1100
100,RES0019807,0008,1003607,MAT000234,23353.24,KG,1200
100,RES0019808,0009,1003607,MAT000208,2727.27,KG,1200
100,RES0019809,0010,1003607,MAT000492,18311.58,KG,1200
100,RES0019810,0001,1003607,MAT000346,35173.63,KG,1200
100,RES0019811,0002,1003607,MAT000445,2270.15,KG,1200
100,RES0019812,0003,1003607,MAT000296,36573.77,KG,1200
100,RES0019813,0004,1003607,MAT000164,34612.55,KG,1200
100,RES0019814,0005,1003607,MAT000392,4950.97,KG,1200
100,RES0019815,0006,1003608,MAT000043,14130.94,KG,1100
100,RES0019816,0007,1003608,MAT000460,2628.06,KG,1100
100,RES0019817,0008,1003608,MAT000244,1392.09,KG,1100
100,RES0019818,0009,1003608,MAT000123,21996.53,KG,1100
100,RES0019819,0010,1003608,MAT000441,18609.23,KG,1100
100,RES0019820,0001,1003609,MAT000409,7197.08,KG,1200
100,RES0019821,0002,1003609,MAT000049,10384.38,KG,1200
100,RES0019822,0003,1003609,MAT000306,7091.9,KG,1200
100,RES0019823,0004,1003609,MAT000036,9870.74,KG,1200
100,RES0019824,0005,1003609,MAT000492,323.08,KG,1200
100,RES0019825,0006,1003609,MAT000478,432.45,KG,1200
100,RES0019826,0007,1003609,MAT000393,10620.97,KG,1200
100,RES0019827,0008,1003609,MAT000346,1852.84,KG,1200
100,RES0019828,0009,1003610,MAT000480,3987.92,KG,1000
100,RES0019829,0010,1003610,MAT000037,23439.6,KG,1000
100,RES0019830,0001,1003610,MAT000470,8286.69,KG,1000
100,RES0019831,0002,1003610,MAT000040,15580.82,KG,1000
100,RES0019832,0003,1003610,MAT000115,14926.66,KG,1000
100,RES0019833,0004,1003611,MAT000478,438.23,KG,1000
100,RES0019834,0005,1003611,MAT000351,525.99,KG,1000
100,RES0019835,0006,1003611,MAT000227,2782.53,KG,1000
100,RES0019836,0007,1003611,MAT000384,1276.26,KG,1000
100,RES0019837,0008,1003611,MAT000207,750.84,KG,1000
100,RES0019838,0009,1003612,MAT000420,2850.08,KG,1200
100,RES0019839,0010,1003612,MAT000042,9734.04,KG,1200
100,RES0019840,0001,1003612,MAT000286,1993.63,KG,1200
100,RES0019841,0002,1003612,MAT000478,3768.85,KG,1200
100,RES0019842,0003,1003612,MAT000424,7903.84,KG,1200
100,RES0019843,0004,1003612,MAT000461,7855.25,KG,1200
100,RES0019844,0005,1003612,MAT000400,1630.93,KG,1200
100,RES0019845,0006,1003613,MAT000328,35.99,KG,1000
100,RES0019846,0007,1003613,MAT000382,27.12,KG,1000
100,RES0019847,0008,1003613,MAT000409,9.94,KG,1000
100,RES0019848,0009,1003613,MAT000496,25.3,KG,1000
100,RES0019849,0010,1003613,MAT000392,109.19,KG,1000
100,RES0019850,0001,1003614,MAT000392,31468.82,KG,1100
100,RES0019851,0002,1003614,MAT000121,22808.82,KG,1100
100,RES0019852,0003,1003614,MAT000034,3445.48,KG,1100
100,RES0019853,0004,1003615,MAT000445,37379.12,KG,1200
100,RES0019854,0005,1003615,MAT000182,7498.81,KG,1200
100,RES0019855,0006,1003615,MAT000407,1148.32,KG,1200
100,RES0019856,0007,1003615,MAT000436,31476.31,KG,1200
100,RES0019857,0008,1003615,MAT000036,10088.32,KG,1200
100,RES0019858,0009,1003615,MAT000098,28271.54,KG,1200
100,RES0019859,0010,1003615,MAT000028,35462.32,KG,1200
100,RES0019860,0001,1003616,MAT000314,1304.86,KG,1000
100,RES0019861,0002,1003616,MAT000026,2783.99,KG,1000
100,RES0019862,0003,1003616,MAT000366,2840.67,KG,1000
100,RES0019863,0004,1003616,MAT000186,515.38,KG,1000
100,RES0019864,0005,1003616,MAT000286,3794.4,KG,1000
100,RES0019865,0006,1003616,MAT000053,1113.38,KG,1000
100,RES0019866,0007,1003616,MAT000041,389.77,KG,1000
100,RES0019867,0008,1003616,MAT000455,2127.69,KG,1000
100,RES0019868,0009,1003617,MAT000042,9750.28,KG,1200
100,RES0019869,0010,1003617,MAT000081,20258.66,KG,1200
100,RES0019870,0001,1003617,MAT000271,20900.89,KG,1200
100,RES0019871,0002,1003617,MAT000025,10333.59,KG,1200
100,RES0019872,0003,1003617,MAT000395,4610.49,KG,1200
100,RES0019873,0004,1003617,MAT000314,15259.3,KG,1200
100,RES0019874,0005,1003617,MAT000284,10747.01,KG,1200
100,RES0019875,0006,1003618,MAT000314,4337.6,KG,1100
100,RES0019876,0007,1003618,MAT000026,9254.49,KG,1100
100,RES0019877,0008,1003618,MAT000366,9442.92,KG,1100
100,RES0019878,0009,1003618,MAT000186,1713.22,KG,1100
100,RES0019879,0010,1003618,MAT000286,12613.28,KG,1100
100,RES0019880,0001,1003618,MAT000053,3701.08,KG,1100
100,RES0019881,0002,1003618,MAT000041,1295.66,KG,1100
100,RES0019882,0003,1003618,MAT000455,7072.85,KG,1100
100,RES0019883,0004,1003619,MAT000478,493.7,KG,1100
100,RES0019884,0005,1003619,MAT000351,592.57,KG,1100
100,RES0019885,0006,1003619,MAT000227,3134.72,KG,1100
100,RES0019886,0007,1003619,MAT000384,1437.8,KG,1100
100,RES0019887,0008,1003619,MAT000207,845.88,KG,1100
