MANDT,MBLNR,MJAHR,ZEILE,BWART,MATNR,WERKS,LGORT,MENGE,MEINS,DMBTR,WAERS
100,5000006104,2025,0001,601,MAT000033,1300,0010,3494.15,KG,14188.7,EUR
100,5000006104,2025,0002,101,MAT000097,1400,0002,2727.37,KG,41923.59,EUR
100,5000006104,2025,0003,201,MAT000281,1200,0010,1293.73,KG,4523.19,EUR
100,5000006104,2025,0004,201,MAT000178,1300,0001,3984.38,KG,56460.24,EUR
100,5000006105,2025,0001,551,MAT000348,1000,0010,3201.58,KG,6991.63,EUR
100,5000006105,2025,0002,601,MAT000358,1400,0010,865.74,KG,15673.8,EUR
100,5000006106,2022,0001,901,MAT000128,1100,0010,3801.68,KG,67616.85,EUR
100,5000006106,2022,0002,201,MAT000217,1300,0010,2249.48,KG,39568.91,EUR
100,5000006106,2022,0003,311,MAT000125,1200,0003,2024.72,KG,10718.38,EUR
100,5000006106,2022,0004,551,MAT000166,1100,0010,3683.03,KG,64098.44,EUR
100,5000006107,2023,0001,901,MAT000436,1000,0002,3274.34,KG,22533.87,EUR
100,5000006108,2023,0001,261,MAT000209,1100,0003,2105.58,KG,25155.2,EUR
100,5000006109,2023,0001,261,MAT000375,1200,0001,3235.18,KG,50141.84,EUR
100,5000006109,2023,0002,601,MAT000098,1200,0001,4461.88,KG,10008.44,EUR
100,5000006109,2023,0003,101,MAT000107,1300,0002,4883.93,KG,74965.91,EUR
100,5000006109,2023,0004,311,MAT000176,1100,0010,2246.48,KG,4488.86,EUR
100,5000006110,2023,0001,311,MAT000418,1200,0001,4198.49,KG,81702.05,EUR
100,5000006111,2023,0001,261,MAT000433,1300,0001,3861.56,KG,29987.91,EUR
100,5000006111,2023,0002,601,MAT000099,1400,0010,2800.66,KG,30165.18,EUR
100,5000006112,2022,0001,551,MAT000014,1100,0001,720.08,KG,12691.48,EUR
100,5000006113,2025,0001,551,MAT000158,1400,0003,1927.61,KG,17980.05,EUR
100,5000006113,2025,0002,601,MAT000366,1100,0003,3153.96,KG,12586.28,EUR
100,5000006114,2022,0001,311,MAT000078,1400,0010,2972.49,KG,16071.17,EUR
100,5000006114,2022,0002,551,MAT000149,1200,0010,1457.03,KG,25819.34,EUR
100,5000006114,2022,0003,301,MAT000345,1300,0003,4699.12,KG,12117.3,EUR
100,5000006114,2022,0004,311,MAT000487,1000,0010,360.87,KG,995.95,EUR
100,5000006115,2024,0001,201,MAT000183,1300,0002,2192.69,KG,17614.0,EUR
100,5000006115,2024,0002,301,MAT000299,1100,0001,2543.63,KG,26191.79,EUR
100,5000006115,2024,0003,551,MAT000281,1000,0010,3068.01,KG,54207.12,EUR
100,5000006115,2024,0004,301,MAT000419,1400,0002,4630.06,KG,34937.46,EUR
100,5000006116,2025,0001,311,MAT000186,1000,0003,1166.29,KG,12040.81,EUR
100,5000006116,2025,0002,601,MAT000191,1300,0010,68.0,KG,465.52,EUR
100,5000006117,2025,0001,301,MAT000038,1000,0003,629.85,KG,2963.53,EUR
100,5000006117,2025,0002,261,MAT000313,1000,0001,1987.99,KG,28449.15,EUR
100,5000006117,2025,0003,301,MAT000403,1100,0001,4932.93,KG,35374.89,EUR
100,5000006117,2025,0004,311,MAT000384,1300,0001,971.28,KG,3910.98,EUR
100,5000006118,2023,0001,201,MAT000224,1100,0010,105.82,KG,270.37,EUR
100,5000006119,2025,0001,601,MAT000297,1100,0010,716.8,KG,13294.3,EUR
100,5000006119,2025,0002,901,MAT000462,1400,0010,833.38,KG,422.7,EUR
100,5000006119,2025,0003,551,MAT000434,1300,0002,1739.59,KG,18435.35,EUR
100,5000006119,2025,0004,261,MAT000365,1100,0010,3940.16,KG,48205.27,EUR
100,5000006120,2023,0001,301,MAT000341,1400,0002,4483.75,KG,6579.87,EUR
100,5000006120,2023,0002,311,MAT000349,1100,0010,2054.63,KG,4991.21,EUR
100,5000006120,2023,0003,101,MAT000384,1300,0002,2750.07,KG,13109.72,EUR
100,5000006121,2024,0001,301,MAT000388,1000,0010,3625.02,KG,52939.86,EUR
100,5000006121,2024,0002,311,MAT000311,1300,0003,2682.16,KG,49154.51,EUR
100,5000006122,2025,0001,301,MAT000094,1000,0003,3225.81,KG,2205.04,EUR
100,5000006122,2025,0002,901,MAT000318,1400,0003,1773.77,KG,34379.72,EUR
100,5000006122,2025,0003,551,MAT000001,1100,0001,3178.88,KG,57208.88,EUR
100,5000006123,2022,0001,301,MAT000107,1200,0003,2408.64,KG,33558.34,EUR
100,5000006123,2022,0002,311,MAT000189,1100,0002,195.42,KG,3457.69,EUR
100,5000006123,2022,0003,101,MAT000131,1400,0002,4768.51,KG,85658.35,EUR
100,5000006124,2025,0001,261,MAT000297,1400,0001,4828.47,KG,69535.71,EUR
100,5000006124,2025,0002,101,MAT000500,1100,0001,4011.46,KG,72141.64,EUR
100,5000006124,2025,0003,901,MAT000446,1000,0001,2665.29,KG,45669.48,EUR
100,5000006124,2025,0004,551,MAT000273,1000,0002,2120.51,KG,11629.05,EUR
100,5000006125,2024,0001,551,MAT000494,1300,0002,4818.01,KG,39885.76,EUR
100,5000006125,2024,0002,901,MAT000020,1200,0001,788.3,KG,13748.89,EUR
100,5000006126,2023,0001,301,MAT000073,1300,0001,966.11,KG,6931.09,EUR
100,5000006126,2023,0002,101,MAT000450,1200,0010,3063.44,KG,38100.07,EUR
100,5000006126,2023,0003,301,MAT000045,1000,0002,3717.6,KG,61821.13,EUR
100,5000006126,2023,0004,301,MAT000182,1000,0010,740.05,KG,2048.92,EUR
100,5000006127,2022,0001,551,MAT000220,1200,0003,2431.74,KG,38853.41,EUR
100,5000006127,2022,0002,101,MAT000334,1400,0002,1492.0,KG,12290.45,EUR
100,5000006128,2022,0001,101,MAT000090,1000,0002,2659.2,KG,21401.14,EUR
100,5000006128,2022,0002,261,MAT000315,1400,0001,2027.35,KG,3155.04,EUR
100,5000006128,2022,0003,101,MAT000398,1400,0010,4594.44,KG,10293.42,EUR
100,5000006129,2022,0001,101,MAT000482,1400,0001,3749.03,KG,55165.09,EUR
100,5000006130,2025,0001,551,MAT000448,1300,0002,4595.97,KG,77878.32,EUR
100,5000006130,2025,0002,551,MAT000474,1400,0003,89.4,KG,1397.89,EUR
100,5000006130,2025,0003,551,MAT000200,1400,0001,2884.98,KG,9624.08,EUR
100,5000006131,2025,0001,311,MAT000141,1100,0003,1542.49,KG,18834.86,EUR
100,5000006131,2025,0002,201,MAT000072,1400,0001,2229.98,KG,2341.59,EUR
100,5000006131,2025,0003,201,MAT000453,1400,0001,4138.38,KG,49057.81,EUR
100,5000006132,2024,0001,261,MAT000081,1100,0002,4965.92,KG,4549.7,EUR
100,5000006132,2024,0002,261,MAT000250,1300,0010,59.37,KG,250.22,EUR
100,5000006132,2024,0003,551,MAT000296,1000,0002,4452.37,KG,72348.47,EUR
100,5000006132,2024,0004,311,MAT000263,1300,0002,2922.27,KG,54211.34,EUR
100,5000006133,2022,0001,301,MAT000328,1200,0001,4503.72,KG,7519.21,EUR
100,5000006133,2022,0002,601,MAT000058,1300,0010,2836.63,KG,30917.51,EUR
100,5000006134,2023,0001,201,MAT000082,1200,0003,771.18,KG,6962.25,EUR
100,5000006134,2023,0002,201,MAT000349,1200,0003,839.72,KG,10841.16,EUR
100,5000006135,2024,0001,301,MAT000145,1300,0001,2504.51,KG,23184.85,EUR
100,5000006135,2024,0002,101,MAT000355,1400,0001,3621.57,KG,20105.14,EUR
100,5000006135,2024,0003,301,MAT000154,1300,0003,2019.87,KG,16518.59,EUR
100,5000006136,2022,0001,261,MAT000275,1300,0001,2821.91,KG,17755.67,EUR
100,5000006137,2022,0001,901,MAT000168,1000,0002,1473.86,KG,20692.02,EUR
100,5000006138,2023,0001,551,MAT000028,1300,0003,1760.95,KG,29696.65,EUR
100,5000006138,2023,0002,551,MAT000480,1300,0002,2393.11,KG,32275.91,EUR
100,5000006138,2023,0003,101,MAT000153,1300,0002,1086.34,KG,14351.7,EUR
100,5000006138,2023,0004,551,MAT000259,1000,0002,1801.47,KG,1029.57,EUR
100,5000006139,2023,0001,201,MAT000435,1300,0002,2456.01,KG,22701.41,EUR
100,5000006140,2023,0001,901,MAT000335,1400,0003,1766.89,KG,1288.13,EUR
100,5000006141,2024,0001,311,MAT000009,1100,0001,1711.76,KG,22584.57,EUR
100,5000006141,2024,0002,301,MAT000045,1200,0010,2321.62,KG,36814.68,EUR
100,5000006141,2024,0003,551,MAT000022,1200,0010,2381.12,KG,42659.8,EUR
100,5000006141,2024,0004,551,MAT000405,1000,0002,2931.75,KG,46840.41,EUR
100,5000006142,2022,0001,601,MAT000453,1100,0002,3927.48,KG,64761.7,EUR
100,5000006142,2022,0002,311,MAT000143,1400,0002,2414.7,KG,30056.28,EUR
100,5000006142,2022,0003,901,MAT000096,1400,0010,2583.8,KG,1372.47,EUR
100,5000006143,2024,0001,261,MAT000440,1200,0002,3379.29,KG,13589.63,EUR
100,5000006143,2024,0002,101,MAT000414,1400,0003,207.34,KG,1419.19,EUR
100,5000006144,2023,0001,551,MAT000432,1400,0010,1790.72,KG,3863.02,EUR
100,5000006144,2023,0002,551,MAT000142,1400,0001,751.99,KG,7377.25,EUR
100,5000006144,2023,0003,261,MAT000418,1300,0001,2359.3,KG,21980.42,EUR
100,5000006145,2023,0001,261,MAT000476,1100,0003,2718.19,KG,22723.92,EUR
100,5000006145,2023,0002,601,MAT000230,1400,0010,1026.3,KG,7459.98,EUR
100,5000006145,2023,0003,261,MAT000131,1400,0001,942.34,KG,16216.68,EUR
100,5000006146,2025,0001,901,MAT000142,1300,0010,571.61,KG,5498.08,EUR
100,5000006146,2025,0002,311,MAT000356,1400,0010,2673.45,KG,2148.4,EUR
100,5000006146,2025,0003,201,MAT000453,1300,0001,3111.21,KG,52889.13,EUR
100,5000006146,2025,0004,601,MAT000306,1200,0010,3994.46,KG,66789.53,EUR
100,5000006147,2025,0001,901,MAT000464,1100,0001,3877.34,KG,75275.23,EUR
100,5000006148,2024,0001,311,MAT000409,1100,0003,3428.3,KG,39094.78,EUR
100,5000006148,2024,0002,301,MAT000121,1300,0001,137.83,KG,1335.43,EUR
100,5000006148,2024,0003,551,MAT000329,1100,0010,1989.93,KG,8045.05,EUR
100,5000006148,2024,0004,551,MAT000330,1300,0010,489.86,KG,4599.55,EUR
100,5000006149,2024,0001,101,MAT000008,1200,0001,1460.79,KG,21052.11,EUR
100,5000006149,2024,0002,311,MAT000481,1100,0003,286.55,KG,273.7,EUR
100,5000006150,2022,0001,301,MAT000030,1400,0010,2283.4,KG,32555.1,EUR
100,5000006150,2022,0002,901,MAT000275,1300,0002,2882.02,KG,44871.63,EUR
100,5000006150,2022,0003,551,MAT000199,1000,0001,1169.7,KG,1155.73,EUR
100,5000006150,2022,0004,201,MAT000463,1000,0001,4613.18,KG,57845.93,EUR
100,5000006151,2025,0001,551,MAT000090,1100,0002,1877.04,KG,27601.15,EUR
100,5000006151,2025,0002,901,MAT000087,1300,0001,4393.76,KG,53835.97,EUR
100,5000006151,2025,0003,301,MAT000065,1200,0001,4377.81,KG,49224.82,EUR
100,5000006152,2022,0001,261,MAT000482,1100,0002,2007.8,KG,31577.35,EUR
100,5000006152,2022,0002,261,MAT000391,1400,0002,4747.82,KG,46061.2,EUR
100,5000006152,2022,0003,101,MAT000343,1000,0001,4206.38,KG,72068.25,EUR
100,5000006152,2022,0004,201,MAT000284,1100,0010,792.91,KG,6724.02,EUR
100,5000006153,2025,0001,551,MAT000375,1300,0010,3649.48,KG,69042.69,EUR
100,5000006154,2023,0001,301,MAT000494,1100,0003,2612.35,KG,17098.06,EUR
100,5000006155,2025,0001,301,MAT000338,1400,0001,1873.27,KG,26080.67,EUR
100,5000006155,2025,0002,551,MAT000476,1100,0002,4930.72,KG,16200.93,EUR
100,5000006155,2025,0003,301,MAT000393,1000,0010,1837.66,KG,22118.48,EUR
100,5000006156,2022,0001,201,MAT000227,1300,0010,2452.65,KG,20795.49,EUR
100,5000006156,2022,0002,311,MAT000295,1000,0002,770.31,KG,2526.0,EUR
100,5000006157,2024,0001,301,MAT000354,1100,0001,1309.23,KG,3557.02,EUR
100,5000006157,2024,0002,311,MAT000454,1400,0001,3045.05,KG,59065.35,EUR
100,5000006158,2025,0001,551,MAT000412,1400,0002,4310.23,KG,44956.23,EUR
100,5000006159,2023,0001,311,MAT000075,1100,0003,3426.72,KG,7305.85,EUR
100,5000006159,2023,0002,551,MAT000063,1100,0010,3379.73,KG,58397.85,EUR
100,5000006159,2023,0003,901,MAT000020,1000,0003,4536.0,KG,87890.88,EUR
100,5000006160,2024,0001,201,MAT000287,1100,0010,589.21,KG,366.6,EUR
100,5000006160,2024,0002,101,MAT000093,1300,0010,1137.63,KG,16360.03,EUR
100,5000006161,2022,0001,201,MAT000384,1100,0010,1357.93,KG,3741.68,EUR
100,5000006161,2022,0002,551,MAT000180,1000,0002,4750.51,KG,30006.12,EUR
100,5000006161,2022,0003,101,MAT000249,1300,0001,3703.88,KG,4053.58,EUR
100,5000006161,2022,0004,601,MAT000217,1200,0001,1169.52,KG,8324.86,EUR
100,5000006162,2025,0001,901,MAT000256,1200,0010,2824.39,KG,41522.64,EUR
100,5000006162,2025,0002,901,MAT000279,1400,0010,2951.22,KG,22151.59,EUR
100,5000006162,2025,0003,201,MAT000177,1100,0003,1276.29,KG,14723.6,EUR
100,5000006163,2024,0001,551,MAT000450,1200,0001,3758.48,KG,34857.77,EUR
100,5000006164,2024,0001,261,MAT000476,1400,0003,1750.98,KG,7989.58,EUR
100,5000006164,2024,0002,901,MAT000133,1400,0010,2374.58,KG,27739.86,EUR
100,5000006164,2024,0003,311,MAT000263,1400,0002,3685.82,KG,11306.83,EUR
100,5000006165,2025,0001,901,MAT000126,1200,0010,2195.11,KG,15540.8,EUR
100,5000006165,2025,0002,901,MAT000135,1300,0001,1974.77,KG,20233.72,EUR
100,5000006166,2022,0001,311,MAT000419,1000,0001,1539.74,KG,16901.44,EUR
100,5000006166,2022,0002,101,MAT000285,1200,0010,1567.17,KG,19903.96,EUR
100,5000006166,2022,0003,311,MAT000081,1100,0002,1135.94,KG,7797.67,EUR
100,5000006166,2022,0004,101,MAT000073,1400,0010,3447.13,KG,11081.59,EUR
100,5000006167,2024,0001,601,MAT000187,1000,0010,3326.5,KG,25896.06,EUR
100,5000006167,2024,0002,201,MAT000495,1200,0002,2206.06,KG,20296.16,EUR
100,5000006168,2025,0001,261,MAT000024,1200,0002,3607.08,KG,20996.31,EUR
100,5000006168,2025,0002,101,MAT000165,1100,0010,34.57,KG,241.43,EUR
100,5000006168,2025,0003,101,MAT000474,1400,0010,595.12,KG,6337.8,EUR
100,5000006169,2024,0001,901,MAT000085,1100,0010,3454.59,KG,65181.17,EUR
100,5000006170,2023,0001,201,MAT000409,1100,0002,4401.24,KG,56100.39,EUR
100,5000006171,2025,0001,901,MAT000393,1400,0001,1534.06,KG,26130.81,EUR
100,5000006171,2025,0002,601,MAT000304,1300,0010,1785.18,KG,23041.22,EUR
100,5000006171,2025,0003,261,MAT000269,1400,0002,3935.19,KG,37631.64,EUR
100,5000006172,2022,0001,101,MAT000459,1100,0001,562.5,KG,7732.75,EUR
100,5000006172,2022,0002,311,MAT000051,1300,0002,2541.61,KG,20578.62,EUR
100,5000006172,2022,0003,551,MAT000318,1200,0001,2064.45,KG,32946.79,EUR
100,5000006173,2024,0001,601,MAT000085,1200,0001,3843.37,KG,73528.37,EUR
100,5000006173,2024,0002,311,MAT000090,1400,0010,1143.84,KG,9531.86,EUR
100,5000006173,2024,0003,551,MAT000278,1200,0002,4264.85,KG,36312.42,EUR
100,5000006174,2025,0001,261,MAT000335,1100,0001,4462.64,KG,19089.88,EUR
100,5000006174,2025,0002,201,MAT000313,1100,0001,4838.12,KG,57809.96,EUR
100,5000006174,2025,0003,101,MAT000244,1200,0001,577.43,KG,4104.48,EUR
100,5000006175,2024,0001,261,MAT000280,1000,0002,4976.91,KG,68927.31,EUR
100,5000006176,2025,0001,551,MAT000095,1400,0002,134.98,KG,163.21,EUR
100,5000006176,2025,0002,261,MAT000377,1000,0002,3134.25,KG,41100.93,EUR
100,5000006177,2023,0001,311,MAT000420,1000,0010,4038.31,KG,75020.4,EUR
100,5000006177,2023,0002,201,MAT000428,1000,0001,2752.94,KG,27067.12,EUR
100,5000006178,2024,0001,201,MAT000219,1100,0003,1754.69,KG,3680.85,EUR
100,5000006178,2024,0002,601,MAT000443,1200,0003,3784.29,KG,7581.36,EUR
100,5000006179,2023,0001,901,MAT000365,1200,0001,1205.28,KG,1080.7,EUR
100,5000006180,2025,0001,311,MAT000364,1000,0001,4684.31,KG,82935.8,EUR
100,5000006180,2025,0002,301,MAT000211,1100,0010,1473.36,KG,23147.66,EUR
100,5000006180,2025,0003,311,MAT000478,1100,0010,2325.92,KG,30633.2,EUR
100,5000006181,2024,0001,551,MAT000260,1400,0010,2138.54,KG,8972.76,EUR
100,5000006181,2024,0002,301,MAT000076,1300,0003,4581.37,KG,51812.95,EUR
100,5000006181,2024,0003,551,MAT000364,1400,0001,1482.94,KG,18141.44,EUR
100,5000006181,2024,0004,101,MAT000328,1200,0002,2703.93,KG,26327.06,EUR
100,5000006182,2025,0001,551,MAT000232,1000,0010,4370.16,KG,67004.34,EUR
100,5000006182,2025,0002,551,MAT000102,1300,0002,2810.98,KG,8145.09,EUR
100,5000006182,2025,0003,601,MAT000309,1300,0002,4566.21,KG,62784.14,EUR
100,5000006183,2023,0001,551,MAT000099,1100,0003,2377.63,KG,24486.84,EUR
100,5000006183,2023,0002,301,MAT000045,1000,0010,3541.46,KG,35279.34,EUR
100,5000006183,2023,0003,311,MAT000374,1100,0001,4894.15,KG,79593.59,EUR
100,5000006184,2025,0001,601,MAT000112,1200,0010,1514.33,KG,28416.43,EUR
100,5000006184,2025,0002,901,MAT000386,1000,0010,510.62,KG,1640.87,EUR
100,5000006184,2025,0003,101,MAT000227,1100,0001,2853.79,KG,39756.11,EUR
100,5000006184,2025,0004,551,MAT000477,1200,0001,4513.34,KG,32429.76,EUR
100,5000006185,2024,0001,601,MAT000111,1400,0002,1270.54,KG,10853.37,EUR
100,5000006185,2024,0002,551,MAT000440,1400,0003,1127.22,KG,12472.04,EUR
100,5000006186,2024,0001,201,MAT000268,1100,0003,1047.22,KG,19599.22,EUR
100,5000006187,2025,0001,201,MAT000151,1100,0001,2952.56,KG,35552.29,EUR
100,5000006187,2025,0002,551,MAT000044,1300,0002,4963.01,KG,4598.52,EUR
100,5000006188,2022,0001,101,MAT000056,1400,0010,3238.5,KG,39161.25,EUR
100,5000006188,2022,0002,901,MAT000115,1400,0002,4777.6,KG,66420.73,EUR
100,5000006188,2022,0003,601,MAT000302,1000,0010,305.11,KG,3520.84,EUR
100,5000006188,2022,0004,551,MAT000413,1400,0001,103.74,KG,2005.57,EUR
100,5000006189,2023,0001,551,MAT000166,1000,0002,3773.93,KG,54756.46,EUR
100,5000006189,2023,0002,301,MAT000494,1000,0002,4968.76,KG,21121.24,EUR
100,5000006189,2023,0003,551,MAT000483,1100,0002,1446.09,KG,7639.79,EUR
100,5000006190,2022,0001,901,MAT000430,1100,0002,4143.18,KG,41123.2,EUR
100,5000006190,2022,0002,301,MAT000410,1200,0010,4693.44,KG,56871.76,EUR
100,5000006191,2025,0001,601,MAT000292,1000,0001,1494.61,KG,27115.68,EUR
100,5000006191,2025,0002,261,MAT000485,1200,0003,3845.45,KG,55060.0,EUR
100,5000006191,2025,0003,601,MAT000092,1200,0003,4661.58,KG,29256.07,EUR
100,5000006192,2024,0001,101,MAT000030,1100,0003,157.88,KG,2649.05,EUR
100,5000006193,2023,0001,201,MAT000276,1100,0002,1565.28,KG,9539.14,EUR
100,5000006193,2023,0002,301,MAT000442,1300,0001,4750.06,KG,81195.96,EUR
100,5000006193,2023,0003,901,MAT000074,1400,0002,621.6,KG,9485.0,EUR
100,5000006194,2025,0001,201,MAT000100,1100,0002,2495.42,KG,17264.79,EUR
100,5000006194,2025,0002,101,MAT000384,1400,0001,4428.39,KG,37295.49,EUR
100,5000006194,2025,0003,101,MAT000091,1100,0010,4841.52,KG,32370.76,EUR
100,5000006195,2024,0001,901,MAT000030,1000,0003,4691.71,KG,14725.39,EUR
100,5000006196,2024,0001,261,MAT000067,1300,0001,3959.07,KG,76253.12,EUR
100,5000006197,2025,0001,261,MAT000363,1100,0001,554.2,KG,6538.74,EUR
100,5000006197,2025,0002,901,MAT000280,1000,0002,595.18,KG,7243.27,EUR
100,5000006197,2025,0003,551,MAT000235,1200,0010,1804.31,KG,33352.85,EUR
100,5000006197,2025,0004,201,MAT000438,1300,0010,1919.27,KG,5907.21,EUR
100,5000006198,2022,0001,261,MAT000148,1200,0010,2877.51,KG,28541.52,EUR
100,5000006199,2023,0001,101,MAT000266,1000,0003,4777.01,KG,52266.76,EUR
100,5000006199,2023,0002,551,MAT000008,1000,0003,60.85,KG,457.99,EUR
100,5000006199,2023,0003,551,MAT000327,1300,0010,805.32,KG,5741.13,EUR
100,5000006200,2023,0001,201,MAT000060,1400,0010,1221.91,KG,2725.87,EUR
100,5000006200,2023,0002,601,MAT000387,1400,0003,4231.55,KG,60110.14,EUR
100,5000006201,2022,0001,311,MAT000399,1000,0010,2870.27,KG,35513.41,EUR
100,5000006201,2022,0002,311,MAT000024,1400,0003,109.7,KG,1152.8,EUR
100,5000006201,2022,0003,601,MAT000321,1000,0001,4753.93,KG,40964.52,EUR
100,5000006202,2022,0001,301,MAT000015,1100,0003,1322.5,KG,15955.41,EUR
100,5000006202,2022,0002,601,MAT000214,1100,0002,527.69,KG,6786.6,EUR
100,5000006203,2023,0001,311,MAT000045,1200,0010,2391.81,KG,39759.59,EUR
100,5000006204,2023,0001,311,MAT000264,1300,0010,3382.04,KG,36356.16,EUR
100,5000006204,2023,0002,601,MAT000027,1100,0010,3176.33,KG,60293.29,EUR
100,5000006204,2023,0003,901,MAT000112,1400,0002,4337.62,KG,43133.68,EUR
100,5000006204,2023,0004,201,MAT000277,1300,0001,1681.39,KG,19359.12,EUR
100,5000006205,2023,0001,601,MAT000003,1400,0001,2142.79,KG,3399.12,EUR
100,5000006205,2023,0002,311,MAT000462,1200,0001,1912.6,KG,25279.73,EUR
100,5000006205,2023,0003,311,MAT000308,1100,0010,4039.51,KG,48497.44,EUR
100,5000006206,2023,0001,901,MAT000468,1400,0001,4158.31,KG,57567.18,EUR
100,5000006207,2024,0001,101,MAT000212,1300,0003,3336.85,KG,30041.79,EUR
100,5000006207,2024,0002,101,MAT000238,1100,0001,2076.68,KG,34467.62,EUR
100,5000006208,2024,0001,551,MAT000047,1000,0001,976.94,KG,8506.51,EUR
100,5000006208,2024,0002,261,MAT000465,1400,0002,2064.45,KG,37387.66,EUR
100,5000006208,2024,0003,901,MAT000142,1400,0010,1986.84,KG,2641.87,EUR
100,5000006209,2023,0001,101,MAT000137,1400,0010,3474.29,KG,68172.8,EUR
100,5000006210,2022,0001,551,MAT000446,1400,0002,3028.64,KG,15435.41,EUR
100,5000006210,2022,0002,601,MAT000250,1400,0001,1553.89,KG,10376.04,EUR
100,5000006210,2022,0003,311,MAT000387,1400,0003,2991.98,KG,16430.74,EUR
100,5000006211,2022,0001,601,MAT000184,1100,0001,1303.85,KG,8501.33,EUR
100,5000006212,2025,0001,601,MAT000480,1200,0002,1330.33,KG,21714.23,EUR
100,5000006212,2025,0002,901,MAT000005,1300,0001,3697.24,KG,64574.15,EUR
100,5000006212,2025,0003,201,MAT000185,1300,0001,2922.04,KG,8423.55,EUR
100,5000006213,2025,0001,311,MAT000423,1000,0010,1628.84,KG,19993.12,EUR
100,5000006213,2025,0002,311,MAT000034,1100,0010,3520.62,KG,5849.57,EUR
100,5000006213,2025,0003,101,MAT000146,1200,0002,951.51,KG,3081.59,EUR
100,5000006213,2025,0004,301,MAT000050,1400,0002,4158.34,KG,65021.62,EUR
100,5000006214,2023,0001,601,MAT000264,1000,0010,1896.69,KG,37403.48,EUR
100,5000006214,2023,0002,551,MAT000217,1300,0003,3745.97,KG,55560.98,EUR
100,5000006214,2023,0003,201,MAT000121,1100,0010,3852.45,KG,49982.48,EUR
100,5000006215,2025,0001,551,MAT000446,1300,0001,3855.12,KG,17152.15,EUR
100,5000006216,2023,0001,311,MAT000421,1000,0002,1980.51,KG,5232.59,EUR
100,5000006216,2023,0002,101,MAT000323,1000,0010,1249.56,KG,4158.71,EUR
100,5000006217,2025,0001,261,MAT000179,1000,0002,4383.99,KG,18437.82,EUR
100,5000006218,2022,0001,301,MAT000158,1300,0010,2242.13,KG,14743.79,EUR
100,5000006219,2024,0001,261,MAT000219,1000,0001,4312.66,KG,71072.76,EUR
100,5000006219,2024,0002,551,MAT000406,1000,0003,2289.41,KG,33212.33,EUR
100,5000006219,2024,0003,201,MAT000030,1200,0003,3396.81,KG,6591.35,EUR
100,5000006220,2025,0001,311,MAT000097,1300,0002,2040.48,KG,31849.41,EUR
100,5000006221,2023,0001,901,MAT000312,1300,0010,1171.59,KG,16535.48,EUR
100,5000006221,2023,0002,101,MAT000201,1100,0010,807.91,KG,3187.07,EUR
100,5000006222,2024,0001,261,MAT000252,1300,0003,4182.17,KG,73783.62,EUR
100,5000006222,2024,0002,311,MAT000224,1400,0002,806.89,KG,7777.64,EUR
100,5000006222,2024,0003,311,MAT000389,1400,0001,751.59,KG,8854.65,EUR
100,5000006222,2024,0004,101,MAT000469,1300,0010,3146.87,KG,27862.29,EUR
100,5000006223,2022,0001,551,MAT000045,1000,0002,293.62,KG,5713.15,EUR
100,5000006223,2022,0002,101,MAT000216,1300,0001,1956.47,KG,34850.74,EUR
100,5000006223,2022,0003,261,MAT000346,1300,0001,2694.87,KG,29974.43,EUR
100,5000006224,2022,0001,101,MAT000086,1100,0002,2660.09,KG,11250.15,EUR
100,5000006224,2022,0002,601,MAT000434,1000,0001,2159.28,KG,29864.12,EUR
100,5000006225,2022,0001,301,MAT000138,1400,0001,3137.28,KG,46450.93,EUR
100,5000006225,2022,0002,101,MAT000318,1200,0003,97.75,KG,1942.61,EUR
100,5000006226,2022,0001,311,MAT000406,1200,0001,979.93,KG,7391.19,EUR
100,5000006226,2022,0002,551,MAT000465,1400,0003,3004.51,KG,52550.95,EUR
100,5000006226,2022,0003,101,MAT000274,1000,0010,3941.66,KG,62228.9,EUR
100,5000006227,2024,0001,101,MAT000144,1100,0002,1182.7,KG,1680.35,EUR
100,5000006227,2024,0002,201,MAT000350,1100,0001,3389.46,KG,26986.94,EUR
100,5000006228,2023,0001,301,MAT000213,1200,0001,3636.76,KG,2480.62,EUR
100,5000006228,2023,0002,261,MAT000250,1300,0002,547.03,KG,10054.72,EUR
100,5000006228,2023,0003,101,MAT000475,1200,0001,2076.62,KG,4797.11,EUR
100,5000006228,2023,0004,101,MAT000113,1400,0002,119.37,KG,1609.73,EUR
100,5000006229,2022,0001,101,MAT000308,1300,0010,387.45,KG,2142.93,EUR
100,5000006229,2022,0002,601,MAT000275,1400,0002,2760.24,KG,4386.11,EUR
100,5000006230,2022,0001,201,MAT000358,1000,0002,4488.65,KG,13489.99,EUR
100,5000006230,2022,0002,551,MAT000215,1200,0010,2598.47,KG,24883.76,EUR
100,5000006231,2023,0001,201,MAT000058,1100,0010,2013.92,KG,33305.79,EUR
100,5000006231,2023,0002,101,MAT000264,1100,0001,1889.35,KG,10640.98,EUR
100,5000006231,2023,0003,601,MAT000438,1100,0002,80.45,KG,130.43,EUR
100,5000006232,2024,0001,101,MAT000338,1000,0002,153.88,KG,2290.01,EUR
100,5000006233,2022,0001,311,MAT000216,1200,0002,342.33,KG,5138.62,EUR
100,5000006233,2022,0002,551,MAT000090,1100,0010,1286.27,KG,6443.55,EUR
100,5000006233,2022,0003,261,MAT000412,1300,0003,407.19,KG,2964.12,EUR
