MANDT,MBLNR,MJAHR,BUDAT,BLDAT,USNAM
100,5000008676,2023,20231022,20231022,USER031
100,5000008677,2023,20230917,20230917,USER006
100,5000008678,2025,20250424,20250424,USER017
100,5000008679,2024,20241127,20241127,USER029
100,5000008680,2025,20250823,20250823,USER022
100,5000008681,2024,20240712,20240712,USER031
100,5000008682,2023,20230615,20230615,USER016
100,5000008683,2025,20250416,20250416,USER014
100,5000008684,2023,20230831,20230831,USER011
100,5000008685,2025,20250227,20250227,USER037
100,5000008686,2023,20230112,20230112,USER049
100,5000008687,2023,20231124,20231124,USER020
100,5000008688,2022,20220214,20220214,USER048
100,5000008689,2024,20240312,20240312,USER005
100,5000008690,2023,20230227,20230227,USER014
100,5000008691,2023,20230214,20230214,USER002
100,5000008692,2024,20240715,20240715,USER039
100,5000008693,2025,20251229,20251229,USER009
100,5000008694,2025,20250130,20250130,USER003
100,5000008695,2024,20240415,20240415,USER002
100,5000008696,2023,20230604,20230604,USER017
100,5000008697,2024,20240908,20240908,USER025
100,5000008698,2024,20241015,20241015,USER019
100,5000008699,2025,20250615,20250615,USER042
100,5000008700,2022,20221224,20221224,USER019
100,5000008701,2023,20230821,20230821,USER050
100,5000008702,2022,20221128,20221128,USER040
100,5000008703,2023,20231028,20231028,USER017
100,5000008704,2022,20220213,20220213,USER011
100,5000008705,2023,20230801,20230801,USER034
100,5000008706,2022,20220612,20220612,USER047
100,5000008707,2022,20220812,20220812,USER018
100,5000008708,2024,20240715,20240715,USER045
100,5000008709,2023,20231028,20231028,USER017
100,5000008710,2025,20250724,20250724,USER033
100,5000008711,2024,20240219,20240219,USER012
100,5000008712,2025,20250123,20250123,USER027
100,5000008713,2023,20230711,20230711,USER008
100,5000008714,2023,20230612,20230612,USER017
100,5000008715,2022,20221003,20221003,USER010
100,5000008716,2022,20220113,20220113,USER035
100,5000008717,2022,20221020,20221020,USER012
100,5000008718,2024,20240904,20240904,USER014
100,5000008719,2022,20220309,20220309,USER049
100,5000008720,2022,20220122,20220122,USER019
100,5000008721,2022,20220930,20220930,USER016
100,5000008722,2023,20230916,20230916,USER050
100,5000008723,2023,20230610,20230610,USER022
100,5000008724,2023,20231001,20231001,USER005
100,5000008725,2025,20250115,20250115,USER041
100,5000008726,2022,20220907,20220907,USER050
100,5000008727,2023,20230928,20230928,USER036
100,5000008728,2023,20231215,20231215,USER037
100,5000008729,2025,20250113,20250113,USER022
100,5000008730,2022,20220814,20220814,USER005
100,5000008731,2022,20220518,20220518,USER003
100,5000008732,2022,20221121,20221121,USER017
100,5000008733,2025,20250801,20250801,USER049
100,5000008734,2022,20220306,20220306,USER026
100,5000008735,2024,20240809,20240809,USER028
100,5000008736,2022,20221029,20221029,USER014
100,5000008737,2025,20250303,20250303,USER049
100,5000008738,2024,20240707,20240707,USER006
100,5000008739,2025,20251114,20251114,USER034
100,5000008740,2023,20231004,20231004,USER030
100,5000008741,2023,20230320,20230320,USER026
100,5000008742,2022,20220327,20220327,USER006
100,5000008743,2022,20220925,20220925,USER042
100,5000008744,2024,20240308,20240308,USER003
100,5000008745,2025,20250602,20250602,USER032
100,5000008746,2023,20231004,20231004,USER035
100,5000008747,2024,20240717,20240717,USER013
100,5000008748,2022,20220901,20220901,USER021
100,5000008749,2024,20240829,20240829,USER024
100,5000008750,2023,20231019,20231019,USER043
100,5000008751,2023,20231010,20231010,USER029
100,5000008752,2025,20250626,20250626,USER023
100,5000008753,2024,20240829,20240829,USER004
100,5000008754,2024,20240715,20240715,USER016
100,5000008755,2023,20230114,20230114,USER027
100,5000008756,2022,20220720,20220720,USER033
100,5000008757,2024,20240528,20240528,USER023
100,5000008758,2024,20240927,20240927,USER044
100,5000008759,2022,20221008,20221008,USER010
100,5000008760,2025,20250825,20250825,USER031
100,5000008761,2024,20240314,20240314,USER033
100,5000008762,2023,20230420,20230420,USER042
100,5000008763,2025,20250806,20250806,USER018
100,5000008764,2023,20230729,20230729,USER003
100,5000008765,2022,20220201,20220201,USER019
100,5000008766,2023,20230301,20230301,USER020
100,5000008767,2024,20240315,20240315,USER001
100,5000008768,2022,20220628,20220628,USER039
100,5000008769,2022,20220412,20220412,USER041
100,5000008770,2022,20220528,20220528,USER007
100,5000008771,2025,20250121,20250121,USER009
100,5000008772,2024,20240504,20240504,USER005
100,5000008773,2023,20230326,20230326,USER010
100,5000008774,2024,20240907,20240907,USER029
100,5000008775,2022,20220904,20220904,USER019
100,5000008776,2025,20250212,20250212,USER009
100,5000008777,2023,20230608,20230608,USER017
100,5000008778,2025,20250820,20250820,USER026
100,5000008779,2024,20241217,20241217,USER021
100,5000008780,2023,20230928,20230928,USER028
100,5000008781,2023,20230819,20230819,USER038
100,5000008782,2023,20230817,20230817,USER001
100,5000008783,2025,20250613,20250613,USER008
100,5000008784,2022,20220305,20220305,USER011
100,5000008785,2025,20250731,20250731,USER043
100,5000008786,2022,20220912,20220912,USER024
100,5000008787,2022,20220204,20220204,USER013
100,5000008788,2022,20221228,20221228,USER005
100,5000008789,2022,20221025,20221025,USER026
100,5000008790,2024,20241120,20241120,USER029
100,5000008791,2025,20250205,20250205,USER038
100,5000008792,2022,20220729,20220729,USER005
100,5000008793,2023,20230115,20230115,USER050
100,5000008794,2024,20240717,20240717,USER025
100,5000008795,2022,20220809,20220809,USER047
100,5000008796,2025,20250726,20250726,USER022
100,5000008797,2023,20231231,20231231,USER031
100,5000008798,2023,20230319,20230319,USER044
100,5000008799,2022,20220110,20220110,USER046
100,5000008800,2024,20241010,20241010,USER015
100,5000008801,2025,20251212,20251212,USER023
100,5000008802,2024,20240520,20240520,USER003
100,5000008803,2022,20221219,20221219,USER037
100,5000008804,2023,20230908,20230908,USER020
100,5000008805,2025,20251027,20251027,USER050
100,5000008806,2025,20250310,20250310,USER046
100,5000008807,2022,20220215,20220215,USER005
100,5000008808,2025,20250908,20250908,USER012
100,5000008809,2022,20221011,20221011,USER026
100,5000008810,2022,20220311,20220311,USER038
100,5000008811,2023,20230808,20230808,USER037
100,5000008812,2025,20251009,20251009,USER017
100,5000008813,2023,20230314,20230314,USER013
100,5000008814,2024,20241015,20241015,USER003
100,5000008815,2025,20250901,20250901,USER035
100,5000008816,2023,20230526,20230526,USER017
100,5000008817,2024,20241213,20241213,USER034
100,5000008818,2024,20241108,20241108,USER048
100,5000008819,2025,20250220,20250220,USER036
100,5000008820,2022,20220707,20220707,USER033
100,5000008821,2025,20251005,20251005,USER039
100,5000008822,2025,20250901,20250901,USER037
100,5000008823,2022,20220228,20220228,USER003
100,5000008824,2022,20220808,20220808,USER020
100,5000008825,2022,20221129,20221129,USER006
100,5000008826,2023,20230321,20230321,USER002
100,5000008827,2024,20240726,20240726,USER047
100,5000008828,2025,20250210,20250210,USER023
100,5000008829,2025,20250907,20250907,USER026
100,5000008830,2023,20231102,20231102,USER049
100,5000008831,2023,20230130,20230130,USER021
100,5000008832,2022,20220104,20220104,USER003
100,5000008833,2023,20230313,20230313,USER003
100,5000008834,2025,20250304,20250304,USER006
100,5000008835,2022,20220812,20220812,USER025
100,5000008836,2024,20240410,20240410,USER026
100,5000008837,2023,20231030,20231030,USER031
100,5000008838,2022,20220207,20220207,USER006
100,5000008839,2024,20240614,20240614,USER027
100,5000008840,2025,20250916,20250916,USER037
100,5000008841,2022,20220517,20220517,USER041
100,5000008842,2023,20230923,20230923,USER014
100,5000008843,2022,20221018,20221018,USER050
100,5000008844,2022,20220202,20220202,USER014
100,5000008845,2024,20241229,20241229,USER015
100,5000008846,2024,20240628,20240628,USER020
100,5000008847,2024,20240519,20240519,USER046
100,5000008848,2024,20241018,20241018,USER037
100,5000008849,2023,20230331,20230331,USER023
100,5000008850,2022,20220331,20220331,USER021
100,5000008851,2025,20250529,20250529,USER008
100,5000008852,2022,20221115,20221115,USER025
100,5000008853,2025,20250723,20250723,USER010
100,5000008854,2023,20230626,20230626,USER040
100,5000008855,2022,20220714,20220714,USER018
100,5000008856,2023,20231211,20231211,USER004
100,5000008857,2023,20230406,20230406,USER019
100,5000008858,2023,20230901,20230901,USER012
100,5000008859,2024,20240415,20240415,USER010
100,5000008860,2025,20250706,20250706,USER003
100,5000008861,2025,20250504,20250504,USER002
100,5000008862,2023,20231021,20231021,USER008
100,5000008863,2025,20251117,20251117,USER011
100,5000008864,2024,20241009,20241009,USER031
100,5000008865,2022,20220323,20220323,USER049
100,5000008866,2024,20240806,20240806,USER009
100,5000008867,2025,20251110,20251110,USER038
100,5000008868,2022,20220506,20220506,USER028
100,5000008869,2022,20221024,20221024,USER014
100,5000008870,2025,20251012,20251012,USER039
100,5000008871,2024,20240513,20240513,USER013
100,5000008872,2024,20240306,20240306,USER006
100,5000008873,2022,20220319,20220319,USER002
100,5000008874,2025,20251226,20251226,USER043
100,5000008875,2022,20220303,20220303,USER009
100,5000008876,2025,20250517,20250517,USER025
100,5000008877,2025,20250519,20250519,USER015
100,5000008878,2023,20230928,20230928,USER038
100,5000008879,2025,20251012,20251012,USER001
100,5000008880,2025,20251216,20251216,USER048
100,5000008881,2023,20231205,20231205,USER049
100,5000008882,2024,20241015,20241015,USER050
100,5000008883,2024,20240307,20240307,USER021
100,5000008884,2024,20240412,20240412,USER005
100,5000008885,2022,20221211,20221211,USER004
100,5000008886,2022,20220719,20220719,USER010
100,5000008887,2023,20230527,20230527,USER048
100,5000008888,2024,20240927,20240927,USER020
100,5000008889,2025,20250101,20250101,USER014
100,5000008890,2025,20251203,20251203,USER030
100,5000008891,2022,20220509,20220509,USER030
100,5000008892,2022,20220413,20220413,USER043
100,5000008893,2025,20250821,20250821,USER002
100,5000008894,2023,20230323,20230323,USER043
100,5000008895,2023,20230218,20230218,USER018
100,5000008896,2022,20221009,20221009,USER018
100,5000008897,2025,20250909,20250909,USER016
100,5000008898,2024,20240419,20240419,USER010
100,5000008899,2022,20220413,20220413,USER030
100,5000008900,2025,20251210,20251210,USER038
100,5000008901,2022,20220208,20220208,USER029
100,5000008902,2023,20230604,20230604,USER008
100,5000008903,2023,20230212,20230212,USER005
100,5000008904,2022,20220921,20220921,USER003
100,5000008905,2024,20240902,20240902,USER045
100,5000008906,2023,20230809,20230809,USER010
100,5000008907,2022,20221028,20221028,USER028
100,5000008908,2024,20240820,20240820,USER015
100,5000008909,2024,20240101,20240101,USER042
100,5000008910,2024,20240903,20240903,USER006
100,5000008911,2024,20241105,20241105,USER005
100,5000008912,2025,20250514,20250514,USER045
100,5000008913,2025,20250519,20250519,USER027
100,5000008914,2023,20230930,20230930,USER045
100,5000008915,2024,20240610,20240610,USER011
100,5000008916,2024,20240821,20240821,USER006
100,5000008917,2023,20231115,20231115,USER038
100,5000008918,2022,20221017,20221017,USER038
100,5000008919,2025,20250304,20250304,USER044
100,5000008920,2022,20220902,20220902,USER025
100,5000008921,2024,20241019,20241019,USER038
100,5000008922,2022,20221012,20221012,USER023
100,5000008923,2023,20230112,20230112,USER013
100,5000008924,2022,20220828,20220828,USER027
100,5000008925,2024,20241219,20241219,USER032
100,5000008926,2024,20240501,20240501,USER029
100,5000008927,2022,20220531,20220531,USER035
100,5000008928,2025,20250329,20250329,USER015
100,5000008929,2022,20221011,20221011,USER029
100,5000008930,2024,20240127,20240127,USER003
100,5000008931,2023,20230111,20230111,USER004
100,5000008932,2023,20231130,20231130,USER014
100,5000008933,2025,20250827,20250827,USER008
100,5000008934,2023,20230317,20230317,USER038
100,5000008935,2024,20240223,20240223,USER003
100,5000008936,2023,20230914,20230914,USER015
100,5000008937,2023,20230726,20230726,USER014
100,5000008938,2024,20240107,20240107,USER023
100,5000008939,2024,20240319,20240319,USER048
100,5000008940,2023,20231121,20231121,USER023
100,5000008941,2025,20250721,20250721,USER037
100,5000008942,2022,20220916,20220916,USER041
100,5000008943,2025,20251106,20251106,USER001
100,5000008944,2023,20230223,20230223,USER019
100,5000008945,2024,20241025,20241025,USER040
100,5000008946,2025,20251108,20251108,USER037
100,5000008947,2025,20251002,20251002,USER027
100,5000008948,2024,20240628,20240628,USER033
100,5000008949,2022,20220922,20220922,USER032
100,5000008950,2025,20250429,20250429,USER039
100,5000008951,2023,20230301,20230301,USER048
100,5000008952,2022,20220710,20220710,USER037
100,5000008953,2023,20230329,20230329,USER036
100,5000008954,2023,20230303,20230303,USER024
100,5000008955,2022,20220131,20220131,USER048
100,5000008956,2023,20231026,20231026,USER006
100,5000008957,2022,20220621,20220621,USER049
100,5000008958,2024,20241123,20241123,USER021
100,5000008959,2025,20250619,20250619,USER027
100,5000008960,2023,20230826,20230826,USER026
100,5000008961,2025,20250403,20250403,USER001
100,5000008962,2023,20231006,20231006,USER034
100,5000008963,2024,20241011,20241011,USER001
100,5000008964,2023,20230111,20230111,USER047
100,5000008965,2023,20231228,20231228,USER044
100,5000008966,2022,20220603,20220603,USER015
100,5000008967,2025,20250217,20250217,USER027
100,5000008968,2025,20250325,20250325,USER019
100,5000008969,2022,20220203,20220203,USER023
100,5000008970,2022,20221106,20221106,USER012
100,5000008971,2025,20250721,20250721,USER041
100,5000008972,2023,20231209,20231209,USER008
100,5000008973,2025,20250914,20250914,USER007
100,5000008974,2022,20220305,20220305,USER038
100,5000008975,2025,20251230,20251230,USER017
100,5000008976,2023,20231213,20231213,USER031
100,5000008977,2022,20220625,20220625,USER035
100,5000008978,2022,20221127,20221127,USER031
100,5000008979,2022,20220214,20220214,USER024
100,5000008980,2025,20250212,20250212,USER039
100,5000008981,2023,20231020,20231020,USER028
100,5000008982,2025,20250206,20250206,USER017
100,5000008983,2023,20230919,20230919,USER019
100,5000008984,2023,20231229,20231229,USER035
100,5000008985,2025,20250618,20250618,USER037
100,5000008986,2025,20251111,20251111,USER035
100,5000008987,2022,20221122,20221122,USER027
100,5000008988,2023,20230309,20230309,USER001
100,5000008989,2022,20220317,20220317,USER019
100,5000008990,2025,20250117,20250117,USER009
100,5000008991,2024,20240318,20240318,USER030
100,5000008992,2023,20231010,20231010,USER041
100,5000008993,2025,20250102,20250102,USER024
100,5000008994,2024,20240229,20240229,USER019
100,5000008995,2024,20241120,20241120,USER014
100,5000008996,2024,20240315,20240315,USER030
100,5000008997,2024,20240123,20240123,USER031
100,5000008998,2024,20240615,20240615,USER039
100,5000008999,2023,20230720,20230720,USER013
100,5000009000,2022,20220629,20220629,USER013
100,5000009001,2025,20250120,20250120,USER010
100,5000009002,2022,20220708,20220708,USER045
100,5000009003,2023,20230717,20230717,USER046
100,5000009004,2024,20241203,20241203,USER003
100,5000009005,2025,20251224,20251224,USER020
100,5000009006,2025,20250817,20250817,USER031
100,5000009007,2025,20251208,20251208,USER040
100,5000009008,2023,20230329,20230329,USER021
100,5000009009,2024,20240716,20240716,USER016
100,5000009010,2022,20220110,20220110,USER009
100,5000009011,2023,20231219,20231219,USER040
100,5000009012,2022,20220406,20220406,USER044
100,5000009013,2023,20230520,20230520,USER025
100,5000009014,2022,20220406,20220406,USER010
100,5000009015,2022,20220218,20220218,USER033
100,5000009016,2022,20220612,20220612,USER018
100,5000009017,2024,20240928,20240928,USER031
100,5000009018,2022,20221103,20221103,USER013
100,5000009019,2023,20231217,20231217,USER050
100,5000009020,2023,20230825,20230825,USER029
100,5000009021,2023,20231118,20231118,USER005
100,5000009022,2024,20240128,20240128,USER010
100,5000009023,2025,20251101,20251101,USER032
100,5000009024,2022,20220428,20220428,USER006
100,5000009025,2024,20240813,20240813,USER001
100,5000009026,2022,20221110,20221110,USER039
100,5000009027,2023,20230711,20230711,USER018
100,5000009028,2022,20221207,20221207,USER008
100,5000009029,2025,20251202,20251202,USER040
100,5000009030,2023,20230907,20230907,USER046
100,5000009031,2022,20220402,20220402,USER033
100,5000009032,2025,20250826,20250826,USER039
100,5000009033,2024,20240422,20240422,USER017
100,5000009034,2025,20250418,20250418,USER042
100,5000009035,2025,20250605,20250605,USER007
100,5000009036,2022,20220727,20220727,USER008
100,5000009037,2022,20221216,20221216,USER048
100,5000009038,2023,20231013,20231013,USER019
100,5000009039,2025,20250327,20250327,USER048
100,5000009040,2022,20221014,20221014,USER031
100,5000009041,2024,20240728,20240728,USER004
100,5000009042,2025,20251027,20251027,USER042
100,5000009043,2025,20250906,20250906,USER029
100,5000009044,2023,20231117,20231117,USER029
100,5000009045,2025,20250706,20250706,USER029
100,5000009046,2025,20250329,20250329,USER043
100,5000009047,2023,20230726,20230726,USER027
100,5000009048,2023,20231108,20231108,USER038
100,5000009049,2022,20220227,20220227,USER050
100,5000009050,2023,20230416,20230416,USER002
100,5000009051,2023,20231228,20231228,USER016
100,5000009052,2025,20250922,20250922,USER028
100,5000009053,2023,20230408,20230408,USER037
100,5000009054,2025,20250818,20250818,USER037
100,5000009055,2025,20250727,20250727,USER033
100,5000009056,2024,20240104,20240104,USER012
100,5000009057,2022,20220318,20220318,USER019
100,5000009058,2025,20251119,20251119,USER034
100,5000009059,2025,20250504,20250504,USER049
100,5000009060,2023,20230923,20230923,USER016
100,5000009061,2024,20240205,20240205,USER030
100,5000009062,2024,20240807,20240807,USER023
100,5000009063,2022,20220418,20220418,USER039
100,5000009064,2023,20230204,20230204,USER038
100,5000009065,2023,20230903,20230903,USER021
100,5000009066,2022,20221018,20221018,USER034
100,5000009067,2025,20250302,20250302,USER022
100,5000009068,2022,20220818,20220818,USER001
100,5000009069,2024,20240519,20240519,USER008
100,5000009070,2023,20230807,20230807,USER002
100,5000009071,2024,20240823,20240823,USER046
100,5000009072,2023,20230125,20230125,USER039
100,5000009073,2025,20251012,20251012,USER024
100,5000009074,2024,20241202,20241202,USER048
100,5000009075,2023,20230116,20230116,USER009
100,5000009076,2023,20230203,20230203,USER007
100,5000009077,2022,20220809,20220809,USER043
100,5000009078,2025,20250413,20250413,USER024
100,5000009079,2024,20241004,20241004,USER039
100,5000009080,2024,20240622,20240622,USER014
100,5000009081,2024,20240118,20240118,USER030
100,5000009082,2023,20230717,20230717,USER008
100,5000009083,2023,20231212,20231212,USER018
100,5000009084,2022,20220412,20220412,USER012
100,5000009085,2023,20230703,20230703,USER027
100,5000009086,2025,20251205,20251205,USER034
100,5000009087,2025,20250208,20250208,USER038
100,5000009088,2024,20241227,20241227,USER021
100,5000009089,2025,20250906,20250906,USER042
100,5000009090,2023,20230731,20230731,USER028
100,5000009091,2022,20220519,20220519,USER017
100,5000009092,2022,20220916,20220916,USER025
100,5000009093,2024,20241001,20241001,USER024
100,5000009094,2023,20230117,20230117,USER014
100,5000009095,2023,20230604,20230604,USER047
100,5000009096,2024,20241030,20241030,USER031
100,5000009097,2022,20220507,20220507,USER027
100,5000009098,2024,20240819,20240819,USER031
100,5000009099,2024,20240620,20240620,USER046
100,5000009100,2024,20240217,20240217,USER014
100,5000009101,2025,20250208,20250208,USER044
100,5000009102,2024,20240124,20240124,USER011
100,5000009103,2023,20230817,20230817,USER021
100,5000009104,2023,20230507,20230507,USER001
100,5000009105,2024,20240107,20240107,USER024
100,5000009106,2025,20250111,20250111,USER024
100,5000009107,2025,20250403,20250403,USER015
100,5000009108,2025,20250916,20250916,USER018
100,5000009109,2025,20250418,20250418,USER040
100,5000009110,2022,20220807,20220807,USER022
100,5000009111,2022,20220221,20220221,USER038
100,5000009112,2025,20250515,20250515,USER006
100,5000009113,2025,20250622,20250622,USER034
100,5000009114,2022,20220921,20220921,USER049
100,5000009115,2022,20221101,20221101,USER019
100,5000009116,2023,20230725,20230725,USER015
100,5000009117,2024,20241106,20241106,USER005
100,5000009118,2025,20250823,20250823,USER043
100,5000009119,2023,20230724,20230724,USER001
100,5000009120,2022,20220320,20220320,USER046
100,5000009121,2022,20220906,20220906,USER034
100,5000009122,2022,20220513,20220513,USER044
100,5000009123,2022,20220602,20220602,USER014
100,5000009124,2025,20250925,20250925,USER035
100,5000009125,2022,20220827,20220827,USER035
100,5000009126,2023,20231015,20231015,USER016
100,5000009127,2024,20240912,20240912,USER015
100,5000009128,2025,20251020,20251020,USER043
100,5000009129,2022,20220415,20220415,USER041
100,5000009130,2025,20250415,20250415,USER013
100,5000009131,2022,20221119,20221119,USER036
100,5000009132,2025,20251121,20251121,USER041
100,5000009133,2023,20230715,20230715,USER035
100,5000009134,2025,20250925,20250925,USER011
100,5000009135,2023,20230831,20230831,USER019
100,5000009136,2022,20220920,20220920,USER041
100,5000009137,2025,20250419,20250419,USER048
100,5000009138,2025,20250428,20250428,USER024
100,5000009139,2023,20230830,20230830,USER005
100,5000009140,2022,20221211,20221211,USER017
100,5000009141,2024,20240826,20240826,USER017
100,5000009142,2024,20240818,20240818,USER041
100,5000009143,2025,20250605,20250605,USER004
100,5000009144,2025,20250107,20250107,USER005
100,5000009145,2022,20221116,20221116,USER008
100,5000009146,2022,20220621,20220621,USER016
100,5000009147,2025,20250825,20250825,USER005
100,5000009148,2023,20230717,20230717,USER031
100,5000009149,2024,20241108,20241108,USER034
100,5000009150,2024,20241202,20241202,USER011
100,5000009151,2022,20221218,20221218,USER027
100,5000009152,2025,20250411,20250411,USER016
100,5000009153,2022,20221222,20221222,USER015
100,5000009154,2023,20230908,20230908,USER039
100,5000009155,2024,20240630,20240630,USER045
100,5000009156,2024,20240410,20240410,USER038
100,5000009157,2024,20240716,20240716,USER010
100,5000009158,2022,20220701,20220701,USER009
100,5000009159,2023,20230322,20230322,USER001
100,5000009160,2025,20250328,20250328,USER026
100,5000009161,2025,20250818,20250818,USER043
100,5000009162,2024,20240403,20240403,USER030
100,5000009163,2024,20240331,20240331,USER030
100,5000009164,2023,20230913,20230913,USER026
100,5000009165,2025,20251220,20251220,USER026
100,5000009166,2024,20240718,20240718,USER017
100,5000009167,2022,20220723,20220723,USER048
100,5000009168,2023,20231117,20231117,USER035
100,5000009169,2022,20221225,20221225,USER032
100,5000009170,2025,20250416,20250416,USER001
100,5000009171,2022,20221011,20221011,USER005
100,5000009172,2022,20221011,20221011,USER032
100,5000009173,2025,20251014,20251014,USER030
100,5000009174,2024,20240528,20240528,USER018
100,5000009175,2023,20231231,20231231,USER007
100,5000009176,2024,20241030,20241030,USER050
100,5000009177,2023,20230306,20230306,USER032
100,5000009178,2022,20220504,20220504,USER035
100,5000009179,2024,20240603,20240603,USER025
100,5000009180,2025,20250312,20250312,USER035
100,5000009181,2024,20240902,20240902,USER029
100,5000009182,2024,20241028,20241028,USER044
100,5000009183,2025,20251124,20251124,USER035
100,5000009184,2022,20220322,20220322,USER050
100,5000009185,2025,20250821,20250821,USER003
100,5000009186,2023,20230724,20230724,USER004
100,5000009187,2022,20221020,20221020,USER037
100,5000009188,2022,20220923,20220923,USER003
100,5000009189,2024,20240208,20240208,USER050
100,5000009190,2025,20251002,20251002,USER010
100,5000009191,2023,20230415,20230415,USER039
100,5000009192,2024,20241105,20241105,USER032
100,5000009193,2025,20250714,20250714,USER019
100,5000009194,2022,20220905,20220905,USER012
100,5000009195,2023,20230502,20230502,USER014
100,5000009196,2025,20250118,20250118,USER018
100,5000009197,2025,20250102,20250102,USER027
100,5000009198,2023,20230318,20230318,USER038
100,5000009199,2022,20220522,20220522,USER008
100,5000009200,2022,20221208,20221208,USER016
100,5000009201,2025,20251001,20251001,USER029
100,5000009202,2025,20250317,20250317,USER012
100,5000009203,2024,20240301,20240301,USER004
100,5000009204,2024,20240103,20240103,USER026
100,5000009205,2024,20240625,20240625,USER046
100,5000009206,2025,20251015,20251015,USER008
100,5000009207,2024,20240618,20240618,USER036
100,5000009208,2022,20220731,20220731,USER008
100,5000009209,2022,20220619,20220619,USER004
100,5000009210,2023,20230429,20230429,USER002
100,5000009211,2022,20220316,20220316,USER047
100,5000009212,2022,20221015,20221015,USER008
100,5000009213,2023,20230427,20230427,USER001
100,5000009214,2023,20230112,20230112,USER019
100,5000009215,2023,20230731,20230731,USER025
100,5000009216,2025,20250329,20250329,USER003
100,5000009217,2024,20240423,20240423,USER050
100,5000009218,2024,20240703,20240703,USER012
100,5000009219,2025,20251231,20251231,USER016
100,5000009220,2023,20230321,20230321,USER038
100,5000009221,2023,20230119,20230119,USER010
100,5000009222,2024,20241120,20241120,USER036
100,5000009223,2025,20251106,20251106,USER014
100,5000009224,2023,20230112,20230112,USER029
100,5000009225,2022,20220227,20220227,USER030
100,5000009226,2024,20240101,20240101,USER030
100,5000009227,2023,20230813,20230813,USER046
100,5000009228,2025,20250531,20250531,USER036
100,5000009229,2022,20220619,20220619,USER016
100,5000009230,2025,20251106,20251106,USER049
100,5000009231,2025,20250218,20250218,USER044
100,5000009232,2023,20230909,20230909,USER035
100,5000009233,2025,20251115,20251115,USER009
100,5000009234,2022,20220627,20220627,USER034
100,5000009235,2025,20250216,20250216,USER005
100,5000009236,2022,20220815,20220815,USER023
100,5000009237,2022,20220921,20220921,USER031
100,5000009238,2025,20250613,20250613,USER018
100,5000009239,2022,20221127,20221127,USER010
100,5000009240,2022,20220319,20220319,USER046
100,5000009241,2023,20231007,20231007,USER027
100,5000009242,2022,20220704,20220704,USER005
100,5000009243,2023,20230901,20230901,USER033
100,5000009244,2022,20220620,20220620,USER010
100,5000009245,2022,20221024,20221024,USER002
100,5000009246,2025,20251213,20251213,USER028
100,5000009247,2023,20230902,20230902,USER049
100,5000009248,2025,20250919,20250919,USER011
100,5000009249,2024,20241210,20241210,USER021
100,5000009250,2022,20220609,20220609,USER039
100,5000009251,2023,20230518,20230518,USER046
100,5000009252,2023,20231012,20231012,USER049
100,5000009253,2024,20240404,20240404,USER021
100,5000009254,2023,20231117,20231117,USER034
100,5000009255,2025,20250130,20250130,USER006
100,5000009256,2022,20221119,20221119,USER007
100,5000009257,2024,20240521,20240521,USER009
100,5000009258,2025,20250604,20250604,USER040
100,5000009259,2022,20220528,20220528,USER035
100,5000009260,2023,20230619,20230619,USER039
100,5000009261,2024,20240706,20240706,USER044
100,5000009262,2025,20250630,20250630,USER038
100,5000009263,2024,20240304,20240304,USER008
100,5000009264,2023,20230324,20230324,USER039
100,5000009265,2025,20251023,20251023,USER005
100,5000009266,2025,20250917,20250917,USER030
100,5000009267,2023,20230611,20230611,USER045
100,5000009268,2024,20240809,20240809,USER017
100,5000009269,2022,20221128,20221128,USER029
100,5000009270,2024,20240327,20240327,USER021
100,5000009271,2024,20241226,20241226,USER028
100,5000009272,2022,20220718,20220718,USER017
100,5000009273,2023,20231110,20231110,USER020
100,5000009274,2025,20251210,20251210,USER039
100,5000009275,2025,20250815,20250815,USER044
100,5000009276,2025,20250814,20250814,USER003
100,5000009277,2023,20230317,20230317,USER031
100,5000009278,2025,20250109,20250109,USER005
100,5000009279,2025,20250825,20250825,USER024
100,5000009280,2024,20240204,20240204,USER004
100,5000009281,2025,20250730,20250730,USER023
100,5000009282,2023,20230621,20230621,USER035
100,5000009283,2023,20231002,20231002,USER023
100,5000009284,2023,20231210,20231210,USER045
100,5000009285,2022,20220618,20220618,USER033
100,5000009286,2023,20230416,20230416,USER019
100,5000009287,2023,20231108,20231108,USER042
100,5000009288,2022,20221022,20221022,USER020
100,5000009289,2022,20220926,20220926,USER011
100,5000009290,2024,20241027,20241027,USER006
100,5000009291,2024,20240926,20240926,USER032
100,5000009292,2023,20230512,20230512,USER036
100,5000009293,2022,20221013,20221013,USER005
100,5000009294,2024,20240128,20240128,USER024
100,5000009295,2022,20220816,20220816,USER036
100,5000009296,2022,20220311,20220311,USER049
100,5000009297,2025,20250624,20250624,USER047
100,5000009298,2025,20250814,20250814,USER036
100,5000009299,2025,20250630,20250630,USER007
100,5000009300,2022,20221108,20221108,USER011
100,5000009301,2023,20230528,20230528,USER011
100,5000009302,2022,20220312,20220312,USER003
100,5000009303,2023,20230325,20230325,USER023
100,5000009304,2025,20250814,20250814,USER019
100,5000009305,2024,20240925,20240925,USER030
100,5000009306,2023,20231206,20231206,USER039
100,5000009307,2023,20230831,20230831,USER013
100,5000009308,2022,20221012,20221012,USER045
100,5000009309,2024,20241229,20241229,USER018
