MANDT,AUFNR,DESSION,STLNR,GAMNG,GMEIN,GLTRS,GLTRP
100,1004518,02182735,BOM000085,7058,ST,20220412,20220414
100,1004519,09334717,BOM000073,1160,ST,20241231,20250105
100,1004520,53079402,BOM000036,2995,ST,20250415,20250417
100,1004521,76745436,BOM000016,2727,ST,20250703,20250704
100,1004522,34211012,BOM000130,3689,ST,20221116,20221117
100,1004523,93368346,BOM000050,1868,ST,20230506,20230509
100,1004524,29522836,BOM000033,1705,ST,20220324,20220329
100,1004525,40727832,BOM000050,581,ST,20230208,20230210
100,1004526,17567664,BOM000024,2677,ST,20250629,20250704
100,1004527,20329919,BOM000010,4442,ST,20230414,20230416
100,1004528,51004329,BOM000014,644,ST,20250422,20250425
100,1004529,30245118,BOM000084,4691,ST,20230510,20230515
100,1004530,33256706,BOM000060,999,ST,20221025,20221027
100,1004531,84841926,BOM000034,4324,ST,20220120,20220125
100,1004532,72345102,BOM000138,5773,ST,20240421,20240422
100,1004533,11751371,BOM000022,7003,ST,20220928,20220930
100,1004534,09989292,BOM000085,1184,ST,20260107,20260108
100,1004535,85985031,BOM000026,428,ST,20220917,20220919
100,1004536,87508881,BOM000146,526,ST,20220328,20220401
100,1004537,82330624,BOM000085,9958,ST,20240625,20240626
100,1004538,25930276,BOM000064,2228,ST,20231011,20231016
100,1004539,85228119,BOM000116,3368,ST,20230903,20230908
100,1004540,98823208,BOM000032,1087,ST,20231002,20231003
100,1004541,14075950,BOM000138,6175,ST,20231001,20231003
100,1004542,69145804,BOM000009,3617,ST,20230103,20230105
100,1004543,69353437,BOM000056,147,ST,20220314,20220319
100,1004544,28915868,BOM000079,3766,ST,20220111,20220113
100,1004545,53173921,BOM000026,8352,ST,20231213,20231215
100,1004546,50489610,BOM000141,4202,ST,20240902,20240903
100,1004547,38712663,BOM000042,5561,ST,20220729,20220802
100,1004548,72149996,BOM000106,3680,ST,20240307,20240309
100,1004549,79077743,BOM000059,4961,ST,20240920,20240923
100,1004550,69932006,BOM000025,2610,ST,20230104,20230107
100,1004551,28940543,BOM000095,3263,ST,20250812,20250816
100,1004552,00626909,BOM000139,4988,ST,20220313,20220314
100,1004553,44535733,BOM000044,9473,ST,20230602,20230607
100,1004554,55028402,BOM000077,9879,ST,20241114,20241115
100,1004555,59703739,BOM000139,565,ST,20240714,20240718
100,1004556,67548928,BOM000145,9906,ST,20221112,20221114
100,1004557,94562397,BOM000081,4661,ST,20230104,20230105
100,1004558,34006300,BOM000016,1801,ST,20230619,20230622
100,1004559,55509433,BOM000027,351,ST,20240917,20240921
100,1004560,46512066,BOM000106,7321,ST,20220223,20220225
100,1004561,95369395,BOM000061,586,ST,20230311,20230315
100,1004562,49085427,BOM000067,8558,ST,20221227,20221230
100,1004563,89768343,BOM000053,2934,ST,20250508,20250510
100,1004564,66813483,BOM000031,7284,ST,20250721,20250724
100,1004565,87480843,BOM000030,9693,ST,20250815,20250816
100,1004566,81341067,BOM000108,4101,ST,20251027,20251031
100,1004567,37458773,BOM000042,6579,ST,20220105,20220106
100,1004568,64650701,BOM000092,5197,ST,20220830,20220901
100,1004569,93557794,BOM000107,9547,ST,20220701,20220702
100,1004570,20924799,BOM000064,4948,ST,20220707,20220712
100,1004571,64788817,BOM000008,8354,ST,20250710,20250711
100,1004572,28530940,BOM000095,8425,ST,20221221,20221222
100,1004573,73417388,BOM000002,217,ST,20240527,20240529
100,1004574,44378210,BOM000153,6461,ST,20240924,20240929
100,1004575,62116951,BOM000109,606,ST,20230203,20230204
100,1004576,20254574,BOM000079,9983,ST,20230528,20230601
100,1004577,60336055,BOM000159,6846,ST,20220721,20220723
100,1004578,20025596,BOM000070,4469,ST,20240719,20240720
100,1004579,77139039,BOM000046,3548,ST,20250621,20250623
100,1004580,08071522,BOM000126,5856,ST,20230118,20230121
100,1004581,34210339,BOM000150,4172,ST,20240204,20240209
100,1004582,49079106,BOM000009,7058,ST,20250528,20250531
100,1004583,77438612,BOM000079,8143,ST,20241117,20241118
100,1004584,18213536,BOM000134,6435,ST,20240815,20240816
100,1004585,70173022,BOM000039,9214,ST,20221123,20221126
100,1004586,54183525,BOM000002,7143,ST,20220528,20220529
100,1004587,39854025,BOM000049,7634,ST,20220225,20220302
100,1004588,38223047,BOM000124,7597,ST,20231003,20231004
100,1004589,19377445,BOM000102,3172,ST,20241216,20241217
100,1004590,80366314,BOM000095,1946,ST,20240916,20240921
100,1004591,58725991,BOM000041,8296,ST,20230208,20230212
100,1004592,90324614,BOM000102,3498,ST,20240522,20240525
100,1004593,67438268,BOM000148,9954,ST,20240203,20240205
100,1004594,54984303,BOM000066,8068,ST,20221228,20221231
100,1004595,00242868,BOM000053,1636,ST,20240815,20240818
100,1004596,97050458,BOM000074,2827,ST,20230802,20230807
100,1004597,28201598,BOM000083,356,ST,20250808,20250809
100,1004598,68171388,BOM000064,221,ST,20241226,20241229
100,1004599,52226793,BOM000018,306,ST,20220417,20220419
100,1004600,67603128,BOM000123,2398,ST,20241229,20241231
100,1004601,18751982,BOM000136,847,ST,20241015,20241020
100,1004602,73776515,BOM000156,365,ST,20241129,20241201
100,1004603,74584650,BOM000111,9005,ST,20250927,20251001
100,1004604,20114750,BOM000079,8680,ST,20220124,20220125
100,1004605,05569702,BOM000149,3081,ST,20250128,20250129
100,1004606,01219690,BOM000087,8577,ST,20240123,20240125
100,1004607,59361972,BOM000005,2842,ST,20241013,20241015
100,1004608,02424799,BOM000077,1025,ST,20241023,20241025
100,1004609,12295781,BOM000002,3815,ST,20220823,20220826
100,1004610,52922808,BOM000155,6736,ST,20241211,20241216
100,1004611,46476936,BOM000096,7512,ST,20220913,20220915
100,1004612,10580248,BOM000100,3360,ST,20230313,20230315
100,1004613,72145688,BOM000004,1219,ST,20250109,20250111
100,1004614,97559001,BOM000011,3642,ST,20220601,20220605
100,1004615,01105907,BOM000127,5306,ST,20220223,20220227
100,1004616,81906102,BOM000110,1499,ST,20250310,20250312
100,1004617,61125241,BOM000033,7222,ST,20231221,20231226
100,1004618,71842079,BOM000089,6687,ST,20231027,20231031
100,1004619,66780270,BOM000010,6921,ST,20230729,20230803
100,1004620,75946241,BOM000157,3112,ST,20251008,20251010
100,1004621,00162162,BOM000011,7209,ST,20230314,20230315
100,1004622,25064161,BOM000099,7272,ST,20230223,20230228
100,1004623,06072336,BOM000039,9855,ST,20231030,20231031
100,1004624,38006356,BOM000083,4473,ST,20250118,20250123
100,1004625,13102677,BOM000126,7275,ST,20240422,20240426
100,1004626,64701353,BOM000030,866,ST,20220805,20220806
100,1004627,72907521,BOM000034,4147,ST,20230704,20230706
100,1004628,41010239,BOM000090,1903,ST,20230707,20230709
100,1004629,27569624,BOM000160,7774,ST,20241030,20241031
100,1004630,10029355,BOM000119,6102,ST,20230226,20230228
100,1004631,85598517,BOM000003,4241,ST,20250704,20250705
100,1004632,06541295,BOM000141,9630,ST,20240525,20240530
100,1004633,96979153,BOM000113,9987,ST,20240829,20240830
100,1004634,26533070,BOM000103,155,ST,20250616,20250617
100,1004635,37601170,BOM000154,5396,ST,20251008,20251012
100,1004636,87534932,BOM000057,7206,ST,20230603,20230607
100,1004637,70937997,BOM000105,3567,ST,20251117,20251119
100,1004638,54979124,BOM000134,2548,ST,20230228,20230301
100,1004639,25149660,BOM000118,1503,ST,20240224,20240226
100,1004640,15460419,BOM000031,9122,ST,20250227,20250302
100,1004641,23210052,BOM000047,4761,ST,20241201,20241206
100,1004642,45129360,BOM000028,8109,ST,20250220,20250225
100,1004643,09023318,BOM000067,9018,ST,20231221,20231225
100,1004644,23736975,BOM000081,5492,ST,20240718,20240721
100,1004645,47311802,BOM000054,2114,ST,20241011,20241016
100,1004646,67625069,BOM000112,9318,ST,20250720,20250725
100,1004647,48697685,BOM000077,263,ST,20230501,20230502
100,1004648,19192560,BOM000077,3346,ST,20251124,20251125
100,1004649,89652492,BOM000148,5309,ST,20230313,20230315
100,1004650,61526625,BOM000109,5767,ST,20230706,20230710
100,1004651,48022659,BOM000013,2044,ST,20250812,20250813
100,1004652,53056861,BOM000122,389,ST,20240702,20240706
100,1004653,76762135,BOM000060,1043,ST,20230223,20230227
100,1004654,77345312,BOM000076,2177,ST,20250502,20250503
100,1004655,89759964,BOM000019,6315,ST,20230921,20230925
100,1004656,12160272,BOM000063,7817,ST,20240415,20240420
100,1004657,07354656,BOM000105,4506,ST,20230216,20230221
100,1004658,09094804,BOM000049,5455,ST,20220403,20220405
100,1004659,10551073,BOM000045,701,ST,20221229,20230101
100,1004660,34812998,BOM000067,7157,ST,20231124,20231129
100,1004661,40836544,BOM000157,2840,ST,20221124,20221126
100,1004662,24815942,BOM000103,6774,ST,20231224,20231228
100,1004663,67202391,BOM000112,2594,ST,20230307,20230311
100,1004664,80874011,BOM000051,7174,ST,20231230,20240102
100,1004665,19747712,BOM000043,6039,ST,20250708,20250713
100,1004666,85315858,BOM000085,1821,ST,20250717,20250718
100,1004667,54963823,BOM000105,9628,ST,20240116,20240119
100,1004668,43882282,BOM000036,4442,ST,20241115,20241116
100,1004669,81490119,BOM000097,5386,ST,20221109,20221112
100,1004670,75913772,BOM000033,2582,ST,20250610,20250611
100,1004671,88965891,BOM000005,8806,ST,20240422,20240427
100,1004672,94095270,BOM000012,4507,ST,20231017,20231019
100,1004673,92961142,BOM000025,4094,ST,20220313,20220314
100,1004674,84705679,BOM000051,7569,ST,20251217,20251221
100,1004675,65281316,BOM000157,1051,ST,20220127,20220129
100,1004676,29932697,BOM000076,1121,ST,20221222,20221226
100,1004677,98772489,BOM000130,6301,ST,20240409,20240414
100,1004678,87139678,BOM000018,6417,ST,20220925,20220930
100,1004679,03536959,BOM000104,5169,ST,20230219,20230224
100,1004680,31584042,BOM000108,5831,ST,20221121,20221125
100,1004681,91914552,BOM000071,3648,ST,20220525,20220527
100,1004682,20517767,BOM000064,8393,ST,20220921,20220923
100,1004683,70979828,BOM000078,1316,ST,20240512,20240513
100,1004684,81568908,BOM000075,2151,ST,20240702,20240706
100,1004685,14093330,BOM000070,9936,ST,20240518,20240523
100,1004686,76975305,BOM000023,3085,ST,20231017,20231020
100,1004687,47050031,BOM000052,2178,ST,20221019,20221022
100,1004688,38826701,BOM000003,2435,ST,20220908,20220911
100,1004689,97099207,BOM000103,261,ST,20231021,20231024
100,1004690,26110594,BOM000099,5201,ST,20250318,20250322
100,1004691,77012407,BOM000093,3084,ST,20230916,20230921
100,1004692,45421363,BOM000097,1543,ST,20250119,20250120
100,1004693,62322745,BOM000144,5047,ST,20221116,20221119
100,1004694,71342125,BOM000127,3790,ST,20221005,20221009
100,1004695,63745039,BOM000111,1549,ST,20240119,20240123
100,1004696,22467100,BOM000133,3894,ST,20230901,20230902
100,1004697,60934868,BOM000030,4373,ST,20230529,20230602
100,1004698,08998264,BOM000117,193,ST,20251111,20251114
100,1004699,74899725,BOM000124,9061,ST,20230209,20230213
100,1004700,80174174,BOM000018,6859,ST,20240524,20240525
100,1004701,34195257,BOM000115,4663,ST,20221225,20221228
100,1004702,03843204,BOM000128,9442,ST,20230110,20230111
100,1004703,21569416,BOM000071,2225,ST,20250704,20250709
100,1004704,54872523,BOM000151,8727,ST,20220708,20220711
100,1004705,37807906,BOM000142,235,ST,20220307,20220308
100,1004706,49134889,BOM000136,139,ST,20241113,20241114
100,1004707,25103380,BOM000133,2576,ST,20240412,20240416
100,1004708,64028841,BOM000058,1472,ST,20220113,20220115
100,1004709,49908745,BOM000126,3792,ST,20220130,20220201
100,1004710,40823204,BOM000094,9186,ST,20221224,20221228
100,1004711,60850873,BOM000111,7934,ST,20230515,20230516
100,1004712,66404976,BOM000030,1425,ST,20251220,20251221
100,1004713,39881434,BOM000105,3564,ST,20221110,20221114
100,1004714,44450668,BOM000072,9056,ST,20241219,20241222
100,1004715,41714174,BOM000130,4787,ST,20230409,20230410
100,1004716,41507442,BOM000072,10000,ST,20220611,20220616
100,1004717,31417911,BOM000144,3850,ST,20231116,20231119
100,1004718,80677936,BOM000002,4790,ST,20250417,20250419
100,1004719,78346422,BOM000015,870,ST,20220917,20220918
100,1004720,96433318,BOM000063,2387,ST,20240110,20240115
100,1004721,21256821,BOM000150,808,ST,20251127,20251129
100,1004722,11015454,BOM000137,431,ST,20260102,20260106
100,1004723,34464501,BOM000011,2206,ST,20230520,20230525
100,1004724,83130650,BOM000042,9909,ST,20230904,20230908
100,1004725,78449527,BOM000047,3364,ST,20220909,20220910
100,1004726,21868838,BOM000044,471,ST,20240503,20240507
100,1004727,91710569,BOM000034,2586,ST,20220614,20220615
100,1004728,43643657,BOM000147,2727,ST,20230806,20230808
100,1004729,79867506,BOM000030,6294,ST,20260103,20260104
100,1004730,36835943,BOM000146,1537,ST,20230822,20230824
100,1004731,63441187,BOM000087,6598,ST,20240422,20240425
100,1004732,84610517,BOM000128,9794,ST,20220408,20220410
100,1004733,80457174,BOM000004,3219,ST,20230609,20230612
100,1004734,54586958,BOM000124,1281,ST,20230329,20230401
100,1004735,91059778,BOM000141,5346,ST,20250523,20250527
100,1004736,61602389,BOM000004,2127,ST,20230503,20230507
100,1004737,79060761,BOM000077,9627,ST,20240830,20240831
100,1004738,93107166,BOM000163,6906,ST,20221204,20221209
100,1004739,13347354,BOM000110,5900,ST,20231019,20231022
100,1004740,22539412,BOM000055,2357,ST,20240319,20240320
100,1004741,47661124,BOM000035,543,ST,20240113,20240114
100,1004742,54611260,BOM000004,4474,ST,20240202,20240205
100,1004743,53744133,BOM000141,8794,ST,20241009,20241011
100,1004744,51381128,BOM000051,6890,ST,20230104,20230107
100,1004745,61753686,BOM000004,3159,ST,20230923,20230927
100,1004746,77266005,BOM000142,6815,ST,20240101,20240106
100,1004747,62447741,BOM000070,253,ST,20250805,20250806
100,1004748,98163792,BOM000097,3771,ST,20230917,20230920
100,1004749,59393053,BOM000125,7516,ST,20230427,20230501
100,1004750,25110591,BOM000045,8727,ST,20230630,20230701
100,1004751,01171235,BOM000047,8456,ST,20231017,20231022
100,1004752,53273488,BOM000158,8374,ST,20250107,20250109
100,1004753,77586458,BOM000118,5304,ST,20241104,20241108
100,1004754,42855824,BOM000046,8764,ST,20251008,20251013
100,1004755,86584337,BOM000057,8638,ST,20220603,20220607
100,1004756,69412512,BOM000037,592,ST,20240515,20240519
100,1004757,28660919,BOM000103,6760,ST,20240307,20240308
100,1004758,48335166,BOM000024,8943,ST,20251111,20251115
100,1004759,14147350,BOM000149,8667,ST,20241029,20241102
100,1004760,62615982,BOM000117,9811,ST,20230920,20230923
100,1004761,58188919,BOM000126,6596,ST,20230217,20230220
100,1004762,65601132,BOM000103,1656,ST,20230123,20230128
100,1004763,77217293,BOM000154,6368,ST,20220702,20220707
100,1004764,47929232,BOM000080,7981,ST,20220109,20220114
100,1004765,98474181,BOM000044,9195,ST,20240829,20240903
100,1004766,46441243,BOM000028,5757,ST,20231128,20231201
100,1004767,96971323,BOM000010,5898,ST,20230814,20230816
100,1004768,10680442,BOM000005,9332,ST,20221027,20221031
100,1004769,13149890,BOM000040,1454,ST,20250302,20250307
100,1004770,14734319,BOM000094,8997,ST,20220807,20220809
100,1004771,12029944,BOM000147,6196,ST,20240309,20240311
100,1004772,94929175,BOM000062,9025,ST,20231006,20231009
100,1004773,31895001,BOM000094,4795,ST,20221007,20221009
100,1004774,79692373,BOM000019,2740,ST,20220424,20220426
100,1004775,47932871,BOM000107,8085,ST,20240417,20240421
100,1004776,58845872,BOM000055,2511,ST,20230228,20230304
100,1004777,78717795,BOM000050,9535,ST,20250922,20250927
100,1004778,21762456,BOM000098,7568,ST,20250218,20250220
100,1004779,76358041,BOM000120,8484,ST,20250214,20250219
100,1004780,78318910,BOM000111,5591,ST,20231227,20240101
100,1004781,09926380,BOM000004,7459,ST,20250412,20250415
100,1004782,96636293,BOM000111,4868,ST,20221009,20221011
100,1004783,15904940,BOM000001,7429,ST,20230228,20230302
100,1004784,10820109,BOM000137,5325,ST,20220827,20220830
100,1004785,83047008,BOM000053,7438,ST,20220517,20220519
100,1004786,90791801,BOM000135,1666,ST,20220402,20220405
100,1004787,37944408,BOM000072,8708,ST,20221203,20221204
100,1004788,64581625,BOM000033,3681,ST,20220818,20220822
100,1004789,77402602,BOM000122,3681,ST,20251212,20251213
100,1004790,35142080,BOM000097,4475,ST,20230222,20230223
100,1004791,96542320,BOM000001,7672,ST,20251114,20251119
100,1004792,96431534,BOM000018,5427,ST,20251103,20251106
100,1004793,80227372,BOM000069,3206,ST,20251229,20260102
100,1004794,08429898,BOM000009,2690,ST,20220828,20220829
100,1004795,52939165,BOM000137,6816,ST,20220624,20220628
100,1004796,01542824,BOM000062,9242,ST,20230617,20230621
100,1004797,54356084,BOM000045,8427,ST,20251030,20251103
100,1004798,05899153,BOM000091,1623,ST,20220929,20221001
100,1004799,81845194,BOM000008,4263,ST,20240517,20240518
100,1004800,67698580,BOM000040,7443,ST,20231011,20231013
100,1004801,87428242,BOM000129,2963,ST,20251106,20251107
100,1004802,14546715,BOM000049,8916,ST,20231009,20231010
100,1004803,27039825,BOM000069,6773,ST,20240524,20240526
100,1004804,99938648,BOM000075,6327,ST,20251101,20251104
100,1004805,79559144,BOM000060,5676,ST,20240310,20240314
100,1004806,99268190,BOM000152,5236,ST,20220611,20220612
100,1004807,36242966,BOM000088,8642,ST,20250603,20250606
100,1004808,91952409,BOM000146,4513,ST,20240811,20240813
100,1004809,94593283,BOM000090,9153,ST,20230910,20230914
100,1004810,81198422,BOM000072,524,ST,20250525,20250527
100,1004811,86915111,BOM000070,6014,ST,20220411,20220414
100,1004812,91002729,BOM000037,7514,ST,20250108,20250113
100,1004813,82279945,BOM000093,6312,ST,20221015,20221016
100,1004814,27315225,BOM000098,4678,ST,20250927,20250930
100,1004815,89444526,BOM000062,2637,ST,20230131,20230201
100,1004816,05230554,BOM000015,4543,ST,20220617,20220619
100,1004817,55132399,BOM000086,4215,ST,20220305,20220310
100,1004818,69591261,BOM000100,4847,ST,20240621,20240626
100,1004819,45341143,BOM000039,8006,ST,20241222,20241227
100,1004820,20904479,BOM000075,4311,ST,20220628,20220630
100,1004821,23757893,BOM000098,2762,ST,20240426,20240428
100,1004822,21153327,BOM000091,3392,ST,20220329,20220401
100,1004823,65583134,BOM000059,2431,ST,20230330,20230402
100,1004824,37233278,BOM000069,948,ST,20240221,20240224
100,1004825,48749956,BOM000090,2458,ST,20240805,20240809
100,1004826,91056671,BOM000149,4136,ST,20221130,20221201
100,1004827,26968926,BOM000075,6147,ST,20220628,20220702
100,1004828,25315397,BOM000045,6799,ST,20221215,20221217
100,1004829,21579083,BOM000144,6482,ST,20251110,20251114
100,1004830,93997590,BOM000099,7462,ST,20230705,20230706
100,1004831,78181728,BOM000060,2024,ST,20240706,20240707
100,1004832,37557944,BOM000114,9669,ST,20251130,20251203
100,1004833,37480955,BOM000111,6938,ST,20220701,20220702
100,1004834,47055878,BOM000002,8718,ST,20251119,20251122
100,1004835,88034735,BOM000101,856,ST,20240130,20240204
100,1004836,14919557,BOM000018,3495,ST,20220223,20220227
100,1004837,32773652,BOM000149,6028,ST,20220630,20220701
100,1004838,09163493,BOM000111,7364,ST,20250226,20250303
100,1004839,11906987,BOM000140,6412,ST,20221110,20221113
100,1004840,71103324,BOM000143,3869,ST,20220721,20220723
100,1004841,96407431,BOM000036,6837,ST,20230121,20230124
100,1004842,94145056,BOM000160,5031,ST,20230501,20230503
100,1004843,04333662,BOM000143,488,ST,20250509,20250511
100,1004844,68335636,BOM000124,9914,ST,20250628,20250702
100,1004845,55264349,BOM000109,4851,ST,20220126,20220129
100,1004846,34085240,BOM000080,6286,ST,20231013,20231018
100,1004847,08869855,BOM000110,9636,ST,20231121,20231124
100,1004848,07198991,BOM000082,6493,ST,20250327,20250401
100,1004849,17879625,BOM000160,8566,ST,20230908,20230912
100,1004850,44643137,BOM000055,6114,ST,20240612,20240614
100,1004851,47200422,BOM000038,3379,ST,20230911,20230913
100,1004852,75161937,BOM000026,6189,ST,20231031,20231104
100,1004853,77120165,BOM000070,1689,ST,20251111,20251115
100,1004854,22276880,BOM000016,3084,ST,20221119,20221121
100,1004855,61267446,BOM000066,8657,ST,20220927,20221001
100,1004856,30724647,BOM000106,9112,ST,20221212,20221217
100,1004857,58640920,BOM000048,3073,ST,20240303,20240304
100,1004858,95037841,BOM000158,5738,ST,20250519,20250524
100,1004859,61176232,BOM000066,6052,ST,20220524,20220526
100,1004860,72765079,BOM000010,6585,ST,20250509,20250514
100,1004861,07851992,BOM000151,6768,ST,20240408,20240410
100,1004862,03752472,BOM000082,7496,ST,20230227,20230302
100,1004863,48923304,BOM000077,5997,ST,20250506,20250511
100,1004864,44217897,BOM000078,9556,ST,20230905,20230910
100,1004865,76189534,BOM000001,6346,ST,20250720,20250723
100,1004866,45106363,BOM000050,901,ST,20220128,20220202
100,1004867,66983084,BOM000134,4069,ST,20230903,20230906
100,1004868,52217566,BOM000145,9987,ST,20230319,20230320
100,1004869,44694842,BOM000128,5375,ST,20240920,20240923
100,1004870,31338031,BOM000087,5670,ST,20221122,20221123
100,1004871,99411003,BOM000099,9247,ST,20251209,20251214
100,1004872,40417814,BOM000061,2071,ST,20250101,20250103
100,1004873,89269460,BOM000023,4633,ST,20221025,20221027
100,1004874,60758506,BOM000016,4999,ST,20230529,20230603
100,1004875,66532096,BOM000060,2263,ST,20240618,20240623
100,1004876,55586629,BOM000152,1595,ST,20220617,20220620
100,1004877,68334041,BOM000100,8796,ST,20230807,20230810
100,1004878,63365876,BOM000016,3390,ST,20250601,20250602
100,1004879,71561338,BOM000136,5765,ST,20240513,20240514
100,1004880,24313247,BOM000027,4496,ST,20251204,20251206
100,1004881,66881037,BOM000058,9904,ST,20250107,20250109
100,1004882,18609792,BOM000157,6414,ST,20250817,20250819
100,1004883,24666132,BOM000046,6562,ST,20220520,20220522
100,1004884,03371624,BOM000124,2435,ST,20230128,20230130
100,1004885,67846131,BOM000080,2843,ST,20250930,20251004
100,1004886,15198386,BOM000155,465,ST,20230223,20230226
100,1004887,90637292,BOM000078,5172,ST,20250407,20250412
100,1004888,91167740,BOM000123,3295,ST,20220605,20220610
100,1004889,23746672,BOM000088,1460,ST,20221113,20221117
100,1004890,34486347,BOM000116,9926,ST,20220805,20220807
100,1004891,60463843,BOM000004,6495,ST,20251204,20251205
100,1004892,90644056,BOM000144,8473,ST,20240705,20240709
100,1004893,65789859,BOM000126,7011,ST,20220927,20220929
100,1004894,96568268,BOM000052,5629,ST,20250921,20250922
100,1004895,79412794,BOM000023,6854,ST,20240827,20240828
100,1004896,34994772,BOM000092,5856,ST,20240508,20240512
100,1004897,06755815,BOM000113,2737,ST,20220325,20220329
100,1004898,96754882,BOM000111,4323,ST,20241126,20241127
100,1004899,30841855,BOM000075,2703,ST,20250408,20250409
100,1004900,38066660,BOM000136,4990,ST,20230906,20230907
100,1004901,17329149,BOM000023,6306,ST,20251025,20251026
100,1004902,13573079,BOM000031,2403,ST,20230605,20230610
100,1004903,15600979,BOM000007,3590,ST,20240201,20240205
100,1004904,24678298,BOM000047,2660,ST,20250125,20250126
100,1004905,69670940,BOM000115,6276,ST,20240711,20240716
100,1004906,69238861,BOM000095,8113,ST,20251116,20251117
100,1004907,70831942,BOM000026,1363,ST,20220725,20220727
100,1004908,52121251,BOM000139,9621,ST,20240904,20240909
100,1004909,23042972,BOM000076,4889,ST,20221018,20221021
100,1004910,52078600,BOM000160,9766,ST,20241217,20241221
100,1004911,53213459,BOM000161,7457,ST,20230724,20230729
100,1004912,76561000,BOM000152,2446,ST,20240726,20240728
100,1004913,22040829,BOM000004,2862,ST,20231225,20231230
100,1004914,11879225,BOM000002,6773,ST,20240219,20240224
100,1004915,33839363,BOM000019,9313,ST,20230717,20230720
100,1004916,07347661,BOM000022,4354,ST,20220327,20220331
100,1004917,31874252,BOM000079,7428,ST,20230712,20230715
100,1004918,66804849,BOM000057,6811,ST,20251114,20251119
100,1004919,61178772,BOM000027,2542,ST,20230920,20230921
100,1004920,40183536,BOM000102,4880,ST,20231022,20231027
100,1004921,40305594,BOM000096,8699,ST,20220409,20220410
100,1004922,69669173,BOM000089,7432,ST,20230104,20230105
100,1004923,07819510,BOM000103,6672,ST,20250118,20250120
100,1004924,43398458,BOM000026,2555,ST,20221211,20221215
100,1004925,89442444,BOM000130,1077,ST,20240803,20240804
100,1004926,56386018,BOM000021,627,ST,20240809,20240812
100,1004927,16630304,BOM000091,5412,ST,20250406,20250410
100,1004928,52397861,BOM000066,2013,ST,20241231,20250104
100,1004929,37697120,BOM000123,5722,ST,20220726,20220728
100,1004930,81150343,BOM000111,4468,ST,20250906,20250911
100,1004931,31466426,BOM000035,5506,ST,20231007,20231010
100,1004932,07396026,BOM000049,7203,ST,20250505,20250507
100,1004933,27304041,BOM000144,480,ST,20240104,20240107
100,1004934,32868282,BOM000055,4118,ST,20221213,20221216
100,1004935,75192645,BOM000057,9916,ST,20250810,20250813
100,1004936,79557494,BOM000055,5483,ST,20220704,20220706
100,1004937,08271568,BOM000048,5879,ST,20230115,20230116
100,1004938,89542077,BOM000044,9802,ST,20240424,20240428
100,1004939,49577755,BOM000079,9907,ST,20221211,20221212
100,1004940,05255558,BOM000067,6491,ST,20240202,20240206
100,1004941,91012366,BOM000028,381,ST,20250331,20250403
100,1004942,25123313,BOM000010,7892,ST,20250324,20250328
100,1004943,46200980,BOM000160,425,ST,20240106,20240109
100,1004944,20433937,BOM000102,8377,ST,20240130,20240203
100,1004945,20934824,BOM000020,9106,ST,20250208,20250211
100,1004946,45140258,BOM000079,2576,ST,20220416,20220419
100,1004947,57407890,BOM000104,1682,ST,20230513,20230516
100,1004948,59909022,BOM000058,7122,ST,20240115,20240118
100,1004949,07523607,BOM000055,6865,ST,20240927,20240928
100,1004950,76474020,BOM000067,9689,ST,20240109,20240110
100,1004951,60880606,BOM000126,320,ST,20220511,20220514
100,1004952,41247041,BOM000043,8536,ST,20231223,20231227
100,1004953,34352621,BOM000075,6386,ST,20230517,20230519
100,1004954,94618773,BOM000108,9416,ST,20220907,20220909
100,1004955,86435006,BOM000072,8185,ST,20230729,20230730
100,1004956,90582570,BOM000006,9308,ST,20230907,20230908
100,1004957,66693550,BOM000156,6366,ST,20240426,20240429
100,1004958,60358046,BOM000097,8969,ST,20230801,20230802
100,1004959,17523649,BOM000136,6122,ST,20230802,20230805
100,1004960,27149371,BOM000069,2734,ST,20241005,20241010
100,1004961,00492896,BOM000111,3251,ST,20241210,20241211
100,1004962,29436866,BOM000150,744,ST,20230117,20230119
100,1004963,87198120,BOM000143,1327,ST,20251115,20251117
100,1004964,98176313,BOM000132,6617,ST,20220513,20220515
100,1004965,51266371,BOM000123,1149,ST,20230126,20230129
100,1004966,65725270,BOM000077,5073,ST,20220801,20220805
100,1004967,42167425,BOM000161,591,ST,20250426,20250430
100,1004968,41405606,BOM000039,7359,ST,20240313,20240316
100,1004969,53932098,BOM000142,2863,ST,20231203,20231204
100,1004970,16971543,BOM000048,6871,ST,20251013,20251014
100,1004971,78816287,BOM000007,4952,ST,20250526,20250528
100,1004972,61732591,BOM000045,4879,ST,20250621,20250622
100,1004973,69263645,BOM000001,1834,ST,20240825,20240830
100,1004974,43036586,BOM000077,6876,ST,20250207,20250211
100,1004975,20684318,BOM000090,2391,ST,20230609,20230611
100,1004976,17660754,BOM000079,6292,ST,20250724,20250725
100,1004977,87323574,BOM000144,2282,ST,20250814,20250815
100,1004978,36268831,BOM000099,7775,ST,20241008,20241009
100,1004979,21251104,BOM000125,1997,ST,20250408,20250413
100,1004980,99636855,BOM000105,1465,ST,20230711,20230716
100,1004981,05576175,BOM000091,5433,ST,20221203,20221208
100,1004982,59154681,BOM000086,2674,ST,20230510,20230513
100,1004983,32539260,BOM000149,6511,ST,20220606,20220611
