MANDT,BUKRS,LIFNR,UMSKS,AUGDT,AUGBL,GJAHR,BELNR,DMBTR,WAERS
100,1000,0000000098,,20240212,0010000754,2023,0010000754,4229.96,EUR
100,2000,0000000195,,20240710,0010000755,2024,0010000755,3204.19,EUR
100,1000,0000000075,,20230418,0010000756,2023,0010000756,2052.98,EUR
100,2000,0000000124,,20240710,0010000757,2024,0010000757,205.13,EUR
100,1000,0000000188,,20221227,0010000758,2023,0010000758,184.03,EUR
100,2000,0000000095,,20240619,0010000759,2024,0010000759,895.27,EUR
100,1000,0000000048,,20220113,0010000760,2023,0010000760,1096.83,EUR
100,2000,0000000078,,20230622,0010000761,2024,0010000761,1712.38,EUR
100,1000,0000000124,,20220208,0010000762,2023,0010000762,4102.08,EUR
100,2000,0000000109,,20230718,0010000763,2024,0010000763,3089.77,EUR
100,1000,0000000038,,20230419,0010000764,2023,0010000764,2236.35,EUR
100,2000,0000000119,,20231003,0010000765,2024,0010000765,1272.09,EUR
100,1000,0000000123,,20241111,0010000766,2023,0010000766,3184.25,EUR
100,2000,0000000054,,20241211,0010000767,2024,0010000767,4450.49,EUR
100,1000,0000000053,,20230321,0010000768,2023,0010000768,135.91,EUR
100,2000,0000000089,,20231021,0010000769,2024,0010000769,1193.65,EUR
100,1000,0000000116,,20220320,0010000770,2023,0010000770,3506.54,EUR
100,2000,0000000194,,20220201,0010000771,2024,0010000771,4253.78,EUR
100,1000,0000000008,,20231121,0010000772,2023,0010000772,3091.11,EUR
100,2000,0000000051,,20240915,0010000773,2024,0010000773,3577.96,EUR
100,1000,0000000091,,20230601,0010000774,2023,0010000774,3618.47,EUR
100,2000,0000000061,,20231017,0010000775,2024,0010000775,1468.25,EUR
100,1000,0000000037,,20220709,0010000776,2023,0010000776,3901.45,EUR
100,2000,0000000027,,20220208,0010000777,2024,0010000777,2716.55,EUR
100,1000,0000000002,,20230111,0010000778,2023,0010000778,819.31,EUR
100,2000,0000000106,,20220918,0010000779,2024,0010000779,3232.12,EUR
100,1000,0000000086,,20220306,0010000780,2023,0010000780,4541.96,EUR
100,2000,0000000103,,20221225,0010000781,2024,0010000781,185.11,EUR
100,1000,0000000194,,20220208,0010000782,2023,0010000782,4089.95,EUR
100,2000,0000000186,,20220726,0010000783,2024,0010000783,4671.32,EUR
100,1000,0000000154,,20240406,0010000784,2023,0010000784,4765.71,EUR
100,2000,0000000188,,20221101,0010000785,2024,0010000785,3431.71,EUR
100,1000,0000000088,,20241118,0010000786,2023,0010000786,1880.21,EUR
100,2000,0000000140,,20221113,0010000787,2024,0010000787,2584.0,EUR
100,1000,0000000005,,20230207,0010000788,2023,0010000788,3911.13,EUR
100,2000,0000000167,,20230713,0010000789,2024,0010000789,4111.04,EUR
100,1000,0000000044,,20220521,0010000790,2023,0010000790,3317.63,EUR
100,2000,0000000172,,20220309,0010000791,2024,0010000791,1467.54,EUR
100,1000,0000000095,,20241208,0010000792,2023,0010000792,1094.35,EUR
100,2000,0000000051,,20230315,0010000793,2024,0010000793,1275.12,EUR
100,1000,0000000098,,20230430,0010000794,2023,0010000794,481.05,EUR
100,2000,0000000152,,20240126,0010000795,2024,0010000795,2389.76,EUR
100,1000,0000000100,,20240329,0010000796,2023,0010000796,944.62,EUR
100,2000,0000000191,,20230318,0010000797,2024,0010000797,3299.15,EUR
100,1000,0000000130,,20240504,0010000798,2023,0010000798,3408.7,EUR
100,2000,0000000200,,20230203,0010000799,2024,0010000799,2099.33,EUR
100,1000,0000000121,,20221109,0010000800,2023,0010000800,1440.18,EUR
100,2000,0000000146,,20231001,0010000801,2024,0010000801,2115.95,EUR
100,1000,0000000025,,20230420,0010000802,2023,0010000802,2339.17,EUR
100,2000,0000000031,,20220711,0010000803,2024,0010000803,2227.65,EUR
100,1000,0000000037,,20230320,0010000804,2023,0010000804,1981.69,EUR
100,2000,0000000029,,20240109,0010000805,2024,0010000805,4790.54,EUR
100,1000,0000000102,,20241219,0010000806,2023,0010000806,1581.44,EUR
100,2000,0000000011,,20221103,0010000807,2024,0010000807,1303.96,EUR
100,1000,0000000138,,20220417,0010000808,2023,0010000808,928.56,EUR
100,2000,0000000052,,20221201,0010000809,2024,0010000809,1902.39,EUR
100,1000,0000000137,,20230314,0010000810,2023,0010000810,4670.39,EUR
100,2000,0000000087,,20230207,0010000811,2024,0010000811,3252.88,EUR
100,1000,0000000108,,20241125,0010000812,2023,0010000812,3144.56,EUR
100,2000,0000000110,,20231024,0010000813,2024,0010000813,3504.14,EUR
100,1000,0000000152,,20220926,0010000814,2023,0010000814,3943.35,EUR
100,2000,0000000026,,20230612,0010000815,2024,0010000815,3452.84,EUR
100,1000,0000000170,,20230804,0010000816,2023,0010000816,4275.97,EUR
100,2000,0000000117,,20240209,0010000817,2024,0010000817,1504.98,EUR
100,1000,0000000113,,20230222,0010000818,2023,0010000818,3188.49,EUR
100,2000,0000000028,,20230612,0010000819,2024,0010000819,4701.03,EUR
100,1000,0000000107,,20240103,0010000820,2023,0010000820,224.74,EUR
100,2000,0000000171,,20241228,0010000821,2024,0010000821,3876.8,EUR
100,1000,0000000163,,20240518,0010000822,2023,0010000822,3990.11,EUR
100,2000,0000000128,,20220302,0010000823,2024,0010000823,1753.64,EUR
100,1000,0000000049,,20240413,0010000824,2023,0010000824,889.27,EUR
100,2000,0000000129,,20240702,0010000825,2024,0010000825,863.12,EUR
100,1000,0000000080,,20230311,0010000826,2023,0010000826,3400.48,EUR
100,2000,0000000032,,20230813,0010000827,2024,0010000827,2185.49,EUR
100,1000,0000000031,,20220812,0010000828,2023,0010000828,3466.32,EUR
100,2000,0000000177,,20220712,0010000829,2024,0010000829,633.17,EUR
100,1000,0000000129,,20220827,0010000830,2023,0010000830,2893.43,EUR
100,2000,0000000121,,20221130,0010000831,2024,0010000831,3885.0,EUR
100,1000,0000000190,,20240927,0010000832,2023,0010000832,1498.59,EUR
100,2000,0000000021,,20220609,0010000833,2024,0010000833,538.76,EUR
100,1000,0000000123,,20231231,0010000834,2023,0010000834,3207.91,EUR
100,2000,0000000197,,20221012,0010000835,2024,0010000835,2074.28,EUR
100,1000,0000000134,,20230823,0010000836,2023,0010000836,3747.45,EUR
100,2000,0000000098,,20220216,0010000837,2024,0010000837,2024.26,EUR
100,1000,0000000029,,20240912,0010000838,2023,0010000838,4227.43,EUR
100,2000,0000000079,,20220527,0010000839,2024,0010000839,824.69,EUR
100,1000,0000000028,,20240915,0010000840,2023,0010000840,4783.27,EUR
100,2000,0000000129,,20220612,0010000841,2024,0010000841,3901.0,EUR
100,1000,0000000080,,20220915,0010000842,2023,0010000842,1365.6,EUR
100,2000,0000000136,,20230211,0010000843,2024,0010000843,1597.82,EUR
100,1000,0000000088,,20240307,0010000844,2023,0010000844,3601.7,EUR
100,2000,0000000058,,20240426,0010000845,2024,0010000845,1700.13,EUR
100,1000,0000000197,,20220615,0010000846,2023,0010000846,1976.35,EUR
100,2000,0000000183,,20240724,0010000847,2024,0010000847,3970.01,EUR
100,1000,0000000130,,20240927,0010000848,2023,0010000848,1062.58,EUR
100,2000,0000000010,,20230303,0010000849,2024,0010000849,4978.13,EUR
100,1000,0000000171,,20220203,0010000850,2023,0010000850,2448.38,EUR
100,2000,0000000090,,20220708,0010000851,2024,0010000851,2016.62,EUR
100,1000,0000000023,,20231130,0010000852,2023,0010000852,2935.75,EUR
100,2000,0000000015,,20241202,0010000853,2024,0010000853,4527.8,EUR
100,1000,0000000086,,20240526,0010000854,2023,0010000854,2496.38,EUR
100,2000,0000000147,,20231026,0010000855,2024,0010000855,608.27,EUR
100,1000,0000000079,,20241205,0010000856,2023,0010000856,3469.35,EUR
100,2000,0000000015,,20221028,0010000857,2024,0010000857,2072.91,EUR
100,1000,0000000097,,20240510,0010000858,2023,0010000858,3696.85,EUR
100,2000,0000000053,,20241121,0010000859,2024,0010000859,2386.78,EUR
100,1000,0000000018,,20241116,0010000860,2023,0010000860,442.35,EUR
100,2000,0000000026,,20240721,0010000861,2024,0010000861,1161.84,EUR
100,1000,0000000042,,20221111,0010000862,2023,0010000862,3214.92,EUR
100,2000,0000000157,,20220612,0010000863,2024,0010000863,3789.52,EUR
100,1000,0000000097,,20220517,0010000864,2023,0010000864,1519.55,EUR
100,2000,0000000011,,20240222,0010000865,2024,0010000865,3400.83,EUR
100,1000,0000000140,,20220326,0010000866,2023,0010000866,1631.45,EUR
100,2000,0000000002,,20220428,0010000867,2024,0010000867,2763.07,EUR
100,1000,0000000093,,20220503,0010000868,2023,0010000868,2368.85,EUR
100,2000,0000000117,,20220618,0010000869,2024,0010000869,2480.46,EUR
100,1000,0000000128,,20230819,0010000870,2023,0010000870,2482.16,EUR
100,2000,0000000033,,20220601,0010000871,2024,0010000871,4057.77,EUR
100,1000,0000000060,,20230802,0010000872,2023,0010000872,4078.98,EUR
100,2000,0000000127,,20220915,0010000873,2024,0010000873,156.11,EUR
100,1000,0000000008,,20220131,0010000874,2023,0010000874,970.68,EUR
100,2000,0000000180,,20221031,0010000875,2024,0010000875,3260.18,EUR
100,1000,0000000048,,20220219,0010000876,2023,0010000876,483.78,EUR
100,2000,0000000127,,20240211,0010000877,2024,0010000877,609.95,EUR
100,1000,0000000086,,20221217,0010000878,2023,0010000878,4219.48,EUR
100,2000,0000000086,,20240503,0010000879,2024,0010000879,316.2,EUR
100,1000,0000000022,,20220426,0010000880,2023,0010000880,1185.6,EUR
100,2000,0000000019,,20241228,0010000881,2024,0010000881,1112.27,EUR
100,1000,0000000162,,20241115,0010000882,2023,0010000882,3634.67,EUR
100,2000,0000000025,,20241022,0010000883,2024,0010000883,143.37,EUR
100,1000,0000000112,,20230712,0010000884,2023,0010000884,3599.4,EUR
100,2000,0000000131,,20241017,0010000885,2024,0010000885,3125.32,EUR
100,1000,0000000013,,20220206,0010000886,2023,0010000886,4131.88,EUR
100,2000,0000000141,,20220726,0010000887,2024,0010000887,4041.0,EUR
100,1000,0000000080,,20230509,0010000888,2023,0010000888,402.15,EUR
100,2000,0000000168,,20220803,0010000889,2024,0010000889,4878.54,EUR
100,1000,0000000060,,20240304,0010000890,2023,0010000890,2903.36,EUR
100,2000,0000000133,,20230830,0010000891,2024,0010000891,2449.83,EUR
100,1000,0000000165,,20230102,0010000892,2023,0010000892,3060.3,EUR
100,2000,0000000054,,20241225,0010000893,2024,0010000893,848.53,EUR
100,1000,0000000139,,20230503,0010000894,2023,0010000894,3878.05,EUR
100,2000,0000000007,,20241225,0010000895,2024,0010000895,273.81,EUR
100,1000,0000000009,,20231121,0010000896,2023,0010000896,2250.47,EUR
100,2000,0000000147,,20220324,0010000897,2024,0010000897,467.01,EUR
100,1000,0000000045,,20230612,0010000898,2023,0010000898,4042.61,EUR
100,2000,0000000065,,20240215,0010000899,2024,0010000899,4071.41,EUR
100,1000,0000000098,,20220814,0010000900,2023,0010000900,2844.64,EUR
100,2000,0000000198,,20230815,0010000901,2024,0010000901,3975.82,EUR
100,1000,0000000196,,20220809,0010000902,2023,0010000902,528.81,EUR
100,2000,0000000165,,20230318,0010000903,2024,0010000903,1873.74,EUR
100,1000,0000000140,,20220813,0010000904,2023,0010000904,3287.39,EUR
100,2000,0000000050,,20221216,0010000905,2024,0010000905,1453.08,EUR
100,1000,0000000074,,20240403,0010000906,2023,0010000906,1323.62,EUR
100,2000,0000000154,,20240203,0010000907,2024,0010000907,4985.65,EUR
100,1000,0000000163,,20241014,0010000908,2023,0010000908,3986.15,EUR
100,2000,0000000052,,20230619,0010000909,2024,0010000909,2324.8,EUR
100,1000,0000000063,,20230819,0010000910,2023,0010000910,2021.73,EUR
100,2000,0000000177,,20240130,0010000911,2024,0010000911,4837.73,EUR
100,1000,0000000154,,20231104,0010000912,2023,0010000912,3765.49,EUR
100,2000,0000000149,,20220112,0010000913,2024,0010000913,227.8,EUR
100,1000,0000000104,,20240721,0010000914,2023,0010000914,2264.79,EUR
100,2000,0000000152,,20230524,0010000915,2024,0010000915,4971.07,EUR
100,1000,0000000108,,20230110,0010000916,2023,0010000916,613.27,EUR
100,2000,0000000145,,20241014,0010000917,2024,0010000917,3275.45,EUR
100,1000,0000000036,,20241008,0010000918,2023,0010000918,1063.34,EUR
100,2000,0000000157,,20220712,0010000919,2024,0010000919,2043.71,EUR
100,1000,0000000055,,20240922,0010000920,2023,0010000920,3412.88,EUR
100,2000,0000000137,,20220112,0010000921,2024,0010000921,2519.51,EUR
100,1000,0000000076,,20240619,0010000922,2023,0010000922,3274.89,EUR
100,2000,0000000009,,20221226,0010000923,2024,0010000923,198.92,EUR
100,1000,0000000101,,20241205,0010000924,2023,0010000924,3393.82,EUR
100,2000,0000000033,,20220526,0010000925,2024,0010000925,4985.96,EUR
100,1000,0000000012,,20230614,0010000926,2023,0010000926,516.01,EUR
100,2000,0000000172,,20231114,0010000927,2024,0010000927,1282.04,EUR
100,1000,0000000081,,20240531,0010000928,2023,0010000928,3267.51,EUR
100,2000,0000000105,,20231005,0010000929,2024,0010000929,3576.05,EUR
100,1000,0000000168,,20221210,0010000930,2023,0010000930,2414.25,EUR
100,2000,0000000024,,20240826,0010000931,2024,0010000931,154.74,EUR
100,1000,0000000121,,20220210,0010000932,2023,0010000932,1619.16,EUR
100,2000,0000000056,,20221118,0010000933,2024,0010000933,4392.75,EUR
100,1000,0000000013,,20240325,0010000934,2023,0010000934,3981.57,EUR
100,2000,0000000200,,20220125,0010000935,2024,0010000935,3436.83,EUR
100,1000,0000000176,,20231207,0010000936,2023,0010000936,4324.89,EUR
100,2000,0000000172,,20230901,0010000937,2024,0010000937,3683.16,EUR
100,1000,0000000081,,20240119,0010000938,2023,0010000938,2337.65,EUR
100,2000,0000000138,,20221102,0010000939,2024,0010000939,520.01,EUR
100,1000,0000000075,,20231115,0010000940,2023,0010000940,2839.74,EUR
100,2000,0000000135,,20230225,0010000941,2024,0010000941,3819.46,EUR
100,1000,0000000181,,20230604,0010000942,2023,0010000942,4106.93,EUR
100,2000,0000000099,,20230914,0010000943,2024,0010000943,3077.28,EUR
100,1000,0000000142,,20241021,0010000944,2023,0010000944,3891.35,EUR
100,2000,0000000042,,20230618,0010000945,2024,0010000945,4587.37,EUR
100,1000,0000000121,,20220527,0010000946,2023,0010000946,647.78,EUR
100,2000,0000000192,,20220310,0010000947,2024,0010000947,326.99,EUR
100,1000,0000000017,,20220427,0010000948,2023,0010000948,3834.85,EUR
100,2000,0000000109,,20240816,0010000949,2024,0010000949,1315.16,EUR
100,1000,0000000010,,20240818,0010000950,2023,0010000950,288.81,EUR
100,2000,0000000061,,20220323,0010000951,2024,0010000951,4708.89,EUR
100,1000,0000000063,,20220523,0010000952,2023,0010000952,3356.91,EUR
100,2000,0000000099,,20220410,0010000953,2024,0010000953,2741.99,EUR
100,1000,0000000028,,20230104,0010000954,2023,0010000954,3933.11,EUR
100,2000,0000000104,,20230425,0010000955,2024,0010000955,897.09,EUR
100,1000,0000000168,,20220310,0010000956,2023,0010000956,543.09,EUR
100,2000,0000000103,,20240807,0010000957,2024,0010000957,3944.41,EUR
100,1000,0000000063,,20220506,0010000958,2023,0010000958,565.68,EUR
100,2000,0000000040,,20240203,0010000959,2024,0010000959,4638.47,EUR
100,1000,0000000077,,20230424,0010000960,2023,0010000960,4858.62,EUR
100,2000,0000000131,,20230819,0010000961,2024,0010000961,1445.38,EUR
100,1000,0000000125,,20240228,0010000962,2023,0010000962,2645.27,EUR
100,2000,0000000171,,20220815,0010000963,2024,0010000963,2049.21,EUR
100,1000,0000000136,,20221102,0010000964,2023,0010000964,3778.42,EUR
100,2000,0000000044,,20230822,0010000965,2024,0010000965,4751.91,EUR
100,1000,0000000059,,20230423,0010000966,2023,0010000966,1109.81,EUR
100,2000,0000000186,,20230602,0010000967,2024,0010000967,2832.82,EUR
100,1000,0000000193,,20220213,0010000968,2023,0010000968,1602.75,EUR
100,2000,0000000058,,20220715,0010000969,2024,0010000969,3265.31,EUR
100,1000,0000000107,,20220525,0010000970,2023,0010000970,846.91,EUR
100,2000,0000000023,,20240116,0010000971,2024,0010000971,4807.02,EUR
100,1000,0000000043,,20241031,0010000972,2023,0010000972,167.07,EUR
100,2000,0000000195,,20240410,0010000973,2024,0010000973,1281.55,EUR
100,1000,0000000198,,20220712,0010000974,2023,0010000974,2790.73,EUR
100,2000,0000000163,,20240630,0010000975,2024,0010000975,1585.34,EUR
100,1000,0000000070,,20231019,0010000976,2023,0010000976,2047.19,EUR
100,2000,0000000169,,20241003,0010000977,2024,0010000977,2265.56,EUR
100,1000,0000000136,,20240118,0010000978,2023,0010000978,4660.56,EUR
100,2000,0000000103,,20221106,0010000979,2024,0010000979,4434.74,EUR
100,1000,0000000199,,20220317,0010000980,2023,0010000980,2813.51,EUR
100,2000,0000000099,,20221215,0010000981,2024,0010000981,3785.54,EUR
100,1000,0000000094,,20240624,0010000982,2023,0010000982,387.12,EUR
100,2000,0000000171,,20220805,0010000983,2024,0010000983,4568.43,EUR
100,1000,0000000153,,20240206,0010000984,2023,0010000984,1755.0,EUR
100,2000,0000000190,,20230315,0010000985,2024,0010000985,203.62,EUR
100,1000,0000000029,,20220916,0010000986,2023,0010000986,2845.52,EUR
100,2000,0000000031,,20230503,0010000987,2024,0010000987,3922.39,EUR
100,1000,0000000041,,20240625,0010000988,2023,0010000988,2451.55,EUR
100,2000,0000000069,,20230114,0010000989,2024,0010000989,4460.4,EUR
100,1000,0000000098,,20231214,0010000990,2023,0010000990,2758.92,EUR
100,2000,0000000190,,20221231,0010000991,2024,0010000991,1320.51,EUR
100,1000,0000000011,,20231020,0010000992,2023,0010000992,860.39,EUR
100,2000,0000000170,,20230509,0010000993,2024,0010000993,4420.31,EUR
100,1000,0000000136,,20240617,0010000994,2023,0010000994,2137.65,EUR
100,2000,0000000053,,20241011,0010000995,2024,0010000995,4524.8,EUR
100,1000,0000000079,,20240403,0010000996,2023,0010000996,982.29,EUR
100,2000,0000000141,,20241109,0010000997,2024,0010000997,3661.28,EUR
100,1000,0000000057,,20240923,0010000998,2023,0010000998,3424.01,EUR
100,2000,0000000140,,20241102,0010000999,2024,0010000999,4240.91,EUR
100,1000,0000000133,,20241017,0010001000,2023,0010001000,3418.59,EUR
100,2000,0000000108,,20230313,0010001001,2024,0010001001,4392.26,EUR
100,1000,0000000106,,20230821,0010001002,2023,0010001002,1279.16,EUR
100,2000,0000000115,,20220804,0010001003,2024,0010001003,4283.31,EUR
100,1000,0000000185,,20240701,0010001004,2023,0010001004,2902.17,EUR
100,2000,0000000105,,20220114,0010001005,2024,0010001005,1933.85,EUR
100,1000,0000000050,,20240526,0010001006,2023,0010001006,3120.71,EUR
100,2000,0000000030,,20240604,0010001007,2024,0010001007,284.46,EUR
100,1000,0000000025,,20220922,0010001008,2023,0010001008,4214.95,EUR
100,2000,0000000080,,20230526,0010001009,2024,0010001009,4129.91,EUR
100,1000,0000000163,,20241114,0010001010,2023,0010001010,4015.06,EUR
100,2000,0000000093,,20220730,0010001011,2024,0010001011,2902.09,EUR
100,1000,0000000066,,20221027,0010001012,2023,0010001012,1497.61,EUR
100,2000,0000000112,,20230519,0010001013,2024,0010001013,4408.32,EUR
100,1000,0000000087,,20220719,0010001014,2023,0010001014,1059.48,EUR
100,2000,0000000080,,20230401,0010001015,2024,0010001015,3231.93,EUR
100,1000,0000000097,,20240811,0010001016,2023,0010001016,459.72,EUR
100,2000,0000000043,,20221004,0010001017,2024,0010001017,1808.37,EUR
100,1000,0000000036,,20230903,0010001018,2023,0010001018,2580.49,EUR
100,2000,0000000099,,20240427,0010001019,2024,0010001019,747.86,EUR
100,1000,0000000032,,20220913,0010001020,2023,0010001020,2548.03,EUR
100,2000,0000000181,,20230218,0010001021,2024,0010001021,1983.28,EUR
100,1000,0000000178,,20240104,0010001022,2023,0010001022,4249.74,EUR
100,2000,0000000096,,20220727,0010001023,2024,0010001023,3777.02,EUR
100,1000,0000000186,,20230329,0010001024,2023,0010001024,1099.88,EUR
100,2000,0000000039,,20230707,0010001025,2024,0010001025,3831.29,EUR
100,1000,0000000158,,20230619,0010001026,2023,0010001026,4307.45,EUR
100,2000,0000000096,,20240530,0010001027,2024,0010001027,4530.42,EUR
100,1000,0000000067,,20230304,0010001028,2023,0010001028,1430.33,EUR
100,2000,0000000152,,20241024,0010001029,2024,0010001029,4494.9,EUR
100,1000,0000000104,,20221013,0010001030,2023,0010001030,2205.94,EUR
100,2000,0000000115,,20240206,0010001031,2024,0010001031,1551.19,EUR
100,1000,0000000063,,20220421,0010001032,2023,0010001032,1231.33,EUR
100,2000,0000000096,,20241208,0010001033,2024,0010001033,170.12,EUR
100,1000,0000000017,,20241112,0010001034,2023,0010001034,3934.24,EUR
100,2000,0000000053,,20230628,0010001035,2024,0010001035,4499.3,EUR
100,1000,0000000013,,20220720,0010001036,2023,0010001036,1075.54,EUR
100,2000,0000000163,,20240329,0010001037,2024,0010001037,2524.36,EUR
100,1000,0000000100,,20230816,0010001038,2023,0010001038,4099.82,EUR
100,2000,0000000149,,20240716,0010001039,2024,0010001039,1238.89,EUR
100,1000,0000000068,,20230525,0010001040,2023,0010001040,2279.98,EUR
100,2000,0000000191,,20221002,0010001041,2024,0010001041,1052.19,EUR
100,1000,0000000044,,20230913,0010001042,2023,0010001042,2840.09,EUR
100,2000,0000000121,,20241217,0010001043,2024,0010001043,2588.49,EUR
100,1000,0000000082,,20221207,0010001044,2023,0010001044,4620.93,EUR
100,2000,0000000066,,20240513,0010001045,2024,0010001045,1633.05,EUR
100,1000,0000000018,,20230910,0010001046,2023,0010001046,4448.99,EUR
100,2000,0000000140,,20221214,0010001047,2024,0010001047,4497.07,EUR
100,1000,0000000109,,20221012,0010001048,2023,0010001048,2938.26,EUR
100,2000,0000000049,,20230417,0010001049,2024,0010001049,1435.47,EUR
100,1000,0000000185,,20220518,0010001050,2023,0010001050,1072.29,EUR
100,2000,0000000196,,20230215,0010001051,2024,0010001051,3872.94,EUR
100,1000,0000000185,,20241209,0010001052,2023,0010001052,3257.11,EUR
100,2000,0000000067,,20241207,0010001053,2024,0010001053,2467.59,EUR
100,1000,0000000067,,20230101,0010001054,2023,0010001054,883.12,EUR
100,2000,0000000099,,20221124,0010001055,2024,0010001055,243.63,EUR
100,1000,0000000052,,20241125,0010001056,2023,0010001056,3637.17,EUR
100,2000,0000000143,,20240607,0010001057,2024,0010001057,1037.34,EUR
100,1000,0000000094,,20230926,0010001058,2023,0010001058,342.66,EUR
100,2000,0000000182,,20240314,0010001059,2024,0010001059,727.64,EUR
100,1000,0000000115,,20240423,0010001060,2023,0010001060,3380.71,EUR
100,2000,0000000029,,20240328,0010001061,2024,0010001061,1709.2,EUR
100,1000,0000000164,,20221207,0010001062,2023,0010001062,4030.8,EUR
100,2000,0000000022,,20220916,0010001063,2024,0010001063,4109.1,EUR
100,1000,0000000014,,20230109,0010001064,2023,0010001064,1009.84,EUR
100,2000,0000000110,,20240613,0010001065,2024,0010001065,3330.59,EUR
100,1000,0000000041,,20221222,0010001066,2023,0010001066,2903.54,EUR
100,2000,0000000116,,20221111,0010001067,2024,0010001067,2691.45,EUR
100,1000,0000000011,,20240804,0010001068,2023,0010001068,2274.7,EUR
100,2000,0000000017,,20230224,0010001069,2024,0010001069,1490.64,EUR
100,1000,0000000138,,20241205,0010001070,2023,0010001070,214.73,EUR
100,2000,0000000181,,20220421,0010001071,2024,0010001071,4861.48,EUR
100,1000,0000000106,,20231105,0010001072,2023,0010001072,3635.82,EUR
100,2000,0000000198,,20221029,0010001073,2024,0010001073,732.24,EUR
100,1000,0000000063,,20240805,0010001074,2023,0010001074,3395.81,EUR
100,2000,0000000097,,20241122,0010001075,2024,0010001075,2310.11,EUR
100,1000,0000000181,,20221017,0010001076,2023,0010001076,1523.26,EUR
100,2000,0000000021,,20230427,0010001077,2024,0010001077,2845.02,EUR
100,1000,0000000152,,20230515,0010001078,2023,0010001078,180.59,EUR
100,2000,0000000106,,20230131,0010001079,2024,0010001079,4026.3,EUR
100,1000,0000000134,,20220815,0010001080,2023,0010001080,4409.75,EUR
100,2000,0000000196,,20240719,0010001081,2024,0010001081,3717.53,EUR
100,1000,0000000081,,20230910,0010001082,2023,0010001082,3157.15,EUR
100,2000,0000000109,,20241020,0010001083,2024,0010001083,2079.51,EUR
100,1000,0000000196,,20240611,0010001084,2023,0010001084,4812.36,EUR
100,2000,0000000019,,20221129,0010001085,2024,0010001085,3731.56,EUR
100,1000,0000000186,,20240912,0010001086,2023,0010001086,1150.39,EUR
100,2000,0000000187,,20240521,0010001087,2024,0010001087,3080.76,EUR
100,1000,0000000016,,20220221,0010001088,2023,0010001088,669.91,EUR
100,2000,0000000183,,20241018,0010001089,2024,0010001089,1931.45,EUR
100,1000,0000000012,,20220514,0010001090,2023,0010001090,2955.45,EUR
100,2000,0000000076,,20231021,0010001091,2024,0010001091,1380.69,EUR
100,1000,0000000122,,20221212,0010001092,2023,0010001092,3787.14,EUR
100,2000,0000000072,,20241202,0010001093,2024,0010001093,1313.04,EUR
100,1000,0000000061,,20231007,0010001094,2023,0010001094,3367.3,EUR
100,2000,0000000035,,20220917,0010001095,2024,0010001095,2890.35,EUR
100,1000,0000000039,,20231128,0010001096,2023,0010001096,4867.06,EUR
100,2000,0000000134,,20230602,0010001097,2024,0010001097,4006.97,EUR
100,1000,0000000061,,20230906,0010001098,2023,0010001098,4578.92,EUR
100,2000,0000000133,,20220505,0010001099,2024,0010001099,3713.41,EUR
100,1000,0000000002,,20220930,0010001100,2023,0010001100,3651.35,EUR
100,2000,0000000120,,20220212,0010001101,2024,0010001101,3107.6,EUR
100,1000,0000000037,,20220528,0010001102,2023,0010001102,3354.02,EUR
100,2000,0000000062,,20220601,0010001103,2024,0010001103,3956.85,EUR
100,1000,0000000018,,20240926,0010001104,2023,0010001104,3329.54,EUR
100,2000,0000000040,,20240330,0010001105,2024,0010001105,872.84,EUR
100,1000,0000000021,,20241231,0010001106,2023,0010001106,743.54,EUR
100,2000,0000000110,,20220203,0010001107,2024,0010001107,171.25,EUR
100,1000,0000000020,,20240910,0010001108,2023,0010001108,1161.23,EUR
100,2000,0000000172,,20221018,0010001109,2024,0010001109,3116.11,EUR
100,1000,0000000114,,20230331,0010001110,2023,0010001110,927.59,EUR
100,2000,0000000143,,20220723,0010001111,2024,0010001111,2858.23,EUR
100,1000,0000000119,,20220808,0010001112,2023,0010001112,4950.22,EUR
100,2000,0000000128,,20230217,0010001113,2024,0010001113,296.96,EUR
100,1000,0000000093,,20240408,0010001114,2023,0010001114,4486.83,EUR
100,2000,0000000043,,20220615,0010001115,2024,0010001115,788.46,EUR
100,1000,0000000195,,20230702,0010001116,2023,0010001116,3610.92,EUR
100,2000,0000000075,,20230208,0010001117,2024,0010001117,2569.66,EUR
100,1000,0000000005,,20241215,0010001118,2023,0010001118,773.57,EUR
100,2000,0000000015,,20230903,0010001119,2024,0010001119,3231.34,EUR
100,1000,0000000087,,20231209,0010001120,2023,0010001120,2571.25,EUR
100,2000,0000000131,,20221024,0010001121,2024,0010001121,2445.12,EUR
100,1000,0000000101,,20231021,0010001122,2023,0010001122,4030.51,EUR
100,2000,0000000188,,20220805,0010001123,2024,0010001123,4391.97,EUR
100,1000,0000000192,,20220406,0010001124,2023,0010001124,3730.22,EUR
100,2000,0000000101,,20220604,0010001125,2024,0010001125,4507.11,EUR
100,1000,0000000054,,20230707,0010001126,2023,0010001126,4449.94,EUR
100,2000,0000000093,,20241116,0010001127,2024,0010001127,3556.18,EUR
100,1000,0000000048,,20231003,0010001128,2023,0010001128,1037.3,EUR
100,2000,0000000065,,20220208,0010001129,2024,0010001129,3473.63,EUR
100,1000,0000000131,,20220306,0010001130,2023,0010001130,1328.52,EUR
100,2000,0000000137,,20240407,0010001131,2024,0010001131,1722.18,EUR
