MANDT,KOKRS,BELNR,GJAHR,BUZEI,KSTAR,KOSTL,WRBTR,TWAER
100,1000,0060004425,2024,001,0000400150,0000003500,8673.33,EUR
100,1000,0060004426,2023,002,0000400160,0000003600,1023.82,EUR
100,1000,0060004427,2024,003,0000400170,0000003700,6998.69,EUR
100,1000,0060004428,2023,001,0000400180,0000003800,9609.79,EUR
100,1000,0060004429,2024,002,0000400190,0000003900,2083.5,EUR
100,1000,0060004430,2023,003,0000400200,0000004000,8622.65,EUR
100,1000,0060004431,2024,001,0000400210,0000004100,9409.26,EUR
100,1000,0060004432,2023,002,0000400220,0000004200,1291.67,EUR
100,1000,0060004433,2024,003,0000400230,0000004300,6445.68,EUR
100,1000,0060004434,2023,001,0000400240,0000004400,9135.92,EUR
100,1000,0060004435,2024,002,0000400250,0000004500,8890.91,EUR
100,1000,0060004436,2023,003,0000400260,0000004600,1459.01,EUR
100,1000,0060004437,2024,001,0000400270,0000004700,3762.68,EUR
100,1000,0060004438,2023,002,0000400280,0000004800,1563.78,EUR
100,1000,0060004439,2024,003,0000400290,0000004900,1622.77,EUR
100,1000,0060004440,2023,001,0000400000,0000005000,2830.26,EUR
100,1000,0060004441,2024,002,0000400010,0000005100,1228.74,EUR
100,1000,0060004442,2023,003,0000400020,0000005200,4727.57,EUR
100,1000,0060004443,2024,001,0000400030,0000005300,437.09,EUR
100,1000,0060004444,2023,002,0000400040,0000005400,518.52,EUR
100,1000,0060004445,2024,003,0000400050,0000005500,2889.87,EUR
100,1000,0060004446,2023,001,0000400060,0000005600,5250.32,EUR
100,1000,0060004447,2024,002,0000400070,0000005700,9922.75,EUR
100,1000,0060004448,2023,003,0000400080,0000005800,3030.85,EUR
100,1000,0060004449,2024,001,0000400090,0000005900,9083.59,EUR
100,1000,0060004450,2023,002,0000400100,0000001000,5471.98,EUR
100,1000,0060004451,2024,003,0000400110,0000001100,1401.24,EUR
100,1000,0060004452,2023,001,0000400120,0000001200,8928.88,EUR
100,1000,0060004453,2024,002,0000400130,0000001300,2272.73,EUR
100,1000,0060004454,2023,003,0000400140,0000001400,9823.88,EUR
100,1000,0060004455,2024,001,0000400150,0000001500,103.58,EUR
100,1000,0060004456,2023,002,0000400160,0000001600,2672.89,EUR
100,1000,0060004457,2024,003,0000400170,0000001700,709.67,EUR
100,1000,0060004458,2023,001,0000400180,0000001800,6366.35,EUR
100,1000,0060004459,2024,002,0000400190,0000001900,7653.22,EUR
100,1000,0060004460,2023,003,0000400200,0000002000,7508.66,EUR
100,1000,0060004461,2024,001,0000400210,0000002100,9527.06,EUR
100,1000,0060004462,2023,002,0000400220,0000002200,4515.25,EUR
100,1000,0060004463,2024,003,0000400230,0000002300,4345.69,EUR
100,1000,0060004464,2023,001,0000400240,0000002400,4412.83,EUR
100,1000,0060004465,2024,002,0000400250,0000002500,9997.86,EUR
100,1000,0060004466,2023,003,0000400260,0000002600,5163.36,EUR
100,1000,0060004467,2024,001,0000400270,0000002700,8947.67,EUR
100,1000,0060004468,2023,002,0000400280,0000002800,4009.69,EUR
100,1000,0060004469,2024,003,0000400290,0000002900,5545.99,EUR
100,1000,0060004470,2023,001,0000400000,0000003000,9102.74,EUR
100,1000,0060004471,2024,002,0000400010,0000003100,2934.2,EUR
100,1000,0060004472,2023,003,0000400020,0000003200,459.16,EUR
100,1000,0060004473,2024,001,0000400030,0000003300,8533.2,EUR
100,1000,0060004474,2023,002,0000400040,0000003400,1353.43,EUR
100,1000,0060004475,2024,003,0000400050,0000003500,5653.12,EUR
100,1000,0060004476,2023,001,0000400060,0000003600,747.03,EUR
100,1000,0060004477,2024,002,0000400070,0000003700,9278.34,EUR
100,1000,0060004478,2023,003,0000400080,0000003800,7151.62,EUR
100,1000,0060004479,2024,001,0000400090,0000003900,2504.24,EUR
100,1000,0060004480,2023,002,0000400100,0000004000,674.72,EUR
100,1000,0060004481,2024,003,0000400110,0000004100,3734.91,EUR
100,1000,0060004482,2023,001,0000400120,0000004200,5442.43,EUR
100,1000,0060004483,2024,002,0000400130,0000004300,8567.0,EUR
100,1000,0060004484,2023,003,0000400140,0000004400,1687.95,EUR
100,1000,0060004485,2024,001,0000400150,0000004500,7658.52,EUR
100,1000,0060004486,2023,002,0000400160,0000004600,8473.69,EUR
100,1000,0060004487,2024,003,0000400170,0000004700,9223.91,EUR
100,1000,0060004488,2023,001,0000400180,0000004800,4711.18,EUR
100,1000,0060004489,2024,002,0000400190,0000004900,2718.4,EUR
100,1000,0060004490,2023,003,0000400200,0000005000,4627.05,EUR
100,1000,0060004491,2024,001,0000400210,0000005100,6375.34,EUR
100,1000,0060004492,2023,002,0000400220,0000005200,7897.79,EUR
100,1000,0060004493,2024,003,0000400230,0000005300,6326.92,EUR
100,1000,0060004494,2023,001,0000400240,0000005400,5364.52,EUR
100,1000,0060004495,2024,002,0000400250,0000005500,2877.17,EUR
100,1000,0060004496,2023,003,0000400260,0000005600,5108.16,EUR
100,1000,0060004497,2024,001,0000400270,0000005700,5999.9,EUR
100,1000,0060004498,2023,002,0000400280,0000005800,1638.62,EUR
100,1000,0060004499,2024,003,0000400290,0000005900,8678.31,EUR
100,1000,0060004500,2023,001,0000400000,0000001000,8147.99,EUR
100,1000,0060004501,2024,002,0000400010,0000001100,5745.11,EUR
100,1000,0060004502,2023,003,0000400020,0000001200,6747.58,EUR
100,1000,0060004503,2024,001,0000400030,0000001300,4623.18,EUR
100,1000,0060004504,2023,002,0000400040,0000001400,6599.75,EUR
100,1000,0060004505,2024,003,0000400050,0000001500,6504.63,EUR
100,1000,0060004506,2023,001,0000400060,0000001600,5423.8,EUR
100,1000,0060004507,2024,002,0000400070,0000001700,8895.05,EUR
100,1000,0060004508,2023,003,0000400080,0000001800,4922.44,EUR
100,1000,0060004509,2024,001,0000400090,0000001900,5184.02,EUR
100,1000,0060004510,2023,002,0000400100,0000002000,3608.57,EUR
100,1000,0060004511,2024,003,0000400110,0000002100,2953.18,EUR
100,1000,0060004512,2023,001,0000400120,0000002200,6664.6,EUR
100,1000,0060004513,2024,002,0000400130,0000002300,2595.19,EUR
100,1000,0060004514,2023,003,0000400140,0000002400,8840.06,EUR
100,1000,0060004515,2024,001,0000400150,0000002500,8736.79,EUR
100,1000,0060004516,2023,002,0000400160,0000002600,458.97,EUR
100,1000,0060004517,2024,003,0000400170,0000002700,8751.47,EUR
100,1000,0060004518,2023,001,0000400180,0000002800,4410.34,EUR
100,1000,0060004519,2024,002,0000400190,0000002900,316.59,EUR
100,1000,0060004520,2023,003,0000400200,0000003000,7734.85,EUR
100,1000,0060004521,2024,001,0000400210,0000003100,8974.37,EUR
100,1000,0060004522,2023,002,0000400220,0000003200,6958.01,EUR
100,1000,0060004523,2024,003,0000400230,0000003300,3966.81,EUR
100,1000,0060004524,2023,001,0000400240,0000003400,1880.95,EUR
100,1000,0060004525,2024,002,0000400250,0000003500,5594.28,EUR
100,1000,0060004526,2023,003,0000400260,0000003600,3292.03,EUR
100,1000,0060004527,2024,001,0000400270,0000003700,5158.11,EUR
100,1000,0060004528,2023,002,0000400280,0000003800,5767.24,EUR
100,1000,0060004529,2024,003,0000400290,0000003900,678.33,EUR
100,1000,0060004530,2023,001,0000400000,0000004000,8299.76,EUR
100,1000,0060004531,2024,002,0000400010,0000004100,8325.82,EUR
100,1000,0060004532,2023,003,0000400020,0000004200,1528.83,EUR
100,1000,0060004533,2024,001,0000400030,0000004300,6390.58,EUR
100,1000,0060004534,2023,002,0000400040,0000004400,3951.63,EUR
100,1000,0060004535,2024,003,0000400050,0000004500,143.74,EUR
100,1000,0060004536,2023,001,0000400060,0000004600,9289.01,EUR
100,1000,0060004537,2024,002,0000400070,0000004700,8006.51,EUR
100,1000,0060004538,2023,003,0000400080,0000004800,5712.4,EUR
100,1000,0060004539,2024,001,0000400090,0000004900,7158.58,EUR
100,1000,0060004540,2023,002,0000400100,0000005000,8041.67,EUR
100,1000,0060004541,2024,003,0000400110,0000005100,5295.83,EUR
100,1000,0060004542,2023,001,0000400120,0000005200,5732.35,EUR
100,1000,0060004543,2024,002,0000400130,0000005300,8127.13,EUR
100,1000,0060004544,2023,003,0000400140,0000005400,1903.44,EUR
100,1000,0060004545,2024,001,0000400150,0000005500,2684.64,EUR
100,1000,0060004546,2023,002,0000400160,0000005600,9255.1,EUR
100,1000,0060004547,2024,003,0000400170,0000005700,8368.62,EUR
100,1000,0060004548,2023,001,0000400180,0000005800,3979.48,EUR
100,1000,0060004549,2024,002,0000400190,0000005900,4109.25,EUR
100,1000,0060004550,2023,003,0000400200,0000001000,5336.87,EUR
100,1000,0060004551,2024,001,0000400210,0000001100,2965.04,EUR
100,1000,0060004552,2023,002,0000400220,0000001200,8568.81,EUR
100,1000,0060004553,2024,003,0000400230,0000001300,9598.68,EUR
100,1000,0060004554,2023,001,0000400240,0000001400,769.21,EUR
100,1000,0060004555,2024,002,0000400250,0000001500,7889.29,EUR
100,1000,0060004556,2023,003,0000400260,0000001600,3081.28,EUR
100,1000,0060004557,2024,001,0000400270,0000001700,4606.89,EUR
100,1000,0060004558,2023,002,0000400280,0000001800,4639.5,EUR
100,1000,0060004559,2024,003,0000400290,0000001900,6581.15,EUR
100,1000,0060004560,2023,001,0000400000,0000002000,2482.01,EUR
100,1000,0060004561,2024,002,0000400010,0000002100,224.89,EUR
100,1000,0060004562,2023,003,0000400020,0000002200,1107.29,EUR
100,1000,0060004563,2024,001,0000400030,0000002300,633.21,EUR
100,1000,0060004564,2023,002,0000400040,0000002400,5328.04,EUR
100,1000,0060004565,2024,003,0000400050,0000002500,8895.84,EUR
100,1000,0060004566,2023,001,0000400060,0000002600,3266.91,EUR
100,1000,0060004567,2024,002,0000400070,0000002700,6234.19,EUR
100,1000,0060004568,2023,003,0000400080,0000002800,4579.22,EUR
100,1000,0060004569,2024,001,0000400090,0000002900,3099.56,EUR
100,1000,0060004570,2023,002,0000400100,0000003000,9620.4,EUR
100,1000,0060004571,2024,003,0000400110,0000003100,9166.09,EUR
100,1000,0060004572,2023,001,0000400120,0000003200,1483.47,EUR
100,1000,0060004573,2024,002,0000400130,0000003300,3026.87,EUR
100,1000,0060004574,2023,003,0000400140,0000003400,1901.95,EUR
100,1000,0060004575,2024,001,0000400150,0000003500,6071.19,EUR
100,1000,0060004576,2023,002,0000400160,0000003600,6661.43,EUR
100,1000,0060004577,2024,003,0000400170,0000003700,1001.96,EUR
100,1000,0060004578,2023,001,0000400180,0000003800,8806.4,EUR
100,1000,0060004579,2024,002,0000400190,0000003900,8453.02,EUR
100,1000,0060004580,2023,003,0000400200,0000004000,5239.22,EUR
100,1000,0060004581,2024,001,0000400210,0000004100,3043.25,EUR
100,1000,0060004582,2023,002,0000400220,0000004200,4691.39,EUR
100,1000,0060004583,2024,003,0000400230,0000004300,430.71,EUR
100,1000,0060004584,2023,001,0000400240,0000004400,4057.14,EUR
100,1000,0060004585,2024,002,0000400250,0000004500,8773.12,EUR
100,1000,0060004586,2023,003,0000400260,0000004600,9204.14,EUR
100,1000,0060004587,2024,001,0000400270,0000004700,4651.93,EUR
100,1000,0060004588,2023,002,0000400280,0000004800,9131.98,EUR
100,1000,0060004589,2024,003,0000400290,0000004900,6528.58,EUR
100,1000,0060004590,2023,001,0000400000,0000005000,4894.49,EUR
100,1000,0060004591,2024,002,0000400010,0000005100,6196.71,EUR
100,1000,0060004592,2023,003,0000400020,0000005200,2365.46,EUR
100,1000,0060004593,2024,001,0000400030,0000005300,4777.24,EUR
100,1000,0060004594,2023,002,0000400040,0000005400,7371.57,EUR
100,1000,0060004595,2024,003,0000400050,0000005500,8129.99,EUR
100,1000,0060004596,2023,001,0000400060,0000005600,7333.37,EUR
100,1000,0060004597,2024,002,0000400070,0000005700,7800.9,EUR
100,1000,0060004598,2023,003,0000400080,0000005800,8587.48,EUR
100,1000,0060004599,2024,001,0000400090,0000005900,6596.91,EUR
100,1000,0060004600,2023,002,0000400100,0000001000,5149.7,EUR
100,1000,0060004601,2024,003,0000400110,0000001100,4793.14,EUR
100,1000,0060004602,2023,001,0000400120,0000001200,6209.33,EUR
100,1000,0060004603,2024,002,0000400130,0000001300,277.86,EUR
100,1000,0060004604,2023,003,0000400140,0000001400,1975.12,EUR
100,1000,0060004605,2024,001,0000400150,0000001500,8399.19,EUR
100,1000,0060004606,2023,002,0000400160,0000001600,6873.76,EUR
100,1000,0060004607,2024,003,0000400170,0000001700,2972.99,EUR
100,1000,0060004608,2023,001,0000400180,0000001800,1656.85,EUR
100,1000,0060004609,2024,002,0000400190,0000001900,6696.15,EUR
100,1000,0060004610,2023,003,0000400200,0000002000,6019.35,EUR
100,1000,0060004611,2024,001,0000400210,0000002100,9619.56,EUR
100,1000,0060004612,2023,002,0000400220,0000002200,4114.94,EUR
100,1000,0060004613,2024,003,0000400230,0000002300,5552.45,EUR
100,1000,0060004614,2023,001,0000400240,0000002400,226.69,EUR
100,1000,0060004615,2024,002,0000400250,0000002500,8568.89,EUR
100,1000,0060004616,2023,003,0000400260,0000002600,4806.59,EUR
100,1000,0060004617,2024,001,0000400270,0000002700,9596.78,EUR
100,1000,0060004618,2023,002,0000400280,0000002800,4784.88,EUR
100,1000,0060004619,2024,003,0000400290,0000002900,4079.9,EUR
100,1000,0060004620,2023,001,0000400000,0000003000,9962.11,EUR
100,1000,0060004621,2024,002,0000400010,0000003100,3118.33,EUR
100,1000,0060004622,2023,003,0000400020,0000003200,1075.03,EUR
100,1000,0060004623,2024,001,0000400030,0000003300,8824.37,EUR
100,1000,0060004624,2023,002,0000400040,0000003400,6465.51,EUR
100,1000,0060004625,2024,003,0000400050,0000003500,1309.56,EUR
100,1000,0060004626,2023,001,0000400060,0000003600,6684.86,EUR
100,1000,0060004627,2024,002,0000400070,0000003700,6812.37,EUR
100,1000,0060004628,2023,003,0000400080,0000003800,4684.2,EUR
100,1000,0060004629,2024,001,0000400090,0000003900,3977.95,EUR
100,1000,0060004630,2023,002,0000400100,0000004000,717.12,EUR
100,1000,0060004631,2024,003,0000400110,0000004100,8503.68,EUR
100,1000,0060004632,2023,001,0000400120,0000004200,8432.31,EUR
100,1000,0060004633,2024,002,0000400130,0000004300,7748.9,EUR
100,1000,0060004634,2023,003,0000400140,0000004400,5531.81,EUR
100,1000,0060004635,2024,001,0000400150,0000004500,3574.47,EUR
100,1000,0060004636,2023,002,0000400160,0000004600,1315.47,EUR
100,1000,0060004637,2024,003,0000400170,0000004700,3401.74,EUR
100,1000,0060004638,2023,001,0000400180,0000004800,7218.51,EUR
100,1000,0060004639,2024,002,0000400190,0000004900,5807.37,EUR
100,1000,0060004640,2023,003,0000400200,0000005000,1104.56,EUR
100,1000,0060004641,2024,001,0000400210,0000005100,3894.25,EUR
100,1000,0060004642,2023,002,0000400220,0000005200,2874.77,EUR
100,1000,0060004643,2024,003,0000400230,0000005300,234.82,EUR
100,1000,0060004644,2023,001,0000400240,0000005400,362.89,EUR
100,1000,0060004645,2024,002,0000400250,0000005500,4591.4,EUR
100,1000,0060004646,2023,003,0000400260,0000005600,6825.74,EUR
100,1000,0060004647,2024,001,0000400270,0000005700,4141.38,EUR
100,1000,0060004648,2023,002,0000400280,0000005800,7763.46,EUR
100,1000,0060004649,2024,003,0000400290,0000005900,7303.45,EUR
100,1000,0060004650,2023,001,0000400000,0000001000,852.3,EUR
100,1000,0060004651,2024,002,0000400010,0000001100,5047.18,EUR
100,1000,0060004652,2023,003,0000400020,0000001200,1748.2,EUR
100,1000,0060004653,2024,001,0000400030,0000001300,3401.62,EUR
100,1000,0060004654,2023,002,0000400040,0000001400,1946.12,EUR
100,1000,0060004655,2024,003,0000400050,0000001500,6284.11,EUR
100,1000,0060004656,2023,001,0000400060,0000001600,6892.02,EUR
100,1000,0060004657,2024,002,0000400070,0000001700,2067.61,EUR
100,1000,0060004658,2023,003,0000400080,0000001800,602.3,EUR
100,1000,0060004659,2024,001,0000400090,0000001900,4021.8,EUR
100,1000,0060004660,2023,002,0000400100,0000002000,2131.96,EUR
100,1000,0060004661,2024,003,0000400110,0000002100,2538.95,EUR
100,1000,0060004662,2023,001,0000400120,0000002200,8888.09,EUR
100,1000,0060004663,2024,002,0000400130,0000002300,168.3,EUR
100,1000,0060004664,2023,003,0000400140,0000002400,5582.82,EUR
100,1000,0060004665,2024,001,0000400150,0000002500,5940.32,EUR
100,1000,0060004666,2023,002,0000400160,0000002600,726.51,EUR
100,1000,0060004667,2024,003,0000400170,0000002700,1079.07,EUR
100,1000,0060004668,2023,001,0000400180,0000002800,5539.01,EUR
100,1000,0060004669,2024,002,0000400190,0000002900,7291.46,EUR
100,1000,0060004670,2023,003,0000400200,0000003000,8955.82,EUR
100,1000,0060004671,2024,001,0000400210,0000003100,2028.86,EUR
100,1000,0060004672,2023,002,0000400220,0000003200,6762.84,EUR
100,1000,0060004673,2024,003,0000400230,0000003300,3356.35,EUR
100,1000,0060004674,2023,001,0000400240,0000003400,4432.97,EUR
100,1000,0060004675,2024,002,0000400250,0000003500,5530.82,EUR
100,1000,0060004676,2023,003,0000400260,0000003600,850.9,EUR
100,1000,0060004677,2024,001,0000400270,0000003700,2952.47,EUR
100,1000,0060004678,2023,002,0000400280,0000003800,4510.93,EUR
100,1000,0060004679,2024,003,0000400290,0000003900,3173.89,EUR
100,1000,0060004680,2023,001,0000400000,0000004000,8899.49,EUR
100,1000,0060004681,2024,002,0000400010,0000004100,3579.31,EUR
100,1000,0060004682,2023,003,0000400020,0000004200,5592.19,EUR
100,1000,0060004683,2024,001,0000400030,0000004300,2065.28,EUR
100,1000,0060004684,2023,002,0000400040,0000004400,6873.33,EUR
100,1000,0060004685,2024,003,0000400050,0000004500,1984.12,EUR
100,1000,0060004686,2023,001,0000400060,0000004600,9064.55,EUR
100,1000,0060004687,2024,002,0000400070,0000004700,1867.71,EUR
100,1000,0060004688,2023,003,0000400080,0000004800,3426.38,EUR
100,1000,0060004689,2024,001,0000400090,0000004900,5409.28,EUR
100,1000,0060004690,2023,002,0000400100,0000005000,4760.79,EUR
100,1000,0060004691,2024,003,0000400110,0000005100,1929.22,EUR
100,1000,0060004692,2023,001,0000400120,0000005200,1503.03,EUR
100,1000,0060004693,2024,002,0000400130,0000005300,1055.55,EUR
100,1000,0060004694,2023,003,0000400140,0000005400,3767.25,EUR
100,1000,0060004695,2024,001,0000400150,0000005500,8547.96,EUR
100,1000,0060004696,2023,002,0000400160,0000005600,7743.54,EUR
100,1000,0060004697,2024,003,0000400170,0000005700,9098.38,EUR
100,1000,0060004698,2023,001,0000400180,0000005800,1770.44,EUR
100,1000,0060004699,2024,002,0000400190,0000005900,5020.52,EUR
100,1000,0060004700,2023,003,0000400200,0000001000,4781.5,EUR
100,1000,0060004701,2024,001,0000400210,0000001100,1515.75,EUR
100,1000,0060004702,2023,002,0000400220,0000001200,5603.39,EUR
100,1000,0060004703,2024,003,0000400230,0000001300,1739.45,EUR
100,1000,0060004704,2023,001,0000400240,0000001400,2482.88,EUR
100,1000,0060004705,2024,002,0000400250,0000001500,9195.21,EUR
100,1000,0060004706,2023,003,0000400260,0000001600,2790.64,EUR
100,1000,0060004707,2024,001,0000400270,0000001700,4878.03,EUR
100,1000,0060004708,2023,002,0000400280,0000001800,1460.43,EUR
100,1000,0060004709,2024,003,0000400290,0000001900,5453.14,EUR
100,1000,0060004710,2023,001,0000400000,0000002000,208.28,EUR
100,1000,0060004711,2024,002,0000400010,0000002100,9812.6,EUR
100,1000,0060004712,2023,003,0000400020,0000002200,7794.15,EUR
100,1000,0060004713,2024,001,0000400030,0000002300,3408.51,EUR
100,1000,0060004714,2023,002,0000400040,0000002400,5447.51,EUR
100,1000,0060004715,2024,003,0000400050,0000002500,3279.37,EUR
100,1000,0060004716,2023,001,0000400060,0000002600,6074.33,EUR
100,1000,0060004717,2024,002,0000400070,0000002700,7773.14,EUR
100,1000,0060004718,2023,003,0000400080,0000002800,6207.83,EUR
100,1000,0060004719,2024,001,0000400090,0000002900,9333.95,EUR
100,1000,0060004720,2023,002,0000400100,0000003000,5829.13,EUR
100,1000,0060004721,2024,003,0000400110,0000003100,2999.94,EUR
100,1000,0060004722,2023,001,0000400120,0000003200,1277.31,EUR
100,1000,0060004723,2024,002,0000400130,0000003300,7799.95,EUR
100,1000,0060004724,2023,003,0000400140,0000003400,6536.02,EUR
100,1000,0060004725,2024,001,0000400150,0000003500,4516.48,EUR
100,1000,0060004726,2023,002,0000400160,0000003600,6545.34,EUR
100,1000,0060004727,2024,003,0000400170,0000003700,7979.93,EUR
100,1000,0060004728,2023,001,0000400180,0000003800,2688.03,EUR
100,1000,0060004729,2024,002,0000400190,0000003900,1709.45,EUR
100,1000,0060004730,2023,003,0000400200,0000004000,7676.42,EUR
100,1000,0060004731,2024,001,0000400210,0000004100,1336.09,EUR
100,1000,0060004732,2023,002,0000400220,0000004200,491.54,EUR
100,1000,0060004733,2024,003,0000400230,0000004300,9001.68,EUR
100,1000,0060004734,2023,001,0000400240,0000004400,3257.08,EUR
100,1000,0060004735,2024,002,0000400250,0000004500,1869.02,EUR
100,1000,0060004736,2023,003,0000400260,0000004600,2747.47,EUR
100,1000,0060004737,2024,001,0000400270,0000004700,1177.85,EUR
100,1000,0060004738,2023,002,0000400280,0000004800,3520.52,EUR
100,1000,0060004739,2024,003,0000400290,0000004900,1737.13,EUR
100,1000,0060004740,2023,001,0000400000,0000005000,2583.98,EUR
100,1000,0060004741,2024,002,0000400010,0000005100,7906.98,EUR
100,1000,0060004742,2023,003,0000400020,0000005200,8220.13,EUR
100,1000,0060004743,2024,001,0000400030,0000005300,9907.76,EUR
100,1000,0060004744,2023,002,0000400040,0000005400,2133.3,EUR
100,1000,0060004745,2024,003,0000400050,0000005500,1388.13,EUR
100,1000,0060004746,2023,001,0000400060,0000005600,4169.58,EUR
100,1000,0060004747,2024,002,0000400070,0000005700,2337.66,EUR
100,1000,0060004748,2023,003,0000400080,0000005800,4080.68,EUR
100,1000,0060004749,2024,001,0000400090,0000005900,4548.94,EUR
100,1000,0060004750,2023,002,0000400100,0000001000,9099.21,EUR
100,1000,0060004751,2024,003,0000400110,0000001100,9041.8,EUR
100,1000,0060004752,2023,001,0000400120,0000001200,602.09,EUR
100,1000,0060004753,2024,002,0000400130,0000001300,5905.82,EUR
100,1000,0060004754,2023,003,0000400140,0000001400,8875.55,EUR
100,1000,0060004755,2024,001,0000400150,0000001500,5889.19,EUR
100,1000,0060004756,2023,002,0000400160,0000001600,1401.87,EUR
100,1000,0060004757,2024,003,0000400170,0000001700,4796.04,EUR
100,1000,0060004758,2023,001,0000400180,0000001800,9880.63,EUR
100,1000,0060004759,2024,002,0000400190,0000001900,2536.19,EUR
100,1000,0060004760,2023,003,0000400200,0000002000,8498.31,EUR
100,1000,0060004761,2024,001,0000400210,0000002100,9679.39,EUR
100,1000,0060004762,2023,002,0000400220,0000002200,1896.87,EUR
100,1000,0060004763,2024,003,0000400230,0000002300,986.21,EUR
100,1000,0060004764,2023,001,0000400240,0000002400,5768.89,EUR
100,1000,0060004765,2024,002,0000400250,0000002500,1806.67,EUR
100,1000,0060004766,2023,003,0000400260,0000002600,6003.42,EUR
100,1000,0060004767,2024,001,0000400270,0000002700,144.52,EUR
100,1000,0060004768,2023,002,0000400280,0000002800,9220.07,EUR
100,1000,0060004769,2024,003,0000400290,0000002900,9828.3,EUR
100,1000,0060004770,2023,001,0000400000,0000003000,6698.85,EUR
100,1000,0060004771,2024,002,0000400010,0000003100,4271.16,EUR
100,1000,0060004772,2023,003,0000400020,0000003200,5660.95,EUR
100,1000,0060004773,2024,001,0000400030,0000003300,9891.78,EUR
100,1000,0060004774,2023,002,0000400040,0000003400,9258.49,EUR
100,1000,0060004775,2024,003,0000400050,0000003500,3501.45,EUR
100,1000,0060004776,2023,001,0000400060,0000003600,6470.32,EUR
100,1000,0060004777,2024,002,0000400070,0000003700,1697.24,EUR
100,1000,0060004778,2023,003,0000400080,0000003800,3817.27,EUR
100,1000,0060004779,2024,001,0000400090,0000003900,2963.53,EUR
100,1000,0060004780,2023,002,0000400100,0000004000,7294.03,EUR
100,1000,0060004781,2024,003,0000400110,0000004100,2444.34,EUR
100,1000,0060004782,2023,001,0000400120,0000004200,7473.78,EUR
100,1000,0060004783,2024,002,0000400130,0000004300,9502.75,EUR
100,1000,0060004784,2023,003,0000400140,0000004400,2456.36,EUR
100,1000,0060004785,2024,001,0000400150,0000004500,9786.7,EUR
100,1000,0060004786,2023,002,0000400160,0000004600,564.18,EUR
100,1000,0060004787,2024,003,0000400170,0000004700,1076.8,EUR
100,1000,0060004788,2023,001,0000400180,0000004800,1287.18,EUR
100,1000,0060004789,2024,002,0000400190,0000004900,6231.19,EUR
100,1000,0060004790,2023,003,0000400200,0000005000,7988.93,EUR
100,1000,0060004791,2024,001,0000400210,0000005100,2923.03,EUR
100,1000,0060004792,2023,002,0000400220,0000005200,8159.63,EUR
100,1000,0060004793,2024,003,0000400230,0000005300,3665.77,EUR
100,1000,0060004794,2023,001,0000400240,0000005400,4800.6,EUR
100,1000,0060004795,2024,002,0000400250,0000005500,5154.48,EUR
100,1000,0060004796,2023,003,0000400260,0000005600,114.25,EUR
100,1000,0060004797,2024,001,0000400270,0000005700,2879.08,EUR
100,1000,0060004798,2023,002,0000400280,0000005800,7959.26,EUR
100,1000,0060004799,2024,003,0000400290,0000005900,792.19,EUR
100,1000,0060004800,2023,001,0000400000,0000001000,8081.4,EUR
100,1000,0060004801,2024,002,0000400010,0000001100,1013.07,EUR
100,1000,0060004802,2023,003,0000400020,0000001200,3951.92,EUR
100,1000,0060004803,2024,001,0000400030,0000001300,6113.8,EUR
100,1000,0060004804,2023,002,0000400040,0000001400,2618.18,EUR
100,1000,0060004805,2024,003,0000400050,0000001500,191.26,EUR
100,1000,0060004806,2023,001,0000400060,0000001600,7794.62,EUR
100,1000,0060004807,2024,002,0000400070,0000001700,7180.49,EUR
100,1000,0060004808,2023,003,0000400080,0000001800,4424.73,EUR
100,1000,0060004809,2024,001,0000400090,0000001900,4771.85,EUR
100,1000,0060004810,2023,002,0000400100,0000002000,3235.87,EUR
100,1000,0060004811,2024,003,0000400110,0000002100,8738.13,EUR
100,1000,0060004812,2023,001,0000400120,0000002200,9956.49,EUR
100,1000,0060004813,2024,002,0000400130,0000002300,9140.47,EUR
100,1000,0060004814,2023,003,0000400140,0000002400,6913.38,EUR
100,1000,0060004815,2024,001,0000400150,0000002500,1780.36,EUR
100,1000,0060004816,2023,002,0000400160,0000002600,6787.72,EUR
100,1000,0060004817,2024,003,0000400170,0000002700,1646.33,EUR
100,1000,0060004818,2023,001,0000400180,0000002800,9682.83,EUR
100,1000,0060004819,2024,002,0000400190,0000002900,7367.32,EUR
100,1000,0060004820,2023,003,0000400200,0000003000,7669.38,EUR
100,1000,0060004821,2024,001,0000400210,0000003100,838.52,EUR
100,1000,0060004822,2023,002,0000400220,0000003200,1844.94,EUR
100,1000,0060004823,2024,003,0000400230,0000003300,2935.61,EUR
100,1000,0060004824,2023,001,0000400240,0000003400,965.09,EUR
100,1000,0060004825,2024,002,0000400250,0000003500,538.92,EUR
100,1000,0060004826,2023,003,0000400260,0000003600,107.27,EUR
100,1000,0060004827,2024,001,0000400270,0000003700,788.46,EUR
100,1000,0060004828,2023,002,0000400280,0000003800,2371.11,EUR
100,1000,0060004829,2024,003,0000400290,0000003900,548.23,EUR
100,1000,0060004830,2023,001,0000400000,0000004000,4176.52,EUR
100,1000,0060004831,2024,002,0000400010,0000004100,9304.77,EUR
100,1000,0060004832,2023,003,0000400020,0000004200,1393.28,EUR
100,1000,0060004833,2024,001,0000400030,0000004300,3083.57,EUR
100,1000,0060004834,2023,002,0000400040,0000004400,8095.48,EUR
100,1000,0060004835,2024,003,0000400050,0000004500,871.31,EUR
