MANDT,BUKRS,LIFNR,UMSKS,BUDAT,GJAHR,BELNR,DMBTR,WAERS
100,1000,0000000188,,20241014,2023,0010000874,1212.63,EUR
100,2000,0000000090,,20231216,2024,0010000875,699.04,EUR
100,1000,0000000173,,20230612,2023,0010000876,863.17,EUR
100,2000,0000000157,,20221001,2024,0010000877,2777.93,EUR
100,1000,0000000163,,20230429,2023,0010000878,3864.73,EUR
100,2000,0000000059,,20240809,2024,0010000879,855.81,EUR
100,1000,0000000141,,20220512,2023,0010000880,4971.99,EUR
100,2000,0000000106,,20230502,2024,0010000881,4737.05,EUR
100,1000,0000000102,,20221006,2023,0010000882,4750.06,EUR
100,2000,0000000073,,20231011,2024,0010000883,4734.44,EUR
100,1000,0000000161,,20230707,2023,0010000884,1748.23,EUR
100,2000,0000000190,,20240616,2024,0010000885,792.25,EUR
100,1000,0000000084,,20241005,2023,0010000886,4404.1,EUR
100,2000,0000000162,,20241212,2024,0010000887,1810.33,EUR
100,1000,0000000092,,20230603,2023,0010000888,1179.71,EUR
100,2000,0000000188,,20230106,2024,0010000889,1831.81,EUR
100,1000,0000000175,,20221205,2023,0010000890,3582.74,EUR
100,2000,0000000003,,20241201,2024,0010000891,2201.79,EUR
100,1000,0000000129,,20230103,2023,0010000892,702.08,EUR
100,2000,0000000021,,20240209,2024,0010000893,3111.96,EUR
100,1000,0000000172,,20230622,2023,0010000894,3433.46,EUR
100,2000,0000000012,,20230609,2024,0010000895,284.91,EUR
100,1000,0000000193,,20220326,2023,0010000896,3202.57,EUR
100,2000,0000000018,,20231104,2024,0010000897,1025.72,EUR
100,1000,0000000066,,20240704,2023,0010000898,3457.45,EUR
100,2000,0000000064,,20230822,2024,0010000899,2268.23,EUR
100,1000,0000000195,,20240507,2023,0010000900,3230.52,EUR
100,2000,0000000006,,20240428,2024,0010000901,2194.91,EUR
100,1000,0000000021,,20230114,2023,0010000902,2757.1,EUR
100,2000,0000000013,,20240713,2024,0010000903,4114.21,EUR
100,1000,0000000180,,20230210,2023,0010000904,3229.59,EUR
100,2000,0000000164,,20220322,2024,0010000905,3556.15,EUR
100,1000,0000000114,,20221220,2023,0010000906,2453.58,EUR
100,2000,0000000023,,20221211,2024,0010000907,2381.56,EUR
100,1000,0000000084,,20241008,2023,0010000908,3230.95,EUR
100,2000,0000000074,,20231116,2024,0010000909,3016.08,EUR
100,1000,0000000108,,20220712,2023,0010000910,223.43,EUR
100,2000,0000000053,,20240615,2024,0010000911,2927.26,EUR
100,1000,0000000141,,20240221,2023,0010000912,3967.5,EUR
100,2000,0000000027,,20230321,2024,0010000913,2094.44,EUR
100,1000,0000000182,,20230418,2023,0010000914,2758.25,EUR
100,2000,0000000078,,20220207,2024,0010000915,2195.98,EUR
100,1000,0000000158,,20240715,2023,0010000916,1803.46,EUR
100,2000,0000000131,,20230603,2024,0010000917,892.46,EUR
100,1000,0000000116,,20240728,2023,0010000918,3981.97,EUR
100,2000,0000000084,,20240603,2024,0010000919,1536.72,EUR
100,1000,0000000181,,20230108,2023,0010000920,3017.07,EUR
100,2000,0000000161,,20220506,2024,0010000921,1992.19,EUR
100,1000,0000000106,,20230408,2023,0010000922,1081.92,EUR
100,2000,0000000152,,20220703,2024,0010000923,3567.19,EUR
100,1000,0000000041,,20240524,2023,0010000924,1405.21,EUR
100,2000,0000000159,,20231018,2024,0010000925,2430.03,EUR
100,1000,0000000076,,20231121,2023,0010000926,418.58,EUR
100,2000,0000000099,,20241022,2024,0010000927,331.95,EUR
100,1000,0000000119,,20240408,2023,0010000928,508.02,EUR
100,2000,0000000115,,20230129,2024,0010000929,792.91,EUR
100,1000,0000000009,,20220731,2023,0010000930,511.62,EUR
100,2000,0000000109,,20221122,2024,0010000931,4412.13,EUR
100,1000,0000000057,,20220401,2023,0010000932,608.19,EUR
100,2000,0000000089,,20240721,2024,0010000933,1675.77,EUR
100,1000,0000000001,,20220421,2023,0010000934,4922.2,EUR
100,2000,0000000156,,20231117,2024,0010000935,1105.51,EUR
100,1000,0000000063,,20221212,2023,0010000936,3536.41,EUR
100,2000,0000000119,,20220304,2024,0010000937,2083.1,EUR
100,1000,0000000159,,20230406,2023,0010000938,3039.28,EUR
100,2000,0000000158,,20240917,2024,0010000939,1843.46,EUR
100,1000,0000000118,,20231123,2023,0010000940,2276.98,EUR
100,2000,0000000185,,20231211,2024,0010000941,1767.8,EUR
100,1000,0000000134,,20241119,2023,0010000942,1685.8,EUR
100,2000,0000000019,,20240120,2024,0010000943,3389.76,EUR
100,1000,0000000136,,20230418,2023,0010000944,3115.24,EUR
100,2000,0000000151,,20220611,2024,0010000945,3106.05,EUR
100,1000,0000000141,,20230621,2023,0010000946,4149.87,EUR
100,2000,0000000065,,20220701,2024,0010000947,674.45,EUR
100,1000,0000000165,,20240904,2023,0010000948,776.84,EUR
100,2000,0000000147,,20221130,2024,0010000949,766.95,EUR
100,1000,0000000199,,20241121,2023,0010000950,2680.55,EUR
100,2000,0000000187,,20220514,2024,0010000951,722.07,EUR
100,1000,0000000120,,20240903,2023,0010000952,2071.89,EUR
100,2000,0000000139,,20240428,2024,0010000953,1048.01,EUR
100,1000,0000000016,,20240808,2023,0010000954,383.93,EUR
100,2000,0000000036,,20231014,2024,0010000955,1600.36,EUR
100,1000,0000000045,,20221001,2023,0010000956,2020.73,EUR
100,2000,0000000005,,20240805,2024,0010000957,604.32,EUR
100,1000,0000000046,,20230224,2023,0010000958,2538.89,EUR
100,2000,0000000097,,20230212,2024,0010000959,4657.95,EUR
100,1000,0000000120,,20240627,2023,0010000960,4398.31,EUR
100,2000,0000000181,,20240813,2024,0010000961,2282.88,EUR
100,1000,0000000022,,20231125,2023,0010000962,2443.73,EUR
100,2000,0000000013,,20230105,2024,0010000963,3658.74,EUR
100,1000,0000000164,,20240329,2023,0010000964,3686.44,EUR
100,2000,0000000010,,20220524,2024,0010000965,692.94,EUR
100,1000,0000000125,,20240418,2023,0010000966,1686.2,EUR
100,2000,0000000185,,20221206,2024,0010000967,2226.78,EUR
100,1000,0000000152,,20230408,2023,0010000968,2166.3,EUR
100,2000,0000000088,,20240803,2024,0010000969,772.64,EUR
100,1000,0000000107,,20240706,2023,0010000970,2565.21,EUR
100,2000,0000000128,,20240320,2024,0010000971,3322.53,EUR
100,1000,0000000062,,20230120,2023,0010000972,4117.13,EUR
100,2000,0000000160,,20230131,2024,0010000973,548.23,EUR
100,1000,0000000108,,20220315,2023,0010000974,2002.4,EUR
100,2000,0000000150,,20231225,2024,0010000975,3998.07,EUR
100,1000,0000000122,,20231004,2023,0010000976,250.1,EUR
100,2000,0000000136,,20240119,2024,0010000977,4542.43,EUR
100,1000,0000000035,,20230316,2023,0010000978,846.11,EUR
100,2000,0000000058,,20220505,2024,0010000979,779.92,EUR
100,1000,0000000194,,20240412,2023,0010000980,1370.8,EUR
100,2000,0000000147,,20231113,2024,0010000981,2991.97,EUR
100,1000,0000000020,,20240110,2023,0010000982,1769.53,EUR
100,2000,0000000149,,20220107,2024,0010000983,483.2,EUR
100,1000,0000000018,,20240515,2023,0010000984,3858.04,EUR
100,2000,0000000168,,20240304,2024,0010000985,490.1,EUR
100,1000,0000000121,,20241118,2023,0010000986,2961.53,EUR
100,2000,0000000149,,20240727,2024,0010000987,3617.94,EUR
100,1000,0000000039,,20240314,2023,0010000988,4267.66,EUR
100,2000,0000000062,,20240306,2024,0010000989,4310.71,EUR
100,1000,0000000086,,20231004,2023,0010000990,2249.28,EUR
100,2000,0000000016,,20230623,2024,0010000991,2115.01,EUR
100,1000,0000000008,,20240216,2023,0010000992,2801.57,EUR
100,2000,0000000025,,20230421,2024,0010000993,483.32,EUR
100,1000,0000000040,,20241018,2023,0010000994,4741.82,EUR
100,2000,0000000062,,20221113,2024,0010000995,2572.08,EUR
100,1000,0000000135,,20240505,2023,0010000996,2178.74,EUR
100,2000,0000000056,,20240104,2024,0010000997,2422.6,EUR
100,1000,0000000194,,20240713,2023,0010000998,2467.24,EUR
100,2000,0000000063,,20230211,2024,0010000999,1433.41,EUR
100,1000,0000000110,,20230414,2023,0010001000,1887.53,EUR
100,2000,0000000178,,20240213,2024,0010001001,767.07,EUR
100,1000,0000000033,,20230408,2023,0010001002,2641.45,EUR
100,2000,0000000074,,20241029,2024,0010001003,4709.43,EUR
100,1000,0000000087,,20220108,2023,0010001004,2150.66,EUR
100,2000,0000000022,,20221003,2024,0010001005,4407.61,EUR
100,1000,0000000136,,20240920,2023,0010001006,3387.9,EUR
100,2000,0000000004,,20240229,2024,0010001007,272.92,EUR
100,1000,0000000094,,20240105,2023,0010001008,3139.43,EUR
100,2000,0000000164,,20230328,2024,0010001009,4659.19,EUR
100,1000,0000000137,,20230513,2023,0010001010,4517.2,EUR
100,2000,0000000143,,20241115,2024,0010001011,3464.33,EUR
100,1000,0000000122,,20230702,2023,0010001012,1156.1,EUR
100,2000,0000000096,,20220514,2024,0010001013,4813.27,EUR
100,1000,0000000163,,20220911,2023,0010001014,4314.97,EUR
100,2000,0000000092,,20241230,2024,0010001015,2305.9,EUR
100,1000,0000000156,,20240407,2023,0010001016,1792.11,EUR
100,2000,0000000082,,20240622,2024,0010001017,2351.5,EUR
100,1000,0000000122,,20240825,2023,0010001018,3144.52,EUR
100,2000,0000000070,,20240505,2024,0010001019,219.82,EUR
100,1000,0000000015,,20230817,2023,0010001020,4343.58,EUR
100,2000,0000000054,,20220217,2024,0010001021,3438.64,EUR
100,1000,0000000175,,20230531,2023,0010001022,3289.8,EUR
100,2000,0000000179,,20230113,2024,0010001023,548.92,EUR
100,1000,0000000062,,20241110,2023,0010001024,1633.59,EUR
100,2000,0000000014,,20231109,2024,0010001025,1641.27,EUR
100,1000,0000000165,,20240101,2023,0010001026,1497.66,EUR
100,2000,0000000199,,20231127,2024,0010001027,4484.26,EUR
100,1000,0000000188,,20221116,2023,0010001028,2059.23,EUR
100,2000,0000000021,,20240210,2024,0010001029,3226.08,EUR
100,1000,0000000123,,20240224,2023,0010001030,697.01,EUR
100,2000,0000000184,,20220606,2024,0010001031,3652.61,EUR
100,1000,0000000027,,20230116,2023,0010001032,120.47,EUR
100,2000,0000000165,,20240928,2024,0010001033,4935.92,EUR
100,1000,0000000194,,20220412,2023,0010001034,195.79,EUR
100,2000,0000000199,,20220104,2024,0010001035,570.42,EUR
100,1000,0000000012,,20220429,2023,0010001036,3963.09,EUR
100,2000,0000000068,,20240910,2024,0010001037,2743.64,EUR
100,1000,0000000136,,20241025,2023,0010001038,1141.18,EUR
100,2000,0000000041,,20230117,2024,0010001039,4798.35,EUR
100,1000,0000000093,,20220427,2023,0010001040,1621.33,EUR
100,2000,0000000184,,20220512,2024,0010001041,1055.14,EUR
100,1000,0000000182,,20230123,2023,0010001042,2152.19,EUR
100,2000,0000000131,,20240601,2024,0010001043,1691.51,EUR
100,1000,0000000001,,20230828,2023,0010001044,4487.15,EUR
100,2000,0000000137,,20231108,2024,0010001045,4286.31,EUR
100,1000,0000000161,,20240601,2023,0010001046,3138.57,EUR
100,2000,0000000037,,20220125,2024,0010001047,942.2,EUR
100,1000,0000000110,,20230529,2023,0010001048,2740.39,EUR
100,2000,0000000180,,20220525,2024,0010001049,4186.38,EUR
100,1000,0000000037,,20220715,2023,0010001050,107.86,EUR
100,2000,0000000032,,20230620,2024,0010001051,1173.6,EUR
100,1000,0000000049,,20240329,2023,0010001052,2394.08,EUR
100,2000,0000000003,,20220513,2024,0010001053,3783.56,EUR
100,1000,0000000117,,20220206,2023,0010001054,1079.69,EUR
100,2000,0000000056,,20230116,2024,0010001055,1445.69,EUR
100,1000,0000000186,,20220423,2023,0010001056,1730.91,EUR
100,2000,0000000088,,20240613,2024,0010001057,4978.21,EUR
100,1000,0000000156,,20230128,2023,0010001058,4210.72,EUR
100,2000,0000000150,,20221220,2024,0010001059,4134.37,EUR
100,1000,0000000105,,20221112,2023,0010001060,1636.16,EUR
100,2000,0000000104,,20220608,2024,0010001061,1351.62,EUR
100,1000,0000000057,,20231017,2023,0010001062,2465.77,EUR
100,2000,0000000037,,20220501,2024,0010001063,2495.71,EUR
100,1000,0000000097,,20230721,2023,0010001064,3409.41,EUR
100,2000,0000000143,,20241209,2024,0010001065,1711.01,EUR
100,1000,0000000091,,20221008,2023,0010001066,3601.09,EUR
100,2000,0000000010,,20240411,2024,0010001067,4425.07,EUR
100,1000,0000000001,,20240621,2023,0010001068,3045.29,EUR
100,2000,0000000181,,20240821,2024,0010001069,3075.24,EUR
100,1000,0000000104,,20241102,2023,0010001070,4448.32,EUR
100,2000,0000000001,,20241229,2024,0010001071,4821.72,EUR
100,1000,0000000058,,20241119,2023,0010001072,981.41,EUR
100,2000,0000000046,,20220129,2024,0010001073,3031.14,EUR
100,1000,0000000155,,20231103,2023,0010001074,2894.97,EUR
100,2000,0000000142,,20221228,2024,0010001075,2001.89,EUR
100,1000,0000000019,,20220115,2023,0010001076,4652.71,EUR
100,2000,0000000124,,20230623,2024,0010001077,1348.23,EUR
100,1000,0000000093,,20240627,2023,0010001078,3065.83,EUR
100,2000,0000000181,,20220828,2024,0010001079,3025.78,EUR
100,1000,0000000033,,20240124,2023,0010001080,2784.89,EUR
100,2000,0000000014,,20240415,2024,0010001081,2155.96,EUR
100,1000,0000000011,,20240320,2023,0010001082,3133.82,EUR
100,2000,0000000124,,20230206,2024,0010001083,1550.82,EUR
100,1000,0000000094,,20230130,2023,0010001084,4581.03,EUR
100,2000,0000000164,,20241205,2024,0010001085,3946.24,EUR
100,1000,0000000025,,20230502,2023,0010001086,1941.56,EUR
100,2000,0000000152,,20220310,2024,0010001087,4929.56,EUR
100,1000,0000000047,,20221106,2023,0010001088,2921.86,EUR
100,2000,0000000034,,20230829,2024,0010001089,2920.58,EUR
100,1000,0000000043,,20230524,2023,0010001090,1917.33,EUR
100,2000,0000000090,,20240801,2024,0010001091,4583.05,EUR
100,1000,0000000047,,20241005,2023,0010001092,3530.56,EUR
100,2000,0000000187,,20240424,2024,0010001093,210.55,EUR
100,1000,0000000135,,20231205,2023,0010001094,3447.64,EUR
100,2000,0000000075,,20240724,2024,0010001095,223.11,EUR
100,1000,0000000187,,20240409,2023,0010001096,4287.07,EUR
100,2000,0000000168,,20240504,2024,0010001097,2301.48,EUR
100,1000,0000000186,,20240102,2023,0010001098,1525.76,EUR
100,2000,0000000128,,20220228,2024,0010001099,4229.32,EUR
100,1000,0000000081,,20220911,2023,0010001100,4633.26,EUR
100,2000,0000000175,,20230809,2024,0010001101,2001.34,EUR
100,1000,0000000067,,20241102,2023,0010001102,3027.28,EUR
100,2000,0000000169,,20240612,2024,0010001103,3550.35,EUR
100,1000,0000000155,,20230125,2023,0010001104,4906.46,EUR
100,2000,0000000083,,20220826,2024,0010001105,4739.99,EUR
100,1000,0000000161,,20220719,2023,0010001106,3109.12,EUR
100,2000,0000000190,,20220202,2024,0010001107,4270.01,EUR
100,1000,0000000001,,20240830,2023,0010001108,4782.92,EUR
100,2000,0000000106,,20220511,2024,0010001109,4882.1,EUR
100,1000,0000000088,,20231203,2023,0010001110,3970.67,EUR
100,2000,0000000127,,20221202,2024,0010001111,846.89,EUR
100,1000,0000000081,,20230117,2023,0010001112,4392.4,EUR
100,2000,0000000081,,20230217,2024,0010001113,2918.08,EUR
100,1000,0000000067,,20230324,2023,0010001114,1238.67,EUR
100,2000,0000000064,,20240628,2024,0010001115,1833.78,EUR
100,1000,0000000022,,20230223,2023,0010001116,1776.04,EUR
100,2000,0000000079,,20220428,2024,0010001117,4227.81,EUR
100,1000,0000000134,,20230207,2023,0010001118,3474.58,EUR
100,2000,0000000029,,20220816,2024,0010001119,1803.05,EUR
100,1000,0000000083,,20231213,2023,0010001120,4201.85,EUR
100,2000,0000000072,,20220526,2024,0010001121,3165.92,EUR
100,1000,0000000104,,20220126,2023,0010001122,327.93,EUR
100,2000,0000000174,,20230907,2024,0010001123,2306.64,EUR
100,1000,0000000100,,20230908,2023,0010001124,2738.08,EUR
100,2000,0000000014,,20230222,2024,0010001125,4537.49,EUR
100,1000,0000000039,,20230716,2023,0010001126,4857.91,EUR
100,2000,0000000198,,20240418,2024,0010001127,4396.52,EUR
100,1000,0000000029,,20230626,2023,0010001128,255.64,EUR
100,2000,0000000155,,20220719,2024,0010001129,2876.58,EUR
100,1000,0000000062,,20240219,2023,0010001130,1972.2,EUR
100,2000,0000000135,,20240507,2024,0010001131,4301.0,EUR
100,1000,0000000150,,20230810,2023,0010001132,4464.12,EUR
100,2000,0000000192,,20221227,2024,0010001133,1857.9,EUR
100,1000,0000000036,,20220501,2023,0010001134,3146.11,EUR
100,2000,0000000038,,20221220,2024,0010001135,1403.49,EUR
100,1000,0000000018,,20230313,2023,0010001136,3755.48,EUR
100,2000,0000000077,,20231102,2024,0010001137,3012.3,EUR
100,1000,0000000073,,20230516,2023,0010001138,2971.05,EUR
100,2000,0000000076,,20220302,2024,0010001139,2554.37,EUR
100,1000,0000000110,,20240530,2023,0010001140,795.45,EUR
100,2000,0000000007,,20240328,2024,0010001141,1314.54,EUR
100,1000,0000000192,,20230810,2023,0010001142,370.32,EUR
100,2000,0000000037,,20241120,2024,0010001143,1524.64,EUR
100,1000,0000000018,,20230204,2023,0010001144,4973.24,EUR
100,2000,0000000173,,20221128,2024,0010001145,267.3,EUR
100,1000,0000000048,,20220302,2023,0010001146,4234.83,EUR
100,2000,0000000089,,20240306,2024,0010001147,4310.95,EUR
100,1000,0000000153,,20231015,2023,0010001148,2685.5,EUR
100,2000,0000000177,,20231113,2024,0010001149,3957.59,EUR
100,1000,0000000148,,20230107,2023,0010001150,2941.35,EUR
100,2000,0000000072,,20220827,2024,0010001151,1123.55,EUR
100,1000,0000000156,,20240408,2023,0010001152,2900.63,EUR
100,2000,0000000037,,20220429,2024,0010001153,2622.21,EUR
100,1000,0000000056,,20221214,2023,0010001154,411.58,EUR
100,2000,0000000142,,20230525,2024,0010001155,1480.39,EUR
100,1000,0000000193,,20231211,2023,0010001156,3679.02,EUR
100,2000,0000000133,,20230224,2024,0010001157,137.16,EUR
100,1000,0000000027,,20220805,2023,0010001158,1904.7,EUR
100,2000,0000000114,,20240817,2024,0010001159,1084.28,EUR
100,1000,0000000136,,20240724,2023,0010001160,4240.32,EUR
100,2000,0000000087,,20220520,2024,0010001161,2181.97,EUR
100,1000,0000000127,,20220725,2023,0010001162,2465.18,EUR
100,2000,0000000071,,20240424,2024,0010001163,1741.63,EUR
100,1000,0000000146,,20220828,2023,0010001164,273.31,EUR
100,2000,0000000064,,20220604,2024,0010001165,356.91,EUR
100,1000,0000000145,,20240419,2023,0010001166,2654.81,EUR
100,2000,0000000021,,20240618,2024,0010001167,199.24,EUR
100,1000,0000000013,,20230901,2023,0010001168,3721.8,EUR
100,2000,0000000054,,20220311,2024,0010001169,2159.51,EUR
100,1000,0000000070,,20231014,2023,0010001170,2407.37,EUR
100,2000,0000000017,,20240827,2024,0010001171,771.27,EUR
100,1000,0000000013,,20230815,2023,0010001172,237.55,EUR
100,2000,0000000126,,20230603,2024,0010001173,3198.24,EUR
100,1000,0000000082,,20230629,2023,0010001174,3871.99,EUR
100,2000,0000000100,,20220608,2024,0010001175,477.54,EUR
100,1000,0000000097,,20221001,2023,0010001176,4540.53,EUR
100,2000,0000000046,,20240218,2024,0010001177,1173.37,EUR
100,1000,0000000181,,20230220,2023,0010001178,2711.83,EUR
100,2000,0000000124,,20220706,2024,0010001179,928.06,EUR
100,1000,0000000100,,20230703,2023,0010001180,4009.56,EUR
100,2000,0000000184,,20220530,2024,0010001181,4263.66,EUR
100,1000,0000000020,,20230330,2023,0010001182,1393.5,EUR
100,2000,0000000030,,20220131,2024,0010001183,3970.69,EUR
100,1000,0000000072,,20240301,2023,0010001184,892.32,EUR
100,2000,0000000026,,20240205,2024,0010001185,2087.31,EUR
100,1000,0000000117,,20231112,2023,0010001186,2491.25,EUR
100,2000,0000000115,,20221027,2024,0010001187,4410.22,EUR
100,1000,0000000142,,20220129,2023,0010001188,695.45,EUR
100,2000,0000000028,,20220612,2024,0010001189,1470.66,EUR
100,1000,0000000167,,20231130,2023,0010001190,2438.99,EUR
100,2000,0000000154,,20240705,2024,0010001191,3403.86,EUR
100,1000,0000000146,,20240615,2023,0010001192,2799.58,EUR
100,2000,0000000005,,20240622,2024,0010001193,4133.65,EUR
100,1000,0000000013,,20240727,2023,0010001194,3289.57,EUR
100,2000,0000000185,,20241003,2024,0010001195,4866.13,EUR
100,1000,0000000062,,20220924,2023,0010001196,2544.56,EUR
100,2000,0000000157,,20240727,2024,0010001197,1897.7,EUR
100,1000,0000000092,,20230703,2023,0010001198,3456.88,EUR
100,2000,0000000082,,20220330,2024,0010001199,4469.42,EUR
100,1000,0000000038,,20231019,2023,0010001200,4667.85,EUR
100,2000,0000000169,,20241124,2024,0010001201,3991.59,EUR
100,1000,0000000153,,20221224,2023,0010001202,669.02,EUR
100,2000,0000000079,,20230114,2024,0010001203,1108.4,EUR
100,1000,0000000033,,20220926,2023,0010001204,3911.73,EUR
100,2000,0000000085,,20240805,2024,0010001205,3938.04,EUR
100,1000,0000000098,,20220103,2023,0010001206,574.75,EUR
100,2000,0000000114,,20240306,2024,0010001207,2197.58,EUR
100,1000,0000000148,,20230520,2023,0010001208,4160.16,EUR
100,2000,0000000027,,20220622,2024,0010001209,4155.36,EUR
100,1000,0000000142,,20240422,2023,0010001210,3763.28,EUR
100,2000,0000000057,,20240506,2024,0010001211,2318.21,EUR
100,1000,0000000132,,20241231,2023,0010001212,4408.63,EUR
100,2000,0000000104,,20230121,2024,0010001213,239.08,EUR
100,1000,0000000070,,20241124,2023,0010001214,2758.72,EUR
100,2000,0000000145,,20230806,2024,0010001215,1051.91,EUR
100,1000,0000000124,,20240326,2023,0010001216,2612.86,EUR
100,2000,0000000053,,20220322,2024,0010001217,4675.29,EUR
100,1000,0000000044,,20240426,2023,0010001218,4377.9,EUR
100,2000,0000000125,,20241001,2024,0010001219,1000.91,EUR
100,1000,0000000099,,20240207,2023,0010001220,4764.76,EUR
100,2000,0000000109,,20221009,2024,0010001221,4273.01,EUR
100,1000,0000000130,,20230215,2023,0010001222,2231.1,EUR
100,2000,0000000029,,20240417,2024,0010001223,2967.79,EUR
100,1000,0000000090,,20240603,2023,0010001224,2699.58,EUR
100,2000,0000000072,,20220923,2024,0010001225,2340.28,EUR
100,1000,0000000041,,20220627,2023,0010001226,2133.47,EUR
100,2000,0000000068,,20230807,2024,0010001227,4430.24,EUR
100,1000,0000000192,,20220824,2023,0010001228,4403.16,EUR
100,2000,0000000055,,20241225,2024,0010001229,2454.74,EUR
100,1000,0000000179,,20220616,2023,0010001230,696.83,EUR
100,2000,0000000158,,20230831,2024,0010001231,1290.81,EUR
100,1000,0000000073,,20230223,2023,0010001232,649.27,EUR
100,2000,0000000029,,20220319,2024,0010001233,3893.32,EUR
100,1000,0000000102,,20230108,2023,0010001234,4742.41,EUR
100,2000,0000000072,,20241111,2024,0010001235,3100.81,EUR
100,1000,0000000156,,20230409,2023,0010001236,2456.33,EUR
100,2000,0000000053,,20230605,2024,0010001237,3968.27,EUR
100,1000,0000000143,,20240312,2023,0010001238,3983.8,EUR
100,2000,0000000068,,20231022,2024,0010001239,868.24,EUR
100,1000,0000000146,,20230427,2023,0010001240,1597.45,EUR
100,2000,0000000194,,20230902,2024,0010001241,2199.26,EUR
100,1000,0000000087,,20220428,2023,0010001242,645.58,EUR
100,2000,0000000133,,20240318,2024,0010001243,1571.31,EUR
100,1000,0000000036,,20230105,2023,0010001244,3848.35,EUR
100,2000,0000000105,,20230129,2024,0010001245,3592.26,EUR
100,1000,0000000097,,20230715,2023,0010001246,4343.85,EUR
100,2000,0000000084,,20230327,2024,0010001247,3939.15,EUR
100,1000,0000000073,,20241113,2023,0010001248,1813.88,EUR
100,2000,0000000106,,20220326,2024,0010001249,1959.9,EUR
100,1000,0000000063,,20230820,2023,0010001250,4326.57,EUR
100,2000,0000000051,,20230822,2024,0010001251,2995.86,EUR
100,1000,0000000119,,20240516,2023,0010001252,4518.24,EUR
100,2000,0000000189,,20230609,2024,0010001253,1056.53,EUR
100,1000,0000000005,,20230523,2023,0010001254,1349.39,EUR
100,2000,0000000099,,20240621,2024,0010001255,2147.8,EUR
100,1000,0000000103,,20240218,2023,0010001256,3366.84,EUR
100,2000,0000000082,,20220325,2024,0010001257,4007.22,EUR
100,1000,0000000005,,20230327,2023,0010001258,3824.4,EUR
100,2000,0000000041,,20220719,2024,0010001259,3100.83,EUR
100,1000,0000000189,,20240119,2023,0010001260,4261.71,EUR
100,2000,0000000162,,20240626,2024,0010001261,1908.22,EUR
100,1000,0000000102,,20220109,2023,0010001262,4576.37,EUR
100,2000,0000000074,,20231021,2024,0010001263,1380.5,EUR
100,1000,0000000172,,20220805,2023,0010001264,1900.27,EUR
100,2000,0000000068,,20240410,2024,0010001265,225.23,EUR
100,1000,0000000017,,20230112,2023,0010001266,4344.18,EUR
100,2000,0000000194,,20230520,2024,0010001267,4349.06,EUR
100,1000,0000000080,,20240905,2023,0010001268,3772.08,EUR
100,2000,0000000025,,20230624,2024,0010001269,2766.37,EUR
100,1000,0000000095,,20230807,2023,0010001270,4048.26,EUR
100,2000,0000000120,,20221025,2024,0010001271,4600.08,EUR
100,1000,0000000049,,20220614,2023,0010001272,1078.53,EUR
100,2000,0000000175,,20220406,2024,0010001273,374.55,EUR
100,1000,0000000035,,20240331,2023,0010001274,1768.17,EUR
100,2000,0000000148,,20220521,2024,0010001275,2050.61,EUR
100,1000,0000000191,,20240623,2023,0010001276,2154.21,EUR
100,2000,0000000118,,20230824,2024,0010001277,3047.21,EUR
100,1000,0000000183,,20220202,2023,0010001278,4229.0,EUR
100,2000,0000000139,,20220420,2024,0010001279,3349.73,EUR
100,1000,0000000128,,20220118,2023,0010001280,4292.43,EUR
100,2000,0000000094,,20231008,2024,0010001281,729.22,EUR
100,1000,0000000196,,20230505,2023,0010001282,4872.95,EUR
100,2000,0000000170,,20241124,2024,0010001283,4253.55,EUR
100,1000,0000000002,,20220604,2023,0010001284,270.72,EUR
100,2000,0000000133,,20220401,2024,0010001285,2827.07,EUR
100,1000,0000000029,,20241111,2023,0010001286,4000.55,EUR
100,2000,0000000139,,20230120,2024,0010001287,4644.23,EUR
100,1000,0000000054,,20240902,2023,0010001288,569.96,EUR
100,2000,0000000063,,20221227,2024,0010001289,868.53,EUR
100,1000,0000000014,,20230629,2023,0010001290,2880.53,EUR
100,2000,0000000199,,20231113,2024,0010001291,341.22,EUR
100,1000,0000000090,,20221129,2023,0010001292,1603.57,EUR
100,2000,0000000011,,20240703,2024,0010001293,3800.56,EUR
100,1000,0000000121,,20220424,2023,0010001294,2478.73,EUR
100,2000,0000000091,,20230624,2024,0010001295,3467.27,EUR
100,1000,0000000168,,20220618,2023,0010001296,4162.96,EUR
100,2000,0000000117,,20221228,2024,0010001297,4087.0,EUR
100,1000,0000000048,,20240625,2023,0010001298,899.78,EUR
100,2000,0000000176,,20230625,2024,0010001299,4906.14,EUR
100,1000,0000000195,,20220210,2023,0010001300,3340.18,EUR
100,2000,0000000043,,20240221,2024,0010001301,382.04,EUR
100,1000,0000000108,,20240225,2023,0010001302,4907.52,EUR
100,2000,0000000114,,20230404,2024,0010001303,643.85,EUR
100,1000,0000000192,,20241121,2023,0010001304,739.36,EUR
100,2000,0000000161,,20221205,2024,0010001305,2398.9,EUR
100,1000,0000000025,,20231119,2023,0010001306,4120.54,EUR
100,2000,0000000017,,20220502,2024,0010001307,3696.27,EUR
100,1000,0000000086,,20230417,2023,0010001308,4286.14,EUR
100,2000,0000000181,,20230614,2024,0010001309,4689.65,EUR
100,1000,0000000048,,20240609,2023,0010001310,855.41,EUR
100,2000,0000000046,,20230517,2024,0010001311,2187.67,EUR
