MANDT,PERNR,ENDDA,BEGDA,BUKRS,WERKS,KOSTL,ORGEH,PLANS
100,00000844,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00000845,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00000846,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00000847,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00000848,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00000849,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00000850,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00000851,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00000852,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00000853,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00000854,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00000855,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00000856,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00000857,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00000858,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00000859,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00000860,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00000861,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00000862,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00000863,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00000864,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00000865,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00000866,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00000867,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00000868,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00000869,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00000870,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00000871,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00000872,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00000873,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00000874,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00000875,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00000876,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00000877,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00000878,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00000879,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00000880,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00000881,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00000882,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00000883,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00000884,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00000885,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00000886,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00000887,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00000888,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00000889,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00000890,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00000891,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00000892,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00000893,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00000894,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00000895,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00000896,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00000897,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00000898,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00000899,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00000900,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00000901,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00000902,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00000903,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00000904,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00000905,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00000906,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00000907,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00000908,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00000909,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00000910,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00000911,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00000912,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00000913,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00000914,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00000915,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00000916,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00000917,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00000918,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00000919,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00000920,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00000921,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00000922,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00000923,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00000924,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00000925,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00000926,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00000927,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00000928,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00000929,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00000930,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00000931,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00000932,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00000933,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00000934,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00000935,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00000936,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00000937,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00000938,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00000939,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00000940,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00000941,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00000942,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00000943,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00000944,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00000945,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00000946,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00000947,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00000948,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00000949,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00000950,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00000951,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00000952,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00000953,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00000954,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00000955,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00000956,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00000957,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00000958,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00000959,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00000960,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00000961,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00000962,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00000963,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00000964,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00000965,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00000966,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00000967,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00000968,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00000969,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00000970,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00000971,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00000972,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00000973,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00000974,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00000975,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00000976,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00000977,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00000978,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00000979,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00000980,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00000981,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00000982,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00000983,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00000984,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00000985,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00000986,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00000987,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00000988,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00000989,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00000990,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00000991,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00000992,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00000993,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00000994,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00000995,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00000996,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00000997,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00000998,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00000999,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00001000,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00001001,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00001002,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00001003,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00001004,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00001005,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00001006,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00001007,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00001008,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00001009,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00001010,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00001011,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00001012,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00001013,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00001014,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00001015,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00001016,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00001017,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00001018,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00001019,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00001020,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00001021,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00001022,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00001023,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00001024,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00001025,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00001026,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00001027,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00001028,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00001029,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00001030,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00001031,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00001032,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00001033,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00001034,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00001035,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00001036,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00001037,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00001038,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00001039,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00001040,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00001041,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00001042,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00001043,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00001044,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00001045,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00001046,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00001047,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00001048,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00001049,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00001050,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00001051,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00001052,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00001053,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00001054,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00001055,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00001056,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00001057,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00001058,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00001059,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00001060,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00001061,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00001062,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00001063,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00001064,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00001065,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00001066,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00001067,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00001068,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00001069,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00001070,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00001071,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00001072,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00001073,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00001074,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00001075,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00001076,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00001077,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00001078,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00001079,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00001080,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00001081,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00001082,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00001083,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00001084,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00001085,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00001086,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00001087,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00001088,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00001089,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00001090,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00001091,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00001092,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00001093,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00001094,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00001095,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00001096,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00001097,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00001098,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00001099,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00001100,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00001101,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00001102,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00001103,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00001104,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00001105,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00001106,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00001107,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00001108,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00001109,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00001110,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00001111,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00001112,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00001113,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00001114,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00001115,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00001116,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00001117,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00001118,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00001119,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00001120,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00001121,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00001122,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00001123,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00001124,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00001125,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00001126,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00001127,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00001128,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00001129,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00001130,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00001131,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00001132,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00001133,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00001134,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00001135,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00001136,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00001137,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00001138,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00001139,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00001140,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00001141,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00001142,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00001143,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00001144,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00001145,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00001146,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00001147,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00001148,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00001149,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00001150,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00001151,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00001152,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00001153,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00001154,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00001155,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00001156,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00001157,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00001158,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00001159,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00001160,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00001161,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00001162,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00001163,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00001164,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00001165,99991231,20200101,1000,0005,0000002400,00000005,00000015
100,00001166,99991231,20200101,2000,0006,0000002500,00000006,00000016
100,00001167,99991231,20200101,1000,0007,0000002600,00000007,00000017
100,00001168,99991231,20200101,2000,0008,0000002700,00000008,00000018
100,00001169,99991231,20200101,1000,0009,0000002800,00000009,00000019
100,00001170,99991231,20200101,2000,0010,0000002900,00000010,00000020
100,00001171,99991231,20200101,1000,0001,0000003000,00000011,00000021
100,00001172,99991231,20200101,2000,0002,0000003100,00000012,00000022
100,00001173,99991231,20200101,1000,0003,0000003200,00000013,00000023
100,00001174,99991231,20200101,2000,0004,0000003300,00000014,00000024
100,00001175,99991231,20200101,1000,0005,0000003400,00000015,00000025
100,00001176,99991231,20200101,2000,0006,0000003500,00000016,00000026
100,00001177,99991231,20200101,1000,0007,0000003600,00000017,00000027
100,00001178,99991231,20200101,2000,0008,0000003700,00000018,00000028
100,00001179,99991231,20200101,1000,0009,0000003800,00000019,00000029
100,00001180,99991231,20200101,2000,0010,0000003900,00000020,00000030
100,00001181,99991231,20200101,1000,0001,0000004000,00000001,00000031
100,00001182,99991231,20200101,2000,0002,0000004100,00000002,00000032
100,00001183,99991231,20200101,1000,0003,0000004200,00000003,00000033
100,00001184,99991231,20200101,2000,0004,0000004300,00000004,00000034
100,00001185,99991231,20200101,1000,0005,0000004400,00000005,00000035
100,00001186,99991231,20200101,2000,0006,0000004500,00000006,00000036
100,00001187,99991231,20200101,1000,0007,0000004600,00000007,00000037
100,00001188,99991231,20200101,2000,0008,0000004700,00000008,00000038
100,00001189,99991231,20200101,1000,0009,0000004800,00000009,00000039
100,00001190,99991231,20200101,2000,0010,0000004900,00000010,00000040
100,00001191,99991231,20200101,1000,0001,0000005000,00000011,00000041
100,00001192,99991231,20200101,2000,0002,0000005100,00000012,00000042
100,00001193,99991231,20200101,1000,0003,0000005200,00000013,00000043
100,00001194,99991231,20200101,2000,0004,0000005300,00000014,00000044
100,00001195,99991231,20200101,1000,0005,0000005400,00000015,00000045
100,00001196,99991231,20200101,2000,0006,0000005500,00000016,00000046
100,00001197,99991231,20200101,1000,0007,0000005600,00000017,00000047
100,00001198,99991231,20200101,2000,0008,0000005700,00000018,00000048
100,00001199,99991231,20200101,1000,0009,0000005800,00000019,00000049
100,00001200,99991231,20200101,2000,0010,0000005900,00000020,00000050
100,00001201,99991231,20200101,1000,0001,0000001000,00000001,00000001
100,00001202,99991231,20200101,2000,0002,0000001100,00000002,00000002
100,00001203,99991231,20200101,1000,0003,0000001200,00000003,00000003
100,00001204,99991231,20200101,2000,0004,0000001300,00000004,00000004
100,00001205,99991231,20200101,1000,0005,0000001400,00000005,00000005
100,00001206,99991231,20200101,2000,0006,0000001500,00000006,00000006
100,00001207,99991231,20200101,1000,0007,0000001600,00000007,00000007
100,00001208,99991231,20200101,2000,0008,0000001700,00000008,00000008
100,00001209,99991231,20200101,1000,0009,0000001800,00000009,00000009
100,00001210,99991231,20200101,2000,0010,0000001900,00000010,00000010
100,00001211,99991231,20200101,1000,0001,0000002000,00000011,00000011
100,00001212,99991231,20200101,2000,0002,0000002100,00000012,00000012
100,00001213,99991231,20200101,1000,0003,0000002200,00000013,00000013
100,00001214,99991231,20200101,2000,0004,0000002300,00000014,00000014
100,00001215,99991231,20200101,1000,0005,0000002400,00000015,00000015
100,00001216,99991231,20200101,2000,0006,0000002500,00000016,00000016
100,00001217,99991231,20200101,1000,0007,0000002600,00000017,00000017
100,00001218,99991231,20200101,2000,0008,0000002700,00000018,00000018
100,00001219,99991231,20200101,1000,0009,0000002800,00000019,00000019
100,00001220,99991231,20200101,2000,0010,0000002900,00000020,00000020
100,00001221,99991231,20200101,1000,0001,0000003000,00000001,00000021
100,00001222,99991231,20200101,2000,0002,0000003100,00000002,00000022
100,00001223,99991231,20200101,1000,0003,0000003200,00000003,00000023
100,00001224,99991231,20200101,2000,0004,0000003300,00000004,00000024
100,00001225,99991231,20200101,1000,0005,0000003400,00000005,00000025
100,00001226,99991231,20200101,2000,0006,0000003500,00000006,00000026
100,00001227,99991231,20200101,1000,0007,0000003600,00000007,00000027
100,00001228,99991231,20200101,2000,0008,0000003700,00000008,00000028
100,00001229,99991231,20200101,1000,0009,0000003800,00000009,00000029
100,00001230,99991231,20200101,2000,0010,0000003900,00000010,00000030
100,00001231,99991231,20200101,1000,0001,0000004000,00000011,00000031
100,00001232,99991231,20200101,2000,0002,0000004100,00000012,00000032
100,00001233,99991231,20200101,1000,0003,0000004200,00000013,00000033
100,00001234,99991231,20200101,2000,0004,0000004300,00000014,00000034
100,00001235,99991231,20200101,1000,0005,0000004400,00000015,00000035
100,00001236,99991231,20200101,2000,0006,0000004500,00000016,00000036
100,00001237,99991231,20200101,1000,0007,0000004600,00000017,00000037
100,00001238,99991231,20200101,2000,0008,0000004700,00000018,00000038
100,00001239,99991231,20200101,1000,0009,0000004800,00000019,00000039
100,00001240,99991231,20200101,2000,0010,0000004900,00000020,00000040
100,00001241,99991231,20200101,1000,0001,0000005000,00000001,00000041
100,00001242,99991231,20200101,2000,0002,0000005100,00000002,00000042
100,00001243,99991231,20200101,1000,0003,0000005200,00000003,00000043
100,00001244,99991231,20200101,2000,0004,0000005300,00000004,00000044
100,00001245,99991231,20200101,1000,0005,0000005400,00000005,00000045
100,00001246,99991231,20200101,2000,0006,0000005500,00000006,00000046
100,00001247,99991231,20200101,1000,0007,0000005600,00000007,00000047
100,00001248,99991231,20200101,2000,0008,0000005700,00000008,00000048
100,00001249,99991231,20200101,1000,0009,0000005800,00000009,00000049
100,00001250,99991231,20200101,2000,0010,0000005900,00000010,00000050
100,00001251,99991231,20200101,1000,0001,0000001000,00000011,00000001
100,00001252,99991231,20200101,2000,0002,0000001100,00000012,00000002
100,00001253,99991231,20200101,1000,0003,0000001200,00000013,00000003
100,00001254,99991231,20200101,2000,0004,0000001300,00000014,00000004
100,00001255,99991231,20200101,1000,0005,0000001400,00000015,00000005
100,00001256,99991231,20200101,2000,0006,0000001500,00000016,00000006
100,00001257,99991231,20200101,1000,0007,0000001600,00000017,00000007
100,00001258,99991231,20200101,2000,0008,0000001700,00000018,00000008
100,00001259,99991231,20200101,1000,0009,0000001800,00000019,00000009
100,00001260,99991231,20200101,2000,0010,0000001900,00000020,00000010
100,00001261,99991231,20200101,1000,0001,0000002000,00000001,00000011
100,00001262,99991231,20200101,2000,0002,0000002100,00000002,00000012
100,00001263,99991231,20200101,1000,0003,0000002200,00000003,00000013
100,00001264,99991231,20200101,2000,0004,0000002300,00000004,00000014
100,00001265,99991231,20200101,1000,0005,0000002400,00000005,00000015
