MANDT,VBELN,LFART,KUNNR,WADAT
100,1800007655,LF,CUS000025,20240717
100,1800007656,LF,CUS000116,20251108
100,1800007657,LF,CUS000143,20220531
100,1800007658,LF,CUS000055,20220411
100,1800007659,LF,CUS000160,20240413
100,1800007660,LF,CUS000190,20220306
100,1800007661,LF,CUS000053,20240609
100,1800007662,LF,CUS000147,20230113
100,1800007663,LF,CUS000081,20240910
100,1800007664,LF,CUS000153,20231029
100,1800007665,LF,CUS000044,20240702
100,1800007666,LF,CUS000138,20250415
100,1800007667,LF,CUS000173,20251017
100,1800007668,LF,CUS000023,20220214
100,1800007669,LF,CUS000046,20250713
100,1800007670,LF,CUS000046,20231127
100,1800007671,LF,CUS000018,20250409
100,1800007672,LF,CUS000047,20231219
100,1800007673,LF,CUS000008,20220924
100,1800007674,LF,CUS000063,20250503
100,1800007675,LF,CUS000067,20240705
100,1800007676,LF,CUS000068,20231224
100,1800007677,LF,CUS000166,20231110
100,1800007678,LF,CUS000176,20250831
100,1800007679,LF,CUS000195,20220323
100,1800007680,LF,CUS000072,20230102
100,1800007681,LF,CUS000153,20230316
100,1800007682,LF,CUS000187,20220220
100,1800007683,LF,CUS000155,20240206
100,1800007684,LF,CUS000014,20241001
100,1800007685,LF,CUS000113,20221110
100,1800007686,LF,CUS000098,20220820
100,1800007687,LF,CUS000113,20250218
100,1800007688,LF,CUS000114,20250510
100,1800007689,LF,CUS000167,20220725
100,1800007690,LF,CUS000187,20220305
100,1800007691,LF,CUS000100,20251009
100,1800007692,LF,CUS000112,20251016
100,1800007693,LF,CUS000064,20251230
100,1800007694,LF,CUS000135,20250202
100,1800007695,LF,CUS000046,20221111
100,1800007696,LF,CUS000091,20240711
100,1800007697,LF,CUS000052,20221016
100,1800007698,LF,CUS000001,20240913
100,1800007699,LF,CUS000188,20241107
100,1800007700,LF,CUS000041,20240701
100,1800007701,LF,CUS000018,20231217
100,1800007702,LF,CUS000074,20221117
100,1800007703,LF,CUS000049,20241025
100,1800007704,LF,CUS000141,20240130
100,1800007705,LF,CUS000176,20220903
100,1800007706,LF,CUS000049,20240329
100,1800007707,LF,CUS000103,20220211
100,1800007708,LF,CUS000042,20230711
100,1800007709,LF,CUS000185,20251101
100,1800007710,LF,CUS000024,20230424
100,1800007711,LF,CUS000200,20230215
100,1800007712,LF,CUS000157,20230609
100,1800007713,LF,CUS000139,20220927
100,1800007714,LF,CUS000160,20250223
100,1800007715,LF,CUS000189,20250725
100,1800007716,LF,CUS000151,20250105
100,1800007717,LF,CUS000100,20220614
100,1800007718,LF,CUS000027,20230318
100,1800007719,LF,CUS000041,20220411
100,1800007720,LF,CUS000181,20240823
100,1800007721,LF,CUS000134,20240820
100,1800007722,LF,CUS000028,20220622
100,1800007723,LF,CUS000185,20250627
100,1800007724,LF,CUS000153,20240530
100,1800007725,LF,CUS000157,20221027
100,1800007726,LF,CUS000064,20251225
100,1800007727,LF,CUS000059,20221019
100,1800007728,LF,CUS000178,20230330
100,1800007729,LF,CUS000071,20240710
100,1800007730,LF,CUS000168,20230610
100,1800007731,LF,CUS000085,20240407
100,1800007732,LF,CUS000102,20251217
100,1800007733,LF,CUS000183,20241029
100,1800007734,LF,CUS000060,20230308
100,1800007735,LF,CUS000101,20250309
100,1800007736,LF,CUS000173,20240723
100,1800007737,LF,CUS000119,20241104
100,1800007738,LF,CUS000172,20220521
100,1800007739,LF,CUS000146,20250809
100,1800007740,LF,CUS000003,20230314
100,1800007741,LF,CUS000004,20230509
100,1800007742,LF,CUS000086,20250408
100,1800007743,LF,CUS000041,20231006
100,1800007744,LF,CUS000166,20250830
100,1800007745,LF,CUS000069,20250518
100,1800007746,LF,CUS000168,20241117
100,1800007747,LF,CUS000114,20221105
100,1800007748,LF,CUS000086,20250715
100,1800007749,LF,CUS000152,20250818
100,1800007750,LF,CUS000070,20240319
100,1800007751,LF,CUS000187,20220928
100,1800007752,LF,CUS000161,20221226
100,1800007753,LF,CUS000188,20221031
100,1800007754,LF,CUS000078,20221227
100,1800007755,LF,CUS000191,20251022
100,1800007756,LF,CUS000030,20230704
100,1800007757,LF,CUS000059,20231001
100,1800007758,LF,CUS000118,20240422
100,1800007759,LF,CUS000159,20220511
100,1800007760,LF,CUS000093,20240622
100,1800007761,LF,CUS000010,20230403
100,1800007762,LF,CUS000181,20250728
100,1800007763,LF,CUS000158,20220724
100,1800007764,LF,CUS000113,20220224
100,1800007765,LF,CUS000107,20241023
100,1800007766,LF,CUS000033,20250210
100,1800007767,LF,CUS000109,20240602
100,1800007768,LF,CUS000158,20230305
100,1800007769,LF,CUS000143,20240602
100,1800007770,LF,CUS000137,20220726
100,1800007771,LF,CUS000082,20240421
100,1800007772,LF,CUS000162,20250930
100,1800007773,LF,CUS000166,20220726
100,1800007774,LF,CUS000055,20250919
100,1800007775,LF,CUS000163,20230124
100,1800007776,LF,CUS000149,20240115
100,1800007777,LF,CUS000199,20230729
100,1800007778,LF,CUS000199,20220806
100,1800007779,LF,CUS000025,20231221
100,1800007780,LF,CUS000109,20220730
100,1800007781,LF,CUS000097,20250828
100,1800007782,LF,CUS000108,20221225
100,1800007783,LF,CUS000045,20231210
100,1800007784,LF,CUS000075,20230709
100,1800007785,LF,CUS000059,20240222
100,1800007786,LF,CUS000190,20231027
100,1800007787,LF,CUS000059,20220915
100,1800007788,LF,CUS000078,20231220
100,1800007789,LF,CUS000187,20240416
100,1800007790,LF,CUS000121,20250528
100,1800007791,LF,CUS000046,20230314
100,1800007792,LF,CUS000158,20220307
100,1800007793,LF,CUS000120,20220918
100,1800007794,LF,CUS000004,20220529
100,1800007795,LF,CUS000177,20250121
100,1800007796,LF,CUS000182,20250616
100,1800007797,LF,CUS000093,20250313
100,1800007798,LF,CUS000173,20231209
100,1800007799,LF,CUS000082,20250513
100,1800007800,LF,CUS000048,20220328
100,1800007801,LF,CUS000019,20241023
100,1800007802,LF,CUS000008,20220304
100,1800007803,LF,CUS000003,20250731
100,1800007804,LF,CUS000183,20230514
100,1800007805,LF,CUS000188,20240414
100,1800007806,LF,CUS000127,20221226
100,1800007807,LF,CUS000161,20230820
100,1800007808,LF,CUS000083,20230515
100,1800007809,LF,CUS000047,20251030
100,1800007810,LF,CUS000007,20240524
100,1800007811,LF,CUS000106,20220612
100,1800007812,LF,CUS000171,20220816
100,1800007813,LF,CUS000001,20250621
100,1800007814,LF,CUS000173,20220428
100,1800007815,LF,CUS000059,20230708
100,1800007816,LF,CUS000106,20240213
100,1800007817,LF,CUS000096,20231115
100,1800007818,LF,CUS000197,20220428
100,1800007819,LF,CUS000155,20231101
100,1800007820,LF,CUS000091,20250921
100,1800007821,LF,CUS000068,20230925
100,1800007822,LF,CUS000044,20221010
100,1800007823,LF,CUS000052,20221226
100,1800007824,LF,CUS000123,20230716
100,1800007825,LF,CUS000187,20231008
100,1800007826,LF,CUS000082,20251108
100,1800007827,LF,CUS000016,20230608
100,1800007828,LF,CUS000108,20240316
100,1800007829,LF,CUS000058,20220310
100,1800007830,LF,CUS000047,20231117
100,1800007831,LF,CUS000151,20220912
100,1800007832,LF,CUS000193,20230317
100,1800007833,LF,CUS000065,20231228
100,1800007834,LF,CUS000111,20241011
100,1800007835,LF,CUS000038,20230820
100,1800007836,LF,CUS000087,20250718
100,1800007837,LF,CUS000079,20231115
100,1800007838,LF,CUS000093,20251209
100,1800007839,LF,CUS000110,20241022
100,1800007840,LF,CUS000169,20250610
100,1800007841,LF,CUS000034,20240723
100,1800007842,LF,CUS000101,20231121
100,1800007843,LF,CUS000116,20231119
100,1800007844,LF,CUS000183,20231231
100,1800007845,LF,CUS000117,20230713
100,1800007846,LF,CUS000076,20220603
100,1800007847,LF,CUS000106,20240929
100,1800007848,LF,CUS000187,20240826
100,1800007849,LF,CUS000062,20231015
100,1800007850,LF,CUS000120,20230403
100,1800007851,LF,CUS000011,20250409
100,1800007852,LF,CUS000162,20220127
100,1800007853,LF,CUS000098,20220504
100,1800007854,LF,CUS000145,20221214
100,1800007855,LF,CUS000050,20240412
100,1800007856,LF,CUS000017,20250226
100,1800007857,LF,CUS000001,20220624
100,1800007858,LF,CUS000140,20250810
100,1800007859,LF,CUS000151,20251020
100,1800007860,LF,CUS000155,20250927
100,1800007861,LF,CUS000084,20240516
100,1800007862,LF,CUS000067,20221102
100,1800007863,LF,CUS000091,20220511
100,1800007864,LF,CUS000067,20221104
100,1800007865,LF,CUS000061,20230115
100,1800007866,LF,CUS000192,20230305
100,1800007867,LF,CUS000076,20250804
100,1800007868,LF,CUS000179,20230605
100,1800007869,LF,CUS000026,20240228
100,1800007870,LF,CUS000200,20241001
100,1800007871,LF,CUS000146,20241008
100,1800007872,LF,CUS000196,20220706
100,1800007873,LF,CUS000161,20230517
100,1800007874,LF,CUS000188,20220223
100,1800007875,LF,CUS000194,20241127
100,1800007876,LF,CUS000117,20221027
100,1800007877,LF,CUS000127,20220807
100,1800007878,LF,CUS000159,20240610
100,1800007879,LF,CUS000007,20221121
100,1800007880,LF,CUS000032,20230701
100,1800007881,LF,CUS000198,20231206
100,1800007882,LF,CUS000153,20241013
100,1800007883,LF,CUS000005,20220807
100,1800007884,LF,CUS000134,20250529
100,1800007885,LF,CUS000137,20220711
100,1800007886,LF,CUS000043,20240930
100,1800007887,LF,CUS000164,20251109
100,1800007888,LF,CUS000016,20220920
100,1800007889,LF,CUS000180,20240527
100,1800007890,LF,CUS000159,20241015
100,1800007891,LF,CUS000171,20240515
100,1800007892,LF,CUS000168,20221127
100,1800007893,LF,CUS000170,20240724
100,1800007894,LF,CUS000099,20231207
100,1800007895,LF,CUS000018,20241023
100,1800007896,LF,CUS000170,20220331
100,1800007897,LF,CUS000074,20240607
100,1800007898,LF,CUS000087,20240515
100,1800007899,LF,CUS000164,20251125
100,1800007900,LF,CUS000099,20220806
100,1800007901,LF,CUS000187,20220707
100,1800007902,LF,CUS000138,20220115
100,1800007903,LF,CUS000122,20250527
100,1800007904,LF,CUS000085,20240403
100,1800007905,LF,CUS000125,20240118
100,1800007906,LF,CUS000038,20230608
100,1800007907,LF,CUS000034,20231014
100,1800007908,LF,CUS000096,20240813
100,1800007909,LF,CUS000190,20230727
100,1800007910,LF,CUS000084,20251121
100,1800007911,LF,CUS000172,20251015
100,1800007912,LF,CUS000077,20250208
100,1800007913,LF,CUS000055,20230206
100,1800007914,LF,CUS000154,20251226
100,1800007915,LF,CUS000027,20220504
100,1800007916,LF,CUS000110,20231120
100,1800007917,LF,CUS000162,20231227
100,1800007918,LF,CUS000114,20240710
100,1800007919,LF,CUS000092,20230528
100,1800007920,LF,CUS000076,20230202
100,1800007921,LF,CUS000138,20230410
100,1800007922,LF,CUS000146,20250122
100,1800007923,LF,CUS000023,20230630
100,1800007924,LF,CUS000179,20251023
100,1800007925,LF,CUS000082,20221204
100,1800007926,LF,CUS000002,20230104
100,1800007927,LF,CUS000124,20250111
100,1800007928,LF,CUS000061,20220408
100,1800007929,LF,CUS000085,20250424
100,1800007930,LF,CUS000193,20241004
100,1800007931,LF,CUS000069,20230811
100,1800007932,LF,CUS000154,20221102
100,1800007933,LF,CUS000183,20241125
100,1800007934,LF,CUS000153,20241217
100,1800007935,LF,CUS000011,20240120
100,1800007936,LF,CUS000043,20230612
100,1800007937,LF,CUS000135,20241225
100,1800007938,LF,CUS000145,20231215
100,1800007939,LF,CUS000055,20220820
100,1800007940,LF,CUS000042,20221004
100,1800007941,LF,CUS000117,20220208
100,1800007942,LF,CUS000127,20241203
100,1800007943,LF,CUS000060,20230207
100,1800007944,LF,CUS000091,20251215
100,1800007945,LF,CUS000076,20241003
100,1800007946,LF,CUS000160,20231216
100,1800007947,LF,CUS000187,20220204
100,1800007948,LF,CUS000053,20240916
100,1800007949,LF,CUS000145,20250710
100,1800007950,LF,CUS000039,20250118
100,1800007951,LF,CUS000193,20230322
100,1800007952,LF,CUS000122,20220206
100,1800007953,LF,CUS000175,20240325
100,1800007954,LF,CUS000031,20230206
100,1800007955,LF,CUS000143,20220730
100,1800007956,LF,CUS000026,20231201
100,1800007957,LF,CUS000080,20240217
100,1800007958,LF,CUS000102,20230719
100,1800007959,LF,CUS000135,20250902
100,1800007960,LF,CUS000162,20221111
100,1800007961,LF,CUS000156,20250211
100,1800007962,LF,CUS000043,20230815
100,1800007963,LF,CUS000177,20220818
100,1800007964,LF,CUS000178,20240223
100,1800007965,LF,CUS000151,20221026
100,1800007966,LF,CUS000058,20241013
100,1800007967,LF,CUS000135,20220710
100,1800007968,LF,CUS000146,20240529
100,1800007969,LF,CUS000074,20251123
100,1800007970,LF,CUS000057,20251130
100,1800007971,LF,CUS000175,20220303
100,1800007972,LF,CUS000157,20221013
100,1800007973,LF,CUS000052,20250911
100,1800007974,LF,CUS000002,20240505
100,1800007975,LF,CUS000054,20231024
100,1800007976,LF,CUS000109,20230817
100,1800007977,LF,CUS000129,20220627
100,1800007978,LF,CUS000090,20230127
100,1800007979,LF,CUS000115,20220116
100,1800007980,LF,CUS000168,20230225
100,1800007981,LF,CUS000182,20240228
100,1800007982,LF,CUS000004,20230509
100,1800007983,LF,CUS000026,20231231
100,1800007984,LF,CUS000200,20220320
100,1800007985,LF,CUS000111,20221014
100,1800007986,LF,CUS000036,20250531
100,1800007987,LF,CUS000053,20230808
100,1800007988,LF,CUS000127,20240203
100,1800007989,LF,CUS000146,20250314
100,1800007990,LF,CUS000175,20250614
100,1800007991,LF,CUS000071,20240728
100,1800007992,LF,CUS000200,20240208
100,1800007993,LF,CUS000144,20240215
100,1800007994,LF,CUS000015,20240715
100,1800007995,LF,CUS000187,20250307
100,1800007996,LF,CUS000023,20240830
100,1800007997,LF,CUS000138,20250928
100,1800007998,LF,CUS000056,20260101
100,1800007999,LF,CUS000187,20230312
100,1800008000,LF,CUS000163,20231125
100,1800008001,LF,CUS000061,20240117
100,1800008002,LF,CUS000095,20220708
100,1800008003,LF,CUS000072,20230826
100,1800008004,LF,CUS000162,20250810
100,1800008005,LF,CUS000161,20230116
100,1800008006,LF,CUS000183,20220918
100,1800008007,LF,CUS000132,20240427
100,1800008008,LF,CUS000162,20220630
100,1800008009,LF,CUS000173,20230419
100,1800008010,LF,CUS000129,20241005
100,1800008011,LF,CUS000172,20250311
100,1800008012,LF,CUS000137,20250622
100,1800008013,LF,CUS000001,20230706
100,1800008014,LF,CUS000011,20250422
100,1800008015,LF,CUS000134,20240409
100,1800008016,LF,CUS000015,20251201
100,1800008017,LF,CUS000101,20230915
100,1800008018,LF,CUS000175,20250710
100,1800008019,LF,CUS000077,20230708
100,1800008020,LF,CUS000051,20230626
100,1800008021,LF,CUS000077,20230512
100,1800008022,LF,CUS000041,20230109
100,1800008023,LF,CUS000007,20221030
100,1800008024,LF,CUS000106,20250913
100,1800008025,LF,CUS000027,20241115
100,1800008026,LF,CUS000035,20230924
100,1800008027,LF,CUS000107,20231025
100,1800008028,LF,CUS000034,20240416
100,1800008029,LF,CUS000193,20251103
100,1800008030,LF,CUS000116,20230510
100,1800008031,LF,CUS000050,20221104
100,1800008032,LF,CUS000087,20231003
100,1800008033,LF,CUS000053,20220603
100,1800008034,LF,CUS000186,20240608
100,1800008035,LF,CUS000010,20250615
100,1800008036,LF,CUS000183,20230413
100,1800008037,LF,CUS000130,20240916
100,1800008038,LF,CUS000142,20231003
100,1800008039,LF,CUS000036,20250320
100,1800008040,LF,CUS000057,20220627
100,1800008041,LF,CUS000015,20250815
100,1800008042,LF,CUS000084,20250203
100,1800008043,LF,CUS000051,20240515
100,1800008044,LF,CUS000039,20250428
100,1800008045,LF,CUS000030,20220929
100,1800008046,LF,CUS000186,20231209
100,1800008047,LF,CUS000124,20241105
100,1800008048,LF,CUS000138,20251207
100,1800008049,LF,CUS000050,20221119
100,1800008050,LF,CUS000103,20231229
100,1800008051,LF,CUS000176,20250523
100,1800008052,LF,CUS000063,20240126
100,1800008053,LF,CUS000086,20221129
100,1800008054,LF,CUS000099,20250622
100,1800008055,LF,CUS000013,20220313
100,1800008056,LF,CUS000133,20250115
100,1800008057,LF,CUS000088,20250202
100,1800008058,LF,CUS000068,20240626
100,1800008059,LF,CUS000107,20240106
100,1800008060,LF,CUS000107,20250830
100,1800008061,LF,CUS000139,20240926
100,1800008062,LF,CUS000005,20240723
100,1800008063,LF,CUS000058,20230413
100,1800008064,LF,CUS000056,20250613
100,1800008065,LF,CUS000111,20250618
100,1800008066,LF,CUS000010,20240731
100,1800008067,LF,CUS000001,20250817
100,1800008068,LF,CUS000075,20240809
100,1800008069,LF,CUS000094,20220626
100,1800008070,LF,CUS000097,20230506
100,1800008071,LF,CUS000094,20230105
100,1800008072,LF,CUS000060,20230501
100,1800008073,LF,CUS000088,20230520
100,1800008074,LF,CUS000144,20221007
100,1800008075,LF,CUS000152,20250701
100,1800008076,LF,CUS000117,20241124
100,1800008077,LF,CUS000071,20220307
100,1800008078,LF,CUS000041,20241222
100,1800008079,LF,CUS000069,20250603
100,1800008080,LF,CUS000014,20220326
100,1800008081,LF,CUS000021,20241007
100,1800008082,LF,CUS000162,20240208
100,1800008083,LF,CUS000092,20220625
100,1800008084,LF,CUS000126,20221229
100,1800008085,LF,CUS000149,20220911
100,1800008086,LF,CUS000065,20240409
100,1800008087,LF,CUS000123,20240304
100,1800008088,LF,CUS000064,20250407
100,1800008089,LF,CUS000077,20230430
100,1800008090,LF,CUS000037,20251126
100,1800008091,LF,CUS000181,20250520
100,1800008092,LF,CUS000065,20250209
100,1800008093,LF,CUS000022,20231022
100,1800008094,LF,CUS000120,20231124
100,1800008095,LF,CUS000077,20240605
100,1800008096,LF,CUS000038,20221201
100,1800008097,LF,CUS000049,20221220
100,1800008098,LF,CUS000154,20250428
100,1800008099,LF,CUS000186,20240403
100,1800008100,LF,CUS000060,20250829
100,1800008101,LF,CUS000200,20240606
100,1800008102,LF,CUS000153,20230614
100,1800008103,LF,CUS000094,20220501
100,1800008104,LF,CUS000097,20220626
100,1800008105,LF,CUS000173,20230516
100,1800008106,LF,CUS000196,20250112
100,1800008107,LF,CUS000176,20230903
100,1800008108,LF,CUS000066,20240609
100,1800008109,LF,CUS000044,20230807
100,1800008110,LF,CUS000113,20220714
100,1800008111,LF,CUS000102,20250705
100,1800008112,LF,CUS000134,20230301
100,1800008113,LF,CUS000030,20230609
100,1800008114,LF,CUS000113,20230310
100,1800008115,LF,CUS000171,20220416
100,1800008116,LF,CUS000062,20220325
100,1800008117,LF,CUS000029,20251207
100,1800008118,LF,CUS000194,20240713
100,1800008119,LF,CUS000110,20240324
100,1800008120,LF,CUS000126,20240616
100,1800008121,LF,CUS000044,20221001
100,1800008122,LF,CUS000047,20240910
100,1800008123,LF,CUS000191,20220628
100,1800008124,LF,CUS000142,20250104
100,1800008125,LF,CUS000179,20240209
100,1800008126,LF,CUS000110,20230524
100,1800008127,LF,CUS000119,20251031
100,1800008128,LF,CUS000077,20250720
100,1800008129,LF,CUS000188,20250304
100,1800008130,LF,CUS000113,20240412
100,1800008131,LF,CUS000192,20231225
100,1800008132,LF,CUS000183,20250609
100,1800008133,LF,CUS000058,20221001
100,1800008134,LF,CUS000061,20240904
100,1800008135,LF,CUS000032,20241211
100,1800008136,LF,CUS000105,20250129
100,1800008137,LF,CUS000002,20230627
100,1800008138,LF,CUS000044,20250531
100,1800008139,LF,CUS000179,20230125
100,1800008140,LF,CUS000190,20241009
100,1800008141,LF,CUS000195,20240521
100,1800008142,LF,CUS000028,20240131
100,1800008143,LF,CUS000031,20250120
100,1800008144,LF,CUS000124,20240427
100,1800008145,LF,CUS000022,20240407
100,1800008146,LF,CUS000121,20240609
100,1800008147,LF,CUS000127,20221227
100,1800008148,LF,CUS000073,20221227
100,1800008149,LF,CUS000166,20221104
100,1800008150,LF,CUS000066,20220310
100,1800008151,LF,CUS000103,20250807
100,1800008152,LF,CUS000033,20220510
100,1800008153,LF,CUS000165,20240804
100,1800008154,LF,CUS000041,20250416
100,1800008155,LF,CUS000058,20231012
100,1800008156,LF,CUS000131,20250105
100,1800008157,LF,CUS000153,20220210
100,1800008158,LF,CUS000165,20230711
100,1800008159,LF,CUS000016,20220220
100,1800008160,LF,CUS000070,20220505
100,1800008161,LF,CUS000141,20240806
100,1800008162,LF,CUS000057,20240312
100,1800008163,LF,CUS000043,20250331
100,1800008164,LF,CUS000198,20251201
100,1800008165,LF,CUS000189,20230715
100,1800008166,LF,CUS000080,20230223
100,1800008167,LF,CUS000119,20250604
100,1800008168,LF,CUS000173,20230527
100,1800008169,LF,CUS000008,20220122
100,1800008170,LF,CUS000006,20230612
100,1800008171,LF,CUS000194,20220527
100,1800008172,LF,CUS000021,20230125
100,1800008173,LF,CUS000131,20230712
100,1800008174,LF,CUS000048,20221017
100,1800008175,LF,CUS000110,20240424
100,1800008176,LF,CUS000127,20230516
100,1800008177,LF,CUS000168,20220704
100,1800008178,LF,CUS000141,20220730
100,1800008179,LF,CUS000052,20241217
100,1800008180,LF,CUS000007,20220807
100,1800008181,LF,CUS000195,20220122
100,1800008182,LF,CUS000041,20220105
100,1800008183,LF,CUS000003,20250612
100,1800008184,LF,CUS000159,20220306
100,1800008185,LF,CUS000106,20220711
100,1800008186,LF,CUS000004,20230607
100,1800008187,LF,CUS000088,20220502
100,1800008188,LF,CUS000012,20241223
100,1800008189,LF,CUS000125,20221007
100,1800008190,LF,CUS000089,20240109
100,1800008191,LF,CUS000129,20220924
100,1800008192,LF,CUS000075,20220216
100,1800008193,LF,CUS000118,20240716
100,1800008194,LF,CUS000059,20230601
100,1800008195,LF,CUS000004,20251105
100,1800008196,LF,CUS000036,20250617
100,1800008197,LF,CUS000056,20250405
100,1800008198,LF,CUS000094,20220523
100,1800008199,LF,CUS000010,20251115
100,1800008200,LF,CUS000077,20220111
100,1800008201,LF,CUS000046,20240831
100,1800008202,LF,CUS000029,20220628
100,1800008203,LF,CUS000180,20240310
100,1800008204,LF,CUS000122,20230215
100,1800008205,LF,CUS000048,20230914
100,1800008206,LF,CUS000020,20240115
100,1800008207,LF,CUS000141,20230805
100,1800008208,LF,CUS000149,20251019
100,1800008209,LF,CUS000109,20250928
100,1800008210,LF,CUS000075,20241021
100,1800008211,LF,CUS000011,20240227
100,1800008212,LF,CUS000142,20230110
100,1800008213,LF,CUS000066,20230320
100,1800008214,LF,CUS000150,20240707
100,1800008215,LF,CUS000117,20221104
100,1800008216,LF,CUS000092,20250415
100,1800008217,LF,CUS000038,20230804
100,1800008218,LF,CUS000178,20250703
100,1800008219,LF,CUS000097,20240217
100,1800008220,LF,CUS000185,20251028
100,1800008221,LF,CUS000037,20230812
100,1800008222,LF,CUS000143,20220612
100,1800008223,LF,CUS000050,20220616
100,1800008224,LF,CUS000125,20240422
100,1800008225,LF,CUS000030,20250418
100,1800008226,LF,CUS000068,20220821
100,1800008227,LF,CUS000022,20220501
100,1800008228,LF,CUS000062,20260108
100,1800008229,LF,CUS000102,20250605
100,1800008230,LF,CUS000179,20230724
100,1800008231,LF,CUS000083,20230108
100,1800008232,LF,CUS000028,20240805
100,1800008233,LF,CUS000178,20230901
100,1800008234,LF,CUS000038,20251231
100,1800008235,LF,CUS000160,20250825
100,1800008236,LF,CUS000026,20251116
100,1800008237,LF,CUS000196,20240906
100,1800008238,LF,CUS000185,20250115
100,1800008239,LF,CUS000068,20230320
100,1800008240,LF,CUS000062,20240216
100,1800008241,LF,CUS000031,20240901
100,1800008242,LF,CUS000001,20240623
100,1800008243,LF,CUS000028,20240707
100,1800008244,LF,CUS000154,20220216
100,1800008245,LF,CUS000035,20220703
100,1800008246,LF,CUS000193,20240619
100,1800008247,LF,CUS000152,20250929
100,1800008248,LF,CUS000036,20250525
100,1800008249,LF,CUS000142,20220703
100,1800008250,LF,CUS000077,20220122
100,1800008251,LF,CUS000177,20250228
100,1800008252,LF,CUS000087,20230125
100,1800008253,LF,CUS000146,20240829
100,1800008254,LF,CUS000148,20220412
100,1800008255,LF,CUS000164,20251112
100,1800008256,LF,CUS000033,20220123
100,1800008257,LF,CUS000090,20251006
100,1800008258,LF,CUS000090,20251108
100,1800008259,LF,CUS000078,20240129
100,1800008260,LF,CUS000008,20250515
100,1800008261,LF,CUS000109,20251001
100,1800008262,LF,CUS000110,20221114
100,1800008263,LF,CUS000033,20230119
100,1800008264,LF,CUS000096,20240625
100,1800008265,LF,CUS000126,20230404
100,1800008266,LF,CUS000022,20220720
100,1800008267,LF,CUS000095,20220626
100,1800008268,LF,CUS000043,20250909
100,1800008269,LF,CUS000163,20250831
100,1800008270,LF,CUS000004,20240221
100,1800008271,LF,CUS000177,20220412
100,1800008272,LF,CUS000003,20220824
100,1800008273,LF,CUS000037,20250131
100,1800008274,LF,CUS000175,20250118
100,1800008275,LF,CUS000151,20230324
100,1800008276,LF,CUS000193,20230711
100,1800008277,LF,CUS000099,20250915
100,1800008278,LF,CUS000200,20240329
100,1800008279,LF,CUS000175,20250520
100,1800008280,LF,CUS000152,20250129
100,1800008281,LF,CUS000077,20240401
100,1800008282,LF,CUS000117,20230628
100,1800008283,LF,CUS000136,20251027
100,1800008284,LF,CUS000046,20230125
100,1800008285,LF,CUS000160,20230826
100,1800008286,LF,CUS000018,20240307
100,1800008287,LF,CUS000141,20230719
100,1800008288,LF,CUS000050,20230216
100,1800008289,LF,CUS000184,20250703
100,1800008290,LF,CUS000194,20241024
100,1800008291,LF,CUS000102,20250930
100,1800008292,LF,CUS000037,20250610
100,1800008293,LF,CUS000187,20240810
100,1800008294,LF,CUS000023,20230909
100,1800008295,LF,CUS000010,20250119
100,1800008296,LF,CUS000193,20220629
100,1800008297,LF,CUS000024,20231010
100,1800008298,LF,CUS000033,20231226
100,1800008299,LF,CUS000141,20251205
100,1800008300,LF,CUS000132,20241128
100,1800008301,LF,CUS000156,20221226
100,1800008302,LF,CUS000041,20250617
100,1800008303,LF,CUS000146,20231009
100,1800008304,LF,CUS000159,20260101
100,1800008305,LF,CUS000046,20240720
100,1800008306,LF,CUS000198,20220816
100,1800008307,LF,CUS000149,20230802
100,1800008308,LF,CUS000139,20230615
100,1800008309,LF,CUS000016,20250806
100,1800008310,LF,CUS000099,20220116
100,1800008311,LF,CUS000119,20240506
100,1800008312,LF,CUS000116,20251024
100,1800008313,LF,CUS000120,20250407
100,1800008314,LF,CUS000188,20231120
100,1800008315,LF,CUS000191,20251231
100,1800008316,LF,CUS000120,20231013
100,1800008317,LF,CUS000171,20250827
100,1800008318,LF,CUS000139,20230120
100,1800008319,LF,CUS000096,20240929
100,1800008320,LF,CUS000026,20220615
100,1800008321,LF,CUS000057,20250408
100,1800008322,LF,CUS000190,20240119
100,1800008323,LF,CUS000182,20250811
100,1800008324,LF,CUS000086,20230916
100,1800008325,LF,CUS000063,20230713
100,1800008326,LF,CUS000038,20250705
100,1800008327,LF,CUS000097,20250623
100,1800008328,LF,CUS000159,20250806
100,1800008329,LF,CUS000058,20220210
100,1800008330,LF,CUS000073,20230513
100,1800008331,LF,CUS000051,20250716
100,1800008332,LF,CUS000045,20240731
100,1800008333,LF,CUS000112,20230527
100,1800008334,LF,CUS000042,20260108
100,1800008335,LF,CUS000176,20241113
100,1800008336,LF,CUS000163,20251203
100,1800008337,LF,CUS000109,20240904
100,1800008338,LF,CUS000150,20221209
100,1800008339,LF,CUS000128,20220209
100,1800008340,LF,CUS000090,20250405
100,1800008341,LF,CUS000090,20220811
100,1800008342,LF,CUS000199,20250805
100,1800008343,LF,CUS000090,20251109
100,1800008344,LF,CUS000098,20230615
100,1800008345,LF,CUS000116,20250513
100,1800008346,LF,CUS000107,20250622
100,1800008347,LF,CUS000175,20241203
100,1800008348,LF,CUS000002,20230401
100,1800008349,LF,CUS000011,20221123
100,1800008350,LF,CUS000122,20221029
100,1800008351,LF,CUS000165,20230921
100,1800008352,LF,CUS000134,20251020
