MANDT,BUKRS,KUNNR,UMSKS,BUDAT,GJAHR,BELNR,DMBTR,WAERS
100,1000,0000000028,,20240823,2023,0010000874,141.52,EUR
100,2000,0000000011,,20230320,2024,0010000875,4809.67,EUR
100,1000,0000000092,,20240311,2023,0010000876,880.93,EUR
100,2000,0000000382,,20230422,2024,0010000877,141.44,EUR
100,1000,0000000280,,20220912,2023,0010000878,872.64,EUR
100,2000,0000000410,,20231210,2024,0010000879,1087.05,EUR
100,1000,0000000248,,20221222,2023,0010000880,3670.01,EUR
100,2000,0000000432,,20240729,2024,0010000881,2360.72,EUR
100,1000,0000000352,,20240503,2023,0010000882,1644.18,EUR
100,2000,0000000225,,20220521,2024,0010000883,2054.87,EUR
100,1000,0000000277,,20230202,2023,0010000884,2343.62,EUR
100,2000,0000000406,,20230103,2024,0010000885,4144.06,EUR
100,1000,0000000401,,20220120,2023,0010000886,593.24,EUR
100,2000,0000000205,,20230325,2024,0010000887,3487.28,EUR
100,1000,0000000238,,20240328,2023,0010000888,110.45,EUR
100,2000,0000000027,,20220930,2024,0010000889,3444.9,EUR
100,1000,0000000388,,20231206,2023,0010000890,4993.24,EUR
100,2000,0000000149,,20240510,2024,0010000891,3029.25,EUR
100,1000,0000000150,,20221014,2023,0010000892,3576.47,EUR
100,2000,0000000393,,20230519,2024,0010000893,610.8,EUR
100,1000,0000000450,,20231116,2023,0010000894,278.09,EUR
100,2000,0000000269,,20240425,2024,0010000895,1316.35,EUR
100,1000,0000000066,,20240511,2023,0010000896,3539.37,EUR
100,2000,0000000469,,20230928,2024,0010000897,1675.81,EUR
100,1000,0000000030,,20230203,2023,0010000898,4861.78,EUR
100,2000,0000000496,,20230319,2024,0010000899,2374.49,EUR
100,1000,0000000395,,20220512,2023,0010000900,917.8,EUR
100,2000,0000000145,,20240208,2024,0010000901,369.26,EUR
100,1000,0000000324,,20240915,2023,0010000902,799.83,EUR
100,2000,0000000428,,20220225,2024,0010000903,2727.91,EUR
100,1000,0000000412,,20220824,2023,0010000904,2091.19,EUR
100,2000,0000000444,,20240218,2024,0010000905,1336.42,EUR
100,1000,0000000198,,20220415,2023,0010000906,960.26,EUR
100,2000,0000000293,,20220328,2024,0010000907,3602.2,EUR
100,1000,0000000457,,20220217,2023,0010000908,1597.16,EUR
100,2000,0000000155,,20220515,2024,0010000909,3994.18,EUR
100,1000,0000000025,,20230205,2023,0010000910,2590.97,EUR
100,2000,0000000008,,20220604,2024,0010000911,4811.44,EUR
100,1000,0000000235,,20230918,2023,0010000912,846.08,EUR
100,2000,0000000295,,20220122,2024,0010000913,1172.64,EUR
100,1000,0000000457,,20220430,2023,0010000914,2896.57,EUR
100,2000,0000000124,,20220906,2024,0010000915,1500.16,EUR
100,1000,0000000275,,20240902,2023,0010000916,4507.83,EUR
100,2000,0000000352,,20230413,2024,0010000917,1624.54,EUR
100,1000,0000000441,,20241224,2023,0010000918,4795.64,EUR
100,2000,0000000134,,20220725,2024,0010000919,1055.13,EUR
100,1000,0000000339,,20220104,2023,0010000920,3687.87,EUR
100,2000,0000000087,,20220117,2024,0010000921,4111.45,EUR
100,1000,0000000198,,20220729,2023,0010000922,1908.33,EUR
100,2000,0000000334,,20220113,2024,0010000923,2483.05,EUR
100,1000,0000000356,,20221214,2023,0010000924,4628.57,EUR
100,2000,0000000236,,20230602,2024,0010000925,300.49,EUR
100,1000,0000000142,,20220217,2023,0010000926,4148.2,EUR
100,2000,0000000390,,20221224,2024,0010000927,1685.17,EUR
100,1000,0000000272,,20220830,2023,0010000928,1729.68,EUR
100,2000,0000000497,,20220730,2024,0010000929,2122.74,EUR
100,1000,0000000421,,20240216,2023,0010000930,3473.68,EUR
100,2000,0000000040,,20220828,2024,0010000931,2541.9,EUR
100,1000,0000000391,,20220509,2023,0010000932,3605.71,EUR
100,2000,0000000378,,20220618,2024,0010000933,4585.88,EUR
100,1000,0000000197,,20240524,2023,0010000934,1229.38,EUR
100,2000,0000000152,,20240128,2024,0010000935,2779.67,EUR
100,1000,0000000440,,20230507,2023,0010000936,3625.54,EUR
100,2000,0000000007,,20240429,2024,0010000937,2787.61,EUR
100,1000,0000000052,,20240402,2023,0010000938,4561.2,EUR
100,2000,0000000133,,20220327,2024,0010000939,4139.91,EUR
100,1000,0000000074,,20221122,2023,0010000940,3651.72,EUR
100,2000,0000000399,,20220923,2024,0010000941,573.16,EUR
100,1000,0000000431,,20240619,2023,0010000942,1138.7,EUR
100,2000,0000000094,,20230907,2024,0010000943,711.44,EUR
100,1000,0000000059,,20241117,2023,0010000944,1751.04,EUR
100,2000,0000000377,,20220712,2024,0010000945,914.65,EUR
100,1000,0000000236,,20230803,2023,0010000946,2034.25,EUR
100,2000,0000000126,,20221112,2024,0010000947,1042.23,EUR
100,1000,0000000442,,20240429,2023,0010000948,2609.08,EUR
100,2000,0000000487,,20240129,2024,0010000949,2089.07,EUR
100,1000,0000000450,,20221111,2023,0010000950,1366.51,EUR
100,2000,0000000271,,20230131,2024,0010000951,1464.29,EUR
100,1000,0000000351,,20220309,2023,0010000952,787.45,EUR
100,2000,0000000262,,20220622,2024,0010000953,108.03,EUR
100,1000,0000000053,,20241204,2023,0010000954,4840.51,EUR
100,2000,0000000279,,20230620,2024,0010000955,2859.24,EUR
100,1000,0000000010,,20230510,2023,0010000956,200.98,EUR
100,2000,0000000082,,20240827,2024,0010000957,2098.33,EUR
100,1000,0000000332,,20220130,2023,0010000958,889.78,EUR
100,2000,0000000369,,20230227,2024,0010000959,2722.49,EUR
100,1000,0000000086,,20230215,2023,0010000960,4912.27,EUR
100,2000,0000000131,,20220709,2024,0010000961,1203.47,EUR
100,1000,0000000105,,20230319,2023,0010000962,638.28,EUR
100,2000,0000000129,,20221104,2024,0010000963,4693.02,EUR
100,1000,0000000204,,20230903,2023,0010000964,3495.08,EUR
100,2000,0000000236,,20230619,2024,0010000965,4939.78,EUR
100,1000,0000000355,,20231226,2023,0010000966,3985.46,EUR
100,2000,0000000327,,20231210,2024,0010000967,2408.63,EUR
100,1000,0000000358,,20230807,2023,0010000968,994.05,EUR
100,2000,0000000012,,20230621,2024,0010000969,2666.37,EUR
100,1000,0000000342,,20220703,2023,0010000970,748.11,EUR
100,2000,0000000083,,20220507,2024,0010000971,4236.68,EUR
100,1000,0000000223,,20241201,2023,0010000972,1532.39,EUR
100,2000,0000000284,,20231203,2024,0010000973,3012.7,EUR
100,1000,0000000122,,20240622,2023,0010000974,824.69,EUR
100,2000,0000000341,,20220111,2024,0010000975,1404.69,EUR
100,1000,0000000257,,20220926,2023,0010000976,1590.02,EUR
100,2000,0000000159,,20240215,2024,0010000977,4608.06,EUR
100,1000,0000000147,,20241220,2023,0010000978,2840.07,EUR
100,2000,0000000198,,20230106,2024,0010000979,4068.9,EUR
100,1000,0000000422,,20240722,2023,0010000980,2376.05,EUR
100,2000,0000000407,,20230726,2024,0010000981,2582.82,EUR
100,1000,0000000319,,20220323,2023,0010000982,990.09,EUR
100,2000,0000000405,,20241222,2024,0010000983,3888.87,EUR
100,1000,0000000447,,20240224,2023,0010000984,3979.75,EUR
100,2000,0000000326,,20240329,2024,0010000985,1634.46,EUR
100,1000,0000000150,,20240910,2023,0010000986,2371.42,EUR
100,2000,0000000313,,20221018,2024,0010000987,4291.12,EUR
100,1000,0000000053,,20240701,2023,0010000988,3383.03,EUR
100,2000,0000000339,,20230331,2024,0010000989,2411.76,EUR
100,1000,0000000265,,20230115,2023,0010000990,153.27,EUR
100,2000,0000000193,,20230120,2024,0010000991,3045.49,EUR
100,1000,0000000365,,20240925,2023,0010000992,2824.9,EUR
100,2000,0000000009,,20241002,2024,0010000993,1470.32,EUR
100,1000,0000000336,,20220328,2023,0010000994,2788.18,EUR
100,2000,0000000001,,20220131,2024,0010000995,4968.03,EUR
100,1000,0000000393,,20220406,2023,0010000996,3238.61,EUR
100,2000,0000000168,,20230520,2024,0010000997,4734.89,EUR
100,1000,0000000053,,20220117,2023,0010000998,1822.85,EUR
100,2000,0000000011,,20240524,2024,0010000999,2318.55,EUR
100,1000,0000000322,,20230207,2023,0010001000,2833.76,EUR
100,2000,0000000311,,20231029,2024,0010001001,483.6,EUR
100,1000,0000000380,,20220216,2023,0010001002,1823.92,EUR
100,2000,0000000109,,20240409,2024,0010001003,2426.19,EUR
100,1000,0000000477,,20240115,2023,0010001004,4833.68,EUR
100,2000,0000000083,,20230412,2024,0010001005,3732.97,EUR
100,1000,0000000267,,20240531,2023,0010001006,919.2,EUR
100,2000,0000000474,,20230807,2024,0010001007,2128.74,EUR
100,1000,0000000210,,20240321,2023,0010001008,3708.04,EUR
100,2000,0000000441,,20230509,2024,0010001009,674.0,EUR
100,1000,0000000394,,20230621,2023,0010001010,4150.35,EUR
100,2000,0000000421,,20240515,2024,0010001011,3379.85,EUR
100,1000,0000000061,,20220512,2023,0010001012,766.06,EUR
100,2000,0000000324,,20221220,2024,0010001013,1694.9,EUR
100,1000,0000000144,,20220806,2023,0010001014,3176.58,EUR
100,2000,0000000338,,20240319,2024,0010001015,4500.12,EUR
100,1000,0000000429,,20220418,2023,0010001016,1586.94,EUR
100,2000,0000000155,,20221209,2024,0010001017,4937.47,EUR
100,1000,0000000196,,20230129,2023,0010001018,935.0,EUR
100,2000,0000000400,,20220126,2024,0010001019,2902.27,EUR
100,1000,0000000149,,20220811,2023,0010001020,2966.82,EUR
100,2000,0000000323,,20240108,2024,0010001021,223.82,EUR
100,1000,0000000287,,20230507,2023,0010001022,4053.77,EUR
100,2000,0000000153,,20230310,2024,0010001023,2265.55,EUR
100,1000,0000000205,,20230317,2023,0010001024,2199.25,EUR
100,2000,0000000257,,20220428,2024,0010001025,1078.62,EUR
100,1000,0000000276,,20230105,2023,0010001026,2460.73,EUR
100,2000,0000000497,,20240928,2024,0010001027,1548.62,EUR
100,1000,0000000014,,20240721,2023,0010001028,2145.82,EUR
100,2000,0000000476,,20240725,2024,0010001029,2410.88,EUR
100,1000,0000000490,,20230430,2023,0010001030,3726.48,EUR
100,2000,0000000280,,20240102,2024,0010001031,1592.05,EUR
100,1000,0000000073,,20241119,2023,0010001032,435.82,EUR
100,2000,0000000419,,20240328,2024,0010001033,4014.58,EUR
100,1000,0000000097,,20230218,2023,0010001034,2182.16,EUR
100,2000,0000000278,,20220426,2024,0010001035,1322.52,EUR
100,1000,0000000128,,20220203,2023,0010001036,1021.21,EUR
100,2000,0000000368,,20240302,2024,0010001037,2681.65,EUR
100,1000,0000000370,,20230608,2023,0010001038,1997.49,EUR
100,2000,0000000058,,20240405,2024,0010001039,3088.98,EUR
100,1000,0000000022,,20240717,2023,0010001040,3424.8,EUR
100,2000,0000000417,,20240109,2024,0010001041,2740.62,EUR
100,1000,0000000210,,20221109,2023,0010001042,3504.84,EUR
100,2000,0000000402,,20230327,2024,0010001043,994.68,EUR
100,1000,0000000047,,20240327,2023,0010001044,1221.49,EUR
100,2000,0000000213,,20240303,2024,0010001045,1132.9,EUR
100,1000,0000000270,,20221031,2023,0010001046,2526.63,EUR
100,2000,0000000408,,20231003,2024,0010001047,3222.02,EUR
100,1000,0000000355,,20221202,2023,0010001048,3002.18,EUR
100,2000,0000000331,,20231014,2024,0010001049,1297.49,EUR
100,1000,0000000172,,20230218,2023,0010001050,2365.51,EUR
100,2000,0000000124,,20220115,2024,0010001051,3419.88,EUR
100,1000,0000000364,,20240512,2023,0010001052,2567.67,EUR
100,2000,0000000234,,20220606,2024,0010001053,4330.73,EUR
100,1000,0000000494,,20231001,2023,0010001054,2857.78,EUR
100,2000,0000000498,,20220904,2024,0010001055,3367.34,EUR
100,1000,0000000125,,20220311,2023,0010001056,4140.18,EUR
100,2000,0000000063,,20230726,2024,0010001057,4440.04,EUR
100,1000,0000000140,,20240419,2023,0010001058,3487.0,EUR
100,2000,0000000042,,20230930,2024,0010001059,393.7,EUR
100,1000,0000000075,,20220620,2023,0010001060,1169.16,EUR
100,2000,0000000295,,20230714,2024,0010001061,4273.09,EUR
100,1000,0000000169,,20231127,2023,0010001062,3686.79,EUR
100,2000,0000000024,,20220813,2024,0010001063,3123.33,EUR
100,1000,0000000261,,20230211,2023,0010001064,4977.52,EUR
100,2000,0000000359,,20240603,2024,0010001065,1462.86,EUR
100,1000,0000000494,,20230929,2023,0010001066,411.77,EUR
100,2000,0000000458,,20220919,2024,0010001067,4399.16,EUR
100,1000,0000000154,,20230904,2023,0010001068,2077.0,EUR
100,2000,0000000065,,20240206,2024,0010001069,180.08,EUR
100,1000,0000000120,,20240424,2023,0010001070,4274.4,EUR
100,2000,0000000268,,20241013,2024,0010001071,2659.09,EUR
100,1000,0000000429,,20220616,2023,0010001072,4684.24,EUR
100,2000,0000000318,,20231227,2024,0010001073,4436.48,EUR
100,1000,0000000026,,20230527,2023,0010001074,2872.14,EUR
100,2000,0000000224,,20230118,2024,0010001075,4268.32,EUR
100,1000,0000000199,,20240523,2023,0010001076,413.01,EUR
100,2000,0000000065,,20231126,2024,0010001077,4377.51,EUR
100,1000,0000000301,,20220602,2023,0010001078,1131.12,EUR
100,2000,0000000398,,20230529,2024,0010001079,2200.22,EUR
100,1000,0000000255,,20230619,2023,0010001080,1524.04,EUR
100,2000,0000000144,,20221105,2024,0010001081,3990.61,EUR
100,1000,0000000442,,20230315,2023,0010001082,2398.94,EUR
100,2000,0000000276,,20230516,2024,0010001083,380.44,EUR
100,1000,0000000075,,20220603,2023,0010001084,1450.57,EUR
100,2000,0000000341,,20230627,2024,0010001085,366.72,EUR
100,1000,0000000498,,20241020,2023,0010001086,2475.68,EUR
100,2000,0000000362,,20240529,2024,0010001087,3207.46,EUR
100,1000,0000000228,,20240115,2023,0010001088,3460.0,EUR
100,2000,0000000073,,20230428,2024,0010001089,3042.42,EUR
100,1000,0000000310,,20240606,2023,0010001090,1121.19,EUR
100,2000,0000000202,,20240829,2024,0010001091,2160.47,EUR
100,1000,0000000363,,20240630,2023,0010001092,281.41,EUR
100,2000,0000000031,,20230711,2024,0010001093,4041.33,EUR
100,1000,0000000149,,20220106,2023,0010001094,4161.51,EUR
100,2000,0000000167,,20241118,2024,0010001095,1792.15,EUR
100,1000,0000000379,,20240712,2023,0010001096,491.11,EUR
100,2000,0000000228,,20241022,2024,0010001097,510.66,EUR
100,1000,0000000462,,20240814,2023,0010001098,559.42,EUR
100,2000,0000000407,,20240620,2024,0010001099,518.1,EUR
100,1000,0000000448,,20230115,2023,0010001100,1745.04,EUR
100,2000,0000000072,,20241110,2024,0010001101,3299.08,EUR
100,1000,0000000329,,20240320,2023,0010001102,1549.32,EUR
100,2000,0000000408,,20240815,2024,0010001103,1183.54,EUR
100,1000,0000000246,,20240720,2023,0010001104,2495.84,EUR
100,2000,0000000268,,20241203,2024,0010001105,1142.91,EUR
100,1000,0000000166,,20230109,2023,0010001106,3487.73,EUR
100,2000,0000000441,,20221204,2024,0010001107,3651.6,EUR
100,1000,0000000184,,20230619,2023,0010001108,3109.89,EUR
100,2000,0000000284,,20241117,2024,0010001109,4661.57,EUR
100,1000,0000000417,,20240408,2023,0010001110,4967.09,EUR
100,2000,0000000399,,20240507,2024,0010001111,3740.37,EUR
100,1000,0000000417,,20241129,2023,0010001112,499.56,EUR
100,2000,0000000262,,20230713,2024,0010001113,4983.13,EUR
100,1000,0000000211,,20230808,2023,0010001114,1294.42,EUR
100,2000,0000000361,,20231218,2024,0010001115,4654.44,EUR
100,1000,0000000444,,20230130,2023,0010001116,180.72,EUR
100,2000,0000000144,,20221208,2024,0010001117,3084.62,EUR
100,1000,0000000359,,20240223,2023,0010001118,4866.16,EUR
100,2000,0000000274,,20240513,2024,0010001119,2081.19,EUR
100,1000,0000000037,,20240416,2023,0010001120,4670.47,EUR
100,2000,0000000141,,20241027,2024,0010001121,3208.0,EUR
100,1000,0000000146,,20221102,2023,0010001122,3214.05,EUR
100,2000,0000000268,,20221114,2024,0010001123,482.19,EUR
100,1000,0000000427,,20230526,2023,0010001124,2128.3,EUR
100,2000,0000000064,,20230104,2024,0010001125,2318.44,EUR
100,1000,0000000319,,20220724,2023,0010001126,4097.66,EUR
100,2000,0000000096,,20240607,2024,0010001127,4871.13,EUR
100,1000,0000000110,,20240729,2023,0010001128,4780.91,EUR
100,2000,0000000258,,20240615,2024,0010001129,1165.22,EUR
100,1000,0000000184,,20220809,2023,0010001130,4605.62,EUR
100,2000,0000000047,,20240907,2024,0010001131,514.76,EUR
100,1000,0000000206,,20220510,2023,0010001132,3718.64,EUR
100,2000,0000000133,,20240501,2024,0010001133,2927.01,EUR
100,1000,0000000077,,20220905,2023,0010001134,910.77,EUR
100,2000,0000000427,,20241026,2024,0010001135,2642.33,EUR
100,1000,0000000235,,20220406,2023,0010001136,3078.77,EUR
100,2000,0000000447,,20241213,2024,0010001137,3746.24,EUR
100,1000,0000000370,,20240529,2023,0010001138,1825.19,EUR
100,2000,0000000113,,20230203,2024,0010001139,3604.26,EUR
100,1000,0000000244,,20221108,2023,0010001140,1039.44,EUR
100,2000,0000000445,,20220820,2024,0010001141,1799.19,EUR
100,1000,0000000234,,20220806,2023,0010001142,2164.52,EUR
100,2000,0000000128,,20240119,2024,0010001143,1692.4,EUR
100,1000,0000000038,,20221113,2023,0010001144,1938.34,EUR
100,2000,0000000409,,20240314,2024,0010001145,1678.65,EUR
100,1000,0000000232,,20241103,2023,0010001146,268.09,EUR
100,2000,0000000161,,20240314,2024,0010001147,1705.63,EUR
100,1000,0000000135,,20240610,2023,0010001148,2612.9,EUR
100,2000,0000000055,,20240219,2024,0010001149,3110.51,EUR
100,1000,0000000100,,20230804,2023,0010001150,1681.85,EUR
100,2000,0000000310,,20220304,2024,0010001151,1578.08,EUR
100,1000,0000000472,,20221001,2023,0010001152,4545.01,EUR
100,2000,0000000292,,20241003,2024,0010001153,417.58,EUR
100,1000,0000000283,,20230919,2023,0010001154,3725.93,EUR
100,2000,0000000013,,20240522,2024,0010001155,741.28,EUR
100,1000,0000000440,,20220806,2023,0010001156,3865.35,EUR
100,2000,0000000185,,20230213,2024,0010001157,2582.59,EUR
100,1000,0000000469,,20240331,2023,0010001158,2896.34,EUR
100,2000,0000000303,,20240410,2024,0010001159,3854.37,EUR
100,1000,0000000356,,20221010,2023,0010001160,3377.48,EUR
100,2000,0000000276,,20241029,2024,0010001161,212.18,EUR
100,1000,0000000081,,20221025,2023,0010001162,4844.25,EUR
100,2000,0000000480,,20240205,2024,0010001163,1918.93,EUR
100,1000,0000000230,,20230430,2023,0010001164,1553.81,EUR
100,2000,0000000223,,20230529,2024,0010001165,1191.0,EUR
100,1000,0000000355,,20240123,2023,0010001166,2534.78,EUR
100,2000,0000000443,,20230916,2024,0010001167,3749.62,EUR
100,1000,0000000457,,20220617,2023,0010001168,4171.77,EUR
100,2000,0000000109,,20220714,2024,0010001169,3109.69,EUR
100,1000,0000000009,,20240120,2023,0010001170,187.23,EUR
100,2000,0000000195,,20240413,2024,0010001171,4286.66,EUR
100,1000,0000000234,,20221113,2023,0010001172,3790.23,EUR
100,2000,0000000174,,20230414,2024,0010001173,3735.64,EUR
100,1000,0000000129,,20240819,2023,0010001174,107.85,EUR
100,2000,0000000471,,20240908,2024,0010001175,2199.19,EUR
100,1000,0000000087,,20221104,2023,0010001176,3031.47,EUR
100,2000,0000000136,,20240403,2024,0010001177,4091.12,EUR
100,1000,0000000321,,20240317,2023,0010001178,3163.06,EUR
100,2000,0000000027,,20240523,2024,0010001179,2884.34,EUR
100,1000,0000000066,,20230108,2023,0010001180,826.74,EUR
100,2000,0000000054,,20230326,2024,0010001181,3258.42,EUR
100,1000,0000000258,,20240829,2023,0010001182,1098.7,EUR
100,2000,0000000111,,20230606,2024,0010001183,899.69,EUR
100,1000,0000000356,,20230525,2023,0010001184,4382.33,EUR
100,2000,0000000029,,20220705,2024,0010001185,3074.66,EUR
100,1000,0000000165,,20231001,2023,0010001186,486.63,EUR
100,2000,0000000321,,20240625,2024,0010001187,4573.88,EUR
100,1000,0000000354,,20240429,2023,0010001188,2871.91,EUR
100,2000,0000000066,,20221030,2024,0010001189,4076.64,EUR
100,1000,0000000393,,20230902,2023,0010001190,1821.89,EUR
100,2000,0000000393,,20220422,2024,0010001191,2220.02,EUR
100,1000,0000000277,,20240706,2023,0010001192,3963.76,EUR
100,2000,0000000077,,20230224,2024,0010001193,3411.99,EUR
100,1000,0000000440,,20230501,2023,0010001194,3961.21,EUR
100,2000,0000000175,,20230423,2024,0010001195,1944.77,EUR
100,1000,0000000449,,20220804,2023,0010001196,2508.79,EUR
100,2000,0000000397,,20240331,2024,0010001197,2483.43,EUR
100,1000,0000000173,,20220204,2023,0010001198,4672.56,EUR
100,2000,0000000050,,20220620,2024,0010001199,416.17,EUR
100,1000,0000000354,,20240402,2023,0010001200,4765.29,EUR
100,2000,0000000199,,20221211,2024,0010001201,4401.99,EUR
100,1000,0000000172,,20220902,2023,0010001202,2161.54,EUR
100,2000,0000000498,,20231228,2024,0010001203,2099.72,EUR
100,1000,0000000489,,20231025,2023,0010001204,2585.71,EUR
100,2000,0000000239,,20220311,2024,0010001205,2451.0,EUR
100,1000,0000000421,,20231024,2023,0010001206,2974.13,EUR
100,2000,0000000256,,20240621,2024,0010001207,2991.95,EUR
100,1000,0000000484,,20220430,2023,0010001208,545.14,EUR
100,2000,0000000300,,20220209,2024,0010001209,4652.73,EUR
100,1000,0000000355,,20230313,2023,0010001210,731.17,EUR
100,2000,0000000184,,20240924,2024,0010001211,1288.12,EUR
100,1000,0000000343,,20220627,2023,0010001212,1879.64,EUR
100,2000,0000000225,,20240203,2024,0010001213,193.69,EUR
100,1000,0000000052,,20241027,2023,0010001214,2452.45,EUR
100,2000,0000000400,,20230422,2024,0010001215,1242.33,EUR
100,1000,0000000319,,20231121,2023,0010001216,4865.93,EUR
100,2000,0000000291,,20230625,2024,0010001217,135.29,EUR
100,1000,0000000224,,20230406,2023,0010001218,3648.62,EUR
100,2000,0000000440,,20231117,2024,0010001219,4187.13,EUR
100,1000,0000000233,,20220618,2023,0010001220,2068.4,EUR
100,2000,0000000019,,20240704,2024,0010001221,422.31,EUR
100,1000,0000000186,,20230717,2023,0010001222,1585.37,EUR
100,2000,0000000419,,20240210,2024,0010001223,4199.21,EUR
100,1000,0000000364,,20231102,2023,0010001224,3091.76,EUR
100,2000,0000000140,,20240502,2024,0010001225,586.54,EUR
100,1000,0000000246,,20241221,2023,0010001226,2721.54,EUR
100,2000,0000000114,,20231010,2024,0010001227,817.13,EUR
100,1000,0000000371,,20231220,2023,0010001228,494.85,EUR
100,2000,0000000467,,20240605,2024,0010001229,1860.36,EUR
100,1000,0000000088,,20231031,2023,0010001230,3028.23,EUR
100,2000,0000000125,,20220517,2024,0010001231,2303.33,EUR
100,1000,0000000319,,20240817,2023,0010001232,2191.09,EUR
100,2000,0000000139,,20241031,2024,0010001233,2491.43,EUR
100,1000,0000000495,,20230817,2023,0010001234,147.42,EUR
100,2000,0000000461,,20221228,2024,0010001235,270.84,EUR
100,1000,0000000241,,20230710,2023,0010001236,2345.58,EUR
100,2000,0000000142,,20230202,2024,0010001237,2128.01,EUR
100,1000,0000000253,,20221018,2023,0010001238,412.52,EUR
100,2000,0000000121,,20240809,2024,0010001239,1894.55,EUR
100,1000,0000000268,,20220814,2023,0010001240,1710.57,EUR
100,2000,0000000472,,20240506,2024,0010001241,1415.77,EUR
100,1000,0000000137,,20220727,2023,0010001242,4891.3,EUR
100,2000,0000000142,,20221107,2024,0010001243,485.62,EUR
100,1000,0000000323,,20221008,2023,0010001244,3747.31,EUR
100,2000,0000000098,,20240914,2024,0010001245,4364.86,EUR
100,1000,0000000118,,20230625,2023,0010001246,1031.19,EUR
100,2000,0000000435,,20241222,2024,0010001247,2183.33,EUR
100,1000,0000000400,,20221227,2023,0010001248,3157.64,EUR
100,2000,0000000186,,20241105,2024,0010001249,293.97,EUR
100,1000,0000000256,,20231110,2023,0010001250,1819.26,EUR
100,2000,0000000284,,20230429,2024,0010001251,4105.07,EUR
100,1000,0000000011,,20230226,2023,0010001252,4529.41,EUR
100,2000,0000000164,,20220410,2024,0010001253,4070.12,EUR
100,1000,0000000069,,20240413,2023,0010001254,4607.68,EUR
100,2000,0000000393,,20230707,2024,0010001255,1245.58,EUR
100,1000,0000000368,,20220911,2023,0010001256,4684.12,EUR
100,2000,0000000086,,20240213,2024,0010001257,1783.7,EUR
100,1000,0000000253,,20230415,2023,0010001258,1419.49,EUR
100,2000,0000000190,,20230902,2024,0010001259,2755.6,EUR
100,1000,0000000311,,20230509,2023,0010001260,3472.18,EUR
100,2000,0000000046,,20230325,2024,0010001261,3793.12,EUR
100,1000,0000000338,,20231231,2023,0010001262,1322.66,EUR
100,2000,0000000150,,20231230,2024,0010001263,2238.76,EUR
100,1000,0000000002,,20231213,2023,0010001264,4523.81,EUR
100,2000,0000000348,,20241124,2024,0010001265,3825.96,EUR
100,1000,0000000189,,20230907,2023,0010001266,1436.61,EUR
100,2000,0000000229,,20221005,2024,0010001267,4754.47,EUR
100,1000,0000000394,,20240711,2023,0010001268,4480.6,EUR
100,2000,0000000048,,20220916,2024,0010001269,3427.99,EUR
100,1000,0000000285,,20240203,2023,0010001270,1216.84,EUR
100,2000,0000000154,,20241231,2024,0010001271,1272.86,EUR
100,1000,0000000183,,20230210,2023,0010001272,1552.42,EUR
100,2000,0000000143,,20230324,2024,0010001273,3468.01,EUR
100,1000,0000000249,,20230815,2023,0010001274,3963.45,EUR
100,2000,0000000392,,20221217,2024,0010001275,3141.81,EUR
100,1000,0000000150,,20240526,2023,0010001276,4733.23,EUR
100,2000,0000000174,,20240701,2024,0010001277,1246.12,EUR
100,1000,0000000055,,20241219,2023,0010001278,4717.87,EUR
100,2000,0000000487,,20241109,2024,0010001279,1265.44,EUR
100,1000,0000000032,,20241021,2023,0010001280,682.68,EUR
100,2000,0000000456,,20240927,2024,0010001281,4090.5,EUR
100,1000,0000000023,,20230128,2023,0010001282,604.72,EUR
100,2000,0000000177,,20230727,2024,0010001283,3600.95,EUR
100,1000,0000000409,,20230630,2023,0010001284,2900.65,EUR
100,2000,0000000358,,20221211,2024,0010001285,2931.55,EUR
100,1000,0000000088,,20230303,2023,0010001286,2833.08,EUR
100,2000,0000000185,,20230604,2024,0010001287,4349.45,EUR
100,1000,0000000478,,20240215,2023,0010001288,478.13,EUR
100,2000,0000000500,,20231206,2024,0010001289,1791.12,EUR
100,1000,0000000472,,20220518,2023,0010001290,2923.12,EUR
100,2000,0000000096,,20230220,2024,0010001291,1875.17,EUR
100,1000,0000000305,,20221128,2023,0010001292,1473.09,EUR
100,2000,0000000048,,20231122,2024,0010001293,4193.29,EUR
100,1000,0000000033,,20220105,2023,0010001294,1873.62,EUR
100,2000,0000000469,,20230121,2024,0010001295,3432.28,EUR
100,1000,0000000376,,20241223,2023,0010001296,2528.62,EUR
100,2000,0000000488,,20220422,2024,0010001297,3505.83,EUR
100,1000,0000000046,,20231114,2023,0010001298,472.47,EUR
100,2000,0000000063,,20241225,2024,0010001299,3358.67,EUR
100,1000,0000000206,,20220714,2023,0010001300,4383.33,EUR
100,2000,0000000266,,20230529,2024,0010001301,688.71,EUR
100,1000,0000000022,,20231109,2023,0010001302,783.17,EUR
100,2000,0000000069,,20240401,2024,0010001303,633.98,EUR
100,1000,0000000388,,20221209,2023,0010001304,4617.3,EUR
100,2000,0000000115,,20240630,2024,0010001305,1367.75,EUR
100,1000,0000000197,,20231004,2023,0010001306,807.05,EUR
100,2000,0000000293,,20221001,2024,0010001307,4804.89,EUR
100,1000,0000000318,,20231223,2023,0010001308,3469.19,EUR
100,2000,0000000471,,20241231,2024,0010001309,1746.17,EUR
100,1000,0000000215,,20221121,2023,0010001310,1557.02,EUR
100,2000,0000000258,,20220124,2024,0010001311,502.06,EUR
