MANDT,LGNUM,LQNUM,MATNR,WERKS,LGTYP,LGPLA,GESME,MEINS
100,200,LQ00000776,MAT000112,1000,002,002-42-03,1276.43,KG
100,100,LQ00000777,MAT000291,1300,002,002-42-01,8276.67,KG
100,200,LQ00000778,MAT000239,1000,001,001-01-01,7389.24,ST
100,100,LQ00000779,MAT000425,1400,001,001-02-02,5707.62,KG
100,200,LQ00000780,MAT000374,1300,003,003-06-01,7650.08,KG
100,200,LQ00000781,MAT000172,1200,002,002-18-01,9610.29,KG
100,200,LQ00000782,MAT000067,1300,003,003-09-02,2936.75,KG
100,100,LQ00000783,MAT000430,1200,020,020-19-05,8630.21,KG
100,100,LQ00000784,MAT000315,1300,001,001-26-03,557.72,KG
100,100,LQ00000785,MAT000498,1100,002,002-26-04,5474.85,ST
100,200,LQ00000786,MAT000297,1400,002,002-06-04,95.5,ST
100,100,LQ00000787,MAT000450,1200,001,001-03-02,4360.62,ST
100,100,LQ00000788,MAT000474,1200,002,002-34-05,3652.34,KG
100,100,LQ00000789,MAT000424,1300,003,003-10-03,3980.42,KG
100,100,LQ00000790,MAT000309,1200,003,003-47-03,2297.36,ST
100,200,LQ00000791,MAT000382,1200,020,020-36-02,2410.76,KG
100,100,LQ00000792,MAT000120,1300,003,003-41-05,3772.08,KG
100,200,LQ00000793,MAT000022,1400,010,010-19-04,8789.99,KG
100,200,LQ00000794,MAT000080,1200,002,002-11-04,1400.71,KG
100,100,LQ00000795,MAT000285,1400,020,020-43-02,3515.39,KG
100,200,LQ00000796,MAT000332,1000,003,003-30-05,3995.2,ST
100,200,LQ00000797,MAT000371,1300,020,020-44-04,5057.63,KG
100,100,LQ00000798,MAT000500,1300,002,002-16-02,3682.71,KG
100,100,LQ00000799,MAT000054,1100,020,020-16-04,1466.88,KG
100,200,LQ00000800,MAT000018,1300,001,001-13-04,9494.74,ST
100,200,LQ00000801,MAT000214,1400,020,020-02-02,2612.98,KG
100,100,LQ00000802,MAT000225,1300,010,010-35-05,7181.98,ST
100,100,LQ00000803,MAT000014,1300,010,010-49-01,1745.76,ST
100,100,LQ00000804,MAT000097,1100,020,020-18-02,8561.27,KG
100,100,LQ00000805,MAT000158,1400,003,003-14-02,7800.45,KG
100,100,LQ00000806,MAT000004,1100,003,003-27-01,7321.04,KG
100,100,LQ00000807,MAT000264,1300,003,003-36-05,9121.43,KG
100,100,LQ00000808,MAT000018,1100,002,002-10-01,2689.65,ST
100,100,LQ00000809,MAT000141,1300,003,003-40-03,5348.37,ST
100,200,LQ00000810,MAT000286,1200,020,020-33-05,9595.94,KG
100,200,LQ00000811,MAT000229,1200,001,001-30-03,3637.95,KG
100,200,LQ00000812,MAT000108,1000,003,003-17-03,460.2,KG
100,200,LQ00000813,MAT000266,1100,002,002-06-01,4004.38,ST
100,200,LQ00000814,MAT000055,1000,020,020-22-05,1977.38,KG
100,100,LQ00000815,MAT000358,1400,001,001-43-04,9844.27,ST
100,100,LQ00000816,MAT000195,1100,001,001-16-04,9158.02,KG
100,200,LQ00000817,MAT000127,1300,010,010-14-05,1444.89,KG
100,200,LQ00000818,MAT000341,1300,020,020-33-05,8727.96,KG
100,100,LQ00000819,MAT000386,1400,020,020-26-01,8092.67,KG
100,100,LQ00000820,MAT000249,1000,020,020-07-02,952.41,ST
100,200,LQ00000821,MAT000459,1000,001,001-13-05,1881.78,KG
100,100,LQ00000822,MAT000347,1300,003,003-49-02,573.57,KG
100,100,LQ00000823,MAT000432,1100,002,002-37-04,5973.53,ST
100,200,LQ00000824,MAT000045,1400,010,010-18-05,2373.4,KG
100,100,LQ00000825,MAT000399,1100,020,020-23-02,8576.19,KG
100,200,LQ00000826,MAT000289,1300,010,010-34-04,8507.45,ST
100,100,LQ00000827,MAT000121,1300,010,010-01-05,3520.2,KG
100,100,LQ00000828,MAT000137,1000,002,002-43-04,9690.2,KG
100,200,LQ00000829,MAT000356,1300,020,020-42-04,4348.58,ST
100,200,LQ00000830,MAT000291,1400,002,002-12-04,3330.14,KG
100,200,LQ00000831,MAT000354,1400,020,020-02-04,7722.62,KG
100,200,LQ00000832,MAT000340,1100,010,010-21-03,9021.08,ST
100,200,LQ00000833,MAT000454,1100,020,020-21-05,8703.54,KG
100,100,LQ00000834,MAT000419,1400,001,001-31-04,6882.72,KG
100,100,LQ00000835,MAT000233,1200,001,001-19-03,513.27,ST
100,200,LQ00000836,MAT000356,1200,010,010-16-03,3524.77,KG
100,200,LQ00000837,MAT000491,1400,010,010-36-05,9851.5,KG
100,100,LQ00000838,MAT000166,1400,001,001-01-02,4753.04,ST
100,200,LQ00000839,MAT000456,1300,003,003-09-04,6726.28,KG
100,100,LQ00000840,MAT000036,1400,003,003-40-01,1973.01,KG
100,200,LQ00000841,MAT000139,1000,020,020-50-04,3340.97,KG
100,200,LQ00000842,MAT000484,1100,001,001-36-04,3602.98,KG
100,100,LQ00000843,MAT000304,1300,003,003-24-03,792.64,KG
100,200,LQ00000844,MAT000322,1300,020,020-11-01,6343.44,KG
100,200,LQ00000845,MAT000251,1400,010,010-32-01,4455.91,KG
100,100,LQ00000846,MAT000101,1200,003,003-14-03,7299.92,ST
100,200,LQ00000847,MAT000095,1200,002,002-14-04,8878.2,KG
100,200,LQ00000848,MAT000233,1200,002,002-04-04,4672.59,ST
100,200,LQ00000849,MAT000167,1200,003,003-16-03,1545.41,KG
100,200,LQ00000850,MAT000456,1000,020,020-35-04,7612.89,ST
100,200,LQ00000851,MAT000105,1400,020,020-09-01,1179.45,ST
100,200,LQ00000852,MAT000319,1000,010,010-45-02,8263.0,KG
100,200,LQ00000853,MAT000108,1000,002,002-21-02,3343.74,ST
100,100,LQ00000854,MAT000156,1100,001,001-39-03,3127.04,KG
100,200,LQ00000855,MAT000061,1000,010,010-38-04,2755.08,KG
100,100,LQ00000856,MAT000472,1400,010,010-04-03,9556.96,KG
100,200,LQ00000857,MAT000260,1400,002,002-21-03,9245.24,KG
100,200,LQ00000858,MAT000254,1000,003,003-33-03,9415.29,ST
100,200,LQ00000859,MAT000410,1400,002,002-26-02,3487.61,KG
100,100,LQ00000860,MAT000396,1200,001,001-28-01,3500.9,KG
100,200,LQ00000861,MAT000264,1300,010,010-20-01,319.62,KG
100,200,LQ00000862,MAT000124,1300,001,001-27-03,5459.85,ST
100,100,LQ00000863,MAT000111,1200,003,003-42-05,514.36,ST
100,200,LQ00000864,MAT000150,1200,003,003-08-05,9709.92,KG
100,100,LQ00000865,MAT000081,1200,010,010-11-05,143.82,KG
100,100,LQ00000866,MAT000052,1100,003,003-06-05,3908.46,KG
100,200,LQ00000867,MAT000496,1000,020,020-09-05,437.75,KG
100,200,LQ00000868,MAT000053,1000,003,003-25-04,3823.52,KG
100,200,LQ00000869,MAT000484,1400,010,010-25-05,2484.93,KG
100,200,LQ00000870,MAT000163,1000,002,002-40-02,7829.74,KG
100,200,LQ00000871,MAT000138,1100,001,001-17-05,7379.8,KG
100,100,LQ00000872,MAT000150,1300,003,003-33-04,8994.27,ST
100,100,LQ00000873,MAT000231,1100,003,003-07-04,9401.39,KG
100,200,LQ00000874,MAT000477,1400,001,001-22-02,6263.05,ST
100,200,LQ00000875,MAT000179,1000,010,010-38-03,8044.92,KG
100,200,LQ00000876,MAT000034,1400,020,020-12-01,9159.04,KG
100,200,LQ00000877,MAT000454,1400,003,003-26-05,772.76,KG
100,100,LQ00000878,MAT000350,1300,003,003-07-03,9917.34,ST
100,200,LQ00000879,MAT000101,1200,020,020-31-02,6895.97,KG
100,200,LQ00000880,MAT000431,1200,002,002-28-04,7862.14,KG
100,200,LQ00000881,MAT000416,1100,010,010-46-05,9247.04,ST
100,200,LQ00000882,MAT000214,1400,003,003-49-01,2986.31,KG
100,100,LQ00000883,MAT000022,1100,003,003-07-04,7156.58,KG
100,100,LQ00000884,MAT000182,1300,002,002-04-03,1057.5,ST
100,100,LQ00000885,MAT000180,1300,003,003-18-02,2071.25,KG
100,200,LQ00000886,MAT000075,1100,001,001-27-01,2469.09,KG
100,200,LQ00000887,MAT000478,1400,003,003-38-02,5012.98,KG
100,100,LQ00000888,MAT000158,1100,001,001-08-04,6036.25,KG
100,200,LQ00000889,MAT000329,1300,020,020-08-04,4630.77,KG
100,200,LQ00000890,MAT000467,1400,010,010-17-03,6413.81,ST
100,100,LQ00000891,MAT000167,1100,010,010-25-05,4601.38,KG
100,100,LQ00000892,MAT000221,1100,010,010-21-04,7962.79,ST
100,100,LQ00000893,MAT000252,1400,010,010-01-03,4873.85,ST
100,200,LQ00000894,MAT000059,1300,020,020-45-01,5865.28,ST
100,200,LQ00000895,MAT000280,1100,001,001-39-02,4653.07,KG
100,200,LQ00000896,MAT000199,1400,010,010-42-05,8585.67,KG
100,100,LQ00000897,MAT000355,1100,003,003-15-04,183.13,KG
100,100,LQ00000898,MAT000366,1200,002,002-07-01,1422.38,KG
100,100,LQ00000899,MAT000142,1300,010,010-25-01,9760.08,KG
100,100,LQ00000900,MAT000159,1200,003,003-16-05,9154.23,KG
100,200,LQ00000901,MAT000421,1400,001,001-24-01,2645.2,KG
100,100,LQ00000902,MAT000254,1000,020,020-10-05,3548.11,KG
100,200,LQ00000903,MAT000377,1200,020,020-23-04,2497.22,ST
100,200,LQ00000904,MAT000147,1100,001,001-16-03,8617.98,KG
100,100,LQ00000905,MAT000307,1300,003,003-20-02,5913.72,KG
100,100,LQ00000906,MAT000342,1400,020,020-15-05,8020.21,ST
100,200,LQ00000907,MAT000355,1300,002,002-33-02,4082.56,ST
100,100,LQ00000908,MAT000469,1200,010,010-12-02,8022.6,ST
100,100,LQ00000909,MAT000178,1200,020,020-12-01,7970.62,KG
100,200,LQ00000910,MAT000023,1200,001,001-10-02,9408.51,ST
100,100,LQ00000911,MAT000055,1400,001,001-09-01,4929.83,ST
100,200,LQ00000912,MAT000069,1400,001,001-02-01,8577.12,ST
100,100,LQ00000913,MAT000466,1000,020,020-13-02,5187.66,KG
100,200,LQ00000914,MAT000414,1100,003,003-22-02,9153.16,KG
100,200,LQ00000915,MAT000054,1100,020,020-49-02,8463.24,ST
100,200,LQ00000916,MAT000179,1400,010,010-23-03,3995.62,KG
100,200,LQ00000917,MAT000365,1100,020,020-04-04,6944.85,ST
100,200,LQ00000918,MAT000194,1400,020,020-16-01,634.48,ST
100,100,LQ00000919,MAT000284,1300,020,020-34-02,9567.77,KG
100,200,LQ00000920,MAT000361,1300,001,001-24-04,4058.4,KG
100,100,LQ00000921,MAT000377,1400,010,010-10-04,3597.43,KG
100,200,LQ00000922,MAT000356,1200,020,020-50-01,7704.37,KG
100,200,LQ00000923,MAT000386,1100,003,003-05-01,781.93,KG
100,100,LQ00000924,MAT000105,1000,001,001-13-04,6812.27,KG
100,100,LQ00000925,MAT000172,1200,002,002-07-01,5160.7,ST
100,200,LQ00000926,MAT000158,1400,003,003-20-03,8119.68,ST
100,100,LQ00000927,MAT000245,1200,003,003-14-04,6486.8,KG
100,200,LQ00000928,MAT000330,1400,003,003-23-01,1378.06,KG
100,200,LQ00000929,MAT000009,1300,003,003-03-02,4368.07,KG
100,100,LQ00000930,MAT000459,1400,002,002-31-01,4381.74,KG
100,200,LQ00000931,MAT000188,1200,001,001-40-04,1596.83,ST
100,200,LQ00000932,MAT000245,1100,001,001-15-02,635.79,KG
100,200,LQ00000933,MAT000495,1100,002,002-04-05,4052.23,ST
100,200,LQ00000934,MAT000259,1200,010,010-44-04,8788.93,ST
100,200,LQ00000935,MAT000127,1200,002,002-26-05,8226.91,KG
100,100,LQ00000936,MAT000303,1300,001,001-47-01,6344.57,KG
100,200,LQ00000937,MAT000480,1000,003,003-50-03,6982.88,KG
100,200,LQ00000938,MAT000275,1200,001,001-02-02,1617.22,ST
100,200,LQ00000939,MAT000385,1000,010,010-19-01,2473.65,ST
100,200,LQ00000940,MAT000320,1200,020,020-07-04,719.89,KG
100,200,LQ00000941,MAT000143,1200,003,003-48-03,872.14,KG
100,200,LQ00000942,MAT000339,1300,010,010-29-04,8293.58,KG
100,200,LQ00000943,MAT000075,1100,020,020-13-01,1508.23,KG
100,200,LQ00000944,MAT000464,1100,003,003-25-01,3124.02,ST
100,100,LQ00000945,MAT000435,1300,020,020-38-04,6340.34,KG
100,200,LQ00000946,MAT000358,1400,002,002-12-04,5389.63,KG
100,100,LQ00000947,MAT000422,1200,020,020-09-04,6522.76,KG
100,200,LQ00000948,MAT000491,1400,003,003-50-01,2640.67,ST
100,200,LQ00000949,MAT000340,1300,020,020-03-01,9299.68,KG
100,200,LQ00000950,MAT000117,1400,001,001-42-02,1522.23,ST
100,200,LQ00000951,MAT000442,1200,001,001-40-02,3473.2,KG
100,100,LQ00000952,MAT000223,1300,003,003-46-02,5512.55,ST
100,200,LQ00000953,MAT000481,1200,020,020-42-05,9064.36,ST
100,100,LQ00000954,MAT000456,1400,020,020-01-03,79.14,KG
100,200,LQ00000955,MAT000128,1400,002,002-12-02,158.96,KG
100,200,LQ00000956,MAT000368,1000,010,010-30-03,2954.05,ST
100,200,LQ00000957,MAT000223,1100,001,001-21-03,3030.68,ST
100,200,LQ00000958,MAT000206,1000,001,001-20-01,3719.7,KG
100,100,LQ00000959,MAT000078,1000,020,020-07-02,6289.64,KG
100,200,LQ00000960,MAT000451,1300,002,002-32-01,1853.73,KG
100,100,LQ00000961,MAT000482,1000,010,010-17-04,4764.81,KG
100,100,LQ00000962,MAT000167,1300,003,003-35-01,3022.07,KG
100,200,LQ00000963,MAT000458,1300,001,001-47-01,9397.93,KG
100,200,LQ00000964,MAT000380,1300,003,003-09-05,8250.94,KG
100,200,LQ00000965,MAT000200,1200,001,001-17-04,9304.82,KG
100,200,LQ00000966,MAT000156,1000,020,020-25-03,8722.16,ST
100,200,LQ00000967,MAT000171,1100,020,020-19-03,9917.48,KG
100,200,LQ00000968,MAT000228,1200,010,010-04-01,3865.58,ST
100,200,LQ00000969,MAT000412,1300,010,010-20-02,3602.28,KG
100,100,LQ00000970,MAT000235,1200,002,002-09-04,5522.2,KG
100,100,LQ00000971,MAT000275,1000,003,003-35-04,5250.66,KG
100,200,LQ00000972,MAT000305,1400,003,003-05-02,188.52,KG
100,200,LQ00000973,MAT000218,1200,001,001-26-02,6061.89,ST
100,200,LQ00000974,MAT000345,1300,003,003-16-01,9560.97,KG
100,200,LQ00000975,MAT000444,1300,020,020-06-02,6243.38,KG
100,200,LQ00000976,MAT000073,1300,020,020-50-03,2838.68,KG
100,100,LQ00000977,MAT000408,1200,010,010-29-05,2964.86,KG
100,100,LQ00000978,MAT000157,1200,001,001-07-03,9877.96,KG
100,200,LQ00000979,MAT000229,1300,001,001-28-04,7237.05,ST
100,200,LQ00000980,MAT000102,1300,020,020-34-02,8879.54,ST
100,200,LQ00000981,MAT000041,1100,001,001-03-05,583.16,ST
100,100,LQ00000982,MAT000207,1100,002,002-35-05,299.73,KG
100,100,LQ00000983,MAT000140,1300,001,001-36-05,8875.77,ST
100,200,LQ00000984,MAT000311,1000,001,001-14-05,2178.74,ST
100,200,LQ00000985,MAT000226,1400,010,010-39-01,809.13,ST
100,100,LQ00000986,MAT000011,1200,001,001-32-04,1659.74,KG
100,200,LQ00000987,MAT000026,1200,020,020-23-01,3096.21,ST
100,100,LQ00000988,MAT000022,1100,002,002-32-01,3528.58,KG
100,200,LQ00000989,MAT000370,1300,010,010-09-02,7970.66,KG
100,100,LQ00000990,MAT000081,1300,002,002-05-03,1453.13,ST
100,100,LQ00000991,MAT000360,1400,002,002-42-03,3420.49,KG
100,100,LQ00000992,MAT000406,1200,002,002-32-05,7557.5,KG
100,100,LQ00000993,MAT000003,1300,002,002-39-02,4585.66,ST
100,100,LQ00000994,MAT000080,1000,003,003-44-01,9595.51,ST
100,200,LQ00000995,MAT000373,1400,020,020-06-04,6207.03,KG
100,100,LQ00000996,MAT000079,1300,002,002-48-01,1596.32,KG
100,200,LQ00000997,MAT000105,1300,002,002-43-04,9260.26,KG
100,200,LQ00000998,MAT000329,1300,002,002-20-01,3335.23,KG
100,100,LQ00000999,MAT000333,1300,002,002-05-05,9659.98,KG
100,100,LQ00001000,MAT000049,1100,003,003-49-05,5669.11,KG
100,100,LQ00001001,MAT000440,1300,003,003-01-05,2813.61,KG
100,100,LQ00001002,MAT000193,1000,020,020-04-03,7048.7,ST
100,200,LQ00001003,MAT000392,1100,003,003-29-03,172.16,KG
100,200,LQ00001004,MAT000155,1400,020,020-01-03,5426.19,KG
100,200,LQ00001005,MAT000220,1300,002,002-34-02,6443.36,KG
100,200,LQ00001006,MAT000028,1300,001,001-39-04,5124.23,KG
100,200,LQ00001007,MAT000421,1100,002,002-40-03,2438.04,ST
100,100,LQ00001008,MAT000286,1300,002,002-05-01,3198.04,KG
100,100,LQ00001009,MAT000488,1200,020,020-32-04,9950.51,KG
100,200,LQ00001010,MAT000227,1300,010,010-31-05,2733.32,KG
100,200,LQ00001011,MAT000314,1000,010,010-31-02,970.39,KG
100,200,LQ00001012,MAT000415,1100,002,002-13-05,4441.08,ST
100,100,LQ00001013,MAT000104,1100,002,002-20-04,4663.03,ST
100,200,LQ00001014,MAT000175,1200,020,020-26-04,2279.34,KG
100,100,LQ00001015,MAT000287,1300,020,020-12-02,8039.75,KG
100,100,LQ00001016,MAT000405,1400,002,002-13-01,4186.8,KG
100,200,LQ00001017,MAT000269,1200,003,003-03-05,2281.74,ST
100,100,LQ00001018,MAT000070,1000,020,020-29-04,5762.85,KG
100,200,LQ00001019,MAT000320,1300,001,001-02-01,9998.72,KG
100,100,LQ00001020,MAT000169,1300,001,001-20-02,3937.57,KG
100,100,LQ00001021,MAT000493,1000,003,003-02-02,3505.11,KG
100,200,LQ00001022,MAT000366,1400,010,010-35-03,1345.41,KG
100,100,LQ00001023,MAT000114,1300,001,001-47-01,474.3,KG
100,200,LQ00001024,MAT000492,1100,001,001-40-03,4207.38,KG
100,200,LQ00001025,MAT000300,1000,003,003-25-05,8478.52,KG
100,100,LQ00001026,MAT000171,1300,010,010-37-04,8791.07,KG
100,100,LQ00001027,MAT000336,1100,020,020-40-05,2486.53,KG
100,200,LQ00001028,MAT000207,1200,003,003-31-04,6787.93,KG
100,100,LQ00001029,MAT000460,1400,003,003-44-01,956.19,ST
100,200,LQ00001030,MAT000318,1400,002,002-44-01,8242.52,ST
100,200,LQ00001031,MAT000094,1400,001,001-02-02,401.33,KG
100,200,LQ00001032,MAT000071,1400,010,010-09-04,3422.7,ST
100,200,LQ00001033,MAT000188,1100,010,010-34-02,9842.39,KG
100,200,LQ00001034,MAT000481,1400,001,001-37-05,6268.5,KG
100,100,LQ00001035,MAT000327,1400,020,020-02-03,3620.02,KG
100,200,LQ00001036,MAT000313,1100,020,020-39-05,7752.53,KG
100,100,LQ00001037,MAT000199,1100,001,001-12-02,2593.49,ST
100,200,LQ00001038,MAT000237,1400,002,002-24-05,8588.81,KG
100,100,LQ00001039,MAT000460,1100,001,001-39-02,7004.05,KG
100,200,LQ00001040,MAT000055,1000,002,002-41-05,3640.21,KG
100,200,LQ00001041,MAT000487,1200,002,002-45-02,7538.01,KG
100,200,LQ00001042,MAT000053,1300,001,001-14-03,2062.42,KG
100,100,LQ00001043,MAT000482,1200,010,010-25-04,3141.31,KG
100,100,LQ00001044,MAT000369,1400,002,002-21-01,4769.51,KG
100,100,LQ00001045,MAT000442,1000,003,003-36-01,3401.89,KG
100,200,LQ00001046,MAT000202,1200,001,001-20-02,9205.51,KG
100,200,LQ00001047,MAT000292,1000,001,001-20-02,4886.44,KG
100,200,LQ00001048,MAT000253,1200,010,010-43-03,6249.09,KG
100,100,LQ00001049,MAT000467,1100,001,001-42-04,5108.17,ST
100,200,LQ00001050,MAT000104,1000,002,002-09-02,6494.49,ST
100,100,LQ00001051,MAT000474,1200,010,010-26-01,5598.73,KG
100,100,LQ00001052,MAT000346,1000,020,020-27-05,9914.79,ST
100,100,LQ00001053,MAT000092,1000,001,001-14-01,3300.35,KG
100,100,LQ00001054,MAT000223,1400,002,002-44-05,1019.51,KG
100,100,LQ00001055,MAT000333,1000,002,002-04-04,1529.75,KG
100,200,LQ00001056,MAT000224,1200,003,003-04-01,6352.06,KG
100,200,LQ00001057,MAT000419,1400,020,020-03-02,3463.16,KG
100,200,LQ00001058,MAT000249,1200,002,002-47-01,1922.44,ST
100,100,LQ00001059,MAT000158,1100,002,002-01-02,3912.47,ST
100,200,LQ00001060,MAT000259,1300,003,003-12-05,1556.65,ST
100,200,LQ00001061,MAT000137,1000,001,001-36-02,6272.53,KG
100,100,LQ00001062,MAT000372,1400,020,020-33-03,7892.28,KG
100,200,LQ00001063,MAT000267,1000,002,002-50-02,654.88,KG
100,200,LQ00001064,MAT000233,1300,001,001-13-05,7939.49,KG
100,100,LQ00001065,MAT000262,1200,002,002-21-02,1208.28,KG
100,200,LQ00001066,MAT000473,1100,020,020-26-05,8855.69,KG
100,100,LQ00001067,MAT000340,1400,002,002-41-05,8890.59,ST
100,200,LQ00001068,MAT000433,1100,002,002-04-03,9617.5,KG
100,100,LQ00001069,MAT000347,1000,010,010-19-02,2647.37,KG
100,100,LQ00001070,MAT000461,1100,020,020-08-05,8028.15,ST
100,200,LQ00001071,MAT000358,1000,003,003-10-05,9677.56,KG
100,100,LQ00001072,MAT000471,1300,010,010-29-03,8633.16,KG
100,100,LQ00001073,MAT000289,1100,001,001-08-01,4459.74,KG
100,100,LQ00001074,MAT000267,1400,002,002-47-05,283.12,KG
100,100,LQ00001075,MAT000363,1100,001,001-20-02,1103.8,ST
100,200,LQ00001076,MAT000433,1000,020,020-31-02,8633.32,KG
100,100,LQ00001077,MAT000430,1300,010,010-49-05,2628.6,ST
100,100,LQ00001078,MAT000418,1100,003,003-27-05,8167.09,KG
100,200,LQ00001079,MAT000058,1000,003,003-17-05,9730.92,ST
100,200,LQ00001080,MAT000159,1300,020,020-08-05,7607.73,KG
100,200,LQ00001081,MAT000359,1200,010,010-31-02,5499.97,KG
100,200,LQ00001082,MAT000019,1200,010,010-39-05,3446.69,KG
100,200,LQ00001083,MAT000052,1400,020,020-07-05,6307.78,ST
100,100,LQ00001084,MAT000170,1400,010,010-10-04,1480.28,KG
100,200,LQ00001085,MAT000341,1200,020,020-26-01,3704.17,KG
100,100,LQ00001086,MAT000122,1000,002,002-08-01,3626.99,KG
100,200,LQ00001087,MAT000136,1300,010,010-11-03,1184.45,KG
100,200,LQ00001088,MAT000020,1300,020,020-20-03,5919.93,KG
100,100,LQ00001089,MAT000245,1000,003,003-12-01,7855.38,ST
100,200,LQ00001090,MAT000010,1400,010,010-43-05,3397.8,KG
100,200,LQ00001091,MAT000113,1400,003,003-10-01,1598.74,KG
100,200,LQ00001092,MAT000164,1300,002,002-06-05,3791.41,ST
100,200,LQ00001093,MAT000499,1000,020,020-06-02,6479.53,KG
100,200,LQ00001094,MAT000021,1300,010,010-50-02,5669.14,KG
100,100,LQ00001095,MAT000374,1400,020,020-20-03,4744.34,KG
100,100,LQ00001096,MAT000340,1100,020,020-19-03,3758.49,KG
100,200,LQ00001097,MAT000165,1300,020,020-22-01,9482.48,KG
100,200,LQ00001098,MAT000452,1200,002,002-15-04,2848.63,KG
100,100,LQ00001099,MAT000179,1000,001,001-23-03,761.59,ST
100,100,LQ00001100,MAT000159,1100,003,003-50-04,691.1,KG
100,100,LQ00001101,MAT000409,1400,020,020-24-02,418.67,ST
100,100,LQ00001102,MAT000304,1100,020,020-27-03,7996.37,KG
100,100,LQ00001103,MAT000287,1300,001,001-07-04,2041.59,KG
100,100,LQ00001104,MAT000147,1000,003,003-15-04,4113.61,ST
100,100,LQ00001105,MAT000112,1300,001,001-34-04,8604.88,KG
100,100,LQ00001106,MAT000255,1200,003,003-42-04,1456.92,ST
100,200,LQ00001107,MAT000014,1100,002,002-23-05,8469.29,KG
100,100,LQ00001108,MAT000139,1300,001,001-36-05,9900.92,KG
100,200,LQ00001109,MAT000247,1400,010,010-02-05,9615.67,KG
100,100,LQ00001110,MAT000284,1400,001,001-40-04,7831.43,KG
100,100,LQ00001111,MAT000043,1000,003,003-08-03,9757.08,ST
100,100,LQ00001112,MAT000040,1400,020,020-10-03,5609.87,KG
100,200,LQ00001113,MAT000321,1200,003,003-34-04,1783.69,ST
100,200,LQ00001114,MAT000447,1000,001,001-43-04,1540.61,ST
100,200,LQ00001115,MAT000115,1200,010,010-36-04,2641.13,ST
100,100,LQ00001116,MAT000154,1400,003,003-24-04,8842.38,KG
100,200,LQ00001117,MAT000272,1100,002,002-37-02,9335.77,KG
100,200,LQ00001118,MAT000161,1400,020,020-23-05,2108.37,KG
100,200,LQ00001119,MAT000371,1000,001,001-44-01,7581.86,KG
100,200,LQ00001120,MAT000339,1200,003,003-05-02,7414.57,ST
100,200,LQ00001121,MAT000047,1000,002,002-14-01,234.05,ST
100,100,LQ00001122,MAT000449,1300,003,003-17-02,9837.92,KG
100,100,LQ00001123,MAT000155,1400,001,001-07-03,1412.04,ST
100,200,LQ00001124,MAT000066,1000,001,001-01-02,5984.79,KG
100,200,LQ00001125,MAT000282,1400,020,020-01-05,4931.71,ST
100,200,LQ00001126,MAT000476,1300,010,010-32-02,4939.99,KG
100,100,LQ00001127,MAT000276,1100,020,020-32-05,1140.89,ST
100,100,LQ00001128,MAT000296,1400,020,020-28-03,7675.86,KG
100,100,LQ00001129,MAT000293,1400,010,010-48-01,5709.88,KG
100,200,LQ00001130,MAT000170,1300,003,003-43-02,2030.65,KG
100,100,LQ00001131,MAT000244,1300,002,002-38-05,7194.47,KG
100,100,LQ00001132,MAT000060,1100,002,002-03-03,5609.32,ST
100,100,LQ00001133,MAT000420,1300,010,010-04-04,27.37,ST
100,100,LQ00001134,MAT000134,1100,003,003-19-04,6637.17,KG
100,100,LQ00001135,MAT000444,1000,020,020-21-03,538.29,KG
100,100,LQ00001136,MAT000140,1100,002,002-35-03,9465.91,ST
100,200,LQ00001137,MAT000150,1400,001,001-12-02,5286.96,KG
100,100,LQ00001138,MAT000024,1400,020,020-44-01,7340.87,KG
100,200,LQ00001139,MAT000301,1200,001,001-15-05,8169.5,KG
100,200,LQ00001140,MAT000152,1300,001,001-34-05,6229.91,ST
100,200,LQ00001141,MAT000112,1200,020,020-20-03,2604.65,ST
100,100,LQ00001142,MAT000444,1000,001,001-21-01,8300.39,KG
100,200,LQ00001143,MAT000221,1300,003,003-11-02,2592.29,KG
100,200,LQ00001144,MAT000212,1200,001,001-18-01,7411.35,ST
100,100,LQ00001145,MAT000120,1100,001,001-20-05,6016.55,ST
100,200,LQ00001146,MAT000046,1400,020,020-03-03,6563.89,KG
100,200,LQ00001147,MAT000133,1100,001,001-23-03,8423.0,KG
100,200,LQ00001148,MAT000282,1300,001,001-40-01,4374.71,KG
100,200,LQ00001149,MAT000153,1000,010,010-47-01,1281.61,ST
100,200,LQ00001150,MAT000160,1100,010,010-06-03,2076.68,KG
100,200,LQ00001151,MAT000088,1200,020,020-09-03,4563.63,KG
100,100,LQ00001152,MAT000462,1100,020,020-46-04,8330.26,KG
100,100,LQ00001153,MAT000234,1300,020,020-01-05,8734.77,KG
100,100,LQ00001154,MAT000241,1200,003,003-27-01,6744.09,KG
100,100,LQ00001155,MAT000224,1100,001,001-02-02,6486.17,ST
100,200,LQ00001156,MAT000444,1100,002,002-42-04,7436.96,ST
100,200,LQ00001157,MAT000288,1400,010,010-35-03,8589.4,KG
100,200,LQ00001158,MAT000234,1000,003,003-40-03,8052.9,KG
100,100,LQ00001159,MAT000095,1100,003,003-11-03,938.32,ST
100,100,LQ00001160,MAT000427,1100,010,010-36-04,7754.3,KG
100,200,LQ00001161,MAT000094,1200,010,010-33-02,8795.45,ST
100,100,LQ00001162,MAT000399,1400,001,001-28-03,6058.1,KG
100,200,LQ00001163,MAT000323,1100,020,020-49-02,5761.02,KG
