MANDT,EBELN,EBELP,MATNR,MENGE,MEINS,NETPR,WAERS,WERKS
100,4500003669,00020,MAT000105,48445,KG,8.91,EUR,1300
100,4500003670,00010,MAT000044,7753,KG,10.95,EUR,1000
100,4500003671,00010,MAT000437,34334,KG,9.89,EUR,1200
100,4500003671,00020,MAT000478,49791,KG,13.29,EUR,1300
100,4500003672,00010,MAT000395,35465,KG,11.79,EUR,1200
100,4500003672,00020,MAT000212,45080,KG,9.55,EUR,1200
100,4500003673,00010,MAT000480,26580,KG,5.17,EUR,1200
100,4500003673,00020,MAT000291,5176,KG,8.87,EUR,1100
100,4500003673,00030,MAT000260,47613,KG,8.89,EUR,1300
100,4500003674,00010,MAT000450,31723,KG,12.28,EUR,1000
100,4500003674,00020,MAT000489,33778,KG,5.11,EUR,1300
100,4500003675,00010,MAT000203,15492,KG,2.69,EUR,1400
100,4500003675,00020,MAT000288,48330,KG,7.98,EUR,1000
100,4500003675,00030,MAT000081,4745,KG,11.96,EUR,1200
100,4500003676,00010,MAT000234,1263,KG,12.85,EUR,1400
100,4500003676,00020,MAT000476,42326,KG,3.05,EUR,1300
100,4500003676,00030,MAT000336,29353,KG,10.26,EUR,1300
100,4500003676,00040,MAT000162,25544,KG,5.08,EUR,1400
100,4500003677,00010,MAT000207,2642,KG,12.89,EUR,1200
100,4500003677,00020,MAT000204,38438,KG,5.2,EUR,1400
100,4500003678,00010,MAT000473,24443,KG,4.7,EUR,1000
100,4500003679,00010,MAT000331,39464,KG,14.88,EUR,1300
100,4500003680,00010,MAT000424,18378,KG,1.96,EUR,1200
100,4500003680,00020,MAT000366,37204,KG,12.47,EUR,1400
100,4500003681,00010,MAT000410,38098,KG,2.46,EUR,1300
100,4500003681,00020,MAT000336,9265,KG,13.57,EUR,1100
100,4500003681,00030,MAT000460,31666,KG,5.41,EUR,1100
100,4500003682,00010,MAT000240,14301,KG,2.7,EUR,1100
100,4500003682,00020,MAT000331,19676,KG,1.71,EUR,1100
100,4500003682,00030,MAT000292,42184,KG,6.93,EUR,1200
100,4500003683,00010,MAT000339,38378,KG,1.06,EUR,1300
100,4500003684,00010,MAT000459,13533,KG,4.16,EUR,1200
100,4500003684,00020,MAT000284,2951,KG,13.65,EUR,1000
100,4500003685,00010,MAT000033,3646,KG,3.26,EUR,1300
100,4500003685,00020,MAT000094,42007,KG,10.96,EUR,1100
100,4500003686,00010,MAT000277,32130,KG,3.8,EUR,1400
100,4500003686,00020,MAT000202,22099,KG,5.88,EUR,1000
100,4500003687,00010,MAT000395,16461,KG,4.08,EUR,1100
100,4500003687,00020,MAT000436,22613,KG,7.89,EUR,1100
100,4500003687,00030,MAT000473,21001,KG,14.14,EUR,1000
100,4500003687,00040,MAT000370,43689,KG,6.69,EUR,1400
100,4500003688,00010,MAT000044,25011,KG,4.11,EUR,1000
100,4500003688,00020,MAT000492,42384,KG,13.43,EUR,1200
100,4500003688,00030,MAT000110,5775,KG,5.37,EUR,1100
100,4500003689,00010,MAT000492,12964,KG,5.35,EUR,1300
100,4500003690,00010,MAT000257,16135,KG,3.51,EUR,1100
100,4500003690,00020,MAT000455,29959,KG,5.09,EUR,1400
100,4500003691,00010,MAT000291,7728,KG,12.24,EUR,1400
100,4500003691,00020,MAT000384,3631,KG,5.62,EUR,1000
100,4500003691,00030,MAT000494,17647,KG,1.39,EUR,1200
100,4500003691,00040,MAT000328,27909,KG,3.9,EUR,1200
100,4500003692,00010,MAT000269,22735,KG,10.96,EUR,1200
100,4500003693,00010,MAT000470,4987,KG,4.05,EUR,1000
100,4500003694,00010,MAT000388,9317,KG,9.67,EUR,1400
100,4500003694,00020,MAT000240,42018,KG,4.09,EUR,1100
100,4500003695,00010,MAT000481,33605,KG,2.72,EUR,1200
100,4500003695,00020,MAT000157,49083,KG,12.93,EUR,1200
100,4500003696,00010,MAT000149,6085,KG,14.47,EUR,1100
100,4500003697,00010,MAT000351,27765,KG,3.06,EUR,1000
100,4500003698,00010,MAT000036,42672,KG,4.03,EUR,1200
100,4500003698,00020,MAT000456,17624,KG,10.59,EUR,1400
100,4500003699,00010,MAT000351,30414,KG,9.36,EUR,1100
100,4500003699,00020,MAT000406,27788,KG,7.08,EUR,1000
100,4500003699,00030,MAT000085,23382,KG,5.97,EUR,1000
100,4500003700,00010,MAT000492,26131,KG,13.73,EUR,1100
100,4500003701,00010,MAT000336,19066,KG,13.35,EUR,1300
100,4500003701,00020,MAT000041,3009,KG,11.4,EUR,1100
100,4500003702,00010,MAT000461,8309,KG,11.33,EUR,1400
100,4500003702,00020,MAT000243,20118,KG,7.55,EUR,1000
100,4500003703,00010,MAT000336,49024,KG,11.2,EUR,1400
100,4500003703,00020,MAT000234,44475,KG,10.53,EUR,1300
100,4500003703,00030,MAT000339,11868,KG,12.66,EUR,1400
100,4500003704,00010,MAT000328,48399,KG,4.36,EUR,1400
100,4500003704,00020,MAT000097,30220,KG,0.71,EUR,1000
100,4500003704,00030,MAT000164,26734,KG,14.51,EUR,1200
100,4500003704,00040,MAT000038,34605,KG,11.21,EUR,1400
100,4500003705,00010,MAT000182,48826,KG,4.95,EUR,1400
100,4500003705,00020,MAT000407,31226,KG,2.1,EUR,1100
100,4500003706,00010,MAT000043,20038,KG,6.57,EUR,1300
100,4500003706,00020,MAT000123,16479,KG,1.77,EUR,1400
100,4500003707,00010,MAT000480,47601,KG,7.96,EUR,1300
100,4500003707,00020,MAT000336,26097,KG,3.13,EUR,1200
100,4500003708,00010,MAT000441,23611,KG,1.64,EUR,1400
100,4500003709,00010,MAT000271,4904,KG,11.12,EUR,1400
100,4500003709,00020,MAT000482,4084,KG,10.47,EUR,1400
100,4500003709,00030,MAT000207,37318,KG,8.63,EUR,1400
100,4500003709,00040,MAT000252,29857,KG,12.7,EUR,1400
100,4500003710,00010,MAT000496,6664,KG,8.74,EUR,1100
100,4500003710,00020,MAT000097,38129,KG,11.17,EUR,1000
100,4500003710,00030,MAT000234,32595,KG,3.42,EUR,1200
100,4500003711,00010,MAT000351,16187,KG,10.22,EUR,1000
100,4500003711,00020,MAT000186,27994,KG,5.44,EUR,1200
100,4500003711,00030,MAT000036,30493,KG,4.71,EUR,1000
100,4500003712,00010,MAT000051,9202,KG,13.29,EUR,1000
100,4500003713,00010,MAT000241,13137,KG,8.03,EUR,1300
100,4500003713,00020,MAT000085,13939,KG,9.86,EUR,1300
100,4500003713,00030,MAT000348,5033,KG,0.6,EUR,1400
100,4500003713,00040,MAT000436,27297,KG,12.91,EUR,1200
100,4500003714,00010,MAT000114,12207,KG,8.77,EUR,1000
100,4500003715,00010,MAT000387,1104,KG,11.52,EUR,1300
100,4500003715,00020,MAT000052,433,KG,1.26,EUR,1400
100,4500003715,00030,MAT000314,43612,KG,13.11,EUR,1000
100,4500003716,00010,MAT000461,26050,KG,4.0,EUR,1400
100,4500003716,00020,MAT000452,8988,KG,6.69,EUR,1400
100,4500003716,00030,MAT000203,38726,KG,11.16,EUR,1100
100,4500003717,00010,MAT000436,5286,KG,12.8,EUR,1100
100,4500003717,00020,MAT000292,36443,KG,3.76,EUR,1000
100,4500003717,00030,MAT000452,6372,KG,7.51,EUR,1300
100,4500003718,00010,MAT000333,14047,KG,2.46,EUR,1300
100,4500003719,00010,MAT000333,44241,KG,10.88,EUR,1200
100,4500003719,00020,MAT000053,48933,KG,11.13,EUR,1300
100,4500003719,00030,MAT000328,2948,KG,11.8,EUR,1300
100,4500003720,00010,MAT000164,20276,KG,4.75,EUR,1100
100,4500003720,00020,MAT000033,25880,KG,9.13,EUR,1300
100,4500003721,00010,MAT000455,22890,KG,10.62,EUR,1100
100,4500003722,00010,MAT000321,4402,KG,5.6,EUR,1400
100,4500003723,00010,MAT000123,4496,KG,14.49,EUR,1000
100,4500003724,00010,MAT000373,14818,KG,8.03,EUR,1400
100,4500003724,00020,MAT000306,23601,KG,9.02,EUR,1300
100,4500003724,00030,MAT000481,36211,KG,5.14,EUR,1300
100,4500003725,00010,MAT000461,14472,KG,11.95,EUR,1100
100,4500003726,00010,MAT000137,32790,KG,14.0,EUR,1400
100,4500003726,00020,MAT000032,24975,KG,6.63,EUR,1400
100,4500003727,00010,MAT000081,33091,KG,11.33,EUR,1000
100,4500003728,00010,MAT000476,25397,KG,5.99,EUR,1100
100,4500003729,00010,MAT000284,40411,KG,2.77,EUR,1300
100,4500003729,00020,MAT000395,9616,KG,11.47,EUR,1000
100,4500003730,00010,MAT000088,36651,KG,8.23,EUR,1300
100,4500003730,00020,MAT000489,26071,KG,2.62,EUR,1000
100,4500003731,00010,MAT000400,12506,KG,5.45,EUR,1400
100,4500003732,00010,MAT000382,18714,KG,14.99,EUR,1000
100,4500003732,00020,MAT000046,1429,KG,1.56,EUR,1100
100,4500003732,00030,MAT000480,31109,KG,5.57,EUR,1100
100,4500003732,00040,MAT000186,3107,KG,2.07,EUR,1300
100,4500003733,00010,MAT000034,7267,KG,12.82,EUR,1000
100,4500003733,00020,MAT000459,12070,KG,13.02,EUR,1100
100,4500003734,00010,MAT000162,153,KG,1.86,EUR,1200
100,4500003734,00020,MAT000288,44878,KG,6.7,EUR,1100
100,4500003735,00010,MAT000388,5054,KG,0.67,EUR,1100
100,4500003735,00020,MAT000314,6992,KG,1.61,EUR,1000
100,4500003735,00030,MAT000295,32737,KG,2.93,EUR,1000
100,4500003736,00010,MAT000400,46194,KG,13.25,EUR,1000
100,4500003736,00020,MAT000424,2654,KG,2.47,EUR,1000
100,4500003737,00010,MAT000467,33104,KG,7.11,EUR,1000
100,4500003737,00020,MAT000292,3874,KG,1.07,EUR,1000
100,4500003738,00010,MAT000042,33384,KG,13.66,EUR,1000
100,4500003738,00020,MAT000204,21417,KG,7.69,EUR,1100
100,4500003738,00030,MAT000442,44243,KG,12.47,EUR,1400
100,4500003738,00040,MAT000458,8407,KG,10.32,EUR,1100
100,4500003739,00010,MAT000455,37811,KG,13.34,EUR,1100
100,4500003739,00020,MAT000273,22363,KG,10.63,EUR,1300
100,4500003740,00010,MAT000081,47432,KG,5.64,EUR,1200
100,4500003740,00020,MAT000482,30382,KG,4.79,EUR,1100
100,4500003741,00010,MAT000452,25080,KG,2.3,EUR,1300
100,4500003742,00010,MAT000202,33879,KG,5.44,EUR,1000
100,4500003742,00020,MAT000455,11681,KG,5.03,EUR,1000
100,4500003743,00010,MAT000234,38073,KG,11.77,EUR,1400
100,4500003743,00020,MAT000136,2794,KG,2.95,EUR,1300
100,4500003743,00030,MAT000306,37719,KG,3.58,EUR,1100
100,4500003743,00040,MAT000441,9731,KG,14.74,EUR,1000
100,4500003744,00010,MAT000445,5479,KG,3.62,EUR,1000
100,4500003745,00010,MAT000478,36915,KG,1.42,EUR,1300
100,4500003745,00020,MAT000473,26416,KG,7.19,EUR,1000
100,4500003746,00010,MAT000472,18604,KG,12.22,EUR,1300
100,4500003747,00010,MAT000050,14934,KG,10.08,EUR,1200
100,4500003747,00020,MAT000114,38416,KG,2.48,EUR,1100
100,4500003748,00010,MAT000137,41661,KG,4.17,EUR,1400
100,4500003748,00020,MAT000328,46116,KG,2.2,EUR,1100
100,4500003749,00010,MAT000476,49963,KG,6.25,EUR,1100
100,4500003750,00010,MAT000392,39521,KG,6.04,EUR,1000
100,4500003751,00010,MAT000157,38219,KG,4.61,EUR,1200
100,4500003751,00020,MAT000489,36681,KG,4.2,EUR,1200
100,4500003752,00010,MAT000288,36589,KG,4.84,EUR,1100
100,4500003752,00020,MAT000382,17525,KG,14.27,EUR,1300
100,4500003753,00010,MAT000236,4253,KG,5.78,EUR,1300
100,4500003754,00010,MAT000452,13608,KG,5.01,EUR,1300
100,4500003754,00020,MAT000430,28329,KG,8.06,EUR,1200
100,4500003755,00010,MAT000405,29358,KG,6.51,EUR,1400
100,4500003756,00010,MAT000165,764,KG,4.64,EUR,1200
100,4500003756,00020,MAT000472,16340,KG,14.13,EUR,1400
100,4500003756,00030,MAT000043,15804,KG,10.78,EUR,1300
100,4500003757,00010,MAT000244,36290,KG,12.91,EUR,1200
100,4500003757,00020,MAT000496,23930,KG,1.78,EUR,1000
100,4500003758,00010,MAT000398,16280,KG,5.87,EUR,1200
100,4500003758,00020,MAT000480,22111,KG,1.16,EUR,1300
100,4500003758,00030,MAT000212,352,KG,4.14,EUR,1400
100,4500003759,00010,MAT000400,18285,KG,4.99,EUR,1200
100,4500003759,00020,MAT000445,619,KG,10.4,EUR,1200
100,4500003760,00010,MAT000260,25544,KG,12.44,EUR,1000
100,4500003760,00020,MAT000243,5353,KG,11.91,EUR,1400
100,4500003760,00030,MAT000339,42415,KG,2.63,EUR,1300
100,4500003760,00040,MAT000123,42765,KG,11.69,EUR,1100
100,4500003761,00010,MAT000480,46173,KG,14.38,EUR,1100
100,4500003761,00020,MAT000492,21114,KG,10.71,EUR,1400
100,4500003761,00030,MAT000328,8999,KG,13.35,EUR,1000
100,4500003761,00040,MAT000408,43655,KG,8.97,EUR,1100
100,4500003762,00010,MAT000252,3872,KG,1.16,EUR,1300
100,4500003762,00020,MAT000362,21306,KG,3.31,EUR,1400
100,4500003763,00010,MAT000395,15559,KG,10.67,EUR,1300
100,4500003763,00020,MAT000306,20725,KG,10.75,EUR,1000
100,4500003764,00010,MAT000271,3398,KG,6.26,EUR,1000
100,4500003764,00020,MAT000339,48974,KG,12.51,EUR,1400
100,4500003764,00030,MAT000306,25450,KG,8.64,EUR,1200
100,4500003765,00010,MAT000387,21169,KG,0.8,EUR,1000
100,4500003765,00020,MAT000050,22459,KG,1.36,EUR,1300
100,4500003766,00010,MAT000395,28481,KG,14.74,EUR,1000
100,4500003766,00020,MAT000450,32820,KG,9.29,EUR,1000
100,4500003766,00030,MAT000088,37540,KG,1.03,EUR,1400
100,4500003767,00010,MAT000388,1802,KG,12.2,EUR,1000
100,4500003767,00020,MAT000394,7733,KG,12.52,EUR,1400
100,4500003768,00010,MAT000273,20298,KG,5.87,EUR,1400
100,4500003768,00020,MAT000115,17413,KG,4.57,EUR,1400
100,4500003769,00010,MAT000081,4892,KG,8.5,EUR,1400
100,4500003769,00020,MAT000460,7078,KG,14.87,EUR,1000
100,4500003770,00010,MAT000398,12074,KG,5.35,EUR,1000
100,4500003771,00010,MAT000236,11088,KG,7.26,EUR,1200
100,4500003771,00020,MAT000334,3129,KG,8.38,EUR,1100
100,4500003772,00010,MAT000292,40493,KG,11.18,EUR,1300
100,4500003772,00020,MAT000034,4358,KG,14.08,EUR,1200
100,4500003773,00010,MAT000458,45827,KG,3.43,EUR,1100
100,4500003774,00010,MAT000445,7643,KG,3.27,EUR,1400
100,4500003775,00010,MAT000333,414,KG,1.11,EUR,1300
100,4500003775,00020,MAT000398,5417,KG,3.88,EUR,1200
100,4500003776,00010,MAT000203,9122,KG,9.04,EUR,1400
100,4500003776,00020,MAT000382,13377,KG,6.46,EUR,1400
100,4500003777,00010,MAT000277,9950,KG,4.07,EUR,1200
100,4500003777,00020,MAT000494,31725,KG,11.15,EUR,1400
100,4500003777,00030,MAT000458,35477,KG,4.69,EUR,1200
100,4500003778,00010,MAT000405,31524,KG,12.38,EUR,1200
100,4500003779,00010,MAT000252,48173,KG,12.38,EUR,1200
100,4500003779,00020,MAT000236,8014,KG,13.16,EUR,1200
100,4500003779,00030,MAT000408,24925,KG,7.14,EUR,1000
100,4500003780,00010,MAT000227,34434,KG,1.31,EUR,1200
100,4500003780,00020,MAT000398,47605,KG,7.47,EUR,1300
100,4500003780,00030,MAT000121,26991,KG,1.35,EUR,1200
100,4500003781,00010,MAT000292,25596,KG,13.72,EUR,1200
100,4500003781,00020,MAT000461,32198,KG,1.67,EUR,1100
100,4500003781,00030,MAT000047,49419,KG,9.9,EUR,1400
100,4500003782,00010,MAT000165,14999,KG,2.32,EUR,1200
100,4500003782,00020,MAT000291,20654,KG,4.52,EUR,1200
100,4500003782,00030,MAT000099,40113,KG,11.07,EUR,1100
100,4500003783,00010,MAT000041,41563,KG,0.82,EUR,1000
100,4500003783,00020,MAT000229,46242,KG,2.54,EUR,1000
100,4500003784,00010,MAT000482,27704,KG,4.38,EUR,1200
100,4500003784,00020,MAT000203,40554,KG,12.04,EUR,1200
100,4500003785,00010,MAT000482,44499,KG,11.11,EUR,1300
100,4500003785,00020,MAT000114,30964,KG,12.2,EUR,1300
100,4500003785,00030,MAT000051,20229,KG,3.88,EUR,1100
100,4500003785,00040,MAT000458,28125,KG,11.39,EUR,1100
100,4500003786,00010,MAT000050,15420,KG,14.92,EUR,1300
100,4500003787,00010,MAT000472,14686,KG,9.29,EUR,1100
100,4500003788,00010,MAT000136,32199,KG,9.76,EUR,1200
100,4500003788,00020,MAT000390,21645,KG,0.72,EUR,1300
100,4500003788,00030,MAT000328,6838,KG,9.9,EUR,1100
100,4500003789,00010,MAT000040,38926,KG,6.93,EUR,1400
100,4500003789,00020,MAT000438,6059,KG,9.38,EUR,1100
100,4500003790,00010,MAT000309,38913,KG,8.87,EUR,1100
100,4500003791,00010,MAT000480,47094,KG,11.92,EUR,1400
100,4500003791,00020,MAT000094,45481,KG,1.26,EUR,1400
100,4500003792,00010,MAT000269,26898,KG,9.68,EUR,1400
100,4500003793,00010,MAT000202,27424,KG,4.03,EUR,1000
100,4500003794,00010,MAT000398,3519,KG,5.25,EUR,1200
100,4500003795,00010,MAT000292,28706,KG,14.63,EUR,1300
100,4500003795,00020,MAT000331,10678,KG,6.57,EUR,1100
100,4500003796,00010,MAT000410,3841,KG,10.7,EUR,1000
100,4500003797,00010,MAT000088,12154,KG,6.91,EUR,1200
100,4500003797,00020,MAT000296,27503,KG,10.05,EUR,1400
100,4500003798,00010,MAT000165,37244,KG,9.24,EUR,1100
100,4500003798,00020,MAT000037,29862,KG,3.67,EUR,1200
100,4500003798,00030,MAT000147,33162,KG,3.4,EUR,1000
100,4500003798,00040,MAT000476,4811,KG,14.46,EUR,1000
100,4500003799,00010,MAT000458,19471,KG,4.86,EUR,1400
100,4500003799,00020,MAT000410,34262,KG,13.67,EUR,1100
100,4500003800,00010,MAT000051,6662,KG,1.29,EUR,1400
100,4500003800,00020,MAT000409,46539,KG,9.84,EUR,1100
100,4500003800,00030,MAT000382,24513,KG,2.12,EUR,1100
100,4500003801,00010,MAT000406,18715,KG,11.92,EUR,1100
100,4500003802,00010,MAT000186,46965,KG,11.0,EUR,1400
100,4500003802,00020,MAT000269,44787,KG,9.22,EUR,1100
100,4500003803,00010,MAT000097,14859,KG,7.35,EUR,1200
100,4500003803,00020,MAT000223,14395,KG,11.51,EUR,1000
100,4500003803,00030,MAT000408,42206,KG,10.89,EUR,1300
100,4500003804,00010,MAT000382,3146,KG,11.43,EUR,1400
100,4500003804,00020,MAT000050,18199,KG,7.34,EUR,1100
100,4500003804,00030,MAT000441,27734,KG,13.55,EUR,1100
100,4500003805,00010,MAT000240,8603,KG,11.54,EUR,1200
100,4500003805,00020,MAT000459,2054,KG,9.25,EUR,1200
100,4500003806,00010,MAT000096,31304,KG,10.31,EUR,1000
100,4500003806,00020,MAT000291,33275,KG,14.3,EUR,1400
100,4500003806,00030,MAT000183,39091,KG,8.97,EUR,1300
100,4500003807,00010,MAT000052,13415,KG,1.78,EUR,1000
100,4500003807,00020,MAT000448,24859,KG,9.49,EUR,1100
100,4500003807,00030,MAT000437,34690,KG,3.38,EUR,1400
100,4500003808,00010,MAT000442,11445,KG,12.42,EUR,1000
100,4500003809,00010,MAT000051,48498,KG,4.02,EUR,1200
100,4500003809,00020,MAT000380,341,KG,8.57,EUR,1300
100,4500003810,00010,MAT000049,16279,KG,8.96,EUR,1300
100,4500003810,00020,MAT000400,14415,KG,14.07,EUR,1000
100,4500003811,00010,MAT000203,36441,KG,4.14,EUR,1000
100,4500003811,00020,MAT000149,18531,KG,12.76,EUR,1000
100,4500003812,00010,MAT000045,20108,KG,9.75,EUR,1300
100,4500003812,00020,MAT000051,33671,KG,5.25,EUR,1200
100,4500003812,00030,MAT000382,791,KG,8.94,EUR,1400
100,4500003812,00040,MAT000208,34543,KG,2.33,EUR,1300
100,4500003813,00010,MAT000039,30615,KG,6.3,EUR,1100
100,4500003814,00010,MAT000362,25606,KG,7.22,EUR,1100
100,4500003814,00020,MAT000229,48812,KG,11.67,EUR,1100
100,4500003814,00030,MAT000302,9753,KG,5.09,EUR,1400
100,4500003815,00010,MAT000121,20126,KG,13.28,EUR,1300
100,4500003815,00020,MAT000202,14297,KG,13.8,EUR,1300
100,4500003815,00030,MAT000406,20854,KG,2.22,EUR,1400
100,4500003816,00010,MAT000298,18862,KG,3.74,EUR,1000
100,4500003817,00010,MAT000380,15985,KG,10.06,EUR,1100
100,4500003817,00020,MAT000234,32960,KG,10.57,EUR,1400
100,4500003818,00010,MAT000387,14780,KG,8.16,EUR,1000
100,4500003818,00020,MAT000336,49977,KG,9.52,EUR,1300
100,4500003818,00030,MAT000430,23076,KG,9.08,EUR,1100
100,4500003819,00010,MAT000048,33849,KG,6.65,EUR,1400
100,4500003819,00020,MAT000438,25262,KG,5.28,EUR,1200
100,4500003819,00030,MAT000373,29054,KG,0.83,EUR,1000
100,4500003820,00010,MAT000099,1684,KG,10.66,EUR,1000
100,4500003820,00020,MAT000406,614,KG,3.5,EUR,1100
100,4500003821,00010,MAT000196,8529,KG,9.41,EUR,1300
100,4500003821,00020,MAT000392,4934,KG,7.07,EUR,1200
100,4500003822,00010,MAT000234,39541,KG,14.58,EUR,1000
100,4500003823,00010,MAT000032,33630,KG,1.04,EUR,1300
100,4500003824,00010,MAT000485,13396,KG,11.08,EUR,1400
100,4500003825,00010,MAT000459,27081,KG,9.79,EUR,1200
100,4500003826,00010,MAT000243,4315,KG,13.03,EUR,1000
100,4500003826,00020,MAT000388,41088,KG,4.79,EUR,1000
100,4500003827,00010,MAT000489,36948,KG,9.09,EUR,1000
100,4500003827,00020,MAT000115,30642,KG,1.58,EUR,1100
100,4500003827,00030,MAT000085,19155,KG,5.89,EUR,1200
100,4500003827,00040,MAT000405,24294,KG,4.81,EUR,1400
100,4500003828,00010,MAT000348,39234,KG,8.16,EUR,1200
100,4500003829,00010,MAT000097,49190,KG,9.67,EUR,1000
100,4500003829,00020,MAT000085,11080,KG,2.28,EUR,1300
100,4500003830,00010,MAT000400,14356,KG,4.08,EUR,1400
100,4500003830,00020,MAT000269,38527,KG,14.02,EUR,1200
100,4500003831,00010,MAT000380,22837,KG,11.9,EUR,1400
100,4500003831,00020,MAT000049,21811,KG,5.97,EUR,1000
100,4500003831,00030,MAT000039,28024,KG,3.22,EUR,1200
100,4500003832,00010,MAT000234,33944,KG,8.65,EUR,1300
100,4500003832,00020,MAT000271,13421,KG,13.37,EUR,1000
100,4500003833,00010,MAT000121,49988,KG,7.53,EUR,1400
100,4500003834,00010,MAT000202,44071,KG,12.01,EUR,1100
100,4500003834,00020,MAT000147,6085,KG,10.18,EUR,1400
100,4500003835,00010,MAT000094,34788,KG,7.77,EUR,1100
100,4500003836,00010,MAT000430,38788,KG,13.65,EUR,1200
100,4500003837,00010,MAT000470,9329,KG,4.99,EUR,1000
100,4500003837,00020,MAT000495,37126,KG,6.35,EUR,1200
100,4500003838,00010,MAT000136,18349,KG,14.04,EUR,1300
100,4500003839,00010,MAT000382,49319,KG,12.38,EUR,1400
100,4500003840,00010,MAT000362,34495,KG,3.57,EUR,1400
100,4500003840,00020,MAT000460,27491,KG,9.7,EUR,1300
100,4500003841,00010,MAT000165,27687,KG,10.86,EUR,1000
100,4500003841,00020,MAT000489,44677,KG,2.81,EUR,1400
100,4500003841,00030,MAT000330,42201,KG,10.73,EUR,1000
100,4500003841,00040,MAT000243,11751,KG,6.68,EUR,1100
100,4500003842,00010,MAT000339,28312,KG,7.22,EUR,1000
100,4500003842,00020,MAT000051,13605,KG,13.67,EUR,1400
100,4500003843,00010,MAT000494,43266,KG,10.11,EUR,1000
100,4500003843,00020,MAT000123,23495,KG,8.31,EUR,1300
100,4500003844,00010,MAT000384,33926,KG,6.06,EUR,1000
100,4500003845,00010,MAT000481,15810,KG,9.74,EUR,1200
100,4500003845,00020,MAT000314,30719,KG,10.72,EUR,1200
100,4500003845,00030,MAT000388,38229,KG,6.61,EUR,1100
100,4500003846,00010,MAT000380,35584,KG,6.5,EUR,1200
100,4500003846,00020,MAT000207,9589,KG,5.8,EUR,1100
100,4500003847,00010,MAT000099,40445,KG,1.94,EUR,1200
100,4500003847,00020,MAT000442,38394,KG,8.99,EUR,1400
100,4500003848,00010,MAT000208,20010,KG,9.0,EUR,1400
100,4500003849,00010,MAT000302,31530,KG,13.67,EUR,1200
100,4500003850,00010,MAT000046,19013,KG,7.67,EUR,1100
100,4500003850,00020,MAT000482,2719,KG,1.93,EUR,1400
100,4500003851,00010,MAT000498,6721,KG,3.38,EUR,1300
100,4500003851,00020,MAT000081,10694,KG,13.44,EUR,1100
100,4500003851,00030,MAT000459,43983,KG,2.49,EUR,1000
100,4500003852,00010,MAT000348,28221,KG,12.59,EUR,1200
100,4500003853,00010,MAT000424,19685,KG,4.01,EUR,1300
100,4500003853,00020,MAT000196,41499,KG,2.26,EUR,1400
100,4500003854,00010,MAT000137,7861,KG,5.62,EUR,1100
100,4500003854,00020,MAT000196,47974,KG,4.99,EUR,1400
100,4500003854,00030,MAT000348,1468,KG,12.69,EUR,1200
100,4500003855,00010,MAT000234,27153,KG,1.47,EUR,1100
100,4500003855,00020,MAT000203,20921,KG,4.32,EUR,1300
100,4500003855,00030,MAT000223,46300,KG,14.13,EUR,1300
100,4500003856,00010,MAT000234,3697,KG,10.75,EUR,1300
100,4500003856,00020,MAT000137,48454,KG,5.37,EUR,1300
100,4500003856,00030,MAT000116,47981,KG,14.35,EUR,1000
100,4500003857,00010,MAT000288,5195,KG,6.79,EUR,1000
100,4500003857,00020,MAT000164,20349,KG,5.64,EUR,1200
100,4500003858,00010,MAT000203,23749,KG,2.5,EUR,1100
100,4500003859,00010,MAT000436,8788,KG,9.94,EUR,1200
100,4500003859,00020,MAT000409,14700,KG,0.59,EUR,1400
100,4500003860,00010,MAT000033,16268,KG,10.09,EUR,1400
100,4500003861,00010,MAT000336,28187,KG,3.72,EUR,1100
100,4500003862,00010,MAT000346,5731,KG,12.89,EUR,1200
100,4500003863,00010,MAT000048,39296,KG,11.87,EUR,1300
100,4500003863,00020,MAT000096,14115,KG,4.54,EUR,1300
100,4500003864,00010,MAT000493,10828,KG,7.03,EUR,1200
100,4500003864,00020,MAT000240,49710,KG,5.47,EUR,1100
100,4500003865,00010,MAT000271,30125,KG,8.46,EUR,1000
100,4500003865,00020,MAT000478,30489,KG,5.92,EUR,1000
100,4500003865,00030,MAT000351,9062,KG,1.06,EUR,1000
100,4500003866,00010,MAT000351,32604,KG,13.7,EUR,1300
100,4500003867,00010,MAT000424,38080,KG,7.58,EUR,1300
100,4500003867,00020,MAT000362,33490,KG,4.22,EUR,1200
100,4500003868,00010,MAT000236,48115,KG,9.93,EUR,1300
100,4500003868,00020,MAT000302,11548,KG,13.43,EUR,1000
100,4500003868,00030,MAT000035,4789,KG,14.24,EUR,1300
100,4500003869,00010,MAT000292,30207,KG,14.15,EUR,1100
100,4500003870,00010,MAT000236,9896,KG,4.19,EUR,1000
100,4500003870,00020,MAT000438,37171,KG,4.54,EUR,1100
100,4500003870,00030,MAT000033,34593,KG,4.12,EUR,1000
100,4500003870,00040,MAT000047,31472,KG,5.49,EUR,1000
100,4500003871,00010,MAT000467,49460,KG,1.57,EUR,1400
100,4500003871,00020,MAT000387,40231,KG,6.63,EUR,1400
100,4500003871,00030,MAT000079,17488,KG,7.99,EUR,1200
100,4500003872,00010,MAT000400,49327,KG,4.34,EUR,1300
100,4500003872,00020,MAT000452,5939,KG,9.06,EUR,1300
100,4500003872,00030,MAT000116,11102,KG,14.56,EUR,1000
100,4500003873,00010,MAT000241,9789,KG,5.11,EUR,1100
