MANDT,RLDNR,BUKRS,GJAHR,BELNR,DOCLN,RACCT,KOSTL,HSL,RHCUR,BUDAT
100,0L,2000,2024,0010002927,000003,100027,0000003700,2384.9,EUR,20241001
100,0L,1000,2023,0010002928,000004,100028,0000003800,6471.92,EUR,20220715
100,0L,2000,2024,0010002929,000005,100029,0000003900,2506.2,EUR,20241230
100,0L,1000,2023,0010002930,000001,100030,0000004000,9186.36,EUR,20240119
100,0L,2000,2024,0010002931,000002,100031,0000004100,9555.16,EUR,20240313
100,0L,1000,2023,0010002932,000003,100032,0000004200,8511.35,EUR,20221210
100,0L,2000,2024,0010002933,000004,100033,0000004300,2765.65,EUR,20230810
100,0L,1000,2023,0010002934,000005,100034,0000004400,2655.38,EUR,20240623
100,0L,2000,2024,0010002935,000001,100035,0000004500,548.85,EUR,20220311
100,0L,1000,2023,0010002936,000002,100036,0000004600,1754.32,EUR,20231211
100,0L,2000,2024,0010002937,000003,100037,0000004700,4729.27,EUR,20230501
100,0L,1000,2023,0010002938,000004,100038,0000004800,5037.88,EUR,20241004
100,0L,2000,2024,0010002939,000005,100039,0000004900,846.78,EUR,20230628
100,0L,1000,2023,0010002940,000001,100040,0000005000,5113.66,EUR,20241010
100,0L,2000,2024,0010002941,000002,100041,0000005100,7724.24,EUR,20240714
100,0L,1000,2023,0010002942,000003,100042,0000005200,2529.89,EUR,20240715
100,0L,2000,2024,0010002943,000004,100043,0000005300,6683.05,EUR,20230721
100,0L,1000,2023,0010002944,000005,100044,0000005400,1414.11,EUR,20220221
100,0L,2000,2024,0010002945,000001,100045,0000005500,7620.24,EUR,20231119
100,0L,1000,2023,0010002946,000002,100046,0000005600,5468.88,EUR,20221124
100,0L,2000,2024,0010002947,000003,100047,0000005700,9148.69,EUR,20240908
100,0L,1000,2023,0010002948,000004,100048,0000005800,3145.77,EUR,20231220
100,0L,2000,2024,0010002949,000005,100049,0000005900,8721.38,EUR,20240609
100,0L,1000,2023,0010002950,000001,100050,0000001000,9986.28,EUR,20231205
100,0L,2000,2024,0010002951,000002,100051,0000001100,4621.54,EUR,20230919
100,0L,1000,2023,0010002952,000003,100052,0000001200,2603.91,EUR,20220518
100,0L,2000,2024,0010002953,000004,100053,0000001300,126.09,EUR,20240331
100,0L,1000,2023,0010002954,000005,100054,0000001400,1685.4,EUR,20221127
100,0L,2000,2024,0010002955,000001,100055,0000001500,8109.17,EUR,20240215
100,0L,1000,2023,0010002956,000002,100056,0000001600,1256.97,EUR,20231204
100,0L,2000,2024,0010002957,000003,100057,0000001700,5265.22,EUR,20220817
100,0L,1000,2023,0010002958,000004,100058,0000001800,514.17,EUR,20230413
100,0L,2000,2024,0010002959,000005,100059,0000001900,2233.29,EUR,20241114
100,0L,1000,2023,0010002960,000001,100060,0000002000,5348.51,EUR,20230926
100,0L,2000,2024,0010002961,000002,100061,0000002100,949.71,EUR,20230413
100,0L,1000,2023,0010002962,000003,100062,0000002200,9427.79,EUR,20241024
100,0L,2000,2024,0010002963,000004,100063,0000002300,7987.09,EUR,20230626
100,0L,1000,2023,0010002964,000005,100064,0000002400,732.57,EUR,20230722
100,0L,2000,2024,0010002965,000001,100065,0000002500,9268.62,EUR,20240327
100,0L,1000,2023,0010002966,000002,100066,0000002600,1511.33,EUR,20240526
100,0L,2000,2024,0010002967,000003,100067,0000002700,2549.46,EUR,20230505
100,0L,1000,2023,0010002968,000004,100068,0000002800,3324.8,EUR,20221228
100,0L,2000,2024,0010002969,000005,100069,0000002900,6349.7,EUR,20240921
100,0L,1000,2023,0010002970,000001,100070,0000003000,8616.77,EUR,20230510
100,0L,2000,2024,0010002971,000002,100071,0000003100,8707.86,EUR,20230223
100,0L,1000,2023,0010002972,000003,100072,0000003200,934.85,EUR,20231226
100,0L,2000,2024,0010002973,000004,100073,0000003300,249.5,EUR,20230520
100,0L,1000,2023,0010002974,000005,100074,0000003400,5400.87,EUR,20240524
100,0L,2000,2024,0010002975,000001,100075,0000003500,131.63,EUR,20220725
100,0L,1000,2023,0010002976,000002,100076,0000003600,4799.64,EUR,20220905
100,0L,2000,2024,0010002977,000003,100077,0000003700,6886.62,EUR,20240130
100,0L,1000,2023,0010002978,000004,100078,0000003800,8206.73,EUR,20230316
100,0L,2000,2024,0010002979,000005,100079,0000003900,3811.76,EUR,20230915
100,0L,1000,2023,0010002980,000001,100080,0000004000,7063.0,EUR,20220404
100,0L,2000,2024,0010002981,000002,100081,0000004100,3812.6,EUR,20241208
100,0L,1000,2023,0010002982,000003,100082,0000004200,8083.18,EUR,20230311
100,0L,2000,2024,0010002983,000004,100083,0000004300,6998.84,EUR,20230218
100,0L,1000,2023,0010002984,000005,100084,0000004400,509.66,EUR,20241106
100,0L,2000,2024,0010002985,000001,100085,0000004500,8593.18,EUR,20221014
100,0L,1000,2023,0010002986,000002,100086,0000004600,5841.57,EUR,20230115
100,0L,2000,2024,0010002987,000003,100087,0000004700,4366.11,EUR,20230223
100,0L,1000,2023,0010002988,000004,100088,0000004800,8908.52,EUR,20241029
100,0L,2000,2024,0010002989,000005,100089,0000004900,8551.16,EUR,20220501
100,0L,1000,2023,0010002990,000001,100090,0000005000,8974.48,EUR,20220420
100,0L,2000,2024,0010002991,000002,100091,0000005100,3218.74,EUR,20241112
100,0L,1000,2023,0010002992,000003,100092,0000005200,5587.24,EUR,20230828
100,0L,2000,2024,0010002993,000004,100093,0000005300,926.1,EUR,20220905
100,0L,1000,2023,0010002994,000005,100094,0000005400,1247.59,EUR,20230919
100,0L,2000,2024,0010002995,000001,100095,0000005500,3939.18,EUR,20230325
100,0L,1000,2023,0010002996,000002,100096,0000005600,9807.93,EUR,20220126
100,0L,2000,2024,0010002997,000003,100097,0000005700,721.97,EUR,20220321
100,0L,1000,2023,0010002998,000004,100098,0000005800,1775.64,EUR,20241109
100,0L,2000,2024,0010002999,000005,100099,0000005900,6997.78,EUR,20220612
100,0L,1000,2023,0010003000,000001,100000,0000001000,2857.98,EUR,20221220
100,0L,2000,2024,0010003001,000002,100001,0000001100,1269.2,EUR,20220723
100,0L,1000,2023,0010003002,000003,100002,0000001200,8589.57,EUR,20230602
100,0L,2000,2024,0010003003,000004,100003,0000001300,5050.69,EUR,20240920
100,0L,1000,2023,0010003004,000005,100004,0000001400,6760.65,EUR,20240910
100,0L,2000,2024,0010003005,000001,100005,0000001500,1910.37,EUR,20240820
100,0L,1000,2023,0010003006,000002,100006,0000001600,4101.51,EUR,20230114
100,0L,2000,2024,0010003007,000003,100007,0000001700,7137.11,EUR,20241229
100,0L,1000,2023,0010003008,000004,100008,0000001800,7874.83,EUR,20240120
100,0L,2000,2024,0010003009,000005,100009,0000001900,3573.87,EUR,20231228
100,0L,1000,2023,0010003010,000001,100010,0000002000,6535.8,EUR,20231216
100,0L,2000,2024,0010003011,000002,100011,0000002100,1441.01,EUR,20221125
100,0L,1000,2023,0010003012,000003,100012,0000002200,3197.27,EUR,20220818
100,0L,2000,2024,0010003013,000004,100013,0000002300,8304.75,EUR,20220919
100,0L,1000,2023,0010003014,000005,100014,0000002400,5189.92,EUR,20230106
100,0L,2000,2024,0010003015,000001,100015,0000002500,3589.52,EUR,20240803
100,0L,1000,2023,0010003016,000002,100016,0000002600,4604.68,EUR,20220914
100,0L,2000,2024,0010003017,000003,100017,0000002700,8573.46,EUR,20230930
100,0L,1000,2023,0010003018,000004,100018,0000002800,3935.84,EUR,20230831
100,0L,2000,2024,0010003019,000005,100019,0000002900,3160.68,EUR,20220112
100,0L,1000,2023,0010003020,000001,100020,0000003000,5235.85,EUR,20230109
100,0L,2000,2024,0010003021,000002,100021,0000003100,8013.11,EUR,20230709
100,0L,1000,2023,0010003022,000003,100022,0000003200,1490.17,EUR,20231126
100,0L,2000,2024,0010003023,000004,100023,0000003300,6209.24,EUR,20221010
100,0L,1000,2023,0010003024,000005,100024,0000003400,7569.36,EUR,20230805
100,0L,2000,2024,0010003025,000001,100025,0000003500,2852.47,EUR,20221030
100,0L,1000,2023,0010003026,000002,100026,0000003600,9177.19,EUR,20220915
100,0L,2000,2024,0010003027,000003,100027,0000003700,6806.35,EUR,20241231
100,0L,1000,2023,0010003028,000004,100028,0000003800,5674.7,EUR,20240114
100,0L,2000,2024,0010003029,000005,100029,0000003900,4409.49,EUR,20230907
100,0L,1000,2023,0010003030,000001,100030,0000004000,4439.38,EUR,20231004
100,0L,2000,2024,0010003031,000002,100031,0000004100,5611.38,EUR,20230313
100,0L,1000,2023,0010003032,000003,100032,0000004200,5372.16,EUR,20241231
100,0L,2000,2024,0010003033,000004,100033,0000004300,8078.77,EUR,20220111
100,0L,1000,2023,0010003034,000005,100034,0000004400,6831.52,EUR,20240201
100,0L,2000,2024,0010003035,000001,100035,0000004500,9785.44,EUR,20240601
100,0L,1000,2023,0010003036,000002,100036,0000004600,7800.0,EUR,20240625
100,0L,2000,2024,0010003037,000003,100037,0000004700,7450.76,EUR,20220117
100,0L,1000,2023,0010003038,000004,100038,0000004800,106.23,EUR,20221003
100,0L,2000,2024,0010003039,000005,100039,0000004900,8410.6,EUR,20220619
100,0L,1000,2023,0010003040,000001,100040,0000005000,698.82,EUR,20240611
100,0L,2000,2024,0010003041,000002,100041,0000005100,8411.87,EUR,20220530
100,0L,1000,2023,0010003042,000003,100042,0000005200,6482.16,EUR,20240406
100,0L,2000,2024,0010003043,000004,100043,0000005300,9059.0,EUR,20221126
100,0L,1000,2023,0010003044,000005,100044,0000005400,793.78,EUR,20221212
100,0L,2000,2024,0010003045,000001,100045,0000005500,5465.78,EUR,20240802
100,0L,1000,2023,0010003046,000002,100046,0000005600,7223.32,EUR,20231107
100,0L,2000,2024,0010003047,000003,100047,0000005700,555.04,EUR,20230120
100,0L,1000,2023,0010003048,000004,100048,0000005800,288.28,EUR,20240427
100,0L,2000,2024,0010003049,000005,100049,0000005900,641.66,EUR,20220204
100,0L,1000,2023,0010003050,000001,100050,0000001000,3870.53,EUR,20220612
100,0L,2000,2024,0010003051,000002,100051,0000001100,8121.86,EUR,20240319
100,0L,1000,2023,0010003052,000003,100052,0000001200,3466.92,EUR,20221225
100,0L,2000,2024,0010003053,000004,100053,0000001300,6619.5,EUR,20240817
100,0L,1000,2023,0010003054,000005,100054,0000001400,3281.54,EUR,20220813
100,0L,2000,2024,0010003055,000001,100055,0000001500,7596.71,EUR,20240127
100,0L,1000,2023,0010003056,000002,100056,0000001600,3895.93,EUR,20241211
100,0L,2000,2024,0010003057,000003,100057,0000001700,4972.05,EUR,20220820
100,0L,1000,2023,0010003058,000004,100058,0000001800,8300.94,EUR,20240113
100,0L,2000,2024,0010003059,000005,100059,0000001900,2659.94,EUR,20220530
100,0L,1000,2023,0010003060,000001,100060,0000002000,2766.03,EUR,20230315
100,0L,2000,2024,0010003061,000002,100061,0000002100,8682.21,EUR,20230723
100,0L,1000,2023,0010003062,000003,100062,0000002200,1611.71,EUR,20230317
100,0L,2000,2024,0010003063,000004,100063,0000002300,1115.86,EUR,20221017
100,0L,1000,2023,0010003064,000005,100064,0000002400,5779.19,EUR,20230829
100,0L,2000,2024,0010003065,000001,100065,0000002500,5446.51,EUR,20220628
100,0L,1000,2023,0010003066,000002,100066,0000002600,6076.01,EUR,20230913
100,0L,2000,2024,0010003067,000003,100067,0000002700,5172.56,EUR,20241019
100,0L,1000,2023,0010003068,000004,100068,0000002800,5406.03,EUR,20240120
100,0L,2000,2024,0010003069,000005,100069,0000002900,214.71,EUR,20220103
100,0L,1000,2023,0010003070,000001,100070,0000003000,9942.96,EUR,20230529
100,0L,2000,2024,0010003071,000002,100071,0000003100,1430.44,EUR,20221213
100,0L,1000,2023,0010003072,000003,100072,0000003200,5116.26,EUR,20230618
100,0L,2000,2024,0010003073,000004,100073,0000003300,2422.29,EUR,20220218
100,0L,1000,2023,0010003074,000005,100074,0000003400,2579.28,EUR,20221218
100,0L,2000,2024,0010003075,000001,100075,0000003500,4934.12,EUR,20231119
100,0L,1000,2023,0010003076,000002,100076,0000003600,5006.57,EUR,20230427
100,0L,2000,2024,0010003077,000003,100077,0000003700,5370.78,EUR,20230517
100,0L,1000,2023,0010003078,000004,100078,0000003800,1947.92,EUR,20231110
100,0L,2000,2024,0010003079,000005,100079,0000003900,536.12,EUR,20230912
100,0L,1000,2023,0010003080,000001,100080,0000004000,8207.51,EUR,20240413
100,0L,2000,2024,0010003081,000002,100081,0000004100,4155.2,EUR,20230922
100,0L,1000,2023,0010003082,000003,100082,0000004200,953.49,EUR,20240411
100,0L,2000,2024,0010003083,000004,100083,0000004300,4266.44,EUR,20220118
100,0L,1000,2023,0010003084,000005,100084,0000004400,4560.43,EUR,20220422
100,0L,2000,2024,0010003085,000001,100085,0000004500,1504.3,EUR,20240113
100,0L,1000,2023,0010003086,000002,100086,0000004600,7820.4,EUR,20230829
100,0L,2000,2024,0010003087,000003,100087,0000004700,5606.17,EUR,20231123
100,0L,1000,2023,0010003088,000004,100088,0000004800,133.02,EUR,20220708
100,0L,2000,2024,0010003089,000005,100089,0000004900,1139.6,EUR,20230909
100,0L,1000,2023,0010003090,000001,100090,0000005000,5030.87,EUR,20240819
100,0L,2000,2024,0010003091,000002,100091,0000005100,4214.29,EUR,20231003
100,0L,1000,2023,0010003092,000003,100092,0000005200,8289.69,EUR,20220802
100,0L,2000,2024,0010003093,000004,100093,0000005300,4413.63,EUR,20220702
100,0L,1000,2023,0010003094,000005,100094,0000005400,6070.66,EUR,20230209
100,0L,2000,2024,0010003095,000001,100095,0000005500,9708.07,EUR,20240927
100,0L,1000,2023,0010003096,000002,100096,0000005600,9355.33,EUR,20230127
100,0L,2000,2024,0010003097,000003,100097,0000005700,976.02,EUR,20240505
100,0L,1000,2023,0010003098,000004,100098,0000005800,4010.9,EUR,20240111
100,0L,2000,2024,0010003099,000005,100099,0000005900,5426.87,EUR,20220625
100,0L,1000,2023,0010003100,000001,100000,0000001000,5370.93,EUR,20221122
100,0L,2000,2024,0010003101,000002,100001,0000001100,4053.4,EUR,20240705
100,0L,1000,2023,0010003102,000003,100002,0000001200,4735.73,EUR,20221110
100,0L,2000,2024,0010003103,000004,100003,0000001300,9645.35,EUR,20241118
100,0L,1000,2023,0010003104,000005,100004,0000001400,2928.86,EUR,20221002
100,0L,2000,2024,0010003105,000001,100005,0000001500,1729.63,EUR,20220711
100,0L,1000,2023,0010003106,000002,100006,0000001600,9762.09,EUR,20240325
100,0L,2000,2024,0010003107,000003,100007,0000001700,3019.63,EUR,20230915
100,0L,1000,2023,0010003108,000004,100008,0000001800,606.8,EUR,20231005
100,0L,2000,2024,0010003109,000005,100009,0000001900,5250.0,EUR,20240820
100,0L,1000,2023,0010003110,000001,100010,0000002000,9326.25,EUR,20240630
100,0L,2000,2024,0010003111,000002,100011,0000002100,906.95,EUR,20241010
100,0L,1000,2023,0010003112,000003,100012,0000002200,1757.65,EUR,20220703
100,0L,2000,2024,0010003113,000004,100013,0000002300,5189.72,EUR,20240829
100,0L,1000,2023,0010003114,000005,100014,0000002400,3977.87,EUR,20230217
100,0L,2000,2024,0010003115,000001,100015,0000002500,9729.41,EUR,20221017
100,0L,1000,2023,0010003116,000002,100016,0000002600,5367.42,EUR,20221008
100,0L,2000,2024,0010003117,000003,100017,0000002700,2253.62,EUR,20230904
100,0L,1000,2023,0010003118,000004,100018,0000002800,835.06,EUR,20240420
100,0L,2000,2024,0010003119,000005,100019,0000002900,3140.52,EUR,20230209
100,0L,1000,2023,0010003120,000001,100020,0000003000,8293.51,EUR,20230221
100,0L,2000,2024,0010003121,000002,100021,0000003100,9020.22,EUR,20230818
100,0L,1000,2023,0010003122,000003,100022,0000003200,4572.91,EUR,20240906
100,0L,2000,2024,0010003123,000004,100023,0000003300,8045.29,EUR,20231109
100,0L,1000,2023,0010003124,000005,100024,0000003400,717.18,EUR,20220511
100,0L,2000,2024,0010003125,000001,100025,0000003500,4358.99,EUR,20221004
100,0L,1000,2023,0010003126,000002,100026,0000003600,5197.85,EUR,20220810
100,0L,2000,2024,0010003127,000003,100027,0000003700,180.56,EUR,20230307
100,0L,1000,2023,0010003128,000004,100028,0000003800,5016.15,EUR,20240215
100,0L,2000,2024,0010003129,000005,100029,0000003900,4994.2,EUR,20240130
100,0L,1000,2023,0010003130,000001,100030,0000004000,850.71,EUR,20230906
100,0L,2000,2024,0010003131,000002,100031,0000004100,1821.32,EUR,20240915
100,0L,1000,2023,0010003132,000003,100032,0000004200,3448.08,EUR,20220320
100,0L,2000,2024,0010003133,000004,100033,0000004300,706.12,EUR,20240209
100,0L,1000,2023,0010003134,000005,100034,0000004400,227.38,EUR,20231022
100,0L,2000,2024,0010003135,000001,100035,0000004500,8701.96,EUR,20240411
100,0L,1000,2023,0010003136,000002,100036,0000004600,3251.2,EUR,20230701
100,0L,2000,2024,0010003137,000003,100037,0000004700,456.71,EUR,20240530
100,0L,1000,2023,0010003138,000004,100038,0000004800,6705.77,EUR,20221011
100,0L,2000,2024,0010003139,000005,100039,0000004900,1715.21,EUR,20231130
100,0L,1000,2023,0010003140,000001,100040,0000005000,1160.32,EUR,20221230
100,0L,2000,2024,0010003141,000002,100041,0000005100,3054.39,EUR,20221222
100,0L,1000,2023,0010003142,000003,100042,0000005200,145.89,EUR,20240909
100,0L,2000,2024,0010003143,000004,100043,0000005300,6038.61,EUR,20230729
100,0L,1000,2023,0010003144,000005,100044,0000005400,4224.8,EUR,20241014
100,0L,2000,2024,0010003145,000001,100045,0000005500,4767.17,EUR,20220803
100,0L,1000,2023,0010003146,000002,100046,0000005600,8390.41,EUR,20240125
100,0L,2000,2024,0010003147,000003,100047,0000005700,4261.97,EUR,20241023
100,0L,1000,2023,0010003148,000004,100048,0000005800,3213.88,EUR,20230318
100,0L,2000,2024,0010003149,000005,100049,0000005900,9795.1,EUR,20240524
100,0L,1000,2023,0010003150,000001,100050,0000001000,3255.79,EUR,20231207
100,0L,2000,2024,0010003151,000002,100051,0000001100,6813.6,EUR,20230414
100,0L,1000,2023,0010003152,000003,100052,0000001200,7057.89,EUR,20220406
100,0L,2000,2024,0010003153,000004,100053,0000001300,147.67,EUR,20220603
100,0L,1000,2023,0010003154,000005,100054,0000001400,6364.02,EUR,20240929
100,0L,2000,2024,0010003155,000001,100055,0000001500,2405.12,EUR,20241016
100,0L,1000,2023,0010003156,000002,100056,0000001600,7914.48,EUR,20230121
100,0L,2000,2024,0010003157,000003,100057,0000001700,6796.98,EUR,20240205
100,0L,1000,2023,0010003158,000004,100058,0000001800,6889.16,EUR,20230918
100,0L,2000,2024,0010003159,000005,100059,0000001900,1701.95,EUR,20230828
100,0L,1000,2023,0010003160,000001,100060,0000002000,4313.78,EUR,20220112
100,0L,2000,2024,0010003161,000002,100061,0000002100,7525.3,EUR,20230718
100,0L,1000,2023,0010003162,000003,100062,0000002200,7095.2,EUR,20240208
100,0L,2000,2024,0010003163,000004,100063,0000002300,2880.43,EUR,20220902
100,0L,1000,2023,0010003164,000005,100064,0000002400,4053.14,EUR,20230809
100,0L,2000,2024,0010003165,000001,100065,0000002500,3547.63,EUR,20221026
100,0L,1000,2023,0010003166,000002,100066,0000002600,9583.37,EUR,20230107
100,0L,2000,2024,0010003167,000003,100067,0000002700,9868.53,EUR,20230309
100,0L,1000,2023,0010003168,000004,100068,0000002800,771.16,EUR,20231001
100,0L,2000,2024,0010003169,000005,100069,0000002900,8717.55,EUR,20221225
100,0L,1000,2023,0010003170,000001,100070,0000003000,4546.87,EUR,20240611
100,0L,2000,2024,0010003171,000002,100071,0000003100,3205.07,EUR,20240805
100,0L,1000,2023,0010003172,000003,100072,0000003200,2534.14,EUR,20240211
100,0L,2000,2024,0010003173,000004,100073,0000003300,7340.41,EUR,20230921
100,0L,1000,2023,0010003174,000005,100074,0000003400,5667.85,EUR,20240928
100,0L,2000,2024,0010003175,000001,100075,0000003500,8178.06,EUR,20230123
100,0L,1000,2023,0010003176,000002,100076,0000003600,3065.54,EUR,20241204
100,0L,2000,2024,0010003177,000003,100077,0000003700,2460.95,EUR,20240119
100,0L,1000,2023,0010003178,000004,100078,0000003800,5690.88,EUR,20240707
100,0L,2000,2024,0010003179,000005,100079,0000003900,3605.97,EUR,20221129
100,0L,1000,2023,0010003180,000001,100080,0000004000,2814.1,EUR,20240910
100,0L,2000,2024,0010003181,000002,100081,0000004100,5654.18,EUR,20231128
100,0L,1000,2023,0010003182,000003,100082,0000004200,1155.92,EUR,20220204
100,0L,2000,2024,0010003183,000004,100083,0000004300,3536.29,EUR,20240601
100,0L,1000,2023,0010003184,000005,100084,0000004400,8943.97,EUR,20230117
100,0L,2000,2024,0010003185,000001,100085,0000004500,5996.22,EUR,20220918
100,0L,1000,2023,0010003186,000002,100086,0000004600,638.32,EUR,20240906
100,0L,2000,2024,0010003187,000003,100087,0000004700,1723.92,EUR,20241127
100,0L,1000,2023,0010003188,000004,100088,0000004800,7219.04,EUR,20220822
100,0L,2000,2024,0010003189,000005,100089,0000004900,7492.77,EUR,20240916
100,0L,1000,2023,0010003190,000001,100090,0000005000,4858.03,EUR,20240910
100,0L,2000,2024,0010003191,000002,100091,0000005100,4795.06,EUR,20221211
100,0L,1000,2023,0010003192,000003,100092,0000005200,2325.57,EUR,20221012
100,0L,2000,2024,0010003193,000004,100093,0000005300,9185.44,EUR,20240425
100,0L,1000,2023,0010003194,000005,100094,0000005400,9878.01,EUR,20230112
100,0L,2000,2024,0010003195,000001,100095,0000005500,8951.57,EUR,20220409
100,0L,1000,2023,0010003196,000002,100096,0000005600,6698.82,EUR,20240315
100,0L,2000,2024,0010003197,000003,100097,0000005700,9092.48,EUR,20220909
100,0L,1000,2023,0010003198,000004,100098,0000005800,2076.24,EUR,20241109
100,0L,2000,2024,0010003199,000005,100099,0000005900,1664.07,EUR,20230921
100,0L,1000,2023,0010003200,000001,100000,0000001000,3740.28,EUR,20220511
100,0L,2000,2024,0010003201,000002,100001,0000001100,1099.52,EUR,20220701
100,0L,1000,2023,0010003202,000003,100002,0000001200,2597.34,EUR,20230228
100,0L,2000,2024,0010003203,000004,100003,0000001300,8902.37,EUR,20221020
100,0L,1000,2023,0010003204,000005,100004,0000001400,1088.3,EUR,20240306
100,0L,2000,2024,0010003205,000001,100005,0000001500,8377.88,EUR,20220902
100,0L,1000,2023,0010003206,000002,100006,0000001600,2749.77,EUR,20230815
100,0L,2000,2024,0010003207,000003,100007,0000001700,4125.02,EUR,20220304
100,0L,1000,2023,0010003208,000004,100008,0000001800,5154.83,EUR,20240106
100,0L,2000,2024,0010003209,000005,100009,0000001900,1993.17,EUR,20230707
100,0L,1000,2023,0010003210,000001,100010,0000002000,6785.85,EUR,20240825
100,0L,2000,2024,0010003211,000002,100011,0000002100,6004.77,EUR,20220523
100,0L,1000,2023,0010003212,000003,100012,0000002200,4382.08,EUR,20240123
100,0L,2000,2024,0010003213,000004,100013,0000002300,9421.29,EUR,20240304
100,0L,1000,2023,0010003214,000005,100014,0000002400,2562.77,EUR,20240816
100,0L,2000,2024,0010003215,000001,100015,0000002500,8205.48,EUR,20231019
100,0L,1000,2023,0010003216,000002,100016,0000002600,270.06,EUR,20231015
100,0L,2000,2024,0010003217,000003,100017,0000002700,171.82,EUR,20230610
100,0L,1000,2023,0010003218,000004,100018,0000002800,7745.83,EUR,20220829
100,0L,2000,2024,0010003219,000005,100019,0000002900,1789.29,EUR,20240811
100,0L,1000,2023,0010003220,000001,100020,0000003000,3448.39,EUR,20240701
100,0L,2000,2024,0010003221,000002,100021,0000003100,903.45,EUR,20230526
100,0L,1000,2023,0010003222,000003,100022,0000003200,3505.08,EUR,20240301
100,0L,2000,2024,0010003223,000004,100023,0000003300,5937.78,EUR,20220428
100,0L,1000,2023,0010003224,000005,100024,0000003400,3820.01,EUR,20231014
100,0L,2000,2024,0010003225,000001,100025,0000003500,6800.41,EUR,20231016
100,0L,1000,2023,0010003226,000002,100026,0000003600,5723.55,EUR,20230929
100,0L,2000,2024,0010003227,000003,100027,0000003700,5289.08,EUR,20230508
100,0L,1000,2023,0010003228,000004,100028,0000003800,2928.37,EUR,20230624
100,0L,2000,2024,0010003229,000005,100029,0000003900,4436.18,EUR,20220806
100,0L,1000,2023,0010003230,000001,100030,0000004000,1201.41,EUR,20231102
100,0L,2000,2024,0010003231,000002,100031,0000004100,6435.39,EUR,20221102
100,0L,1000,2023,0010003232,000003,100032,0000004200,4805.5,EUR,20231123
100,0L,2000,2024,0010003233,000004,100033,0000004300,6023.37,EUR,20221228
100,0L,1000,2023,0010003234,000005,100034,0000004400,205.42,EUR,20220426
100,0L,2000,2024,0010003235,000001,100035,0000004500,7952.84,EUR,20241026
100,0L,1000,2023,0010003236,000002,100036,0000004600,1897.87,EUR,20231210
100,0L,2000,2024,0010003237,000003,100037,0000004700,7424.65,EUR,20230416
100,0L,1000,2023,0010003238,000004,100038,0000004800,326.22,EUR,20231009
100,0L,2000,2024,0010003239,000005,100039,0000004900,408.37,EUR,20231221
100,0L,1000,2023,0010003240,000001,100040,0000005000,5741.84,EUR,20231205
100,0L,2000,2024,0010003241,000002,100041,0000005100,6867.82,EUR,20220529
100,0L,1000,2023,0010003242,000003,100042,0000005200,355.52,EUR,20230104
100,0L,2000,2024,0010003243,000004,100043,0000005300,6944.23,EUR,20221116
100,0L,1000,2023,0010003244,000005,100044,0000005400,6929.82,EUR,20231212
100,0L,2000,2024,0010003245,000001,100045,0000005500,4338.97,EUR,20231209
100,0L,1000,2023,0010003246,000002,100046,0000005600,524.33,EUR,20220105
100,0L,2000,2024,0010003247,000003,100047,0000005700,561.68,EUR,20231117
100,0L,1000,2023,0010003248,000004,100048,0000005800,9226.77,EUR,20240118
100,0L,2000,2024,0010003249,000005,100049,0000005900,3270.46,EUR,20220617
100,0L,1000,2023,0010003250,000001,100050,0000001000,5625.08,EUR,20240928
100,0L,2000,2024,0010003251,000002,100051,0000001100,6293.34,EUR,20240222
100,0L,1000,2023,0010003252,000003,100052,0000001200,2363.54,EUR,20230316
100,0L,2000,2024,0010003253,000004,100053,0000001300,9195.04,EUR,20241007
100,0L,1000,2023,0010003254,000005,100054,0000001400,2350.0,EUR,20220417
100,0L,2000,2024,0010003255,000001,100055,0000001500,967.35,EUR,20230402
100,0L,1000,2023,0010003256,000002,100056,0000001600,866.26,EUR,20220905
100,0L,2000,2024,0010003257,000003,100057,0000001700,131.0,EUR,20240602
100,0L,1000,2023,0010003258,000004,100058,0000001800,3951.95,EUR,20240823
100,0L,2000,2024,0010003259,000005,100059,0000001900,6093.89,EUR,20240430
100,0L,1000,2023,0010003260,000001,100060,0000002000,574.46,EUR,20240511
100,0L,2000,2024,0010003261,000002,100061,0000002100,1665.43,EUR,20220706
100,0L,1000,2023,0010003262,000003,100062,0000002200,349.35,EUR,20230308
100,0L,2000,2024,0010003263,000004,100063,0000002300,3422.85,EUR,20220831
100,0L,1000,2023,0010003264,000005,100064,0000002400,1486.6,EUR,20221125
100,0L,2000,2024,0010003265,000001,100065,0000002500,8063.97,EUR,20240401
100,0L,1000,2023,0010003266,000002,100066,0000002600,7359.34,EUR,20240308
100,0L,2000,2024,0010003267,000003,100067,0000002700,7698.03,EUR,20220710
100,0L,1000,2023,0010003268,000004,100068,0000002800,8888.42,EUR,20231221
100,0L,2000,2024,0010003269,000005,100069,0000002900,7562.25,EUR,20231003
100,0L,1000,2023,0010003270,000001,100070,0000003000,8602.19,EUR,20231119
100,0L,2000,2024,0010003271,000002,100071,0000003100,3949.9,EUR,20240326
100,0L,1000,2023,0010003272,000003,100072,0000003200,1850.81,EUR,20220612
100,0L,2000,2024,0010003273,000004,100073,0000003300,939.95,EUR,20231012
100,0L,1000,2023,0010003274,000005,100074,0000003400,9684.59,EUR,20240920
100,0L,2000,2024,0010003275,000001,100075,0000003500,4064.24,EUR,20240421
