MANDT,VBELN,POSNR,ETENR,EDATU,WMENG,VRKME
100,8000011899,000030,0001,20250911,505,ST
100,8000011900,000010,0001,20220824,2782,ST
100,8000011901,000010,0001,20240822,1837,ST
100,8000011901,000020,0001,20240824,3742,ST
100,8000011901,000030,0001,20240815,3857,ST
100,8000011902,000010,0001,20230827,4092,ST
100,8000011902,000020,0001,20230820,669,ST
100,8000011902,000030,0001,20230825,4031,ST
100,8000011903,000010,0001,20250729,739,ST
100,8000011903,000020,0001,20250807,663,ST
100,8000011904,000010,0001,20231123,4966,ST
100,8000011904,000020,0001,20231130,1077,ST
100,8000011904,000030,0001,20231208,1935,ST
100,8000011905,000010,0001,20220501,4112,ST
100,8000011905,000020,0001,20220519,4319,ST
100,8000011905,000030,0001,20220516,3268,ST
100,8000011906,000010,0001,20251204,1196,ST
100,8000011906,000020,0001,20251120,4673,ST
100,8000011907,000010,0001,20221016,3464,ST
100,8000011907,000020,0001,20221007,2991,ST
100,8000011907,000030,0001,20221008,3591,ST
100,8000011908,000010,0001,20251216,4661,ST
100,8000011908,000020,0001,20251224,3900,ST
100,8000011908,000030,0001,20251221,2602,ST
100,8000011909,000010,0001,20250528,4483,ST
100,8000011909,000020,0001,20250528,1157,ST
100,8000011909,000030,0001,20250602,4606,ST
100,8000011909,000040,0001,20250528,4944,ST
100,8000011909,000050,0001,20250526,4568,ST
100,8000011910,000010,0001,20250810,1863,ST
100,8000011910,000020,0001,20250803,1664,ST
100,8000011910,000030,0001,20250729,2682,ST
100,8000011911,000010,0001,20240215,4849,ST
100,8000011912,000010,0001,20240829,2027,ST
100,8000011912,000020,0001,20240829,2107,ST
100,8000011913,000010,0001,20220713,3098,ST
100,8000011913,000020,0001,20220723,2831,ST
100,8000011914,000010,0001,20240706,270,ST
100,8000011914,000020,0001,20240626,3816,ST
100,8000011915,000010,0001,20220815,1838,ST
100,8000011915,000020,0001,20220816,2579,ST
100,8000011915,000030,0001,20220815,2824,ST
100,8000011915,000040,0001,20220817,811,ST
100,8000011916,000010,0001,20220519,3537,ST
100,8000011917,000010,0001,20220714,2065,ST
100,8000011917,000020,0001,20220707,490,ST
100,8000011917,000030,0001,20220710,1808,ST
100,8000011917,000040,0001,20220703,1837,ST
100,8000011917,000050,0001,20220719,4082,ST
100,8000011918,000010,0001,20250523,4542,ST
100,8000011918,000020,0001,20250604,2805,ST
100,8000011918,000030,0001,20250604,4414,ST
100,8000011918,000040,0001,20250605,3324,ST
100,8000011919,000010,0001,20251203,626,ST
100,8000011919,000020,0001,20251204,2126,ST
100,8000011919,000030,0001,20251203,805,ST
100,8000011919,000040,0001,20251119,3171,ST
100,8000011920,000010,0001,20220719,669,ST
100,8000011920,000020,0001,20220713,2591,ST
100,8000011921,000010,0001,20230729,2394,ST
100,8000011921,000020,0001,20230725,2767,ST
100,8000011921,000030,0001,20230805,4838,ST
100,8000011922,000010,0001,20250525,204,ST
100,8000011922,000020,0001,20250511,4478,ST
100,8000011923,000010,0001,20220520,135,ST
100,8000011923,000020,0001,20220512,3798,ST
100,8000011924,000010,0001,20220825,4466,ST
100,8000011924,000020,0001,20220821,1238,ST
100,8000011925,000010,0001,20250904,4346,ST
100,8000011925,000020,0001,20250906,4637,ST
100,8000011925,000030,0001,20250904,1204,ST
100,8000011926,000010,0001,20220119,1047,ST
100,8000011926,000020,0001,20220116,1040,ST
100,8000011927,000010,0001,20231214,3132,ST
100,8000011927,000020,0001,20231221,2333,ST
100,8000011928,000010,0001,20241227,1896,ST
100,8000011929,000010,0001,20250416,3011,ST
100,8000011929,000020,0001,20250411,715,ST
100,8000011929,000030,0001,20250412,3831,ST
100,8000011929,000040,0001,20250422,2693,ST
100,8000011930,000010,0001,20250626,3528,ST
100,8000011930,000020,0001,20250618,1473,ST
100,8000011930,000030,0001,20250626,3553,ST
100,8000011931,000010,0001,20221011,1260,ST
100,8000011931,000020,0001,20221008,3436,ST
100,8000011932,000010,0001,20230331,3339,ST
100,8000011933,000010,0001,20250722,3971,ST
100,8000011933,000020,0001,20250730,3177,ST
100,8000011933,000030,0001,20250728,4983,ST
100,8000011934,000010,0001,20230602,4886,ST
100,8000011934,000020,0001,20230601,1750,ST
100,8000011934,000030,0001,20230605,4456,ST
100,8000011935,000010,0001,20220610,2709,ST
100,8000011936,000010,0001,20220410,773,ST
100,8000011936,000020,0001,20220414,830,ST
100,8000011937,000010,0001,20230105,873,ST
100,8000011937,000020,0001,20221224,4744,ST
100,8000011937,000030,0001,20221229,3075,ST
100,8000011938,000010,0001,20231103,2750,ST
100,8000011938,000020,0001,20231111,585,ST
100,8000011938,000030,0001,20231103,1525,ST
100,8000011939,000010,0001,20250414,1682,ST
100,8000011939,000020,0001,20250403,1129,ST
100,8000011939,000030,0001,20250404,4296,ST
100,8000011940,000010,0001,20251117,1409,ST
100,8000011940,000020,0001,20251122,4611,ST
100,8000011940,000030,0001,20251128,2730,ST
100,8000011940,000040,0001,20251121,2106,ST
100,8000011940,000050,0001,20251111,1353,ST
100,8000011941,000010,0001,20220808,235,ST
100,8000011941,000020,0001,20220803,1901,ST
100,8000011942,000010,0001,20241010,3311,ST
100,8000011942,000020,0001,20241005,1947,ST
100,8000011942,000030,0001,20241010,45,ST
100,8000011943,000010,0001,20220605,2931,ST
100,8000011944,000010,0001,20240906,1130,ST
100,8000011944,000020,0001,20240911,4283,ST
100,8000011944,000030,0001,20240906,4747,ST
100,8000011945,000010,0001,20230315,2671,ST
100,8000011945,000020,0001,20230319,4378,ST
100,8000011945,000030,0001,20230316,658,ST
100,8000011946,000010,0001,20230418,1752,ST
100,8000011946,000020,0001,20230402,1768,ST
100,8000011946,000030,0001,20230411,2566,ST
100,8000011947,000010,0001,20240301,3904,ST
100,8000011947,000020,0001,20240307,3645,ST
100,8000011948,000010,0001,20221015,1768,ST
100,8000011948,000020,0001,20221018,4982,ST
100,8000011948,000030,0001,20221023,3970,ST
100,8000011949,000010,0001,20240906,4404,ST
100,8000011950,000010,0001,20221114,1872,ST
100,8000011950,000020,0001,20221116,1200,ST
100,8000011950,000030,0001,20221109,3620,ST
100,8000011950,000040,0001,20221111,4243,ST
100,8000011951,000010,0001,20220430,4302,ST
100,8000011951,000020,0001,20220430,4081,ST
100,8000011951,000030,0001,20220504,957,ST
100,8000011952,000010,0001,20230715,2420,ST
100,8000011953,000010,0001,20240920,3669,ST
100,8000011953,000020,0001,20240925,3357,ST
100,8000011953,000030,0001,20240913,205,ST
100,8000011953,000040,0001,20240917,4184,ST
100,8000011953,000050,0001,20240913,3217,ST
100,8000011954,000010,0001,20220622,213,ST
100,8000011954,000020,0001,20220629,4270,ST
100,8000011955,000010,0001,20230928,2793,ST
100,8000011955,000020,0001,20230926,3797,ST
100,8000011956,000010,0001,20240317,4560,ST
100,8000011956,000020,0001,20240315,2096,ST
100,8000011957,000010,0001,20220423,855,ST
100,8000011957,000020,0001,20220425,900,ST
100,8000011958,000010,0001,20220627,4720,ST
100,8000011959,000010,0001,20251118,1236,ST
100,8000011959,000020,0001,20251108,697,ST
100,8000011959,000030,0001,20251109,4228,ST
100,8000011959,000040,0001,20251114,4628,ST
100,8000011960,000010,0001,20241031,2901,ST
100,8000011960,000020,0001,20241029,1154,ST
100,8000011961,000010,0001,20241104,4321,ST
100,8000011961,000020,0001,20241111,4358,ST
100,8000011962,000010,0001,20230625,2335,ST
100,8000011963,000010,0001,20240209,4261,ST
100,8000011963,000020,0001,20240209,3219,ST
100,8000011963,000030,0001,20240209,3883,ST
100,8000011964,000010,0001,20231102,543,ST
100,8000011964,000020,0001,20231108,10,ST
100,8000011964,000030,0001,20231105,2382,ST
100,8000011964,000040,0001,20231111,241,ST
100,8000011964,000050,0001,20231102,3260,ST
100,8000011965,000010,0001,20231011,2922,ST
100,8000011965,000020,0001,20231015,229,ST
100,8000011965,000030,0001,20231009,338,ST
100,8000011965,000040,0001,20231016,3648,ST
100,8000011965,000050,0001,20231015,3751,ST
100,8000011966,000010,0001,20250123,2703,ST
100,8000011966,000020,0001,20250124,615,ST
100,8000011967,000010,0001,20240123,301,ST
100,8000011967,000020,0001,20240121,291,ST
100,8000011967,000030,0001,20240207,2317,ST
100,8000011968,000010,0001,20250516,2735,ST
100,8000011968,000020,0001,20250531,2645,ST
100,8000011968,000030,0001,20250531,799,ST
100,8000011968,000040,0001,20250530,3508,ST
100,8000011968,000050,0001,20250520,4502,ST
100,8000011969,000010,0001,20240526,1754,ST
100,8000011969,000020,0001,20240515,2689,ST
100,8000011969,000030,0001,20240524,1353,ST
100,8000011969,000040,0001,20240515,2061,ST
100,8000011969,000050,0001,20240513,2187,ST
100,8000011970,000010,0001,20250216,2220,ST
100,8000011971,000010,0001,20250925,2143,ST
100,8000011971,000020,0001,20251009,1107,ST
100,8000011971,000030,0001,20251004,3552,ST
100,8000011972,000010,0001,20251026,2332,ST
100,8000011972,000020,0001,20251021,4428,ST
100,8000011972,000030,0001,20251022,1775,ST
100,8000011973,000010,0001,20230920,3945,ST
100,8000011973,000020,0001,20231003,1591,ST
100,8000011973,000030,0001,20230929,3483,ST
100,8000011974,000010,0001,20230923,1813,ST
100,8000011974,000020,0001,20230928,4743,ST
100,8000011975,000010,0001,20220129,4750,ST
100,8000011975,000020,0001,20220123,2234,ST
100,8000011976,000010,0001,20240806,2290,ST
100,8000011976,000020,0001,20240805,2030,ST
100,8000011976,000030,0001,20240812,3686,ST
100,8000011976,000040,0001,20240816,2433,ST
100,8000011976,000050,0001,20240820,2542,ST
100,8000011977,000010,0001,20250421,1556,ST
100,8000011977,000020,0001,20250411,375,ST
100,8000011977,000030,0001,20250419,3028,ST
100,8000011977,000040,0001,20250425,896,ST
100,8000011978,000010,0001,20250916,3637,ST
100,8000011978,000020,0001,20250908,4572,ST
100,8000011979,000010,0001,20220118,1956,ST
100,8000011979,000020,0001,20220126,1084,ST
100,8000011979,000030,0001,20220117,4716,ST
100,8000011980,000010,0001,20220825,159,ST
100,8000011980,000020,0001,20220829,4405,ST
100,8000011981,000010,0001,20221104,375,ST
100,8000011982,000010,0001,20220812,1165,ST
100,8000011982,000020,0001,20220815,1069,ST
100,8000011983,000010,0001,20240121,1747,ST
100,8000011983,000020,0001,20240121,4612,ST
100,8000011984,000010,0001,20240322,1516,ST
100,8000011984,000020,0001,20240313,1090,ST
100,8000011985,000010,0001,20230922,126,ST
100,8000011985,000020,0001,20230913,3814,ST
100,8000011985,000030,0001,20230912,1884,ST
100,8000011985,000040,0001,20230910,1167,ST
100,8000011985,000050,0001,20230906,4139,ST
100,8000011986,000010,0001,20250313,1054,ST
100,8000011986,000020,0001,20250326,2675,ST
100,8000011986,000030,0001,20250328,3991,ST
100,8000011986,000040,0001,20250325,3440,ST
100,8000011987,000010,0001,20250118,3617,ST
100,8000011987,000020,0001,20250123,764,ST
100,8000011988,000010,0001,20250521,417,ST
100,8000011989,000010,0001,20250726,2073,ST
100,8000011990,000010,0001,20220913,4592,ST
100,8000011990,000020,0001,20220903,2012,ST
100,8000011991,000010,0001,20220329,1513,ST
100,8000011991,000020,0001,20220326,4143,ST
100,8000011991,000030,0001,20220316,1990,ST
100,8000011991,000040,0001,20220331,774,ST
100,8000011991,000050,0001,20220402,4523,ST
100,8000011992,000010,0001,20250912,372,ST
100,8000011992,000020,0001,20250918,1693,ST
100,8000011993,000010,0001,20230529,3318,ST
100,8000011994,000010,0001,20240320,4486,ST
100,8000011994,000020,0001,20240402,4634,ST
100,8000011994,000030,0001,20240325,1030,ST
100,8000011995,000010,0001,20240907,1867,ST
100,8000011995,000020,0001,20240907,1143,ST
100,8000011996,000010,0001,20251223,4380,ST
100,8000011996,000020,0001,20251222,1148,ST
100,8000011996,000030,0001,20251213,3508,ST
100,8000011996,000040,0001,20251212,1833,ST
100,8000011996,000050,0001,20251217,2311,ST
100,8000011997,000010,0001,20230502,2147,ST
100,8000011997,000020,0001,20230507,4821,ST
100,8000011997,000030,0001,20230506,753,ST
100,8000011998,000010,0001,20240127,4305,ST
100,8000011998,000020,0001,20240129,3848,ST
100,8000011998,000030,0001,20240211,1978,ST
100,8000011998,000040,0001,20240127,3800,ST
100,8000011999,000010,0001,20240306,1699,ST
100,8000011999,000020,0001,20240310,4832,ST
100,8000011999,000030,0001,20240311,2519,ST
100,8000012000,000010,0001,20250822,3174,ST
100,8000012000,000020,0001,20250808,3549,ST
100,8000012000,000030,0001,20250816,1739,ST
100,8000012001,000010,0001,20250922,317,ST
100,8000012001,000020,0001,20250928,2533,ST
100,8000012002,000010,0001,20230411,490,ST
100,8000012002,000020,0001,20230417,653,ST
100,8000012003,000010,0001,20230503,1440,ST
100,8000012004,000010,0001,20250516,3435,ST
100,8000012004,000020,0001,20250505,455,ST
100,8000012004,000030,0001,20250513,3986,ST
100,8000012004,000040,0001,20250519,4523,ST
100,8000012004,000050,0001,20250516,541,ST
100,8000012005,000010,0001,20250826,1721,ST
100,8000012005,000020,0001,20250907,4263,ST
100,8000012005,000030,0001,20250905,3430,ST
100,8000012006,000010,0001,20250430,3730,ST
100,8000012006,000020,0001,20250501,434,ST
100,8000012007,000010,0001,20230802,3851,ST
100,8000012007,000020,0001,20230730,927,ST
100,8000012008,000010,0001,20240117,1607,ST
100,8000012008,000020,0001,20240114,3426,ST
100,8000012009,000010,0001,20260109,251,ST
100,8000012009,000020,0001,20251225,1242,ST
100,8000012010,000010,0001,20230519,242,ST
100,8000012010,000020,0001,20230526,1385,ST
100,8000012010,000030,0001,20230516,3302,ST
100,8000012010,000040,0001,20230516,4054,ST
100,8000012011,000010,0001,20230910,1097,ST
100,8000012012,000010,0001,20230430,4093,ST
100,8000012013,000010,0001,20240508,3552,ST
100,8000012013,000020,0001,20240509,3126,ST
100,8000012013,000030,0001,20240508,1521,ST
100,8000012013,000040,0001,20240504,17,ST
100,8000012014,000010,0001,20220420,3437,ST
100,8000012015,000010,0001,20250618,2973,ST
100,8000012015,000020,0001,20250627,4713,ST
100,8000012016,000010,0001,20231112,760,ST
100,8000012016,000020,0001,20231120,2638,ST
100,8000012017,000010,0001,20221122,4314,ST
100,8000012018,000010,0001,20221125,1430,ST
100,8000012018,000020,0001,20221118,2202,ST
100,8000012019,000010,0001,20250716,2727,ST
100,8000012020,000010,0001,20220619,3348,ST
100,8000012020,000020,0001,20220622,1381,ST
100,8000012021,000010,0001,20240915,2395,ST
100,8000012022,000010,0001,20240206,1452,ST
100,8000012023,000010,0001,20230420,3121,ST
100,8000012023,000020,0001,20230426,1887,ST
100,8000012023,000030,0001,20230414,3664,ST
100,8000012024,000010,0001,20221111,123,ST
100,8000012024,000020,0001,20221109,1843,ST
100,8000012024,000030,0001,20221110,4950,ST
100,8000012025,000010,0001,20240620,3153,ST
100,8000012025,000020,0001,20240617,4193,ST
100,8000012025,000030,0001,20240622,4787,ST
100,8000012026,000010,0001,20241001,3395,ST
100,8000012026,000020,0001,20241005,2344,ST
100,8000012026,000030,0001,20241015,4643,ST
100,8000012026,000040,0001,20241006,2094,ST
100,8000012026,000050,0001,20240928,4433,ST
100,8000012027,000010,0001,20240211,2785,ST
100,8000012027,000020,0001,20240128,1896,ST
100,8000012027,000030,0001,20240210,2116,ST
100,8000012027,000040,0001,20240207,107,ST
100,8000012028,000010,0001,20240318,206,ST
100,8000012028,000020,0001,20240330,745,ST
100,8000012029,000010,0001,20220620,3183,ST
100,8000012030,000010,0001,20240215,3402,ST
100,8000012030,000020,0001,20240221,4198,ST
100,8000012031,000010,0001,20250408,4664,ST
100,8000012031,000020,0001,20250410,3050,ST
100,8000012031,000030,0001,20250410,4855,ST
100,8000012031,000040,0001,20250409,2285,ST
100,8000012032,000010,0001,20250302,2701,ST
100,8000012032,000020,0001,20250216,770,ST
100,8000012032,000030,0001,20250302,3157,ST
100,8000012032,000040,0001,20250227,696,ST
100,8000012033,000010,0001,20240601,629,ST
100,8000012033,000020,0001,20240523,3559,ST
100,8000012034,000010,0001,20240602,3421,ST
100,8000012034,000020,0001,20240529,214,ST
100,8000012035,000010,0001,20231115,616,ST
100,8000012035,000020,0001,20231117,1697,ST
100,8000012036,000010,0001,20251101,4460,ST
100,8000012036,000020,0001,20251111,1628,ST
100,8000012036,000030,0001,20251028,4042,ST
100,8000012036,000040,0001,20251027,2894,ST
100,8000012037,000010,0001,20230625,1939,ST
100,8000012037,000020,0001,20230622,4583,ST
100,8000012038,000010,0001,20250406,785,ST
100,8000012038,000020,0001,20250409,1507,ST
100,8000012038,000030,0001,20250403,3855,ST
100,8000012038,000040,0001,20250323,3286,ST
100,8000012039,000010,0001,20221019,1121,ST
100,8000012040,000010,0001,20240106,4809,ST
100,8000012040,000020,0001,20231229,2977,ST
100,8000012041,000010,0001,20240105,2811,ST
100,8000012041,000020,0001,20240108,4647,ST
100,8000012042,000010,0001,20230403,3731,ST
100,8000012042,000020,0001,20230411,3443,ST
100,8000012042,000030,0001,20230417,3016,ST
100,8000012043,000010,0001,20220905,346,ST
100,8000012044,000010,0001,20221231,885,ST
100,8000012044,000020,0001,20230103,4105,ST
100,8000012044,000030,0001,20221220,620,ST
100,8000012045,000010,0001,20251202,2442,ST
100,8000012046,000010,0001,20231231,3267,ST
100,8000012046,000020,0001,20240106,3612,ST
100,8000012046,000030,0001,20231226,2417,ST
100,8000012047,000010,0001,20230712,218,ST
100,8000012047,000020,0001,20230709,619,ST
100,8000012047,000030,0001,20230708,2848,ST
100,8000012048,000010,0001,20250315,3811,ST
100,8000012048,000020,0001,20250323,1452,ST
100,8000012048,000030,0001,20250310,4981,ST
100,8000012049,000010,0001,20221027,3941,ST
100,8000012049,000020,0001,20221102,1446,ST
100,8000012050,000010,0001,20230320,110,ST
100,8000012050,000020,0001,20230329,3636,ST
100,8000012050,000030,0001,20230326,1284,ST
100,8000012051,000010,0001,20220712,1033,ST
100,8000012052,000010,0001,20240709,975,ST
100,8000012052,000020,0001,20240621,2505,ST
100,8000012053,000010,0001,20240329,1576,ST
100,8000012053,000020,0001,20240408,4802,ST
100,8000012053,000030,0001,20240325,3098,ST
100,8000012053,000040,0001,20240321,876,ST
100,8000012054,000010,0001,20240204,4145,ST
100,8000012054,000020,0001,20240130,1314,ST
100,8000012055,000010,0001,20230131,1170,ST
100,8000012055,000020,0001,20230210,2266,ST
100,8000012056,000010,0001,20230404,3448,ST
100,8000012056,000020,0001,20230411,4714,ST
100,8000012056,000030,0001,20230329,1854,ST
100,8000012057,000010,0001,20230214,1006,ST
100,8000012058,000010,0001,20250108,806,ST
100,8000012058,000020,0001,20250113,625,ST
100,8000012058,000030,0001,20250118,1187,ST
100,8000012058,000040,0001,20250112,587,ST
100,8000012059,000010,0001,20230725,3766,ST
100,8000012059,000020,0001,20230803,2811,ST
100,8000012059,000030,0001,20230807,3957,ST
100,8000012060,000010,0001,20240303,1399,ST
100,8000012060,000020,0001,20240312,924,ST
100,8000012061,000010,0001,20240322,501,ST
100,8000012061,000020,0001,20240324,1084,ST
100,8000012061,000030,0001,20240322,2349,ST
100,8000012062,000010,0001,20220309,599,ST
100,8000012062,000020,0001,20220306,2797,ST
100,8000012063,000010,0001,20241215,2077,ST
100,8000012064,000010,0001,20230131,3612,ST
100,8000012064,000020,0001,20230126,2713,ST
100,8000012065,000010,0001,20231120,3997,ST
100,8000012065,000020,0001,20231103,1064,ST
100,8000012065,000030,0001,20231105,534,ST
100,8000012066,000010,0001,20221010,1116,ST
100,8000012066,000020,0001,20221002,4001,ST
100,8000012067,000010,0001,20250804,701,ST
100,8000012068,000010,0001,20230905,3455,ST
100,8000012069,000010,0001,20220123,439,ST
100,8000012069,000020,0001,20220119,800,ST
100,8000012069,000030,0001,20220114,3606,ST
100,8000012070,000010,0001,20251217,3903,ST
100,8000012071,000010,0001,20220711,3009,ST
100,8000012071,000020,0001,20220712,630,ST
100,8000012072,000010,0001,20251101,328,ST
100,8000012072,000020,0001,20251031,4336,ST
100,8000012072,000030,0001,20251029,2153,ST
100,8000012072,000040,0001,20251104,4344,ST
100,8000012072,000050,0001,20251114,3059,ST
100,8000012073,000010,0001,20241118,2025,ST
100,8000012073,000020,0001,20241111,343,ST
100,8000012073,000030,0001,20241115,1529,ST
100,8000012073,000040,0001,20241117,3463,ST
100,8000012073,000050,0001,20241114,608,ST
100,8000012074,000010,0001,20220409,1621,ST
100,8000012074,000020,0001,20220420,3986,ST
100,8000012075,000010,0001,20221002,3859,ST
100,8000012075,000020,0001,20221002,2995,ST
100,8000012076,000010,0001,20230405,3777,ST
100,8000012076,000020,0001,20230326,3547,ST
100,8000012076,000030,0001,20230408,4287,ST
100,8000012076,000040,0001,20230327,4284,ST
100,8000012077,000010,0001,20220511,673,ST
100,8000012077,000020,0001,20220506,760,ST
100,8000012078,000010,0001,20241009,824,ST
100,8000012078,000020,0001,20241016,3589,ST
100,8000012078,000030,0001,20241011,4592,ST
100,8000012079,000010,0001,20250614,829,ST
100,8000012079,000020,0001,20250531,2828,ST
100,8000012080,000010,0001,20231030,4491,ST
100,8000012080,000020,0001,20231027,3688,ST
100,8000012080,000030,0001,20231022,922,ST
100,8000012080,000040,0001,20231104,1363,ST
100,8000012081,000010,0001,20250129,3373,ST
100,8000012081,000020,0001,20250127,4430,ST
100,8000012081,000030,0001,20250202,2304,ST
100,8000012082,000010,0001,20240426,1405,ST
100,8000012082,000020,0001,20240429,690,ST
100,8000012083,000010,0001,20251109,2671,ST
100,8000012083,000020,0001,20251121,3936,ST
100,8000012083,000030,0001,20251115,4504,ST
100,8000012083,000040,0001,20251103,4122,ST
100,8000012084,000010,0001,20240104,2058,ST
100,8000012084,000020,0001,20240119,2953,ST
100,8000012084,000030,0001,20240113,1336,ST
100,8000012085,000010,0001,20230905,3879,ST
100,8000012085,000020,0001,20230901,3437,ST
100,8000012086,000010,0001,20230518,2249,ST
100,8000012086,000020,0001,20230508,1638,ST
100,8000012087,000010,0001,20221225,3227,ST
100,8000012087,000020,0001,20230101,485,ST
100,8000012087,000030,0001,20221229,3667,ST
100,8000012088,000010,0001,20240421,3363,ST
100,8000012088,000020,0001,20240430,100,ST
100,8000012088,000030,0001,20240424,4635,ST
100,8000012089,000010,0001,20250621,3038,ST
100,8000012090,000010,0001,20230522,1849,ST
100,8000012090,000020,0001,20230607,2646,ST
100,8000012090,000030,0001,20230524,3260,ST
100,8000012091,000010,0001,20230730,1612,ST
100,8000012091,000020,0001,20230715,1608,ST
100,8000012092,000010,0001,20250604,1978,ST
100,8000012092,000020,0001,20250531,4536,ST
100,8000012093,000010,0001,20220107,1000,ST
100,8000012093,000020,0001,20220115,108,ST
100,8000012093,000030,0001,20220123,1144,ST
100,8000012094,000010,0001,20240205,587,ST
100,8000012094,000020,0001,20240129,3203,ST
100,8000012095,000010,0001,20240512,4033,ST
100,8000012095,000020,0001,20240525,1881,ST
100,8000012095,000030,0001,20240525,2010,ST
100,8000012096,000010,0001,20220704,3657,ST
100,8000012096,000020,0001,20220625,3108,ST
100,8000012097,000010,0001,20240823,271,ST
100,8000012097,000020,0001,20240829,3045,ST
100,8000012098,000010,0001,20220121,4429,ST
100,8000012099,000010,0001,20220827,42,ST
100,8000012099,000020,0001,20220908,211,ST
100,8000012099,000030,0001,20220821,1802,ST
100,8000012100,000010,0001,20230824,1754,ST
100,8000012100,000020,0001,20230810,3621,ST
100,8000012101,000010,0001,20240804,1574,ST
100,8000012102,000010,0001,20250311,3158,ST
100,8000012102,000020,0001,20250311,1912,ST
100,8000012103,000010,0001,20221129,2239,ST
100,8000012103,000020,0001,20221124,3678,ST
100,8000012104,000010,0001,20240228,2229,ST
100,8000012105,000010,0001,20250831,333,ST
100,8000012105,000020,0001,20250826,4672,ST
100,8000012106,000010,0001,20220517,2030,ST
100,8000012106,000020,0001,20220514,4099,ST
100,8000012107,000010,0001,20220701,4858,ST
100,8000012107,000020,0001,20220624,4155,ST
100,8000012107,000030,0001,20220706,430,ST
100,8000012108,000010,0001,20240714,1054,ST
100,8000012108,000020,0001,20240713,3530,ST
100,8000012109,000010,0001,20221030,4239,ST
100,8000012109,000020,0001,20221018,1473,ST
100,8000012109,000030,0001,20221025,3484,ST
100,8000012109,000040,0001,20221030,986,ST
100,8000012110,000010,0001,20240713,138,ST
100,8000012110,000020,0001,20240708,4527,ST
100,8000012110,000030,0001,20240707,337,ST
100,8000012111,000010,0001,20230510,2362,ST
100,8000012111,000020,0001,20230513,1844,ST
100,8000012111,000030,0001,20230518,1232,ST
100,8000012111,000040,0001,20230520,3136,ST
100,8000012112,000010,0001,20250727,2231,ST
100,8000012112,000020,0001,20250726,2335,ST
100,8000012112,000030,0001,20250719,2274,ST
100,8000012112,000040,0001,20250725,2082,ST
100,8000012113,000010,0001,20240510,1197,ST
100,8000012113,000020,0001,20240528,2085,ST
100,8000012114,000010,0001,20221102,3852,ST
100,8000012115,000010,0001,20230115,2624,ST
100,8000012115,000020,0001,20230107,2795,ST
100,8000012116,000010,0001,20240928,1582,ST
100,8000012116,000020,0001,20240922,2267,ST
100,8000012117,000010,0001,20231216,559,ST
100,8000012117,000020,0001,20231222,3996,ST
100,8000012118,000010,0001,20241230,4324,ST
100,8000012118,000020,0001,20241221,1801,ST
100,8000012118,000030,0001,20250103,1417,ST
100,8000012118,000040,0001,20250105,2821,ST
100,8000012119,000010,0001,20220702,90,ST
100,8000012119,000020,0001,20220630,3257,ST
100,8000012119,000030,0001,20220628,3925,ST
100,8000012120,000010,0001,20241030,4672,ST
100,8000012121,000010,0001,20240816,1302,ST
100,8000012121,000020,0001,20240808,666,ST
100,8000012122,000010,0001,20220414,4394,ST
100,8000012122,000020,0001,20220416,4007,ST
100,8000012122,000030,0001,20220416,3649,ST
100,8000012122,000040,0001,20220423,3339,ST
100,8000012122,000050,0001,20220421,2301,ST
100,8000012123,000010,0001,20230213,3544,ST
100,8000012123,000020,0001,20230212,1106,ST
100,8000012124,000010,0001,20221112,40,ST
100,8000012124,000020,0001,20221107,4671,ST
100,8000012124,000030,0001,20221116,4609,ST
100,8000012125,000010,0001,20240709,3970,ST
100,8000012126,000010,0001,20231005,3653,ST
100,8000012126,000020,0001,20231011,1260,ST
100,8000012126,000030,0001,20231008,2224,ST
100,8000012127,000010,0001,20251109,512,ST
100,8000012127,000020,0001,20251109,1670,ST
100,8000012127,000030,0001,20251117,4014,ST
100,8000012128,000010,0001,20220908,2629,ST
100,8000012128,000020,0001,20220901,4237,ST
100,8000012128,000030,0001,20220908,3513,ST
100,8000012129,000010,0001,20240407,2732,ST
100,8000012129,000020,0001,20240404,841,ST
100,8000012130,000010,0001,20250411,3775,ST
100,8000012130,000020,0001,20250403,3338,ST
100,8000012131,000010,0001,20231211,3293,ST
100,8000012131,000020,0001,20231203,28,ST
100,8000012132,000010,0001,20240615,1554,ST
100,8000012133,000010,0001,20240617,3483,ST
100,8000012133,000020,0001,20240615,4771,ST
100,8000012133,000030,0001,20240610,3371,ST
100,8000012134,000010,0001,20231127,4460,ST
100,8000012134,000020,0001,20231111,759,ST
100,8000012135,000010,0001,20220726,4102,ST
100,8000012135,000020,0001,20220716,1834,ST
100,8000012136,000010,0001,20221114,4125,ST
100,8000012137,000010,0001,20240407,4300,ST
100,8000012137,000020,0001,20240322,2226,ST
100,8000012138,000010,0001,20240223,2571,ST
100,8000012138,000020,0001,20240226,774,ST
100,8000012138,000030,0001,20240306,1162,ST
100,8000012139,000010,0001,20221204,832,ST
100,8000012139,000020,0001,20221212,308,ST
100,8000012140,000010,0001,20240102,1139,ST
100,8000012140,000020,0001,20240111,4309,ST
100,8000012140,000030,0001,20240110,2366,ST
100,8000012141,000010,0001,20250524,24,ST
100,8000012141,000020,0001,20250508,587,ST
100,8000012142,000010,0001,20230109,3052,ST
100,8000012142,000020,0001,20230102,1117,ST
100,8000012142,000030,0001,20230108,3220,ST
100,8000012143,000010,0001,20250815,4736,ST
