MANDT,BUKRS,HKONT,AUGDT,AUGBL,GJAHR,BELNR,DMBTR,WAERS
100,2000,100023,20230712,0010000823,2024,0010000823,3684.53,EUR
100,1000,100024,20220710,0010000824,2023,0010000824,734.6,EUR
100,2000,100025,20230418,0010000825,2024,0010000825,4038.08,EUR
100,1000,100026,20240709,0010000826,2023,0010000826,1772.74,EUR
100,2000,100027,20220916,0010000827,2024,0010000827,3535.1,EUR
100,1000,100028,20221231,0010000828,2023,0010000828,1824.31,EUR
100,2000,100029,20240222,0010000829,2024,0010000829,1272.92,EUR
100,1000,100030,20221229,0010000830,2023,0010000830,2735.27,EUR
100,2000,100031,20230913,0010000831,2024,0010000831,950.71,EUR
100,1000,100032,20240820,0010000832,2023,0010000832,4801.2,EUR
100,2000,100033,20230224,0010000833,2024,0010000833,2801.69,EUR
100,1000,100034,20231017,0010000834,2023,0010000834,2833.36,EUR
100,2000,100035,20230516,0010000835,2024,0010000835,3367.14,EUR
100,1000,100036,20230324,0010000836,2023,0010000836,2289.26,EUR
100,2000,100037,20220923,0010000837,2024,0010000837,1546.13,EUR
100,1000,100038,20241108,0010000838,2023,0010000838,2505.74,EUR
100,2000,100039,20230206,0010000839,2024,0010000839,3608.54,EUR
100,1000,100040,20220204,0010000840,2023,0010000840,635.84,EUR
100,2000,100041,20220703,0010000841,2024,0010000841,3460.05,EUR
100,1000,100042,20241127,0010000842,2023,0010000842,3111.09,EUR
100,2000,100043,20220510,0010000843,2024,0010000843,2021.08,EUR
100,1000,100044,20220608,0010000844,2023,0010000844,2071.6,EUR
100,2000,100045,20220922,0010000845,2024,0010000845,1557.15,EUR
100,1000,100046,20220104,0010000846,2023,0010000846,2450.99,EUR
100,2000,100047,20241127,0010000847,2024,0010000847,2337.11,EUR
100,1000,100048,20220806,0010000848,2023,0010000848,253.18,EUR
100,2000,100049,20230205,0010000849,2024,0010000849,721.6,EUR
100,1000,100050,20240924,0010000850,2023,0010000850,1188.28,EUR
100,2000,100051,20220314,0010000851,2024,0010000851,3725.2,EUR
100,1000,100052,20230508,0010000852,2023,0010000852,1075.11,EUR
100,2000,100053,20241022,0010000853,2024,0010000853,1013.04,EUR
100,1000,100054,20230413,0010000854,2023,0010000854,853.3,EUR
100,2000,100055,20220708,0010000855,2024,0010000855,4633.36,EUR
100,1000,100056,20221010,0010000856,2023,0010000856,2217.94,EUR
100,2000,100057,20240723,0010000857,2024,0010000857,4917.21,EUR
100,1000,100058,20240912,0010000858,2023,0010000858,2482.01,EUR
100,2000,100059,20220622,0010000859,2024,0010000859,2300.4,EUR
100,1000,100060,20240424,0010000860,2023,0010000860,2463.69,EUR
100,2000,100061,20241224,0010000861,2024,0010000861,2248.41,EUR
100,1000,100062,20220424,0010000862,2023,0010000862,2335.54,EUR
100,2000,100063,20231111,0010000863,2024,0010000863,465.18,EUR
100,1000,100064,20231215,0010000864,2023,0010000864,4878.96,EUR
100,2000,100065,20221009,0010000865,2024,0010000865,2732.62,EUR
100,1000,100066,20231028,0010000866,2023,0010000866,4324.71,EUR
100,2000,100067,20240718,0010000867,2024,0010000867,2070.5,EUR
100,1000,100068,20220303,0010000868,2023,0010000868,2952.36,EUR
100,2000,100069,20230106,0010000869,2024,0010000869,1906.65,EUR
100,1000,100070,20230412,0010000870,2023,0010000870,429.7,EUR
100,2000,100071,20240307,0010000871,2024,0010000871,801.36,EUR
100,1000,100072,20220815,0010000872,2023,0010000872,3405.07,EUR
100,2000,100073,20231113,0010000873,2024,0010000873,735.7,EUR
100,1000,100074,20231230,0010000874,2023,0010000874,3072.52,EUR
100,2000,100075,20241113,0010000875,2024,0010000875,4197.76,EUR
100,1000,100076,20230928,0010000876,2023,0010000876,1546.08,EUR
100,2000,100077,20230710,0010000877,2024,0010000877,1974.18,EUR
100,1000,100078,20230809,0010000878,2023,0010000878,1291.69,EUR
100,2000,100079,20230315,0010000879,2024,0010000879,2338.23,EUR
100,1000,100080,20240417,0010000880,2023,0010000880,960.26,EUR
100,2000,100081,20230103,0010000881,2024,0010000881,2072.89,EUR
100,1000,100082,20230619,0010000882,2023,0010000882,3232.44,EUR
100,2000,100083,20221007,0010000883,2024,0010000883,1143.3,EUR
100,1000,100084,20220130,0010000884,2023,0010000884,3604.04,EUR
100,2000,100085,20241014,0010000885,2024,0010000885,4350.32,EUR
100,1000,100086,20221003,0010000886,2023,0010000886,3798.32,EUR
100,2000,100087,20230723,0010000887,2024,0010000887,3512.36,EUR
100,1000,100088,20230104,0010000888,2023,0010000888,4695.26,EUR
100,2000,100089,20240102,0010000889,2024,0010000889,964.34,EUR
100,1000,100090,20220611,0010000890,2023,0010000890,1310.49,EUR
100,2000,100091,20220330,0010000891,2024,0010000891,187.91,EUR
100,1000,100092,20230302,0010000892,2023,0010000892,691.16,EUR
100,2000,100093,20220904,0010000893,2024,0010000893,2619.98,EUR
100,1000,100094,20240616,0010000894,2023,0010000894,1917.84,EUR
100,2000,100095,20220814,0010000895,2024,0010000895,2543.57,EUR
100,1000,100096,20221111,0010000896,2023,0010000896,483.1,EUR
100,2000,100097,20240609,0010000897,2024,0010000897,2138.46,EUR
100,1000,100098,20230526,0010000898,2023,0010000898,2692.12,EUR
100,2000,100099,20240402,0010000899,2024,0010000899,2846.22,EUR
100,1000,100000,20220116,0010000900,2023,0010000900,2318.15,EUR
100,2000,100001,20240606,0010000901,2024,0010000901,129.9,EUR
100,1000,100002,20240407,0010000902,2023,0010000902,4817.44,EUR
100,2000,100003,20230205,0010000903,2024,0010000903,1648.99,EUR
100,1000,100004,20240522,0010000904,2023,0010000904,1987.99,EUR
100,2000,100005,20231220,0010000905,2024,0010000905,1132.07,EUR
100,1000,100006,20220828,0010000906,2023,0010000906,1632.98,EUR
100,2000,100007,20241203,0010000907,2024,0010000907,1728.83,EUR
100,1000,100008,20230915,0010000908,2023,0010000908,3909.95,EUR
100,2000,100009,20240407,0010000909,2024,0010000909,3711.18,EUR
100,1000,100010,20230819,0010000910,2023,0010000910,2566.3,EUR
100,2000,100011,20240214,0010000911,2024,0010000911,3762.28,EUR
100,1000,100012,20230821,0010000912,2023,0010000912,4408.18,EUR
100,2000,100013,20240202,0010000913,2024,0010000913,2748.91,EUR
100,1000,100014,20241128,0010000914,2023,0010000914,3594.79,EUR
100,2000,100015,20220327,0010000915,2024,0010000915,2806.28,EUR
100,1000,100016,20230908,0010000916,2023,0010000916,2649.21,EUR
100,2000,100017,20240723,0010000917,2024,0010000917,3863.42,EUR
100,1000,100018,20240506,0010000918,2023,0010000918,3428.0,EUR
100,2000,100019,20220708,0010000919,2024,0010000919,3330.07,EUR
100,1000,100020,20241112,0010000920,2023,0010000920,2300.45,EUR
100,2000,100021,20241003,0010000921,2024,0010000921,4090.54,EUR
100,1000,100022,20230606,0010000922,2023,0010000922,4692.69,EUR
100,2000,100023,20241215,0010000923,2024,0010000923,746.0,EUR
100,1000,100024,20230920,0010000924,2023,0010000924,2721.94,EUR
100,2000,100025,20230115,0010000925,2024,0010000925,3131.27,EUR
100,1000,100026,20230713,0010000926,2023,0010000926,2424.68,EUR
100,2000,100027,20230606,0010000927,2024,0010000927,4813.25,EUR
100,1000,100028,20240407,0010000928,2023,0010000928,1504.5,EUR
100,2000,100029,20230113,0010000929,2024,0010000929,1769.15,EUR
100,1000,100030,20220721,0010000930,2023,0010000930,1331.07,EUR
100,2000,100031,20231130,0010000931,2024,0010000931,4402.08,EUR
100,1000,100032,20230605,0010000932,2023,0010000932,952.28,EUR
100,2000,100033,20220810,0010000933,2024,0010000933,2579.08,EUR
100,1000,100034,20241202,0010000934,2023,0010000934,3056.7,EUR
100,2000,100035,20220711,0010000935,2024,0010000935,877.84,EUR
100,1000,100036,20230922,0010000936,2023,0010000936,2433.88,EUR
100,2000,100037,20220222,0010000937,2024,0010000937,375.17,EUR
100,1000,100038,20221225,0010000938,2023,0010000938,3728.73,EUR
100,2000,100039,20220731,0010000939,2024,0010000939,2734.14,EUR
100,1000,100040,20240524,0010000940,2023,0010000940,2152.72,EUR
100,2000,100041,20240627,0010000941,2024,0010000941,4495.28,EUR
100,1000,100042,20231020,0010000942,2023,0010000942,1086.16,EUR
100,2000,100043,20220514,0010000943,2024,0010000943,1976.14,EUR
100,1000,100044,20220202,0010000944,2023,0010000944,3977.67,EUR
100,2000,100045,20220211,0010000945,2024,0010000945,2251.44,EUR
100,1000,100046,20230405,0010000946,2023,0010000946,4240.97,EUR
100,2000,100047,20220923,0010000947,2024,0010000947,2934.77,EUR
100,1000,100048,20220128,0010000948,2023,0010000948,2315.12,EUR
100,2000,100049,20220513,0010000949,2024,0010000949,179.11,EUR
100,1000,100050,20220708,0010000950,2023,0010000950,1561.27,EUR
100,2000,100051,20220126,0010000951,2024,0010000951,1078.62,EUR
100,1000,100052,20240531,0010000952,2023,0010000952,4948.29,EUR
100,2000,100053,20231006,0010000953,2024,0010000953,2587.52,EUR
100,1000,100054,20220705,0010000954,2023,0010000954,3075.6,EUR
100,2000,100055,20220208,0010000955,2024,0010000955,1224.07,EUR
100,1000,100056,20230111,0010000956,2023,0010000956,4995.43,EUR
100,2000,100057,20220307,0010000957,2024,0010000957,3513.4,EUR
100,1000,100058,20240925,0010000958,2023,0010000958,727.83,EUR
100,2000,100059,20241102,0010000959,2024,0010000959,1512.36,EUR
100,1000,100060,20230408,0010000960,2023,0010000960,2057.83,EUR
100,2000,100061,20231012,0010000961,2024,0010000961,587.42,EUR
100,1000,100062,20220203,0010000962,2023,0010000962,4133.1,EUR
100,2000,100063,20231110,0010000963,2024,0010000963,3161.09,EUR
100,1000,100064,20220907,0010000964,2023,0010000964,2024.94,EUR
100,2000,100065,20230919,0010000965,2024,0010000965,2550.08,EUR
100,1000,100066,20240118,0010000966,2023,0010000966,1990.68,EUR
100,2000,100067,20220929,0010000967,2024,0010000967,1849.82,EUR
100,1000,100068,20240906,0010000968,2023,0010000968,133.16,EUR
100,2000,100069,20220701,0010000969,2024,0010000969,1792.37,EUR
100,1000,100070,20240102,0010000970,2023,0010000970,2512.53,EUR
100,2000,100071,20220512,0010000971,2024,0010000971,1553.37,EUR
100,1000,100072,20240821,0010000972,2023,0010000972,2069.53,EUR
100,2000,100073,20230709,0010000973,2024,0010000973,3115.87,EUR
100,1000,100074,20220826,0010000974,2023,0010000974,2271.79,EUR
100,2000,100075,20220904,0010000975,2024,0010000975,1906.57,EUR
100,1000,100076,20231209,0010000976,2023,0010000976,3033.25,EUR
100,2000,100077,20220608,0010000977,2024,0010000977,2122.51,EUR
100,1000,100078,20240211,0010000978,2023,0010000978,418.5,EUR
100,2000,100079,20220712,0010000979,2024,0010000979,1014.79,EUR
100,1000,100080,20240129,0010000980,2023,0010000980,2384.44,EUR
100,2000,100081,20231130,0010000981,2024,0010000981,438.6,EUR
100,1000,100082,20220601,0010000982,2023,0010000982,2348.95,EUR
100,2000,100083,20230629,0010000983,2024,0010000983,1972.95,EUR
100,1000,100084,20230507,0010000984,2023,0010000984,689.69,EUR
100,2000,100085,20230723,0010000985,2024,0010000985,142.34,EUR
100,1000,100086,20240721,0010000986,2023,0010000986,4020.15,EUR
100,2000,100087,20231224,0010000987,2024,0010000987,2827.62,EUR
100,1000,100088,20220728,0010000988,2023,0010000988,2240.42,EUR
100,2000,100089,20240628,0010000989,2024,0010000989,4622.31,EUR
100,1000,100090,20230429,0010000990,2023,0010000990,2423.5,EUR
100,2000,100091,20231227,0010000991,2024,0010000991,2996.66,EUR
100,1000,100092,20230406,0010000992,2023,0010000992,803.63,EUR
100,2000,100093,20220117,0010000993,2024,0010000993,1481.44,EUR
100,1000,100094,20231229,0010000994,2023,0010000994,4527.15,EUR
100,2000,100095,20240923,0010000995,2024,0010000995,1988.52,EUR
100,1000,100096,20230422,0010000996,2023,0010000996,1968.36,EUR
100,2000,100097,20220830,0010000997,2024,0010000997,697.44,EUR
100,1000,100098,20240925,0010000998,2023,0010000998,4362.72,EUR
100,2000,100099,20230706,0010000999,2024,0010000999,3032.0,EUR
100,1000,100000,20220206,0010001000,2023,0010001000,3402.47,EUR
100,2000,100001,20240201,0010001001,2024,0010001001,151.6,EUR
100,1000,100002,20220114,0010001002,2023,0010001002,3990.71,EUR
100,2000,100003,20230218,0010001003,2024,0010001003,3721.08,EUR
100,1000,100004,20240517,0010001004,2023,0010001004,253.69,EUR
100,2000,100005,20220222,0010001005,2024,0010001005,667.79,EUR
100,1000,100006,20240620,0010001006,2023,0010001006,2264.91,EUR
100,2000,100007,20220801,0010001007,2024,0010001007,1926.57,EUR
100,1000,100008,20220306,0010001008,2023,0010001008,2675.58,EUR
100,2000,100009,20221211,0010001009,2024,0010001009,1597.83,EUR
100,1000,100010,20230710,0010001010,2023,0010001010,2130.22,EUR
100,2000,100011,20220808,0010001011,2024,0010001011,2480.67,EUR
100,1000,100012,20230720,0010001012,2023,0010001012,4624.54,EUR
100,2000,100013,20230601,0010001013,2024,0010001013,1538.33,EUR
100,1000,100014,20230513,0010001014,2023,0010001014,3482.48,EUR
100,2000,100015,20231023,0010001015,2024,0010001015,4918.22,EUR
100,1000,100016,20230221,0010001016,2023,0010001016,793.4,EUR
100,2000,100017,20240819,0010001017,2024,0010001017,2496.05,EUR
100,1000,100018,20220607,0010001018,2023,0010001018,817.36,EUR
100,2000,100019,20240221,0010001019,2024,0010001019,3093.4,EUR
100,1000,100020,20230701,0010001020,2023,0010001020,1495.95,EUR
100,2000,100021,20230101,0010001021,2024,0010001021,4614.77,EUR
100,1000,100022,20231223,0010001022,2023,0010001022,1203.6,EUR
100,2000,100023,20240226,0010001023,2024,0010001023,962.91,EUR
100,1000,100024,20231109,0010001024,2023,0010001024,615.8,EUR
100,2000,100025,20240826,0010001025,2024,0010001025,2806.84,EUR
100,1000,100026,20221022,0010001026,2023,0010001026,3978.58,EUR
100,2000,100027,20220221,0010001027,2024,0010001027,4789.93,EUR
100,1000,100028,20240315,0010001028,2023,0010001028,4424.13,EUR
100,2000,100029,20220502,0010001029,2024,0010001029,1792.48,EUR
100,1000,100030,20240331,0010001030,2023,0010001030,3827.71,EUR
100,2000,100031,20220228,0010001031,2024,0010001031,4648.75,EUR
100,1000,100032,20231224,0010001032,2023,0010001032,3640.18,EUR
100,2000,100033,20220403,0010001033,2024,0010001033,433.02,EUR
100,1000,100034,20240415,0010001034,2023,0010001034,3771.97,EUR
100,2000,100035,20240708,0010001035,2024,0010001035,689.94,EUR
100,1000,100036,20220513,0010001036,2023,0010001036,4973.23,EUR
100,2000,100037,20230130,0010001037,2024,0010001037,3114.42,EUR
100,1000,100038,20240723,0010001038,2023,0010001038,3201.09,EUR
100,2000,100039,20220216,0010001039,2024,0010001039,2657.63,EUR
100,1000,100040,20240212,0010001040,2023,0010001040,1119.13,EUR
100,2000,100041,20231020,0010001041,2024,0010001041,1396.01,EUR
100,1000,100042,20241027,0010001042,2023,0010001042,1390.75,EUR
100,2000,100043,20240309,0010001043,2024,0010001043,4398.66,EUR
100,1000,100044,20220103,0010001044,2023,0010001044,2846.74,EUR
100,2000,100045,20230213,0010001045,2024,0010001045,2319.47,EUR
100,1000,100046,20221007,0010001046,2023,0010001046,3132.61,EUR
100,2000,100047,20240627,0010001047,2024,0010001047,2996.16,EUR
100,1000,100048,20220823,0010001048,2023,0010001048,1303.41,EUR
100,2000,100049,20240909,0010001049,2024,0010001049,3581.64,EUR
100,1000,100050,20240813,0010001050,2023,0010001050,4456.12,EUR
100,2000,100051,20230926,0010001051,2024,0010001051,3630.67,EUR
100,1000,100052,20220907,0010001052,2023,0010001052,1714.74,EUR
100,2000,100053,20220215,0010001053,2024,0010001053,3581.2,EUR
100,1000,100054,20220605,0010001054,2023,0010001054,3304.85,EUR
100,2000,100055,20230203,0010001055,2024,0010001055,1553.47,EUR
100,1000,100056,20221227,0010001056,2023,0010001056,1349.5,EUR
100,2000,100057,20230402,0010001057,2024,0010001057,429.22,EUR
100,1000,100058,20221106,0010001058,2023,0010001058,1973.02,EUR
100,2000,100059,20220104,0010001059,2024,0010001059,4506.43,EUR
100,1000,100060,20230911,0010001060,2023,0010001060,4872.08,EUR
100,2000,100061,20240616,0010001061,2024,0010001061,4577.64,EUR
100,1000,100062,20240522,0010001062,2023,0010001062,2098.56,EUR
100,2000,100063,20230617,0010001063,2024,0010001063,3074.58,EUR
100,1000,100064,20240331,0010001064,2023,0010001064,1286.26,EUR
100,2000,100065,20240515,0010001065,2024,0010001065,4516.56,EUR
100,1000,100066,20240805,0010001066,2023,0010001066,3936.3,EUR
100,2000,100067,20240104,0010001067,2024,0010001067,132.35,EUR
100,1000,100068,20220710,0010001068,2023,0010001068,4391.53,EUR
100,2000,100069,20230102,0010001069,2024,0010001069,1788.77,EUR
100,1000,100070,20240122,0010001070,2023,0010001070,959.02,EUR
100,2000,100071,20231225,0010001071,2024,0010001071,1437.03,EUR
100,1000,100072,20220611,0010001072,2023,0010001072,2720.83,EUR
100,2000,100073,20230401,0010001073,2024,0010001073,1094.87,EUR
100,1000,100074,20220322,0010001074,2023,0010001074,2844.5,EUR
100,2000,100075,20230208,0010001075,2024,0010001075,3153.0,EUR
100,1000,100076,20220203,0010001076,2023,0010001076,331.97,EUR
100,2000,100077,20230712,0010001077,2024,0010001077,1307.95,EUR
100,1000,100078,20220617,0010001078,2023,0010001078,255.51,EUR
100,2000,100079,20221107,0010001079,2024,0010001079,2942.82,EUR
100,1000,100080,20220211,0010001080,2023,0010001080,4355.18,EUR
100,2000,100081,20240803,0010001081,2024,0010001081,2172.57,EUR
100,1000,100082,20240323,0010001082,2023,0010001082,884.99,EUR
100,2000,100083,20240415,0010001083,2024,0010001083,1801.38,EUR
100,1000,100084,20240613,0010001084,2023,0010001084,2989.24,EUR
100,2000,100085,20240122,0010001085,2024,0010001085,2238.35,EUR
100,1000,100086,20230212,0010001086,2023,0010001086,4587.99,EUR
100,2000,100087,20241108,0010001087,2024,0010001087,4081.73,EUR
100,1000,100088,20240907,0010001088,2023,0010001088,3656.76,EUR
100,2000,100089,20220621,0010001089,2024,0010001089,2493.11,EUR
100,1000,100090,20220516,0010001090,2023,0010001090,4340.31,EUR
100,2000,100091,20231017,0010001091,2024,0010001091,2153.02,EUR
100,1000,100092,20230108,0010001092,2023,0010001092,1708.0,EUR
100,2000,100093,20220717,0010001093,2024,0010001093,4593.91,EUR
100,1000,100094,20241224,0010001094,2023,0010001094,696.62,EUR
100,2000,100095,20230316,0010001095,2024,0010001095,146.02,EUR
100,1000,100096,20221220,0010001096,2023,0010001096,3167.49,EUR
100,2000,100097,20221106,0010001097,2024,0010001097,4049.36,EUR
100,1000,100098,20220813,0010001098,2023,0010001098,1324.12,EUR
100,2000,100099,20240131,0010001099,2024,0010001099,1567.32,EUR
100,1000,100000,20231117,0010001100,2023,0010001100,4285.46,EUR
100,2000,100001,20220216,0010001101,2024,0010001101,2557.96,EUR
100,1000,100002,20230521,0010001102,2023,0010001102,2460.23,EUR
100,2000,100003,20220713,0010001103,2024,0010001103,3385.69,EUR
100,1000,100004,20220131,0010001104,2023,0010001104,101.73,EUR
100,2000,100005,20220413,0010001105,2024,0010001105,3425.35,EUR
100,1000,100006,20221023,0010001106,2023,0010001106,4913.07,EUR
100,2000,100007,20220308,0010001107,2024,0010001107,2551.56,EUR
100,1000,100008,20240323,0010001108,2023,0010001108,839.33,EUR
100,2000,100009,20231110,0010001109,2024,0010001109,3759.45,EUR
100,1000,100010,20230527,0010001110,2023,0010001110,1022.46,EUR
100,2000,100011,20241029,0010001111,2024,0010001111,4360.44,EUR
100,1000,100012,20230503,0010001112,2023,0010001112,3506.5,EUR
100,2000,100013,20220307,0010001113,2024,0010001113,1299.04,EUR
100,1000,100014,20230624,0010001114,2023,0010001114,1971.85,EUR
100,2000,100015,20230217,0010001115,2024,0010001115,2647.55,EUR
100,1000,100016,20240709,0010001116,2023,0010001116,382.52,EUR
100,2000,100017,20230226,0010001117,2024,0010001117,2114.88,EUR
100,1000,100018,20221213,0010001118,2023,0010001118,3858.3,EUR
100,2000,100019,20240711,0010001119,2024,0010001119,3061.6,EUR
100,1000,100020,20230524,0010001120,2023,0010001120,2664.68,EUR
100,2000,100021,20230726,0010001121,2024,0010001121,2861.2,EUR
100,1000,100022,20230713,0010001122,2023,0010001122,1998.12,EUR
100,2000,100023,20230810,0010001123,2024,0010001123,1327.75,EUR
100,1000,100024,20230704,0010001124,2023,0010001124,4502.91,EUR
100,2000,100025,20220516,0010001125,2024,0010001125,1300.4,EUR
100,1000,100026,20231128,0010001126,2023,0010001126,570.66,EUR
100,2000,100027,20221026,0010001127,2024,0010001127,4346.01,EUR
100,1000,100028,20220414,0010001128,2023,0010001128,2011.07,EUR
100,2000,100029,20220217,0010001129,2024,0010001129,4555.26,EUR
100,1000,100030,20230410,0010001130,2023,0010001130,2782.43,EUR
100,2000,100031,20220404,0010001131,2024,0010001131,1227.79,EUR
100,1000,100032,20230623,0010001132,2023,0010001132,1502.84,EUR
100,2000,100033,20230124,0010001133,2024,0010001133,1377.33,EUR
100,1000,100034,20221006,0010001134,2023,0010001134,3026.3,EUR
100,2000,100035,20230203,0010001135,2024,0010001135,3759.66,EUR
100,1000,100036,20240429,0010001136,2023,0010001136,2655.27,EUR
100,2000,100037,20221101,0010001137,2024,0010001137,512.7,EUR
100,1000,100038,20230726,0010001138,2023,0010001138,2401.6,EUR
100,2000,100039,20241212,0010001139,2024,0010001139,246.85,EUR
100,1000,100040,20220825,0010001140,2023,0010001140,4854.95,EUR
100,2000,100041,20230828,0010001141,2024,0010001141,2563.61,EUR
100,1000,100042,20230815,0010001142,2023,0010001142,3398.15,EUR
100,2000,100043,20230510,0010001143,2024,0010001143,577.59,EUR
100,1000,100044,20221012,0010001144,2023,0010001144,3562.83,EUR
100,2000,100045,20221002,0010001145,2024,0010001145,2894.54,EUR
100,1000,100046,20230920,0010001146,2023,0010001146,3941.32,EUR
100,2000,100047,20241021,0010001147,2024,0010001147,2804.58,EUR
100,1000,100048,20230826,0010001148,2023,0010001148,1179.95,EUR
100,2000,100049,20220614,0010001149,2024,0010001149,1652.75,EUR
100,1000,100050,20230918,0010001150,2023,0010001150,2685.39,EUR
100,2000,100051,20220129,0010001151,2024,0010001151,4856.6,EUR
100,1000,100052,20230831,0010001152,2023,0010001152,4889.1,EUR
100,2000,100053,20220526,0010001153,2024,0010001153,4538.94,EUR
100,1000,100054,20241217,0010001154,2023,0010001154,4487.9,EUR
100,2000,100055,20220705,0010001155,2024,0010001155,974.4,EUR
100,1000,100056,20240307,0010001156,2023,0010001156,1691.38,EUR
100,2000,100057,20240124,0010001157,2024,0010001157,958.75,EUR
100,1000,100058,20231127,0010001158,2023,0010001158,2451.08,EUR
100,2000,100059,20231226,0010001159,2024,0010001159,4247.65,EUR
100,1000,100060,20240212,0010001160,2023,0010001160,2379.41,EUR
100,2000,100061,20220310,0010001161,2024,0010001161,3578.91,EUR
100,1000,100062,20220930,0010001162,2023,0010001162,1417.92,EUR
100,2000,100063,20230615,0010001163,2024,0010001163,3304.79,EUR
100,1000,100064,20241220,0010001164,2023,0010001164,2968.84,EUR
100,2000,100065,20240109,0010001165,2024,0010001165,1627.85,EUR
100,1000,100066,20220727,0010001166,2023,0010001166,2703.15,EUR
100,2000,100067,20221019,0010001167,2024,0010001167,2347.71,EUR
100,1000,100068,20220417,0010001168,2023,0010001168,3911.45,EUR
100,2000,100069,20240912,0010001169,2024,0010001169,1473.37,EUR
100,1000,100070,20241212,0010001170,2023,0010001170,3402.81,EUR
100,2000,100071,20220726,0010001171,2024,0010001171,414.07,EUR
100,1000,100072,20221203,0010001172,2023,0010001172,588.46,EUR
100,2000,100073,20230531,0010001173,2024,0010001173,272.05,EUR
100,1000,100074,20220211,0010001174,2023,0010001174,3334.92,EUR
100,2000,100075,20220322,0010001175,2024,0010001175,4923.13,EUR
100,1000,100076,20230801,0010001176,2023,0010001176,2640.87,EUR
100,2000,100077,20230921,0010001177,2024,0010001177,3070.65,EUR
100,1000,100078,20240926,0010001178,2023,0010001178,3056.9,EUR
100,2000,100079,20230313,0010001179,2024,0010001179,4285.84,EUR
100,1000,100080,20220404,0010001180,2023,0010001180,3933.52,EUR
100,2000,100081,20240225,0010001181,2024,0010001181,3622.91,EUR
100,1000,100082,20230318,0010001182,2023,0010001182,3239.23,EUR
100,2000,100083,20220809,0010001183,2024,0010001183,2253.9,EUR
100,1000,100084,20240213,0010001184,2023,0010001184,4244.61,EUR
100,2000,100085,20220101,0010001185,2024,0010001185,211.2,EUR
100,1000,100086,20230924,0010001186,2023,0010001186,2396.35,EUR
100,2000,100087,20221003,0010001187,2024,0010001187,2950.43,EUR
100,1000,100088,20221021,0010001188,2023,0010001188,1643.22,EUR
100,2000,100089,20230323,0010001189,2024,0010001189,1526.45,EUR
100,1000,100090,20240507,0010001190,2023,0010001190,2934.89,EUR
100,2000,100091,20220611,0010001191,2024,0010001191,1981.14,EUR
100,1000,100092,20220205,0010001192,2023,0010001192,1076.8,EUR
100,2000,100093,20220630,0010001193,2024,0010001193,553.34,EUR
100,1000,100094,20230910,0010001194,2023,0010001194,2787.18,EUR
100,2000,100095,20240920,0010001195,2024,0010001195,4694.5,EUR
100,1000,100096,20230522,0010001196,2023,0010001196,2727.26,EUR
100,2000,100097,20241005,0010001197,2024,0010001197,698.03,EUR
100,1000,100098,20220710,0010001198,2023,0010001198,4431.47,EUR
100,2000,100099,20220412,0010001199,2024,0010001199,4173.6,EUR
100,1000,100000,20240122,0010001200,2023,0010001200,4468.31,EUR
100,2000,100001,20221208,0010001201,2024,0010001201,1370.71,EUR
100,1000,100002,20220607,0010001202,2023,0010001202,4051.28,EUR
100,2000,100003,20230718,0010001203,2024,0010001203,2767.46,EUR
100,1000,100004,20220830,0010001204,2023,0010001204,2914.98,EUR
100,2000,100005,20240129,0010001205,2024,0010001205,2143.51,EUR
100,1000,100006,20220430,0010001206,2023,0010001206,1618.35,EUR
100,2000,100007,20220721,0010001207,2024,0010001207,1020.4,EUR
100,1000,100008,20241204,0010001208,2023,0010001208,4121.27,EUR
100,2000,100009,20240323,0010001209,2024,0010001209,709.62,EUR
100,1000,100010,20241026,0010001210,2023,0010001210,3297.04,EUR
100,2000,100011,20221012,0010001211,2024,0010001211,3733.13,EUR
100,1000,100012,20221123,0010001212,2023,0010001212,1878.44,EUR
100,2000,100013,20230918,0010001213,2024,0010001213,728.6,EUR
100,1000,100014,20241125,0010001214,2023,0010001214,1778.37,EUR
100,2000,100015,20230825,0010001215,2024,0010001215,1258.08,EUR
100,1000,100016,20230822,0010001216,2023,0010001216,3028.26,EUR
100,2000,100017,20231025,0010001217,2024,0010001217,4214.72,EUR
100,1000,100018,20230623,0010001218,2023,0010001218,3337.15,EUR
100,2000,100019,20230630,0010001219,2024,0010001219,4858.55,EUR
100,1000,100020,20241002,0010001220,2023,0010001220,4827.84,EUR
100,2000,100021,20220118,0010001221,2024,0010001221,4156.7,EUR
100,1000,100022,20241104,0010001222,2023,0010001222,923.89,EUR
100,2000,100023,20230507,0010001223,2024,0010001223,1827.21,EUR
100,1000,100024,20240524,0010001224,2023,0010001224,4816.23,EUR
100,2000,100025,20220521,0010001225,2024,0010001225,4066.03,EUR
100,1000,100026,20230321,0010001226,2023,0010001226,1455.9,EUR
100,2000,100027,20241024,0010001227,2024,0010001227,2990.81,EUR
100,1000,100028,20230424,0010001228,2023,0010001228,1705.48,EUR
100,2000,100029,20220921,0010001229,2024,0010001229,808.6,EUR
100,1000,100030,20230227,0010001230,2023,0010001230,1775.12,EUR
100,2000,100031,20240702,0010001231,2024,0010001231,4408.24,EUR
100,1000,100032,20221126,0010001232,2023,0010001232,4205.37,EUR
100,2000,100033,20241222,0010001233,2024,0010001233,4596.17,EUR
100,1000,100034,20220428,0010001234,2023,0010001234,2153.24,EUR
