MANDT,VBELN,FKART,KUNNR,FKDAT,NETWR,WAERK
100,9000009621,F2,CUS000099,20240712,63178.24,EUR
100,9000009622,F2,CUS000131,20241006,58405.56,EUR
100,9000009623,F2,CUS000053,20231108,22376.9,EUR
100,9000009624,F2,CUS000142,20251222,148835.12,EUR
100,9000009625,F2,CUS000056,20220509,84959.19,EUR
100,9000009626,F2,CUS000019,20220605,93957.58,EUR
100,9000009627,F2,CUS000194,20230115,175702.17,EUR
100,9000009628,F2,CUS000152,20250414,37919.2,EUR
100,9000009629,F2,CUS000153,20240605,19804.13,EUR
100,9000009630,F2,CUS000075,20230519,42767.84,EUR
100,9000009631,F2,CUS000122,20221004,150935.98,EUR
100,9000009633,F2,CUS000011,20250604,123367.67,EUR
100,9000009634,F2,CUS000074,20241229,86465.68,EUR
100,9000009635,F2,CUS000173,20230819,173848.6,EUR
100,9000009636,F2,CUS000107,20240130,84022.29,EUR
100,9000009637,F2,CUS000182,20231111,72031.75,EUR
100,9000009638,F2,CUS000191,20251203,190253.86,EUR
100,9000009640,F2,CUS000130,20250202,217570.23,EUR
100,9000009641,F2,CUS000142,20250309,207300.74,EUR
100,9000009642,F2,CUS000102,20260115,136331.41,EUR
100,9000009643,F2,CUS000107,20220911,39905.28,EUR
100,9000009644,F2,CUS000061,20250120,9672.1,EUR
100,9000009645,F2,CUS000011,20230930,110160.36,EUR
100,9000009646,F2,CUS000117,20250104,82050.96,EUR
100,9000009647,F2,CUS000095,20250102,293302.05,EUR
100,9000009649,F2,CUS000054,20230103,79133.97,EUR
100,9000009650,F2,CUS000034,20231019,29358.49,EUR
100,9000009651,F2,CUS000065,20221015,218461.1,EUR
100,9000009652,F2,CUS000177,20231002,79679.29,EUR
100,9000009653,F2,CUS000124,20220512,15808.35,EUR
100,9000009654,F2,CUS000005,20230205,115051.43,EUR
100,9000009655,F2,CUS000033,20241119,166266.44,EUR
100,9000009656,F2,CUS000171,20241020,220473.29,EUR
100,9000009657,F2,CUS000103,20240413,49073.31,EUR
100,9000009658,F2,CUS000187,20250814,92269.43,EUR
100,9000009659,F2,CUS000075,20240612,89963.52,EUR
100,9000009660,F2,CUS000043,20230726,152552.91,EUR
100,9000009661,F2,CUS000157,20250305,23196.02,EUR
100,9000009662,F2,CUS000157,20250330,154764.08,EUR
100,9000009663,F2,CUS000115,20231008,191146.07,EUR
100,9000009664,F2,CUS000192,20220120,76279.91,EUR
100,9000009665,F2,CUS000186,20221229,192971.8,EUR
100,9000009666,F2,CUS000053,20250601,93849.59,EUR
100,9000009667,F2,CUS000123,20240822,125976.47,EUR
100,9000009668,F2,CUS000122,20220120,54657.79,EUR
100,9000009669,F2,CUS000043,20251012,167526.44,EUR
100,9000009670,F2,CUS000039,20231022,31944.08,EUR
100,9000009671,F2,CUS000010,20240627,32132.94,EUR
100,9000009672,F2,CUS000084,20230926,145010.73,EUR
100,9000009673,F2,CUS000049,20230310,85634.64,EUR
100,9000009674,F2,CUS000045,20260115,61601.63,EUR
100,9000009675,F2,CUS000198,20240821,59867.77,EUR
100,9000009676,F2,CUS000156,20250813,47318.59,EUR
100,9000009677,F2,CUS000112,20251231,73170.06,EUR
100,9000009678,F2,CUS000028,20241120,153068.12,EUR
100,9000009679,F2,CUS000055,20220901,128808.35,EUR
100,9000009680,F2,CUS000119,20230522,187379.16,EUR
100,9000009681,F2,CUS000173,20230910,100628.88,EUR
100,9000009682,F2,CUS000156,20250205,64908.18,EUR
100,9000009683,F2,CUS000163,20240706,280460.52,EUR
100,9000009684,F2,CUS000069,20221201,76226.28,EUR
100,9000009685,F2,CUS000139,20230912,164351.34,EUR
100,9000009686,F2,CUS000195,20231017,156661.52,EUR
100,9000009687,F2,CUS000065,20250124,110739.2,EUR
100,9000009688,F2,CUS000054,20241212,5584.2,EUR
100,9000009689,F2,CUS000059,20241130,71932.33,EUR
100,9000009690,F2,CUS000138,20240730,20792.3,EUR
100,9000009691,F2,CUS000164,20251103,233601.68,EUR
100,9000009692,F2,CUS000127,20251006,161336.78,EUR
100,9000009693,F2,CUS000041,20221030,99862.2,EUR
100,9000009694,F2,CUS000061,20220429,183712.75,EUR
100,9000009695,F2,CUS000114,20230820,123520.0,EUR
100,9000009696,F2,CUS000061,20220811,83268.2,EUR
100,9000009697,F2,CUS000136,20220928,214453.16,EUR
100,9000009698,F2,CUS000131,20230912,99012.02,EUR
100,9000009699,F2,CUS000085,20241116,61513.91,EUR
100,9000009700,F2,CUS000089,20240810,31317.57,EUR
100,9000009701,F2,CUS000102,20230804,104285.16,EUR
100,9000009703,F2,CUS000111,20220423,203190.44,EUR
100,9000009704,F2,CUS000137,20250101,71361.36,EUR
100,9000009705,F2,CUS000128,20221218,85501.55,EUR
100,9000009706,F2,CUS000071,20240718,124716.96,EUR
100,9000009707,F2,CUS000054,20250101,39692.4,EUR
100,9000009708,F2,CUS000086,20240916,94550.18,EUR
100,9000009709,F2,CUS000041,20221101,79548.55,EUR
100,9000009710,F2,CUS000043,20241006,134834.5,EUR
100,9000009711,F2,CUS000128,20230621,94955.62,EUR
100,9000009712,F2,CUS000054,20220821,144306.94,EUR
100,9000009713,F2,CUS000039,20231113,13337.95,EUR
100,9000009714,F2,CUS000089,20260101,230282.63,EUR
100,9000009715,F2,CUS000142,20250228,206490.78,EUR
100,9000009716,F2,CUS000121,20230406,121405.45,EUR
100,9000009717,F2,CUS000148,20240917,122486.76,EUR
100,9000009718,F2,CUS000044,20250428,83859.15,EUR
100,9000009719,F2,CUS000009,20250602,269248.63,EUR
100,9000009720,F2,CUS000187,20221121,5160.75,EUR
100,9000009721,F2,CUS000004,20230726,193084.57,EUR
100,9000009722,F2,CUS000148,20220623,184850.01,EUR
100,9000009723,F2,CUS000060,20250120,77929.48,EUR
100,9000009724,F2,CUS000169,20250130,165225.42,EUR
100,9000009725,F2,CUS000096,20250819,67329.23,EUR
100,9000009726,F2,CUS000043,20221016,79757.67,EUR
100,9000009728,F2,CUS000075,20240208,108908.55,EUR
100,9000009729,F2,CUS000115,20230721,52887.41,EUR
100,9000009730,F2,CUS000151,20251118,66441.3,EUR
100,9000009731,F2,CUS000025,20240424,123750.48,EUR
100,9000009732,F2,CUS000197,20251102,164513.83,EUR
100,9000009733,F2,CUS000180,20260107,198538.93,EUR
100,9000009735,F2,CUS000100,20250526,5311.88,EUR
100,9000009736,F2,CUS000095,20251110,313440.98,EUR
100,9000009737,F2,CUS000012,20220620,112192.29,EUR
100,9000009738,F2,CUS000200,20250125,147054.65,EUR
100,9000009739,F2,CUS000123,20230511,60641.77,EUR
100,9000009740,F2,CUS000029,20231202,107249.03,EUR
100,9000009741,F2,CUS000180,20240406,78062.16,EUR
100,9000009742,F2,CUS000004,20220614,174300.72,EUR
100,9000009743,F2,CUS000083,20220904,76354.71,EUR
100,9000009744,F2,CUS000007,20220203,34354.93,EUR
100,9000009745,F2,CUS000023,20230831,184393.41,EUR
100,9000009746,F2,CUS000111,20250412,251230.1,EUR
100,9000009747,F2,CUS000118,20220613,121297.98,EUR
100,9000009748,F2,CUS000176,20231107,28158.99,EUR
100,9000009749,F2,CUS000027,20250315,5154.5,EUR
100,9000009750,F2,CUS000150,20231024,126193.34,EUR
100,9000009751,F2,CUS000099,20230623,63137.82,EUR
100,9000009752,F2,CUS000005,20231007,32573.24,EUR
100,9000009753,F2,CUS000059,20250520,140292.9,EUR
100,9000009754,F2,CUS000089,20230611,154243.66,EUR
100,9000009755,F2,CUS000040,20220417,6663.6,EUR
100,9000009756,F2,CUS000030,20250915,224300.96,EUR
100,9000009757,F2,CUS000005,20240713,259760.16,EUR
100,9000009758,F2,CUS000102,20240413,106303.29,EUR
100,9000009759,F2,CUS000039,20230212,167928.86,EUR
100,9000009760,F2,CUS000046,20220713,200466.5,EUR
100,9000009761,F2,CUS000022,20250527,19000.24,EUR
100,9000009762,F2,CUS000114,20230422,131552.73,EUR
100,9000009763,F2,CUS000109,20250626,117660.07,EUR
100,9000009764,F2,CUS000007,20250603,90703.26,EUR
100,9000009765,F2,CUS000111,20230428,69501.33,EUR
100,9000009766,F2,CUS000141,20230131,202658.06,EUR
100,9000009767,F2,CUS000199,20251114,170115.16,EUR
100,9000009768,F2,CUS000044,20250206,126886.68,EUR
100,9000009769,F2,CUS000167,20220512,103315.84,EUR
100,9000009770,F2,CUS000132,20250721,137049.34,EUR
100,9000009771,F2,CUS000036,20230820,46868.64,EUR
100,9000009772,F2,CUS000116,20220502,35764.8,EUR
100,9000009773,F2,CUS000069,20250417,67376.3,EUR
100,9000009774,F2,CUS000018,20251007,49947.5,EUR
100,9000009775,F2,CUS000119,20221128,80131.35,EUR
100,9000009776,F2,CUS000057,20230716,137747.84,EUR
100,9000009777,F2,CUS000037,20240902,68329.46,EUR
100,9000009778,F2,CUS000187,20240508,14343.48,EUR
100,9000009780,F2,CUS000129,20251016,21815.88,EUR
100,9000009781,F2,CUS000053,20230404,40407.29,EUR
100,9000009782,F2,CUS000135,20230425,155299.45,EUR
100,9000009783,F2,CUS000128,20240826,83679.96,EUR
100,9000009784,F2,CUS000103,20240419,124598.8,EUR
100,9000009785,F2,CUS000071,20220610,153217.67,EUR
100,9000009786,F2,CUS000166,20240715,198114.89,EUR
100,9000009787,F2,CUS000114,20220601,154256.64,EUR
100,9000009789,F2,CUS000090,20250907,107430.92,EUR
100,9000009790,F2,CUS000160,20221029,150743.52,EUR
100,9000009791,F2,CUS000027,20240209,112879.0,EUR
100,9000009792,F2,CUS000073,20250315,92694.62,EUR
100,9000009793,F2,CUS000132,20220606,49542.98,EUR
100,9000009794,F2,CUS000085,20230203,86391.28,EUR
100,9000009795,F2,CUS000026,20240117,157672.05,EUR
100,9000009796,F2,CUS000189,20250213,27871.6,EUR
100,9000009797,F2,CUS000081,20241028,8128.08,EUR
100,9000009798,F2,CUS000094,20240910,152947.65,EUR
100,9000009799,F2,CUS000045,20250329,52247.02,EUR
100,9000009800,F2,CUS000107,20230711,57688.12,EUR
100,9000009801,F2,CUS000037,20241216,76892.4,EUR
100,9000009802,F2,CUS000125,20230322,115392.05,EUR
100,9000009803,F2,CUS000040,20220908,99605.6,EUR
100,9000009804,F2,CUS000038,20230402,89458.64,EUR
100,9000009805,F2,CUS000083,20251104,129258.7,EUR
100,9000009806,F2,CUS000194,20250726,53246.85,EUR
100,9000009807,F2,CUS000036,20240829,96061.8,EUR
100,9000009809,F2,CUS000198,20230828,105475.66,EUR
100,9000009810,F2,CUS000195,20220304,59378.61,EUR
100,9000009811,F2,CUS000128,20240521,11583.03,EUR
100,9000009812,F2,CUS000116,20221202,160992.89,EUR
100,9000009813,F2,CUS000193,20240602,49872.92,EUR
100,9000009814,F2,CUS000170,20231012,124436.53,EUR
100,9000009815,F2,CUS000050,20240112,70150.7,EUR
100,9000009816,F2,CUS000003,20251004,67064.47,EUR
100,9000009817,F2,CUS000060,20220314,212656.81,EUR
100,9000009818,F2,CUS000088,20250119,108408.58,EUR
100,9000009819,F2,CUS000035,20250713,8382.4,EUR
100,9000009820,F2,CUS000039,20220413,40701.68,EUR
100,9000009821,F2,CUS000095,20230101,72660.09,EUR
100,9000009822,F2,CUS000158,20250710,203394.96,EUR
100,9000009823,F2,CUS000045,20220521,107452.61,EUR
100,9000009824,F2,CUS000015,20250114,66695.06,EUR
100,9000009825,F2,CUS000054,20250118,71406.1,EUR
100,9000009826,F2,CUS000180,20220410,28048.96,EUR
100,9000009827,F2,CUS000076,20230410,93211.19,EUR
100,9000009828,F2,CUS000132,20220130,21509.83,EUR
100,9000009829,F2,CUS000030,20240527,61926.68,EUR
100,9000009830,F2,CUS000182,20230809,74973.87,EUR
100,9000009831,F2,CUS000166,20230624,288362.7,EUR
100,9000009832,F2,CUS000092,20250322,17767.14,EUR
100,9000009833,F2,CUS000010,20251124,61161.93,EUR
100,9000009834,F2,CUS000157,20220316,35534.95,EUR
100,9000009835,F2,CUS000142,20250530,12049.59,EUR
100,9000009836,F2,CUS000053,20220628,101305.86,EUR
100,9000009837,F2,CUS000147,20250326,189093.46,EUR
100,9000009838,F2,CUS000198,20250719,24071.94,EUR
100,9000009839,F2,CUS000166,20250813,57176.14,EUR
100,9000009840,F2,CUS000015,20251021,43942.79,EUR
100,9000009841,F2,CUS000180,20220508,143837.51,EUR
100,9000009842,F2,CUS000144,20250812,44457.72,EUR
100,9000009843,F2,CUS000174,20250609,152571.28,EUR
100,9000009844,F2,CUS000063,20240327,148435.08,EUR
100,9000009845,F2,CUS000097,20220417,42596.1,EUR
100,9000009846,F2,CUS000173,20220620,118955.8,EUR
100,9000009847,F2,CUS000151,20240229,65729.25,EUR
100,9000009848,F2,CUS000153,20240914,111337.25,EUR
100,9000009849,F2,CUS000172,20251224,164840.91,EUR
100,9000009850,F2,CUS000149,20240318,87661.56,EUR
100,9000009851,F2,CUS000019,20231013,163141.33,EUR
100,9000009852,F2,CUS000018,20240526,23908.02,EUR
100,9000009853,F2,CUS000131,20240614,43192.6,EUR
100,9000009854,F2,CUS000126,20251015,228842.36,EUR
100,9000009855,F2,CUS000046,20220423,96317.08,EUR
100,9000009856,F2,CUS000100,20250628,107044.42,EUR
100,9000009857,F2,CUS000073,20250214,120019.88,EUR
100,9000009858,F2,CUS000151,20241002,96691.65,EUR
100,9000009859,F2,CUS000023,20220527,42120.79,EUR
100,9000009860,F2,CUS000063,20220503,25843.23,EUR
100,9000009861,F2,CUS000067,20240524,82604.71,EUR
100,9000009862,F2,CUS000083,20240909,65105.43,EUR
100,9000009863,F2,CUS000003,20250109,236285.48,EUR
100,9000009864,F2,CUS000021,20220209,67188.83,EUR
100,9000009865,F2,CUS000073,20240527,105717.8,EUR
100,9000009866,F2,CUS000168,20250709,93004.5,EUR
100,9000009867,F2,CUS000012,20251106,76692.36,EUR
100,9000009868,F2,CUS000039,20241125,63788.89,EUR
100,9000009869,F2,CUS000016,20220623,59102.22,EUR
100,9000009870,F2,CUS000191,20250826,311823.76,EUR
100,9000009871,F2,CUS000038,20240502,40931.67,EUR
100,9000009872,F2,CUS000019,20241122,130405.33,EUR
100,9000009873,F2,CUS000164,20220702,103379.49,EUR
100,9000009874,F2,CUS000115,20240723,144979.82,EUR
100,9000009875,F2,CUS000078,20240301,2266.3,EUR
100,9000009876,F2,CUS000072,20241026,16284.21,EUR
100,9000009877,F2,CUS000030,20230909,35095.68,EUR
100,9000009878,F2,CUS000139,20230910,26128.8,EUR
100,9000009880,F2,CUS000184,20250809,277392.74,EUR
100,9000009881,F2,CUS000140,20250524,99081.34,EUR
100,9000009882,F2,CUS000081,20250220,157952.39,EUR
100,9000009883,F2,CUS000106,20231108,17310.0,EUR
100,9000009884,F2,CUS000115,20251114,109603.36,EUR
100,9000009885,F2,CUS000048,20230107,148431.0,EUR
100,9000009886,F2,CUS000075,20220531,211940.07,EUR
100,9000009887,F2,CUS000152,20240330,266242.02,EUR
100,9000009888,F2,CUS000036,20250403,185166.78,EUR
100,9000009889,F2,CUS000046,20230120,33204.28,EUR
100,9000009890,F2,CUS000190,20220227,153196.57,EUR
100,9000009891,F2,CUS000023,20220205,87069.36,EUR
100,9000009893,F2,CUS000009,20230916,134517.01,EUR
100,9000009894,F2,CUS000180,20230314,96154.99,EUR
100,9000009895,F2,CUS000077,20230603,106285.89,EUR
100,9000009896,F2,CUS000171,20221027,114009.26,EUR
100,9000009897,F2,CUS000030,20231024,48404.0,EUR
100,9000009898,F2,CUS000071,20241220,95934.14,EUR
100,9000009899,F2,CUS000184,20251106,100506.13,EUR
100,9000009900,F2,CUS000005,20220508,80777.43,EUR
100,9000009901,F2,CUS000035,20220312,42295.73,EUR
100,9000009902,F2,CUS000099,20240530,11159.52,EUR
100,9000009903,F2,CUS000104,20230920,115580.98,EUR
100,9000009904,F2,CUS000088,20251006,49747.17,EUR
100,9000009905,F2,CUS000153,20230609,111623.6,EUR
100,9000009906,F2,CUS000110,20240220,71331.64,EUR
100,9000009907,F2,CUS000052,20241217,30641.13,EUR
100,9000009908,F2,CUS000066,20250521,106750.19,EUR
100,9000009909,F2,CUS000050,20250706,3105.18,EUR
100,9000009910,F2,CUS000119,20220515,161362.17,EUR
100,9000009911,F2,CUS000038,20220308,217774.82,EUR
100,9000009912,F2,CUS000070,20240305,116127.39,EUR
100,9000009914,F2,CUS000104,20240212,133944.48,EUR
100,9000009915,F2,CUS000006,20241112,48694.38,EUR
100,9000009916,F2,CUS000031,20240619,89302.55,EUR
100,9000009917,F2,CUS000179,20230729,184035.82,EUR
100,9000009918,F2,CUS000061,20221117,97014.13,EUR
100,9000009919,F2,CUS000060,20231130,129438.34,EUR
100,9000009920,F2,CUS000141,20250618,89800.85,EUR
100,9000009921,F2,CUS000119,20251130,102229.67,EUR
100,9000009922,F2,CUS000019,20240529,118930.14,EUR
100,9000009923,F2,CUS000067,20220301,7256.0,EUR
100,9000009924,F2,CUS000115,20231023,76951.44,EUR
100,9000009925,F2,CUS000143,20240930,1718.86,EUR
100,9000009926,F2,CUS000112,20221109,45056.68,EUR
100,9000009927,F2,CUS000071,20220324,36685.14,EUR
100,9000009928,F2,CUS000127,20230418,62226.19,EUR
100,9000009929,F2,CUS000083,20220418,47094.48,EUR
100,9000009930,F2,CUS000190,20230519,134235.09,EUR
100,9000009931,F2,CUS000198,20240111,130118.12,EUR
100,9000009932,F2,CUS000176,20230124,296916.26,EUR
100,9000009933,F2,CUS000077,20251124,50043.8,EUR
100,9000009934,F2,CUS000085,20250212,8826.57,EUR
100,9000009935,F2,CUS000172,20221230,148102.77,EUR
100,9000009936,F2,CUS000006,20240730,155254.93,EUR
100,9000009937,F2,CUS000147,20250922,64690.56,EUR
100,9000009938,F2,CUS000033,20220403,81980.62,EUR
100,9000009939,F2,CUS000197,20251207,290615.87,EUR
100,9000009940,F2,CUS000149,20250818,127313.04,EUR
100,9000009942,F2,CUS000013,20221015,42421.22,EUR
100,9000009943,F2,CUS000132,20250620,68171.28,EUR
100,9000009945,F2,CUS000082,20220503,149509.88,EUR
100,9000009946,F2,CUS000037,20220608,244795.01,EUR
100,9000009947,F2,CUS000115,20230830,73917.78,EUR
100,9000009948,F2,CUS000009,20230919,73908.54,EUR
100,9000009949,F2,CUS000093,20220516,64088.68,EUR
100,9000009950,F2,CUS000077,20250723,95997.1,EUR
100,9000009951,F2,CUS000048,20221211,41348.06,EUR
100,9000009952,F2,CUS000055,20240812,217116.57,EUR
100,9000009953,F2,CUS000087,20231105,163303.03,EUR
100,9000009954,F2,CUS000142,20240311,21589.92,EUR
100,9000009955,F2,CUS000041,20230318,216192.25,EUR
100,9000009956,F2,CUS000052,20241030,197973.11,EUR
100,9000009957,F2,CUS000018,20230903,111544.72,EUR
100,9000009958,F2,CUS000123,20240807,52274.77,EUR
100,9000009959,F2,CUS000011,20221127,107894.03,EUR
100,9000009960,F2,CUS000060,20240408,13872.22,EUR
100,9000009961,F2,CUS000142,20250920,303675.79,EUR
100,9000009962,F2,CUS000172,20250115,136692.74,EUR
100,9000009964,F2,CUS000192,20241215,70983.26,EUR
100,9000009966,F2,CUS000058,20220907,111072.12,EUR
100,9000009967,F2,CUS000059,20250823,65857.86,EUR
100,9000009968,F2,CUS000186,20251221,114289.82,EUR
100,9000009969,F2,CUS000099,20240927,84184.99,EUR
100,9000009970,F2,CUS000067,20220307,67228.92,EUR
100,9000009971,F2,CUS000156,20231212,65602.74,EUR
100,9000009972,F2,CUS000171,20221226,74824.74,EUR
100,9000009973,F2,CUS000089,20240802,156320.64,EUR
100,9000009974,F2,CUS000083,20231004,122205.99,EUR
100,9000009975,F2,CUS000086,20220307,28388.07,EUR
100,9000009976,F2,CUS000155,20220914,67639.77,EUR
100,9000009977,F2,CUS000057,20250628,260106.28,EUR
100,9000009978,F2,CUS000035,20240318,210845.6,EUR
100,9000009979,F2,CUS000085,20221017,29857.72,EUR
100,9000009980,F2,CUS000081,20240104,107496.38,EUR
100,9000009981,F2,CUS000050,20231104,118932.76,EUR
100,9000009982,F2,CUS000067,20220701,144815.94,EUR
100,9000009983,F2,CUS000029,20250505,153419.36,EUR
100,9000009984,F2,CUS000119,20230607,58154.95,EUR
100,9000009985,F2,CUS000137,20241231,35760.16,EUR
100,9000009986,F2,CUS000192,20220414,129992.67,EUR
100,9000009987,F2,CUS000106,20220302,24283.34,EUR
100,9000009988,F2,CUS000061,20220215,13561.71,EUR
100,9000009989,F2,CUS000153,20240914,85477.32,EUR
100,9000009990,F2,CUS000048,20250801,17091.54,EUR
100,9000009991,F2,CUS000105,20240630,170681.45,EUR
100,9000009992,F2,CUS000021,20230420,58232.56,EUR
100,9000009993,F2,CUS000132,20250103,70070.84,EUR
100,9000009994,F2,CUS000078,20230612,72414.28,EUR
100,9000009995,F2,CUS000107,20260103,107795.59,EUR
100,9000009996,F2,CUS000058,20240531,207672.84,EUR
100,9000009997,F2,CUS000077,20220304,50910.68,EUR
100,9000009998,F2,CUS000190,20220303,93617.85,EUR
100,9000009999,F2,CUS000112,20240912,213033.52,EUR
100,9000010000,F2,CUS000199,20230714,35728.44,EUR
100,9000010001,F2,CUS000139,20220810,18913.08,EUR
100,9000010002,F2,CUS000004,20231211,84430.5,EUR
100,9000010003,F2,CUS000047,20230505,116535.14,EUR
100,9000010004,F2,CUS000098,20220722,129001.22,EUR
100,9000010005,F2,CUS000121,20240824,22503.25,EUR
100,9000010006,F2,CUS000076,20220731,80041.5,EUR
100,9000010007,F2,CUS000093,20251005,64955.55,EUR
100,9000010008,F2,CUS000018,20250305,195332.27,EUR
100,9000010009,F2,CUS000088,20250622,38737.66,EUR
100,9000010010,F2,CUS000096,20250518,29276.52,EUR
100,9000010011,F2,CUS000053,20220225,166837.71,EUR
100,9000010012,F2,CUS000162,20220722,131286.55,EUR
100,9000010013,F2,CUS000140,20220528,40845.55,EUR
100,9000010014,F2,CUS000180,20250103,56654.57,EUR
100,9000010015,F2,CUS000107,20220926,4337.1,EUR
100,9000010016,F2,CUS000058,20220606,217203.42,EUR
100,9000010018,F2,CUS000112,20260114,23777.87,EUR
100,9000010019,F2,CUS000022,20231117,84272.46,EUR
100,9000010020,F2,CUS000122,20241219,33827.23,EUR
100,9000010021,F2,CUS000195,20221206,127799.91,EUR
100,9000010022,F2,CUS000004,20251029,19481.49,EUR
100,9000010023,F2,CUS000074,20231227,240730.27,EUR
100,9000010024,F2,CUS000112,20240704,63754.68,EUR
100,9000010025,F2,CUS000055,20230513,130565.66,EUR
100,9000010026,F2,CUS000053,20241006,170997.75,EUR
100,9000010027,F2,CUS000193,20230405,90942.69,EUR
100,9000010028,F2,CUS000029,20231121,101764.0,EUR
100,9000010029,F2,CUS000030,20220602,108268.12,EUR
100,9000010030,F2,CUS000147,20250930,592.32,EUR
100,9000010031,F2,CUS000152,20250516,216491.62,EUR
100,9000010032,F2,CUS000122,20240109,228090.03,EUR
100,9000010034,F2,CUS000088,20220711,258769.39,EUR
100,9000010035,F2,CUS000100,20250221,134720.7,EUR
100,9000010036,F2,CUS000169,20251011,115432.95,EUR
100,9000010037,F2,CUS000052,20230824,83698.8,EUR
100,9000010038,F2,CUS000143,20240607,33474.06,EUR
100,9000010039,F2,CUS000188,20250519,31164.48,EUR
100,9000010040,F2,CUS000154,20240516,82195.41,EUR
100,9000010041,F2,CUS000111,20240713,181673.37,EUR
100,9000010042,F2,CUS000061,20220309,187344.99,EUR
100,9000010043,F2,CUS000155,20240421,258996.16,EUR
100,9000010044,F2,CUS000181,20250627,23287.42,EUR
100,9000010045,F2,CUS000137,20230417,162890.11,EUR
100,9000010046,F2,CUS000018,20240802,8853.6,EUR
100,9000010047,F2,CUS000161,20251004,57555.71,EUR
100,9000010048,F2,CUS000096,20241113,72349.56,EUR
100,9000010049,F2,CUS000177,20220417,99538.11,EUR
100,9000010050,F2,CUS000098,20221130,1050.3,EUR
100,9000010051,F2,CUS000044,20230311,70499.64,EUR
100,9000010052,F2,CUS000194,20250210,181466.0,EUR
100,9000010053,F2,CUS000011,20220420,116808.57,EUR
100,9000010054,F2,CUS000179,20231220,75323.16,EUR
100,9000010055,F2,CUS000086,20221221,67762.0,EUR
100,9000010056,F2,CUS000090,20220901,140151.5,EUR
100,9000010057,F2,CUS000012,20260113,214661.82,EUR
100,9000010058,F2,CUS000065,20220523,66952.66,EUR
100,9000010059,F2,CUS000075,20241220,138071.64,EUR
100,9000010060,F2,CUS000052,20230125,103681.7,EUR
100,9000010061,F2,CUS000136,20250720,21730.0,EUR
100,9000010062,F2,CUS000060,20230603,44547.13,EUR
100,9000010063,F2,CUS000072,20250524,128603.04,EUR
100,9000010064,F2,CUS000043,20221209,5497.92,EUR
100,9000010065,F2,CUS000113,20230725,58503.78,EUR
100,9000010066,F2,CUS000137,20220926,26212.41,EUR
100,9000010067,F2,CUS000174,20231108,40148.75,EUR
100,9000010068,F2,CUS000157,20240628,138164.52,EUR
100,9000010070,F2,CUS000196,20250210,89962.1,EUR
100,9000010071,F2,CUS000176,20240301,157209.25,EUR
100,9000010072,F2,CUS000180,20241206,6977.1,EUR
100,9000010073,F2,CUS000151,20250426,7469.28,EUR
100,9000010074,F2,CUS000177,20230121,195497.09,EUR
100,9000010075,F2,CUS000127,20251006,144814.44,EUR
100,9000010077,F2,CUS000118,20220227,91602.67,EUR
100,9000010078,F2,CUS000189,20230226,9561.52,EUR
100,9000010079,F2,CUS000192,20240707,76423.86,EUR
100,9000010080,F2,CUS000058,20220809,236257.63,EUR
100,9000010081,F2,CUS000199,20250218,172407.86,EUR
100,9000010083,F2,CUS000057,20250326,83288.52,EUR
100,9000010084,F2,CUS000117,20240217,123301.87,EUR
100,9000010085,F2,CUS000172,20230224,35427.3,EUR
100,9000010086,F2,CUS000178,20230712,99475.43,EUR
100,9000010087,F2,CUS000014,20231121,69726.79,EUR
100,9000010088,F2,CUS000026,20221205,232641.9,EUR
100,9000010089,F2,CUS000172,20250412,87888.37,EUR
100,9000010090,F2,CUS000069,20221127,139451.59,EUR
100,9000010091,F2,CUS000033,20240827,47371.9,EUR
100,9000010092,F2,CUS000083,20220907,59565.66,EUR
100,9000010093,F2,CUS000142,20240324,84652.55,EUR
100,9000010094,F2,CUS000037,20220326,125153.66,EUR
100,9000010095,F2,CUS000155,20220127,147537.42,EUR
100,9000010096,F2,CUS000029,20230525,17652.5,EUR
100,9000010097,F2,CUS000078,20230407,130746.23,EUR
100,9000010098,F2,CUS000132,20250629,217810.64,EUR
100,9000010099,F2,CUS000076,20240723,274701.02,EUR
100,9000010100,F2,CUS000093,20231109,134338.33,EUR
100,9000010101,F2,CUS000089,20240603,90574.41,EUR
100,9000010102,F2,CUS000134,20250309,155080.04,EUR
100,9000010103,F2,CUS000056,20240926,170225.66,EUR
100,9000010104,F2,CUS000008,20220505,129726.52,EUR
100,9000010105,F2,CUS000162,20220808,140841.78,EUR
100,9000010107,F2,CUS000160,20220830,26590.65,EUR
100,9000010108,F2,CUS000106,20230312,125416.28,EUR
100,9000010109,F2,CUS000150,20240203,105749.8,EUR
100,9000010110,F2,CUS000034,20240910,60685.03,EUR
100,9000010111,F2,CUS000107,20241107,157869.36,EUR
100,9000010112,F2,CUS000163,20220808,72679.59,EUR
100,9000010113,F2,CUS000200,20251231,155335.31,EUR
100,9000010114,F2,CUS000187,20230402,12606.02,EUR
100,9000010115,F2,CUS000151,20230916,9168.64,EUR
100,9000010116,F2,CUS000198,20251106,59079.12,EUR
100,9000010117,F2,CUS000154,20230217,17890.6,EUR
100,9000010118,F2,CUS000028,20250709,31914.81,EUR
100,9000010119,F2,CUS000026,20230814,63525.59,EUR
100,9000010120,F2,CUS000161,20220514,111823.86,EUR
100,9000010121,F2,CUS000164,20241019,342001.59,EUR
100,9000010122,F2,CUS000187,20230522,12113.7,EUR
100,9000010123,F2,CUS000125,20240815,189676.19,EUR
