MANDT,BANFN,BNFPO,MATNR,MENGE,MEINS,WERKS
100,10002490,00010,MAT000348,1466,KG,1000
100,10002491,00010,MAT000202,9844,KG,1400
100,10002492,00010,MAT000204,6089,KG,1000
100,10002493,00010,MAT000314,13670,KG,1300
100,10002494,00010,MAT000036,19425,KG,1000
100,10002495,00010,MAT000110,14722,KG,1200
100,10002496,00010,MAT000271,18528,KG,1100
100,10002497,00010,MAT000339,9217,KG,1400
100,10002498,00010,MAT000336,11304,KG,1000
100,10002499,00010,MAT000395,4847,KG,1000
100,10002500,00010,MAT000114,13786,KG,1300
100,10002501,00010,MAT000048,11925,KG,1300
100,10002502,00010,MAT000234,4857,KG,1300
100,10002503,00010,MAT000331,4863,KG,1100
100,10002504,00010,MAT000164,2464,KG,1100
100,10002505,00010,MAT000227,11553,KG,1300
100,10002506,00010,MAT000476,8490,KG,1100
100,10002507,00010,MAT000362,4517,KG,1100
100,10002508,00010,MAT000085,5005,KG,1400
100,10002509,00010,MAT000286,15058,KG,1000
100,10002510,00010,MAT000202,8372,KG,1400
100,10002511,00010,MAT000040,7804,KG,1400
100,10002512,00010,MAT000336,17131,KG,1400
100,10002513,00010,MAT000105,11018,KG,1000
100,10002514,00010,MAT000330,6065,KG,1200
100,10002515,00010,MAT000098,18156,KG,1200
100,10002516,00010,MAT000478,9388,KG,1200
100,10002517,00010,MAT000094,1237,KG,1100
100,10002518,00010,MAT000084,1162,KG,1000
100,10002519,00010,MAT000227,3308,KG,1100
100,10002520,00010,MAT000420,6350,KG,1000
100,10002521,00010,MAT000296,14880,KG,1200
100,10002522,00010,MAT000185,6948,KG,1200
100,10002523,00010,MAT000380,6360,KG,1000
100,10002524,00010,MAT000185,12228,KG,1300
100,10002525,00010,MAT000424,6537,KG,1100
100,10002526,00010,MAT000394,12245,KG,1000
100,10002527,00010,MAT000079,16566,KG,1200
100,10002528,00010,MAT000084,11356,KG,1100
100,10002529,00010,MAT000473,12828,KG,1400
100,10002530,00010,MAT000081,3376,KG,1100
100,10002531,00010,MAT000043,3371,KG,1400
100,10002532,00010,MAT000405,6806,KG,1100
100,10002533,00010,MAT000240,12386,KG,1300
100,10002534,00010,MAT000045,19061,KG,1200
100,10002535,00010,MAT000207,743,KG,1300
100,10002536,00010,MAT000147,2576,KG,1300
100,10002537,00010,MAT000260,512,KG,1100
100,10002538,00010,MAT000498,9474,KG,1100
100,10002539,00010,MAT000037,8813,KG,1100
100,10002540,00010,MAT000244,6848,KG,1200
100,10002541,00010,MAT000485,8262,KG,1200
100,10002542,00010,MAT000296,7728,KG,1100
100,10002543,00010,MAT000049,9677,KG,1400
100,10002544,00010,MAT000392,15062,KG,1400
100,10002545,00010,MAT000388,17179,KG,1000
100,10002546,00010,MAT000380,10746,KG,1000
100,10002547,00010,MAT000234,7990,KG,1200
100,10002548,00010,MAT000186,5445,KG,1300
100,10002549,00010,MAT000050,7498,KG,1400
100,10002550,00010,MAT000236,13439,KG,1400
100,10002551,00010,MAT000185,10718,KG,1000
100,10002552,00010,MAT000209,2232,KG,1100
100,10002553,00010,MAT000273,13435,KG,1400
100,10002554,00010,MAT000292,2501,KG,1300
100,10002555,00010,MAT000114,7418,KG,1300
100,10002556,00010,MAT000043,17641,KG,1300
100,10002557,00010,MAT000121,18447,KG,1000
100,10002558,00010,MAT000424,1558,KG,1400
100,10002559,00010,MAT000476,12535,KG,1200
100,10002560,00010,MAT000389,1984,KG,1100
100,10002561,00010,MAT000481,10614,KG,1200
100,10002562,00010,MAT000186,14199,KG,1200
100,10002563,00010,MAT000482,11139,KG,1400
100,10002564,00010,MAT000123,15169,KG,1100
100,10002565,00010,MAT000094,16773,KG,1100
100,10002566,00010,MAT000390,6107,KG,1000
100,10002567,00010,MAT000387,805,KG,1000
100,10002568,00010,MAT000445,6011,KG,1100
100,10002569,00010,MAT000492,18326,KG,1400
100,10002570,00010,MAT000243,14806,KG,1300
100,10002571,00010,MAT000408,17032,KG,1400
100,10002572,00010,MAT000496,13227,KG,1300
100,10002573,00010,MAT000395,17247,KG,1100
100,10002574,00010,MAT000271,18916,KG,1300
100,10002575,00010,MAT000309,1825,KG,1100
100,10002576,00010,MAT000097,4746,KG,1000
100,10002577,00010,MAT000362,10265,KG,1000
100,10002578,00010,MAT000038,14804,KG,1200
100,10002579,00010,MAT000398,18810,KG,1100
100,10002580,00010,MAT000389,2405,KG,1300
100,10002581,00010,MAT000088,4566,KG,1000
100,10002582,00010,MAT000269,506,KG,1000
100,10002583,00010,MAT000046,15336,KG,1200
100,10002584,00010,MAT000040,2683,KG,1100
100,10002585,00010,MAT000382,2189,KG,1200
100,10002586,00010,MAT000236,407,KG,1300
100,10002587,00010,MAT000382,5757,KG,1000
100,10002588,00010,MAT000252,5043,KG,1400
100,10002589,00010,MAT000348,3092,KG,1400
100,10002590,00010,MAT000208,13624,KG,1400
100,10002591,00010,MAT000390,7681,KG,1400
100,10002592,00010,MAT000038,4769,KG,1300
100,10002593,00010,MAT000260,16308,KG,1100
100,10002594,00010,MAT000048,14384,KG,1000
100,10002595,00010,MAT000209,1086,KG,1000
100,10002596,00010,MAT000051,19497,KG,1400
100,10002597,00010,MAT000482,17950,KG,1000
100,10002598,00010,MAT000123,17968,KG,1400
100,10002599,00010,MAT000048,7295,KG,1400
100,10002600,00010,MAT000164,3522,KG,1100
100,10002601,00010,MAT000496,6365,KG,1100
100,10002602,00010,MAT000445,14835,KG,1400
100,10002603,00010,MAT000409,5044,KG,1100
100,10002604,00010,MAT000043,3667,KG,1200
100,10002605,00010,MAT000410,7046,KG,1000
100,10002606,00010,MAT000393,18204,KG,1000
100,10002607,00010,MAT000052,13579,KG,1300
100,10002608,00010,MAT000241,18779,KG,1000
100,10002609,00010,MAT000291,14990,KG,1000
100,10002610,00010,MAT000041,5798,KG,1000
100,10002611,00010,MAT000147,7458,KG,1000
100,10002612,00010,MAT000408,2264,KG,1300
100,10002613,00010,MAT000390,10826,KG,1300
100,10002614,00010,MAT000081,4255,KG,1400
100,10002615,00010,MAT000459,18262,KG,1400
100,10002616,00010,MAT000473,16998,KG,1100
100,10002617,00010,MAT000295,10990,KG,1300
100,10002618,00010,MAT000043,1935,KG,1000
100,10002619,00010,MAT000052,8535,KG,1000
100,10002620,00010,MAT000398,12043,KG,1400
100,10002621,00010,MAT000038,18567,KG,1400
100,10002622,00010,MAT000407,15204,KG,1000
100,10002623,00010,MAT000398,14398,KG,1200
100,10002624,00010,MAT000459,15908,KG,1400
100,10002625,00010,MAT000407,1963,KG,1100
100,10002626,00010,MAT000420,14177,KG,1200
100,10002627,00010,MAT000360,19224,KG,1300
100,10002628,00010,MAT000405,557,KG,1000
100,10002629,00010,MAT000164,16382,KG,1000
100,10002630,00010,MAT000389,19783,KG,1200
100,10002631,00010,MAT000271,290,KG,1100
100,10002632,00010,MAT000307,3446,KG,1300
100,10002633,00010,MAT000244,3093,KG,1100
100,10002634,00010,MAT000405,1995,KG,1000
100,10002635,00010,MAT000079,2216,KG,1200
100,10002636,00010,MAT000328,6079,KG,1200
100,10002637,00010,MAT000380,10973,KG,1300
100,10002638,00010,MAT000234,10671,KG,1200
100,10002639,00010,MAT000052,1681,KG,1000
100,10002640,00010,MAT000115,5220,KG,1100
100,10002641,00010,MAT000149,3094,KG,1000
100,10002642,00010,MAT000393,7300,KG,1200
100,10002643,00010,MAT000048,5116,KG,1300
100,10002644,00010,MAT000185,4937,KG,1000
100,10002645,00010,MAT000380,16836,KG,1200
100,10002646,00010,MAT000185,12140,KG,1000
100,10002647,00010,MAT000437,7211,KG,1200
100,10002648,00010,MAT000234,13072,KG,1000
100,10002649,00010,MAT000260,4510,KG,1100
100,10002650,00010,MAT000478,654,KG,1300
100,10002651,00010,MAT000186,529,KG,1000
100,10002652,00010,MAT000081,17707,KG,1000
100,10002653,00010,MAT000336,14479,KG,1200
100,10002654,00010,MAT000196,13930,KG,1300
100,10002655,00010,MAT000164,3544,KG,1200
100,10002656,00010,MAT000366,1835,KG,1400
100,10002657,00010,MAT000455,1188,KG,1300
100,10002658,00010,MAT000408,11814,KG,1100
100,10002659,00010,MAT000244,1615,KG,1400
100,10002660,00010,MAT000388,19913,KG,1300
100,10002661,00010,MAT000260,12433,KG,1400
100,10002662,00010,MAT000098,12056,KG,1300
100,10002663,00010,MAT000339,2407,KG,1200
100,10002664,00010,MAT000291,7399,KG,1200
100,10002665,00010,MAT000430,6826,KG,1300
100,10002666,00010,MAT000461,17248,KG,1000
100,10002667,00010,MAT000472,3500,KG,1000
100,10002668,00010,MAT000157,14280,KG,1200
100,10002669,00010,MAT000445,18299,KG,1100
100,10002670,00010,MAT000455,18290,KG,1200
100,10002671,00010,MAT000409,14009,KG,1300
100,10002672,00010,MAT000406,15073,KG,1100
100,10002673,00010,MAT000094,9339,KG,1100
100,10002674,00010,MAT000478,2941,KG,1100
100,10002675,00010,MAT000455,5598,KG,1000
100,10002676,00010,MAT000223,3516,KG,1000
100,10002677,00010,MAT000033,5345,KG,1200
100,10002678,00010,MAT000085,1638,KG,1300
100,10002679,00010,MAT000295,15534,KG,1000
100,10002680,00010,MAT000049,13415,KG,1000
100,10002681,00010,MAT000437,17086,KG,1100
100,10002682,00010,MAT000450,9486,KG,1100
100,10002683,00010,MAT000384,332,KG,1200
100,10002684,00010,MAT000116,8282,KG,1300
100,10002685,00010,MAT000243,12139,KG,1300
100,10002686,00010,MAT000330,10297,KG,1300
100,10002687,00010,MAT000182,16059,KG,1000
100,10002688,00010,MAT000236,994,KG,1100
100,10002689,00010,MAT000044,16523,KG,1400
100,10002690,00010,MAT000286,10971,KG,1400
100,10002691,00010,MAT000410,14442,KG,1300
100,10002692,00010,MAT000165,5258,KG,1300
100,10002693,00010,MAT000035,15144,KG,1200
100,10002694,00010,MAT000445,357,KG,1000
100,10002695,00010,MAT000394,10813,KG,1400
100,10002696,00010,MAT000476,8573,KG,1300
100,10002697,00010,MAT000288,10156,KG,1400
100,10002698,00010,MAT000494,13760,KG,1100
100,10002699,00010,MAT000445,12100,KG,1400
100,10002700,00010,MAT000334,12023,KG,1300
100,10002701,00010,MAT000410,13331,KG,1200
100,10002702,00010,MAT000244,11903,KG,1400
100,10002703,00010,MAT000286,11299,KG,1400
100,10002704,00010,MAT000331,16150,KG,1300
100,10002705,00010,MAT000292,4977,KG,1000
100,10002706,00010,MAT000039,5138,KG,1300
100,10002707,00010,MAT000496,6744,KG,1200
100,10002708,00010,MAT000442,10313,KG,1200
100,10002709,00010,MAT000207,10131,KG,1300
100,10002710,00010,MAT000167,11913,KG,1100
100,10002711,00010,MAT000035,7037,KG,1200
100,10002712,00010,MAT000202,16465,KG,1200
100,10002713,00010,MAT000039,14528,KG,1100
100,10002714,00010,MAT000232,19197,KG,1000
100,10002715,00010,MAT000457,8549,KG,1000
100,10002716,00010,MAT000036,11155,KG,1200
100,10002717,00010,MAT000234,4855,KG,1000
100,10002718,00010,MAT000405,3732,KG,1100
100,10002719,00010,MAT000241,1430,KG,1100
100,10002720,00010,MAT000048,4967,KG,1000
100,10002721,00010,MAT000389,14146,KG,1400
100,10002722,00010,MAT000459,3706,KG,1300
100,10002723,00010,MAT000121,9274,KG,1300
100,10002724,00010,MAT000128,10393,KG,1200
100,10002725,00010,MAT000470,18181,KG,1300
100,10002726,00010,MAT000157,14367,KG,1100
100,10002727,00010,MAT000400,10393,KG,1100
100,10002728,00010,MAT000040,4162,KG,1200
100,10002729,00010,MAT000252,7182,KG,1200
100,10002730,00010,MAT000460,3721,KG,1300
100,10002731,00010,MAT000398,1534,KG,1100
100,10002732,00010,MAT000400,5391,KG,1300
100,10002733,00010,MAT000328,13034,KG,1000
100,10002734,00010,MAT000048,1097,KG,1400
100,10002735,00010,MAT000389,19408,KG,1400
100,10002736,00010,MAT000208,14958,KG,1200
100,10002737,00010,MAT000048,11251,KG,1200
100,10002738,00010,MAT000498,5849,KG,1200
100,10002739,00010,MAT000123,17776,KG,1200
100,10002740,00010,MAT000438,2604,KG,1000
100,10002741,00010,MAT000232,4213,KG,1000
100,10002742,00010,MAT000044,13935,KG,1000
100,10002743,00010,MAT000105,16773,KG,1400
100,10002744,00010,MAT000482,18496,KG,1000
100,10002745,00010,MAT000094,6513,KG,1000
100,10002746,00010,MAT000493,17165,KG,1200
100,10002747,00010,MAT000097,6183,KG,1300
100,10002748,00010,MAT000204,4193,KG,1300
100,10002749,00010,MAT000223,2849,KG,1100
100,10002750,00010,MAT000489,110,KG,1300
100,10002751,00010,MAT000331,7026,KG,1400
100,10002752,00010,MAT000207,16223,KG,1300
100,10002753,00010,MAT000351,14373,KG,1100
100,10002754,00010,MAT000241,4764,KG,1000
100,10002755,00010,MAT000099,541,KG,1300
100,10002756,00010,MAT000252,2665,KG,1200
100,10002757,00010,MAT000096,7978,KG,1200
100,10002758,00010,MAT000410,11635,KG,1200
100,10002759,00010,MAT000473,5241,KG,1300
100,10002760,00010,MAT000298,13321,KG,1300
100,10002761,00010,MAT000306,3929,KG,1200
100,10002762,00010,MAT000273,12398,KG,1100
100,10002763,00010,MAT000094,8508,KG,1400
100,10002764,00010,MAT000382,13828,KG,1300
100,10002765,00010,MAT000410,1500,KG,1100
100,10002766,00010,MAT000360,4851,KG,1200
100,10002767,00010,MAT000331,13531,KG,1100
100,10002768,00010,MAT000196,4540,KG,1000
100,10002769,00010,MAT000165,6296,KG,1200
100,10002770,00010,MAT000408,7811,KG,1200
100,10002771,00010,MAT000121,6713,KG,1400
100,10002772,00010,MAT000053,5183,KG,1100
100,10002773,00010,MAT000331,12639,KG,1400
100,10002774,00010,MAT000362,18195,KG,1300
100,10002775,00010,MAT000473,9668,KG,1300
100,10002776,00010,MAT000137,7064,KG,1200
100,10002777,00010,MAT000380,16652,KG,1000
100,10002778,00010,MAT000387,6343,KG,1200
100,10002779,00010,MAT000149,18212,KG,1200
100,10002780,00010,MAT000478,1412,KG,1300
100,10002781,00010,MAT000147,3018,KG,1000
100,10002782,00010,MAT000105,3430,KG,1200
100,10002783,00010,MAT000395,19517,KG,1400
100,10002784,00010,MAT000033,4886,KG,1400
100,10002785,00010,MAT000088,19887,KG,1400
100,10002786,00010,MAT000053,3673,KG,1100
100,10002787,00010,MAT000121,9919,KG,1400
100,10002788,00010,MAT000398,2026,KG,1300
100,10002789,00010,MAT000257,19529,KG,1300
100,10002790,00010,MAT000032,5513,KG,1400
100,10002791,00010,MAT000441,16232,KG,1300
100,10002792,00010,MAT000314,9601,KG,1100
100,10002793,00010,MAT000099,9470,KG,1100
100,10002794,00010,MAT000306,19750,KG,1100
100,10002795,00010,MAT000204,12333,KG,1300
100,10002796,00010,MAT000493,7904,KG,1200
100,10002797,00010,MAT000314,17015,KG,1400
100,10002798,00010,MAT000384,8342,KG,1200
100,10002799,00010,MAT000040,8018,KG,1200
100,10002800,00010,MAT000038,13518,KG,1300
100,10002801,00010,MAT000105,6386,KG,1300
100,10002802,00010,MAT000400,1230,KG,1300
100,10002803,00010,MAT000298,9333,KG,1000
100,10002804,00010,MAT000395,2079,KG,1200
100,10002805,00010,MAT000116,16300,KG,1400
100,10002806,00010,MAT000395,14254,KG,1000
100,10002807,00010,MAT000047,13627,KG,1300
100,10002808,00010,MAT000302,6467,KG,1100
100,10002809,00010,MAT000420,14636,KG,1100
100,10002810,00010,MAT000284,13868,KG,1300
100,10002811,00010,MAT000359,9231,KG,1000
100,10002812,00010,MAT000269,6161,KG,1200
100,10002813,00010,MAT000336,9839,KG,1300
100,10002814,00010,MAT000395,5770,KG,1200
100,10002815,00010,MAT000053,14306,KG,1100
100,10002816,00010,MAT000330,1787,KG,1300
100,10002817,00010,MAT000398,5257,KG,1000
100,10002818,00010,MAT000137,18410,KG,1200
100,10002819,00010,MAT000052,5784,KG,1300
100,10002820,00010,MAT000046,847,KG,1300
100,10002821,00010,MAT000284,19490,KG,1400
100,10002822,00010,MAT000394,19496,KG,1400
100,10002823,00010,MAT000036,6506,KG,1300
100,10002824,00010,MAT000387,10102,KG,1200
100,10002825,00010,MAT000164,8154,KG,1000
100,10002826,00010,MAT000395,16526,KG,1000
100,10002827,00010,MAT000204,2421,KG,1400
100,10002828,00010,MAT000478,3251,KG,1200
100,10002829,00010,MAT000284,363,KG,1100
100,10002830,00010,MAT000035,15330,KG,1100
100,10002831,00010,MAT000470,8378,KG,1200
100,10002832,00010,MAT000489,7850,KG,1100
100,10002833,00010,MAT000459,11892,KG,1200
100,10002834,00010,MAT000496,8820,KG,1000
100,10002835,00010,MAT000085,2367,KG,1400
100,10002836,00010,MAT000295,10661,KG,1100
100,10002837,00010,MAT000387,16590,KG,1400
100,10002838,00010,MAT000370,1335,KG,1000
100,10002839,00010,MAT000476,7575,KG,1200
100,10002840,00010,MAT000097,3138,KG,1100
100,10002841,00010,MAT000302,17871,KG,1100
100,10002842,00010,MAT000408,12802,KG,1100
100,10002843,00010,MAT000196,11634,KG,1400
100,10002844,00010,MAT000394,9410,KG,1300
100,10002845,00010,MAT000232,15018,KG,1200
100,10002846,00010,MAT000203,3629,KG,1000
100,10002847,00010,MAT000164,7861,KG,1400
100,10002848,00010,MAT000436,2002,KG,1300
100,10002849,00010,MAT000039,3357,KG,1400
100,10002850,00010,MAT000045,3582,KG,1300
100,10002851,00010,MAT000390,18686,KG,1000
100,10002852,00010,MAT000485,5966,KG,1100
100,10002853,00010,MAT000441,6848,KG,1300
100,10002854,00010,MAT000234,9199,KG,1100
100,10002855,00010,MAT000036,12406,KG,1000
100,10002856,00010,MAT000202,16095,KG,1100
100,10002857,00010,MAT000492,4899,KG,1100
100,10002858,00010,MAT000406,2535,KG,1200
100,10002859,00010,MAT000450,5434,KG,1300
100,10002860,00010,MAT000461,11438,KG,1400
100,10002861,00010,MAT000336,5432,KG,1400
100,10002862,00010,MAT000050,5381,KG,1400
100,10002863,00010,MAT000185,16852,KG,1000
100,10002864,00010,MAT000470,3430,KG,1000
100,10002865,00010,MAT000400,10087,KG,1000
100,10002866,00010,MAT000186,1909,KG,1000
100,10002867,00010,MAT000366,17975,KG,1400
100,10002868,00010,MAT000065,3764,KG,1300
100,10002869,00010,MAT000186,1278,KG,1400
100,10002870,00010,MAT000348,1210,KG,1200
100,10002871,00010,MAT000036,12637,KG,1100
100,10002872,00010,MAT000470,6608,KG,1300
100,10002873,00010,MAT000260,9709,KG,1400
100,10002874,00010,MAT000227,1276,KG,1000
100,10002875,00010,MAT000410,19114,KG,1400
100,10002876,00010,MAT000306,13663,KG,1300
100,10002877,00010,MAT000041,4260,KG,1100
100,10002878,00010,MAT000334,4162,KG,1100
100,10002879,00010,MAT000494,13211,KG,1400
100,10002880,00010,MAT000208,6153,KG,1300
100,10002881,00010,MAT000273,9005,KG,1400
100,10002882,00010,MAT000273,17661,KG,1100
100,10002883,00010,MAT000053,3372,KG,1400
100,10002884,00010,MAT000393,2698,KG,1000
100,10002885,00010,MAT000162,3166,KG,1000
100,10002886,00010,MAT000182,3506,KG,1200
100,10002887,00010,MAT000032,11646,KG,1100
100,10002888,00010,MAT000366,10796,KG,1300
100,10002889,00010,MAT000042,3965,KG,1400
100,10002890,00010,MAT000165,19564,KG,1000
100,10002891,00010,MAT000489,4245,KG,1100
100,10002892,00010,MAT000121,13778,KG,1000
100,10002893,00010,MAT000461,11055,KG,1000
100,10002894,00010,MAT000271,16806,KG,1400
100,10002895,00010,MAT000298,11954,KG,1300
100,10002896,00010,MAT000136,9991,KG,1100
100,10002897,00010,MAT000114,8153,KG,1200
100,10002898,00010,MAT000457,13646,KG,1100
100,10002899,00010,MAT000481,5537,KG,1000
100,10002900,00010,MAT000137,5988,KG,1000
100,10002901,00010,MAT000489,6468,KG,1200
100,10002902,00010,MAT000424,17542,KG,1300
100,10002903,00010,MAT000348,12342,KG,1300
100,10002904,00010,MAT000227,14465,KG,1400
100,10002905,00010,MAT000336,12544,KG,1300
100,10002906,00010,MAT000157,15884,KG,1200
100,10002907,00010,MAT000336,7019,KG,1200
100,10002908,00010,MAT000286,9894,KG,1000
100,10002909,00010,MAT000328,7477,KG,1000
100,10002910,00010,MAT000115,15897,KG,1100
100,10002911,00010,MAT000339,14324,KG,1300
100,10002912,00010,MAT000478,16935,KG,1300
100,10002913,00010,MAT000400,14693,KG,1200
100,10002914,00010,MAT000348,10692,KG,1300
100,10002915,00010,MAT000380,10978,KG,1400
100,10002916,00010,MAT000052,11400,KG,1300
100,10002917,00010,MAT000196,8140,KG,1100
100,10002918,00010,MAT000472,16209,KG,1100
100,10002919,00010,MAT000137,7085,KG,1100
100,10002920,00010,MAT000452,16541,KG,1000
100,10002921,00010,MAT000048,18853,KG,1400
100,10002922,00010,MAT000309,4278,KG,1000
100,10002923,00010,MAT000204,4639,KG,1200
100,10002924,00010,MAT000430,2415,KG,1400
100,10002925,00010,MAT000041,14245,KG,1100
100,10002926,00010,MAT000196,19040,KG,1100
100,10002927,00010,MAT000284,11432,KG,1400
100,10002928,00010,MAT000420,1116,KG,1300
100,10002929,00010,MAT000291,19808,KG,1100
100,10002930,00010,MAT000298,8942,KG,1400
100,10002931,00010,MAT000460,12781,KG,1400
100,10002932,00010,MAT000040,4711,KG,1400
100,10002933,00010,MAT000493,15521,KG,1100
100,10002934,00010,MAT000164,16678,KG,1000
100,10002935,00010,MAT000137,11220,KG,1400
100,10002936,00010,MAT000292,18733,KG,1200
100,10002937,00010,MAT000346,6735,KG,1100
100,10002938,00010,MAT000048,19218,KG,1200
100,10002939,00010,MAT000099,13618,KG,1300
100,10002940,00010,MAT000269,5531,KG,1200
100,10002941,00010,MAT000390,4467,KG,1200
100,10002942,00010,MAT000114,915,KG,1300
100,10002943,00010,MAT000053,5380,KG,1300
100,10002944,00010,MAT000366,4388,KG,1200
100,10002945,00010,MAT000136,5985,KG,1200
100,10002946,00010,MAT000098,1665,KG,1300
100,10002947,00010,MAT000384,17808,KG,1100
100,10002948,00010,MAT000380,15270,KG,1100
100,10002949,00010,MAT000438,10904,KG,1300
100,10002950,00010,MAT000472,7607,KG,1300
100,10002951,00010,MAT000240,9314,KG,1000
100,10002952,00010,MAT000165,8135,KG,1400
100,10002953,00010,MAT000043,15569,KG,1200
100,10002954,00010,MAT000094,15069,KG,1100
100,10002955,00010,MAT000452,14072,KG,1200
100,10002956,00010,MAT000456,6104,KG,1400
100,10002957,00010,MAT000050,17425,KG,1200
100,10002958,00010,MAT000045,14175,KG,1000
100,10002959,00010,MAT000407,11143,KG,1300
100,10002960,00010,MAT000269,18377,KG,1400
100,10002961,00010,MAT000037,2028,KG,1200
100,10002962,00010,MAT000088,6816,KG,1400
100,10002963,00010,MAT000079,6853,KG,1300
100,10002964,00010,MAT000229,2779,KG,1000
100,10002965,00010,MAT000269,13007,KG,1400
100,10002966,00010,MAT000456,11106,KG,1300
100,10002967,00010,MAT000203,19907,KG,1000
100,10002968,00010,MAT000052,4070,KG,1200
100,10002969,00010,MAT000389,11849,KG,1100
100,10002970,00010,MAT000410,13564,KG,1400
100,10002971,00010,MAT000456,2660,KG,1200
100,10002972,00010,MAT000498,9912,KG,1200
100,10002973,00010,MAT000481,8527,KG,1300
100,10002974,00010,MAT000307,9336,KG,1400
100,10002975,00010,MAT000494,8383,KG,1400
100,10002976,00010,MAT000460,12673,KG,1200
100,10002977,00010,MAT000081,2506,KG,1000
100,10002978,00010,MAT000384,15178,KG,1200
100,10002979,00010,MAT000288,6747,KG,1400
100,10002980,00010,MAT000452,5450,KG,1000
100,10002981,00010,MAT000360,2916,KG,1400
100,10002982,00010,MAT000202,4660,KG,1100
100,10002983,00010,MAT000202,16300,KG,1000
100,10002984,00010,MAT000382,7642,KG,1100
100,10002985,00010,MAT000037,4449,KG,1200
100,10002986,00010,MAT000136,2390,KG,1300
100,10002987,00010,MAT000389,15826,KG,1200
100,10002988,00010,MAT000366,17064,KG,1400
100,10002989,00010,MAT000476,13900,KG,1100
100,10002990,00010,MAT000079,17732,KG,1100
100,10002991,00010,MAT000051,8773,KG,1000
100,10002992,00010,MAT000410,4408,KG,1100
100,10002993,00010,MAT000162,16381,KG,1400
100,10002994,00010,MAT000049,596,KG,1400
100,10002995,00010,MAT000049,6679,KG,1100
100,10002996,00010,MAT000186,5207,KG,1400
100,10002997,00010,MAT000480,10535,KG,1000
100,10002998,00010,MAT000409,18456,KG,1000
100,10002999,00010,MAT000498,3595,KG,1300
100,10003000,00010,MAT000380,16189,KG,1300
100,10003001,00010,MAT000207,18868,KG,1100
100,10003002,00010,MAT000489,11043,KG,1000
100,10003003,00010,MAT000461,1717,KG,1400
100,10003004,00010,MAT000398,7956,KG,1000
100,10003005,00010,MAT000157,9598,KG,1200
100,10003006,00010,MAT000115,19051,KG,1000
100,10003007,00010,MAT000460,4985,KG,1200
100,10003008,00010,MAT000373,7791,KG,1300
100,10003009,00010,MAT000494,18702,KG,1000
100,10003010,00010,MAT000136,18170,KG,1300
100,10003011,00010,MAT000043,12299,KG,1400
100,10003012,00010,MAT000388,19247,KG,1200
100,10003013,00010,MAT000038,13087,KG,1000
100,10003014,00010,MAT000390,12591,KG,1000
100,10003015,00010,MAT000252,7751,KG,1100
100,10003016,00010,MAT000223,5289,KG,1200
100,10003017,00010,MAT000389,18160,KG,1200
100,10003018,00010,MAT000260,14212,KG,1300
100,10003019,00010,MAT000045,19871,KG,1100
100,10003020,00010,MAT000302,13397,KG,1100
100,10003021,00010,MAT000481,14373,KG,1100
100,10003022,00010,MAT000227,848,KG,1400
100,10003023,00010,MAT000306,14269,KG,1200
100,10003024,00010,MAT000394,8355,KG,1300
100,10003025,00010,MAT000141,2706,KG,1100
100,10003026,00010,MAT000085,14208,KG,1100
100,10003027,00010,MAT000442,1570,KG,1200
100,10003028,00010,MAT000424,17464,KG,1100
100,10003029,00010,MAT000400,8083,KG,1300
100,10003030,00010,MAT000307,6375,KG,1300
100,10003031,00010,MAT000336,19250,KG,1400
100,10003032,00010,MAT000185,14844,KG,1300
100,10003033,00010,MAT000346,6945,KG,1200
100,10003034,00010,MAT000382,15886,KG,1300
100,10003035,00010,MAT000212,18492,KG,1100
100,10003036,00010,MAT000496,16067,KG,1400
100,10003037,00010,MAT000051,17017,KG,1400
100,10003038,00010,MAT000045,120,KG,1200
100,10003039,00010,MAT000032,16284,KG,1200
100,10003040,00010,MAT000481,4627,KG,1400
100,10003041,00010,MAT000209,12805,KG,1400
100,10003042,00010,MAT000116,16049,KG,1000
100,10003043,00010,MAT000121,13219,KG,1300
100,10003044,00010,MAT000234,17206,KG,1300
100,10003045,00010,MAT000331,3967,KG,1300
100,10003046,00010,MAT000047,174,KG,1100
100,10003047,00010,MAT000321,19172,KG,1200
100,10003048,00010,MAT000288,11264,KG,1200
100,10003049,00010,MAT000115,10938,KG,1400
100,10003050,00010,MAT000047,6976,KG,1200
100,10003051,00010,MAT000457,7519,KG,1200
100,10003052,00010,MAT000420,17002,KG,1000
100,10003053,00010,MAT000485,2290,KG,1200
100,10003054,00010,MAT000408,2724,KG,1000
100,10003055,00010,MAT000036,12784,KG,1400
100,10003056,00010,MAT000321,14941,KG,1300
100,10003057,00010,MAT000051,11250,KG,1000
100,10003058,00010,MAT000096,12324,KG,1400
100,10003059,00010,MAT000032,15753,KG,1300
100,10003060,00010,MAT000196,2014,KG,1300
100,10003061,00010,MAT000438,12774,KG,1300
100,10003062,00010,MAT000334,9627,KG,1100
100,10003063,00010,MAT000045,12503,KG,1000
100,10003064,00010,MAT000223,10005,KG,1100
100,10003065,00010,MAT000034,14581,KG,1100
100,10003066,00010,MAT000360,828,KG,1400
100,10003067,00010,MAT000448,3345,KG,1200
100,10003068,00010,MAT000478,8063,KG,1400
100,10003069,00010,MAT000039,12680,KG,1100
100,10003070,00010,MAT000081,9403,KG,1200
100,10003071,00010,MAT000227,18170,KG,1300
