MANDT,DTNUM,DTLINE,DELKZ,PLESSION,MESSION,MEINS
100,000000000254,0002,,20241113,99.811,EA
100,000000000254,0003,,20241216,53.034,EA
100,000000000254,0004,,20230804,90.477,EA
100,000000000254,0005,,20241128,40.327,EA
100,000000000255,0001,,20241101,18.581,EA
100,000000000255,0002,,20240418,57.439,EA
100,000000000255,0003,,20220323,67.544,EA
100,000000000255,0004,,20231201,11.337,EA
100,000000000255,0005,,20241113,9.806,EA
100,000000000256,0001,,20220220,40.646,EA
100,000000000256,0002,,20230919,51.659,EA
100,000000000256,0003,,20230615,83.626,EA
100,000000000256,0004,,20230315,67.489,EA
100,000000000256,0005,,20220812,28.789,EA
100,000000000257,0001,,20230909,26.705,EA
100,000000000257,0002,,20240702,75.963,EA
100,000000000257,0003,,20230531,44.987,EA
100,000000000257,0004,,20231014,30.078,EA
100,000000000257,0005,,20240922,4.264,EA
100,000000000258,0001,,20220619,91.308,EA
100,000000000258,0002,,20241013,52.246,EA
100,000000000258,0003,,20230628,30.692,EA
100,000000000258,0004,,20240517,44.117,EA
100,000000000258,0005,,20230907,42.686,EA
100,000000000259,0001,,20220216,5.253,EA
100,000000000259,0002,,20220621,79.896,EA
100,000000000259,0003,,20220604,97.558,EA
100,000000000259,0004,,20220427,28.291,EA
100,000000000259,0005,,20240823,60.716,EA
100,000000000260,0001,,20220826,68.738,EA
100,000000000260,0002,,20240908,59.92,EA
100,000000000260,0003,,20230805,52.564,EA
100,000000000260,0004,,20221212,38.649,EA
100,000000000260,0005,,20230729,92.523,EA
100,000000000261,0001,,20240223,99.132,EA
100,000000000261,0002,,20240405,62.415,EA
100,000000000261,0003,,20230629,20.393,EA
100,000000000261,0004,,20231028,77.995,EA
100,000000000261,0005,,20230519,96.489,EA
100,000000000262,0001,,20220121,64.87,EA
100,000000000262,0002,,20230626,57.54,EA
100,000000000262,0003,,20221126,13.221,EA
100,000000000262,0004,,20220223,80.9,EA
100,000000000262,0005,,20240608,97.008,EA
100,000000000263,0001,,20230324,35.619,EA
100,000000000263,0002,,20231109,25.172,EA
100,000000000263,0003,,20220913,3.837,EA
100,000000000263,0004,,20230804,68.216,EA
100,000000000263,0005,,20231217,76.127,EA
100,000000000264,0001,,20231113,25.595,EA
100,000000000264,0002,,20231001,31.159,EA
100,000000000264,0003,,20240227,66.848,EA
100,000000000264,0004,,20240211,4.489,EA
100,000000000264,0005,,20220528,6.738,EA
100,000000000265,0001,,20230117,29.567,EA
100,000000000265,0002,,20230306,1.343,EA
100,000000000265,0003,,20230412,38.383,EA
100,000000000265,0004,,20230818,30.345,EA
100,000000000265,0005,,20220328,85.282,EA
100,000000000266,0001,,20241111,57.338,EA
100,000000000266,0002,,20230216,97.384,EA
100,000000000266,0003,,20220302,54.545,EA
100,000000000266,0004,,20230509,27.766,EA
100,000000000266,0005,,20241016,44.181,EA
100,000000000267,0001,,20220517,33.117,EA
100,000000000267,0002,,20240907,10.938,EA
100,000000000267,0003,,20241130,74.916,EA
100,000000000267,0004,,20220526,99.127,EA
100,000000000267,0005,,20240406,70.745,EA
100,000000000268,0001,,20241111,30.463,EA
100,000000000268,0002,,20230922,57.389,EA
100,000000000268,0003,,20231201,3.469,EA
100,000000000268,0004,,20220505,60.53,EA
100,000000000268,0005,,20231117,28.71,EA
100,000000000269,0001,,20220808,42.305,EA
100,000000000269,0002,,20221018,42.316,EA
100,000000000269,0003,,20240915,76.663,EA
100,000000000269,0004,,20240609,84.309,EA
100,000000000269,0005,,20240815,2.602,EA
100,000000000270,0001,,20220226,9.557,EA
100,000000000270,0002,,20240103,62.264,EA
100,000000000270,0003,,20230630,9.817,EA
100,000000000270,0004,,20230401,73.39,EA
100,000000000270,0005,,20230301,51.243,EA
100,000000000271,0001,,20220619,36.648,EA
100,000000000271,0002,,20220127,78.278,EA
100,000000000271,0003,,20230305,78.645,EA
100,000000000271,0004,,20240910,83.727,EA
100,000000000271,0005,,20240810,82.815,EA
100,000000000272,0001,,20240118,96.62,EA
100,000000000272,0002,,20230308,90.519,EA
100,000000000272,0003,,20220404,91.799,EA
100,000000000272,0004,,20220911,39.283,EA
100,000000000272,0005,,20230806,52.765,EA
100,000000000273,0001,,20230316,99.372,EA
100,000000000273,0002,,20230222,25.465,EA
100,000000000273,0003,,20220810,62.464,EA
100,000000000273,0004,,20240617,36.3,EA
100,000000000273,0005,,20220605,3.581,EA
100,000000000274,0001,,20220417,20.124,EA
100,000000000274,0002,,20230726,56.41,EA
100,000000000274,0003,,20221126,40.402,EA
100,000000000274,0004,,20220214,37.323,EA
100,000000000274,0005,,20220401,85.809,EA
100,000000000275,0001,,20221209,35.905,EA
100,000000000275,0002,,20230409,91.621,EA
100,000000000275,0003,,20240213,46.906,EA
100,000000000275,0004,,20231117,29.439,EA
100,000000000275,0005,,20220717,99.037,EA
100,000000000276,0001,,20220706,89.0,EA
100,000000000276,0002,,20221006,44.35,EA
100,000000000276,0003,,20230716,32.169,EA
100,000000000276,0004,,20240409,63.61,EA
100,000000000276,0005,,20231121,17.442,EA
100,000000000277,0001,,20220808,41.77,EA
100,000000000277,0002,,20221124,16.692,EA
100,000000000277,0003,,20230711,66.874,EA
100,000000000277,0004,,20220727,86.213,EA
100,000000000277,0005,,20220511,77.999,EA
100,000000000278,0001,,20230410,52.894,EA
100,000000000278,0002,,20231221,70.355,EA
100,000000000278,0003,,20220223,99.5,EA
100,000000000278,0004,,20220715,96.625,EA
100,000000000278,0005,,20220804,35.727,EA
100,000000000279,0001,,20220115,35.9,EA
100,000000000279,0002,,20220115,96.854,EA
100,000000000279,0003,,20220117,69.648,EA
100,000000000279,0004,,20220426,32.081,EA
100,000000000279,0005,,20220627,85.347,EA
100,000000000280,0001,,20231001,63.22,EA
100,000000000280,0002,,20240430,88.968,EA
100,000000000280,0003,,20221027,4.754,EA
100,000000000280,0004,,20230912,52.513,EA
100,000000000280,0005,,20230812,76.987,EA
100,000000000281,0001,,20231016,77.938,EA
100,000000000281,0002,,20241122,97.85,EA
100,000000000281,0003,,20240219,41.329,EA
100,000000000281,0004,,20240823,78.519,EA
100,000000000281,0005,,20240528,1.609,EA
100,000000000282,0001,,20240521,67.574,EA
100,000000000282,0002,,20241029,91.789,EA
100,000000000282,0003,,20220404,17.048,EA
100,000000000282,0004,,20240520,38.02,EA
100,000000000282,0005,,20240520,61.586,EA
100,000000000283,0001,,20220225,31.936,EA
100,000000000283,0002,,20240802,41.433,EA
100,000000000283,0003,,20230913,74.971,EA
100,000000000283,0004,,20230514,46.466,EA
100,000000000283,0005,,20240416,6.849,EA
100,000000000284,0001,,20221007,36.854,EA
100,000000000284,0002,,20221208,53.179,EA
100,000000000284,0003,,20241106,16.129,EA
100,000000000284,0004,,20241014,83.999,EA
100,000000000284,0005,,20231225,71.414,EA
100,000000000285,0001,,20220524,81.448,EA
100,000000000285,0002,,20241022,52.842,EA
100,000000000285,0003,,20220720,10.595,EA
100,000000000285,0004,,20241114,3.588,EA
100,000000000285,0005,,20220704,96.464,EA
100,000000000286,0001,,20230317,90.111,EA
100,000000000286,0002,,20230422,52.732,EA
100,000000000286,0003,,20220706,99.037,EA
100,000000000286,0004,,20230512,30.62,EA
100,000000000286,0005,,20220729,54.145,EA
100,000000000287,0001,,20231215,16.992,EA
100,000000000287,0002,,20220408,18.927,EA
100,000000000287,0003,,20240130,28.34,EA
100,000000000287,0004,,20220725,66.769,EA
100,000000000287,0005,,20230831,12.45,EA
100,000000000288,0001,,20220519,64.456,EA
100,000000000288,0002,,20230514,28.481,EA
100,000000000288,0003,,20230122,65.321,EA
100,000000000288,0004,,20230523,10.966,EA
100,000000000288,0005,,20220805,9.434,EA
100,000000000289,0001,,20221006,58.575,EA
100,000000000289,0002,,20221123,54.502,EA
100,000000000289,0003,,20221018,34.878,EA
100,000000000289,0004,,20221228,84.404,EA
100,000000000289,0005,,20230728,19.682,EA
100,000000000290,0001,,20230328,22.263,EA
100,000000000290,0002,,20231030,56.931,EA
100,000000000290,0003,,20240826,49.164,EA
100,000000000290,0004,,20230610,6.68,EA
100,000000000290,0005,,20230530,74.654,EA
100,000000000291,0001,,20240615,41.797,EA
100,000000000291,0002,,20230817,81.651,EA
100,000000000291,0003,,20241222,83.049,EA
100,000000000291,0004,,20220906,37.512,EA
100,000000000291,0005,,20220813,30.019,EA
100,000000000292,0001,,20230917,49.289,EA
100,000000000292,0002,,20230311,47.109,EA
100,000000000292,0003,,20220807,46.962,EA
100,000000000292,0004,,20230202,66.641,EA
100,000000000292,0005,,20220501,40.47,EA
100,000000000293,0001,,20220301,35.015,EA
100,000000000293,0002,,20230516,47.937,EA
100,000000000293,0003,,20230804,46.401,EA
100,000000000293,0004,,20241129,32.622,EA
100,000000000293,0005,,20221204,93.856,EA
100,000000000294,0001,,20241017,94.515,EA
100,000000000294,0002,,20231204,82.634,EA
100,000000000294,0003,,20230727,4.312,EA
100,000000000294,0004,,20230427,81.233,EA
100,000000000294,0005,,20220804,37.131,EA
100,000000000295,0001,,20241226,63.221,EA
100,000000000295,0002,,20241105,52.128,EA
100,000000000295,0003,,20230912,66.389,EA
100,000000000295,0004,,20240630,80.543,EA
100,000000000295,0005,,20230215,11.785,EA
100,000000000296,0001,,20221128,39.985,EA
100,000000000296,0002,,20220916,75.44,EA
100,000000000296,0003,,20220917,50.623,EA
100,000000000296,0004,,20231212,83.809,EA
100,000000000296,0005,,20231125,77.852,EA
100,000000000297,0001,,20240124,24.195,EA
100,000000000297,0002,,20221208,85.408,EA
100,000000000297,0003,,20230805,93.263,EA
100,000000000297,0004,,20221123,76.541,EA
100,000000000297,0005,,20240129,30.629,EA
100,000000000298,0001,,20240804,63.066,EA
100,000000000298,0002,,20220306,8.604,EA
100,000000000298,0003,,20230329,42.886,EA
100,000000000298,0004,,20220323,47.119,EA
100,000000000298,0005,,20240513,18.811,EA
100,000000000299,0001,,20230614,4.395,EA
100,000000000299,0002,,20231004,43.334,EA
100,000000000299,0003,,20240120,5.065,EA
100,000000000299,0004,,20230910,26.258,EA
100,000000000299,0005,,20240423,77.928,EA
100,000000000300,0001,,20240718,54.884,EA
100,000000000300,0002,,20240422,55.21,EA
100,000000000300,0003,,20240806,55.972,EA
100,000000000300,0004,,20230915,72.527,EA
100,000000000300,0005,,20240815,94.161,EA
100,000000000301,0001,,20241214,28.981,EA
100,000000000301,0002,,20241005,33.317,EA
100,000000000301,0003,,20240203,97.766,EA
100,000000000301,0004,,20230105,59.823,EA
100,000000000301,0005,,20240607,96.234,EA
100,000000000302,0001,,20220214,12.498,EA
100,000000000302,0002,,20220706,75.162,EA
100,000000000302,0003,,20231006,46.313,EA
100,000000000302,0004,,20240522,73.758,EA
100,000000000302,0005,,20241117,32.385,EA
100,000000000303,0001,,20241214,97.723,EA
100,000000000303,0002,,20220702,33.372,EA
100,000000000303,0003,,20220117,8.022,EA
100,000000000303,0004,,20240708,45.919,EA
100,000000000303,0005,,20230321,65.156,EA
100,000000000304,0001,,20231015,80.052,EA
100,000000000304,0002,,20220515,12.647,EA
100,000000000304,0003,,20240118,28.481,EA
100,000000000304,0004,,20220420,13.753,EA
100,000000000304,0005,,20220709,25.318,EA
100,000000000305,0001,,20231202,18.684,EA
100,000000000305,0002,,20221126,86.311,EA
100,000000000305,0003,,20220206,44.072,EA
100,000000000305,0004,,20220811,20.369,EA
100,000000000305,0005,,20230608,50.052,EA
100,000000000306,0001,,20240420,5.1,EA
100,000000000306,0002,,20230601,78.472,EA
100,000000000306,0003,,20230205,19.058,EA
100,000000000306,0004,,20240912,80.777,EA
100,000000000306,0005,,20240228,59.231,EA
100,000000000307,0001,,20230403,93.418,EA
100,000000000307,0002,,20240211,99.967,EA
100,000000000307,0003,,20240221,17.822,EA
100,000000000307,0004,,20220808,58.899,EA
100,000000000307,0005,,20240226,54.285,EA
100,000000000308,0001,,20230122,37.618,EA
100,000000000308,0002,,20220824,8.477,EA
100,000000000308,0003,,20231017,77.252,EA
100,000000000308,0004,,20220113,44.342,EA
100,000000000308,0005,,20240109,50.443,EA
100,000000000309,0001,,20230114,30.286,EA
100,000000000309,0002,,20221023,24.452,EA
100,000000000309,0003,,20240415,35.281,EA
100,000000000309,0004,,20241009,49.993,EA
100,000000000309,0005,,20230601,49.664,EA
100,000000000310,0001,,20221123,5.535,EA
100,000000000310,0002,,20220302,94.158,EA
100,000000000310,0003,,20231121,38.367,EA
100,000000000310,0004,,20240124,27.987,EA
100,000000000310,0005,,20220507,34.77,EA
100,000000000311,0001,,20220309,21.388,EA
100,000000000311,0002,,20231017,32.661,EA
100,000000000311,0003,,20221119,23.989,EA
100,000000000311,0004,,20241126,99.846,EA
100,000000000311,0005,,20240717,47.699,EA
100,000000000312,0001,,20230406,18.528,EA
100,000000000312,0002,,20230329,72.292,EA
100,000000000312,0003,,20230423,42.018,EA
100,000000000312,0004,,20221216,77.248,EA
100,000000000312,0005,,20230619,62.519,EA
100,000000000313,0001,,20240113,4.109,EA
100,000000000313,0002,,20230720,97.884,EA
100,000000000313,0003,,20240119,26.606,EA
100,000000000313,0004,,20230623,30.917,EA
100,000000000313,0005,,20230531,30.411,EA
100,000000000314,0001,,20230714,61.728,EA
100,000000000314,0002,,20230428,52.909,EA
100,000000000314,0003,,20240422,88.546,EA
100,000000000314,0004,,20221226,60.51,EA
100,000000000314,0005,,20221203,64.597,EA
100,000000000315,0001,,20240130,19.165,EA
100,000000000315,0002,,20231220,84.161,EA
100,000000000315,0003,,20240614,87.759,EA
100,000000000315,0004,,20240502,6.438,EA
100,000000000315,0005,,20230817,44.05,EA
100,000000000316,0001,,20240709,59.572,EA
100,000000000316,0002,,20220424,74.946,EA
100,000000000316,0003,,20240829,25.198,EA
100,000000000316,0004,,20230201,86.984,EA
100,000000000316,0005,,20240815,48.972,EA
100,000000000317,0001,,20220704,80.44,EA
100,000000000317,0002,,20240414,15.338,EA
100,000000000317,0003,,20221118,56.057,EA
100,000000000317,0004,,20220519,13.848,EA
100,000000000317,0005,,20230429,76.47,EA
100,000000000318,0001,,20240612,41.353,EA
100,000000000318,0002,,20230617,32.818,EA
100,000000000318,0003,,20241107,79.232,EA
100,000000000318,0004,,20231224,39.456,EA
100,000000000318,0005,,20220627,29.021,EA
100,000000000319,0001,,20240429,13.84,EA
100,000000000319,0002,,20240225,57.561,EA
100,000000000319,0003,,20230503,84.883,EA
100,000000000319,0004,,20240725,18.615,EA
100,000000000319,0005,,20230827,68.073,EA
100,000000000320,0001,,20230429,58.324,EA
100,000000000320,0002,,20231002,88.92,EA
100,000000000320,0003,,20240407,10.063,EA
100,000000000320,0004,,20240503,3.83,EA
100,000000000320,0005,,20230131,80.076,EA
100,000000000321,0001,,20230608,34.589,EA
100,000000000321,0002,,20241212,97.011,EA
100,000000000321,0003,,20221106,45.6,EA
100,000000000321,0004,,20241126,71.095,EA
100,000000000321,0005,,20221023,77.585,EA
100,000000000322,0001,,20240710,46.177,EA
100,000000000322,0002,,20220413,32.533,EA
100,000000000322,0003,,20241226,73.569,EA
100,000000000322,0004,,20231003,30.446,EA
100,000000000322,0005,,20241129,53.171,EA
100,000000000323,0001,,20220329,4.67,EA
100,000000000323,0002,,20220312,83.736,EA
100,000000000323,0003,,20240704,68.657,EA
100,000000000323,0004,,20220528,34.254,EA
100,000000000323,0005,,20240528,36.934,EA
100,000000000324,0001,,20230408,65.085,EA
100,000000000324,0002,,20230610,90.257,EA
100,000000000324,0003,,20240418,98.621,EA
100,000000000324,0004,,20221231,89.999,EA
100,000000000324,0005,,20230403,45.192,EA
100,000000000325,0001,,20241003,16.157,EA
100,000000000325,0002,,20230924,20.751,EA
100,000000000325,0003,,20231114,89.007,EA
100,000000000325,0004,,20221112,71.989,EA
100,000000000325,0005,,20230923,56.042,EA
100,000000000326,0001,,20220507,84.846,EA
100,000000000326,0002,,20220920,2.465,EA
100,000000000326,0003,,20221025,23.477,EA
100,000000000326,0004,,20240517,94.791,EA
100,000000000326,0005,,20230915,22.794,EA
100,000000000327,0001,,20220706,70.88,EA
100,000000000327,0002,,20241210,34.331,EA
100,000000000327,0003,,20220728,23.402,EA
100,000000000327,0004,,20230629,4.886,EA
100,000000000327,0005,,20230621,51.246,EA
100,000000000328,0001,,20220309,6.567,EA
100,000000000328,0002,,20220913,8.128,EA
100,000000000328,0003,,20220331,88.806,EA
100,000000000328,0004,,20221130,8.902,EA
100,000000000328,0005,,20240825,15.789,EA
100,000000000329,0001,,20230304,6.442,EA
100,000000000329,0002,,20241113,34.151,EA
100,000000000329,0003,,20240108,45.964,EA
100,000000000329,0004,,20220410,93.057,EA
100,000000000329,0005,,20240118,55.133,EA
100,000000000330,0001,,20220501,99.254,EA
100,000000000330,0002,,20240819,65.562,EA
100,000000000330,0003,,20220211,74.378,EA
100,000000000330,0004,,20221225,80.931,EA
100,000000000330,0005,,20221206,77.771,EA
100,000000000331,0001,,20220320,71.29,EA
100,000000000331,0002,,20241224,27.561,EA
100,000000000331,0003,,20230629,20.691,EA
100,000000000331,0004,,20220304,4.073,EA
100,000000000331,0005,,20240322,46.923,EA
100,000000000332,0001,,20230923,51.373,EA
100,000000000332,0002,,20220810,8.604,EA
100,000000000332,0003,,20230401,11.225,EA
100,000000000332,0004,,20240526,56.517,EA
100,000000000332,0005,,20231005,43.137,EA
100,000000000333,0001,,20230719,11.142,EA
100,000000000333,0002,,20240208,56.576,EA
100,000000000333,0003,,20230313,73.153,EA
100,000000000333,0004,,20220407,19.327,EA
100,000000000333,0005,,20220225,70.463,EA
100,000000000334,0001,,20220304,46.66,EA
100,000000000334,0002,,20231210,70.351,EA
100,000000000334,0003,,20220514,84.252,EA
100,000000000334,0004,,20231016,12.579,EA
100,000000000334,0005,,20220716,44.881,EA
100,000000000335,0001,,20230627,30.385,EA
100,000000000335,0002,,20240926,60.744,EA
100,000000000335,0003,,20230914,66.569,EA
100,000000000335,0004,,20230427,78.025,EA
100,000000000335,0005,,20231210,65.794,EA
100,000000000336,0001,,20220306,1.469,EA
100,000000000336,0002,,20230304,85.02,EA
100,000000000336,0003,,20220613,38.618,EA
100,000000000336,0004,,20230924,41.788,EA
100,000000000336,0005,,20230424,91.326,EA
100,000000000337,0001,,20230721,32.894,EA
100,000000000337,0002,,20220622,75.381,EA
100,000000000337,0003,,20230516,29.812,EA
100,000000000337,0004,,20221022,84.318,EA
100,000000000337,0005,,20220329,9.463,EA
100,000000000338,0001,,20220814,72.652,EA
100,000000000338,0002,,20221107,91.422,EA
100,000000000338,0003,,20220902,84.46,EA
100,000000000338,0004,,20230702,53.56,EA
100,000000000338,0005,,20240131,85.662,EA
100,000000000339,0001,,20230318,9.35,EA
100,000000000339,0002,,20241124,92.772,EA
100,000000000339,0003,,20230407,20.369,EA
100,000000000339,0004,,20241227,40.027,EA
100,000000000339,0005,,20221230,23.527,EA
100,000000000340,0001,,20241210,87.243,EA
100,000000000340,0002,,20220630,64.536,EA
100,000000000340,0003,,20241022,46.572,EA
100,000000000340,0004,,20240627,67.395,EA
100,000000000340,0005,,20230311,91.312,EA
100,000000000341,0001,,20241224,56.501,EA
100,000000000341,0002,,20230928,59.205,EA
100,000000000341,0003,,20220130,63.876,EA
100,000000000341,0004,,20240218,73.366,EA
100,000000000341,0005,,20221202,16.856,EA
100,000000000342,0001,,20240625,75.585,EA
100,000000000342,0002,,20220626,59.427,EA
100,000000000342,0003,,20230406,44.357,EA
100,000000000342,0004,,20240704,27.605,EA
100,000000000342,0005,,20240405,9.209,EA
100,000000000343,0001,,20221222,27.6,EA
100,000000000343,0002,,20240403,62.335,EA
100,000000000343,0003,,20240916,15.249,EA
100,000000000343,0004,,20240317,9.389,EA
100,000000000343,0005,,20240530,5.354,EA
100,000000000344,0001,,20240617,33.305,EA
100,000000000344,0002,,20221112,96.714,EA
100,000000000344,0003,,20240825,41.61,EA
100,000000000344,0004,,20240130,88.984,EA
100,000000000344,0005,,20220324,14.698,EA
100,000000000345,0001,,20220607,65.718,EA
100,000000000345,0002,,20230313,2.568,EA
100,000000000345,0003,,20240307,55.835,EA
100,000000000345,0004,,20231002,2.358,EA
100,000000000345,0005,,20231013,90.821,EA
100,000000000346,0001,,20240523,92.34,EA
100,000000000346,0002,,20221129,54.917,EA
100,000000000346,0003,,20220929,97.133,EA
100,000000000346,0004,,20230327,66.044,EA
100,000000000346,0005,,20240921,76.51,EA
100,000000000347,0001,,20220826,86.202,EA
100,000000000347,0002,,20231114,49.112,EA
100,000000000347,0003,,20230620,38.633,EA
100,000000000347,0004,,20220529,31.846,EA
100,000000000347,0005,,20230814,42.703,EA
100,000000000348,0001,,20240331,15.296,EA
100,000000000348,0002,,20240223,24.786,EA
100,000000000348,0003,,20220523,28.876,EA
100,000000000348,0004,,20230713,73.092,EA
100,000000000348,0005,,20231113,11.447,EA
100,000000000349,0001,,20230623,96.128,EA
100,000000000349,0002,,20240225,46.598,EA
100,000000000349,0003,,20230925,20.752,EA
100,000000000349,0004,,20220715,96.074,EA
100,000000000349,0005,,20220724,51.273,EA
100,000000000350,0001,,20220930,55.502,EA
100,000000000350,0002,,20240516,38.046,EA
100,000000000350,0003,,20230225,91.852,EA
100,000000000350,0004,,20220803,10.431,EA
100,000000000350,0005,,20221104,87.319,EA
100,000000000351,0001,,20240708,14.248,EA
100,000000000351,0002,,20240420,36.637,EA
100,000000000351,0003,,20220127,77.954,EA
100,000000000351,0004,,20230207,60.511,EA
100,000000000351,0005,,20230224,84.332,EA
100,000000000352,0001,,20220420,42.975,EA
100,000000000352,0002,,20241020,24.775,EA
100,000000000352,0003,,20220919,15.47,EA
100,000000000352,0004,,20241127,7.941,EA
100,000000000352,0005,,20220101,75.974,EA
100,000000000353,0001,,20240920,81.15,EA
100,000000000353,0002,,20241130,57.092,EA
100,000000000353,0003,,20221102,5.589,EA
100,000000000353,0004,,20220729,33.361,EA
100,000000000353,0005,,20220113,8.263,EA
100,000000000354,0001,,20230913,32.222,EA
100,000000000354,0002,,20240214,57.213,EA
100,000000000354,0003,,20240415,94.197,EA
100,000000000354,0004,,20240416,69.73,EA
100,000000000354,0005,,20241005,6.592,EA
100,000000000355,0001,,20220823,86.704,EA
100,000000000355,0002,,20220824,88.519,EA
100,000000000355,0003,,20241104,2.289,EA
100,000000000355,0004,,20240708,47.037,EA
100,000000000355,0005,,20220321,64.259,EA
100,000000000356,0001,,20230806,69.142,EA
100,000000000356,0002,,20220118,12.043,EA
100,000000000356,0003,,20241217,14.763,EA
100,000000000356,0004,,20230526,44.355,EA
100,000000000356,0005,,20230216,79.486,EA
100,000000000357,0001,,20230126,65.764,EA
100,000000000357,0002,,20230220,99.489,EA
100,000000000357,0003,,20241224,95.767,EA
100,000000000357,0004,,20231203,8.552,EA
100,000000000357,0005,,20240629,98.121,EA
100,000000000358,0001,,20221127,22.784,EA
100,000000000358,0002,,20230628,58.203,EA
100,000000000358,0003,,20230814,95.656,EA
100,000000000358,0004,,20230922,84.48,EA
100,000000000358,0005,,20230504,62.788,EA
100,000000000359,0001,,20241212,82.735,EA
100,000000000359,0002,,20230812,71.533,EA
100,000000000359,0003,,20230715,90.585,EA
100,000000000359,0004,,20220425,20.475,EA
100,000000000359,0005,,20231023,40.289,EA
100,000000000360,0001,,20230702,14.988,EA
100,000000000360,0002,,20230111,32.121,EA
100,000000000360,0003,,20220731,42.725,EA
100,000000000360,0004,,20231129,54.624,EA
100,000000000360,0005,,20240521,83.319,EA
100,000000000361,0001,,20220410,66.814,EA
100,000000000361,0002,,20240731,80.106,EA
100,000000000361,0003,,20231230,42.598,EA
100,000000000361,0004,,20230623,17.803,EA
100,000000000361,0005,,20230409,46.915,EA
100,000000000362,0001,,20241023,64.282,EA
100,000000000362,0002,,20220630,61.029,EA
100,000000000362,0003,,20240712,53.135,EA
100,000000000362,0004,,20231022,47.248,EA
100,000000000362,0005,,20220415,14.456,EA
100,000000000363,0001,,20220522,47.086,EA
100,000000000363,0002,,20240424,28.779,EA
100,000000000363,0003,,20240908,48.283,EA
100,000000000363,0004,,20240831,20.014,EA
100,000000000363,0005,,20230117,36.669,EA
100,000000000364,0001,,20241008,82.318,EA
100,000000000364,0002,,20220625,30.538,EA
100,000000000364,0003,,20240419,27.799,EA
100,000000000364,0004,,20241027,43.059,EA
100,000000000364,0005,,20220905,82.28,EA
100,000000000365,0001,,20220105,70.795,EA
100,000000000365,0002,,20230803,12.481,EA
100,000000000365,0003,,20241109,70.444,EA
100,000000000365,0004,,20230904,25.149,EA
100,000000000365,0005,,20230311,91.92,EA
100,000000000366,0001,,20230626,13.71,EA
100,000000000366,0002,,20230118,72.142,EA
100,000000000366,0003,,20230515,74.66,EA
100,000000000366,0004,,20231015,75.581,EA
100,000000000366,0005,,20230216,92.546,EA
100,000000000367,0001,,20240320,33.567,EA
100,000000000367,0002,,20220805,56.422,EA
100,000000000367,0003,,20230408,71.212,EA
100,000000000367,0004,,20240211,4.84,EA
100,000000000367,0005,,20221226,90.878,EA
100,000000000368,0001,,20230911,36.269,EA
100,000000000368,0002,,20230122,14.002,EA
100,000000000368,0003,,20230410,41.114,EA
100,000000000368,0004,,20241231,45.274,EA
100,000000000368,0005,,20220811,99.668,EA
100,000000000369,0001,,20231118,87.014,EA
100,000000000369,0002,,20221101,87.995,EA
100,000000000369,0003,,20220903,47.428,EA
100,000000000369,0004,,20220125,31.644,EA
100,000000000369,0005,,20220708,1.687,EA
100,000000000370,0001,,20240321,11.211,EA
100,000000000370,0002,,20240529,60.928,EA
100,000000000370,0003,,20240311,94.798,EA
100,000000000370,0004,,20240130,53.62,EA
100,000000000370,0005,,20230618,91.754,EA
100,000000000371,0001,,20220917,44.638,EA
100,000000000371,0002,,20220503,40.453,EA
100,000000000371,0003,,20241203,21.375,EA
100,000000000371,0004,,20230420,20.835,EA
100,000000000371,0005,,20241214,11.654,EA
100,000000000372,0001,,20240622,42.383,EA
100,000000000372,0002,,20230817,59.387,EA
100,000000000372,0003,,20220203,54.022,EA
100,000000000372,0004,,20240407,51.55,EA
100,000000000372,0005,,20231207,54.947,EA
100,000000000373,0001,,20240719,22.535,EA
100,000000000373,0002,,20230307,34.127,EA
100,000000000373,0003,,20220210,78.547,EA
100,000000000373,0004,,20221027,16.198,EA
100,000000000373,0005,,20220617,69.025,EA
100,000000000374,0001,,20220718,36.556,EA
100,000000000374,0002,,20240904,6.975,EA
100,000000000374,0003,,20230409,28.08,EA
100,000000000374,0004,,20230314,13.826,EA
100,000000000374,0005,,20230829,75.24,EA
100,000000000375,0001,,20231120,96.362,EA
100,000000000375,0002,,20231207,14.933,EA
100,000000000375,0003,,20231013,87.351,EA
100,000000000375,0004,,20221030,33.407,EA
100,000000000375,0005,,20231021,48.083,EA
100,000000000376,0001,,20220121,97.065,EA
100,000000000376,0002,,20230402,22.111,EA
100,000000000376,0003,,20220916,65.235,EA
100,000000000376,0004,,20230416,34.361,EA
100,000000000376,0005,,20240613,58.304,EA
100,000000000377,0001,,20240429,2.458,EA
100,000000000377,0002,,20240614,39.015,EA
100,000000000377,0003,,20221113,28.185,EA
100,000000000377,0004,,20240522,31.906,EA
100,000000000377,0005,,20240517,16.227,EA
100,000000000378,0001,,20241211,77.139,EA
100,000000000378,0002,,20241103,24.221,EA
100,000000000378,0003,,20230704,95.756,EA
100,000000000378,0004,,20220628,73.869,EA
100,000000000378,0005,,20220608,43.411,EA
100,000000000379,0001,,20240604,22.589,EA
100,000000000379,0002,,20231126,47.186,EA
100,000000000379,0003,,20230717,69.212,EA
100,000000000379,0004,,20230315,92.854,EA
100,000000000379,0005,,20230102,28.828,EA
100,000000000380,0001,,20231205,15.035,EA
100,000000000380,0002,,20240925,70.641,EA
100,000000000380,0003,,20240429,73.588,EA
100,000000000380,0004,,20220507,52.933,EA
100,000000000380,0005,,20220817,35.667,EA
