MANDT,KOKRS,BESSION,GJAHR,BLDAT,BUDAT,BLTXT
100,1000,0060000961,2024,20231227,20221230,CO Doc 962
100,1000,0060000962,2023,20220227,20220516,CO Doc 963
100,1000,0060000963,2024,20220911,20240722,CO Doc 964
100,1000,0060000964,2023,20230613,20220717,CO Doc 965
100,1000,0060000965,2024,20240623,20220526,CO Doc 966
100,1000,0060000966,2023,20230129,20230730,CO Doc 967
100,1000,0060000967,2024,20230419,20231122,CO Doc 968
100,1000,0060000968,2023,20241007,20221028,CO Doc 969
100,1000,0060000969,2024,20240830,20230428,CO Doc 970
100,1000,0060000970,2023,20231003,20241118,CO Doc 971
100,1000,0060000971,2024,20221111,20230302,CO Doc 972
100,1000,0060000972,2023,20220722,20231218,CO Doc 973
100,1000,0060000973,2024,20220625,20240505,CO Doc 974
100,1000,0060000974,2023,20230530,20240813,CO Doc 975
100,1000,0060000975,2024,20240512,20240813,CO Doc 976
100,1000,0060000976,2023,20230505,20220310,CO Doc 977
100,1000,0060000977,2024,20221202,20240209,CO Doc 978
100,1000,0060000978,2023,20220523,20231023,CO Doc 979
100,1000,0060000979,2024,20221108,20220519,CO Doc 980
100,1000,0060000980,2023,20230613,20231017,CO Doc 981
100,1000,0060000981,2024,20240929,20230426,CO Doc 982
100,1000,0060000982,2023,20241230,20231224,CO Doc 983
100,1000,0060000983,2024,20220402,20230112,CO Doc 984
100,1000,0060000984,2023,20231224,20230329,CO Doc 985
100,1000,0060000985,2024,20240909,20221004,CO Doc 986
100,1000,0060000986,2023,20230315,20240326,CO Doc 987
100,1000,0060000987,2024,20240928,20240515,CO Doc 988
100,1000,0060000988,2023,20230906,20230506,CO Doc 989
100,1000,0060000989,2024,20231101,20220518,CO Doc 990
100,1000,0060000990,2023,20230204,20220316,CO Doc 991
100,1000,0060000991,2024,20240107,20221010,CO Doc 992
100,1000,0060000992,2023,20240224,20231208,CO Doc 993
100,1000,0060000993,2024,20220814,20241216,CO Doc 994
100,1000,0060000994,2023,20231001,20241018,CO Doc 995
100,1000,0060000995,2024,20230605,20241004,CO Doc 996
100,1000,0060000996,2023,20220322,20220220,CO Doc 997
100,1000,0060000997,2024,20240129,20240425,CO Doc 998
100,1000,0060000998,2023,20220420,20240419,CO Doc 999
100,1000,0060000999,2024,20240730,20240411,CO Doc 1000
100,1000,0060001000,2023,20240628,20221119,CO Doc 1001
100,1000,0060001001,2024,20221006,20230503,CO Doc 1002
100,1000,0060001002,2023,20221129,20230514,CO Doc 1003
100,1000,0060001003,2024,20241005,20230617,CO Doc 1004
100,1000,0060001004,2023,20240910,20220427,CO Doc 1005
100,1000,0060001005,2024,20240711,20230413,CO Doc 1006
100,1000,0060001006,2023,20240203,20240530,CO Doc 1007
100,1000,0060001007,2024,20231218,20220301,CO Doc 1008
100,1000,0060001008,2023,20220809,20220809,CO Doc 1009
100,1000,0060001009,2024,20240427,20220811,CO Doc 1010
100,1000,0060001010,2023,20221128,20230325,CO Doc 1011
100,1000,0060001011,2024,20230623,20231115,CO Doc 1012
100,1000,0060001012,2023,20240416,20221008,CO Doc 1013
100,1000,0060001013,2024,20240715,20221119,CO Doc 1014
100,1000,0060001014,2023,20240512,20240219,CO Doc 1015
100,1000,0060001015,2024,20220912,20220408,CO Doc 1016
100,1000,0060001016,2023,20240410,20230312,CO Doc 1017
100,1000,0060001017,2024,20240127,20240813,CO Doc 1018
100,1000,0060001018,2023,20240901,20220830,CO Doc 1019
100,1000,0060001019,2024,20230627,20240915,CO Doc 1020
100,1000,0060001020,2023,20220103,20241219,CO Doc 1021
100,1000,0060001021,2024,20231129,20230717,CO Doc 1022
100,1000,0060001022,2023,20230107,20230902,CO Doc 1023
100,1000,0060001023,2024,20240613,20241202,CO Doc 1024
100,1000,0060001024,2023,20240425,20230405,CO Doc 1025
100,1000,0060001025,2024,20241014,20231026,CO Doc 1026
100,1000,0060001026,2023,20230213,20240327,CO Doc 1027
100,1000,0060001027,2024,20241103,20230919,CO Doc 1028
100,1000,0060001028,2023,20231018,20220818,CO Doc 1029
100,1000,0060001029,2024,20240610,20230810,CO Doc 1030
100,1000,0060001030,2023,20240817,20231107,CO Doc 1031
100,1000,0060001031,2024,20220805,20240209,CO Doc 1032
100,1000,0060001032,2023,20240913,20240306,CO Doc 1033
100,1000,0060001033,2024,20220710,20230917,CO Doc 1034
100,1000,0060001034,2023,20220622,20230702,CO Doc 1035
100,1000,0060001035,2024,20241028,20220613,CO Doc 1036
100,1000,0060001036,2023,20230107,20230906,CO Doc 1037
100,1000,0060001037,2024,20221016,20220214,CO Doc 1038
100,1000,0060001038,2023,20221102,20220918,CO Doc 1039
100,1000,0060001039,2024,20240213,20221116,CO Doc 1040
100,1000,0060001040,2023,20240319,20240530,CO Doc 1041
100,1000,0060001041,2024,20220319,20240602,CO Doc 1042
100,1000,0060001042,2023,20220720,20220128,CO Doc 1043
100,1000,0060001043,2024,20240209,20241230,CO Doc 1044
100,1000,0060001044,2023,20221002,20230424,CO Doc 1045
100,1000,0060001045,2024,20240321,20230325,CO Doc 1046
100,1000,0060001046,2023,20230528,20240302,CO Doc 1047
100,1000,0060001047,2024,20230917,20220802,CO Doc 1048
100,1000,0060001048,2023,20240521,20240110,CO Doc 1049
100,1000,0060001049,2024,20240706,20221230,CO Doc 1050
100,1000,0060001050,2023,20240513,20230521,CO Doc 1051
100,1000,0060001051,2024,20220216,20230407,CO Doc 1052
100,1000,0060001052,2023,20240828,20240721,CO Doc 1053
100,1000,0060001053,2024,20231025,20240921,CO Doc 1054
100,1000,0060001054,2023,20220809,20220203,CO Doc 1055
100,1000,0060001055,2024,20221113,20241204,CO Doc 1056
100,1000,0060001056,2023,20220508,20220412,CO Doc 1057
100,1000,0060001057,2024,20230211,20231102,CO Doc 1058
100,1000,0060001058,2023,20220112,20220716,CO Doc 1059
100,1000,0060001059,2024,20231125,20240716,CO Doc 1060
100,1000,0060001060,2023,20241008,20241212,CO Doc 1061
100,1000,0060001061,2024,20220331,20230924,CO Doc 1062
100,1000,0060001062,2023,20230101,20241029,CO Doc 1063
100,1000,0060001063,2024,20220523,20220106,CO Doc 1064
100,1000,0060001064,2023,20230720,20240819,CO Doc 1065
100,1000,0060001065,2024,20230615,20220628,CO Doc 1066
100,1000,0060001066,2023,20230217,20230607,CO Doc 1067
100,1000,0060001067,2024,20220115,20231204,CO Doc 1068
100,1000,0060001068,2023,20221011,20240901,CO Doc 1069
100,1000,0060001069,2024,20220617,20241224,CO Doc 1070
100,1000,0060001070,2023,20230810,20220821,CO Doc 1071
100,1000,0060001071,2024,20230801,20230619,CO Doc 1072
100,1000,0060001072,2023,20230411,20220812,CO Doc 1073
100,1000,0060001073,2024,20230528,20240913,CO Doc 1074
100,1000,0060001074,2023,20220502,20241127,CO Doc 1075
100,1000,0060001075,2024,20230305,20231206,CO Doc 1076
100,1000,0060001076,2023,20230128,20221118,CO Doc 1077
100,1000,0060001077,2024,20241214,20240524,CO Doc 1078
100,1000,0060001078,2023,20230205,20230218,CO Doc 1079
100,1000,0060001079,2024,20240501,20230528,CO Doc 1080
100,1000,0060001080,2023,20240705,20230511,CO Doc 1081
100,1000,0060001081,2024,20240516,20230907,CO Doc 1082
100,1000,0060001082,2023,20220722,20240106,CO Doc 1083
100,1000,0060001083,2024,20230517,20240928,CO Doc 1084
100,1000,0060001084,2023,20241204,20241130,CO Doc 1085
100,1000,0060001085,2024,20240104,20240506,CO Doc 1086
100,1000,0060001086,2023,20220303,20230822,CO Doc 1087
100,1000,0060001087,2024,20241128,20230709,CO Doc 1088
100,1000,0060001088,2023,20231011,20240402,CO Doc 1089
100,1000,0060001089,2024,20240408,20240203,CO Doc 1090
100,1000,0060001090,2023,20241228,20220909,CO Doc 1091
100,1000,0060001091,2024,20241124,20241018,CO Doc 1092
100,1000,0060001092,2023,20230117,20240602,CO Doc 1093
100,1000,0060001093,2024,20240406,20220419,CO Doc 1094
100,1000,0060001094,2023,20221122,20220618,CO Doc 1095
100,1000,0060001095,2024,20240902,20220326,CO Doc 1096
100,1000,0060001096,2023,20241018,20221220,CO Doc 1097
100,1000,0060001097,2024,20240204,20231217,CO Doc 1098
100,1000,0060001098,2023,20221215,20220505,CO Doc 1099
100,1000,0060001099,2024,20240806,20241208,CO Doc 1100
100,1000,0060001100,2023,20240908,20240705,CO Doc 1101
100,1000,0060001101,2024,20221117,20230317,CO Doc 1102
100,1000,0060001102,2023,20240314,20240811,CO Doc 1103
100,1000,0060001103,2024,20230218,20241215,CO Doc 1104
100,1000,0060001104,2023,20220126,20231218,CO Doc 1105
100,1000,0060001105,2024,20240325,20231123,CO Doc 1106
100,1000,0060001106,2023,20240515,20220309,CO Doc 1107
100,1000,0060001107,2024,20241224,20240905,CO Doc 1108
100,1000,0060001108,2023,20220114,20220712,CO Doc 1109
100,1000,0060001109,2024,20220219,20220417,CO Doc 1110
100,1000,0060001110,2023,20240813,20220527,CO Doc 1111
100,1000,0060001111,2024,20240208,20230816,CO Doc 1112
100,1000,0060001112,2023,20241125,20221026,CO Doc 1113
100,1000,0060001113,2024,20220904,20230401,CO Doc 1114
100,1000,0060001114,2023,20240902,20240617,CO Doc 1115
100,1000,0060001115,2024,20230205,20231217,CO Doc 1116
100,1000,0060001116,2023,20230417,20240104,CO Doc 1117
100,1000,0060001117,2024,20230424,20240514,CO Doc 1118
100,1000,0060001118,2023,20230212,20240905,CO Doc 1119
100,1000,0060001119,2024,20240210,20240103,CO Doc 1120
100,1000,0060001120,2023,20230404,20230922,CO Doc 1121
100,1000,0060001121,2024,20230901,20231223,CO Doc 1122
100,1000,0060001122,2023,20231119,20220615,CO Doc 1123
100,1000,0060001123,2024,20240517,20221122,CO Doc 1124
100,1000,0060001124,2023,20240221,20220609,CO Doc 1125
100,1000,0060001125,2024,20230419,20240526,CO Doc 1126
100,1000,0060001126,2023,20220119,20230616,CO Doc 1127
100,1000,0060001127,2024,20220523,20241103,CO Doc 1128
100,1000,0060001128,2023,20230630,20230621,CO Doc 1129
100,1000,0060001129,2024,20240316,20220920,CO Doc 1130
100,1000,0060001130,2023,20241210,20240529,CO Doc 1131
100,1000,0060001131,2024,20240227,20220911,CO Doc 1132
100,1000,0060001132,2023,20230514,20240227,CO Doc 1133
100,1000,0060001133,2024,20240514,20220822,CO Doc 1134
100,1000,0060001134,2023,20220409,20240929,CO Doc 1135
100,1000,0060001135,2024,20220906,20230127,CO Doc 1136
100,1000,0060001136,2023,20240328,20241203,CO Doc 1137
100,1000,0060001137,2024,20231031,20220214,CO Doc 1138
100,1000,0060001138,2023,20240301,20240213,CO Doc 1139
100,1000,0060001139,2024,20240209,20240406,CO Doc 1140
100,1000,0060001140,2023,20241007,20240915,CO Doc 1141
100,1000,0060001141,2024,20231117,20220203,CO Doc 1142
100,1000,0060001142,2023,20230927,20230727,CO Doc 1143
100,1000,0060001143,2024,20230820,20241031,CO Doc 1144
100,1000,0060001144,2023,20230403,20220622,CO Doc 1145
100,1000,0060001145,2024,20240424,20240323,CO Doc 1146
100,1000,0060001146,2023,20230317,20240823,CO Doc 1147
100,1000,0060001147,2024,20220516,20240501,CO Doc 1148
100,1000,0060001148,2023,20220901,20220907,CO Doc 1149
100,1000,0060001149,2024,20220222,20240513,CO Doc 1150
100,1000,0060001150,2023,20230329,20240508,CO Doc 1151
100,1000,0060001151,2024,20220417,20221127,CO Doc 1152
100,1000,0060001152,2023,20230613,20230815,CO Doc 1153
100,1000,0060001153,2024,20241026,20230628,CO Doc 1154
100,1000,0060001154,2023,20240108,20220706,CO Doc 1155
100,1000,0060001155,2024,20240902,20241121,CO Doc 1156
100,1000,0060001156,2023,20220219,20220307,CO Doc 1157
100,1000,0060001157,2024,20220508,20230511,CO Doc 1158
100,1000,0060001158,2023,20230113,20241207,CO Doc 1159
100,1000,0060001159,2024,20240121,20220406,CO Doc 1160
100,1000,0060001160,2023,20240706,20220921,CO Doc 1161
100,1000,0060001161,2024,20220611,20240205,CO Doc 1162
100,1000,0060001162,2023,20240818,20240529,CO Doc 1163
100,1000,0060001163,2024,20221221,20230722,CO Doc 1164
100,1000,0060001164,2023,20230401,20220901,CO Doc 1165
100,1000,0060001165,2024,20230313,20220628,CO Doc 1166
100,1000,0060001166,2023,20220411,20231029,CO Doc 1167
100,1000,0060001167,2024,20240306,20231116,CO Doc 1168
100,1000,0060001168,2023,20240831,20220722,CO Doc 1169
100,1000,0060001169,2024,20241002,20221223,CO Doc 1170
100,1000,0060001170,2023,20241014,20220517,CO Doc 1171
100,1000,0060001171,2024,20220414,20240716,CO Doc 1172
100,1000,0060001172,2023,20220424,20220430,CO Doc 1173
100,1000,0060001173,2024,20240805,20240330,CO Doc 1174
100,1000,0060001174,2023,20230417,20230602,CO Doc 1175
100,1000,0060001175,2024,20240208,20230913,CO Doc 1176
100,1000,0060001176,2023,20220720,20220819,CO Doc 1177
100,1000,0060001177,2024,20240828,20230908,CO Doc 1178
100,1000,0060001178,2023,20220525,20240802,CO Doc 1179
100,1000,0060001179,2024,20240527,20240102,CO Doc 1180
100,1000,0060001180,2023,20221202,20240621,CO Doc 1181
100,1000,0060001181,2024,20240303,20220502,CO Doc 1182
100,1000,0060001182,2023,20231124,20220202,CO Doc 1183
100,1000,0060001183,2024,20220901,20231026,CO Doc 1184
100,1000,0060001184,2023,20230616,20221127,CO Doc 1185
100,1000,0060001185,2024,20240915,20230609,CO Doc 1186
100,1000,0060001186,2023,20230919,20221215,CO Doc 1187
100,1000,0060001187,2024,20231022,20230204,CO Doc 1188
100,1000,0060001188,2023,20230414,20241002,CO Doc 1189
100,1000,0060001189,2024,20240724,20230621,CO Doc 1190
100,1000,0060001190,2023,20220818,20230829,CO Doc 1191
100,1000,0060001191,2024,20240807,20240124,CO Doc 1192
100,1000,0060001192,2023,20240211,20220401,CO Doc 1193
100,1000,0060001193,2024,20240825,20240125,CO Doc 1194
100,1000,0060001194,2023,20241008,20241104,CO Doc 1195
100,1000,0060001195,2024,20240113,20231029,CO Doc 1196
100,1000,0060001196,2023,20230630,20220221,CO Doc 1197
100,1000,0060001197,2024,20220505,20240531,CO Doc 1198
100,1000,0060001198,2023,20220130,20230420,CO Doc 1199
100,1000,0060001199,2024,20231114,20221226,CO Doc 1200
100,1000,0060001200,2023,20231106,20240303,CO Doc 1201
100,1000,0060001201,2024,20240912,20220416,CO Doc 1202
100,1000,0060001202,2023,20230930,20220101,CO Doc 1203
100,1000,0060001203,2024,20220306,20221105,CO Doc 1204
100,1000,0060001204,2023,20240518,20220305,CO Doc 1205
100,1000,0060001205,2024,20220906,20220508,CO Doc 1206
100,1000,0060001206,2023,20230906,20240222,CO Doc 1207
100,1000,0060001207,2024,20220526,20230826,CO Doc 1208
100,1000,0060001208,2023,20231228,20240617,CO Doc 1209
100,1000,0060001209,2024,20241005,20240510,CO Doc 1210
100,1000,0060001210,2023,20230418,20220204,CO Doc 1211
100,1000,0060001211,2024,20220904,20230304,CO Doc 1212
100,1000,0060001212,2023,20240403,20240504,CO Doc 1213
100,1000,0060001213,2024,20240626,20240402,CO Doc 1214
100,1000,0060001214,2023,20240712,20220718,CO Doc 1215
100,1000,0060001215,2024,20241102,20231202,CO Doc 1216
100,1000,0060001216,2023,20240711,20241006,CO Doc 1217
100,1000,0060001217,2024,20240218,20221129,CO Doc 1218
100,1000,0060001218,2023,20230531,20220620,CO Doc 1219
100,1000,0060001219,2024,20220302,20221004,CO Doc 1220
100,1000,0060001220,2023,20230306,20240408,CO Doc 1221
100,1000,0060001221,2024,20240131,20240708,CO Doc 1222
100,1000,0060001222,2023,20241019,20220814,CO Doc 1223
100,1000,0060001223,2024,20221007,20231211,CO Doc 1224
100,1000,0060001224,2023,20241023,20240621,CO Doc 1225
100,1000,0060001225,2024,20221221,20221021,CO Doc 1226
100,1000,0060001226,2023,20240804,20230512,CO Doc 1227
100,1000,0060001227,2024,20230524,20231113,CO Doc 1228
100,1000,0060001228,2023,20240806,20240916,CO Doc 1229
100,1000,0060001229,2024,20231112,20240615,CO Doc 1230
100,1000,0060001230,2023,20230530,20220915,CO Doc 1231
100,1000,0060001231,2024,20230918,20240508,CO Doc 1232
100,1000,0060001232,2023,20221011,20241103,CO Doc 1233
100,1000,0060001233,2024,20230628,20230826,CO Doc 1234
100,1000,0060001234,2023,20230725,20240926,CO Doc 1235
100,1000,0060001235,2024,20230611,20220816,CO Doc 1236
100,1000,0060001236,2023,20230928,20230918,CO Doc 1237
100,1000,0060001237,2024,20221125,20231030,CO Doc 1238
100,1000,0060001238,2023,20220429,20221226,CO Doc 1239
100,1000,0060001239,2024,20220314,20220509,CO Doc 1240
100,1000,0060001240,2023,20230901,20221106,CO Doc 1241
100,1000,0060001241,2024,20230507,20220423,CO Doc 1242
100,1000,0060001242,2023,20240807,20241002,CO Doc 1243
100,1000,0060001243,2024,20230318,20240324,CO Doc 1244
100,1000,0060001244,2023,20230128,20220127,CO Doc 1245
100,1000,0060001245,2024,20240324,20220820,CO Doc 1246
100,1000,0060001246,2023,20221108,20240105,CO Doc 1247
100,1000,0060001247,2024,20221106,20220305,CO Doc 1248
100,1000,0060001248,2023,20220430,20240818,CO Doc 1249
100,1000,0060001249,2024,20240705,20240309,CO Doc 1250
100,1000,0060001250,2023,20240602,20240527,CO Doc 1251
100,1000,0060001251,2024,20220819,20231127,CO Doc 1252
100,1000,0060001252,2023,20221208,20220528,CO Doc 1253
100,1000,0060001253,2024,20230422,20230320,CO Doc 1254
100,1000,0060001254,2023,20231019,20241218,CO Doc 1255
100,1000,0060001255,2024,20220322,20240317,CO Doc 1256
100,1000,0060001256,2023,20241111,20240114,CO Doc 1257
100,1000,0060001257,2024,20220213,20240626,CO Doc 1258
100,1000,0060001258,2023,20230621,20240218,CO Doc 1259
100,1000,0060001259,2024,20240714,20230429,CO Doc 1260
100,1000,0060001260,2023,20240401,20240802,CO Doc 1261
100,1000,0060001261,2024,20231129,20220224,CO Doc 1262
100,1000,0060001262,2023,20220907,20230318,CO Doc 1263
100,1000,0060001263,2024,20220103,20240131,CO Doc 1264
100,1000,0060001264,2023,20240408,20230606,CO Doc 1265
100,1000,0060001265,2024,20240329,20220905,CO Doc 1266
100,1000,0060001266,2023,20220621,20220928,CO Doc 1267
100,1000,0060001267,2024,20240420,20230201,CO Doc 1268
100,1000,0060001268,2023,20230512,20231016,CO Doc 1269
100,1000,0060001269,2024,20220126,20230131,CO Doc 1270
100,1000,0060001270,2023,20221106,20220716,CO Doc 1271
100,1000,0060001271,2024,20231217,20241108,CO Doc 1272
100,1000,0060001272,2023,20231125,20230228,CO Doc 1273
100,1000,0060001273,2024,20240323,20240718,CO Doc 1274
100,1000,0060001274,2023,20220218,20220610,CO Doc 1275
100,1000,0060001275,2024,20230224,20221110,CO Doc 1276
100,1000,0060001276,2023,20220918,20220408,CO Doc 1277
100,1000,0060001277,2024,20221011,20240505,CO Doc 1278
100,1000,0060001278,2023,20230321,20230621,CO Doc 1279
100,1000,0060001279,2024,20241006,20220820,CO Doc 1280
100,1000,0060001280,2023,20240502,20220209,CO Doc 1281
100,1000,0060001281,2024,20221105,20230116,CO Doc 1282
100,1000,0060001282,2023,20230906,20241115,CO Doc 1283
100,1000,0060001283,2024,20231020,20231227,CO Doc 1284
100,1000,0060001284,2023,20230408,20230210,CO Doc 1285
100,1000,0060001285,2024,20241119,20230811,CO Doc 1286
100,1000,0060001286,2023,20220314,20220118,CO Doc 1287
100,1000,0060001287,2024,20230119,20220103,CO Doc 1288
100,1000,0060001288,2023,20240912,20230921,CO Doc 1289
100,1000,0060001289,2024,20220630,20220326,CO Doc 1290
100,1000,0060001290,2023,20231030,20240310,CO Doc 1291
100,1000,0060001291,2024,20240426,20240522,CO Doc 1292
100,1000,0060001292,2023,20221224,20220109,CO Doc 1293
100,1000,0060001293,2024,20230419,20220526,CO Doc 1294
100,1000,0060001294,2023,20231123,20220621,CO Doc 1295
100,1000,0060001295,2024,20220915,20220606,CO Doc 1296
100,1000,0060001296,2023,20230525,20230101,CO Doc 1297
100,1000,0060001297,2024,20230827,20230830,CO Doc 1298
100,1000,0060001298,2023,20220219,20220301,CO Doc 1299
100,1000,0060001299,2024,20220214,20230507,CO Doc 1300
100,1000,0060001300,2023,20240213,20230706,CO Doc 1301
100,1000,0060001301,2024,20220104,20220121,CO Doc 1302
100,1000,0060001302,2023,20240407,20241208,CO Doc 1303
100,1000,0060001303,2024,20240111,20240111,CO Doc 1304
100,1000,0060001304,2023,20241003,20230619,CO Doc 1305
100,1000,0060001305,2024,20230509,20220916,CO Doc 1306
100,1000,0060001306,2023,20220606,20231109,CO Doc 1307
100,1000,0060001307,2024,20230225,20230203,CO Doc 1308
100,1000,0060001308,2023,20220124,20240105,CO Doc 1309
100,1000,0060001309,2024,20240806,20240628,CO Doc 1310
100,1000,0060001310,2023,20240711,20230320,CO Doc 1311
100,1000,0060001311,2024,20230407,20240619,CO Doc 1312
100,1000,0060001312,2023,20230311,20240923,CO Doc 1313
100,1000,0060001313,2024,20230705,20220510,CO Doc 1314
100,1000,0060001314,2023,20240408,20231006,CO Doc 1315
100,1000,0060001315,2024,20231104,20230409,CO Doc 1316
100,1000,0060001316,2023,20220721,20231121,CO Doc 1317
100,1000,0060001317,2024,20230218,20231125,CO Doc 1318
100,1000,0060001318,2023,20230929,20220507,CO Doc 1319
100,1000,0060001319,2024,20240616,20241008,CO Doc 1320
100,1000,0060001320,2023,20241226,20220629,CO Doc 1321
100,1000,0060001321,2024,20231027,20220921,CO Doc 1322
100,1000,0060001322,2023,20220307,20241123,CO Doc 1323
100,1000,0060001323,2024,20230828,20220911,CO Doc 1324
100,1000,0060001324,2023,20241220,20221103,CO Doc 1325
100,1000,0060001325,2024,20241118,20220125,CO Doc 1326
100,1000,0060001326,2023,20240319,20230509,CO Doc 1327
100,1000,0060001327,2024,20220210,20240408,CO Doc 1328
100,1000,0060001328,2023,20240109,20241014,CO Doc 1329
100,1000,0060001329,2024,20240726,20221024,CO Doc 1330
100,1000,0060001330,2023,20220211,20240814,CO Doc 1331
100,1000,0060001331,2024,20220526,20230812,CO Doc 1332
100,1000,0060001332,2023,20221016,20231001,CO Doc 1333
100,1000,0060001333,2024,20241107,20220908,CO Doc 1334
100,1000,0060001334,2023,20230405,20230916,CO Doc 1335
100,1000,0060001335,2024,20240608,20220118,CO Doc 1336
100,1000,0060001336,2023,20240103,20220505,CO Doc 1337
100,1000,0060001337,2024,20220427,20240602,CO Doc 1338
100,1000,0060001338,2023,20221023,20231218,CO Doc 1339
100,1000,0060001339,2024,20240327,20230116,CO Doc 1340
100,1000,0060001340,2023,20221229,20220830,CO Doc 1341
100,1000,0060001341,2024,20240801,20241222,CO Doc 1342
100,1000,0060001342,2023,20230319,20240313,CO Doc 1343
100,1000,0060001343,2024,20230507,20221207,CO Doc 1344
100,1000,0060001344,2023,20240425,20220303,CO Doc 1345
100,1000,0060001345,2024,20241013,20220302,CO Doc 1346
100,1000,0060001346,2023,20220123,20230811,CO Doc 1347
100,1000,0060001347,2024,20220105,20230813,CO Doc 1348
100,1000,0060001348,2023,20240717,20231111,CO Doc 1349
100,1000,0060001349,2024,20231211,20240712,CO Doc 1350
100,1000,0060001350,2023,20230105,20230106,CO Doc 1351
100,1000,0060001351,2024,20240125,20220820,CO Doc 1352
100,1000,0060001352,2023,20220904,20240704,CO Doc 1353
100,1000,0060001353,2024,20230218,20230720,CO Doc 1354
100,1000,0060001354,2023,20241226,20231002,CO Doc 1355
100,1000,0060001355,2024,20220324,20240720,CO Doc 1356
100,1000,0060001356,2023,20230615,20220509,CO Doc 1357
100,1000,0060001357,2024,20231224,20230723,CO Doc 1358
100,1000,0060001358,2023,20220812,20230718,CO Doc 1359
100,1000,0060001359,2024,20221024,20230121,CO Doc 1360
100,1000,0060001360,2023,20220607,20220603,CO Doc 1361
100,1000,0060001361,2024,20230417,20241106,CO Doc 1362
100,1000,0060001362,2023,20221106,20230821,CO Doc 1363
100,1000,0060001363,2024,20220822,20240407,CO Doc 1364
100,1000,0060001364,2023,20240805,20220919,CO Doc 1365
100,1000,0060001365,2024,20220406,20220607,CO Doc 1366
100,1000,0060001366,2023,20220529,20240920,CO Doc 1367
100,1000,0060001367,2024,20221101,20230317,CO Doc 1368
100,1000,0060001368,2023,20231019,20230226,CO Doc 1369
100,1000,0060001369,2024,20231114,20240905,CO Doc 1370
100,1000,0060001370,2023,20221216,20240718,CO Doc 1371
100,1000,0060001371,2024,20230123,20230405,CO Doc 1372
100,1000,0060001372,2023,20240618,20230830,CO Doc 1373
100,1000,0060001373,2024,20241024,20230223,CO Doc 1374
100,1000,0060001374,2023,20230808,20230808,CO Doc 1375
100,1000,0060001375,2024,20240105,20240828,CO Doc 1376
100,1000,0060001376,2023,20220131,20220207,CO Doc 1377
100,1000,0060001377,2024,20230720,20240319,CO Doc 1378
100,1000,0060001378,2023,20220503,20230126,CO Doc 1379
100,1000,0060001379,2024,20230725,20220628,CO Doc 1380
100,1000,0060001380,2023,20240218,20231117,CO Doc 1381
100,1000,0060001381,2024,20231227,20231221,CO Doc 1382
100,1000,0060001382,2023,20240222,20240115,CO Doc 1383
100,1000,0060001383,2024,20230528,20220821,CO Doc 1384
100,1000,0060001384,2023,20240822,20220516,CO Doc 1385
100,1000,0060001385,2024,20230523,20240617,CO Doc 1386
100,1000,0060001386,2023,20220212,20240903,CO Doc 1387
100,1000,0060001387,2024,20241006,20220618,CO Doc 1388
100,1000,0060001388,2023,20230330,20230227,CO Doc 1389
100,1000,0060001389,2024,20240611,20231127,CO Doc 1390
100,1000,0060001390,2023,20220323,20220628,CO Doc 1391
100,1000,0060001391,2024,20220210,20221120,CO Doc 1392
100,1000,0060001392,2023,20240419,20220319,CO Doc 1393
100,1000,0060001393,2024,20231012,20240711,CO Doc 1394
100,1000,0060001394,2023,20231015,20221119,CO Doc 1395
100,1000,0060001395,2024,20220901,20240816,CO Doc 1396
100,1000,0060001396,2023,20220921,20241009,CO Doc 1397
100,1000,0060001397,2024,20240120,20230622,CO Doc 1398
100,1000,0060001398,2023,20241205,20240612,CO Doc 1399
100,1000,0060001399,2024,20231118,20220519,CO Doc 1400
100,1000,0060001400,2023,20230928,20230328,CO Doc 1401
100,1000,0060001401,2024,20231222,20240923,CO Doc 1402
100,1000,0060001402,2023,20231016,20221015,CO Doc 1403
100,1000,0060001403,2024,20240412,20230822,CO Doc 1404
100,1000,0060001404,2023,20220818,20240723,CO Doc 1405
100,1000,0060001405,2024,20220815,20241104,CO Doc 1406
100,1000,0060001406,2023,20240307,20240213,CO Doc 1407
100,1000,0060001407,2024,20241214,20240424,CO Doc 1408
100,1000,0060001408,2023,20221003,20221127,CO Doc 1409
100,1000,0060001409,2024,20230827,20220904,CO Doc 1410
100,1000,0060001410,2023,20230220,20221110,CO Doc 1411
100,1000,0060001411,2024,20221112,20230508,CO Doc 1412
100,1000,0060001412,2023,20240830,20230826,CO Doc 1413
100,1000,0060001413,2024,20240924,20220413,CO Doc 1414
100,1000,0060001414,2023,20220206,20240912,CO Doc 1415
100,1000,0060001415,2024,20220611,20240709,CO Doc 1416
100,1000,0060001416,2023,20240530,20220210,CO Doc 1417
100,1000,0060001417,2024,20230104,20240725,CO Doc 1418
100,1000,0060001418,2023,20220821,20220916,CO Doc 1419
100,1000,0060001419,2024,20231213,20221112,CO Doc 1420
100,1000,0060001420,2023,20220904,20230520,CO Doc 1421
100,1000,0060001421,2024,20231127,20230905,CO Doc 1422
100,1000,0060001422,2023,20220617,20241108,CO Doc 1423
100,1000,0060001423,2024,20230422,20221112,CO Doc 1424
100,1000,0060001424,2023,20240906,20230727,CO Doc 1425
100,1000,0060001425,2024,20230427,20241115,CO Doc 1426
100,1000,0060001426,2023,20240313,20230526,CO Doc 1427
