MANDT,LOG_HANDLE,OBJECT,SUBOBJECT,ALDATE,ALTIME,ALUSER
100,0000000000000000000844,MATMAS,SUB1,20241121,002024,USER043
100,0000000000000000000845,MATMAS,SUB2,20241202,100408,USER044
100,0000000000000000000846,MATMAS,SUB3,20220203,173245,USER045
100,0000000000000000000847,MATMAS,SUB1,20230510,210725,USER046
100,0000000000000000000848,MATMAS,SUB2,20221224,220128,USER047
100,0000000000000000000849,MATMAS,SUB3,20230601,144302,USER048
100,0000000000000000000850,MATMAS,SUB1,20230927,085025,USER049
100,0000000000000000000851,MATMAS,SUB2,20231114,233411,USER000
100,0000000000000000000852,MATMAS,SUB3,20220322,164518,USER001
100,0000000000000000000853,MATMAS,SUB1,20220712,161127,USER002
100,0000000000000000000854,MATMAS,SUB2,20241101,122628,USER003
100,0000000000000000000855,MATMAS,SUB3,20230410,181108,USER004
100,0000000000000000000856,MATMAS,SUB1,20220531,204445,USER005
100,0000000000000000000857,MATMAS,SUB2,20230606,001339,USER006
100,0000000000000000000858,MATMAS,SUB3,20221105,034308,USER007
100,0000000000000000000859,MATMAS,SUB1,20241022,053028,USER008
100,0000000000000000000860,MATMAS,SUB2,20240311,114642,USER009
100,0000000000000000000861,MATMAS,SUB3,20240904,185444,USER010
100,0000000000000000000862,MATMAS,SUB1,20230608,044045,USER011
100,0000000000000000000863,MATMAS,SUB2,20231111,123632,USER012
100,0000000000000000000864,MATMAS,SUB3,20240804,114002,USER013
100,0000000000000000000865,MATMAS,SUB1,20241019,215940,USER014
100,0000000000000000000866,MATMAS,SUB2,20241005,233554,USER015
100,0000000000000000000867,MATMAS,SUB3,20231121,135826,USER016
100,0000000000000000000868,MATMAS,SUB1,20220603,145119,USER017
100,0000000000000000000869,MATMAS,SUB2,20231219,002149,USER018
100,0000000000000000000870,MATMAS,SUB3,20221026,154325,USER019
100,0000000000000000000871,MATMAS,SUB1,20230923,151322,USER020
100,0000000000000000000872,MATMAS,SUB2,20240111,231521,USER021
100,0000000000000000000873,MATMAS,SUB3,20221009,200157,USER022
100,0000000000000000000874,MATMAS,SUB1,20241109,155902,USER023
100,0000000000000000000875,MATMAS,SUB2,20240219,112656,USER024
100,0000000000000000000876,MATMAS,SUB3,20230629,004845,USER025
100,0000000000000000000877,MATMAS,SUB1,20230310,195736,USER026
100,0000000000000000000878,MATMAS,SUB2,20241229,144653,USER027
100,0000000000000000000879,MATMAS,SUB3,20240807,113857,USER028
100,0000000000000000000880,MATMAS,SUB1,20230202,055537,USER029
100,0000000000000000000881,MATMAS,SUB2,20230705,195124,USER030
100,0000000000000000000882,MATMAS,SUB3,20240119,084722,USER031
100,0000000000000000000883,MATMAS,SUB1,20231002,123302,USER032
100,0000000000000000000884,MATMAS,SUB2,20241125,070859,USER033
100,0000000000000000000885,MATMAS,SUB3,20230110,002712,USER034
100,0000000000000000000886,MATMAS,SUB1,20241015,181234,USER035
100,0000000000000000000887,MATMAS,SUB2,20230319,143836,USER036
100,0000000000000000000888,MATMAS,SUB3,20230331,095751,USER037
100,0000000000000000000889,MATMAS,SUB1,20240527,021121,USER038
100,0000000000000000000890,MATMAS,SUB2,20240415,125522,USER039
100,0000000000000000000891,MATMAS,SUB3,20220709,011642,USER040
100,0000000000000000000892,MATMAS,SUB1,20230417,234558,USER041
100,0000000000000000000893,MATMAS,SUB2,20241026,140543,USER042
100,0000000000000000000894,MATMAS,SUB3,20230117,104229,USER043
100,0000000000000000000895,MATMAS,SUB1,20230202,043848,USER044
100,0000000000000000000896,MATMAS,SUB2,20241213,164228,USER045
100,0000000000000000000897,MATMAS,SUB3,20241023,181847,USER046
100,0000000000000000000898,MATMAS,SUB1,20221113,092447,USER047
100,0000000000000000000899,MATMAS,SUB2,20231015,151928,USER048
100,0000000000000000000900,MATMAS,SUB3,20220717,164329,USER049
100,0000000000000000000901,MATMAS,SUB1,20220504,120032,USER000
100,0000000000000000000902,MATMAS,SUB2,20221001,024131,USER001
100,0000000000000000000903,MATMAS,SUB3,20221018,172358,USER002
100,0000000000000000000904,MATMAS,SUB1,20230604,152021,USER003
100,0000000000000000000905,MATMAS,SUB2,20231205,041708,USER004
100,0000000000000000000906,MATMAS,SUB3,20231031,063722,USER005
100,0000000000000000000907,MATMAS,SUB1,20230312,065340,USER006
100,0000000000000000000908,MATMAS,SUB2,20220705,200556,USER007
100,0000000000000000000909,MATMAS,SUB3,20230612,032819,USER008
100,0000000000000000000910,MATMAS,SUB1,20220315,012655,USER009
100,0000000000000000000911,MATMAS,SUB2,20241108,060926,USER010
100,0000000000000000000912,MATMAS,SUB3,20220826,194533,USER011
100,0000000000000000000913,MATMAS,SUB1,20230402,205559,USER012
100,0000000000000000000914,MATMAS,SUB2,20241019,124329,USER013
100,0000000000000000000915,MATMAS,SUB3,20240323,092743,USER014
100,0000000000000000000916,MATMAS,SUB1,20230728,030148,USER015
100,0000000000000000000917,MATMAS,SUB2,20230415,110237,USER016
100,0000000000000000000918,MATMAS,SUB3,20240718,191517,USER017
100,0000000000000000000919,MATMAS,SUB1,20240923,123247,USER018
100,0000000000000000000920,MATMAS,SUB2,20240913,224137,USER019
100,0000000000000000000921,MATMAS,SUB3,20220717,124823,USER020
100,0000000000000000000922,MATMAS,SUB1,20230712,044628,USER021
100,0000000000000000000923,MATMAS,SUB2,20221106,172633,USER022
100,0000000000000000000924,MATMAS,SUB3,20241223,232505,USER023
100,0000000000000000000925,MATMAS,SUB1,20230703,170852,USER024
100,0000000000000000000926,MATMAS,SUB2,20231023,165439,USER025
100,0000000000000000000927,MATMAS,SUB3,20240714,111149,USER026
100,0000000000000000000928,MATMAS,SUB1,20220425,114655,USER027
100,0000000000000000000929,MATMAS,SUB2,20220529,141040,USER028
100,0000000000000000000930,MATMAS,SUB3,20220421,055127,USER029
100,0000000000000000000931,MATMAS,SUB1,20220117,151159,USER030
100,0000000000000000000932,MATMAS,SUB2,20220918,011310,USER031
100,0000000000000000000933,MATMAS,SUB3,20220503,014206,USER032
100,0000000000000000000934,MATMAS,SUB1,20241221,110108,USER033
100,0000000000000000000935,MATMAS,SUB2,20230901,040217,USER034
100,0000000000000000000936,MATMAS,SUB3,20230816,212043,USER035
100,0000000000000000000937,MATMAS,SUB1,20220405,011133,USER036
100,0000000000000000000938,MATMAS,SUB2,20240206,041616,USER037
100,0000000000000000000939,MATMAS,SUB3,20220726,120400,USER038
100,0000000000000000000940,MATMAS,SUB1,20221022,225213,USER039
100,0000000000000000000941,MATMAS,SUB2,20241012,033527,USER040
100,0000000000000000000942,MATMAS,SUB3,20240909,113538,USER041
100,0000000000000000000943,MATMAS,SUB1,20220624,225345,USER042
100,0000000000000000000944,MATMAS,SUB2,20240504,185739,USER043
100,0000000000000000000945,MATMAS,SUB3,20231106,102554,USER044
100,0000000000000000000946,MATMAS,SUB1,20230502,064324,USER045
100,0000000000000000000947,MATMAS,SUB2,20240906,130154,USER046
100,0000000000000000000948,MATMAS,SUB3,20230510,000323,USER047
100,0000000000000000000949,MATMAS,SUB1,20240229,000542,USER048
100,0000000000000000000950,MATMAS,SUB2,20230217,182130,USER049
100,0000000000000000000951,MATMAS,SUB3,20221230,041330,USER000
100,0000000000000000000952,MATMAS,SUB1,20241013,124930,USER001
100,0000000000000000000953,MATMAS,SUB2,20230305,073602,USER002
100,0000000000000000000954,MATMAS,SUB3,20241023,081111,USER003
100,0000000000000000000955,MATMAS,SUB1,20240204,200143,USER004
100,0000000000000000000956,MATMAS,SUB2,20241205,114313,USER005
100,0000000000000000000957,MATMAS,SUB3,20231118,114531,USER006
100,0000000000000000000958,MATMAS,SUB1,20240331,200450,USER007
100,0000000000000000000959,MATMAS,SUB2,20230213,121313,USER008
100,0000000000000000000960,MATMAS,SUB3,20230429,212606,USER009
100,0000000000000000000961,MATMAS,SUB1,20220910,154653,USER010
100,0000000000000000000962,MATMAS,SUB2,20220923,071440,USER011
100,0000000000000000000963,MATMAS,SUB3,20231005,184952,USER012
100,0000000000000000000964,MATMAS,SUB1,20230924,203033,USER013
100,0000000000000000000965,MATMAS,SUB2,20230911,170551,USER014
100,0000000000000000000966,MATMAS,SUB3,20220218,101712,USER015
100,0000000000000000000967,MATMAS,SUB1,20240724,143120,USER016
100,0000000000000000000968,MATMAS,SUB2,20240613,100518,USER017
100,0000000000000000000969,MATMAS,SUB3,20241104,062034,USER018
100,0000000000000000000970,MATMAS,SUB1,20230617,155002,USER019
100,0000000000000000000971,MATMAS,SUB2,20240110,130402,USER020
100,0000000000000000000972,MATMAS,SUB3,20230312,122824,USER021
100,0000000000000000000973,MATMAS,SUB1,20240626,113331,USER022
100,0000000000000000000974,MATMAS,SUB2,20221207,052201,USER023
100,0000000000000000000975,MATMAS,SUB3,20230702,151313,USER024
100,0000000000000000000976,MATMAS,SUB1,20230304,152459,USER025
100,0000000000000000000977,MATMAS,SUB2,20221210,153138,USER026
100,0000000000000000000978,MATMAS,SUB3,20240914,084348,USER027
100,0000000000000000000979,MATMAS,SUB1,20240724,051413,USER028
100,0000000000000000000980,MATMAS,SUB2,20231109,122110,USER029
100,0000000000000000000981,MATMAS,SUB3,20230222,133206,USER030
100,0000000000000000000982,MATMAS,SUB1,20220518,195125,USER031
100,0000000000000000000983,MATMAS,SUB2,20221015,035037,USER032
100,0000000000000000000984,MATMAS,SUB3,20230407,070730,USER033
100,0000000000000000000985,MATMAS,SUB1,20220425,094946,USER034
100,0000000000000000000986,MATMAS,SUB2,20240826,054313,USER035
100,0000000000000000000987,MATMAS,SUB3,20240305,181800,USER036
100,0000000000000000000988,MATMAS,SUB1,20240811,104442,USER037
100,0000000000000000000989,MATMAS,SUB2,20221101,110817,USER038
100,0000000000000000000990,MATMAS,SUB3,20220812,034000,USER039
100,0000000000000000000991,MATMAS,SUB1,20220504,012730,USER040
100,0000000000000000000992,MATMAS,SUB2,20230714,230153,USER041
100,0000000000000000000993,MATMAS,SUB3,20220115,064457,USER042
100,0000000000000000000994,MATMAS,SUB1,20220323,001808,USER043
100,0000000000000000000995,MATMAS,SUB2,20220528,015249,USER044
100,0000000000000000000996,MATMAS,SUB3,20220421,220747,USER045
100,0000000000000000000997,MATMAS,SUB1,20220505,112311,USER046
100,0000000000000000000998,MATMAS,SUB2,20220912,093739,USER047
100,0000000000000000000999,MATMAS,SUB3,20231209,025545,USER048
100,0000000000000000001000,MATMAS,SUB1,20221216,201748,USER049
