MANDT,PERNR,ENDDA,BEGDA,SUBTY,ABESSION
100,00000891,20221223,20220905,0001,6.09
100,00000221,20241127,20231217,0001,1.63
100,00001281,20241230,20230227,0005,4.99
100,00000535,20240127,20231118,0005,3.47
100,00000965,20230513,20230410,0003,4.76
100,00001930,20230514,20220313,0004,7.0
100,00000197,20230720,20230405,0002,0.84
100,00000504,20240108,20231030,0004,4.32
100,00000070,20230305,20240225,0004,5.61
100,00001965,20240305,20240819,0001,4.35
100,00000785,20220222,20230310,0003,6.88
100,00001793,20240209,20240122,0003,1.56
100,00001969,20220728,20240823,0004,5.15
100,00001976,20230504,20230923,0004,2.3
100,00001532,20230826,20230610,0005,5.39
100,00001234,20231202,20230126,0003,6.32
100,00001966,20240309,20241016,0003,1.15
100,00001234,20240417,20230809,0001,4.19
100,00000418,20240608,20231003,0005,3.33
100,00001994,20240515,20230719,0004,1.74
100,00000559,20220527,20240612,0001,6.06
100,00001251,20240322,20221207,0001,6.96
100,00000952,20240112,20230604,0005,1.6
100,00000726,20241228,20241111,0004,7.17
100,00000102,20220708,20230123,0001,6.53
100,00000121,20240314,20231216,0002,1.38
100,00001500,20240626,20240410,0002,3.94
100,00000255,20230427,20220324,0005,3.63
100,00001639,20241017,20240309,0002,3.7
100,00000112,20231216,20220503,0002,0.61
100,00001934,20241012,20231003,0002,3.85
100,00000882,20220521,20241012,0001,1.87
100,00000581,20220126,20231228,0004,4.02
100,00000902,20231113,20220915,0004,7.0
100,00000633,20220303,20240225,0001,3.09
100,00001597,20240108,20230413,0004,2.09
100,00001901,20220521,20240917,0005,5.66
100,00001775,20240207,20240519,0003,6.13
100,00001458,20241009,20220719,0002,2.62
100,00000198,20240206,20230807,0005,2.42
100,00001686,20240327,20230503,0004,1.49
100,00001302,20220112,20240213,0002,4.33
100,00001631,20230422,20231104,0005,7.52
100,00000156,20240130,20230403,0001,0.93
100,00001743,20241214,20230702,0003,7.74
100,00000618,20221003,20241214,0004,6.94
100,00000804,20241105,20230525,0004,5.97
100,00001239,20220601,20220111,0003,4.39
100,00001355,20220220,20240417,0001,1.84
100,00001031,20240327,20241126,0004,6.32
100,00000872,20220618,20230710,0003,2.58
100,00001354,20241115,20220115,0001,1.51
100,00001194,20230921,20231229,0002,3.24
100,00000024,20220903,20240603,0004,3.04
100,00000733,20220425,20230124,0001,2.46
100,00000051,20240716,20230525,0004,3.61
100,00000053,20230318,20230310,0002,7.43
100,00000713,20241018,20230330,0004,7.36
100,00001624,20221030,20240608,0003,6.36
100,00000048,20240123,20231107,0004,6.53
100,00000071,20220713,20240722,0001,7.37
100,00000972,20220806,20220410,0003,1.72
100,00000076,20230113,20231210,0002,2.08
100,00000340,20221122,20230610,0003,5.59
100,00001674,20220407,20240915,0003,4.71
100,00001242,20221013,20231208,0005,4.43
100,00001089,20230403,20220803,0005,2.41
100,00000657,20230410,20230912,0004,2.97
100,00000769,20231214,20240526,0005,4.48
100,00001091,20240325,20230314,0001,1.99
100,00000472,20220811,20240119,0001,3.49
100,00001321,20231017,20231016,0003,6.65
100,00000482,20230102,20240323,0001,0.55
100,00000055,20241121,20220314,0002,7.15
100,00000309,20221030,20240302,0004,1.05
100,00001226,20230427,20221222,0002,2.38
100,00000890,20240729,20230413,0001,4.42
100,00000246,20240320,20240213,0002,1.05
100,00001275,20230620,20240831,0001,5.32
100,00001610,20221021,20240320,0003,6.53
100,00001682,20220129,20240222,0005,2.43
100,00001646,20220724,20240222,0005,4.33
100,00001535,20220506,20230710,0004,4.72
100,00001771,20230224,20220305,0002,5.17
100,00000918,20230112,20241214,0005,2.25
100,00001920,20220503,20240223,0004,6.56
100,00001541,20230203,20230610,0003,3.33
100,00001923,20240423,20220414,0004,6.36
100,00001411,20240105,20231214,0003,1.37
100,00000044,20240807,20220522,0005,5.83
100,00000839,20230412,20231223,0001,7.17
100,00001107,20231101,20231228,0004,2.64
100,00000910,20220804,20220902,0001,2.42
100,00001453,20230112,20240523,0002,1.52
100,00001023,20230617,20240203,0002,0.82
100,00001827,20220524,20240619,0005,6.35
100,00000666,20240213,20230715,0001,3.06
100,00001077,20240208,20220222,0004,5.16
100,00001433,20231206,20220410,0001,2.3
100,00000066,20231106,20240906,0002,2.56
100,00001476,20240303,20241008,0003,1.76
100,00000961,20220303,20241022,0005,4.74
100,00001341,20220806,20231231,0001,0.71
100,00000318,20220529,20231015,0004,6.19
100,00001274,20240411,20230511,0003,7.86
100,00000253,20230214,20230902,0005,7.82
100,00000262,20220416,20220405,0001,5.68
100,00000043,20230913,20231110,0002,4.82
100,00000930,20240501,20220726,0004,2.14
100,00000808,20240411,20220806,0001,6.54
100,00000387,20220722,20231109,0005,6.66
100,00000836,20220410,20240716,0005,5.05
100,00000695,20240302,20240215,0005,3.54
100,00000569,20220711,20241108,0004,0.68
100,00001019,20230316,20230219,0002,7.72
100,00000471,20230618,20240528,0001,4.17
100,00000827,20240313,20221117,0001,5.85
100,00001961,20220514,20240706,0001,6.0
100,00001073,20240514,20240915,0005,3.98
100,00001851,20221030,20230501,0003,4.17
100,00000365,20221026,20220312,0004,2.29
100,00001354,20241112,20230807,0003,0.7
100,00001932,20231125,20220208,0002,2.28
100,00001756,20240728,20230401,0002,3.86
100,00000754,20231103,20220308,0003,5.17
100,00001805,20230317,20230121,0005,4.37
100,00001173,20220714,20230528,0004,6.76
100,00001922,20240114,20221126,0002,6.69
100,00001890,20231219,20220913,0003,1.23
100,00000484,20231014,20220608,0003,5.16
100,00001371,20241101,20241104,0005,5.66
100,00001658,20240714,20230529,0003,2.51
100,00001427,20240621,20240627,0005,7.15
100,00000835,20221218,20230504,0002,2.01
100,00000152,20240606,20231101,0002,7.53
100,00001442,20230904,20240827,0003,2.9
100,00000869,20221017,20231101,0002,6.07
100,00001174,20230104,20230225,0003,6.96
100,00000673,20240729,20220506,0003,7.89
100,00000888,20220509,20231228,0003,3.9
100,00001566,20230619,20230926,0004,7.39
100,00001582,20240125,20230831,0001,7.51
100,00001933,20240417,20230418,0005,3.31
100,00000455,20240818,20231111,0003,2.18
100,00000911,20221021,20220617,0003,5.11
100,00000003,20240527,20220520,0003,6.46
100,00000094,20220830,20221205,0005,5.31
100,00000754,20231118,20240726,0003,4.62
100,00001670,20240103,20231009,0004,7.29
100,00001975,20230917,20221114,0003,4.54
100,00001504,20240131,20230807,0001,6.09
100,00000150,20230206,20241226,0003,4.06
100,00000494,20241124,20241206,0003,1.69
100,00001979,20230902,20231209,0004,6.4
100,00000318,20240102,20240817,0004,1.88
100,00001656,20220402,20230831,0002,4.33
100,00000571,20231126,20230201,0005,2.8
100,00000345,20240829,20241120,0005,6.25
100,00001941,20230901,20230125,0001,7.04
100,00000868,20220901,20220830,0002,6.94
100,00000051,20230924,20230728,0002,7.46
100,00000536,20241018,20240708,0003,4.19
100,00001898,20240811,20220829,0003,4.43
100,00000347,20240211,20240313,0002,7.88
100,00000550,20240824,20220128,0005,1.79
100,00000715,20230109,20230401,0005,6.83
100,00000005,20221005,20230722,0002,5.55
100,00001892,20240909,20220529,0001,1.08
100,00000573,20241201,20230816,0005,7.88
100,00000610,20230718,20220307,0001,5.78
100,00000053,20220713,20240229,0005,7.31
100,00000679,20241224,20240215,0005,0.8
100,00001300,20240327,20240101,0001,4.85
100,00000423,20220416,20220227,0002,1.39
100,00000136,20230904,20241029,0003,1.42
100,00000202,20230417,20220810,0003,6.36
100,00001574,20220818,20220727,0003,5.59
100,00001062,20240419,20240217,0005,4.19
100,00000212,20220712,20240201,0001,5.88
100,00000760,20240722,20241123,0004,1.51
100,00001107,20230608,20221211,0004,0.68
100,00001293,20240201,20230520,0003,3.41
100,00000563,20240723,20230829,0005,7.35
100,00001500,20231006,20230203,0004,3.99
100,00001507,20240808,20220226,0004,5.01
100,00001992,20240206,20240912,0003,2.57
100,00000156,20231119,20241223,0003,0.72
100,00001832,20221009,20230809,0002,7.02
100,00001425,20220609,20220509,0004,5.87
100,00000632,20231216,20240427,0001,4.66
100,00001615,20220215,20230704,0005,3.05
100,00000558,20240401,20220824,0003,1.22
100,00000544,20241017,20220904,0004,3.09
100,00001819,20240726,20220331,0001,5.31
100,00000784,20220721,20220418,0004,5.19
100,00001658,20220920,20230126,0002,0.5
100,00000534,20231128,20230607,0001,2.14
100,00001186,20240701,20230828,0005,1.96
100,00000980,20230216,20240324,0002,2.72
100,00001356,20220805,20230117,0005,7.84
100,00000286,20230319,20220919,0004,7.68
100,00000648,20241204,20240413,0001,7.39
100,00000430,20230405,20241201,0005,2.34
100,00001615,20230121,20220921,0001,0.98
100,00001594,20220424,20240603,0004,4.78
100,00000705,20240312,20220903,0001,2.51
100,00000235,20221218,20240420,0005,2.64
100,00001199,20221116,20240607,0003,1.62
100,00000569,20240222,20240728,0004,7.92
100,00000925,20220923,20220216,0002,7.3
100,00001812,20230923,20240710,0001,4.21
100,00001477,20240623,20220803,0004,3.76
100,00001300,20230115,20240623,0002,1.92
100,00001637,20240507,20220630,0001,0.88
100,00001594,20240615,20220322,0005,5.58
100,00000105,20220618,20240218,0003,6.24
100,00001130,20221209,20240906,0001,7.42
100,00000134,20230624,20240908,0002,4.89
100,00000339,20231108,20220804,0002,1.9
100,00000257,20240412,20240313,0004,4.3
100,00001094,20230204,20230314,0005,5.31
100,00000703,20220727,20230914,0004,2.7
100,00001453,20230415,20240606,0003,3.38
100,00000365,20220531,20220924,0003,7.96
100,00001681,20231214,20230916,0003,1.31
100,00000683,20220428,20230423,0002,4.46
100,00000641,20230912,20230926,0003,5.61
100,00001032,20230811,20241002,0003,2.6
100,00000573,20230712,20230408,0005,7.49
100,00001849,20231201,20240111,0003,7.88
100,00000622,20241027,20220825,0001,7.07
100,00000040,20220608,20240307,0003,2.36
100,00001063,20231215,20220606,0005,4.01
100,00000445,20240602,20221003,0004,7.02
100,00000529,20220922,20240829,0005,3.33
100,00000013,20230728,20220701,0004,2.07
100,00001511,20230321,20230930,0005,6.82
100,00001863,20240921,20230505,0003,3.32
100,00001951,20230717,20230210,0005,5.91
100,00001590,20230215,20240413,0002,0.95
100,00000531,20230712,20221012,0003,1.49
100,00000760,20230410,20240719,0004,3.9
100,00000069,20240905,20230228,0005,3.04
100,00001438,20220306,20230914,0004,3.58
100,00000537,20240914,20231230,0001,7.97
100,00001678,20220829,20240322,0002,5.64
100,00001812,20241116,20231218,0002,6.23
100,00000003,20240824,20230423,0003,7.37
100,00001352,20221209,20230102,0004,2.65
100,00001170,20220621,20230703,0002,1.28
100,00000155,20231211,20220602,0001,1.53
100,00001819,20241003,20230813,0005,3.33
100,00000418,20221010,20220117,0002,5.35
100,00000927,20230413,20230106,0001,4.59
100,00000744,20240830,20230119,0001,5.32
100,00001787,20240428,20241225,0002,2.31
100,00000883,20230825,20230806,0004,1.77
100,00001145,20220721,20220705,0002,4.49
100,00001914,20230926,20230406,0005,0.68
100,00000146,20220217,20220127,0001,7.49
100,00000120,20230823,20220425,0003,1.45
100,00001694,20241120,20230109,0002,0.88
100,00000491,20231209,20230930,0001,7.27
100,00000088,20240505,20240314,0004,6.73
100,00000331,20241018,20240412,0004,0.66
100,00000004,20240102,20220110,0002,1.87
100,00000529,20220410,20240527,0001,1.42
100,00000419,20230601,20231011,0005,2.6
100,00001639,20221231,20220331,0005,5.22
100,00000094,20230614,20220201,0003,7.89
100,00000842,20240903,20240115,0004,7.87
100,00001385,20231229,20231213,0004,7.44
100,00001129,20230124,20230320,0001,2.35
100,00000636,20240329,20230712,0005,3.06
100,00001284,20230925,20221003,0005,5.14
100,00001207,20220506,20230311,0004,7.12
100,00000148,20240709,20221007,0003,3.88
100,00001175,20230115,20221112,0003,4.05
100,00001959,20240129,20241210,0002,4.15
100,00000052,20220522,20221120,0004,1.35
100,00001515,20220703,20221027,0002,3.43
100,00000715,20230201,20230507,0001,3.7
100,00000310,20231020,20230527,0004,2.65
100,00000773,20240602,20231208,0004,5.89
100,00000524,20240203,20230317,0001,4.5
100,00000751,20240317,20231007,0002,6.88
100,00001633,20221023,20240513,0003,1.24
100,00001128,20240420,20240216,0005,2.59
100,00000867,20221113,20230909,0002,6.22
100,00000977,20240912,20220717,0001,6.73
100,00001613,20230804,20220529,0005,6.12
100,00000915,20221117,20230911,0004,1.26
100,00000938,20240428,20220524,0001,5.81
100,00001449,20220118,20221204,0003,1.79
100,00000939,20241002,20221002,0003,3.19
100,00001394,20230526,20241009,0005,2.04
100,00001811,20220403,20220906,0001,5.34
100,00000516,20220604,20230221,0005,6.1
100,00001217,20240712,20220913,0003,2.36
100,00001333,20220916,20220827,0004,1.67
100,00001551,20230203,20230122,0002,5.41
100,00000824,20240129,20220530,0005,5.08
100,00000488,20240314,20240822,0003,7.95
100,00000095,20221217,20221220,0005,6.17
100,00001760,20220415,20230605,0003,3.32
100,00000096,20230902,20241211,0004,3.15
100,00001212,20230330,20240412,0005,5.19
100,00000417,20220705,20220528,0005,2.97
100,00000725,20240822,20221007,0005,5.46
100,00001952,20220102,20230601,0001,5.88
100,00000583,20241206,20240923,0001,3.85
100,00001434,20221112,20220525,0001,6.86
100,00001179,20241111,20240126,0001,6.48
100,00000321,20230124,20220407,0002,3.41
100,00001431,20240517,20220711,0001,3.3
100,00000175,20241118,20230803,0002,6.99
100,00001683,20220307,20220124,0002,3.77
100,00000962,20220812,20240907,0004,7.51
100,00001181,20241119,20240912,0004,7.24
100,00000067,20230125,20220222,0001,2.96
100,00001237,20220929,20241129,0003,5.36
100,00000212,20240718,20220902,0003,4.24
100,00001150,20230827,20220629,0004,5.62
100,00000115,20240217,20240720,0001,4.13
100,00001556,20230326,20240627,0003,0.59
100,00000016,20220407,20240818,0003,1.26
100,00000356,20230430,20230820,0004,5.93
100,00000904,20230626,20230130,0001,2.06
100,00000641,20240925,20240513,0004,1.67
100,00001139,20230329,20221021,0004,7.14
100,00001272,20240402,20231025,0001,1.56
100,00000596,20230512,20220607,0004,5.25
100,00000359,20240422,20220608,0004,7.77
100,00000225,20241121,20220105,0001,1.25
100,00000554,20240102,20230115,0002,7.87
100,00000743,20230206,20230109,0004,1.98
100,00001948,20220415,20241018,0005,1.63
100,00001021,20220117,20240806,0001,0.71
100,00000448,20240702,20220103,0001,5.12
100,00001411,20240218,20220713,0002,3.99
100,00000590,20231030,20241006,0005,6.15
100,00000213,20240828,20240715,0001,4.73
100,00000543,20240719,20220408,0003,6.16
100,00001298,20230306,20230526,0002,5.8
100,00000125,20220710,20230211,0001,3.08
100,00000709,20220712,20240314,0005,3.17
100,00000826,20230426,20221231,0002,3.1
100,00000726,20240809,20240425,0003,7.68
100,00000647,20230610,20231112,0001,6.09
100,00000898,20230228,20220212,0005,5.08
100,00001962,20230501,20220223,0003,4.36
100,00000220,20240510,20230725,0005,5.6
100,00001035,20241016,20230915,0001,1.95
100,00000025,20241209,20220810,0004,7.99
100,00000826,20240122,20241108,0005,2.53
100,00001402,20230401,20230605,0005,1.65
100,00000697,20220208,20220714,0003,5.44
100,00000581,20221018,20220308,0002,6.2
100,00001778,20230827,20230926,0004,5.81
100,00000415,20230729,20241229,0004,6.12
100,00000570,20240701,20220505,0004,5.16
100,00000695,20220621,20240214,0005,6.71
100,00001677,20240922,20230718,0005,5.95
100,00001049,20220823,20221125,0002,0.69
100,00000597,20241215,20240330,0005,2.65
100,00000205,20231003,20231113,0002,0.82
100,00000243,20240420,20240823,0002,6.04
100,00001015,20221012,20241022,0001,1.34
100,00001232,20230101,20230327,0004,6.23
100,00001837,20221031,20231009,0002,2.85
100,00001015,20220521,20231224,0001,6.7
100,00001575,20240222,20230817,0003,5.28
100,00000723,20231030,20220805,0001,5.8
100,00001715,20241226,20220712,0004,1.97
100,00000899,20231123,20240903,0003,2.52
100,00001233,20240715,20240229,0002,2.06
100,00000398,20221018,20240531,0001,1.62
100,00000027,20220727,20231123,0003,2.11
100,00000417,20220913,20241217,0002,4.81
100,00000275,20240917,20230709,0003,5.47
100,00000177,20230514,20230604,0005,2.58
100,00000809,20230702,20241111,0005,3.92
100,00001376,20230830,20240120,0004,4.38
100,00000335,20241130,20241216,0002,7.46
100,00000509,20240418,20240713,0003,5.98
100,00001912,20230615,20230511,0004,6.87
100,00001808,20220816,20220329,0001,0.84
100,00000948,20240403,20220127,0005,3.82
100,00001005,20230105,20221227,0005,5.66
100,00000248,20240320,20240606,0001,1.31
100,00000636,20231211,20240218,0004,3.67
100,00000543,20220418,20221106,0003,1.69
100,00001730,20221227,20240409,0002,2.72
100,00001959,20221120,20230528,0001,4.23
100,00001055,20240105,20230503,0002,7.21
100,00000554,20230409,20240321,0005,6.94
100,00000140,20221002,20241005,0004,1.79
100,00001262,20240320,20241118,0004,4.39
100,00001682,20221127,20231105,0005,7.17
100,00000288,20240829,20240113,0001,3.72
100,00000925,20240813,20230910,0002,4.25
100,00001637,20240727,20230713,0002,3.59
100,00000429,20230402,20240408,0004,7.51
100,00001046,20231029,20240824,0005,4.22
100,00001279,20230415,20240112,0003,0.78
100,00001638,20220327,20240529,0005,2.23
100,00001162,20220302,20240327,0004,4.14
100,00001488,20231108,20220301,0002,5.31
100,00001090,20220802,20230702,0003,2.55
100,00000195,20231111,20221221,0001,7.22
100,00000605,20230518,20240721,0002,3.69
100,00001763,20230818,20230226,0004,7.31
100,00000359,20230104,20241025,0003,3.16
100,00001316,20220622,20230831,0004,3.84
100,00001751,20230524,20221223,0003,0.72
100,00000356,20220914,20220922,0004,7.21
100,00001566,20230625,20230820,0004,5.06
100,00001624,20230627,20230827,0004,7.68
100,00000549,20220411,20231117,0001,1.43
100,00000967,20220501,20240124,0005,5.89
100,00001581,20230909,20240703,0001,6.82
100,00000558,20240416,20220422,0004,0.62
100,00000546,20240326,20230611,0002,5.54
100,00001996,20231114,20220801,0003,5.94
100,00001711,20220310,20220907,0005,6.22
100,00001595,20241106,20230111,0004,4.9
100,00000080,20240227,20230518,0001,1.98
100,00000764,20230218,20241126,0001,2.44
100,00000883,20220201,20240428,0002,3.31
100,00001952,20240605,20240317,0005,2.76
100,00001241,20220417,20240911,0002,3.59
100,00000388,20230215,20230717,0005,6.86
100,00000706,20220511,20230110,0003,5.42
100,00001589,20220902,20240102,0005,2.56
100,00000138,20231107,20220731,0003,6.0
100,00001990,20241020,20240820,0004,4.98
100,00000666,20230707,20240523,0003,6.36
100,00001883,20230720,20230106,0002,3.93
100,00001004,20241110,20240915,0005,2.18
100,00001371,20220316,20230716,0001,1.23
100,00001953,20240922,20230806,0003,7.94
100,00001991,20230409,20220424,0001,3.72
100,00001905,20230807,20220705,0002,3.27
100,00000707,20220708,20231214,0001,3.24
100,00001313,20240115,20240501,0004,2.55
100,00001052,20220927,20230815,0001,2.14
100,00000355,20230329,20220112,0002,4.73
100,00001924,20240319,20240807,0005,4.11
100,00001126,20221028,20231204,0002,2.47
100,00000448,20231017,20240105,0002,1.67
100,00000537,20240403,20220608,0003,6.96
100,00001755,20230108,20240518,0002,7.44
100,00001856,20231212,20231102,0001,2.19
100,00000306,20220615,20240821,0002,7.17
100,00000930,20220904,20221023,0004,3.62
100,00001990,20240617,20230209,0004,2.79
100,00001693,20230731,20240517,0003,0.74
100,00001639,20220915,20240430,0004,5.57
100,00000246,20220204,20220722,0005,6.93
100,00000960,20241201,20231109,0004,0.5
100,00000130,20230416,20231122,0002,1.59
100,00000758,20230921,20220427,0003,1.77
100,00001472,20240627,20241005,0003,7.49
100,00000953,20220822,20240609,0003,2.51
100,00000426,20220327,20240422,0004,6.75
100,00000238,20230709,20240807,0005,2.81
100,00001935,20230208,20231011,0005,4.75
100,00001857,20220903,20220905,0002,1.81
100,00000273,20241020,20230420,0005,1.47
100,00001231,20220602,20221124,0002,4.11
100,00000208,20240730,20220317,0002,3.96
100,00000870,20241031,20220412,0002,1.08
100,00000095,20241209,20241122,0003,4.89
100,00001886,20240117,20230522,0003,5.12
100,00001940,20220101,20240326,0001,0.57
100,00000797,20220517,20231004,0001,7.45
100,00000561,20221219,20241211,0003,1.92
100,00000206,20221004,20240306,0002,2.13
100,00001126,20240930,20221224,0003,5.63
100,00001382,20220708,20241216,0001,0.99
100,00000836,20220423,20220218,0003,1.42
100,00000007,20240402,20230429,0003,0.72
100,00000273,20240306,20220725,0002,2.01
100,00001445,20221008,20220411,0001,3.81
100,00000416,20240505,20240403,0005,2.27
100,00000107,20220814,20230502,0002,5.24
100,00000182,20230217,20240719,0005,4.09
100,00000857,20240907,20230823,0005,2.35
100,00001523,20241211,20230625,0005,1.26
100,00001536,20231122,20220524,0003,6.88
100,00000128,20240809,20220203,0002,3.9
100,00001692,20241220,20240610,0003,3.75
100,00000306,20220605,20220123,0003,5.97
100,00001373,20230822,20230921,0005,5.19
100,00001697,20231201,20230513,0004,6.94
100,00000794,20230329,20221026,0004,7.52
100,00000473,20230821,20240221,0003,3.03
100,00000544,20220110,20221104,0003,1.53
100,00001374,20240930,20230818,0002,6.98
100,00000977,20220814,20221107,0002,1.92
100,00001954,20220714,20240811,0003,7.63
100,00001625,20220927,20230820,0003,4.67
100,00001933,20220804,20230708,0005,6.1
100,00000441,20241217,20240427,0005,1.24
100,00000949,20240625,20231124,0004,0.88
100,00000455,20220330,20221130,0001,4.61
100,00001622,20241118,20220104,0002,5.97
100,00001809,20220809,20240719,0005,0.72
100,00000766,20240919,20220915,0004,4.56
100,00001374,20220829,20230605,0004,2.54
100,00000267,20241117,20231027,0001,5.26
100,00001463,20230427,20240713,0002,6.77
100,00001393,20230827,20241230,0004,4.23
100,00000746,20240310,20240624,0001,1.81
100,00000224,20220618,20240911,0003,1.92
100,00000467,20221027,20220610,0002,0.71
100,00001181,20240410,20220508,0003,3.05
100,00001491,20241208,20241020,0005,5.01
100,00001643,20241211,20220416,0001,1.74
100,00000721,20221122,20220813,0004,4.43
100,00000482,20231103,20221220,0002,2.22
100,00001635,20220409,20240714,0001,1.24
100,00001636,20240723,20221119,0003,2.94
100,00000374,20240206,20230820,0002,4.36
100,00000601,20241025,20230314,0004,1.16
100,00001768,20241114,20220315,0003,5.86
100,00001044,20230817,20230629,0003,6.09
100,00001738,20220406,20230409,0003,3.79
100,00001286,20241206,20240207,0003,3.37
100,00000017,20240323,20221021,0004,0.59
100,00001823,20220817,20220824,0002,6.38
100,00000028,20230207,20221115,0001,4.76
100,00000651,20230630,20220406,0002,2.97
100,00001187,20240619,20240530,0004,5.17
100,00001943,20241130,20230820,0005,4.05
100,00000730,20230303,20230917,0004,2.93
100,00001292,20220521,20230421,0002,5.02
100,00001051,20230527,20241007,0001,5.48
100,00001076,20241204,20221013,0004,3.32
100,00001088,20220227,20230111,0002,6.65
100,00001662,20240731,20230806,0004,7.93
100,00000519,20240921,20230530,0003,6.58
100,00000747,20240225,20240430,0002,6.56
100,00000076,20221028,20231203,0005,6.72
100,00001967,20230528,20240523,0003,5.55
100,00001235,20240429,20230907,0001,1.58
100,00001909,20240216,20240114,0002,7.24
100,00000551,20231015,20241219,0004,1.3
100,00000182,20230304,20230206,0002,7.41
100,00001122,20230814,20231009,0003,7.85
100,00000862,20240908,20241105,0005,5.58
100,00000283,20231118,20230518,0001,4.33
100,00000346,20220914,20230202,0005,3.58
100,00000385,20220913,20230502,0004,4.64
100,00001089,20221120,20240129,0005,4.44
100,00000021,20241129,20240811,0004,5.66
100,00001304,20220224,20231113,0001,0.64
100,00001384,20221104,20241015,0005,3.07
100,00001917,20240505,20220510,0002,3.37
100,00001070,20230216,20241029,0003,3.82
100,00001477,20220721,20220312,0001,4.33
100,00001064,20240428,20240607,0001,4.91
100,00000074,20240415,20220417,0002,0.95
100,00000973,20221119,20220805,0004,1.56
100,00000918,20230513,20230312,0003,4.36
100,00001730,20240811,20220125,0005,2.51
100,00001655,20241130,20231004,0003,6.83
100,00001246,20240719,20230801,0002,6.65
100,00000156,20220219,20240111,0005,0.52
100,00000588,20230416,20240803,0002,2.44
100,00000406,20230217,20240129,0002,7.69
100,00001842,20230330,20220406,0005,0.78
100,00000844,20220701,20220212,0002,7.53
100,00001387,20240517,20220217,0005,3.68
100,00001158,20230212,20230608,0005,4.55
100,00000175,20220706,20241109,0001,1.85
100,00000554,20220408,20220219,0004,2.69
100,00001233,20240630,20240625,0005,4.87
100,00001048,20240227,20230724,0003,4.1
100,00001490,20240328,20220613,0004,3.14
100,00000896,20221117,20230917,0004,4.91
100,00000485,20220328,20241214,0001,1.34
100,00000584,20240220,20220206,0001,6.82
100,00001152,20220821,20230228,0001,4.92
100,00001887,20240901,20231125,0004,1.09
100,00001125,20231104,20220920,0003,6.23
100,00000428,20240118,20240606,0001,4.79
100,00000329,20240704,20240415,0003,6.51
100,00001777,20231118,20240418,0002,7.83
100,00001834,20240919,20240207,0002,6.33
100,00001433,20231024,20220906,0005,0.88
100,00001740,20230216,20231205,0003,4.22
100,00001959,20230424,20240828,0005,5.15
100,00001303,20231226,20240602,0004,3.93
100,00001927,20230125,20230626,0004,1.8
100,00001219,20221220,20220414,0005,2.66
100,00001370,20221009,20240224,0003,2.2
100,00001114,20240514,20240413,0005,6.54
100,00001064,20240518,20220416,0005,4.68
100,00000020,20240810,20220907,0003,7.77
100,00000223,20220331,20220224,0001,2.76
100,00000786,20241231,20220804,0005,3.52
100,00001478,20220327,20221207,0001,7.26
100,00000466,20231003,20231006,0002,1.37
100,00000260,20221128,20221005,0004,4.75
100,00000113,20240511,20241115,0005,1.84
100,00000023,20231220,20240425,0005,2.36
100,00000883,20220324,20231207,0003,7.96
100,00000260,20220111,20230616,0004,7.48
100,00001688,20220502,20240401,0004,1.33
100,00000747,20230310,20240115,0003,1.03
100,00000830,20221225,20221220,0003,7.2
100,00001458,20240503,20240624,0003,2.79
100,00000691,20221027,20220227,0004,6.88
100,00000583,20221214,20221116,0003,4.01
100,00000211,20221121,20230204,0003,0.89
100,00001812,20231107,20240812,0002,5.57
100,00000293,20240907,20240527,0002,0.73
100,00001919,20240507,20230411,0001,0.72
100,00001352,20231017,20230502,0002,6.12
100,00001876,20240315,20220221,0004,3.74
100,00001083,20230305,20240608,0004,2.0
100,00000558,20240219,20240124,0004,1.81
100,00001299,20230808,20221021,0004,7.58
100,00001878,20221213,20230704,0002,4.75
100,00000025,20221223,20231113,0004,7.19
100,00000737,20220705,20230929,0001,3.68
100,00000158,20220816,20231231,0002,0.86
100,00001559,20220323,20241219,0003,5.82
100,00000214,20241007,20220608,0005,2.15
100,00000233,20220407,20240414,0005,6.11
100,00001754,20220610,20240318,0002,5.26
100,00001121,20220130,20220407,0004,4.86
100,00000767,20221224,20241011,0004,5.37
100,00000449,20241026,20240913,0003,6.45
100,00001446,20240206,20221006,0003,4.16
100,00001073,20230121,20230419,0003,1.19
100,00000004,20221129,20220606,0003,2.12
100,00000455,20220910,20230311,0003,3.02
100,00000635,20231128,20240101,0005,7.87
100,00001865,20220616,20220729,0004,6.35
100,00000501,20230104,20231005,0002,3.19
100,00000995,20221108,20230614,0005,4.91
100,00001420,20240607,20231102,0003,5.66
100,00001280,20220620,20221214,0005,0.6
100,00001738,20230117,20240911,0001,2.28
100,00000513,20220210,20220304,0004,6.83
100,00001117,20230409,20220731,0002,1.11
100,00001875,20240509,20221008,0002,4.74
100,00001670,20231023,20231226,0001,4.77
100,00001017,20230318,20220224,0002,5.12
100,00000892,20240118,20230104,0004,5.34
100,00001051,20230516,20220227,0005,3.84
100,00000642,20220211,20241108,0005,3.95
100,00001408,20231230,20240412,0004,3.9
100,00001495,20240610,20240428,0003,4.22
100,00000240,20220623,20220518,0002,5.26
100,00001261,20220321,20231006,0002,4.35
100,00001931,20230514,20240622,0005,5.62
100,00001334,20220614,20231012,0003,6.01
100,00001154,20220210,20230412,0002,3.15
100,00000855,20220723,20221001,0002,7.09
100,00001554,20230819,20241214,0003,2.46
100,00000264,20240205,20230223,0001,3.22
100,00000987,20240316,20240806,0005,1.35
