MANDT,VBELN,POSNR,GBSTA,LFSTA
100,0000008703,000010,C,C
100,0000008703,000020,C,C
100,0000008703,000030,C,C
100,0000008703,000040,C,C
100,0000008704,000010,C,C
100,0000008704,000020,C,C
100,0000008705,000010,C,C
100,0000008705,000020,C,C
100,0000008706,000010,C,C
100,0000008706,000020,C,C
100,0000008706,000030,C,C
100,0000008707,000010,C,C
100,0000008707,000020,C,C
100,0000008708,000010,C,C
100,0000008708,000020,C,C
100,0000008708,000030,C,C
100,0000008709,000010,C,C
100,0000008709,000020,C,C
100,0000008710,000010,C,C
100,0000008710,000020,C,C
100,0000008711,000010,C,C
100,0000008711,000020,C,C
100,0000008711,000030,C,C
100,0000008711,000040,C,C
100,0000008712,000010,C,C
100,0000008712,000020,C,C
100,0000008712,000030,C,C
100,0000008712,000040,C,C
100,0000008713,000010,C,C
100,0000008713,000020,C,C
100,0000008713,000030,C,C
100,0000008714,000010,C,C
100,0000008714,000020,C,C
100,0000008714,000030,C,C
100,0000008715,000010,C,C
100,0000008715,000020,C,C
100,0000008716,000010,C,C
100,0000008716,000020,C,C
100,0000008717,000010,C,C
100,0000008717,000020,C,C
100,0000008717,000030,C,C
100,0000008717,000040,C,C
100,0000008718,000010,C,C
100,0000008718,000020,C,C
100,0000008718,000030,C,C
100,0000008718,000040,C,C
100,0000008719,000010,C,C
100,0000008719,000020,C,C
100,0000008720,000010,C,C
100,0000008720,000020,C,C
100,0000008720,000030,C,C
100,0000008721,000010,C,C
100,0000008721,000020,C,C
100,0000008721,000030,C,C
100,0000008722,000010,C,C
100,0000008722,000020,C,C
100,0000008723,000010,C,C
100,0000008723,000020,C,C
100,0000008723,000030,C,C
100,0000008723,000040,C,C
100,0000008724,000010,C,C
100,0000008724,000020,C,C
100,0000008725,000010,C,C
100,0000008725,000020,C,C
100,0000008725,000030,C,C
100,0000008725,000040,C,C
100,0000008726,000010,C,C
100,0000008726,000020,C,C
100,0000008727,000010,C,C
100,0000008727,000020,C,C
100,0000008728,000010,C,C
100,0000008728,000020,C,C
100,0000008728,000030,C,C
100,0000008728,000040,C,C
100,0000008729,000010,C,C
100,0000008729,000020,C,C
100,0000008730,000010,C,C
100,0000008730,000020,C,C
100,0000008730,000030,C,C
100,0000008731,000010,C,C
100,0000008731,000020,C,C
100,0000008732,000010,C,C
100,0000008732,000020,C,C
100,0000008732,000030,C,C
100,0000008733,000010,C,C
100,0000008733,000020,C,C
100,0000008734,000010,C,C
100,0000008734,000020,C,C
100,0000008734,000030,C,C
100,0000008734,000040,C,C
100,0000008735,000010,C,C
100,0000008735,000020,C,C
100,0000008735,000030,C,C
100,0000008735,000040,C,C
100,0000008736,000010,C,C
100,0000008736,000020,C,C
100,0000008736,000030,C,C
100,0000008736,000040,C,C
100,0000008737,000010,C,C
100,0000008737,000020,C,C
100,0000008738,000010,C,C
100,0000008738,000020,C,C
100,0000008738,000030,C,C
100,0000008738,000040,C,C
100,0000008739,000010,C,C
100,0000008739,000020,C,C
100,0000008740,000010,C,C
100,0000008740,000020,C,C
100,0000008740,000030,C,C
100,0000008740,000040,C,C
100,0000008741,000010,C,C
100,0000008741,000020,C,C
100,0000008741,000030,C,C
100,0000008741,000040,C,C
100,0000008742,000010,C,C
100,0000008742,000020,C,C
100,0000008743,000010,C,C
100,0000008743,000020,C,C
100,0000008744,000010,C,C
100,0000008744,000020,C,C
100,0000008744,000030,C,C
100,0000008744,000040,C,C
100,0000008745,000010,C,C
100,0000008745,000020,C,C
100,0000008745,000030,C,C
100,0000008745,000040,C,C
100,0000008746,000010,C,C
100,0000008746,000020,C,C
100,0000008747,000010,C,C
100,0000008747,000020,C,C
100,0000008747,000030,C,C
100,0000008748,000010,C,C
100,0000008748,000020,C,C
100,0000008748,000030,C,C
100,0000008749,000010,C,C
100,0000008749,000020,C,C
100,0000008750,000010,C,C
100,0000008750,000020,C,C
100,0000008750,000030,C,C
100,0000008750,000040,C,C
100,0000008751,000010,C,C
100,0000008751,000020,C,C
100,0000008751,000030,C,C
100,0000008751,000040,C,C
100,0000008752,000010,C,C
100,0000008752,000020,C,C
100,0000008753,000010,C,C
100,0000008753,000020,C,C
100,0000008753,000030,C,C
100,0000008754,000010,C,C
100,0000008754,000020,C,C
100,0000008754,000030,C,C
100,0000008755,000010,C,C
100,0000008755,000020,C,C
100,0000008755,000030,C,C
100,0000008755,000040,C,C
100,0000008756,000010,C,C
100,0000008756,000020,C,C
100,0000008756,000030,C,C
100,0000008757,000010,C,C
100,0000008757,000020,C,C
100,0000008757,000030,C,C
100,0000008757,000040,C,C
100,0000008758,000010,C,C
100,0000008758,000020,C,C
100,0000008758,000030,C,C
100,0000008759,000010,C,C
100,0000008759,000020,C,C
100,0000008760,000010,C,C
100,0000008760,000020,C,C
100,0000008760,000030,C,C
100,0000008760,000040,C,C
100,0000008761,000010,C,C
100,0000008761,000020,C,C
100,0000008762,000010,C,C
100,0000008762,000020,C,C
100,0000008763,000010,C,C
100,0000008763,000020,C,C
100,0000008763,000030,C,C
100,0000008764,000010,C,C
100,0000008764,000020,C,C
100,0000008764,000030,C,C
100,0000008765,000010,C,C
100,0000008765,000020,C,C
100,0000008765,000030,C,C
100,0000008766,000010,C,C
100,0000008766,000020,C,C
100,0000008766,000030,C,C
100,0000008767,000010,C,C
100,0000008767,000020,C,C
100,0000008767,000030,C,C
100,0000008767,000040,C,C
100,0000008768,000010,C,C
100,0000008768,000020,C,C
100,0000008768,000030,C,C
100,0000008769,000010,C,C
100,0000008769,000020,C,C
100,0000008769,000030,C,C
100,0000008770,000010,C,C
100,0000008770,000020,C,C
100,0000008770,000030,C,C
100,0000008770,000040,C,C
100,0000008771,000010,C,C
100,0000008771,000020,C,C
100,0000008772,000010,C,C
100,0000008772,000020,C,C
100,0000008772,000030,C,C
100,0000008773,000010,C,C
100,0000008773,000020,C,C
100,0000008773,000030,C,C
100,0000008773,000040,C,C
100,0000008774,000010,C,C
100,0000008774,000020,C,C
100,0000008775,000010,C,C
100,0000008775,000020,C,C
100,0000008775,000030,C,C
100,0000008775,000040,C,C
100,0000008776,000010,C,C
100,0000008776,000020,C,C
100,0000008776,000030,C,C
100,0000008777,000010,C,C
100,0000008777,000020,C,C
100,0000008778,000010,C,C
100,0000008778,000020,C,C
100,0000008778,000030,C,C
100,0000008779,000010,C,C
100,0000008779,000020,C,C
100,0000008779,000030,C,C
100,0000008780,000010,C,C
100,0000008780,000020,C,C
100,0000008781,000010,C,C
100,0000008781,000020,C,C
100,0000008781,000030,C,C
100,0000008781,000040,C,C
100,0000008782,000010,C,C
100,0000008782,000020,C,C
100,0000008783,000010,C,C
100,0000008783,000020,C,C
100,0000008783,000030,C,C
100,0000008784,000010,C,C
100,0000008784,000020,C,C
100,0000008784,000030,C,C
100,0000008784,000040,C,C
100,0000008785,000010,C,C
100,0000008785,000020,C,C
100,0000008785,000030,C,C
100,0000008785,000040,C,C
100,0000008786,000010,C,C
100,0000008786,000020,C,C
100,0000008787,000010,C,C
100,0000008787,000020,C,C
100,0000008788,000010,C,C
100,0000008788,000020,C,C
100,0000008788,000030,C,C
100,0000008788,000040,C,C
100,0000008789,000010,C,C
100,0000008789,000020,C,C
100,0000008789,000030,C,C
100,0000008790,000010,C,C
100,0000008790,000020,C,C
100,0000008790,000030,C,C
100,0000008790,000040,C,C
100,0000008791,000010,C,C
100,0000008791,000020,C,C
100,0000008791,000030,C,C
100,0000008792,000010,C,C
100,0000008792,000020,C,C
100,0000008792,000030,C,C
100,0000008792,000040,C,C
100,0000008793,000010,C,C
100,0000008793,000020,C,C
100,0000008793,000030,C,C
100,0000008793,000040,C,C
100,0000008794,000010,C,C
100,0000008794,000020,C,C
100,0000008795,000010,C,C
100,0000008795,000020,C,C
100,0000008795,000030,C,C
100,0000008796,000010,C,C
100,0000008796,000020,C,C
100,0000008797,000010,C,C
100,0000008797,000020,C,C
100,0000008797,000030,C,C
100,0000008797,000040,C,C
100,0000008798,000010,C,C
100,0000008798,000020,C,C
100,0000008798,000030,C,C
100,0000008799,000010,C,C
100,0000008799,000020,C,C
100,0000008799,000030,C,C
100,0000008800,000010,C,C
100,0000008800,000020,C,C
100,0000008800,000030,C,C
100,0000008800,000040,C,C
100,0000008801,000010,C,C
100,0000008801,000020,C,C
100,0000008801,000030,C,C
100,0000008802,000010,C,C
100,0000008802,000020,C,C
100,0000008802,000030,C,C
100,0000008803,000010,C,C
100,0000008803,000020,C,C
100,0000008803,000030,C,C
100,0000008804,000010,C,C
100,0000008804,000020,C,C
100,0000008804,000030,C,C
100,0000008804,000040,C,C
100,0000008805,000010,C,C
100,0000008805,000020,C,C
100,0000008805,000030,C,C
100,0000008806,000010,C,C
100,0000008806,000020,C,C
100,0000008806,000030,C,C
100,0000008806,000040,C,C
100,0000008807,000010,C,C
100,0000008807,000020,C,C
100,0000008807,000030,C,C
100,0000008807,000040,C,C
100,0000008808,000010,C,C
100,0000008808,000020,C,C
100,0000008809,000010,C,C
100,0000008809,000020,C,C
100,0000008809,000030,C,C
100,0000008810,000010,C,C
100,0000008810,000020,C,C
100,0000008811,000010,C,C
100,0000008811,000020,C,C
100,0000008811,000030,C,C
100,0000008812,000010,C,C
100,0000008812,000020,C,C
100,0000008812,000030,C,C
100,0000008812,000040,C,C
100,0000008813,000010,C,C
100,0000008813,000020,C,C
100,0000008813,000030,C,C
100,0000008814,000010,C,C
100,0000008814,000020,C,C
100,0000008814,000030,C,C
100,0000008815,000010,C,C
100,0000008815,000020,C,C
100,0000008815,000030,C,C
100,0000008815,000040,C,C
100,0000008816,000010,C,C
100,0000008816,000020,C,C
100,0000008816,000030,C,C
100,0000008817,000010,C,C
100,0000008817,000020,C,C
100,0000008817,000030,C,C
100,0000008818,000010,C,C
100,0000008818,000020,C,C
100,0000008818,000030,C,C
100,0000008818,000040,C,C
100,0000008819,000010,C,C
100,0000008819,000020,C,C
100,0000008820,000010,C,C
100,0000008820,000020,C,C
100,0000008820,000030,C,C
100,0000008821,000010,C,C
100,0000008821,000020,C,C
100,0000008822,000010,C,C
100,0000008822,000020,C,C
100,0000008822,000030,C,C
100,0000008823,000010,C,C
100,0000008823,000020,C,C
100,0000008824,000010,C,C
100,0000008824,000020,C,C
100,0000008824,000030,C,C
100,0000008824,000040,C,C
100,0000008825,000010,C,C
100,0000008825,000020,C,C
100,0000008825,000030,C,C
100,0000008825,000040,C,C
100,0000008826,000010,C,C
100,0000008826,000020,C,C
100,0000008826,000030,C,C
100,0000008826,000040,C,C
100,0000008827,000010,C,C
100,0000008827,000020,C,C
100,0000008827,000030,C,C
100,0000008828,000010,C,C
100,0000008828,000020,C,C
100,0000008828,000030,C,C
100,0000008828,000040,C,C
100,0000008829,000010,C,C
100,0000008829,000020,C,C
100,0000008829,000030,C,C
100,0000008829,000040,C,C
100,0000008830,000010,C,C
100,0000008830,000020,C,C
100,0000008830,000030,C,C
100,0000008830,000040,C,C
100,0000008831,000010,C,C
100,0000008831,000020,C,C
100,0000008831,000030,C,C
100,0000008831,000040,C,C
100,0000008832,000010,C,C
100,0000008832,000020,C,C
100,0000008833,000010,C,C
100,0000008833,000020,C,C
100,0000008833,000030,C,C
100,0000008833,000040,C,C
100,0000008834,000010,C,C
100,0000008834,000020,C,C
100,0000008835,000010,C,C
100,0000008835,000020,C,C
100,0000008835,000030,C,C
100,0000008836,000010,C,C
100,0000008836,000020,C,C
100,0000008837,000010,C,C
100,0000008837,000020,C,C
100,0000008838,000010,C,C
100,0000008838,000020,C,C
100,0000008839,000010,C,C
100,0000008839,000020,C,C
100,0000008839,000030,C,C
100,0000008839,000040,C,C
100,0000008840,000010,C,C
100,0000008840,000020,C,C
100,0000008840,000030,C,C
100,0000008841,000010,C,C
100,0000008841,000020,C,C
100,0000008841,000030,C,C
100,0000008841,000040,C,C
100,0000008842,000010,C,C
100,0000008842,000020,C,C
100,0000008843,000010,C,C
100,0000008843,000020,C,C
100,0000008844,000010,C,C
100,0000008844,000020,C,C
100,0000008844,000030,C,C
100,0000008845,000010,C,C
100,0000008845,000020,C,C
100,0000008846,000010,C,C
100,0000008846,000020,C,C
100,0000008846,000030,C,C
100,0000008847,000010,C,C
100,0000008847,000020,C,C
100,0000008847,000030,C,C
100,0000008847,000040,C,C
100,0000008848,000010,C,C
100,0000008848,000020,C,C
100,0000008849,000010,C,C
100,0000008849,000020,C,C
100,0000008850,000010,C,C
100,0000008850,000020,C,C
100,0000008850,000030,C,C
100,0000008850,000040,C,C
100,0000008851,000010,C,C
100,0000008851,000020,C,C
100,0000008851,000030,C,C
100,0000008851,000040,C,C
100,0000008852,000010,C,C
100,0000008852,000020,C,C
100,0000008852,000030,C,C
100,0000008853,000010,C,C
100,0000008853,000020,C,C
100,0000008853,000030,C,C
100,0000008854,000010,C,C
100,0000008854,000020,C,C
100,0000008854,000030,C,C
100,0000008854,000040,C,C
100,0000008855,000010,C,C
100,0000008855,000020,C,C
100,0000008856,000010,C,C
100,0000008856,000020,C,C
100,0000008856,000030,C,C
100,0000008856,000040,C,C
100,0000008857,000010,C,C
100,0000008857,000020,C,C
100,0000008857,000030,C,C
100,0000008858,000010,C,C
100,0000008858,000020,C,C
100,0000008859,000010,C,C
100,0000008859,000020,C,C
100,0000008859,000030,C,C
100,0000008860,000010,C,C
100,0000008860,000020,C,C
100,0000008861,000010,C,C
100,0000008861,000020,C,C
100,0000008861,000030,C,C
100,0000008862,000010,C,C
100,0000008862,000020,C,C
100,0000008862,000030,C,C
100,0000008863,000010,C,C
100,0000008863,000020,C,C
100,0000008863,000030,C,C
100,0000008863,000040,C,C
100,0000008864,000010,C,C
100,0000008864,000020,C,C
100,0000008865,000010,C,C
100,0000008865,000020,C,C
100,0000008865,000030,C,C
100,0000008866,000010,C,C
100,0000008866,000020,C,C
100,0000008867,000010,C,C
100,0000008867,000020,C,C
100,0000008868,000010,C,C
100,0000008868,000020,C,C
100,0000008868,000030,C,C
100,0000008869,000010,C,C
100,0000008869,000020,C,C
100,0000008869,000030,C,C
100,0000008869,000040,C,C
100,0000008870,000010,C,C
100,0000008870,000020,C,C
100,0000008870,000030,C,C
100,0000008870,000040,C,C
100,0000008871,000010,C,C
100,0000008871,000020,C,C
100,0000008872,000010,C,C
100,0000008872,000020,C,C
100,0000008873,000010,C,C
100,0000008873,000020,C,C
100,0000008874,000010,C,C
100,0000008874,000020,C,C
100,0000008875,000010,C,C
100,0000008875,000020,C,C
100,0000008876,000010,C,C
100,0000008876,000020,C,C
100,0000008876,000030,C,C
100,0000008876,000040,C,C
100,0000008877,000010,C,C
100,0000008877,000020,C,C
100,0000008877,000030,C,C
100,0000008877,000040,C,C
100,0000008878,000010,C,C
100,0000008878,000020,C,C
100,0000008878,000030,C,C
100,0000008878,000040,C,C
100,0000008879,000010,C,C
100,0000008879,000020,C,C
100,0000008879,000030,C,C
100,0000008880,000010,C,C
100,0000008880,000020,C,C
100,0000008880,000030,C,C
100,0000008881,000010,C,C
100,0000008881,000020,C,C
100,0000008882,000010,C,C
100,0000008882,000020,C,C
100,0000008883,000010,C,C
100,0000008883,000020,C,C
100,0000008884,000010,C,C
100,0000008884,000020,C,C
100,0000008884,000030,C,C
100,0000008885,000010,C,C
100,0000008885,000020,C,C
100,0000008885,000030,C,C
100,0000008886,000010,C,C
100,0000008886,000020,C,C
100,0000008886,000030,C,C
100,0000008886,000040,C,C
100,0000008887,000010,C,C
100,0000008887,000020,C,C
100,0000008887,000030,C,C
100,0000008888,000010,C,C
100,0000008888,000020,C,C
100,0000008888,000030,C,C
100,0000008889,000010,C,C
100,0000008889,000020,C,C
100,0000008889,000030,C,C
100,0000008890,000010,C,C
100,0000008890,000020,C,C
100,0000008890,000030,C,C
100,0000008890,000040,C,C
100,0000008891,000010,C,C
100,0000008891,000020,C,C
100,0000008892,000010,C,C
100,0000008892,000020,C,C
100,0000008892,000030,C,C
100,0000008893,000010,C,C
100,0000008893,000020,C,C
100,0000008893,000030,C,C
100,0000008894,000010,C,C
100,0000008894,000020,C,C
100,0000008894,000030,C,C
100,0000008895,000010,C,C
100,0000008895,000020,C,C
100,0000008895,000030,C,C
100,0000008896,000010,C,C
100,0000008896,000020,C,C
100,0000008896,000030,C,C
100,0000008897,000010,C,C
100,0000008897,000020,C,C
100,0000008897,000030,C,C
100,0000008897,000040,C,C
100,0000008898,000010,C,C
100,0000008898,000020,C,C
100,0000008899,000010,C,C
100,0000008899,000020,C,C
100,0000008900,000010,C,C
100,0000008900,000020,C,C
100,0000008901,000010,C,C
100,0000008901,000020,C,C
100,0000008901,000030,C,C
100,0000008902,000010,C,C
100,0000008902,000020,C,C
100,0000008903,000010,C,C
100,0000008903,000020,C,C
100,0000008903,000030,C,C
100,0000008904,000010,C,C
100,0000008904,000020,C,C
100,0000008905,000010,C,C
100,0000008905,000020,C,C
100,0000008906,000010,C,C
100,0000008906,000020,C,C
100,0000008906,000030,C,C
100,0000008906,000040,C,C
100,0000008907,000010,C,C
100,0000008907,000020,C,C
100,0000008907,000030,C,C
100,0000008908,000010,C,C
100,0000008908,000020,C,C
100,0000008908,000030,C,C
100,0000008909,000010,C,C
100,0000008909,000020,C,C
100,0000008910,000010,C,C
100,0000008910,000020,C,C
100,0000008911,000010,C,C
100,0000008911,000020,C,C
100,0000008911,000030,C,C
100,0000008912,000010,C,C
100,0000008912,000020,C,C
100,0000008913,000010,C,C
100,0000008913,000020,C,C
100,0000008914,000010,C,C
100,0000008914,000020,C,C
100,0000008914,000030,C,C
100,0000008915,000010,C,C
100,0000008915,000020,C,C
100,0000008915,000030,C,C
100,0000008915,000040,C,C
100,0000008916,000010,C,C
100,0000008916,000020,C,C
100,0000008917,000010,C,C
100,0000008917,000020,C,C
100,0000008917,000030,C,C
100,0000008918,000010,C,C
100,0000008918,000020,C,C
100,0000008918,000030,C,C
100,0000008918,000040,C,C
100,0000008919,000010,C,C
100,0000008919,000020,C,C
100,0000008919,000030,C,C
100,0000008919,000040,C,C
100,0000008920,000010,C,C
100,0000008920,000020,C,C
100,0000008920,000030,C,C
100,0000008921,000010,C,C
100,0000008921,000020,C,C
100,0000008922,000010,C,C
100,0000008922,000020,C,C
100,0000008923,000010,C,C
100,0000008923,000020,C,C
100,0000008924,000010,C,C
100,0000008924,000020,C,C
100,0000008924,000030,C,C
100,0000008925,000010,C,C
100,0000008925,000020,C,C
100,0000008925,000030,C,C
100,0000008925,000040,C,C
100,0000008926,000010,C,C
100,0000008926,000020,C,C
100,0000008927,000010,C,C
100,0000008927,000020,C,C
100,0000008927,000030,C,C
100,0000008928,000010,C,C
100,0000008928,000020,C,C
100,0000008929,000010,C,C
100,0000008929,000020,C,C
100,0000008930,000010,C,C
100,0000008930,000020,C,C
100,0000008930,000030,C,C
100,0000008930,000040,C,C
100,0000008931,000010,C,C
100,0000008931,000020,C,C
100,0000008931,000030,C,C
100,0000008931,000040,C,C
100,0000008932,000010,C,C
100,0000008932,000020,C,C
100,0000008932,000030,C,C
100,0000008933,000010,C,C
100,0000008933,000020,C,C
100,0000008934,000010,C,C
100,0000008934,000020,C,C
100,0000008934,000030,C,C
100,0000008935,000010,C,C
100,0000008935,000020,C,C
100,0000008935,000030,C,C
100,0000008935,000040,C,C
100,0000008936,000010,C,C
100,0000008936,000020,C,C
100,0000008937,000010,C,C
100,0000008937,000020,C,C
100,0000008937,000030,C,C
100,0000008938,000010,C,C
100,0000008938,000020,C,C
100,0000008938,000030,C,C
100,0000008938,000040,C,C
100,0000008939,000010,C,C
100,0000008939,000020,C,C
100,0000008939,000030,C,C
100,0000008940,000010,C,C
100,0000008940,000020,C,C
100,0000008940,000030,C,C
100,0000008941,000010,C,C
100,0000008941,000020,C,C
100,0000008942,000010,C,C
100,0000008942,000020,C,C
100,0000008943,000010,C,C
100,0000008943,000020,C,C
100,0000008943,000030,C,C
100,0000008944,000010,C,C
100,0000008944,000020,C,C
100,0000008945,000010,C,C
100,0000008945,000020,C,C
100,0000008945,000030,C,C
100,0000008946,000010,C,C
100,0000008946,000020,C,C
100,0000008946,000030,C,C
100,0000008946,000040,C,C
100,0000008947,000010,C,C
100,0000008947,000020,C,C
100,0000008947,000030,C,C
100,0000008948,000010,C,C
100,0000008948,000020,C,C
100,0000008948,000030,C,C
100,0000008948,000040,C,C
100,0000008949,000010,C,C
100,0000008949,000020,C,C
100,0000008949,000030,C,C
100,0000008949,000040,C,C
100,0000008950,000010,C,C
100,0000008950,000020,C,C
100,0000008950,000030,C,C
100,0000008950,000040,C,C
100,0000008951,000010,C,C
100,0000008951,000020,C,C
100,0000008951,000030,C,C
100,0000008951,000040,C,C
100,0000008952,000010,C,C
100,0000008952,000020,C,C
100,0000008952,000030,C,C
100,0000008952,000040,C,C
100,0000008953,000010,C,C
100,0000008953,000020,C,C
100,0000008953,000030,C,C
100,0000008954,000010,C,C
100,0000008954,000020,C,C
100,0000008955,000010,C,C
100,0000008955,000020,C,C
100,0000008956,000010,C,C
100,0000008956,000020,C,C
100,0000008957,000010,C,C
100,0000008957,000020,C,C
100,0000008958,000010,C,C
100,0000008958,000020,C,C
100,0000008958,000030,C,C
100,0000008959,000010,C,C
100,0000008959,000020,C,C
100,0000008959,000030,C,C
100,0000008960,000010,C,C
100,0000008960,000020,C,C
100,0000008961,000010,C,C
100,0000008961,000020,C,C
100,0000008961,000030,C,C
100,0000008961,000040,C,C
100,0000008962,000010,C,C
100,0000008962,000020,C,C
100,0000008962,000030,C,C
100,0000008962,000040,C,C
100,0000008963,000010,C,C
100,0000008963,000020,C,C
100,0000008964,000010,C,C
100,0000008964,000020,C,C
100,0000008964,000030,C,C
100,0000008965,000010,C,C
100,0000008965,000020,C,C
100,0000008965,000030,C,C
100,0000008965,000040,C,C
100,0000008966,000010,C,C
100,0000008966,000020,C,C
100,0000008966,000030,C,C
100,0000008967,000010,C,C
100,0000008967,000020,C,C
100,0000008967,000030,C,C
100,0000008968,000010,C,C
100,0000008968,000020,C,C
100,0000008969,000010,C,C
100,0000008969,000020,C,C
100,0000008969,000030,C,C
100,0000008969,000040,C,C
100,0000008970,000010,C,C
100,0000008970,000020,C,C
100,0000008970,000030,C,C
100,0000008971,000010,C,C
100,0000008971,000020,C,C
100,0000008971,000030,C,C
100,0000008971,000040,C,C
100,0000008972,000010,C,C
100,0000008972,000020,C,C
100,0000008972,000030,C,C
100,0000008972,000040,C,C
100,0000008973,000010,C,C
100,0000008973,000020,C,C
100,0000008973,000030,C,C
100,0000008973,000040,C,C
100,0000008974,000010,C,C
100,0000008974,000020,C,C
100,0000008974,000030,C,C
100,0000008974,000040,C,C
100,0000008975,000010,C,C
100,0000008975,000020,C,C
100,0000008975,000030,C,C
100,0000008975,000040,C,C
100,0000008976,000010,C,C
100,0000008976,000020,C,C
100,0000008976,000030,C,C
100,0000008977,000010,C,C
100,0000008977,000020,C,C
100,0000008978,000010,C,C
100,0000008978,000020,C,C
100,0000008978,000030,C,C
100,0000008979,000010,C,C
100,0000008979,000020,C,C
100,0000008980,000010,C,C
100,0000008980,000020,C,C
100,0000008981,000010,C,C
100,0000008981,000020,C,C
100,0000008982,000010,C,C
100,0000008982,000020,C,C
100,0000008983,000010,C,C
100,0000008983,000020,C,C
100,0000008984,000010,C,C
100,0000008984,000020,C,C
100,0000008985,000010,C,C
100,0000008985,000020,C,C
100,0000008985,000030,C,C
100,0000008986,000010,C,C
100,0000008986,000020,C,C
100,0000008987,000010,C,C
100,0000008987,000020,C,C
100,0000008987,000030,C,C
100,0000008988,000010,C,C
100,0000008988,000020,C,C
100,0000008988,000030,C,C
100,0000008988,000040,C,C
100,0000008989,000010,C,C
100,0000008989,000020,C,C
100,0000008989,000030,C,C
100,0000008990,000010,C,C
100,0000008990,000020,C,C
100,0000008990,000030,C,C
100,0000008990,000040,C,C
100,0000008991,000010,C,C
100,0000008991,000020,C,C
100,0000008992,000010,C,C
100,0000008992,000020,C,C
100,0000008992,000030,C,C
100,0000008992,000040,C,C
100,0000008993,000010,C,C
100,0000008993,000020,C,C
100,0000008993,000030,C,C
100,0000008993,000040,C,C
100,0000008994,000010,C,C
100,0000008994,000020,C,C
100,0000008995,000010,C,C
100,0000008995,000020,C,C
100,0000008996,000010,C,C
100,0000008996,000020,C,C
100,0000008997,000010,C,C
100,0000008997,000020,C,C
100,0000008997,000030,C,C
100,0000008997,000040,C,C
100,0000008998,000010,C,C
100,0000008998,000020,C,C
100,0000008998,000030,C,C
100,0000008998,000040,C,C
100,0000008999,000010,C,C
100,0000008999,000020,C,C
100,0000008999,000030,C,C
100,0000009000,000010,C,C
100,0000009000,000020,C,C
100,0000009001,000010,C,C
100,0000009001,000020,C,C
100,0000009001,000030,C,C
100,0000009002,000010,C,C
100,0000009002,000020,C,C
100,0000009002,000030,C,C
100,0000009003,000010,C,C
100,0000009003,000020,C,C
100,0000009003,000030,C,C
100,0000009004,000010,C,C
100,0000009004,000020,C,C
100,0000009005,000010,C,C
100,0000009005,000020,C,C
100,0000009006,000010,C,C
100,0000009006,000020,C,C
100,0000009007,000010,C,C
100,0000009007,000020,C,C
100,0000009007,000030,C,C
100,0000009007,000040,C,C
100,0000009008,000010,C,C
100,0000009008,000020,C,C
100,0000009008,000030,C,C
100,0000009008,000040,C,C
100,0000009009,000010,C,C
100,0000009009,000020,C,C
100,0000009009,000030,C,C
100,0000009010,000010,C,C
100,0000009010,000020,C,C
100,0000009010,000030,C,C
100,0000009010,000040,C,C
100,0000009011,000010,C,C
100,0000009011,000020,C,C
100,0000009011,000030,C,C
100,0000009011,000040,C,C
100,0000009012,000010,C,C
100,0000009012,000020,C,C
100,0000009013,000010,C,C
100,0000009013,000020,C,C
100,0000009013,000030,C,C
100,0000009013,000040,C,C
100,0000009014,000010,C,C
100,0000009014,000020,C,C
100,0000009014,000030,C,C
100,0000009015,000010,C,C
100,0000009015,000020,C,C
100,0000009015,000030,C,C
100,0000009015,000040,C,C
100,0000009016,000010,C,C
100,0000009016,000020,C,C
100,0000009016,000030,C,C
100,0000009017,000010,C,C
100,0000009017,000020,C,C
100,0000009017,000030,C,C
100,0000009018,000010,C,C
100,0000009018,000020,C,C
100,0000009018,000030,C,C
100,0000009019,000010,C,C
100,0000009019,000020,C,C
100,0000009020,000010,C,C
100,0000009020,000020,C,C
100,0000009020,000030,C,C
100,0000009021,000010,C,C
100,0000009021,000020,C,C
100,0000009021,000030,C,C
100,0000009022,000010,C,C
100,0000009022,000020,C,C
100,0000009022,000030,C,C
100,0000009022,000040,C,C
100,0000009023,000010,C,C
100,0000009023,000020,C,C
100,0000009024,000010,C,C
100,0000009024,000020,C,C
100,0000009025,000010,C,C
100,0000009025,000020,C,C
100,0000009025,000030,C,C
100,0000009026,000010,C,C
100,0000009026,000020,C,C
100,0000009026,000030,C,C
100,0000009027,000010,C,C
100,0000009027,000020,C,C
100,0000009027,000030,C,C
100,0000009027,000040,C,C
100,0000009028,000010,C,C
100,0000009028,000020,C,C
100,0000009029,000010,C,C
100,0000009029,000020,C,C
100,0000009030,000010,C,C
100,0000009030,000020,C,C
100,0000009030,000030,C,C
100,0000009030,000040,C,C
100,0000009031,000010,C,C
100,0000009031,000020,C,C
100,0000009031,000030,C,C
100,0000009031,000040,C,C
100,0000009032,000010,C,C
100,0000009032,000020,C,C
100,0000009033,000010,C,C
100,0000009033,000020,C,C
100,0000009034,000010,C,C
100,0000009034,000020,C,C
100,0000009034,000030,C,C
100,0000009035,000010,C,C
100,0000009035,000020,C,C
100,0000009035,000030,C,C
100,0000009036,000010,C,C
100,0000009036,000020,C,C
100,0000009036,000030,C,C
100,0000009037,000010,C,C
100,0000009037,000020,C,C
100,0000009038,000010,C,C
100,0000009038,000020,C,C
100,0000009038,000030,C,C
100,0000009038,000040,C,C
100,0000009039,000010,C,C
100,0000009039,000020,C,C
100,0000009040,000010,C,C
