MANDT,AUFPL,APLZL,VORNR,ARBID,WERKS
100,0000001545,00000003,0030,00000003,0005
100,0000001545,00000004,0040,00000004,0005
100,0000001546,00000001,0010,00000001,0006
100,0000001546,00000002,0020,00000002,0006
100,0000001547,00000001,0010,00000001,0007
100,0000001547,00000002,0020,00000002,0007
100,0000001547,00000003,0030,00000003,0007
100,0000001548,00000001,0010,00000001,0008
100,0000001548,00000002,0020,00000002,0008
100,0000001548,00000003,0030,00000003,0008
100,0000001548,00000004,0040,00000004,0008
100,0000001549,00000001,0010,00000001,0009
100,0000001549,00000002,0020,00000002,0009
100,0000001549,00000003,0030,00000003,0009
100,0000001550,00000001,0010,00000001,0010
100,0000001550,00000002,0020,00000002,0010
100,0000001550,00000003,0030,00000003,0010
100,0000001551,00000001,0010,00000001,0001
100,0000001551,00000002,0020,00000002,0001
100,0000001551,00000003,0030,00000003,0001
100,0000001552,00000001,0010,00000001,0002
100,0000001552,00000002,0020,00000002,0002
100,0000001553,00000001,0010,00000001,0003
100,0000001553,00000002,0020,00000002,0003
100,0000001553,00000003,0030,00000003,0003
100,0000001554,00000001,0010,00000001,0004
100,0000001554,00000002,0020,00000002,0004
100,0000001555,00000001,0010,00000001,0005
100,0000001555,00000002,0020,00000002,0005
100,0000001555,00000003,0030,00000003,0005
100,0000001555,00000004,0040,00000004,0005
100,0000001556,00000001,0010,00000001,0006
100,0000001556,00000002,0020,00000002,0006
100,0000001556,00000003,0030,00000003,0006
100,0000001557,00000001,0010,00000001,0007
100,0000001557,00000002,0020,00000002,0007
100,0000001557,00000003,0030,00000003,0007
100,0000001558,00000001,0010,00000001,0008
100,0000001558,00000002,0020,00000002,0008
100,0000001558,00000003,0030,00000003,0008
100,0000001559,00000001,0010,00000001,0009
100,0000001559,00000002,0020,00000002,0009
100,0000001559,00000003,0030,00000003,0009
100,0000001559,00000004,0040,00000004,0009
100,0000001560,00000001,0010,00000001,0010
100,0000001560,00000002,0020,00000002,0010
100,0000001561,00000001,0010,00000001,0001
100,0000001561,00000002,0020,00000002,0001
100,0000001561,00000003,0030,00000003,0001
100,0000001562,00000001,0010,00000001,0002
100,0000001562,00000002,0020,00000002,0002
100,0000001562,00000003,0030,00000003,0002
100,0000001562,00000004,0040,00000004,0002
100,0000001563,00000001,0010,00000001,0003
100,0000001563,00000002,0020,00000002,0003
100,0000001563,00000003,0030,00000003,0003
100,0000001564,00000001,0010,00000001,0004
100,0000001564,00000002,0020,00000002,0004
100,0000001564,00000003,0030,00000003,0004
100,0000001565,00000001,0010,00000001,0005
100,0000001565,00000002,0020,00000002,0005
100,0000001565,00000003,0030,00000003,0005
100,0000001565,00000004,0040,00000004,0005
100,0000001566,00000001,0010,00000001,0006
100,0000001566,00000002,0020,00000002,0006
100,0000001566,00000003,0030,00000003,0006
100,0000001567,00000001,0010,00000001,0007
100,0000001567,00000002,0020,00000002,0007
100,0000001568,00000001,0010,00000001,0008
100,0000001568,00000002,0020,00000002,0008
100,0000001568,00000003,0030,00000003,0008
100,0000001569,00000001,0010,00000001,0009
100,0000001569,00000002,0020,00000002,0009
100,0000001570,00000001,0010,00000001,0010
100,0000001570,00000002,0020,00000002,0010
100,0000001571,00000001,0010,00000001,0001
100,0000001571,00000002,0020,00000002,0001
100,0000001571,00000003,0030,00000003,0001
100,0000001571,00000004,0040,00000004,0001
100,0000001572,00000001,0010,00000001,0002
100,0000001572,00000002,0020,00000002,0002
100,0000001573,00000001,0010,00000001,0003
100,0000001573,00000002,0020,00000002,0003
100,0000001573,00000003,0030,00000003,0003
100,0000001573,00000004,0040,00000004,0003
100,0000001574,00000001,0010,00000001,0004
100,0000001574,00000002,0020,00000002,0004
100,0000001574,00000003,0030,00000003,0004
100,0000001575,00000001,0010,00000001,0005
100,0000001575,00000002,0020,00000002,0005
100,0000001575,00000003,0030,00000003,0005
100,0000001575,00000004,0040,00000004,0005
100,0000001576,00000001,0010,00000001,0006
100,0000001576,00000002,0020,00000002,0006
100,0000001576,00000003,0030,00000003,0006
100,0000001576,00000004,0040,00000004,0006
100,0000001577,00000001,0010,00000001,0007
100,0000001577,00000002,0020,00000002,0007
100,0000001577,00000003,0030,00000003,0007
100,0000001577,00000004,0040,00000004,0007
100,0000001578,00000001,0010,00000001,0008
100,0000001578,00000002,0020,00000002,0008
100,0000001579,00000001,0010,00000001,0009
100,0000001579,00000002,0020,00000002,0009
100,0000001579,00000003,0030,00000003,0009
100,0000001580,00000001,0010,00000001,0010
100,0000001580,00000002,0020,00000002,0010
100,0000001581,00000001,0010,00000001,0001
100,0000001581,00000002,0020,00000002,0001
100,0000001581,00000003,0030,00000003,0001
100,0000001581,00000004,0040,00000004,0001
100,0000001582,00000001,0010,00000001,0002
100,0000001582,00000002,0020,00000002,0002
100,0000001583,00000001,0010,00000001,0003
100,0000001583,00000002,0020,00000002,0003
100,0000001583,00000003,0030,00000003,0003
100,0000001583,00000004,0040,00000004,0003
100,0000001584,00000001,0010,00000001,0004
100,0000001584,00000002,0020,00000002,0004
100,0000001584,00000003,0030,00000003,0004
100,0000001584,00000004,0040,00000004,0004
100,0000001585,00000001,0010,00000001,0005
100,0000001585,00000002,0020,00000002,0005
100,0000001585,00000003,0030,00000003,0005
100,0000001585,00000004,0040,00000004,0005
100,0000001586,00000001,0010,00000001,0006
100,0000001586,00000002,0020,00000002,0006
100,0000001586,00000003,0030,00000003,0006
100,0000001587,00000001,0010,00000001,0007
100,0000001587,00000002,0020,00000002,0007
100,0000001587,00000003,0030,00000003,0007
100,0000001588,00000001,0010,00000001,0008
100,0000001588,00000002,0020,00000002,0008
100,0000001589,00000001,0010,00000001,0009
100,0000001589,00000002,0020,00000002,0009
100,0000001589,00000003,0030,00000003,0009
100,0000001590,00000001,0010,00000001,0010
100,0000001590,00000002,0020,00000002,0010
100,0000001590,00000003,0030,00000003,0010
100,0000001590,00000004,0040,00000004,0010
100,0000001591,00000001,0010,00000001,0001
100,0000001591,00000002,0020,00000002,0001
100,0000001591,00000003,0030,00000003,0001
100,0000001591,00000004,0040,00000004,0001
100,0000001592,00000001,0010,00000001,0002
100,0000001592,00000002,0020,00000002,0002
100,0000001593,00000001,0010,00000001,0003
100,0000001593,00000002,0020,00000002,0003
100,0000001594,00000001,0010,00000001,0004
100,0000001594,00000002,0020,00000002,0004
100,0000001595,00000001,0010,00000001,0005
100,0000001595,00000002,0020,00000002,0005
100,0000001595,00000003,0030,00000003,0005
100,0000001595,00000004,0040,00000004,0005
100,0000001596,00000001,0010,00000001,0006
100,0000001596,00000002,0020,00000002,0006
100,0000001596,00000003,0030,00000003,0006
100,0000001596,00000004,0040,00000004,0006
100,0000001597,00000001,0010,00000001,0007
100,0000001597,00000002,0020,00000002,0007
100,0000001598,00000001,0010,00000001,0008
100,0000001598,00000002,0020,00000002,0008
100,0000001599,00000001,0010,00000001,0009
100,0000001599,00000002,0020,00000002,0009
100,0000001599,00000003,0030,00000003,0009
100,0000001600,00000001,0010,00000001,0010
100,0000001600,00000002,0020,00000002,0010
100,0000001600,00000003,0030,00000003,0010
100,0000001601,00000001,0010,00000001,0001
100,0000001601,00000002,0020,00000002,0001
100,0000001601,00000003,0030,00000003,0001
100,0000001602,00000001,0010,00000001,0002
100,0000001602,00000002,0020,00000002,0002
100,0000001603,00000001,0010,00000001,0003
100,0000001603,00000002,0020,00000002,0003
100,0000001603,00000003,0030,00000003,0003
100,0000001604,00000001,0010,00000001,0004
100,0000001604,00000002,0020,00000002,0004
100,0000001604,00000003,0030,00000003,0004
100,0000001605,00000001,0010,00000001,0005
100,0000001605,00000002,0020,00000002,0005
100,0000001605,00000003,0030,00000003,0005
100,0000001606,00000001,0010,00000001,0006
100,0000001606,00000002,0020,00000002,0006
100,0000001606,00000003,0030,00000003,0006
100,0000001607,00000001,0010,00000001,0007
100,0000001607,00000002,0020,00000002,0007
100,0000001607,00000003,0030,00000003,0007
100,0000001607,00000004,0040,00000004,0007
100,0000001608,00000001,0010,00000001,0008
100,0000001608,00000002,0020,00000002,0008
100,0000001608,00000003,0030,00000003,0008
100,0000001608,00000004,0040,00000004,0008
100,0000001609,00000001,0010,00000001,0009
100,0000001609,00000002,0020,00000002,0009
100,0000001610,00000001,0010,00000001,0010
100,0000001610,00000002,0020,00000002,0010
100,0000001610,00000003,0030,00000003,0010
100,0000001611,00000001,0010,00000001,0001
100,0000001611,00000002,0020,00000002,0001
100,0000001612,00000001,0010,00000001,0002
100,0000001612,00000002,0020,00000002,0002
100,0000001612,00000003,0030,00000003,0002
100,0000001612,00000004,0040,00000004,0002
100,0000001613,00000001,0010,00000001,0003
100,0000001613,00000002,0020,00000002,0003
100,0000001614,00000001,0010,00000001,0004
100,0000001614,00000002,0020,00000002,0004
100,0000001614,00000003,0030,00000003,0004
100,0000001614,00000004,0040,00000004,0004
100,0000001615,00000001,0010,00000001,0005
100,0000001615,00000002,0020,00000002,0005
100,0000001616,00000001,0010,00000001,0006
100,0000001616,00000002,0020,00000002,0006
100,0000001616,00000003,0030,00000003,0006
100,0000001617,00000001,0010,00000001,0007
100,0000001617,00000002,0020,00000002,0007
100,0000001618,00000001,0010,00000001,0008
100,0000001618,00000002,0020,00000002,0008
100,0000001618,00000003,0030,00000003,0008
100,0000001618,00000004,0040,00000004,0008
100,0000001619,00000001,0010,00000001,0009
100,0000001619,00000002,0020,00000002,0009
100,0000001619,00000003,0030,00000003,0009
100,0000001619,00000004,0040,00000004,0009
100,0000001620,00000001,0010,00000001,0010
100,0000001620,00000002,0020,00000002,0010
100,0000001620,00000003,0030,00000003,0010
100,0000001620,00000004,0040,00000004,0010
100,0000001621,00000001,0010,00000001,0001
100,0000001621,00000002,0020,00000002,0001
100,0000001621,00000003,0030,00000003,0001
100,0000001622,00000001,0010,00000001,0002
100,0000001622,00000002,0020,00000002,0002
100,0000001622,00000003,0030,00000003,0002
100,0000001622,00000004,0040,00000004,0002
100,0000001623,00000001,0010,00000001,0003
100,0000001623,00000002,0020,00000002,0003
100,0000001623,00000003,0030,00000003,0003
100,0000001624,00000001,0010,00000001,0004
100,0000001624,00000002,0020,00000002,0004
100,0000001624,00000003,0030,00000003,0004
100,0000001624,00000004,0040,00000004,0004
100,0000001625,00000001,0010,00000001,0005
100,0000001625,00000002,0020,00000002,0005
100,0000001625,00000003,0030,00000003,0005
100,0000001626,00000001,0010,00000001,0006
100,0000001626,00000002,0020,00000002,0006
100,0000001627,00000001,0010,00000001,0007
100,0000001627,00000002,0020,00000002,0007
100,0000001627,00000003,0030,00000003,0007
100,0000001628,00000001,0010,00000001,0008
100,0000001628,00000002,0020,00000002,0008
100,0000001628,00000003,0030,00000003,0008
100,0000001628,00000004,0040,00000004,0008
100,0000001629,00000001,0010,00000001,0009
100,0000001629,00000002,0020,00000002,0009
100,0000001630,00000001,0010,00000001,0010
100,0000001630,00000002,0020,00000002,0010
100,0000001630,00000003,0030,00000003,0010
100,0000001631,00000001,0010,00000001,0001
100,0000001631,00000002,0020,00000002,0001
100,0000001631,00000003,0030,00000003,0001
100,0000001631,00000004,0040,00000004,0001
100,0000001632,00000001,0010,00000001,0002
100,0000001632,00000002,0020,00000002,0002
100,0000001633,00000001,0010,00000001,0003
100,0000001633,00000002,0020,00000002,0003
100,0000001633,00000003,0030,00000003,0003
100,0000001634,00000001,0010,00000001,0004
100,0000001634,00000002,0020,00000002,0004
100,0000001634,00000003,0030,00000003,0004
100,0000001635,00000001,0010,00000001,0005
100,0000001635,00000002,0020,00000002,0005
100,0000001635,00000003,0030,00000003,0005
100,0000001635,00000004,0040,00000004,0005
100,0000001636,00000001,0010,00000001,0006
100,0000001636,00000002,0020,00000002,0006
100,0000001636,00000003,0030,00000003,0006
100,0000001637,00000001,0010,00000001,0007
100,0000001637,00000002,0020,00000002,0007
100,0000001637,00000003,0030,00000003,0007
100,0000001637,00000004,0040,00000004,0007
100,0000001638,00000001,0010,00000001,0008
100,0000001638,00000002,0020,00000002,0008
100,0000001639,00000001,0010,00000001,0009
100,0000001639,00000002,0020,00000002,0009
100,0000001639,00000003,0030,00000003,0009
100,0000001639,00000004,0040,00000004,0009
100,0000001640,00000001,0010,00000001,0010
100,0000001640,00000002,0020,00000002,0010
100,0000001640,00000003,0030,00000003,0010
100,0000001641,00000001,0010,00000001,0001
100,0000001641,00000002,0020,00000002,0001
100,0000001641,00000003,0030,00000003,0001
100,0000001641,00000004,0040,00000004,0001
100,0000001642,00000001,0010,00000001,0002
100,0000001642,00000002,0020,00000002,0002
100,0000001642,00000003,0030,00000003,0002
100,0000001642,00000004,0040,00000004,0002
100,0000001643,00000001,0010,00000001,0003
100,0000001643,00000002,0020,00000002,0003
100,0000001643,00000003,0030,00000003,0003
100,0000001644,00000001,0010,00000001,0004
100,0000001644,00000002,0020,00000002,0004
100,0000001644,00000003,0030,00000003,0004
100,0000001644,00000004,0040,00000004,0004
100,0000001645,00000001,0010,00000001,0005
100,0000001645,00000002,0020,00000002,0005
100,0000001646,00000001,0010,00000001,0006
100,0000001646,00000002,0020,00000002,0006
100,0000001647,00000001,0010,00000001,0007
100,0000001647,00000002,0020,00000002,0007
100,0000001647,00000003,0030,00000003,0007
100,0000001648,00000001,0010,00000001,0008
100,0000001648,00000002,0020,00000002,0008
100,0000001648,00000003,0030,00000003,0008
100,0000001649,00000001,0010,00000001,0009
100,0000001649,00000002,0020,00000002,0009
100,0000001650,00000001,0010,00000001,0010
100,0000001650,00000002,0020,00000002,0010
100,0000001650,00000003,0030,00000003,0010
100,0000001650,00000004,0040,00000004,0010
100,0000001651,00000001,0010,00000001,0001
100,0000001651,00000002,0020,00000002,0001
100,0000001651,00000003,0030,00000003,0001
100,0000001652,00000001,0010,00000001,0002
100,0000001652,00000002,0020,00000002,0002
100,0000001653,00000001,0010,00000001,0003
100,0000001653,00000002,0020,00000002,0003
100,0000001653,00000003,0030,00000003,0003
100,0000001653,00000004,0040,00000004,0003
100,0000001654,00000001,0010,00000001,0004
100,0000001654,00000002,0020,00000002,0004
100,0000001654,00000003,0030,00000003,0004
100,0000001655,00000001,0010,00000001,0005
100,0000001655,00000002,0020,00000002,0005
100,0000001655,00000003,0030,00000003,0005
100,0000001655,00000004,0040,00000004,0005
100,0000001656,00000001,0010,00000001,0006
100,0000001656,00000002,0020,00000002,0006
100,0000001656,00000003,0030,00000003,0006
100,0000001657,00000001,0010,00000001,0007
100,0000001657,00000002,0020,00000002,0007
100,0000001657,00000003,0030,00000003,0007
100,0000001658,00000001,0010,00000001,0008
100,0000001658,00000002,0020,00000002,0008
100,0000001659,00000001,0010,00000001,0009
100,0000001659,00000002,0020,00000002,0009
100,0000001659,00000003,0030,00000003,0009
100,0000001660,00000001,0010,00000001,0010
100,0000001660,00000002,0020,00000002,0010
100,0000001660,00000003,0030,00000003,0010
100,0000001661,00000001,0010,00000001,0001
100,0000001661,00000002,0020,00000002,0001
100,0000001661,00000003,0030,00000003,0001
100,0000001661,00000004,0040,00000004,0001
100,0000001662,00000001,0010,00000001,0002
100,0000001662,00000002,0020,00000002,0002
100,0000001663,00000001,0010,00000001,0003
100,0000001663,00000002,0020,00000002,0003
100,0000001663,00000003,0030,00000003,0003
100,0000001663,00000004,0040,00000004,0003
100,0000001664,00000001,0010,00000001,0004
100,0000001664,00000002,0020,00000002,0004
100,0000001665,00000001,0010,00000001,0005
100,0000001665,00000002,0020,00000002,0005
100,0000001666,00000001,0010,00000001,0006
100,0000001666,00000002,0020,00000002,0006
100,0000001666,00000003,0030,00000003,0006
100,0000001666,00000004,0040,00000004,0006
100,0000001667,00000001,0010,00000001,0007
100,0000001667,00000002,0020,00000002,0007
100,0000001667,00000003,0030,00000003,0007
100,0000001668,00000001,0010,00000001,0008
100,0000001668,00000002,0020,00000002,0008
100,0000001668,00000003,0030,00000003,0008
100,0000001669,00000001,0010,00000001,0009
100,0000001669,00000002,0020,00000002,0009
100,0000001669,00000003,0030,00000003,0009
100,0000001670,00000001,0010,00000001,0010
100,0000001670,00000002,0020,00000002,0010
100,0000001670,00000003,0030,00000003,0010
100,0000001671,00000001,0010,00000001,0001
100,0000001671,00000002,0020,00000002,0001
100,0000001671,00000003,0030,00000003,0001
100,0000001672,00000001,0010,00000001,0002
100,0000001672,00000002,0020,00000002,0002
100,0000001672,00000003,0030,00000003,0002
100,0000001672,00000004,0040,00000004,0002
100,0000001673,00000001,0010,00000001,0003
100,0000001673,00000002,0020,00000002,0003
100,0000001673,00000003,0030,00000003,0003
100,0000001673,00000004,0040,00000004,0003
100,0000001674,00000001,0010,00000001,0004
100,0000001674,00000002,0020,00000002,0004
100,0000001674,00000003,0030,00000003,0004
100,0000001675,00000001,0010,00000001,0005
100,0000001675,00000002,0020,00000002,0005
100,0000001676,00000001,0010,00000001,0006
100,0000001676,00000002,0020,00000002,0006
100,0000001676,00000003,0030,00000003,0006
100,0000001676,00000004,0040,00000004,0006
100,0000001677,00000001,0010,00000001,0007
100,0000001677,00000002,0020,00000002,0007
100,0000001677,00000003,0030,00000003,0007
100,0000001677,00000004,0040,00000004,0007
100,0000001678,00000001,0010,00000001,0008
100,0000001678,00000002,0020,00000002,0008
100,0000001678,00000003,0030,00000003,0008
100,0000001679,00000001,0010,00000001,0009
100,0000001679,00000002,0020,00000002,0009
100,0000001679,00000003,0030,00000003,0009
100,0000001680,00000001,0010,00000001,0010
100,0000001680,00000002,0020,00000002,0010
100,0000001681,00000001,0010,00000001,0001
100,0000001681,00000002,0020,00000002,0001
100,0000001682,00000001,0010,00000001,0002
100,0000001682,00000002,0020,00000002,0002
100,0000001682,00000003,0030,00000003,0002
100,0000001682,00000004,0040,00000004,0002
100,0000001683,00000001,0010,00000001,0003
100,0000001683,00000002,0020,00000002,0003
100,0000001683,00000003,0030,00000003,0003
100,0000001683,00000004,0040,00000004,0003
100,0000001684,00000001,0010,00000001,0004
100,0000001684,00000002,0020,00000002,0004
100,0000001684,00000003,0030,00000003,0004
100,0000001684,00000004,0040,00000004,0004
100,0000001685,00000001,0010,00000001,0005
100,0000001685,00000002,0020,00000002,0005
100,0000001685,00000003,0030,00000003,0005
100,0000001686,00000001,0010,00000001,0006
100,0000001686,00000002,0020,00000002,0006
100,0000001686,00000003,0030,00000003,0006
100,0000001686,00000004,0040,00000004,0006
100,0000001687,00000001,0010,00000001,0007
100,0000001687,00000002,0020,00000002,0007
100,0000001688,00000001,0010,00000001,0008
100,0000001688,00000002,0020,00000002,0008
100,0000001689,00000001,0010,00000001,0009
100,0000001689,00000002,0020,00000002,0009
100,0000001689,00000003,0030,00000003,0009
100,0000001689,00000004,0040,00000004,0009
100,0000001690,00000001,0010,00000001,0010
100,0000001690,00000002,0020,00000002,0010
100,0000001691,00000001,0010,00000001,0001
100,0000001691,00000002,0020,00000002,0001
100,0000001692,00000001,0010,00000001,0002
100,0000001692,00000002,0020,00000002,0002
100,0000001692,00000003,0030,00000003,0002
100,0000001692,00000004,0040,00000004,0002
100,0000001693,00000001,0010,00000001,0003
100,0000001693,00000002,0020,00000002,0003
100,0000001694,00000001,0010,00000001,0004
100,0000001694,00000002,0020,00000002,0004
100,0000001694,00000003,0030,00000003,0004
100,0000001694,00000004,0040,00000004,0004
100,0000001695,00000001,0010,00000001,0005
100,0000001695,00000002,0020,00000002,0005
100,0000001695,00000003,0030,00000003,0005
100,0000001696,00000001,0010,00000001,0006
100,0000001696,00000002,0020,00000002,0006
100,0000001696,00000003,0030,00000003,0006
100,0000001697,00000001,0010,00000001,0007
100,0000001697,00000002,0020,00000002,0007
100,0000001698,00000001,0010,00000001,0008
100,0000001698,00000002,0020,00000002,0008
100,0000001699,00000001,0010,00000001,0009
100,0000001699,00000002,0020,00000002,0009
100,0000001700,00000001,0010,00000001,0010
100,0000001700,00000002,0020,00000002,0010
100,0000001700,00000003,0030,00000003,0010
100,0000001701,00000001,0010,00000001,0001
100,0000001701,00000002,0020,00000002,0001
100,0000001701,00000003,0030,00000003,0001
100,0000001702,00000001,0010,00000001,0002
100,0000001702,00000002,0020,00000002,0002
100,0000001702,00000003,0030,00000003,0002
100,0000001703,00000001,0010,00000001,0003
100,0000001703,00000002,0020,00000002,0003
100,0000001703,00000003,0030,00000003,0003
100,0000001703,00000004,0040,00000004,0003
100,0000001704,00000001,0010,00000001,0004
100,0000001704,00000002,0020,00000002,0004
100,0000001704,00000003,0030,00000003,0004
100,0000001704,00000004,0040,00000004,0004
100,0000001705,00000001,0010,00000001,0005
100,0000001705,00000002,0020,00000002,0005
100,0000001706,00000001,0010,00000001,0006
100,0000001706,00000002,0020,00000002,0006
100,0000001706,00000003,0030,00000003,0006
100,0000001707,00000001,0010,00000001,0007
100,0000001707,00000002,0020,00000002,0007
100,0000001707,00000003,0030,00000003,0007
100,0000001708,00000001,0010,00000001,0008
100,0000001708,00000002,0020,00000002,0008
100,0000001708,00000003,0030,00000003,0008
100,0000001708,00000004,0040,00000004,0008
100,0000001709,00000001,0010,00000001,0009
100,0000001709,00000002,0020,00000002,0009
100,0000001709,00000003,0030,00000003,0009
100,0000001709,00000004,0040,00000004,0009
100,0000001710,00000001,0010,00000001,0010
100,0000001710,00000002,0020,00000002,0010
100,0000001710,00000003,0030,00000003,0010
100,0000001711,00000001,0010,00000001,0001
100,0000001711,00000002,0020,00000002,0001
100,0000001712,00000001,0010,00000001,0002
100,0000001712,00000002,0020,00000002,0002
100,0000001712,00000003,0030,00000003,0002
100,0000001712,00000004,0040,00000004,0002
100,0000001713,00000001,0010,00000001,0003
100,0000001713,00000002,0020,00000002,0003
100,0000001713,00000003,0030,00000003,0003
100,0000001714,00000001,0010,00000001,0004
100,0000001714,00000002,0020,00000002,0004
100,0000001714,00000003,0030,00000003,0004
100,0000001714,00000004,0040,00000004,0004
100,0000001715,00000001,0010,00000001,0005
100,0000001715,00000002,0020,00000002,0005
100,0000001716,00000001,0010,00000001,0006
100,0000001716,00000002,0020,00000002,0006
100,0000001716,00000003,0030,00000003,0006
100,0000001717,00000001,0010,00000001,0007
100,0000001717,00000002,0020,00000002,0007
100,0000001717,00000003,0030,00000003,0007
100,0000001717,00000004,0040,00000004,0007
100,0000001718,00000001,0010,00000001,0008
100,0000001718,00000002,0020,00000002,0008
100,0000001719,00000001,0010,00000001,0009
100,0000001719,00000002,0020,00000002,0009
100,0000001719,00000003,0030,00000003,0009
100,0000001719,00000004,0040,00000004,0009
100,0000001720,00000001,0010,00000001,0010
100,0000001720,00000002,0020,00000002,0010
100,0000001721,00000001,0010,00000001,0001
100,0000001721,00000002,0020,00000002,0001
100,0000001722,00000001,0010,00000001,0002
100,0000001722,00000002,0020,00000002,0002
100,0000001722,00000003,0030,00000003,0002
100,0000001722,00000004,0040,00000004,0002
100,0000001723,00000001,0010,00000001,0003
100,0000001723,00000002,0020,00000002,0003
100,0000001723,00000003,0030,00000003,0003
100,0000001723,00000004,0040,00000004,0003
100,0000001724,00000001,0010,00000001,0004
100,0000001724,00000002,0020,00000002,0004
100,0000001724,00000003,0030,00000003,0004
100,0000001724,00000004,0040,00000004,0004
100,0000001725,00000001,0010,00000001,0005
100,0000001725,00000002,0020,00000002,0005
100,0000001726,00000001,0010,00000001,0006
100,0000001726,00000002,0020,00000002,0006
100,0000001727,00000001,0010,00000001,0007
100,0000001727,00000002,0020,00000002,0007
100,0000001727,00000003,0030,00000003,0007
100,0000001727,00000004,0040,00000004,0007
100,0000001728,00000001,0010,00000001,0008
100,0000001728,00000002,0020,00000002,0008
100,0000001728,00000003,0030,00000003,0008
100,0000001728,00000004,0040,00000004,0008
100,0000001729,00000001,0010,00000001,0009
100,0000001729,00000002,0020,00000002,0009
100,0000001729,00000003,0030,00000003,0009
100,0000001729,00000004,0040,00000004,0009
100,0000001730,00000001,0010,00000001,0010
100,0000001730,00000002,0020,00000002,0010
100,0000001730,00000003,0030,00000003,0010
100,0000001731,00000001,0010,00000001,0001
100,0000001731,00000002,0020,00000002,0001
100,0000001732,00000001,0010,00000001,0002
100,0000001732,00000002,0020,00000002,0002
100,0000001732,00000003,0030,00000003,0002
100,0000001732,00000004,0040,00000004,0002
100,0000001733,00000001,0010,00000001,0003
100,0000001733,00000002,0020,00000002,0003
100,0000001733,00000003,0030,00000003,0003
100,0000001734,00000001,0010,00000001,0004
100,0000001734,00000002,0020,00000002,0004
100,0000001734,00000003,0030,00000003,0004
100,0000001735,00000001,0010,00000001,0005
100,0000001735,00000002,0020,00000002,0005
100,0000001735,00000003,0030,00000003,0005
100,0000001736,00000001,0010,00000001,0006
100,0000001736,00000002,0020,00000002,0006
100,0000001737,00000001,0010,00000001,0007
100,0000001737,00000002,0020,00000002,0007
100,0000001737,00000003,0030,00000003,0007
100,0000001738,00000001,0010,00000001,0008
100,0000001738,00000002,0020,00000002,0008
100,0000001739,00000001,0010,00000001,0009
100,0000001739,00000002,0020,00000002,0009
100,0000001739,00000003,0030,00000003,0009
100,0000001739,00000004,0040,00000004,0009
100,0000001740,00000001,0010,00000001,0010
100,0000001740,00000002,0020,00000002,0010
100,0000001741,00000001,0010,00000001,0001
100,0000001741,00000002,0020,00000002,0001
100,0000001741,00000003,0030,00000003,0001
100,0000001741,00000004,0040,00000004,0001
100,0000001742,00000001,0010,00000001,0002
100,0000001742,00000002,0020,00000002,0002
100,0000001742,00000003,0030,00000003,0002
100,0000001743,00000001,0010,00000001,0003
100,0000001743,00000002,0020,00000002,0003
100,0000001743,00000003,0030,00000003,0003
100,0000001743,00000004,0040,00000004,0003
100,0000001744,00000001,0010,00000001,0004
100,0000001744,00000002,0020,00000002,0004
100,0000001744,00000003,0030,00000003,0004
100,0000001744,00000004,0040,00000004,0004
100,0000001745,00000001,0010,00000001,0005
100,0000001745,00000002,0020,00000002,0005
100,0000001746,00000001,0010,00000001,0006
100,0000001746,00000002,0020,00000002,0006
100,0000001746,00000003,0030,00000003,0006
100,0000001747,00000001,0010,00000001,0007
100,0000001747,00000002,0020,00000002,0007
100,0000001747,00000003,0030,00000003,0007
100,0000001748,00000001,0010,00000001,0008
100,0000001748,00000002,0020,00000002,0008
100,0000001749,00000001,0010,00000001,0009
100,0000001749,00000002,0020,00000002,0009
100,0000001749,00000003,0030,00000003,0009
100,0000001749,00000004,0040,00000004,0009
100,0000001750,00000001,0010,00000001,0010
100,0000001750,00000002,0020,00000002,0010
100,0000001751,00000001,0010,00000001,0001
100,0000001751,00000002,0020,00000002,0001
100,0000001751,00000003,0030,00000003,0001
100,0000001751,00000004,0040,00000004,0001
100,0000001752,00000001,0010,00000001,0002
100,0000001752,00000002,0020,00000002,0002
100,0000001752,00000003,0030,00000003,0002
100,0000001753,00000001,0010,00000001,0003
100,0000001753,00000002,0020,00000002,0003
100,0000001754,00000001,0010,00000001,0004
100,0000001754,00000002,0020,00000002,0004
100,0000001754,00000003,0030,00000003,0004
100,0000001755,00000001,0010,00000001,0005
100,0000001755,00000002,0020,00000002,0005
100,0000001755,00000003,0030,00000003,0005
100,0000001755,00000004,0040,00000004,0005
100,0000001756,00000001,0010,00000001,0006
100,0000001756,00000002,0020,00000002,0006
100,0000001756,00000003,0030,00000003,0006
100,0000001757,00000001,0010,00000001,0007
100,0000001757,00000002,0020,00000002,0007
100,0000001757,00000003,0030,00000003,0007
100,0000001757,00000004,0040,00000004,0007
100,0000001758,00000001,0010,00000001,0008
100,0000001758,00000002,0020,00000002,0008
100,0000001759,00000001,0010,00000001,0009
100,0000001759,00000002,0020,00000002,0009
100,0000001759,00000003,0030,00000003,0009
100,0000001760,00000001,0010,00000001,0010
100,0000001760,00000002,0020,00000002,0010
100,0000001761,00000001,0010,00000001,0001
100,0000001761,00000002,0020,00000002,0001
100,0000001761,00000003,0030,00000003,0001
100,0000001761,00000004,0040,00000004,0001
100,0000001762,00000001,0010,00000001,0002
100,0000001762,00000002,0020,00000002,0002
100,0000001763,00000001,0010,00000001,0003
