MANDT,BUKRS,BELNR,GJAHR,BLART,BUDAT,BLDAT,WAERS,USNAM
100,1000,100008318,2023,RE,20230805,20230805,EUR,USER002
100,1000,100008319,2024,SA,20241025,20241025,EUR,USER022
100,1000,100008320,2024,DR,20240727,20240727,EUR,USER026
100,1000,100008321,2023,AB,20231030,20231030,EUR,USER033
100,1000,100008322,2025,DR,20251230,20251230,EUR,USER030
100,1000,100008323,2024,RE,20241014,20241014,EUR,USER036
100,1000,100008324,2025,RN,20251223,20251223,EUR,USER041
100,1000,100008325,2023,KR,20231021,20231021,EUR,USER008
100,1000,100008326,2025,RE,20251129,20251129,EUR,USER004
100,1000,100008327,2025,KR,20251006,20251006,EUR,USER001
100,1000,100008328,2024,AB,20240322,20240322,EUR,USER022
100,1000,100008329,2023,DR,20230114,20230114,EUR,USER039
100,1000,100008330,2022,KR,20220511,20220511,EUR,USER009
100,1000,100008331,2022,AB,20220216,20220216,EUR,USER038
100,1000,100008332,2023,KR,20230915,20230915,EUR,USER024
100,1000,100008333,2024,KR,20240827,20240827,EUR,USER048
100,1000,100008334,2024,RN,20240312,20240312,EUR,USER047
100,1000,100008335,2022,DR,20220828,20220828,EUR,USER041
100,1000,100008336,2022,AB,20220618,20220618,EUR,USER044
100,1000,100008337,2025,RN,20250123,20250123,EUR,USER041
100,1000,100008338,2024,RE,20240715,20240715,EUR,USER024
100,1000,100008339,2023,AB,20231208,20231208,EUR,USER026
100,1000,100008340,2022,RE,20220308,20220308,EUR,USER005
100,1000,100008341,2024,RN,20240229,20240229,EUR,USER039
100,1000,100008342,2022,AB,20220616,20220616,EUR,USER016
100,1000,100008343,2023,AB,20231101,20231101,EUR,USER038
100,1000,100008344,2022,RE,20220416,20220416,EUR,USER031
100,1000,100008345,2025,SA,20250429,20250429,EUR,USER050
100,1000,100008346,2024,DR,20240925,20240925,EUR,USER002
100,1000,100008347,2023,SA,20231017,20231017,EUR,USER049
100,1000,100008348,2022,AB,20220217,20220217,EUR,USER029
100,1000,100008349,2024,KR,20240806,20240806,EUR,USER036
100,1000,100008350,2025,RN,20250525,20250525,EUR,USER042
100,1000,100008351,2023,RE,20231110,20231110,EUR,USER002
100,1000,100008352,2023,SA,20230408,20230408,EUR,USER010
100,1000,100008353,2025,RE,20251122,20251122,EUR,USER048
100,1000,100008354,2022,RN,20220718,20220718,EUR,USER011
100,1000,100008355,2024,SA,20241214,20241214,EUR,USER016
100,1000,100008356,2023,KR,20230830,20230830,EUR,USER043
100,1000,100008357,2024,KR,20240311,20240311,EUR,USER047
100,1000,100008358,2022,KR,20220113,20220113,EUR,USER001
100,1000,100008359,2024,KR,20240806,20240806,EUR,USER024
100,1000,100008360,2025,AB,20250808,20250808,EUR,USER035
100,1000,100008361,2022,SA,20220704,20220704,EUR,USER046
100,1000,100008362,2025,RN,20251012,20251012,EUR,USER031
100,1000,100008363,2024,DR,20240314,20240314,EUR,USER036
100,1000,100008364,2025,RE,20251130,20251130,EUR,USER033
100,1000,100008365,2023,SA,20230225,20230225,EUR,USER034
100,1000,100008366,2023,AB,20231216,20231216,EUR,USER025
100,1000,100008367,2023,RE,20230905,20230905,EUR,USER036
100,1000,100008368,2023,KR,20231119,20231119,EUR,USER038
100,1000,100008369,2022,AB,20221105,20221105,EUR,USER043
100,1000,100008370,2023,AB,20231001,20231001,EUR,USER005
100,1000,100008371,2024,RN,20240510,20240510,EUR,USER050
100,1000,100008372,2025,AB,20251031,20251031,EUR,USER042
100,1000,100008373,2025,SA,20250221,20250221,EUR,USER041
100,1000,100008374,2024,RE,20240409,20240409,EUR,USER022
100,1000,100008375,2025,RE,20250408,20250408,EUR,USER001
100,1000,100008376,2022,RN,20221019,20221019,EUR,USER045
100,1000,100008377,2025,KR,20250930,20250930,EUR,USER008
100,1000,100008378,2024,DR,20240705,20240705,EUR,USER023
100,1000,100008379,2023,KR,20230714,20230714,EUR,USER026
100,1000,100008380,2023,SA,20230213,20230213,EUR,USER008
100,1000,100008381,2023,RN,20230525,20230525,EUR,USER018
100,1000,100008382,2025,SA,20250101,20250101,EUR,USER030
100,1000,100008383,2022,RN,20220227,20220227,EUR,USER023
100,1000,100008384,2023,RE,20230918,20230918,EUR,USER043
100,1000,100008385,2022,RN,20220712,20220712,EUR,USER028
100,1000,100008386,2025,RE,20251107,20251107,EUR,USER041
100,1000,100008387,2024,RE,20241209,20241209,EUR,USER047
100,1000,100008388,2025,RN,20251006,20251006,EUR,USER034
100,1000,100008389,2023,SA,20230807,20230807,EUR,USER018
100,1000,100008390,2025,KR,20250424,20250424,EUR,USER014
100,1000,100008391,2023,KR,20231001,20231001,EUR,USER024
100,1000,100008392,2022,RE,20220318,20220318,EUR,USER006
100,1000,100008393,2023,RE,20230816,20230816,EUR,USER007
100,1000,100008394,2024,KR,20240919,20240919,EUR,USER030
100,1000,100008395,2024,AB,20240620,20240620,EUR,USER026
100,1000,100008396,2025,RN,20250303,20250303,EUR,USER007
100,1000,100008397,2023,RE,20230520,20230520,EUR,USER040
100,1000,100008398,2024,DR,20240503,20240503,EUR,USER016
100,1000,100008399,2025,SA,20250312,20250312,EUR,USER014
100,1000,100008400,2023,DR,20230814,20230814,EUR,USER030
100,1000,100008401,2022,AB,20220105,20220105,EUR,USER002
100,1000,100008402,2024,RN,20240818,20240818,EUR,USER048
100,1000,100008403,2025,DR,20251108,20251108,EUR,USER007
100,1000,100008404,2022,KR,20220517,20220517,EUR,USER048
100,1000,100008405,2023,KR,20230901,20230901,EUR,USER027
100,1000,100008406,2024,RN,20240119,20240119,EUR,USER050
100,1000,100008407,2025,RN,20251118,20251118,EUR,USER010
100,1000,100008408,2024,AB,20241122,20241122,EUR,USER046
100,1000,100008409,2023,AB,20230719,20230719,EUR,USER006
100,1000,100008410,2023,AB,20230428,20230428,EUR,USER002
100,1000,100008411,2024,AB,20240508,20240508,EUR,USER009
100,1000,100008412,2023,KR,20231024,20231024,EUR,USER008
100,1000,100008413,2022,SA,20221023,20221023,EUR,USER009
100,1000,100008414,2025,DR,20250418,20250418,EUR,USER045
100,1000,100008415,2023,SA,20230425,20230425,EUR,USER022
100,1000,100008416,2022,DR,20221229,20221229,EUR,USER030
100,1000,100008417,2024,DR,20240822,20240822,EUR,USER031
100,1000,100008418,2024,KR,20240824,20240824,EUR,USER020
100,1000,100008419,2025,RN,20250406,20250406,EUR,USER012
100,1000,100008420,2024,KR,20240522,20240522,EUR,USER012
100,1000,100008421,2023,RN,20230512,20230512,EUR,USER050
100,1000,100008422,2023,AB,20230810,20230810,EUR,USER041
100,1000,100008423,2024,AB,20240806,20240806,EUR,USER023
100,1000,100008424,2024,RE,20240128,20240128,EUR,USER034
100,1000,100008425,2022,DR,20220723,20220723,EUR,USER013
100,1000,100008426,2022,SA,20220920,20220920,EUR,USER025
100,1000,100008427,2022,KR,20220301,20220301,EUR,USER012
100,1000,100008428,2023,AB,20230221,20230221,EUR,USER041
100,1000,100008429,2025,AB,20250715,20250715,EUR,USER032
100,1000,100008430,2023,KR,20230306,20230306,EUR,USER015
100,1000,100008431,2025,AB,20250106,20250106,EUR,USER037
100,1000,100008432,2024,RN,20240209,20240209,EUR,USER012
100,1000,100008433,2022,RN,20221103,20221103,EUR,USER007
100,1000,100008434,2024,RE,20240308,20240308,EUR,USER046
100,1000,100008435,2024,KR,20241024,20241024,EUR,USER008
100,1000,100008436,2022,RN,20220712,20220712,EUR,USER041
100,1000,100008437,2022,DR,20221219,20221219,EUR,USER030
100,1000,100008438,2025,RE,20251017,20251017,EUR,USER003
100,1000,100008439,2023,SA,20231124,20231124,EUR,USER014
100,1000,100008440,2022,DR,20221228,20221228,EUR,USER013
100,1000,100008441,2024,DR,20240811,20240811,EUR,USER009
100,1000,100008442,2023,AB,20230301,20230301,EUR,USER010
100,1000,100008443,2022,RN,20220318,20220318,EUR,USER019
100,1000,100008444,2022,AB,20221122,20221122,EUR,USER040
100,1000,100008445,2023,AB,20231230,20231230,EUR,USER043
100,1000,100008446,2022,DR,20220519,20220519,EUR,USER012
100,1000,100008447,2022,DR,20221225,20221225,EUR,USER030
100,1000,100008448,2023,KR,20231019,20231019,EUR,USER024
100,1000,100008449,2024,DR,20240323,20240323,EUR,USER035
100,1000,100008450,2023,RN,20230516,20230516,EUR,USER003
100,1000,100008451,2023,DR,20230914,20230914,EUR,USER016
100,1000,100008452,2025,RN,20250407,20250407,EUR,USER032
100,1000,100008453,2022,SA,20220819,20220819,EUR,USER018
100,1000,100008454,2025,DR,20250506,20250506,EUR,USER037
100,1000,100008455,2024,RE,20240604,20240604,EUR,USER012
100,1000,100008456,2024,DR,20240923,20240923,EUR,USER012
100,1000,100008457,2022,AB,20220929,20220929,EUR,USER021
100,1000,100008458,2025,DR,20250220,20250220,EUR,USER049
100,1000,100008459,2022,AB,20220307,20220307,EUR,USER006
100,1000,100008460,2022,DR,20220121,20220121,EUR,USER019
100,1000,100008461,2022,KR,20220801,20220801,EUR,USER030
100,1000,100008462,2024,DR,20241011,20241011,EUR,USER041
100,1000,100008463,2024,RN,20241214,20241214,EUR,USER030
100,1000,100008464,2025,AB,20251222,20251222,EUR,USER017
100,1000,100008465,2022,KR,20221221,20221221,EUR,USER014
100,1000,100008466,2023,KR,20230217,20230217,EUR,USER008
100,1000,100008467,2022,RE,20220730,20220730,EUR,USER049
100,1000,100008468,2023,KR,20230924,20230924,EUR,USER040
100,1000,100008469,2024,RN,20240918,20240918,EUR,USER034
100,1000,100008470,2024,DR,20241219,20241219,EUR,USER022
100,1000,100008471,2025,RN,20250908,20250908,EUR,USER044
100,1000,100008472,2023,RE,20230115,20230115,EUR,USER036
100,1000,100008473,2025,AB,20251006,20251006,EUR,USER007
100,1000,100008474,2024,SA,20240220,20240220,EUR,USER037
100,1000,100008475,2024,RE,20240317,20240317,EUR,USER047
100,1000,100008476,2023,RE,20230303,20230303,EUR,USER050
100,1000,100008477,2024,SA,20240311,20240311,EUR,USER032
100,1000,100008478,2023,SA,20230310,20230310,EUR,USER012
100,1000,100008479,2022,SA,20220216,20220216,EUR,USER019
100,1000,100008480,2022,AB,20220703,20220703,EUR,USER009
100,1000,100008481,2023,AB,20230102,20230102,EUR,USER049
100,1000,100008482,2025,RN,20250125,20250125,EUR,USER019
100,1000,100008483,2022,KR,20220927,20220927,EUR,USER003
100,1000,100008484,2023,DR,20231203,20231203,EUR,USER024
100,1000,100008485,2024,AB,20240927,20240927,EUR,USER019
100,1000,100008486,2022,RE,20221210,20221210,EUR,USER003
100,1000,100008487,2022,SA,20220111,20220111,EUR,USER026
100,1000,100008488,2024,SA,20240823,20240823,EUR,USER048
100,1000,100008489,2023,AB,20230223,20230223,EUR,USER017
100,1000,100008490,2025,RE,20250913,20250913,EUR,USER014
100,1000,100008491,2023,DR,20230622,20230622,EUR,USER042
100,1000,100008492,2024,KR,20241026,20241026,EUR,USER049
100,1000,100008493,2023,DR,20230831,20230831,EUR,USER027
100,1000,100008494,2022,SA,20220122,20220122,EUR,USER033
100,1000,100008495,2023,KR,20230514,20230514,EUR,USER030
100,1000,100008496,2022,SA,20220605,20220605,EUR,USER030
100,1000,100008497,2024,RE,20240425,20240425,EUR,USER033
100,1000,100008498,2022,KR,20220910,20220910,EUR,USER049
100,1000,100008499,2025,DR,20250624,20250624,EUR,USER025
100,1000,100008500,2025,AB,20250908,20250908,EUR,USER014
100,1000,100008501,2023,DR,20231121,20231121,EUR,USER036
100,1000,100008502,2023,SA,20230701,20230701,EUR,USER034
100,1000,100008503,2023,KR,20231004,20231004,EUR,USER024
100,1000,100008504,2023,RN,20230620,20230620,EUR,USER022
100,1000,100008505,2025,DR,20250805,20250805,EUR,USER043
100,1000,100008506,2024,SA,20240509,20240509,EUR,USER020
100,1000,100008507,2022,SA,20220630,20220630,EUR,USER017
100,1000,100008508,2022,SA,20221127,20221127,EUR,USER022
100,1000,100008509,2023,KR,20230922,20230922,EUR,USER011
100,1000,100008510,2023,KR,20230322,20230322,EUR,USER030
100,1000,100008511,2025,DR,20250130,20250130,EUR,USER021
100,1000,100008512,2024,RN,20240515,20240515,EUR,USER031
100,1000,100008513,2024,DR,20240417,20240417,EUR,USER045
100,1000,100008514,2025,AB,20250609,20250609,EUR,USER048
100,1000,100008515,2024,RE,20240510,20240510,EUR,USER041
100,1000,100008516,2022,RN,20221111,20221111,EUR,USER020
100,1000,100008517,2025,KR,20250620,20250620,EUR,USER004
100,1000,100008518,2024,DR,20240203,20240203,EUR,USER028
100,1000,100008519,2024,RE,20240508,20240508,EUR,USER039
100,1000,100008520,2023,AB,20230814,20230814,EUR,USER029
100,1000,100008521,2023,SA,20230715,20230715,EUR,USER010
100,1000,100008522,2023,RN,20230405,20230405,EUR,USER009
100,1000,100008523,2023,RN,20230922,20230922,EUR,USER008
100,1000,100008524,2024,RN,20241026,20241026,EUR,USER011
100,1000,100008525,2024,KR,20240714,20240714,EUR,USER006
100,1000,100008526,2025,AB,20251017,20251017,EUR,USER026
100,1000,100008527,2025,DR,20251227,20251227,EUR,USER049
100,1000,100008528,2024,RE,20240520,20240520,EUR,USER021
100,1000,100008529,2024,KR,20241213,20241213,EUR,USER021
100,1000,100008530,2024,RE,20240103,20240103,EUR,USER047
100,1000,100008531,2024,RE,20240820,20240820,EUR,USER034
100,1000,100008532,2025,RE,20250412,20250412,EUR,USER033
100,1000,100008533,2023,RN,20230430,20230430,EUR,USER012
100,1000,100008534,2025,KR,20250115,20250115,EUR,USER031
100,1000,100008535,2023,KR,20230529,20230529,EUR,USER028
100,1000,100008536,2022,RN,20220124,20220124,EUR,USER024
100,1000,100008537,2022,SA,20220630,20220630,EUR,USER016
100,1000,100008538,2023,AB,20230510,20230510,EUR,USER009
100,1000,100008539,2024,SA,20240620,20240620,EUR,USER006
100,1000,100008540,2024,DR,20240331,20240331,EUR,USER008
100,1000,100008541,2025,AB,20250802,20250802,EUR,USER031
100,1000,100008542,2022,KR,20221118,20221118,EUR,USER006
100,1000,100008543,2025,KR,20250106,20250106,EUR,USER011
100,1000,100008544,2024,RN,20240906,20240906,EUR,USER020
100,1000,100008545,2024,RN,20240915,20240915,EUR,USER006
100,1000,100008546,2022,DR,20220728,20220728,EUR,USER026
100,1000,100008547,2025,RE,20250911,20250911,EUR,USER046
100,1000,100008548,2025,DR,20250917,20250917,EUR,USER007
100,1000,100008549,2024,RE,20240820,20240820,EUR,USER031
100,1000,100008550,2025,RE,20251003,20251003,EUR,USER048
100,1000,100008551,2022,KR,20221114,20221114,EUR,USER023
100,1000,100008552,2024,KR,20240213,20240213,EUR,USER042
100,1000,100008553,2025,SA,20250303,20250303,EUR,USER042
100,1000,100008554,2022,SA,20220509,20220509,EUR,USER017
100,1000,100008555,2022,KR,20220202,20220202,EUR,USER012
100,1000,100008556,2023,RN,20231007,20231007,EUR,USER007
100,1000,100008557,2025,AB,20250705,20250705,EUR,USER019
100,1000,100008558,2024,RE,20241203,20241203,EUR,USER048
100,1000,100008559,2025,DR,20250802,20250802,EUR,USER045
100,1000,100008560,2025,KR,20251214,20251214,EUR,USER032
100,1000,100008561,2024,AB,20241022,20241022,EUR,USER019
100,1000,100008562,2023,RE,20231021,20231021,EUR,USER041
100,1000,100008563,2025,AB,20250715,20250715,EUR,USER044
100,1000,100008564,2024,AB,20240712,20240712,EUR,USER025
100,1000,100008565,2024,AB,20240718,20240718,EUR,USER035
100,1000,100008566,2024,SA,20240627,20240627,EUR,USER022
100,1000,100008567,2022,KR,20220108,20220108,EUR,USER043
100,1000,100008568,2024,SA,20240808,20240808,EUR,USER025
100,1000,100008569,2023,RN,20231209,20231209,EUR,USER007
100,1000,100008570,2022,SA,20220717,20220717,EUR,USER008
100,1000,100008571,2024,RE,20240219,20240219,EUR,USER032
100,1000,100008572,2022,KR,20220509,20220509,EUR,USER014
100,1000,100008573,2022,KR,20220509,20220509,EUR,USER022
100,1000,100008574,2022,DR,20220630,20220630,EUR,USER034
100,1000,100008575,2022,KR,20221223,20221223,EUR,USER021
100,1000,100008576,2022,DR,20220301,20220301,EUR,USER009
100,1000,100008577,2024,KR,20240703,20240703,EUR,USER022
100,1000,100008578,2023,KR,20230126,20230126,EUR,USER024
100,1000,100008579,2023,RE,20230626,20230626,EUR,USER033
100,1000,100008580,2023,AB,20230912,20230912,EUR,USER009
100,1000,100008581,2025,AB,20251015,20251015,EUR,USER027
100,1000,100008582,2025,DR,20251008,20251008,EUR,USER042
100,1000,100008583,2023,DR,20231111,20231111,EUR,USER038
100,1000,100008584,2023,RN,20230421,20230421,EUR,USER046
100,1000,100008585,2022,DR,20221119,20221119,EUR,USER011
100,1000,100008586,2024,RN,20240822,20240822,EUR,USER029
100,1000,100008587,2025,RE,20250304,20250304,EUR,USER022
100,1000,100008588,2025,RN,20250121,20250121,EUR,USER015
100,1000,100008589,2022,KR,20221021,20221021,EUR,USER014
100,1000,100008590,2024,DR,20241008,20241008,EUR,USER045
100,1000,100008591,2023,RN,20230916,20230916,EUR,USER002
100,1000,100008592,2025,KR,20250729,20250729,EUR,USER039
100,1000,100008593,2022,SA,20221007,20221007,EUR,USER007
100,1000,100008594,2022,RE,20221010,20221010,EUR,USER045
100,1000,100008595,2022,KR,20221213,20221213,EUR,USER018
100,1000,100008596,2024,KR,20241031,20241031,EUR,USER043
100,1000,100008597,2025,DR,20250429,20250429,EUR,USER036
100,1000,100008598,2022,RN,20220910,20220910,EUR,USER014
100,1000,100008599,2022,KR,20221111,20221111,EUR,USER035
100,1000,100008600,2022,RN,20220707,20220707,EUR,USER001
100,1000,100008601,2024,DR,20240530,20240530,EUR,USER004
100,1000,100008602,2022,KR,20220314,20220314,EUR,USER038
100,1000,100008603,2025,AB,20250602,20250602,EUR,USER010
100,1000,100008604,2023,AB,20230803,20230803,EUR,USER044
100,1000,100008605,2024,AB,20240804,20240804,EUR,USER018
100,1000,100008606,2024,DR,20240328,20240328,EUR,USER017
100,1000,100008607,2022,AB,20220829,20220829,EUR,USER036
100,1000,100008608,2023,SA,20230820,20230820,EUR,USER005
100,1000,100008609,2024,RE,20240825,20240825,EUR,USER007
100,1000,100008610,2024,SA,20241003,20241003,EUR,USER046
100,1000,100008611,2025,AB,20250608,20250608,EUR,USER015
100,1000,100008612,2025,RN,20250718,20250718,EUR,USER042
100,1000,100008613,2022,KR,20220525,20220525,EUR,USER043
100,1000,100008614,2025,DR,20250523,20250523,EUR,USER006
100,1000,100008615,2025,RN,20251212,20251212,EUR,USER035
100,1000,100008616,2023,SA,20230720,20230720,EUR,USER003
100,1000,100008617,2023,SA,20230915,20230915,EUR,USER002
100,1000,100008618,2024,AB,20240501,20240501,EUR,USER037
100,1000,100008619,2023,AB,20231104,20231104,EUR,USER014
100,1000,100008620,2022,RE,20220207,20220207,EUR,USER019
100,1000,100008621,2025,KR,20250302,20250302,EUR,USER040
100,1000,100008622,2023,RE,20230428,20230428,EUR,USER006
100,1000,100008623,2025,DR,20250509,20250509,EUR,USER016
100,1000,100008624,2023,AB,20230317,20230317,EUR,USER015
100,1000,100008625,2022,KR,20221017,20221017,EUR,USER032
100,1000,100008626,2024,DR,20240102,20240102,EUR,USER022
100,1000,100008627,2022,DR,20220926,20220926,EUR,USER007
100,1000,100008628,2024,RE,20240219,20240219,EUR,USER045
100,1000,100008629,2025,DR,20251026,20251026,EUR,USER032
100,1000,100008630,2022,AB,20221007,20221007,EUR,USER030
100,1000,100008631,2025,KR,20251211,20251211,EUR,USER043
100,1000,100008632,2024,AB,20240813,20240813,EUR,USER012
100,1000,100008633,2023,SA,20231109,20231109,EUR,USER008
100,1000,100008634,2022,RN,20220213,20220213,EUR,USER009
100,1000,100008635,2023,KR,20230102,20230102,EUR,USER025
100,1000,100008636,2024,KR,20240507,20240507,EUR,USER029
100,1000,100008637,2025,KR,20251005,20251005,EUR,USER044
100,1000,100008638,2025,RN,20250218,20250218,EUR,USER016
100,1000,100008639,2023,SA,20230605,20230605,EUR,USER006
100,1000,100008640,2023,RE,20230630,20230630,EUR,USER044
100,1000,100008641,2025,RE,20251115,20251115,EUR,USER034
100,1000,100008642,2023,SA,20230403,20230403,EUR,USER013
100,1000,100008643,2023,DR,20231001,20231001,EUR,USER048
100,1000,100008644,2023,KR,20230712,20230712,EUR,USER007
100,1000,100008645,2022,KR,20220113,20220113,EUR,USER004
100,1000,100008646,2024,RE,20240612,20240612,EUR,USER036
100,1000,100008647,2025,SA,20250408,20250408,EUR,USER023
100,1000,100008648,2023,DR,20231113,20231113,EUR,USER028
100,1000,100008649,2023,SA,20231026,20231026,EUR,USER032
100,1000,100008650,2024,KR,20240528,20240528,EUR,USER049
100,1000,100008651,2025,RE,20250411,20250411,EUR,USER015
100,1000,100008652,2024,SA,20240401,20240401,EUR,USER018
100,1000,100008653,2023,DR,20230305,20230305,EUR,USER047
100,1000,100008654,2022,KR,20220317,20220317,EUR,USER025
100,1000,100008655,2023,SA,20230615,20230615,EUR,USER015
100,1000,100008656,2024,RE,20240109,20240109,EUR,USER007
100,1000,100008657,2024,RE,20240624,20240624,EUR,USER018
100,1000,100008658,2022,AB,20220413,20220413,EUR,USER036
100,1000,100008659,2022,KR,20220305,20220305,EUR,USER024
100,1000,100008660,2023,AB,20230328,20230328,EUR,USER038
100,1000,100008661,2024,RN,20241024,20241024,EUR,USER008
100,1000,100008662,2023,DR,20230123,20230123,EUR,USER037
100,1000,100008663,2022,AB,20221013,20221013,EUR,USER014
100,1000,100008664,2023,SA,20230915,20230915,EUR,USER004
100,1000,100008665,2022,DR,20221017,20221017,EUR,USER038
100,1000,100008666,2022,RN,20220117,20220117,EUR,USER049
100,1000,100008667,2023,DR,20230610,20230610,EUR,USER013
100,1000,100008668,2022,KR,20221228,20221228,EUR,USER024
100,1000,100008669,2024,RE,20241227,20241227,EUR,USER024
100,1000,100008670,2024,DR,20241006,20241006,EUR,USER049
100,1000,100008671,2022,DR,20220111,20220111,EUR,USER022
100,1000,100008672,2024,RN,20240213,20240213,EUR,USER041
100,1000,100008673,2024,SA,20240716,20240716,EUR,USER043
100,1000,100008674,2024,RE,20240407,20240407,EUR,USER050
100,1000,100008675,2022,RE,20220425,20220425,EUR,USER029
100,1000,100008676,2025,AB,20251213,20251213,EUR,USER020
100,1000,100008677,2025,RN,20250119,20250119,EUR,USER006
100,1000,100008678,2025,SA,20250307,20250307,EUR,USER016
100,1000,100008679,2023,AB,20230629,20230629,EUR,USER025
100,1000,100008680,2025,KR,20250626,20250626,EUR,USER047
100,1000,100008681,2025,AB,20250417,20250417,EUR,USER043
100,1000,100008682,2024,SA,20240510,20240510,EUR,USER020
100,1000,100008683,2023,RE,20231121,20231121,EUR,USER044
100,1000,100008684,2024,AB,20240216,20240216,EUR,USER020
100,1000,100008685,2024,SA,20240616,20240616,EUR,USER016
100,1000,100008686,2025,SA,20250713,20250713,EUR,USER046
100,1000,100008687,2024,DR,20240727,20240727,EUR,USER010
100,1000,100008688,2025,KR,20250914,20250914,EUR,USER048
100,1000,100008689,2022,KR,20220519,20220519,EUR,USER017
100,1000,100008690,2023,RN,20230726,20230726,EUR,USER008
100,1000,100008691,2023,DR,20230620,20230620,EUR,USER006
100,1000,100008692,2024,RE,20240921,20240921,EUR,USER002
100,1000,100008693,2025,SA,20250721,20250721,EUR,USER017
100,1000,100008694,2022,RN,20220429,20220429,EUR,USER040
100,1000,100008695,2025,AB,20250809,20250809,EUR,USER045
100,1000,100008696,2025,DR,20251107,20251107,EUR,USER047
100,1000,100008697,2024,RN,20240320,20240320,EUR,USER049
100,1000,100008698,2024,RN,20240803,20240803,EUR,USER033
100,1000,100008699,2023,SA,20231120,20231120,EUR,USER042
100,1000,100008700,2025,RN,20250918,20250918,EUR,USER028
100,1000,100008701,2024,SA,20241206,20241206,EUR,USER014
100,1000,100008702,2025,AB,20250322,20250322,EUR,USER048
100,1000,100008703,2024,RN,20241020,20241020,EUR,USER014
100,1000,100008704,2024,DR,20240511,20240511,EUR,USER031
100,1000,100008705,2023,RE,20230413,20230413,EUR,USER043
100,1000,100008706,2025,KR,20250628,20250628,EUR,USER023
100,1000,100008707,2023,RN,20231229,20231229,EUR,USER013
100,1000,100008708,2025,AB,20250508,20250508,EUR,USER006
100,1000,100008709,2022,KR,20220819,20220819,EUR,USER037
100,1000,100008710,2023,AB,20231017,20231017,EUR,USER021
100,1000,100008711,2024,RE,20241222,20241222,EUR,USER037
100,1000,100008712,2025,RE,20250424,20250424,EUR,USER006
100,1000,100008713,2024,KR,20241105,20241105,EUR,USER038
100,1000,100008714,2022,AB,20220313,20220313,EUR,USER009
100,1000,100008715,2025,KR,20250612,20250612,EUR,USER016
100,1000,100008716,2025,RE,20251128,20251128,EUR,USER044
100,1000,100008717,2024,RN,20241013,20241013,EUR,USER031
100,1000,100008718,2023,SA,20231207,20231207,EUR,USER014
100,1000,100008719,2025,AB,20251122,20251122,EUR,USER038
100,1000,100008720,2022,DR,20220917,20220917,EUR,USER042
100,1000,100008721,2024,AB,20241212,20241212,EUR,USER047
100,1000,100008722,2023,DR,20230115,20230115,EUR,USER023
100,1000,100008723,2025,RE,20250527,20250527,EUR,USER029
100,1000,100008724,2025,RN,20250122,20250122,EUR,USER021
100,1000,100008725,2023,AB,20231115,20231115,EUR,USER039
100,1000,100008726,2025,RN,20250903,20250903,EUR,USER020
100,1000,100008727,2025,RN,20250703,20250703,EUR,USER045
100,1000,100008728,2022,SA,20220613,20220613,EUR,USER016
100,1000,100008729,2025,AB,20250308,20250308,EUR,USER021
100,1000,100008730,2024,DR,20240613,20240613,EUR,USER009
100,1000,100008731,2023,KR,20230616,20230616,EUR,USER048
100,1000,100008732,2024,RN,20240229,20240229,EUR,USER021
100,1000,100008733,2023,SA,20231112,20231112,EUR,USER042
100,1000,100008734,2025,AB,20250929,20250929,EUR,USER027
100,1000,100008735,2025,KR,20250220,20250220,EUR,USER029
100,1000,100008736,2024,AB,20241008,20241008,EUR,USER004
100,1000,100008737,2022,RE,20220611,20220611,EUR,USER014
100,1000,100008738,2022,KR,20221101,20221101,EUR,USER036
100,1000,100008739,2023,RE,20230610,20230610,EUR,USER009
100,1000,100008740,2022,KR,20220529,20220529,EUR,USER025
100,1000,100008741,2023,RE,20230315,20230315,EUR,USER004
100,1000,100008742,2023,DR,20230810,20230810,EUR,USER001
100,1000,100008743,2024,RE,20240529,20240529,EUR,USER032
100,1000,100008744,2025,AB,20251223,20251223,EUR,USER037
100,1000,100008745,2025,KR,20250211,20250211,EUR,USER037
100,1000,100008746,2023,RN,20230429,20230429,EUR,USER023
100,1000,100008747,2023,RE,20230505,20230505,EUR,USER044
100,1000,100008748,2025,RE,20250331,20250331,EUR,USER045
100,1000,100008749,2024,SA,20240331,20240331,EUR,USER036
100,1000,100008750,2024,SA,20240904,20240904,EUR,USER030
100,1000,100008751,2025,RN,20251213,20251213,EUR,USER025
100,1000,100008752,2025,SA,20251222,20251222,EUR,USER005
100,1000,100008753,2023,DR,20230915,20230915,EUR,USER018
100,1000,100008754,2023,DR,20230814,20230814,EUR,USER042
100,1000,100008755,2024,RN,20241015,20241015,EUR,USER020
100,1000,100008756,2025,SA,20250102,20250102,EUR,USER033
100,1000,100008757,2023,AB,20230707,20230707,EUR,USER039
100,1000,100008758,2023,RE,20231108,20231108,EUR,USER017
100,1000,100008759,2022,KR,20221020,20221020,EUR,USER026
100,1000,100008760,2022,SA,20220220,20220220,EUR,USER022
100,1000,100008761,2023,DR,20230306,20230306,EUR,USER007
100,1000,100008762,2023,RE,20230507,20230507,EUR,USER034
100,1000,100008763,2024,RN,20241113,20241113,EUR,USER034
100,1000,100008764,2025,DR,20251110,20251110,EUR,USER034
100,1000,100008765,2024,RE,20240106,20240106,EUR,USER033
100,1000,100008766,2024,AB,20240918,20240918,EUR,USER032
100,1000,100008767,2024,AB,20240727,20240727,EUR,USER032
