MANDT,PLNUM,MATNR,WERKS,GESSION,MEINS,PEDTR,PESSION
100,0000000858,000000000000100370,0004,267.748,EA,20240929,20230504
100,0000000859,000000000000100296,0004,899.741,EA,20231106,20230416
100,0000000860,000000000000100013,0003,533.262,EA,20230120,20221229
100,0000000861,000000000000100403,0001,1858.468,EA,20220517,20230805
100,0000000862,000000000000100011,0009,1054.694,EA,20241025,20241225
100,0000000863,000000000000100398,0008,52.282,EA,20230512,20230811
100,0000000864,000000000000100390,0004,1324.829,EA,20221008,20240426
100,0000000865,000000000000100188,0006,84.931,EA,20220328,20220712
100,0000000866,000000000000100232,0001,1110.524,EA,20221016,20220320
100,0000000867,000000000000100222,0003,1305.824,EA,20240409,20231011
100,0000000868,000000000000100045,0006,1430.09,EA,20240513,20240517
100,0000000869,000000000000100353,0006,1674.888,EA,20220627,20231017
100,0000000870,000000000000100250,0003,1385.96,EA,20220704,20230615
100,0000000871,000000000000100202,0004,887.404,EA,20230718,20220618
100,0000000872,000000000000100354,0005,1728.677,EA,20220312,20220626
100,0000000873,000000000000100110,0002,1646.761,EA,20230214,20220126
100,0000000874,000000000000100206,0008,916.861,EA,20230103,20230515
100,0000000875,000000000000100280,0001,1910.16,EA,20231111,20231022
100,0000000876,000000000000100221,0006,888.058,EA,20230312,20220217
100,0000000877,000000000000100346,0006,1241.605,EA,20240214,20220216
100,0000000878,000000000000100284,0006,397.961,EA,20240824,20231231
100,0000000879,000000000000100047,0007,1640.651,EA,20231230,20240624
100,0000000880,000000000000100050,0003,881.687,EA,20231227,20220924
100,0000000881,000000000000100033,0007,1605.293,EA,20240402,20220810
100,0000000882,000000000000100179,0010,370.638,EA,20240117,20230802
100,0000000883,000000000000100222,0005,1363.047,EA,20220607,20221001
100,0000000884,000000000000100165,0010,606.896,EA,20241215,20230528
100,0000000885,000000000000100488,0006,609.456,EA,20230516,20241003
100,0000000886,000000000000100175,0006,1046.014,EA,20230201,20240909
100,0000000887,000000000000100165,0004,1331.147,EA,20230808,20240304
100,0000000888,000000000000100485,0003,1895.475,EA,20240428,20220214
100,0000000889,000000000000100443,0007,1748.149,EA,20231023,20241010
100,0000000890,000000000000100461,0002,1262.12,EA,20221004,20220207
100,0000000891,000000000000100453,0001,512.2,EA,20240922,20221017
100,0000000892,000000000000100364,0005,1821.116,EA,20240120,20240410
100,0000000893,000000000000100004,0009,1262.596,EA,20240822,20220715
100,0000000894,000000000000100357,0008,422.585,EA,20240625,20221102
100,0000000895,000000000000100445,0003,24.742,EA,20230128,20240730
100,0000000896,000000000000100450,0003,1956.708,EA,20240816,20220327
100,0000000897,000000000000100313,0003,1883.478,EA,20220804,20221126
100,0000000898,000000000000100222,0008,1310.956,EA,20220908,20240228
100,0000000899,000000000000100088,0009,310.106,EA,20240918,20230520
100,0000000900,000000000000100001,0001,533.89,EA,20241011,20221016
100,0000000901,000000000000100348,0009,367.042,EA,20240610,20241126
100,0000000902,000000000000100255,0009,1259.618,EA,20240403,20230812
100,0000000903,000000000000100053,0006,730.155,EA,20230518,20230608
100,0000000904,000000000000100101,0005,1290.341,EA,20240211,20240122
100,0000000905,000000000000100303,0001,1218.499,EA,20221001,20220327
100,0000000906,000000000000100149,0001,1700.067,EA,20241023,20240115
100,0000000907,000000000000100322,0010,921.73,EA,20230906,20231011
100,0000000908,000000000000100378,0006,653.611,EA,20230307,20240404
100,0000000909,000000000000100212,0004,354.053,EA,20231230,20241004
100,0000000910,000000000000100498,0004,959.7,EA,20230625,20241127
100,0000000911,000000000000100065,0006,150.878,EA,20220717,20220930
100,0000000912,000000000000100441,0006,1681.71,EA,20240712,20240803
100,0000000913,000000000000100499,0005,1808.619,EA,20220207,20231005
100,0000000914,000000000000100026,0002,1747.374,EA,20230122,20241221
100,0000000915,000000000000100005,0004,106.82,EA,20230222,20221215
100,0000000916,000000000000100073,0005,1552.506,EA,20231127,20240904
100,0000000917,000000000000100129,0007,1063.755,EA,20220306,20240212
100,0000000918,000000000000100213,0002,626.446,EA,20230907,20241215
100,0000000919,000000000000100238,0001,623.886,EA,20231019,20220514
100,0000000920,000000000000100137,0008,1981.109,EA,20220525,20220223
100,0000000921,000000000000100047,0005,472.038,EA,20240105,20241229
100,0000000922,000000000000100367,0006,169.319,EA,20230725,20230213
100,0000000923,000000000000100313,0010,131.279,EA,20240326,20241227
100,0000000924,000000000000100187,0006,1765.812,EA,20240429,20240713
100,0000000925,000000000000100394,0007,496.28,EA,20240816,20230203
100,0000000926,000000000000100489,0004,357.504,EA,20220128,20220729
100,0000000927,000000000000100125,0009,1883.001,EA,20220715,20240321
100,0000000928,000000000000100121,0006,736.239,EA,20240802,20220619
100,0000000929,000000000000100358,0010,385.887,EA,20230806,20240506
100,0000000930,000000000000100312,0004,1036.116,EA,20240402,20220802
100,0000000931,000000000000100390,0006,509.265,EA,20220323,20230621
100,0000000932,000000000000100452,0010,1903.653,EA,20230521,20230105
100,0000000933,000000000000100152,0003,1388.346,EA,20240627,20230113
100,0000000934,000000000000100097,0001,1416.183,EA,20240117,20230623
100,0000000935,000000000000100271,0007,1295.074,EA,20220415,20240105
100,0000000936,000000000000100370,0010,106.976,EA,20231217,20241004
100,0000000937,000000000000100182,0008,396.403,EA,20241001,20230104
100,0000000938,000000000000100372,0008,1508.23,EA,20230415,20240607
100,0000000939,000000000000100421,0009,1134.814,EA,20220606,20240219
100,0000000940,000000000000100301,0001,542.057,EA,20220331,20241009
100,0000000941,000000000000100080,0003,649.199,EA,20240430,20220816
100,0000000942,000000000000100288,0002,1979.752,EA,20240820,20220110
100,0000000943,000000000000100009,0009,541.21,EA,20230629,20241117
100,0000000944,000000000000100082,0001,1127.016,EA,20240319,20230315
100,0000000945,000000000000100297,0001,1060.848,EA,20230228,20240808
100,0000000946,000000000000100045,0006,497.319,EA,20221114,20220419
100,0000000947,000000000000100133,0005,1363.576,EA,20230405,20221205
100,0000000948,000000000000100100,0006,103.817,EA,20240826,20221218
100,0000000949,000000000000100402,0010,88.243,EA,20240605,20230221
100,0000000950,000000000000100439,0006,1669.523,EA,20220927,20221028
100,0000000951,000000000000100151,0010,1955.953,EA,20220122,20241204
100,0000000952,000000000000100198,0008,742.953,EA,20220402,20241008
100,0000000953,000000000000100450,0009,600.727,EA,20221105,20240810
100,0000000954,000000000000100094,0004,996.452,EA,20240511,20230222
100,0000000955,000000000000100478,0004,185.117,EA,20230201,20230508
100,0000000956,000000000000100369,0004,1296.519,EA,20230912,20230201
100,0000000957,000000000000100000,0006,829.843,EA,20240510,20230313
100,0000000958,000000000000100026,0008,1778.532,EA,20220406,20220201
100,0000000959,000000000000100135,0001,1632.512,EA,20220102,20230227
100,0000000960,000000000000100067,0005,184.19,EA,20230610,20220803
100,0000000961,000000000000100248,0003,1135.623,EA,20220619,20240421
100,0000000962,000000000000100135,0007,1964.786,EA,20221124,20231007
100,0000000963,000000000000100281,0007,1365.334,EA,20220429,20220910
100,0000000964,000000000000100303,0005,234.537,EA,20221126,20220705
100,0000000965,000000000000100383,0001,1273.126,EA,20231220,20240306
100,0000000966,000000000000100101,0002,1210.457,EA,20220623,20230605
100,0000000967,000000000000100280,0001,1859.759,EA,20240215,20230701
100,0000000968,000000000000100240,0010,1732.458,EA,20241005,20240303
100,0000000969,000000000000100264,0008,1801.541,EA,20221031,20240910
100,0000000970,000000000000100251,0007,1729.567,EA,20220317,20241205
100,0000000971,000000000000100145,0005,1036.197,EA,20240321,20220215
100,0000000972,000000000000100277,0004,50.577,EA,20241101,20221027
100,0000000973,000000000000100119,0002,87.685,EA,20230924,20230312
100,0000000974,000000000000100250,0002,1495.729,EA,20241009,20240523
100,0000000975,000000000000100180,0007,1266.597,EA,20220516,20230304
100,0000000976,000000000000100155,0003,858.096,EA,20240708,20240129
100,0000000977,000000000000100428,0006,112.248,EA,20230820,20240625
100,0000000978,000000000000100361,0008,523.806,EA,20230201,20220306
100,0000000979,000000000000100399,0010,284.004,EA,20230619,20220913
100,0000000980,000000000000100288,0004,264.319,EA,20230824,20220722
100,0000000981,000000000000100389,0003,322.256,EA,20220418,20220128
100,0000000982,000000000000100208,0002,530.92,EA,20240106,20240905
100,0000000983,000000000000100267,0007,1232.936,EA,20230629,20241202
100,0000000984,000000000000100377,0002,468.379,EA,20241205,20240211
100,0000000985,000000000000100009,0003,541.023,EA,20240123,20241125
100,0000000986,000000000000100280,0004,1634.808,EA,20220925,20230121
100,0000000987,000000000000100328,0005,1300.809,EA,20220813,20230520
100,0000000988,000000000000100406,0008,647.512,EA,20230708,20220804
100,0000000989,000000000000100411,0008,750.518,EA,20241109,20220309
100,0000000990,000000000000100285,0010,1557.044,EA,20240731,20240219
100,0000000991,000000000000100292,0004,498.079,EA,20221008,20230303
100,0000000992,000000000000100162,0004,1187.119,EA,20230711,20240925
100,0000000993,000000000000100327,0010,480.105,EA,20220122,20220201
100,0000000994,000000000000100456,0006,1890.75,EA,20241001,20230707
100,0000000995,000000000000100282,0009,1911.161,EA,20220529,20221210
100,0000000996,000000000000100360,0008,1047.408,EA,20240529,20220508
100,0000000997,000000000000100212,0001,897.998,EA,20220718,20231227
100,0000000998,000000000000100467,0003,1136.378,EA,20231109,20230906
100,0000000999,000000000000100224,0009,714.192,EA,20241103,20230707
100,0000001000,000000000000100396,0009,1087.514,EA,20240611,20230408
100,0000001001,000000000000100293,0006,614.428,EA,20240617,20241120
100,0000001002,000000000000100189,0008,223.852,EA,20231229,20220315
100,0000001003,000000000000100307,0009,548.531,EA,20220809,20220825
100,0000001004,000000000000100302,0008,1476.667,EA,20241129,20241021
100,0000001005,000000000000100074,0010,259.487,EA,20240717,20230203
100,0000001006,000000000000100003,0008,1346.852,EA,20240104,20240315
100,0000001007,000000000000100327,0002,178.383,EA,20220130,20220818
100,0000001008,000000000000100023,0001,838.301,EA,20221027,20220520
100,0000001009,000000000000100231,0002,1932.862,EA,20241011,20240628
100,0000001010,000000000000100185,0009,1337.505,EA,20230413,20220319
100,0000001011,000000000000100015,0008,1717.49,EA,20241220,20230723
100,0000001012,000000000000100147,0004,925.178,EA,20230614,20221030
100,0000001013,000000000000100363,0001,830.862,EA,20230711,20230719
100,0000001014,000000000000100036,0009,1605.947,EA,20220218,20230809
100,0000001015,000000000000100225,0006,804.658,EA,20221024,20241124
100,0000001016,000000000000100283,0002,1231.799,EA,20220213,20221126
100,0000001017,000000000000100287,0004,766.605,EA,20230326,20230822
100,0000001018,000000000000100057,0005,758.603,EA,20240417,20241226
100,0000001019,000000000000100292,0005,150.311,EA,20230711,20231027
100,0000001020,000000000000100198,0003,213.32,EA,20220425,20231014
100,0000001021,000000000000100291,0009,357.02,EA,20240501,20220220
100,0000001022,000000000000100305,0009,153.905,EA,20240211,20231227
100,0000001023,000000000000100225,0009,1338.063,EA,20240705,20231230
100,0000001024,000000000000100052,0007,1779.952,EA,20220309,20220611
100,0000001025,000000000000100196,0003,1184.2,EA,20240919,20240506
100,0000001026,000000000000100386,0009,156.085,EA,20230329,20220319
100,0000001027,000000000000100052,0009,1601.188,EA,20231216,20240407
100,0000001028,000000000000100319,0001,756.321,EA,20241229,20230219
100,0000001029,000000000000100060,0005,516.796,EA,20221124,20240512
100,0000001030,000000000000100441,0007,482.333,EA,20220422,20240625
100,0000001031,000000000000100211,0008,353.703,EA,20221219,20220712
100,0000001032,000000000000100322,0005,1958.829,EA,20240901,20240329
100,0000001033,000000000000100197,0002,640.319,EA,20220331,20221118
100,0000001034,000000000000100001,0002,1364.562,EA,20230708,20221128
100,0000001035,000000000000100288,0004,440.664,EA,20241117,20220508
100,0000001036,000000000000100193,0003,1940.784,EA,20240602,20221026
100,0000001037,000000000000100353,0008,233.462,EA,20220617,20221013
100,0000001038,000000000000100490,0001,1948.417,EA,20221217,20240808
100,0000001039,000000000000100156,0010,51.76,EA,20241116,20241030
100,0000001040,000000000000100312,0006,21.111,EA,20230808,20220715
100,0000001041,000000000000100425,0008,1912.862,EA,20240907,20220813
100,0000001042,000000000000100128,0009,675.409,EA,20221231,20231207
100,0000001043,000000000000100268,0004,1152.891,EA,20240320,20230329
100,0000001044,000000000000100220,0010,416.79,EA,20230619,20240904
100,0000001045,000000000000100472,0002,276.789,EA,20230217,20240814
100,0000001046,000000000000100092,0005,1544.462,EA,20240922,20240821
100,0000001047,000000000000100354,0002,1125.616,EA,20240126,20240211
100,0000001048,000000000000100259,0005,473.188,EA,20240128,20230129
100,0000001049,000000000000100216,0002,1261.563,EA,20220905,20231021
100,0000001050,000000000000100253,0008,134.425,EA,20220204,20220525
100,0000001051,000000000000100036,0006,1474.892,EA,20231110,20220506
100,0000001052,000000000000100252,0003,717.037,EA,20240906,20220125
100,0000001053,000000000000100071,0010,230.011,EA,20220113,20230507
100,0000001054,000000000000100005,0002,1585.594,EA,20220119,20220611
100,0000001055,000000000000100251,0007,1242.586,EA,20241106,20220923
100,0000001056,000000000000100221,0005,1558.298,EA,20220909,20240907
100,0000001057,000000000000100470,0001,1327.06,EA,20220127,20230814
100,0000001058,000000000000100079,0003,1667.67,EA,20240624,20220326
100,0000001059,000000000000100024,0005,1718.966,EA,20230119,20220222
100,0000001060,000000000000100364,0001,1280.012,EA,20240923,20230905
100,0000001061,000000000000100199,0001,1657.004,EA,20240425,20231004
100,0000001062,000000000000100132,0002,556.037,EA,20220201,20221106
100,0000001063,000000000000100444,0003,1931.75,EA,20240908,20231207
100,0000001064,000000000000100465,0009,1338.034,EA,20240311,20241110
100,0000001065,000000000000100180,0001,277.058,EA,20231105,20230308
100,0000001066,000000000000100118,0007,1496.981,EA,20221122,20240201
100,0000001067,000000000000100171,0009,1855.11,EA,20220106,20241002
100,0000001068,000000000000100236,0007,1923.299,EA,20220612,20240925
100,0000001069,000000000000100269,0003,546.127,EA,20221230,20220725
100,0000001070,000000000000100333,0007,324.398,EA,20220519,20241012
100,0000001071,000000000000100435,0010,169.161,EA,20230202,20241006
100,0000001072,000000000000100318,0008,1738.403,EA,20240210,20230202
100,0000001073,000000000000100269,0002,477.87,EA,20241104,20221014
100,0000001074,000000000000100082,0004,1717.754,EA,20240430,20240212
100,0000001075,000000000000100030,0008,402.252,EA,20220224,20240909
100,0000001076,000000000000100314,0001,1946.735,EA,20220120,20231204
100,0000001077,000000000000100067,0002,1204.988,EA,20220604,20221214
100,0000001078,000000000000100224,0001,1283.293,EA,20220608,20230114
100,0000001079,000000000000100474,0001,1339.425,EA,20220614,20241110
100,0000001080,000000000000100382,0002,492.775,EA,20230724,20230701
100,0000001081,000000000000100289,0001,659.1,EA,20220605,20231122
100,0000001082,000000000000100370,0003,1821.236,EA,20240906,20220118
100,0000001083,000000000000100145,0003,1839.253,EA,20230615,20230308
100,0000001084,000000000000100129,0006,487.238,EA,20231105,20240207
100,0000001085,000000000000100159,0004,1215.966,EA,20230611,20240514
100,0000001086,000000000000100058,0010,1717.6,EA,20240522,20240901
100,0000001087,000000000000100065,0003,76.984,EA,20230106,20220715
100,0000001088,000000000000100183,0009,867.732,EA,20240911,20220808
100,0000001089,000000000000100008,0001,283.322,EA,20220904,20240115
100,0000001090,000000000000100458,0005,1977.612,EA,20240720,20231022
100,0000001091,000000000000100132,0008,733.405,EA,20231216,20220814
100,0000001092,000000000000100416,0008,1020.717,EA,20220403,20230923
100,0000001093,000000000000100250,0006,178.915,EA,20220712,20240215
100,0000001094,000000000000100472,0004,751.856,EA,20230415,20230226
100,0000001095,000000000000100345,0008,49.709,EA,20240106,20230810
100,0000001096,000000000000100420,0003,1536.356,EA,20231021,20220512
100,0000001097,000000000000100261,0010,353.949,EA,20240921,20240320
100,0000001098,000000000000100287,0008,1748.034,EA,20230503,20220714
100,0000001099,000000000000100187,0002,412.581,EA,20230602,20220827
100,0000001100,000000000000100005,0002,1989.789,EA,20231021,20220428
100,0000001101,000000000000100159,0003,212.127,EA,20231226,20220615
100,0000001102,000000000000100245,0004,1863.757,EA,20240202,20230705
100,0000001103,000000000000100494,0005,862.302,EA,20230429,20240804
100,0000001104,000000000000100145,0006,521.83,EA,20230710,20240106
100,0000001105,000000000000100259,0005,697.6,EA,20240830,20240512
100,0000001106,000000000000100070,0006,1311.038,EA,20220409,20241224
100,0000001107,000000000000100260,0005,129.473,EA,20241109,20220822
100,0000001108,000000000000100243,0010,468.522,EA,20220805,20220212
100,0000001109,000000000000100170,0004,1526.102,EA,20231225,20230618
100,0000001110,000000000000100276,0008,788.362,EA,20241214,20220910
100,0000001111,000000000000100198,0008,1461.206,EA,20240604,20241125
100,0000001112,000000000000100026,0010,606.903,EA,20240301,20230613
100,0000001113,000000000000100001,0001,1431.292,EA,20231126,20241207
100,0000001114,000000000000100471,0004,1138.437,EA,20230120,20241011
100,0000001115,000000000000100190,0005,49.449,EA,20240202,20221030
100,0000001116,000000000000100198,0010,702.845,EA,20220718,20231129
100,0000001117,000000000000100173,0003,550.399,EA,20241215,20230210
100,0000001118,000000000000100028,0006,1820.268,EA,20240705,20240129
100,0000001119,000000000000100271,0003,212.529,EA,20240821,20230610
100,0000001120,000000000000100240,0009,1427.798,EA,20230224,20231103
100,0000001121,000000000000100375,0001,252.943,EA,20220203,20230522
100,0000001122,000000000000100466,0003,19.036,EA,20220818,20231123
100,0000001123,000000000000100037,0006,329.06,EA,20241022,20221010
100,0000001124,000000000000100063,0009,1711.561,EA,20240710,20240910
100,0000001125,000000000000100067,0002,366.903,EA,20220706,20221212
100,0000001126,000000000000100107,0009,1914.794,EA,20240111,20230111
100,0000001127,000000000000100390,0006,1481.955,EA,20240826,20221023
100,0000001128,000000000000100238,0004,1647.202,EA,20240718,20240411
100,0000001129,000000000000100230,0005,388.719,EA,20220805,20240524
100,0000001130,000000000000100438,0004,811.233,EA,20230115,20240221
100,0000001131,000000000000100214,0007,1881.003,EA,20220115,20230914
100,0000001132,000000000000100231,0009,295.545,EA,20220914,20220215
100,0000001133,000000000000100462,0004,1018.866,EA,20231213,20221112
100,0000001134,000000000000100482,0003,1694.381,EA,20220823,20230324
100,0000001135,000000000000100125,0004,1964.873,EA,20230403,20221126
100,0000001136,000000000000100321,0005,1429.018,EA,20231022,20220330
100,0000001137,000000000000100431,0003,277.59,EA,20230216,20240114
100,0000001138,000000000000100208,0009,1369.69,EA,20230223,20220707
100,0000001139,000000000000100191,0006,1385.06,EA,20220612,20240613
100,0000001140,000000000000100475,0007,1633.862,EA,20240414,20240714
100,0000001141,000000000000100460,0006,1098.06,EA,20240723,20240509
100,0000001142,000000000000100259,0006,1345.109,EA,20220330,20221210
100,0000001143,000000000000100353,0003,544.314,EA,20230814,20240126
100,0000001144,000000000000100174,0007,492.487,EA,20221210,20220113
100,0000001145,000000000000100422,0008,1740.804,EA,20220320,20240703
100,0000001146,000000000000100189,0007,846.122,EA,20230815,20230130
100,0000001147,000000000000100275,0009,1983.267,EA,20230809,20240307
100,0000001148,000000000000100117,0006,699.338,EA,20230604,20230310
100,0000001149,000000000000100472,0001,824.777,EA,20230129,20230420
100,0000001150,000000000000100489,0010,1223.506,EA,20241029,20230415
100,0000001151,000000000000100361,0006,599.773,EA,20221221,20230811
100,0000001152,000000000000100268,0007,682.339,EA,20220306,20230519
100,0000001153,000000000000100459,0005,822.861,EA,20230301,20230929
100,0000001154,000000000000100132,0009,836.132,EA,20230423,20230912
100,0000001155,000000000000100038,0009,953.682,EA,20230224,20240511
100,0000001156,000000000000100446,0007,1687.623,EA,20230404,20220124
100,0000001157,000000000000100341,0010,168.548,EA,20240709,20241011
100,0000001158,000000000000100026,0005,341.761,EA,20240305,20240331
100,0000001159,000000000000100140,0001,1225.177,EA,20230510,20231230
100,0000001160,000000000000100329,0006,650.282,EA,20240601,20230910
100,0000001161,000000000000100347,0006,497.032,EA,20231007,20230620
100,0000001162,000000000000100317,0007,220.067,EA,20220926,20241227
100,0000001163,000000000000100293,0005,135.126,EA,20231121,20230713
100,0000001164,000000000000100428,0008,269.64,EA,20220914,20240715
100,0000001165,000000000000100245,0006,1947.723,EA,20230216,20240603
100,0000001166,000000000000100206,0006,431.227,EA,20221020,20240622
100,0000001167,000000000000100341,0002,67.386,EA,20241015,20230610
100,0000001168,000000000000100260,0008,251.621,EA,20240114,20221012
100,0000001169,000000000000100151,0007,197.084,EA,20230310,20221124
100,0000001170,000000000000100014,0008,540.774,EA,20231103,20220809
100,0000001171,000000000000100090,0007,146.868,EA,20231120,20230516
100,0000001172,000000000000100061,0004,1642.878,EA,20220617,20230308
100,0000001173,000000000000100070,0007,662.902,EA,20240812,20240128
100,0000001174,000000000000100070,0004,1786.71,EA,20221207,20230410
100,0000001175,000000000000100002,0008,1821.682,EA,20231024,20220802
100,0000001176,000000000000100277,0003,1167.458,EA,20240301,20240321
100,0000001177,000000000000100311,0009,1297.656,EA,20240116,20230125
100,0000001178,000000000000100486,0008,762.845,EA,20230820,20220205
100,0000001179,000000000000100139,0009,451.595,EA,20230509,20231023
100,0000001180,000000000000100179,0006,457.716,EA,20240904,20240820
100,0000001181,000000000000100390,0004,800.71,EA,20220829,20231211
100,0000001182,000000000000100320,0007,67.806,EA,20221209,20220330
100,0000001183,000000000000100152,0007,542.611,EA,20240803,20221207
100,0000001184,000000000000100249,0003,516.651,EA,20230510,20230917
100,0000001185,000000000000100178,0010,1251.121,EA,20240310,20230303
100,0000001186,000000000000100180,0006,1100.298,EA,20230209,20240225
100,0000001187,000000000000100228,0007,1981.854,EA,20230510,20230221
100,0000001188,000000000000100422,0002,945.521,EA,20220518,20230713
100,0000001189,000000000000100474,0002,706.681,EA,20230616,20241102
100,0000001190,000000000000100330,0008,1261.907,EA,20230123,20220330
100,0000001191,000000000000100367,0006,818.66,EA,20241211,20241109
100,0000001192,000000000000100103,0001,1395.792,EA,20240927,20240502
100,0000001193,000000000000100068,0003,1848.383,EA,20231126,20221205
100,0000001194,000000000000100418,0005,949.737,EA,20220410,20230524
100,0000001195,000000000000100167,0003,545.144,EA,20230322,20221102
100,0000001196,000000000000100018,0007,898.543,EA,20220919,20230831
100,0000001197,000000000000100299,0008,74.046,EA,20240919,20240105
100,0000001198,000000000000100181,0009,1929.159,EA,20231022,20221213
100,0000001199,000000000000100390,0006,1431.875,EA,20230830,20221004
100,0000001200,000000000000100299,0005,1656.332,EA,20241219,20221202
100,0000001201,000000000000100411,0005,806.116,EA,20241101,20230218
100,0000001202,000000000000100436,0005,544.59,EA,20241225,20240208
100,0000001203,000000000000100400,0006,1267.151,EA,20230630,20230809
100,0000001204,000000000000100279,0003,1346.375,EA,20240503,20230408
100,0000001205,000000000000100474,0010,571.23,EA,20231222,20220121
100,0000001206,000000000000100222,0007,1368.706,EA,20230723,20230312
100,0000001207,000000000000100078,0004,1118.862,EA,20231206,20230926
100,0000001208,000000000000100041,0007,1715.951,EA,20220907,20221212
100,0000001209,000000000000100097,0004,652.39,EA,20230825,20221011
100,0000001210,000000000000100268,0004,1656.351,EA,20240529,20240724
100,0000001211,000000000000100279,0010,1751.634,EA,20240222,20240802
100,0000001212,000000000000100413,0006,180.775,EA,20230425,20220118
100,0000001213,000000000000100343,0007,761.996,EA,20231113,20240105
100,0000001214,000000000000100021,0002,791.671,EA,20240112,20230811
100,0000001215,000000000000100355,0007,1618.374,EA,20231004,20220911
100,0000001216,000000000000100252,0009,976.416,EA,20240502,20231106
100,0000001217,000000000000100175,0008,66.265,EA,20220709,20230628
100,0000001218,000000000000100006,0004,761.158,EA,20230628,20230413
100,0000001219,000000000000100219,0008,457.235,EA,20240601,20230705
100,0000001220,000000000000100180,0010,1663.962,EA,20230303,20220329
100,0000001221,000000000000100376,0006,974.138,EA,20240207,20240813
100,0000001222,000000000000100178,0005,1681.036,EA,20240925,20220724
100,0000001223,000000000000100339,0001,930.459,EA,20221022,20230605
100,0000001224,000000000000100139,0010,1428.613,EA,20221115,20240922
100,0000001225,000000000000100433,0002,820.278,EA,20240810,20230731
100,0000001226,000000000000100463,0002,1817.572,EA,20230928,20241203
100,0000001227,000000000000100287,0007,1105.666,EA,20240108,20241004
100,0000001228,000000000000100068,0009,1051.359,EA,20240812,20230226
100,0000001229,000000000000100097,0006,1293.054,EA,20231222,20230203
100,0000001230,000000000000100310,0010,399.7,EA,20230124,20231204
100,0000001231,000000000000100351,0007,1083.336,EA,20231024,20240215
100,0000001232,000000000000100112,0004,432.014,EA,20220630,20230403
100,0000001233,000000000000100220,0001,1080.431,EA,20230515,20241106
100,0000001234,000000000000100140,0004,615.183,EA,20241105,20240616
100,0000001235,000000000000100237,0002,988.468,EA,20240311,20221011
100,0000001236,000000000000100072,0002,974.211,EA,20230605,20221111
100,0000001237,000000000000100478,0009,1309.466,EA,20240510,20230627
100,0000001238,000000000000100134,0008,1675.604,EA,20241126,20230718
100,0000001239,000000000000100020,0001,423.268,EA,20240211,20220120
100,0000001240,000000000000100322,0001,172.578,EA,20230307,20220623
100,0000001241,000000000000100060,0007,898.977,EA,20220103,20240115
100,0000001242,000000000000100456,0006,65.53,EA,20241129,20221113
100,0000001243,000000000000100342,0010,1870.185,EA,20240108,20220819
100,0000001244,000000000000100092,0004,58.436,EA,20220929,20230807
100,0000001245,000000000000100081,0010,296.586,EA,20230812,20240703
100,0000001246,000000000000100428,0001,1965.353,EA,20220403,20240116
100,0000001247,000000000000100484,0007,1286.547,EA,20220109,20231206
100,0000001248,000000000000100345,0004,1158.351,EA,20240730,20240509
100,0000001249,000000000000100133,0006,758.127,EA,20220212,20230121
100,0000001250,000000000000100249,0008,15.148,EA,20230822,20230210
100,0000001251,000000000000100334,0004,1541.699,EA,20230706,20221001
100,0000001252,000000000000100207,0004,1099.793,EA,20240804,20220908
100,0000001253,000000000000100288,0006,496.503,EA,20240930,20221205
100,0000001254,000000000000100030,0005,1815.01,EA,20230701,20230731
100,0000001255,000000000000100377,0001,260.969,EA,20240123,20240329
100,0000001256,000000000000100065,0009,372.252,EA,20230720,20230428
100,0000001257,000000000000100341,0004,1759.336,EA,20221116,20230904
100,0000001258,000000000000100037,0004,1708.155,EA,20220901,20240221
100,0000001259,000000000000100267,0003,1814.262,EA,20241001,20230623
100,0000001260,000000000000100030,0001,676.721,EA,20221116,20230823
100,0000001261,000000000000100041,0002,1625.479,EA,20220704,20230215
100,0000001262,000000000000100291,0009,1699.047,EA,20230410,20220113
100,0000001263,000000000000100235,0010,490.354,EA,20230530,20240513
100,0000001264,000000000000100315,0006,1025.83,EA,20241225,20221127
100,0000001265,000000000000100357,0007,88.666,EA,20221016,20221002
100,0000001266,000000000000100363,0009,153.538,EA,20230906,20221119
100,0000001267,000000000000100013,0006,506.71,EA,20240106,20240720
100,0000001268,000000000000100442,0001,863.153,EA,20230806,20221003
100,0000001269,000000000000100351,0009,1595.551,EA,20240111,20231124
100,0000001270,000000000000100377,0002,1722.574,EA,20220114,20240612
100,0000001271,000000000000100232,0005,1855.275,EA,20230301,20231023
100,0000001272,000000000000100055,0005,181.257,EA,20220308,20221007
100,0000001273,000000000000100233,0002,701.866,EA,20220203,20220219
100,0000001274,000000000000100254,0009,618.322,EA,20220709,20220601
100,0000001275,000000000000100399,0001,278.458,EA,20240507,20241024
100,0000001276,000000000000100216,0006,1828.953,EA,20230207,20220118
100,0000001277,000000000000100349,0003,1833.209,EA,20221120,20240421
100,0000001278,000000000000100099,0008,1063.292,EA,20230707,20220525
100,0000001279,000000000000100386,0009,1832.507,EA,20240526,20221004
100,0000001280,000000000000100394,0010,1165.129,EA,20221114,20240602
100,0000001281,000000000000100491,0001,947.626,EA,20221029,20221130
100,0000001282,000000000000100490,0003,1303.741,EA,20241108,20240223
100,0000001283,000000000000100020,0002,1576.732,EA,20220914,20230203
100,0000001284,000000000000100389,0008,114.225,EA,20230422,20221226
100,0000001285,000000000000100257,0002,1516.653,EA,20230412,20240106
100,0000001286,000000000000100218,0010,743.291,EA,20230617,20221113
