MANDT,KOKRS,PESSION,KUNNR,MATNR,VKORG,WERKS,PESSION2,GJAHR,VV010,TWAER
100,1000,0000000664,0000000081,000000000000100469,1000,0006,004,2024,216.26,EUR
100,1000,0000000665,0000000372,000000000000100174,2000,0003,005,2023,9966.86,EUR
100,1000,0000000666,0000000068,000000000000100057,1000,0004,006,2024,5970.71,EUR
100,1000,0000000667,0000000319,000000000000100322,1000,0003,007,2023,2793.13,EUR
100,1000,0000000668,0000000036,000000000000100252,2000,0003,008,2024,7728.93,EUR
100,1000,0000000669,0000000097,000000000000100043,2000,0010,009,2023,567.01,EUR
100,1000,0000000670,0000000262,000000000000100352,2000,0010,010,2024,8965.36,EUR
100,1000,0000000671,0000000044,000000000000100369,2000,0009,011,2023,6744.85,EUR
100,1000,0000000672,0000000272,000000000000100079,2000,0005,012,2024,9084.79,EUR
100,1000,0000000673,0000000251,000000000000100128,2000,0004,001,2023,4998.17,EUR
100,1000,0000000674,0000000108,000000000000100197,2000,0005,002,2024,7801.7,EUR
100,1000,0000000675,0000000198,000000000000100004,1000,0002,003,2023,3632.06,EUR
100,1000,0000000676,0000000130,000000000000100397,2000,0006,004,2024,4600.43,EUR
100,1000,0000000677,0000000473,000000000000100248,2000,0010,005,2023,7502.11,EUR
100,1000,0000000678,0000000215,000000000000100373,1000,0001,006,2024,9263.52,EUR
100,1000,0000000679,0000000061,000000000000100182,1000,0009,007,2023,3233.53,EUR
100,1000,0000000680,0000000024,000000000000100136,1000,0010,008,2024,1479.66,EUR
100,1000,0000000681,0000000001,000000000000100351,2000,0007,009,2023,9046.37,EUR
100,1000,0000000682,0000000226,000000000000100293,2000,0001,010,2024,5120.51,EUR
100,1000,0000000683,0000000172,000000000000100271,1000,0002,011,2023,387.85,EUR
100,1000,0000000684,0000000388,000000000000100454,2000,0005,012,2024,123.04,EUR
100,1000,0000000685,0000000260,000000000000100403,2000,0005,001,2023,8691.66,EUR
100,1000,0000000686,0000000326,000000000000100273,2000,0002,002,2024,8866.64,EUR
100,1000,0000000687,0000000319,000000000000100020,2000,0001,003,2023,1864.85,EUR
100,1000,0000000688,0000000060,000000000000100263,2000,0005,004,2024,7030.83,EUR
100,1000,0000000689,0000000319,000000000000100200,2000,0001,005,2023,9958.27,EUR
100,1000,0000000690,0000000103,000000000000100311,1000,0001,006,2024,6571.66,EUR
100,1000,0000000691,0000000402,000000000000100140,1000,0009,007,2023,1873.66,EUR
100,1000,0000000692,0000000447,000000000000100321,2000,0004,008,2024,1274.98,EUR
100,1000,0000000693,0000000354,000000000000100427,1000,0004,009,2023,918.71,EUR
100,1000,0000000694,0000000488,000000000000100017,1000,0008,010,2024,4897.95,EUR
100,1000,0000000695,0000000112,000000000000100028,2000,0003,011,2023,2116.21,EUR
100,1000,0000000696,0000000112,000000000000100074,1000,0009,012,2024,6290.83,EUR
100,1000,0000000697,0000000237,000000000000100187,2000,0010,001,2023,506.54,EUR
100,1000,0000000698,0000000169,000000000000100088,1000,0005,002,2024,4625.91,EUR
100,1000,0000000699,0000000272,000000000000100484,1000,0008,003,2023,8470.78,EUR
100,1000,0000000700,0000000029,000000000000100398,2000,0003,004,2024,6600.51,EUR
100,1000,0000000701,0000000016,000000000000100492,1000,0002,005,2023,7682.4,EUR
100,1000,0000000702,0000000213,000000000000100095,2000,0010,006,2024,1780.95,EUR
100,1000,0000000703,0000000023,000000000000100063,2000,0005,007,2023,5717.68,EUR
100,1000,0000000704,0000000025,000000000000100209,2000,0007,008,2024,5164.03,EUR
100,1000,0000000705,0000000021,000000000000100183,2000,0008,009,2023,2120.71,EUR
100,1000,0000000706,0000000309,000000000000100393,2000,0008,010,2024,1703.31,EUR
100,1000,0000000707,0000000479,000000000000100456,2000,0009,011,2023,1160.72,EUR
100,1000,0000000708,0000000300,000000000000100429,1000,0007,012,2024,7464.68,EUR
100,1000,0000000709,0000000293,000000000000100193,2000,0010,001,2023,5115.11,EUR
100,1000,0000000710,0000000116,000000000000100424,2000,0010,002,2024,2417.31,EUR
100,1000,0000000711,0000000068,000000000000100119,1000,0001,003,2023,8331.37,EUR
100,1000,0000000712,0000000413,000000000000100489,1000,0005,004,2024,5915.24,EUR
100,1000,0000000713,0000000355,000000000000100404,1000,0010,005,2023,3106.65,EUR
100,1000,0000000714,0000000149,000000000000100293,2000,0003,006,2024,1572.42,EUR
100,1000,0000000715,0000000068,000000000000100098,2000,0001,007,2023,5161.95,EUR
100,1000,0000000716,0000000043,000000000000100297,1000,0002,008,2024,2197.28,EUR
100,1000,0000000717,0000000314,000000000000100083,2000,0007,009,2023,2020.22,EUR
100,1000,0000000718,0000000001,000000000000100389,2000,0002,010,2024,1360.46,EUR
100,1000,0000000719,0000000107,000000000000100261,2000,0003,011,2023,8951.44,EUR
100,1000,0000000720,0000000068,000000000000100446,2000,0002,012,2024,6597.99,EUR
100,1000,0000000721,0000000041,000000000000100084,2000,0006,001,2023,3534.65,EUR
100,1000,0000000722,0000000122,000000000000100192,2000,0007,002,2024,4648.15,EUR
100,1000,0000000723,0000000124,000000000000100238,2000,0009,003,2023,193.64,EUR
100,1000,0000000724,0000000206,000000000000100463,1000,0003,004,2024,9165.7,EUR
100,1000,0000000725,0000000487,000000000000100309,1000,0003,005,2023,8205.31,EUR
100,1000,0000000726,0000000313,000000000000100394,2000,0010,006,2024,4100.28,EUR
100,1000,0000000727,0000000182,000000000000100157,2000,0001,007,2023,4751.82,EUR
100,1000,0000000728,0000000204,000000000000100132,1000,0003,008,2024,3030.29,EUR
100,1000,0000000729,0000000430,000000000000100254,2000,0002,009,2023,469.8,EUR
100,1000,0000000730,0000000178,000000000000100300,2000,0009,010,2024,6005.49,EUR
100,1000,0000000731,0000000112,000000000000100172,1000,0001,011,2023,8233.92,EUR
100,1000,0000000732,0000000077,000000000000100141,1000,0002,012,2024,642.35,EUR
100,1000,0000000733,0000000135,000000000000100251,2000,0001,001,2023,5412.81,EUR
100,1000,0000000734,0000000148,000000000000100240,1000,0006,002,2024,3386.31,EUR
100,1000,0000000735,0000000027,000000000000100243,2000,0004,003,2023,8038.04,EUR
100,1000,0000000736,0000000016,000000000000100400,1000,0010,004,2024,1129.86,EUR
100,1000,0000000737,0000000360,000000000000100434,2000,0004,005,2023,7774.57,EUR
100,1000,0000000738,0000000252,000000000000100068,2000,0010,006,2024,7517.81,EUR
100,1000,0000000739,0000000024,000000000000100354,2000,0010,007,2023,5096.75,EUR
100,1000,0000000740,0000000361,000000000000100474,2000,0004,008,2024,4031.99,EUR
100,1000,0000000741,0000000072,000000000000100470,2000,0001,009,2023,5142.57,EUR
100,1000,0000000742,0000000433,000000000000100318,2000,0006,010,2024,1489.65,EUR
100,1000,0000000743,0000000469,000000000000100123,2000,0001,011,2023,4454.21,EUR
100,1000,0000000744,0000000051,000000000000100351,2000,0002,012,2024,7140.86,EUR
100,1000,0000000745,0000000461,000000000000100258,1000,0007,001,2023,2292.24,EUR
100,1000,0000000746,0000000480,000000000000100043,1000,0003,002,2024,7248.86,EUR
100,1000,0000000747,0000000034,000000000000100175,2000,0006,003,2023,2333.83,EUR
100,1000,0000000748,0000000152,000000000000100235,1000,0006,004,2024,8348.48,EUR
100,1000,0000000749,0000000127,000000000000100350,2000,0009,005,2023,5951.61,EUR
100,1000,0000000750,0000000224,000000000000100260,2000,0007,006,2024,7809.46,EUR
100,1000,0000000751,0000000063,000000000000100022,1000,0008,007,2023,437.38,EUR
100,1000,0000000752,0000000349,000000000000100014,1000,0003,008,2024,2751.38,EUR
100,1000,0000000753,0000000409,000000000000100486,2000,0010,009,2023,9863.76,EUR
100,1000,0000000754,0000000267,000000000000100166,1000,0002,010,2024,5141.49,EUR
100,1000,0000000755,0000000336,000000000000100143,2000,0007,011,2023,8738.32,EUR
100,1000,0000000756,0000000395,000000000000100100,1000,0008,012,2024,1248.93,EUR
100,1000,0000000757,0000000331,000000000000100429,1000,0002,001,2023,8317.3,EUR
100,1000,0000000758,0000000077,000000000000100304,2000,0003,002,2024,2010.44,EUR
100,1000,0000000759,0000000419,000000000000100490,1000,0003,003,2023,9260.06,EUR
100,1000,0000000760,0000000116,000000000000100309,1000,0003,004,2024,638.34,EUR
100,1000,0000000761,0000000358,000000000000100386,2000,0006,005,2023,2664.36,EUR
100,1000,0000000762,0000000027,000000000000100137,2000,0001,006,2024,3430.9,EUR
100,1000,0000000763,0000000103,000000000000100114,1000,0001,007,2023,4486.23,EUR
100,1000,0000000764,0000000182,000000000000100070,2000,0003,008,2024,7514.69,EUR
100,1000,0000000765,0000000298,000000000000100082,2000,0002,009,2023,5195.34,EUR
100,1000,0000000766,0000000296,000000000000100497,2000,0006,010,2024,5443.66,EUR
100,1000,0000000767,0000000057,000000000000100405,1000,0007,011,2023,1071.77,EUR
100,1000,0000000768,0000000366,000000000000100349,2000,0004,012,2024,6395.85,EUR
100,1000,0000000769,0000000071,000000000000100328,2000,0006,001,2023,6537.28,EUR
100,1000,0000000770,0000000302,000000000000100466,1000,0001,002,2024,8087.36,EUR
100,1000,0000000771,0000000361,000000000000100072,2000,0005,003,2023,4787.78,EUR
100,1000,0000000772,0000000309,000000000000100342,2000,0008,004,2024,818.86,EUR
100,1000,0000000773,0000000099,000000000000100012,1000,0002,005,2023,3476.98,EUR
100,1000,0000000774,0000000011,000000000000100043,1000,0005,006,2024,545.42,EUR
100,1000,0000000775,0000000425,000000000000100443,2000,0008,007,2023,1515.85,EUR
100,1000,0000000776,0000000295,000000000000100327,1000,0002,008,2024,4139.75,EUR
100,1000,0000000777,0000000076,000000000000100489,1000,0004,009,2023,7879.17,EUR
100,1000,0000000778,0000000426,000000000000100315,1000,0008,010,2024,3355.44,EUR
100,1000,0000000779,0000000099,000000000000100261,2000,0004,011,2023,3764.88,EUR
100,1000,0000000780,0000000123,000000000000100221,2000,0005,012,2024,2518.9,EUR
100,1000,0000000781,0000000367,000000000000100324,1000,0010,001,2023,6615.24,EUR
100,1000,0000000782,0000000153,000000000000100350,2000,0008,002,2024,7681.53,EUR
100,1000,0000000783,0000000265,000000000000100016,2000,0009,003,2023,4598.92,EUR
100,1000,0000000784,0000000499,000000000000100189,2000,0009,004,2024,5181.84,EUR
100,1000,0000000785,0000000306,000000000000100494,1000,0001,005,2023,3201.47,EUR
100,1000,0000000786,0000000019,000000000000100366,2000,0006,006,2024,8449.25,EUR
100,1000,0000000787,0000000252,000000000000100118,2000,0001,007,2023,7076.47,EUR
100,1000,0000000788,0000000326,000000000000100389,2000,0004,008,2024,9874.03,EUR
100,1000,0000000789,0000000449,000000000000100454,2000,0004,009,2023,9015.44,EUR
100,1000,0000000790,0000000308,000000000000100468,2000,0002,010,2024,4050.74,EUR
100,1000,0000000791,0000000067,000000000000100404,1000,0006,011,2023,1048.18,EUR
100,1000,0000000792,0000000007,000000000000100359,1000,0009,012,2024,6058.21,EUR
100,1000,0000000793,0000000490,000000000000100449,1000,0008,001,2023,8984.04,EUR
100,1000,0000000794,0000000413,000000000000100292,1000,0006,002,2024,1235.66,EUR
100,1000,0000000795,0000000007,000000000000100440,2000,0002,003,2023,1840.11,EUR
100,1000,0000000796,0000000411,000000000000100309,2000,0001,004,2024,5068.98,EUR
100,1000,0000000797,0000000052,000000000000100263,2000,0003,005,2023,8409.27,EUR
100,1000,0000000798,0000000284,000000000000100233,2000,0001,006,2024,5498.81,EUR
100,1000,0000000799,0000000080,000000000000100282,1000,0005,007,2023,6815.36,EUR
100,1000,0000000800,0000000480,000000000000100343,2000,0002,008,2024,7219.25,EUR
100,1000,0000000801,0000000058,000000000000100115,1000,0004,009,2023,3479.0,EUR
100,1000,0000000802,0000000382,000000000000100459,2000,0006,010,2024,2419.05,EUR
100,1000,0000000803,0000000118,000000000000100169,1000,0009,011,2023,8399.37,EUR
100,1000,0000000804,0000000259,000000000000100398,2000,0002,012,2024,1304.93,EUR
100,1000,0000000805,0000000314,000000000000100474,2000,0001,001,2023,5272.83,EUR
100,1000,0000000806,0000000433,000000000000100076,2000,0006,002,2024,2156.41,EUR
100,1000,0000000807,0000000018,000000000000100319,1000,0005,003,2023,7649.27,EUR
100,1000,0000000808,0000000177,000000000000100285,2000,0010,004,2024,2875.31,EUR
100,1000,0000000809,0000000063,000000000000100013,2000,0005,005,2023,9243.28,EUR
100,1000,0000000810,0000000484,000000000000100491,2000,0001,006,2024,8618.6,EUR
100,1000,0000000811,0000000209,000000000000100412,1000,0005,007,2023,3907.72,EUR
100,1000,0000000812,0000000022,000000000000100338,1000,0010,008,2024,6637.12,EUR
100,1000,0000000813,0000000167,000000000000100337,2000,0008,009,2023,6626.97,EUR
100,1000,0000000814,0000000115,000000000000100454,2000,0001,010,2024,4787.85,EUR
100,1000,0000000815,0000000205,000000000000100275,2000,0003,011,2023,9488.2,EUR
100,1000,0000000816,0000000255,000000000000100021,2000,0003,012,2024,5935.05,EUR
100,1000,0000000817,0000000134,000000000000100011,1000,0010,001,2023,8040.39,EUR
100,1000,0000000818,0000000357,000000000000100291,2000,0006,002,2024,1948.42,EUR
100,1000,0000000819,0000000165,000000000000100290,1000,0007,003,2023,6089.78,EUR
100,1000,0000000820,0000000137,000000000000100437,2000,0005,004,2024,887.48,EUR
100,1000,0000000821,0000000092,000000000000100429,1000,0002,005,2023,8060.13,EUR
100,1000,0000000822,0000000474,000000000000100298,2000,0005,006,2024,2703.58,EUR
100,1000,0000000823,0000000466,000000000000100087,2000,0009,007,2023,5273.58,EUR
100,1000,0000000824,0000000273,000000000000100426,1000,0005,008,2024,146.92,EUR
100,1000,0000000825,0000000453,000000000000100416,1000,0004,009,2023,7899.18,EUR
100,1000,0000000826,0000000034,000000000000100489,1000,0010,010,2024,548.9,EUR
100,1000,0000000827,0000000198,000000000000100019,2000,0009,011,2023,2948.56,EUR
100,1000,0000000828,0000000093,000000000000100007,2000,0002,012,2024,8439.61,EUR
100,1000,0000000829,0000000417,000000000000100070,2000,0003,001,2023,4208.59,EUR
100,1000,0000000830,0000000377,000000000000100236,2000,0010,002,2024,4446.32,EUR
100,1000,0000000831,0000000391,000000000000100414,1000,0001,003,2023,8088.88,EUR
100,1000,0000000832,0000000103,000000000000100043,2000,0006,004,2024,2722.88,EUR
100,1000,0000000833,0000000479,000000000000100430,1000,0010,005,2023,9443.61,EUR
100,1000,0000000834,0000000427,000000000000100352,2000,0003,006,2024,8368.35,EUR
100,1000,0000000835,0000000283,000000000000100186,2000,0008,007,2023,1333.34,EUR
100,1000,0000000836,0000000296,000000000000100012,1000,0001,008,2024,6040.43,EUR
100,1000,0000000837,0000000276,000000000000100369,1000,0009,009,2023,3829.65,EUR
100,1000,0000000838,0000000085,000000000000100441,2000,0010,010,2024,4844.96,EUR
100,1000,0000000839,0000000084,000000000000100230,1000,0003,011,2023,5778.49,EUR
100,1000,0000000840,0000000437,000000000000100246,1000,0008,012,2024,5556.63,EUR
100,1000,0000000841,0000000115,000000000000100223,1000,0009,001,2023,8225.14,EUR
100,1000,0000000842,0000000478,000000000000100394,1000,0004,002,2024,3409.56,EUR
100,1000,0000000843,0000000016,000000000000100308,2000,0001,003,2023,9814.05,EUR
100,1000,0000000844,0000000108,000000000000100071,1000,0005,004,2024,5456.55,EUR
100,1000,0000000845,0000000404,000000000000100429,1000,0001,005,2023,3212.82,EUR
100,1000,0000000846,0000000378,000000000000100161,2000,0004,006,2024,2142.89,EUR
100,1000,0000000847,0000000281,000000000000100263,1000,0010,007,2023,3983.88,EUR
100,1000,0000000848,0000000243,000000000000100228,1000,0008,008,2024,4264.73,EUR
100,1000,0000000849,0000000216,000000000000100066,1000,0003,009,2023,7573.31,EUR
100,1000,0000000850,0000000439,000000000000100152,1000,0003,010,2024,8487.77,EUR
100,1000,0000000851,0000000315,000000000000100280,2000,0006,011,2023,3969.44,EUR
100,1000,0000000852,0000000352,000000000000100102,1000,0008,012,2024,8042.7,EUR
100,1000,0000000853,0000000190,000000000000100082,2000,0002,001,2023,5578.36,EUR
100,1000,0000000854,0000000468,000000000000100077,1000,0003,002,2024,7472.15,EUR
100,1000,0000000855,0000000331,000000000000100346,2000,0010,003,2023,8942.05,EUR
100,1000,0000000856,0000000293,000000000000100314,1000,0002,004,2024,6790.09,EUR
100,1000,0000000857,0000000147,000000000000100165,1000,0008,005,2023,4846.72,EUR
100,1000,0000000858,0000000366,000000000000100370,1000,0006,006,2024,9930.95,EUR
100,1000,0000000859,0000000097,000000000000100269,1000,0006,007,2023,1055.45,EUR
100,1000,0000000860,0000000029,000000000000100198,1000,0008,008,2024,2530.28,EUR
100,1000,0000000861,0000000313,000000000000100348,2000,0004,009,2023,1358.46,EUR
100,1000,0000000862,0000000437,000000000000100117,2000,0003,010,2024,5494.88,EUR
100,1000,0000000863,0000000005,000000000000100096,1000,0003,011,2023,4870.99,EUR
100,1000,0000000864,0000000009,000000000000100280,2000,0002,012,2024,6202.64,EUR
100,1000,0000000865,0000000104,000000000000100303,2000,0008,001,2023,184.28,EUR
100,1000,0000000866,0000000413,000000000000100483,1000,0004,002,2024,6254.84,EUR
100,1000,0000000867,0000000051,000000000000100396,1000,0010,003,2023,6065.4,EUR
100,1000,0000000868,0000000396,000000000000100263,1000,0008,004,2024,1704.0,EUR
100,1000,0000000869,0000000012,000000000000100093,2000,0010,005,2023,6672.01,EUR
100,1000,0000000870,0000000218,000000000000100460,2000,0005,006,2024,7556.18,EUR
100,1000,0000000871,0000000427,000000000000100444,2000,0005,007,2023,4734.76,EUR
100,1000,0000000872,0000000008,000000000000100065,1000,0002,008,2024,2409.49,EUR
100,1000,0000000873,0000000369,000000000000100183,1000,0009,009,2023,5759.75,EUR
100,1000,0000000874,0000000089,000000000000100333,2000,0004,010,2024,3565.1,EUR
100,1000,0000000875,0000000190,000000000000100172,2000,0010,011,2023,2639.9,EUR
100,1000,0000000876,0000000266,000000000000100448,1000,0009,012,2024,4895.19,EUR
100,1000,0000000877,0000000204,000000000000100213,2000,0009,001,2023,7950.4,EUR
100,1000,0000000878,0000000447,000000000000100351,2000,0007,002,2024,5640.44,EUR
100,1000,0000000879,0000000214,000000000000100099,1000,0003,003,2023,8525.21,EUR
100,1000,0000000880,0000000387,000000000000100461,2000,0003,004,2024,7401.66,EUR
100,1000,0000000881,0000000021,000000000000100405,2000,0010,005,2023,5197.62,EUR
100,1000,0000000882,0000000484,000000000000100249,2000,0010,006,2024,5687.41,EUR
100,1000,0000000883,0000000132,000000000000100179,1000,0009,007,2023,3501.89,EUR
100,1000,0000000884,0000000104,000000000000100145,2000,0010,008,2024,445.35,EUR
100,1000,0000000885,0000000340,000000000000100383,2000,0002,009,2023,4824.51,EUR
100,1000,0000000886,0000000347,000000000000100076,1000,0009,010,2024,6878.73,EUR
100,1000,0000000887,0000000135,000000000000100373,1000,0009,011,2023,3472.69,EUR
100,1000,0000000888,0000000271,000000000000100218,1000,0004,012,2024,5443.17,EUR
100,1000,0000000889,0000000417,000000000000100041,2000,0009,001,2023,9770.3,EUR
100,1000,0000000890,0000000276,000000000000100068,1000,0001,002,2024,3051.14,EUR
100,1000,0000000891,0000000123,000000000000100147,1000,0008,003,2023,691.57,EUR
100,1000,0000000892,0000000164,000000000000100292,2000,0009,004,2024,6034.84,EUR
100,1000,0000000893,0000000409,000000000000100090,2000,0009,005,2023,626.47,EUR
100,1000,0000000894,0000000125,000000000000100131,2000,0010,006,2024,4557.79,EUR
100,1000,0000000895,0000000187,000000000000100487,1000,0010,007,2023,6461.91,EUR
100,1000,0000000896,0000000092,000000000000100164,2000,0005,008,2024,5653.59,EUR
100,1000,0000000897,0000000042,000000000000100305,1000,0002,009,2023,5391.88,EUR
100,1000,0000000898,0000000479,000000000000100497,2000,0005,010,2024,331.81,EUR
100,1000,0000000899,0000000240,000000000000100232,2000,0006,011,2023,5967.79,EUR
100,1000,0000000900,0000000434,000000000000100087,1000,0009,012,2024,4869.5,EUR
100,1000,0000000901,0000000192,000000000000100337,1000,0007,001,2023,3860.68,EUR
100,1000,0000000902,0000000349,000000000000100329,2000,0005,002,2024,1478.73,EUR
100,1000,0000000903,0000000015,000000000000100100,2000,0002,003,2023,2046.31,EUR
100,1000,0000000904,0000000353,000000000000100425,1000,0001,004,2024,1170.6,EUR
100,1000,0000000905,0000000395,000000000000100333,2000,0005,005,2023,1230.71,EUR
100,1000,0000000906,0000000181,000000000000100136,2000,0002,006,2024,4081.23,EUR
100,1000,0000000907,0000000270,000000000000100233,2000,0008,007,2023,4435.64,EUR
100,1000,0000000908,0000000438,000000000000100355,1000,0009,008,2024,3077.41,EUR
100,1000,0000000909,0000000478,000000000000100030,2000,0002,009,2023,9271.25,EUR
100,1000,0000000910,0000000366,000000000000100420,1000,0008,010,2024,2861.79,EUR
100,1000,0000000911,0000000050,000000000000100368,1000,0002,011,2023,9591.38,EUR
100,1000,0000000912,0000000059,000000000000100251,1000,0007,012,2024,6196.69,EUR
100,1000,0000000913,0000000253,000000000000100425,2000,0002,001,2023,7883.58,EUR
100,1000,0000000914,0000000312,000000000000100124,2000,0002,002,2024,6686.9,EUR
100,1000,0000000915,0000000200,000000000000100051,2000,0003,003,2023,7202.9,EUR
100,1000,0000000916,0000000303,000000000000100326,1000,0002,004,2024,730.07,EUR
100,1000,0000000917,0000000155,000000000000100449,2000,0007,005,2023,8277.3,EUR
100,1000,0000000918,0000000179,000000000000100479,2000,0010,006,2024,9051.64,EUR
100,1000,0000000919,0000000013,000000000000100389,1000,0006,007,2023,1517.85,EUR
100,1000,0000000920,0000000279,000000000000100088,2000,0001,008,2024,5811.54,EUR
100,1000,0000000921,0000000235,000000000000100046,1000,0008,009,2023,6880.28,EUR
100,1000,0000000922,0000000256,000000000000100088,1000,0010,010,2024,9878.98,EUR
100,1000,0000000923,0000000234,000000000000100172,2000,0003,011,2023,4552.03,EUR
100,1000,0000000924,0000000208,000000000000100396,2000,0004,012,2024,3430.38,EUR
100,1000,0000000925,0000000231,000000000000100046,2000,0010,001,2023,5533.33,EUR
100,1000,0000000926,0000000213,000000000000100326,1000,0001,002,2024,7056.33,EUR
100,1000,0000000927,0000000377,000000000000100477,1000,0003,003,2023,2134.69,EUR
100,1000,0000000928,0000000063,000000000000100012,2000,0009,004,2024,8227.7,EUR
100,1000,0000000929,0000000485,000000000000100168,1000,0007,005,2023,4500.93,EUR
100,1000,0000000930,0000000350,000000000000100217,2000,0008,006,2024,6165.08,EUR
100,1000,0000000931,0000000414,000000000000100207,2000,0003,007,2023,8534.24,EUR
100,1000,0000000932,0000000358,000000000000100019,1000,0001,008,2024,420.51,EUR
100,1000,0000000933,0000000160,000000000000100056,2000,0003,009,2023,2057.61,EUR
100,1000,0000000934,0000000472,000000000000100123,2000,0007,010,2024,4804.73,EUR
100,1000,0000000935,0000000373,000000000000100481,2000,0005,011,2023,9538.71,EUR
100,1000,0000000936,0000000474,000000000000100024,2000,0001,012,2024,6692.78,EUR
100,1000,0000000937,0000000023,000000000000100012,2000,0002,001,2023,5365.46,EUR
100,1000,0000000938,0000000066,000000000000100371,1000,0002,002,2024,5436.67,EUR
100,1000,0000000939,0000000087,000000000000100115,1000,0002,003,2023,7504.64,EUR
100,1000,0000000940,0000000182,000000000000100283,1000,0006,004,2024,7777.46,EUR
100,1000,0000000941,0000000448,000000000000100350,1000,0010,005,2023,6246.21,EUR
100,1000,0000000942,0000000206,000000000000100030,1000,0010,006,2024,7234.13,EUR
100,1000,0000000943,0000000480,000000000000100302,1000,0007,007,2023,2245.61,EUR
100,1000,0000000944,0000000020,000000000000100380,2000,0008,008,2024,2591.64,EUR
100,1000,0000000945,0000000185,000000000000100190,1000,0010,009,2023,4994.81,EUR
100,1000,0000000946,0000000074,000000000000100037,1000,0005,010,2024,3427.93,EUR
100,1000,0000000947,0000000186,000000000000100067,1000,0001,011,2023,4005.16,EUR
100,1000,0000000948,0000000440,000000000000100062,2000,0010,012,2024,5971.99,EUR
100,1000,0000000949,0000000129,000000000000100278,1000,0008,001,2023,2582.79,EUR
100,1000,0000000950,0000000332,000000000000100405,1000,0010,002,2024,4310.0,EUR
100,1000,0000000951,0000000245,000000000000100082,1000,0004,003,2023,8848.96,EUR
100,1000,0000000952,0000000392,000000000000100393,1000,0001,004,2024,6941.82,EUR
100,1000,0000000953,0000000057,000000000000100224,2000,0001,005,2023,6699.98,EUR
100,1000,0000000954,0000000295,000000000000100214,2000,0010,006,2024,2714.39,EUR
100,1000,0000000955,0000000395,000000000000100215,2000,0005,007,2023,7174.24,EUR
100,1000,0000000956,0000000485,000000000000100469,2000,0005,008,2024,4854.91,EUR
100,1000,0000000957,0000000341,000000000000100137,2000,0010,009,2023,3154.32,EUR
100,1000,0000000958,0000000478,000000000000100040,2000,0008,010,2024,6265.59,EUR
100,1000,0000000959,0000000416,000000000000100275,1000,0009,011,2023,5546.89,EUR
100,1000,0000000960,0000000384,000000000000100483,2000,0001,012,2024,9474.16,EUR
100,1000,0000000961,0000000272,000000000000100231,2000,0004,001,2023,5670.57,EUR
100,1000,0000000962,0000000097,000000000000100116,2000,0002,002,2024,6931.26,EUR
100,1000,0000000963,0000000040,000000000000100346,2000,0001,003,2023,2180.07,EUR
100,1000,0000000964,0000000204,000000000000100209,2000,0005,004,2024,5324.3,EUR
100,1000,0000000965,0000000213,000000000000100286,2000,0010,005,2023,4524.99,EUR
100,1000,0000000966,0000000264,000000000000100058,2000,0004,006,2024,4290.1,EUR
100,1000,0000000967,0000000019,000000000000100177,2000,0007,007,2023,1339.62,EUR
100,1000,0000000968,0000000245,000000000000100139,2000,0006,008,2024,8735.85,EUR
100,1000,0000000969,0000000475,000000000000100131,2000,0009,009,2023,3017.27,EUR
100,1000,0000000970,0000000074,000000000000100442,2000,0002,010,2024,6956.5,EUR
100,1000,0000000971,0000000017,000000000000100389,2000,0003,011,2023,6292.14,EUR
100,1000,0000000972,0000000078,000000000000100258,2000,0001,012,2024,6894.32,EUR
100,1000,0000000973,0000000416,000000000000100290,2000,0010,001,2023,5686.93,EUR
100,1000,0000000974,0000000409,000000000000100112,2000,0010,002,2024,2196.72,EUR
100,1000,0000000975,0000000145,000000000000100263,2000,0008,003,2023,7911.9,EUR
100,1000,0000000976,0000000197,000000000000100190,2000,0001,004,2024,2026.97,EUR
100,1000,0000000977,0000000098,000000000000100373,2000,0002,005,2023,8297.33,EUR
100,1000,0000000978,0000000148,000000000000100127,1000,0010,006,2024,3374.09,EUR
100,1000,0000000979,0000000358,000000000000100133,1000,0007,007,2023,8531.37,EUR
100,1000,0000000980,0000000202,000000000000100388,1000,0010,008,2024,1644.61,EUR
100,1000,0000000981,0000000034,000000000000100118,1000,0009,009,2023,7050.67,EUR
100,1000,0000000982,0000000199,000000000000100212,2000,0003,010,2024,526.84,EUR
100,1000,0000000983,0000000107,000000000000100166,2000,0003,011,2023,4681.24,EUR
100,1000,0000000984,0000000408,000000000000100329,1000,0009,012,2024,9565.28,EUR
100,1000,0000000985,0000000024,000000000000100005,2000,0009,001,2023,6279.08,EUR
100,1000,0000000986,0000000009,000000000000100170,1000,0009,002,2024,9395.13,EUR
100,1000,0000000987,0000000430,000000000000100494,1000,0007,003,2023,7687.51,EUR
100,1000,0000000988,0000000066,000000000000100179,2000,0006,004,2024,9459.32,EUR
100,1000,0000000989,0000000134,000000000000100006,1000,0009,005,2023,2494.91,EUR
100,1000,0000000990,0000000066,000000000000100244,1000,0004,006,2024,4927.63,EUR
100,1000,0000000991,0000000010,000000000000100259,1000,0003,007,2023,3865.16,EUR
100,1000,0000000992,0000000287,000000000000100154,1000,0007,008,2024,1700.38,EUR
100,1000,0000000993,0000000014,000000000000100257,1000,0002,009,2023,2735.83,EUR
100,1000,0000000994,0000000440,000000000000100330,1000,0002,010,2024,4188.26,EUR
100,1000,0000000995,0000000485,000000000000100485,1000,0003,011,2023,5822.41,EUR
