MANDT,QMNUM,MATNR,WERKS,QMDAT,QMART,ERNAM
100,QM00000962,MAT000008,1100,20251127,Q2,USER041
100,QM00000963,MAT000328,1000,20230120,Q3,USER025
100,QM00000964,MAT000100,1000,20220412,Q2,USER026
100,QM00000965,MAT000302,1000,20251210,Q3,USER004
100,QM00000966,MAT000035,1100,20220317,Q1,USER038
100,QM00000967,MAT000483,1200,20230127,Q2,USER037
100,QM00000968,MAT000411,1000,20240318,Q2,USER009
100,QM00000969,MAT000398,1100,20240615,Q3,USER044
100,QM00000970,MAT000428,1000,20230821,Q1,USER021
100,QM00000971,MAT000043,1100,20231129,Q1,USER028
100,QM00000972,MAT000483,1000,20230402,Q2,USER040
100,QM00000973,MAT000252,1000,20220110,Q1,USER028
100,QM00000974,MAT000496,1200,20250518,Q3,USER027
100,QM00000975,MAT000117,1000,20250813,Q3,USER013
100,QM00000976,MAT000383,1200,20220804,Q2,USER015
100,QM00000977,MAT000186,1200,20230118,Q1,USER038
100,QM00000978,MAT000044,1100,20230902,Q2,USER035
100,QM00000979,MAT000458,1000,20220303,Q1,USER046
100,QM00000980,MAT000409,1000,20231002,Q2,USER027
100,QM00000981,MAT000426,1000,20220522,Q1,USER018
100,QM00000982,MAT000352,1100,20231112,Q1,USER023
100,QM00000983,MAT000179,1000,20241231,Q1,USER009
100,QM00000984,MAT000261,1100,20250425,Q1,USER008
100,QM00000985,MAT000438,1000,20240528,Q1,USER020
100,QM00000986,MAT000105,1100,20230212,Q1,USER002
100,QM00000987,MAT000282,1000,20250821,Q2,USER014
100,QM00000988,MAT000441,1100,20250518,Q1,USER009
100,QM00000989,MAT000137,1200,20240610,Q2,USER038
100,QM00000990,MAT000474,1000,20241224,Q2,USER002
100,QM00000991,MAT000417,1100,20240111,Q2,USER038
100,QM00000992,MAT000182,1200,20250514,Q3,USER005
100,QM00000993,MAT000044,1000,20220713,Q3,USER019
100,QM00000994,MAT000311,1100,20251118,Q3,USER036
100,QM00000995,MAT000379,1000,20230330,Q3,USER010
100,QM00000996,MAT000166,1100,20230208,Q3,USER023
100,QM00000997,MAT000458,1000,20240611,Q3,USER031
100,QM00000998,MAT000191,1100,20231001,Q2,USER035
100,QM00000999,MAT000456,1200,20220225,Q2,USER045
100,QM00001000,MAT000044,1100,20250713,Q3,USER033
